app_name,status,source,output,seconds,detail,command
rodinia_dilate_1_tiling_0,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_dilate_1_tiling_0/dilate.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia_dilate_1_tiling_0.gexf,1.682,"284 nodes, 1202 edges, 12 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_dilate_1_tiling_0/dilate.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia_dilate_1_tiling_0.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia_dilate_1_tiling_0.mlir.tmp
rodinia_dilate_2_pipeline_0,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_dilate_2_pipeline_0/dilate.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia_dilate_2_pipeline_0.gexf,1.888,"404 nodes, 1703 edges, 20 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_dilate_2_pipeline_0/dilate.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia_dilate_2_pipeline_0.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia_dilate_2_pipeline_0.mlir.tmp
rodinia_dilate_3_pipeline_0,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_dilate_3_pipeline_0/dilate.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia_dilate_3_pipeline_0.gexf,2.137,"554 nodes, 2385 edges, 35 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_dilate_3_pipeline_0/dilate.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia_dilate_3_pipeline_0.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia_dilate_3_pipeline_0.mlir.tmp
rodinia_lavaMD_0_baseline,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_lavaMD_0_baseline/lavaMD.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia_lavaMD_0_baseline.gexf,2.650,"390 nodes, 3402 edges, 5 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_lavaMD_0_baseline/lavaMD.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia_lavaMD_0_baseline.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia_lavaMD_0_baseline.mlir.tmp
rodinia_lavaMD_1_tiling_0,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_lavaMD_1_tiling_0/lavaMD.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia_lavaMD_1_tiling_0.gexf,2.860,"508 nodes, 3694 edges, 14 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_lavaMD_1_tiling_0/lavaMD.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia_lavaMD_1_tiling_0.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia_lavaMD_1_tiling_0.mlir.tmp
rodinia_lavaMD_1_tiling_1,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_lavaMD_1_tiling_1/lavaMD_flattenedArray.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia_lavaMD_1_tiling_1.gexf,3.114,"511 nodes, 3704 edges, 14 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_lavaMD_1_tiling_1/lavaMD_flattenedArray.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia_lavaMD_1_tiling_1.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia_lavaMD_1_tiling_1.mlir.tmp
rodinia_lavaMD_2_pipeline_0,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_lavaMD_2_pipeline_0/lavaMD.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia_lavaMD_2_pipeline_0.gexf,2.860,"508 nodes, 3694 edges, 14 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_lavaMD_2_pipeline_0/lavaMD.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia_lavaMD_2_pipeline_0.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia_lavaMD_2_pipeline_0.mlir.tmp
rodinia_lc_gicov_0_baseline_0,failed,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_lc_gicov_0_baseline_0/lc_gicov.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia_lc_gicov_0_baseline_0.gexf,1.021,exit=2; log=/home/elvouvali/MailoHLS/MLIR_graphs_v4/logs/rodinia_lc_gicov_0_baseline_0.log,/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_lc_gicov_0_baseline_0/lc_gicov.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia_lc_gicov_0_baseline_0.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia_lc_gicov_0_baseline_0.mlir.tmp
rodinia_lc_mgvf_0_baseline_0,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_lc_mgvf_0_baseline_0/lc_mgvf.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia_lc_mgvf_0_baseline_0.gexf,1.855,"320 nodes, 1271 edges, 3 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_lc_mgvf_0_baseline_0/lc_mgvf.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia_lc_mgvf_0_baseline_0.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia_lc_mgvf_0_baseline_0.mlir.tmp
rodinia_lud_1_tiling_0,failed,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_lud_1_tiling_0/lud.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia_lud_1_tiling_0.gexf,2.143,exit=2; log=/home/elvouvali/MailoHLS/MLIR_graphs_v4/logs/rodinia_lud_1_tiling_0.log,/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_lud_1_tiling_0/lud.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia_lud_1_tiling_0.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia_lud_1_tiling_0.mlir.tmp
rodinia_pathfinder_0_baseline_0,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_pathfinder_0_baseline_0/pathfinder.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia_pathfinder_0_baseline_0.gexf,1.614,"199 nodes, 865 edges, 4 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_pathfinder_0_baseline_0/pathfinder.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia_pathfinder_0_baseline_0.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia_pathfinder_0_baseline_0.mlir.tmp
rodinia_pathfinder_4_doublebuffer_0,failed,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_pathfinder_4_doublebuffer_0/pathfinder.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia_pathfinder_4_doublebuffer_0.gexf,0.737,exit=2; log=/home/elvouvali/MailoHLS/MLIR_graphs_v4/logs/rodinia_pathfinder_4_doublebuffer_0.log,/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_pathfinder_4_doublebuffer_0/pathfinder.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia_pathfinder_4_doublebuffer_0.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia_pathfinder_4_doublebuffer_0.mlir.tmp
rodinia_streamcluster_0_baseline_0,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_streamcluster_0_baseline_0/streamcluster.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia_streamcluster_0_baseline_0.gexf,1.394,"114 nodes, 501 edges, 2 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_streamcluster_0_baseline_0/streamcluster.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia_streamcluster_0_baseline_0.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia_streamcluster_0_baseline_0.mlir.tmp
rodinia_streamcluster_1_tiling_0,failed,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_streamcluster_1_tiling_0/streamcluster.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia_streamcluster_1_tiling_0.gexf,0.770,exit=2; log=/home/elvouvali/MailoHLS/MLIR_graphs_v4/logs/rodinia_streamcluster_1_tiling_0.log,/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_streamcluster_1_tiling_0/streamcluster.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia_streamcluster_1_tiling_0.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia_streamcluster_1_tiling_0.mlir.tmp
rodinia_streamcluster_2_pipeline_1,failed,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_streamcluster_2_pipeline_1/streamcluster.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia_streamcluster_2_pipeline_1.gexf,0.760,exit=2; log=/home/elvouvali/MailoHLS/MLIR_graphs_v4/logs/rodinia_streamcluster_2_pipeline_1.log,/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_streamcluster_2_pipeline_1/streamcluster.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia_streamcluster_2_pipeline_1.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia_streamcluster_2_pipeline_1.mlir.tmp
rodinia_streamcluster_3_doublebuffer_0,failed,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_streamcluster_3_doublebuffer_0/streamcluster.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia_streamcluster_3_doublebuffer_0.gexf,0.948,exit=2; log=/home/elvouvali/MailoHLS/MLIR_graphs_v4/logs/rodinia_streamcluster_3_doublebuffer_0.log,/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_streamcluster_3_doublebuffer_0/streamcluster.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia_streamcluster_3_doublebuffer_0.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia_streamcluster_3_doublebuffer_0.mlir.tmp
rodinia_streamcluster_4_coalescing_0,failed,/home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_streamcluster_4_coalescing_0/streamcluster.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/rodinia_streamcluster_4_coalescing_0.gexf,0.982,exit=2; log=/home/elvouvali/MailoHLS/MLIR_graphs_v4/logs/rodinia_streamcluster_4_coalescing_0.log,/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/rodinia_streamcluster_4_coalescing_0/streamcluster.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.rodinia_streamcluster_4_coalescing_0.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.rodinia_streamcluster_4_coalescing_0.mlir.tmp
serrano-kalman-filter,failed,/home/elvouvali/MailoHLS/Data/ApplicationDataset/serrano-kalman-filter/kernel.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/serrano-kalman-filter.gexf,0.847,exit=2; log=/home/elvouvali/MailoHLS/MLIR_graphs_v4/logs/serrano-kalman-filter.log,/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/serrano-kalman-filter/kernel.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.serrano-kalman-filter.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.serrano-kalman-filter.mlir.tmp
spcl_example_00,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/spcl_example_00/Example0.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/spcl_example_00.gexf,1.413,"36 nodes, 132 edges, 1 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/spcl_example_00/Example0.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.spcl_example_00.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.spcl_example_00.mlir.tmp
spcl_example_01,failed,/home/elvouvali/MailoHLS/Data/ApplicationDataset/spcl_example_01/Example1_Pipelined.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/spcl_example_01.gexf,0.532,exit=2; log=/home/elvouvali/MailoHLS/MLIR_graphs_v4/logs/spcl_example_01.log,/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/spcl_example_01/Example1_Pipelined.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.spcl_example_01.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.spcl_example_01.mlir.tmp
spcl_example_03,failed,/home/elvouvali/MailoHLS/Data/ApplicationDataset/spcl_example_03/Example3.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/spcl_example_03.gexf,0.581,exit=2; log=/home/elvouvali/MailoHLS/MLIR_graphs_v4/logs/spcl_example_03.log,/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/spcl_example_03/Example3.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.spcl_example_03.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.spcl_example_03.mlir.tmp
spcl_example_05,generated,/home/elvouvali/MailoHLS/Data/ApplicationDataset/spcl_example_05/Example5_Reordered.cpp,/home/elvouvali/MailoHLS/MLIR_graphs_v4/spcl_example_05.gexf,1.311,"78 nodes, 297 edges, 5 actions",/home/elvouvali/.mlir-python311/bin/python /home/elvouvali/MailoHLS/GNN_branch/mlir_graph_gen.py /home/elvouvali/MailoHLS/Data/ApplicationDataset/spcl_example_05/Example5_Reordered.cpp --output /home/elvouvali/MailoHLS/MLIR_graphs_v4/.spcl_example_05.gexf.tmp --cgeist /home/elvouvali/tools/Polygeist/build-mailohls-assertions/bin/cgeist --mlir-output /home/elvouvali/MailoHLS/MLIR_graphs_v4/audit_mlir/.spcl_example_05.mlir.tmp
