Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_2_1,Area,Weight,is_pareto
workload_265.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,298,2,1,8,58,cyclic_128_1,block_64_1,cyclic_16_1,block_32_1,complete_1,unroll_16,unroll_32,pipeline,unroll_8,pipeline,unroll,17.25,0.5151611339131519,False
workload_266.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,100,1,2,7,14,block_64_1,cyclic_128_1,cyclic_128_1,cyclic_128_1,complete_1,pipeline,pipeline,unroll_64,unroll_8,unroll,pipeline,6.0,0.8310867764343663,False
workload_267.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,67,7,1,5,6,cyclic_2_1,block_4_1,cyclic_4_1,block_16_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_8,pipeline,pipeline,4.75,0.8716707461273401,False
workload_268.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,69,4,1,1,9,block_64_1,cyclic_4_1,block_4_1,cyclic_16_1,complete_1,pipeline,unroll_2,unroll_64,unroll_4,unroll,pipeline,3.75,0.9049272032250542,False
workload_269.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,65,10,1,1,4,block_4_1,block_16_1,cyclic_16_1,block_4_1,complete_1,pipeline,unroll_2,unroll_64,unroll_2,pipeline,pipeline,4.0,0.8965473155061431,False
workload_270.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,56,3,1,1,2,block_2_1,cyclic_4_1,block_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,pipeline_1,unroll,1.75,0.973544867884019,False
workload_271.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,89,2,1,4,13,block_128_1,block_4_1,cyclic_128_1,block_4_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_2,pipeline,unroll,5.0,0.863466254261211,False
workload_272.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,62,5,1,1,3,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_16_1,complete_1,pipeline,unroll_2,unroll_64,unroll_2,unroll,unroll,2.5,0.947484376234607,False
workload_273.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,223,1,2,9,25,block_64_1,cyclic_128_1,cyclic_64_1,block_32_1,complete_1,unroll_32,pipeline,unroll_64,unroll_32,pipeline,unroll,9.25,0.7306987840596464,False
workload_274.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06155,85,1,1,6,15,block_64_1,cyclic_128_1,cyclic_4_1,cyclic_128_1,complete_1,pipeline,unroll_2,unroll_64,unroll_2,unroll,pipeline,5.75,0.8391158722574644,False
workload_275.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,82,1,1,4,10,block_64_1,cyclic_4_1,cyclic_64_1,cyclic_128_1,complete_1,pipeline,unroll_2,unroll_64,unroll_4,unroll,unroll,4.0,0.8965473156090329,False
workload_276.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,52,1,1,1,2,cyclic_2_1,cyclic_4_1,block_4_1,cyclic_2_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_8,pipeline,unroll,1.25,0.9911377736636922,False
workload_277.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,98,2,2,3,7,cyclic_2_1,block_4_1,cyclic_128_1,cyclic_2_1,complete_1,unroll_32,pipeline,unroll_32,unroll_8,pipeline,pipeline_1,3.5,0.9133509400310539,False
workload_278.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,1001,1,19,8,23,cyclic_2_1,cyclic_64_1,block_32_1,block_4_1,complete_1,unroll_32,unroll_32,pipeline,unroll_64,unroll,unroll,12.75,0.6308760926169892,False
workload_279.cpp,xczu7ev-ffvc1156-2-e,10.0,5.33002,1680,5,25,32,92,cyclic_2_1,cyclic_64_1,block_32_1,cyclic_16_1,complete_1,pipeline,pipeline_1,pipeline,pipeline_1,pipeline,pipeline_1,38.5,0.11349533642862814,False
workload_280.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,62,3,1,1,3,block_2_1,cyclic_4_1,block_4_1,cyclic_4_1,complete_1,pipeline,unroll_2,unroll_32,unroll_4,pipeline_1,unroll,2.0,0.9648141884406535,False
workload_281.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,62,2,1,1,6,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_32,unroll_2,unroll_32,unroll_2,unroll,pipeline,2.5,0.947484376234607,False
workload_282.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,63,1,1,2,4,cyclic_2_1,cyclic_4_1,block_4_1,block_128_1,complete_1,pipeline_1,unroll_2,pipeline,unroll_2,pipeline,unroll,2.0,0.9648141881190289,False
workload_283.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,69,1,1,3,7,block_64_1,cyclic_64_1,cyclic_8_1,cyclic_64_1,complete_1,pipeline,unroll_2,unroll_8,unroll_2,unroll,unroll,3.0,0.9303299601527576,False
workload_284.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,69,3,1,1,5,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_8_1,complete_1,unroll_32,unroll_2,unroll_64,unroll_8,pipeline,pipeline,2.5,0.947484376446864,False
workload_285.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,71,2,1,9,9,block_128_1,cyclic_4_1,block_2_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll,unroll,5.25,0.8553056114294756,False
workload_286.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,75,5,1,3,10,block_4_1,cyclic_128_1,cyclic_8_1,cyclic_16_1,complete_1,unroll_2,unroll_2,unroll_64,unroll_4,unroll,pipeline_1,4.75,0.8716707462083564,False
workload_287.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,87,1,1,2,5,block_2_1,cyclic_4_1,cyclic_128_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_16,unroll_8,pipeline_1,unroll,2.25,0.9561273577055976,False
workload_288.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,93,3,1,3,17,block_8_1,block_64_1,cyclic_64_1,cyclic_4_1,complete_1,unroll_32,unroll_2,unroll_64,unroll_2,unroll,unroll,6.0,0.8310867764343663,False
workload_289.cpp,xczu7ev-ffvc1156-2-e,10.0,0.0615,61,6,1,1,3,block_2_1,cyclic_4_1,block_8_1,cyclic_16_1,complete_1,unroll_32,unroll_2,unroll_16,unroll_8,unroll,unroll,2.75,0.9388852438763284,False
workload_290.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,62,2,1,1,8,block_4_1,cyclic_8_1,block_32_1,cyclic_2_1,complete_1,unroll_32,unroll_2,unroll_8,unroll_4,unroll,pipeline_1,3.0,0.930329960310331,False
workload_291.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,58,1,1,5,5,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_64_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline,unroll,3.0,0.9303299601527576,False
workload_292.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,129,1,1,4,9,cyclic_4_1,cyclic_64_1,block_64_1,cyclic_64_1,complete_1,unroll_2,unroll_2,unroll_4,unroll_64,pipeline,pipeline,3.75,0.9049272033378862,False
workload_293.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,60,4,1,1,3,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_2,pipeline,unroll,2.25,0.9561273577055976,False
workload_294.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06155,73,1,1,3,10,cyclic_8_1,block_2_1,cyclic_64_1,cyclic_128_1,complete_1,pipeline,unroll_2,unroll_64,unroll_2,unroll,pipeline_1,3.75,0.9049272028865573,False
workload_295.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,73,1,1,1,5,cyclic_2_1,cyclic_4_1,block_64_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_4,unroll_64,pipeline,pipeline,2.0,0.9648141884406535,False
workload_296.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,78,1,2,3,9,block_64_1,cyclic_4_1,cyclic_128_1,cyclic_4_1,complete_1,pipeline,unroll_2,unroll_64,unroll_4,unroll,unroll,3.75,0.9049272033378862,False
workload_297.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,66,2,1,2,7,block_8_1,block_64_1,cyclic_64_1,cyclic_2_1,complete_1,pipeline,unroll_2,unroll_32,unroll_8,pipeline,unroll,3.0,0.930329960310331,False
workload_298.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,66,3,1,1,6,block_64_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,complete_1,pipeline,unroll_2,unroll_64,unroll_2,pipeline_1,unroll,2.75,0.9388852437154314,False
workload_299.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,62,8,1,2,8,block_4_1,cyclic_64_1,cyclic_16_1,block_16_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_8,unroll,pipeline_1,4.75,0.8716707462083564,False
workload_300.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,61,9,1,1,3,block_4_1,block_16_1,cyclic_16_1,cyclic_2_1,complete_1,pipeline,unroll_2,unroll_64,unroll_2,unroll,unroll,3.5,0.9133509399062907,False
workload_301.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,55,14,1,1,4,block_4_1,block_16_1,cyclic_16_1,block_16_1,complete_1,unroll_2,unroll_2,unroll_8,unroll_8,pipeline,unroll,5.0,0.8634662543367588,False
workload_302.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,62,3,1,1,3,cyclic_2_1,block_4_1,cyclic_4_1,block_4_1,complete_1,unroll_2,unroll_2,unroll_64,unroll_2,pipeline,pipeline,2.0,0.9648141881190289,False
workload_303.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06155,60,3,1,2,5,cyclic_8_1,cyclic_4_1,block_8_1,cyclic_128_1,complete_1,pipeline_1,unroll_2,pipeline,unroll_2,pipeline,pipeline_1,2.75,0.9388852431724034,False
workload_304.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,61,8,1,1,4,block_16_1,cyclic_4_1,cyclic_16_1,cyclic_32_1,complete_1,pipeline,unroll_2,unroll_64,unroll_4,unroll,unroll,3.5,0.9133509400310539,False
workload_305.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,87,1,1,4,6,block_2_1,cyclic_128_1,cyclic_128_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,unroll,unroll,3.0,0.930329960310331,False
workload_306.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,82,2,1,2,5,cyclic_2_1,cyclic_64_1,block_32_1,cyclic_16_1,complete_1,pipeline,unroll_2,pipeline,unroll_64,pipeline,pipeline_1,2.5,0.947484376446864,False
workload_307.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,79,1,1,3,10,block_64_1,cyclic_4_1,block_4_1,cyclic_128_1,complete_1,pipeline,unroll_2,unroll_64,unroll_4,pipeline_1,unroll,3.75,0.9049272033378862,False
workload_308.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,56,6,1,1,6,cyclic_2_1,block_4_1,cyclic_4_1,block_16_1,complete_1,pipeline,unroll_2,unroll_16,unroll_8,unroll,pipeline,3.5,0.9133509400310539,False
workload_309.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,125,1,2,4,21,block_64_1,cyclic_64_1,cyclic_4_1,cyclic_32_1,complete_1,unroll_64,pipeline,unroll_64,unroll_8,unroll,pipeline,7.0,0.7994088820310777,False
workload_310.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,63,2,1,1,7,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_4_1,complete_1,unroll_32,unroll_2,unroll_32,unroll_64,unroll,pipeline_1,2.75,0.9388852438964407,False
workload_311.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,72,1,1,3,11,block_2_1,cyclic_128_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_4,unroll,pipeline_1,4.0,0.8965473156090329,False
workload_312.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,74,2,1,2,5,block_2_1,cyclic_4_1,block_4_1,cyclic_128_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_4,pipeline_1,unroll,2.5,0.947484376446864,False
workload_313.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,66,4,1,5,8,cyclic_2_1,block_4_1,block_8_1,block_32_1,complete_1,pipeline,unroll_2,unroll_32,unroll_32,pipeline,pipeline,4.5,0.879919087044268,False
workload_314.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,68,3,1,1,5,cyclic_2_1,block_4_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_32,unroll_2,unroll_64,unroll_64,pipeline,pipeline,2.5,0.947484376446864,False
workload_315.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,69,1,1,5,13,cyclic_2_1,cyclic_4_1,cyclic_4_1,block_64_1,complete_1,unroll_2,unroll_2,unroll_64,unroll_2,pipeline,unroll,5.0,0.863466254261211,False
workload_316.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,59,5,1,1,6,block_8_1,cyclic_8_1,cyclic_16_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_4,unroll,pipeline_1,3.25,0.9218185256885355,False
workload_317.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,52,6,1,1,5,block_16_1,cyclic_8_1,cyclic_16_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_8,unroll,pipeline_1,3.25,0.9218185256885355,False
workload_318.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,63,3,1,2,7,block_8_1,block_64_1,cyclic_64_1,cyclic_4_1,complete_1,pipeline,unroll_2,unroll_32,unroll_8,unroll,unroll,3.25,0.9218185256885355,False
workload_319.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,84,1,1,4,8,block_2_1,cyclic_128_1,cyclic_128_1,cyclic_64_1,complete_1,pipeline,unroll_2,unroll_16,unroll_8,unroll,unroll,3.5,0.9133509400310539,False
workload_320.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,67,3,1,1,1,cyclic_2_1,block_4_1,cyclic_4_1,block_4_1,complete_1,pipeline,unroll_2,unroll_8,unroll_2,pipeline,pipeline,1.5,0.9823193956419721,False
workload_321.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,68,2,1,2,4,cyclic_2_1,cyclic_64_1,block_32_1,cyclic_16_1,complete_1,pipeline,unroll_2,pipeline,unroll_2,pipeline,unroll,2.25,0.9561273577055976,False
workload_322.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,68,4,1,1,5,block_4_1,cyclic_8_1,cyclic_16_1,cyclic_2_1,complete_1,pipeline,unroll_2,unroll_4,unroll_4,unroll,pipeline_1,2.75,0.9388852438964407,False
workload_323.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,68,2,1,1,2,cyclic_2_1,cyclic_4_1,block_4_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_16,unroll_2,pipeline_1,unroll,1.5,0.9823193956419721,False
workload_324.cpp,xczu7ev-ffvc1156-2-e,10.0,0.0615,69,5,1,1,3,block_2_1,cyclic_4_1,block_4_1,cyclic_16_1,complete_1,unroll_32,unroll_2,unroll_16,unroll_8,unroll,unroll,2.5,0.94748437642328,False
workload_325.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,70,2,1,1,2,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline,unroll_2,unroll_32,unroll_8,pipeline,unroll,1.5,0.9823193962916987,False
workload_326.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,74,1,1,6,7,cyclic_2_1,cyclic_64_1,cyclic_4_1,block_64_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline,unroll,3.75,0.9049272032250542,False
workload_327.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,78,8,1,2,5,block_4_1,cyclic_128_1,cyclic_16_1,block_16_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_8,unroll,unroll,4.0,0.8965473156090329,False
workload_328.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,78,1,1,2,7,block_64_1,cyclic_64_1,block_4_1,cyclic_4_1,complete_1,unroll_2,pipeline,unroll_32,unroll_2,pipeline_1,unroll,2.75,0.9388852437154314,False
workload_329.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,80,1,1,3,8,block_64_1,cyclic_64_1,cyclic_2_1,cyclic_64_1,complete_1,pipeline,unroll_2,unroll_8,unroll_2,pipeline_1,unroll,3.25,0.92181852554919,False
workload_330.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,59,1,1,2,5,cyclic_2_1,cyclic_4_1,block_4_1,block_128_1,complete_1,unroll_2,unroll_2,pipeline,unroll_8,pipeline,unroll,2.25,0.9561273579616018,False
workload_331.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,61,2,1,1,6,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_32_1,complete_1,unroll_32,unroll_2,unroll_32,unroll_2,unroll,pipeline_1,2.5,0.947484376234607,False
workload_332.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,60,3,1,1,4,cyclic_2_1,block_4_1,block_4_1,cyclic_2_1,complete_1,unroll_32,unroll_2,unroll_32,unroll_8,pipeline,unroll,2.25,0.9561273579616018,False
workload_333.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,58,2,1,1,3,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_32_1,complete_1,unroll_2,unroll_2,unroll_64,unroll_2,pipeline,pipeline,1.75,0.9735448674530273,False
workload_334.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,56,1,1,1,5,block_2_1,cyclic_8_1,cyclic_32_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_8,unroll_8,unroll,pipeline_1,2.0,0.9648141884406535,False
workload_335.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,68,3,1,5,10,block_8_1,block_64_1,block_32_1,cyclic_4_1,complete_1,pipeline,unroll_2,unroll_32,unroll_8,unroll,unroll,4.75,0.8716707462083564,False
workload_336.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,61,2,1,1,6,block_8_1,block_4_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_2,unroll,pipeline,2.5,0.947484376234607,False
workload_337.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,90,3,1,5,9,block_4_1,cyclic_4_1,block_64_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_64,unroll,unroll,4.5,0.879919087044268,False
workload_338.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,108,1,1,3,10,cyclic_2_1,cyclic_128_1,cyclic_4_1,cyclic_4_1,complete_1,unroll_32,unroll_2,unroll_32,unroll_4,unroll,pipeline_1,3.75,0.9049272033378862,False
workload_339.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,53,3,1,1,2,block_2_1,cyclic_4_1,block_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,1.75,0.9735448674530273,False
workload_340.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,57,1,1,5,6,block_2_1,cyclic_4_1,cyclic_2_1,block_64_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline,unroll,3.25,0.9218185256885355,False
workload_341.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,55,6,1,1,2,block_2_1,cyclic_4_1,block_8_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,unroll,unroll,2.5,0.947484376446864,False
workload_342.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,64,4,1,1,5,block_64_1,cyclic_4_1,cyclic_8_1,cyclic_16_1,complete_1,pipeline,unroll_2,unroll_64,unroll_2,unroll,unroll,2.75,0.9388852437154314,False
workload_343.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,75,6,1,2,5,block_4_1,block_16_1,cyclic_128_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,unroll,unroll,3.5,0.9133509400310539,False
workload_344.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,88,1,1,6,15,cyclic_2_1,cyclic_4_1,block_64_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_64,pipeline,pipeline,5.75,0.8391158725078507,False
workload_345.cpp,xczu7ev-ffvc1156-2-e,10.0,0.0615,94,1,1,6,22,block_64_1,cyclic_4_1,block_32_1,cyclic_32_1,complete_1,unroll_32,unroll_2,unroll_64,unroll_4,unroll,unroll,7.5,0.7838330286531664,False
workload_346.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,72,1,1,1,8,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_32_1,complete_1,unroll_64,unroll_2,unroll_64,unroll_8,unroll,pipeline,2.75,0.9388852437154314,False
workload_347.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,51,1,1,1,1,cyclic_2_1,cyclic_4_1,block_4_1,cyclic_2_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_2,pipeline,unroll,1.0,0.9999951710041658,False
workload_348.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,68,2,1,1,7,block_2_1,block_4_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_64,unroll,pipeline_1,2.75,0.9388852438964407,False
workload_349.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,59,2,1,1,3,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline,unroll_2,unroll_64,unroll_8,pipeline,pipeline,1.75,0.973544867884019,False
workload_350.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,76,1,1,6,10,cyclic_2_1,cyclic_128_1,cyclic_128_1,cyclic_64_1,complete_1,unroll_2,unroll_2,unroll_4,unroll_8,pipeline,pipeline,4.5,0.879919087044268,False
workload_351.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,61,2,1,2,7,block_4_1,cyclic_8_1,cyclic_64_1,cyclic_2_1,complete_1,unroll_32,unroll_2,unroll_8,unroll_4,unroll,pipeline_1,3.0,0.930329960310331,False
workload_352.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,180,1,1,7,30,block_2_1,cyclic_128_1,cyclic_128_1,cyclic_64_1,complete_1,unroll_32,unroll_8,unroll_16,unroll_8,unroll,pipeline,9.75,0.7159122119960701,False
workload_353.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,50,1,1,1,2,cyclic_2_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,pipeline,unroll_8,pipeline,pipeline_1,1.25,0.9911377736636922,False
workload_354.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,61,11,1,1,5,block_16_1,cyclic_16_1,cyclic_16_1,block_4_1,complete_1,pipeline,unroll_2,unroll_64,unroll_4,unroll,unroll,4.5,0.879919087044268,False
workload_355.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,56,1,1,1,6,cyclic_2_1,cyclic_8_1,cyclic_32_1,cyclic_2_1,complete_1,unroll_32,unroll_2,unroll_32,unroll_4,unroll,pipeline_1,2.25,0.9561273579616018,False
workload_356.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,58,6,1,1,4,block_16_1,cyclic_4_1,cyclic_64_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,pipeline_1,unroll,3.0,0.9303299601527576,False
workload_357.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,60,2,1,1,5,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_32_1,complete_1,unroll_32,unroll_2,unroll_64,unroll_2,pipeline,pipeline,2.25,0.9561273577055976,False
workload_358.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,52,1,1,1,5,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline,unroll_2,unroll_32,unroll_8,unroll,pipeline_1,2.0,0.9648141884406535,False
workload_359.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,57,2,1,1,2,cyclic_4_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_64,unroll_2,pipeline,unroll_8,pipeline,pipeline_1,1.5,0.9823193962916987,False
workload_360.cpp,xczu7ev-ffvc1156-2-e,10.0,0.0615,58,4,1,1,3,cyclic_2_1,cyclic_8_1,cyclic_16_1,cyclic_32_1,complete_1,unroll_32,unroll_2,unroll_32,unroll_4,unroll,unroll,2.25,0.9561273579331568,False
workload_361.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,65,4,1,4,8,block_8_1,block_4_1,block_8_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_8,unroll,pipeline,4.25,0.8882112768444933,False
workload_362.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,67,1,1,8,10,block_4_1,cyclic_128_1,block_64_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_8,pipeline,pipeline,5.0,0.8634662543367588,False
workload_363.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,72,2,1,6,14,block_2_1,cyclic_4_1,block_4_1,block_128_1,complete_1,unroll_2,unroll_2,unroll_8,unroll_8,unroll,pipeline_1,5.75,0.8391158725078507,False
workload_364.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06155,73,1,1,6,11,block_128_1,cyclic_4_1,cyclic_4_1,block_64_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline_1,unroll,4.75,0.8716707458842913,False
workload_365.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,78,1,1,3,6,block_2_1,cyclic_4_1,cyclic_128_1,cyclic_64_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,2.75,0.9388852437154314,False
workload_366.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,87,1,1,4,6,block_2_1,cyclic_128_1,cyclic_128_1,cyclic_2_1,complete_1,pipeline,unroll_2,unroll_16,unroll_8,unroll,unroll,3.0,0.930329960310331,False
workload_367.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,99,1,1,7,13,block_2_1,cyclic_128_1,cyclic_128_1,cyclic_128_1,complete_1,pipeline,unroll_2,unroll_16,unroll_8,pipeline,unroll,5.5,0.8471888174865061,False
workload_368.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,55,4,1,1,2,cyclic_2_1,block_4_1,cyclic_2_1,cyclic_16_1,complete_1,pipeline,unroll_2,unroll_8,unroll_2,pipeline_1,unroll,2.0,0.9648141881190289,False
workload_369.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,55,4,1,1,5,block_4_1,cyclic_8_1,cyclic_16_1,cyclic_2_1,complete_1,pipeline,unroll_2,unroll_4,unroll_8,unroll,pipeline_1,2.75,0.9388852438964407,False
