Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_2_1,Area,Weight,is_pareto
workload_1482.cpp,xczu7ev-ffvc1156-2-e,5.0,16.19009,74,10,1,1,7,block_16_1,block_16_1,complete_1,unroll_64,pipeline_1,pipeline,unroll_64,pipeline,pipeline_1,4.75,0.8596176415486682,False
workload_1483.cpp,xczu7ev-ffvc1156-2-e,5.0,8.57217,53,1,1,1,2,cyclic_2_1,block_4_1,complete_1,unroll_64,pipeline_1,pipeline_1,unroll_32,pipeline,pipeline,1.25,1.0,True
workload_1484.cpp,xczu7ev-ffvc1156-2-e,5.0,9.24673,795,12,12,27,50,block_32_1,block_8_1,complete_1,unroll_8,pipeline,unroll_4,pipeline,pipeline,unroll,25.25,0.6134097785746209,False
workload_1485.cpp,xczu7ev-ffvc1156-2-e,5.0,8.325145,1142,1,51,56,83,cyclic_64_1,cyclic_128_1,complete_1,unroll_2,unroll_16,unroll_16,pipeline,pipeline,pipeline_1,47.75,0.3453858393264465,False
workload_1486.cpp,xczu7ev-ffvc1156-2-e,5.0,15.28961,576,1,1,2,28,block_128_1,block_4_1,complete_1,unroll_64,pipeline_1,pipeline,unroll_32,pipeline_1,unroll,8.0,0.8239877420118881,False
workload_1487.cpp,xczu7ev-ffvc1156-2-e,5.0,8.325145,731,1,51,54,81,cyclic_64_1,cyclic_32_1,complete_1,unroll_2,unroll_16,unroll_16,pipeline,pipeline,unroll,46.75,1.0,True
workload_1488.cpp,xczu7ev-ffvc1156-2-e,5.0,13.404185,709,1,1,6,34,cyclic_2_1,cyclic_32_1,complete_1,unroll_64,unroll_8,pipeline,pipeline,pipeline,pipeline_1,10.5,0.802482829779756,False
workload_1489.cpp,xczu7ev-ffvc1156-2-e,5.0,8.44801,811,10,25,28,62,block_32_1,cyclic_64_1,complete_1,unroll_64,unroll_8,pipeline_1,pipeline_1,pipeline,pipeline_1,31.25,0.5386878046936892,False
workload_1490.cpp,xczu7ev-ffvc1156-2-e,5.0,10.485785,2568,1,6,27,47,block_64_1,block_4_1,complete_1,unroll_64,unroll_2,pipeline,pipeline_1,pipeline,unroll,20.25,0.6761257667529169,False
workload_1492.cpp,xczu7ev-ffvc1156-2-e,5.0,16.47809,49,1,1,1,1,block_4_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_8,unroll_16,pipeline,pipeline_1,1.0,0.8861836670715452,False
workload_1493.cpp,xczu7ev-ffvc1156-2-e,5.0,9.06369,51,1,1,1,2,cyclic_2_1,block_4_1,complete_1,unroll_16,pipeline_1,pipeline_1,unroll_32,pipeline,unroll,1.25,0.993668321259629,False
workload_1494.cpp,xczu7ev-ffvc1156-2-e,5.0,8.737305,55,1,1,1,2,cyclic_2_1,cyclic_2_1,complete_1,unroll_64,pipeline,pipeline_1,unroll_16,pipeline,pipeline_1,1.25,0.9978702652641542,False
workload_1495.cpp,xczu7ev-ffvc1156-2-e,5.0,100.334105,62,1,1,2,4,block_4_1,block_4_1,complete_1,unroll_64,unroll_8,pipeline,unroll_16,pipeline,pipeline_1,2.0,0.1405148378969803,False
workload_1496.cpp,xczu7ev-ffvc1156-2-e,5.0,100.33409,63,1,1,2,4,block_4_1,block_4_1,complete_1,unroll_64,unroll_8,pipeline_1,unroll_16,pipeline,unroll,2.0,0.14051488723186903,False
workload_1497.cpp,xczu7ev-ffvc1156-2-e,5.0,16.43777,66,15,1,1,7,block_32_1,block_16_1,complete_1,unroll_32,pipeline,pipeline,unroll_16,pipeline,pipeline_1,6.0,0.840696209440183,False
workload_1498.cpp,xczu7ev-ffvc1156-2-e,5.0,8.572185,66,1,1,1,4,cyclic_4_1,cyclic_64_1,complete_1,unroll_64,pipeline_1,pipeline,unroll_32,pipeline,unroll,1.75,0.9903320856994295,False
workload_1499.cpp,xczu7ev-ffvc1156-2-e,5.0,16.191225,73,6,1,1,5,block_16_1,block_4_1,complete_1,unroll_16,pipeline_1,unroll_64,unroll_64,pipeline,pipeline_1,3.25,0.8756260538263696,False
workload_1500.cpp,xczu7ev-ffvc1156-2-e,5.0,16.272665,76,1,1,1,4,block_64_1,cyclic_2_1,complete_1,unroll_2,pipeline,pipeline_1,unroll_32,pipeline,pipeline_1,1.75,0.8871243914942716,False
workload_1501.cpp,xczu7ev-ffvc1156-2-e,5.0,8.73729,52,1,1,1,2,cyclic_2_1,block_4_1,complete_1,unroll_64,pipeline,pipeline,unroll_16,pipeline,pipeline,1.25,0.9978704586035513,False
workload_1502.cpp,xczu7ev-ffvc1156-2-e,5.0,8.73729,53,1,1,1,2,cyclic_2_1,cyclic_2_1,complete_1,unroll_64,pipeline_1,pipeline_1,unroll_16,pipeline,unroll,1.25,0.9978704586035513,False
workload_1503.cpp,xczu7ev-ffvc1156-2-e,5.0,16.29281,53,1,1,1,2,block_4_1,cyclic_2_1,complete_1,unroll_16,pipeline,unroll_8,unroll_32,pipeline,unroll,1.25,0.8888524710605902,False
workload_1504.cpp,xczu7ev-ffvc1156-2-e,5.0,101.06945,74,6,1,1,7,block_16_1,block_8_1,complete_1,unroll_64,unroll_2,pipeline,unroll_64,pipeline,pipeline_1,3.75,0.13755662942961908,False
workload_1505.cpp,xczu7ev-ffvc1156-2-e,5.0,96.72961,52,1,1,1,1,cyclic_2_1,block_2_1,complete_1,unroll_16,unroll_2,pipeline,unroll_16,pipeline_1,pipeline_1,1.0,0.15332506021343004,False
workload_1506.cpp,xczu7ev-ffvc1156-2-e,5.0,101.33697,116,1,1,2,17,block_128_1,block_2_1,complete_1,unroll_16,unroll_2,unroll_16,unroll_16,pipeline,pipeline,5.25,0.1357895841678971,False
workload_1507.cpp,xczu7ev-ffvc1156-2-e,5.0,9.22881,51,1,1,1,1,cyclic_2_1,block_4_1,complete_1,unroll_16,pipeline_1,pipeline,unroll_16,pipeline,unroll,1.0,1.0,True
workload_1508.cpp,xczu7ev-ffvc1156-2-e,5.0,16.11009,116,1,1,1,16,block_64_1,block_2_1,complete_1,unroll_64,pipeline_1,pipeline,unroll_16,pipeline_1,unroll,4.75,0.8605751135450468,False
workload_1509.cpp,xczu7ev-ffvc1156-2-e,5.0,95.582745,64,1,1,1,2,cyclic_2_1,block_4_1,complete_1,unroll_16,unroll_16,pipeline,unroll_16,pipeline_1,pipeline_1,1.25,0.15774139335330692,False
workload_1510.cpp,xczu7ev-ffvc1156-2-e,5.0,16.43777,82,1,1,1,12,block_64_1,block_4_1,complete_1,unroll_32,pipeline,pipeline,unroll_16,pipeline,unroll,3.75,0.8676895661772683,False
workload_1511.cpp,xczu7ev-ffvc1156-2-e,5.0,9.08385,53,1,1,1,2,cyclic_2_1,block_4_1,complete_1,unroll_16,pipeline,unroll_8,unroll_32,pipeline,unroll,1.25,0.9934091006692465,False
workload_1512.cpp,xczu7ev-ffvc1156-2-e,5.0,16.190105,61,5,1,1,4,block_16_1,cyclic_2_1,complete_1,unroll_16,pipeline_1,pipeline_1,unroll_64,pipeline,pipeline_1,2.75,0.8796129071997226,False
workload_1513.cpp,xczu7ev-ffvc1156-2-e,5.0,8.737305,54,1,1,1,2,cyclic_2_1,block_4_1,complete_1,unroll_64,pipeline,pipeline_1,unroll_16,pipeline,unroll,1.25,0.9978702652641542,False
workload_1514.cpp,xczu7ev-ffvc1156-2-e,5.0,95.255065,59,1,1,1,2,cyclic_4_1,cyclic_2_1,complete_1,unroll_64,unroll_8,pipeline,unroll_16,pipeline,pipeline_1,1.25,0.15903549484825805,False
workload_1515.cpp,xczu7ev-ffvc1156-2-e,5.0,100.170265,70,1,1,2,5,block_4_1,block_4_1,complete_1,unroll_64,unroll_16,pipeline,unroll_16,pipeline_1,pipeline_1,2.25,0.14100602249587862,False
workload_1516.cpp,xczu7ev-ffvc1156-2-e,5.0,16.11009,117,1,1,1,16,block_64_1,cyclic_2_1,complete_1,unroll_64,pipeline,pipeline,unroll_16,pipeline,unroll,4.75,0.8605751135450468,False
workload_1517.cpp,xczu7ev-ffvc1156-2-e,5.0,8.737305,52,1,1,1,2,cyclic_4_1,cyclic_4_1,complete_1,unroll_64,pipeline,pipeline,unroll_16,pipeline_1,unroll,1.25,0.9978702652641542,False
workload_1518.cpp,xczu7ev-ffvc1156-2-e,5.0,16.77825,48,5,1,1,2,cyclic_2_1,block_16_1,complete_1,unroll_2,pipeline,unroll_4,unroll_2,pipeline,pipeline_1,2.25,0.8757152472152446,False
workload_1519.cpp,xczu7ev-ffvc1156-2-e,5.0,9.228825,50,1,1,1,1,cyclic_2_1,block_4_1,complete_1,unroll_16,pipeline,pipeline,unroll_16,pipeline,unroll,1.0,0.9932002794621263,False
workload_1520.cpp,xczu7ev-ffvc1156-2-e,5.0,100.16897,121,10,1,2,14,block_32_1,cyclic_64_1,complete_1,unroll_64,unroll_8,pipeline_1,unroll_32,pipeline_1,unroll,6.75,0.1384706936263463,False
workload_1521.cpp,xczu7ev-ffvc1156-2-e,5.0,15.29953,636,1,1,3,29,block_128_1,cyclic_64_1,complete_1,unroll_64,pipeline_1,unroll_16,unroll_32,pipeline,unroll,8.5,0.8164027234979839,False
workload_1522.cpp,xczu7ev-ffvc1156-2-e,5.0,99.351065,568,1,1,3,36,block_128_1,cyclic_4_1,complete_1,unroll_64,unroll_8,pipeline,unroll_16,pipeline_1,unroll,10.25,0.13867961237296947,False
workload_1523.cpp,xczu7ev-ffvc1156-2-e,5.0,13.41441,642,1,1,4,33,cyclic_2_1,block_4_1,complete_1,unroll_16,pipeline,unroll_64,pipeline,pipeline_1,unroll,9.75,0.8141286682317467,False
workload_1524.cpp,xczu7ev-ffvc1156-2-e,5.0,8.488985,699,10,25,29,58,cyclic_32_1,cyclic_32_1,complete_1,unroll_64,unroll_16,pipeline,pipeline,pipeline,pipeline,30.5,1.0,True
workload_1525.cpp,xczu7ev-ffvc1156-2-e,5.0,8.44801,804,10,25,28,62,block_32_1,cyclic_64_1,complete_1,unroll_16,pipeline,pipeline,pipeline,pipeline,pipeline,31.25,0.5386878046936892,False
workload_1526.cpp,xczu7ev-ffvc1156-2-e,5.0,15.289625,600,1,1,3,29,block_128_1,block_32_1,complete_1,unroll_64,pipeline_1,pipeline_1,unroll_32,pipeline,pipeline,8.5,0.8164965188632918,False
workload_1527.cpp,xczu7ev-ffvc1156-2-e,5.0,8.44801,801,10,25,28,62,block_32_1,cyclic_64_1,complete_1,unroll_64,pipeline,unroll_64,pipeline_1,pipeline,pipeline,31.25,0.5386878046936892,False
workload_1530.cpp,xczu7ev-ffvc1156-2-e,5.0,9.22881,51,1,1,1,1,cyclic_2_1,block_4_1,complete_1,unroll_16,pipeline_1,pipeline,unroll_16,pipeline,pipeline,1.0,1.0,True
workload_1531.cpp,xczu7ev-ffvc1156-2-e,5.0,96.07425,53,1,1,1,1,cyclic_2_1,block_2_1,complete_1,unroll_16,unroll_4,pipeline,unroll_16,pipeline_1,pipeline_1,1.0,0.15582721749575182,False
workload_1532.cpp,xczu7ev-ffvc1156-2-e,5.0,16.47809,56,1,1,1,2,block_4_1,cyclic_64_1,complete_1,unroll_2,pipeline_1,unroll_8,unroll_16,pipeline,pipeline_1,1.25,0.8861695776031336,False
workload_1533.cpp,xczu7ev-ffvc1156-2-e,5.0,16.19009,62,7,1,1,4,block_16_1,block_8_1,complete_1,unroll_16,pipeline,pipeline,unroll_64,pipeline,pipeline,3.25,0.8756411866903413,False
workload_1534.cpp,xczu7ev-ffvc1156-2-e,5.0,9.08385,65,1,1,1,3,cyclic_4_1,cyclic_64_1,complete_1,unroll_16,pipeline_1,unroll_8,unroll_32,pipeline,pipeline_1,1.5,0.9894503642015439,False
workload_1535.cpp,xczu7ev-ffvc1156-2-e,5.0,94.43457,76,5,1,1,6,cyclic_32_1,block_2_1,complete_1,unroll_64,unroll_16,pipeline,unroll_32,pipeline,pipeline,3.25,0.16175480672618947,False
workload_1536.cpp,xczu7ev-ffvc1156-2-e,5.0,8.73729,53,1,1,1,2,cyclic_2_1,cyclic_2_1,complete_1,unroll_64,pipeline_1,pipeline,unroll_16,pipeline_1,unroll,1.25,0.9978704586035513,False
workload_1537.cpp,xczu7ev-ffvc1156-2-e,5.0,16.190105,72,6,1,1,7,block_16_1,block_4_1,complete_1,unroll_64,pipeline_1,pipeline,unroll_64,pipeline,unroll,3.75,0.8708819852158088,False
workload_1538.cpp,xczu7ev-ffvc1156-2-e,5.0,100.006425,130,1,1,2,20,block_64_1,cyclic_2_1,complete_1,unroll_64,unroll_8,pipeline_1,unroll_16,pipeline,pipeline,6.0,0.13935879294870512,False
workload_1539.cpp,xczu7ev-ffvc1156-2-e,5.0,16.19009,85,5,1,1,5,block_16_1,cyclic_64_1,complete_1,unroll_16,pipeline_1,pipeline_1,unroll_64,pipeline,pipeline_1,3.0,0.8777362395539834,False
workload_1540.cpp,xczu7ev-ffvc1156-2-e,5.0,16.43777,55,1,1,1,3,block_4_1,cyclic_2_1,complete_1,unroll_64,pipeline_1,pipeline,unroll_16,pipeline_1,unroll,1.5,0.8860862334984992,False
workload_1541.cpp,xczu7ev-ffvc1156-2-e,5.0,16.43777,51,1,1,1,1,block_4_1,cyclic_4_1,complete_1,unroll_16,pipeline,pipeline,unroll_16,pipeline_1,unroll,1.0,0.8867672955279996,False
workload_1542.cpp,xczu7ev-ffvc1156-2-e,5.0,13.65121,51,1,1,1,1,cyclic_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_32,pipeline,pipeline_1,1.0,0.9275959038648371,False
workload_1543.cpp,xczu7ev-ffvc1156-2-e,5.0,8.48961,57,1,1,1,3,cyclic_2_1,block_4_1,complete_1,unroll_64,pipeline_1,pipeline_1,unroll_64,pipeline,pipeline_1,1.5,1.0,True
workload_1544.cpp,xczu7ev-ffvc1156-2-e,5.0,104.934425,48,1,1,1,1,cyclic_2_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_2,pipeline_1,unroll,1.0,0.12685398196188657,False
workload_1545.cpp,xczu7ev-ffvc1156-2-e,5.0,100.338585,63,1,1,1,3,cyclic_2_1,block_4_1,complete_1,unroll_2,unroll_8,unroll_64,unroll_16,pipeline,pipeline_1,1.5,0.14056148546019331,False
workload_1546.cpp,xczu7ev-ffvc1156-2-e,5.0,9.22881,50,1,1,1,1,cyclic_2_1,block_4_1,complete_1,unroll_16,pipeline,pipeline_1,unroll_16,pipeline,unroll,1.0,1.0,True
workload_1547.cpp,xczu7ev-ffvc1156-2-e,5.0,15.309785,587,1,1,2,28,block_128_1,cyclic_2_1,complete_1,unroll_64,pipeline,unroll_8,unroll_32,pipeline,unroll,8.0,0.823792408420653,False
workload_1548.cpp,xczu7ev-ffvc1156-2-e,5.0,8.49921,637,15,25,28,59,block_32_1,block_16_1,complete_1,unroll_64,pipeline,unroll_64,pipeline,pipeline,pipeline_1,31.75,0.532095306447241,False
workload_1549.cpp,xczu7ev-ffvc1156-2-e,5.0,16.11009,115,1,1,1,16,block_64_1,cyclic_4_1,complete_1,unroll_64,pipeline_1,pipeline,unroll_16,pipeline,unroll,4.75,0.8605751135450468,False
workload_1550.cpp,xczu7ev-ffvc1156-2-e,5.0,8.488985,690,10,25,29,58,cyclic_32_1,cyclic_32_1,complete_1,unroll_32,unroll_16,pipeline,pipeline,pipeline,pipeline_1,30.5,1.0,True
workload_1551.cpp,xczu7ev-ffvc1156-2-e,5.0,8.396825,740,1,51,56,82,cyclic_64_1,block_32_1,complete_1,unroll_64,unroll_16,unroll_16,pipeline,pipeline,pipeline_1,47.5,0.35013070986624983,False
workload_1552.cpp,xczu7ev-ffvc1156-2-e,5.0,8.366105,726,1,51,56,87,block_64_1,cyclic_32_1,complete_1,unroll_64,pipeline_1,pipeline,pipeline,pipeline_1,unroll,48.75,0.32683970164358755,False
workload_1553.cpp,xczu7ev-ffvc1156-2-e,5.0,8.325145,748,1,51,54,81,cyclic_64_1,cyclic_32_1,complete_1,pipeline_1,unroll_16,unroll_16,pipeline,pipeline,pipeline_1,46.75,1.0,True
workload_1554.cpp,xczu7ev-ffvc1156-2-e,5.0,8.44801,844,10,25,28,62,block_32_1,cyclic_64_1,complete_1,unroll_64,pipeline_1,pipeline,pipeline,pipeline,unroll,31.25,0.5386878046936892,False
workload_1555.cpp,xczu7ev-ffvc1156-2-e,5.0,108.871705,50,5,1,1,1,cyclic_32_1,cyclic_2_1,complete_1,unroll_2,unroll_2,pipeline,unroll_2,pipeline,pipeline,2.0,0.11729979314310562,False
workload_1556.cpp,xczu7ev-ffvc1156-2-e,5.0,16.11009,115,1,1,1,16,block_64_1,block_2_1,complete_1,unroll_64,pipeline_1,pipeline,unroll_16,pipeline_1,pipeline,4.75,0.8605751135450468,False
workload_1557.cpp,xczu7ev-ffvc1156-2-e,5.0,16.47809,51,1,1,1,1,block_4_1,cyclic_2_1,complete_1,unroll_16,pipeline,unroll_8,unroll_16,pipeline,pipeline_1,1.0,0.8861836670715452,False
workload_1558.cpp,xczu7ev-ffvc1156-2-e,5.0,8.74081,67,1,1,2,4,cyclic_64_1,block_2_1,complete_1,unroll_64,pipeline_1,unroll_16,unroll_32,pipeline_1,unroll,2.0,0.9844764649839313,False
workload_1559.cpp,xczu7ev-ffvc1156-2-e,5.0,16.43777,83,10,1,2,11,block_32_1,cyclic_64_1,complete_1,unroll_64,pipeline,pipeline_1,unroll_16,pipeline,pipeline,6.0,0.840696209440183,False
workload_1560.cpp,xczu7ev-ffvc1156-2-e,5.0,16.47809,49,1,1,1,1,block_4_1,cyclic_2_1,complete_1,unroll_2,pipeline,unroll_8,unroll_16,pipeline,pipeline_1,1.0,0.8861836670715452,False
workload_1561.cpp,xczu7ev-ffvc1156-2-e,5.0,15.28961,607,1,1,3,29,block_128_1,cyclic_32_1,complete_1,unroll_64,pipeline_1,pipeline_1,unroll_32,pipeline,pipeline,8.5,0.816496660885994,False
workload_1562.cpp,xczu7ev-ffvc1156-2-e,5.0,8.816665,674,5,12,17,47,cyclic_16_1,cyclic_32_1,complete_1,unroll_64,pipeline,pipeline,pipeline,pipeline,pipeline,20.25,0.686779597155427,False
workload_1563.cpp,xczu7ev-ffvc1156-2-e,5.0,11.36641,569,1,3,9,37,block_4_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline,pipeline_1,12.5,0.7871703406045867,False
workload_1564.cpp,xczu7ev-ffvc1156-2-e,5.0,8.366105,736,1,51,56,87,block_64_1,cyclic_32_1,complete_1,unroll_64,unroll_16,pipeline,pipeline,pipeline,pipeline_1,48.75,0.32683970164358755,False
workload_1565.cpp,xczu7ev-ffvc1156-2-e,5.0,15.37121,598,1,1,3,29,block_128_1,cyclic_64_1,complete_1,unroll_64,pipeline_1,unroll_2,unroll_32,pipeline_1,unroll,8.5,0.8157231759130575,False
workload_1566.cpp,xczu7ev-ffvc1156-2-e,5.0,8.44801,788,10,25,28,62,block_32_1,cyclic_64_1,complete_1,unroll_64,unroll_8,pipeline_1,pipeline,pipeline,pipeline_1,31.25,0.5386878046936892,False
workload_1567.cpp,xczu7ev-ffvc1156-2-e,5.0,8.44801,777,10,25,28,62,block_32_1,cyclic_64_1,complete_1,unroll_16,pipeline,pipeline,pipeline,pipeline,unroll,31.25,0.5386878046936892,False
workload_1568.cpp,xczu7ev-ffvc1156-2-e,5.0,10.403865,3233,11,6,24,45,block_32_1,cyclic_4_1,complete_1,unroll_64,unroll_8,pipeline_1,pipeline_1,pipeline,pipeline_1,21.5,0.6586939577369058,False
workload_1570.cpp,xczu7ev-ffvc1156-2-e,5.0,9.22881,49,1,1,1,1,cyclic_2_1,cyclic_2_1,complete_1,unroll_16,pipeline,pipeline,unroll_16,pipeline_1,pipeline_1,1.0,1.0,True
workload_1571.cpp,xczu7ev-ffvc1156-2-e,5.0,16.43777,52,1,1,1,1,block_4_1,cyclic_4_1,complete_1,unroll_16,pipeline,pipeline,unroll_16,pipeline,unroll,1.0,0.8867672955279996,False
workload_1572.cpp,xczu7ev-ffvc1156-2-e,5.0,96.07425,52,1,1,1,1,cyclic_2_1,block_2_1,complete_1,unroll_16,unroll_4,pipeline,unroll_16,pipeline,pipeline_1,1.0,0.15582721749575182,False
workload_1573.cpp,xczu7ev-ffvc1156-2-e,5.0,13.609465,54,1,1,1,2,cyclic_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_64,pipeline,pipeline_1,1.25,0.9281773775079911,False
workload_1574.cpp,xczu7ev-ffvc1156-2-e,5.0,8.73729,55,1,1,1,2,cyclic_2_1,block_2_1,complete_1,unroll_64,pipeline_1,pipeline,unroll_16,pipeline,unroll,1.25,0.9978704586035513,False
workload_1575.cpp,xczu7ev-ffvc1156-2-e,5.0,95.582745,63,1,1,1,3,cyclic_2_1,cyclic_32_1,complete_1,unroll_16,unroll_16,pipeline,unroll_16,pipeline,pipeline_1,1.5,0.1577259178739453,False
workload_1576.cpp,xczu7ev-ffvc1156-2-e,5.0,8.572185,64,5,1,1,4,cyclic_32_1,cyclic_32_1,complete_1,unroll_64,pipeline,pipeline,unroll_32,pipeline,pipeline,2.75,0.9724129397438863,False
workload_1577.cpp,xczu7ev-ffvc1156-2-e,5.0,16.27265,77,1,1,1,4,block_64_1,cyclic_2_1,complete_1,unroll_2,pipeline,pipeline_1,unroll_32,pipeline_1,pipeline_1,1.75,0.8871246045603436,False
workload_1578.cpp,xczu7ev-ffvc1156-2-e,5.0,16.19009,83,5,1,2,8,block_16_1,cyclic_32_1,complete_1,unroll_64,pipeline,pipeline,unroll_64,pipeline,pipeline,4.0,0.8682582914932623,False
workload_1579.cpp,xczu7ev-ffvc1156-2-e,5.0,8.73729,52,1,1,1,2,cyclic_2_1,block_4_1,complete_1,unroll_64,pipeline_1,pipeline_1,unroll_16,pipeline,pipeline_1,1.25,0.9978704586035513,False
workload_1580.cpp,xczu7ev-ffvc1156-2-e,5.0,8.73729,54,1,1,1,2,cyclic_2_1,block_4_1,complete_1,unroll_64,pipeline_1,pipeline,unroll_16,pipeline_1,unroll,1.25,0.9978704586035513,False
workload_1581.cpp,xczu7ev-ffvc1156-2-e,5.0,103.62881,57,5,1,1,4,block_16_1,cyclic_64_1,complete_1,unroll_16,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline,2.75,0.13024943713774081,False
workload_1582.cpp,xczu7ev-ffvc1156-2-e,5.0,11.194905,49,1,1,1,1,cyclic_2_1,cyclic_2_1,complete_1,unroll_4,pipeline_1,pipeline,unroll_16,pipeline,pipeline_1,1.0,0.9642874376436793,False
workload_1583.cpp,xczu7ev-ffvc1156-2-e,5.0,94.434585,77,5,1,1,6,cyclic_32_1,cyclic_2_1,complete_1,unroll_64,unroll_16,pipeline,unroll_32,pipeline,pipeline_1,3.25,0.16175474590428046,False
workload_1584.cpp,xczu7ev-ffvc1156-2-e,5.0,16.43777,72,1,1,1,10,block_64_1,block_4_1,complete_1,unroll_16,pipeline_1,pipeline,unroll_16,pipeline,unroll,3.25,0.872335838357677,False
workload_1585.cpp,xczu7ev-ffvc1156-2-e,5.0,102.64577,97,10,1,2,13,block_32_1,cyclic_64_1,complete_1,unroll_64,unroll_8,pipeline_1,unroll_2,pipeline_1,pipeline,6.5,0.13108515665875228,False
workload_1586.cpp,xczu7ev-ffvc1156-2-e,5.0,9.22881,49,1,1,1,1,cyclic_2_1,block_4_1,complete_1,unroll_16,pipeline,pipeline,unroll_16,pipeline_1,pipeline,1.0,1.0,True
workload_1587.cpp,xczu7ev-ffvc1156-2-e,5.0,16.190105,62,6,1,1,4,block_16_1,block_4_1,complete_1,unroll_16,pipeline_1,pipeline_1,unroll_64,pipeline,unroll,3.0,0.8777360361902651,False
workload_1588.cpp,xczu7ev-ffvc1156-2-e,5.0,95.756185,61,1,1,1,2,cyclic_2_1,cyclic_2_1,complete_1,unroll_64,unroll_8,unroll_8,unroll_16,pipeline,unroll,1.25,0.15706223378987916,False
workload_1589.cpp,xczu7ev-ffvc1156-2-e,5.0,8.57217,56,1,1,1,2,cyclic_2_1,cyclic_2_1,complete_1,unroll_64,pipeline_1,pipeline,unroll_32,pipeline_1,unroll,1.25,1.0,True
workload_1590.cpp,xczu7ev-ffvc1156-2-e,5.0,8.65345,56,1,1,1,2,cyclic_2_1,block_4_1,complete_1,unroll_32,pipeline_1,pipeline_1,unroll_64,pipeline,pipeline_1,1.25,0.9989514221504255,False
workload_1591.cpp,xczu7ev-ffvc1156-2-e,5.0,94.843545,70,1,1,1,4,cyclic_2_1,block_4_1,complete_1,unroll_64,unroll_16,pipeline,unroll_64,pipeline_1,pipeline_1,1.75,0.16063305447860007,False
workload_1592.cpp,xczu7ev-ffvc1156-2-e,5.0,15.94497,129,1,1,2,16,block_64_1,cyclic_2_1,complete_1,unroll_64,pipeline_1,pipeline_1,unroll_32,pipeline_1,unroll,5.0,0.8594074162138616,False
workload_1593.cpp,xczu7ev-ffvc1156-2-e,5.0,16.43777,55,1,1,1,3,block_4_1,cyclic_2_1,complete_1,unroll_64,pipeline,pipeline,unroll_16,pipeline,unroll,1.5,0.8860862334984992,False
workload_1594.cpp,xczu7ev-ffvc1156-2-e,5.0,93.943065,80,5,1,2,7,cyclic_32_1,cyclic_32_1,complete_1,unroll_64,unroll_16,pipeline,unroll_32,pipeline,pipeline_1,3.75,0.16345043546562749,False
workload_1595.cpp,xczu7ev-ffvc1156-2-e,5.0,16.43777,113,1,1,2,16,block_128_1,cyclic_4_1,complete_1,unroll_16,pipeline,pipeline,unroll_16,pipeline_1,unroll,5.0,0.8536059583650467,False
workload_1596.cpp,xczu7ev-ffvc1156-2-e,5.0,9.22881,52,1,1,1,2,cyclic_2_1,cyclic_32_1,complete_1,unroll_16,pipeline_1,pipeline,unroll_16,pipeline,unroll,1.25,0.9915462884022267,False
workload_1597.cpp,xczu7ev-ffvc1156-2-e,5.0,15.289625,596,1,1,2,28,block_128_1,block_4_1,complete_1,unroll_64,pipeline,pipeline,unroll_32,pipeline,unroll,8.0,0.8239875968245626,False
workload_1598.cpp,xczu7ev-ffvc1156-2-e,5.0,13.41441,643,1,1,4,33,cyclic_2_1,block_4_1,complete_1,unroll_64,pipeline_1,pipeline_1,pipeline,pipeline,pipeline_1,9.75,0.8141286682317467,False
workload_1599.cpp,xczu7ev-ffvc1156-2-e,5.0,8.73601,52,1,1,1,2,cyclic_2_1,block_4_1,complete_1,unroll_32,pipeline_1,pipeline,unroll_32,pipeline,pipeline_1,1.25,0.9978869569754372,False
workload_1600.cpp,xczu7ev-ffvc1156-2-e,5.0,11.36641,574,1,3,9,37,block_4_1,cyclic_2_1,complete_1,unroll_16,pipeline,unroll_8,pipeline,pipeline,unroll,12.5,0.7871703406045867,False
workload_1601.cpp,xczu7ev-ffvc1156-2-e,5.0,10.72129,682,1,3,10,38,block_4_1,cyclic_32_1,complete_1,unroll_16,pipeline,unroll_8,pipeline,pipeline,unroll,13.0,0.7840673539470009,False
workload_1602.cpp,xczu7ev-ffvc1156-2-e,5.0,8.488985,688,10,25,29,58,cyclic_32_1,cyclic_32_1,complete_1,unroll_64,pipeline,pipeline,pipeline,pipeline,pipeline_1,30.5,1.0,True
workload_1603.cpp,xczu7ev-ffvc1156-2-e,5.0,8.488985,693,10,25,29,58,cyclic_32_1,cyclic_32_1,complete_1,unroll_32,unroll_16,pipeline,pipeline,pipeline,pipeline,30.5,1.0,True
workload_1604.cpp,xczu7ev-ffvc1156-2-e,5.0,15.28961,576,1,1,2,28,block_128_1,block_4_1,complete_1,unroll_64,pipeline_1,pipeline_1,unroll_32,pipeline_1,unroll,8.0,0.8239877420118881,False
