Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_1_5,InnerLoop_2_1,InnerLoop_3_1,Area,Weight,is_pareto
workload_936.cpp,xczu7ev-ffvc1156-2-e,10.0,105.14102,1398,13,1,16,17,cyclic_2_1,cyclic_8_1,cyclic_2_1,block_2_1,complete_1,unroll,pipeline_1,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_16,pipeline,unroll_32,pipeline_1,pipeline_1,11.75,0.9205235335274591,False
workload_937.cpp,xczu7ev-ffvc1156-2-e,10.0,252.704,233,13,1,4,13,cyclic_2_1,cyclic_8_1,cyclic_8_1,block_2_1,block_2_1,pipeline_1,unroll_2,unroll_4,pipeline,unroll,pipeline_1,unroll_2,unroll_16,pipeline,pipeline,pipeline_1,pipeline,7.75,0.9894915329703443,False
workload_938.cpp,xczu7ev-ffvc1156-2-e,10.0,214.7569,382,16,1,14,32,cyclic_2_1,cyclic_8_1,cyclic_16_1,block_2_1,block_2_1,pipeline_1,unroll_4,unroll_4,pipeline,unroll_4,pipeline,unroll_4,unroll_4,unroll_16,unroll_2,pipeline,pipeline_1,15.75,0.8505206345712276,False
workload_939.cpp,xczu7ev-ffvc1156-2-e,10.0,254.36948,247,23,1,3,10,cyclic_8_1,cyclic_8_1,cyclic_4_1,block_8_1,block_2_1,pipeline_1,unroll_2,unroll_4,unroll_4,unroll_2,pipeline,unroll_2,unroll_4,unroll_32,pipeline_1,pipeline,pipeline_1,9.25,0.9614933677162084,False
workload_940.cpp,xczu7ev-ffvc1156-2-e,10.0,6.69275,853,32,1,10,23,cyclic_2_1,cyclic_16_1,cyclic_64_1,block_2_1,block_2_1,pipeline_1,pipeline,unroll_4,pipeline,unroll,pipeline_1,unroll_2,unroll_4,pipeline,unroll_2,pipeline,pipeline,16.5,0.8438212796165361,False
workload_941.cpp,xczu7ev-ffvc1156-2-e,10.0,418.19628,416,22,1,2,29,cyclic_2_1,cyclic_8_1,cyclic_64_1,block_8_1,complete_1,pipeline,unroll_2,pipeline_1,pipeline_1,unroll,pipeline,unroll_2,unroll_16,unroll_16,unroll_2,unroll,pipeline_1,13.5,0.8818314876441306,False
workload_942.cpp,xczu7ev-ffvc1156-2-e,10.0,48.35802,2172,14,1,17,29,cyclic_4_1,cyclic_8_1,cyclic_4_1,block_2_1,complete_1,pipeline_1,pipeline,pipeline,pipeline_1,unroll_4,pipeline,unroll_4,unroll_2,unroll_4,pipeline,pipeline,pipeline_1,15.25,0.8629716503254743,False
workload_943.cpp,xczu7ev-ffvc1156-2-e,10.0,66.02411,256,27,1,1,12,cyclic_2_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,complete_1,unroll,unroll_4,unroll_4,pipeline_1,unroll,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline,pipeline_1,pipeline,10.25,0.9469945344242673,False
workload_944.cpp,xczu7ev-ffvc1156-2-e,10.0,357.08672,585,30,1,5,33,cyclic_8_1,block_8_1,cyclic_64_1,cyclic_2_1,block_2_1,unroll,unroll_2,unroll_16,pipeline,unroll,unroll,unroll_4,unroll_2,unroll_32,unroll_2,pipeline,pipeline,17.25,0.8228093066935425,False
workload_945.cpp,xczu7ev-ffvc1156-2-e,10.0,54.8841,229,30,1,2,12,cyclic_2_1,cyclic_8_1,cyclic_4_1,block_8_1,complete_1,pipeline,unroll_2,unroll_4,pipeline,unroll_4,pipeline_1,pipeline,unroll_16,unroll_16,pipeline,pipeline_1,pipeline_1,11.25,1.0,True
workload_946.cpp,xczu7ev-ffvc1156-2-e,10.0,23045.22794,2450,17,57,21,56,cyclic_2_1,cyclic_16_1,block_32_1,block_8_1,cyclic_8_1,pipeline_1,unroll_2,unroll_16,pipeline,unroll_4,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_2,pipeline_1,pipeline_1,37.75,0.10792336374159042,False
workload_947.cpp,xczu7ev-ffvc1156-2-e,10.0,6.31008,1124,35,1,9,26,cyclic_8_1,cyclic_16_1,cyclic_64_1,block_2_1,complete_1,pipeline,pipeline,pipeline,pipeline_1,unroll,pipeline,unroll_4,unroll_2,pipeline_1,unroll_2,unroll,pipeline,17.75,1.0,True
workload_948.cpp,xczu7ev-ffvc1156-2-e,10.0,48.20186,2793,13,1,19,48,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,block_4_1,pipeline_1,pipeline,pipeline,pipeline_1,unroll_4,pipeline,pipeline,unroll_2,unroll_4,unroll_2,unroll,pipeline_1,20.25,0.7470454579041033,False
workload_949.cpp,xczu7ev-ffvc1156-2-e,10.0,119.15898,663,17,1,4,62,cyclic_2_1,cyclic_8_1,cyclic_16_1,block_8_1,complete_1,pipeline,unroll_4,pipeline_1,pipeline,unroll_4,pipeline_1,unroll_4,unroll_16,unroll_16,unroll_4,pipeline,pipeline_1,21.0,0.7247985834823574,False
workload_950.cpp,xczu7ev-ffvc1156-2-e,10.0,9.8735,1012,32,1,9,23,cyclic_2_1,cyclic_16_1,cyclic_64_1,cyclic_4_1,block_2_1,pipeline,pipeline,unroll_4,pipeline,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline,unroll_2,pipeline,pipeline,16.25,0.8477488163981557,False
workload_951.cpp,xczu7ev-ffvc1156-2-e,10.0,25.0509,1512,17,1,16,19,cyclic_2_1,cyclic_8_1,cyclic_16_1,block_8_1,complete_1,pipeline_1,pipeline,unroll_4,unroll_2,unroll_4,pipeline_1,unroll_4,unroll_16,unroll_16,unroll_2,pipeline,pipeline_1,13.25,1.0,True
workload_953.cpp,xczu7ev-ffvc1156-2-e,10.0,48.53594,2126,13,1,16,27,cyclic_2_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_16,unroll_16,unroll_16,unroll_32,pipeline,pipeline_1,14.25,0.8793021711994987,False
workload_954.cpp,xczu7ev-ffvc1156-2-e,10.0,15.30002,2572,20,1,15,42,cyclic_8_1,block_16_1,cyclic_16_1,block_2_1,complete_1,pipeline_1,pipeline,unroll_4,pipeline_1,unroll,pipeline_1,unroll_16,unroll_4,unroll_16,pipeline,pipeline,pipeline_1,19.5,0.7696502849202429,False
workload_955.cpp,xczu7ev-ffvc1156-2-e,10.0,65.1753,2773,16,1,20,46,cyclic_8_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline,pipeline,pipeline_1,unroll_4,unroll_4,pipeline,pipeline,unroll_16,pipeline,unroll_2,unroll,pipeline_1,20.75,0.732181261968783,False
workload_956.cpp,xczu7ev-ffvc1156-2-e,10.0,51.06538,2426,13,1,16,30,cyclic_2_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,unroll,pipeline,pipeline,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_4,pipeline,unroll_8,pipeline,pipeline,15.0,0.8669748493156629,False
workload_957.cpp,xczu7ev-ffvc1156-2-e,10.0,6.45271,3598,32,1,12,45,cyclic_2_1,cyclic_16_1,cyclic_64_1,block_8_1,cyclic_8_1,pipeline,pipeline,pipeline_1,pipeline_1,unroll,pipeline_1,pipeline,unroll_4,pipeline,unroll_2,pipeline,pipeline_1,22.5,0.6814583097290757,False
workload_959.cpp,xczu7ev-ffvc1156-2-e,5.0,323.86245,2256,28,1,25,76,cyclic_64_1,block_8_1,cyclic_2_1,block_4_1,block_2_1,pipeline,unroll_4,unroll_8,unroll_16,unroll,pipeline_1,unroll_8,unroll_16,unroll_16,unroll_32,pipeline,pipeline,32.5,0.34957462065822126,False
workload_960.cpp,xczu7ev-ffvc1156-2-e,5.0,3.62133,877,35,1,8,26,cyclic_8_1,cyclic_16_1,cyclic_64_1,block_2_1,complete_1,pipeline_1,pipeline,pipeline_1,pipeline_1,unroll_4,pipeline,unroll_4,unroll_4,unroll_16,unroll_2,pipeline,pipeline_1,17.5,0.7794891707491086,False
workload_970.cpp,xczu7ev-ffvc1156-2-e,5.0,17.10448,646,61,1,3,24,cyclic_8_1,block_32_1,cyclic_32_1,block_8_1,cyclic_8_1,pipeline,unroll_4,unroll_4,unroll_2,unroll_2,unroll,pipeline,unroll_16,unroll_16,unroll_2,pipeline,pipeline,22.25,0.6370491442620806,False
workload_971.cpp,xczu7ev-ffvc1156-2-e,5.0,99.564465,1317,44,1,6,62,cyclic_128_1,cyclic_4_1,block_128_1,block_2_1,block_4_1,pipeline_1,unroll_16,pipeline_1,unroll_4,unroll,pipeline_1,pipeline,unroll_4,pipeline,pipeline,pipeline_1,pipeline_1,28.25,0.47695472256357974,False
workload_972.cpp,xczu7ev-ffvc1156-2-e,5.0,151.507565,1433,32,1,33,84,cyclic_8_1,cyclic_8_1,cyclic_2_1,complete_1,block_4_1,pipeline_1,unroll_16,unroll_16,unroll_2,unroll_2,unroll,unroll_4,unroll_16,unroll_8,unroll_32,pipeline,unroll,37.5,0.28497064719042053,False
workload_983.cpp,xczu7ev-ffvc1156-2-e,5.0,99.87375,1774,17,3,18,31,cyclic_32_1,block_16_1,block_4_1,block_2_1,block_8_1,pipeline,pipeline_1,pipeline,unroll_16,unroll_2,pipeline,unroll,unroll_4,unroll_32,pipeline,unroll,pipeline,17.25,0.7565747036947886,False
workload_990.cpp,xczu7ev-ffvc1156-2-e,5.0,126.55031,567,47,1,3,42,cyclic_64_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_8_1,pipeline_1,unroll_4,unroll,unroll_8,unroll_2,pipeline,unroll_2,unroll_4,pipeline_1,unroll_8,pipeline_1,pipeline,23.25,0.5992719526066776,False
workload_992.cpp,xczu7ev-ffvc1156-2-e,5.0,12.71145,2868,47,1,18,66,cyclic_128_1,block_64_1,block_16_1,cyclic_2_1,block_2_1,pipeline_1,pipeline_1,unroll_2,unroll_16,unroll_4,unroll,pipeline_1,pipeline,unroll_4,pipeline,pipeline,pipeline,33.0,0.37218904964529753,False
workload_999.cpp,xczu7ev-ffvc1156-2-e,5.0,136.401625,406,35,1,2,23,cyclic_8_1,cyclic_2_1,cyclic_2_1,complete_1,cyclic_8_1,pipeline_1,unroll_4,unroll_16,unroll_8,unroll_2,unroll,unroll_4,unroll_4,pipeline_1,unroll_8,pipeline,unroll,15.25,0.781779664473651,False
workload_1010.cpp,xczu7ev-ffvc1156-2-e,5.0,233.41586,673,16,1,23,47,cyclic_8_1,block_8_1,block_128_1,block_4_1,block_2_1,pipeline,unroll_4,pipeline,unroll_16,unroll,pipeline_1,unroll_8,unroll_16,unroll_16,pipeline,pipeline,pipeline,21.75,0.6000526249884519,False
workload_1011.cpp,xczu7ev-ffvc1156-2-e,5.0,170.99215,724,58,1,8,32,block_2_1,block_32_1,cyclic_32_1,block_4_1,cyclic_8_1,pipeline,unroll_4,unroll_4,unroll_2,unroll_2,unroll,pipeline,unroll_16,unroll_16,unroll_2,pipeline,pipeline,24.75,0.5511202055402881,False
workload_1012.cpp,xczu7ev-ffvc1156-2-e,5.0,3.47093,830,35,1,8,26,cyclic_8_1,cyclic_8_1,cyclic_64_1,block_2_1,cyclic_8_1,pipeline_1,pipeline,pipeline_1,pipeline_1,unroll_4,unroll,unroll_4,pipeline_1,unroll_4,unroll_8,pipeline,pipeline_1,17.5,0.779467341577092,False
workload_1013.cpp,xczu7ev-ffvc1156-2-e,5.0,84.43183,1334,17,3,17,32,cyclic_32_1,block_16_1,block_4_1,block_2_1,complete_1,pipeline,pipeline_1,pipeline,unroll_16,unroll_2,pipeline,unroll,unroll_4,unroll_32,pipeline,unroll,unroll,17.25,0.7632701906783235,False
workload_1031.cpp,xczu7ev-ffvc1156-2-e,5.0,4.94289,484,35,1,9,23,cyclic_8_1,block_2_1,block_64_1,block_2_1,complete_1,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline,unroll,17.0,0.7955590491969781,False
workload_1039.cpp,xczu7ev-ffvc1156-2-e,5.0,165.27959,597,33,1,7,35,cyclic_64_1,block_2_1,cyclic_8_1,cyclic_4_1,cyclic_8_1,unroll,unroll_4,unroll,unroll_8,unroll_2,pipeline,unroll_2,unroll_4,unroll_16,pipeline_1,pipeline_1,pipeline,19.0,0.6907615357991108,False
workload_1040.cpp,xczu7ev-ffvc1156-2-e,5.0,112.41301,309,21,14,10,21,cyclic_8_1,cyclic_8_1,block_4_1,cyclic_2_1,complete_1,unroll,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll,pipeline_1,unroll_2,unroll_16,unroll_8,pipeline_1,pipeline_1,16.5,0.7642907953816708,False
workload_1041.cpp,xczu7ev-ffvc1156-2-e,5.0,107.765945,1095,40,1,6,58,cyclic_128_1,cyclic_16_1,block_128_1,block_2_1,block_4_1,pipeline_1,unroll_16,pipeline_1,unroll_4,unroll,pipeline,pipeline,unroll_4,unroll_16,pipeline,pipeline_1,pipeline_1,26.25,0.5251828086105156,False
workload_1042.cpp,xczu7ev-ffvc1156-2-e,5.0,84.43183,1304,17,3,17,32,cyclic_32_1,block_16_1,block_4_1,block_2_1,complete_1,pipeline_1,pipeline_1,pipeline,unroll_16,unroll_2,pipeline,unroll,unroll_4,pipeline_1,pipeline,unroll,unroll,17.25,0.7632701906783235,False
workload_1043.cpp,xczu7ev-ffvc1156-2-e,5.0,17.74276,647,61,1,3,24,cyclic_8_1,block_32_1,cyclic_32_1,block_8_1,cyclic_8_1,pipeline,unroll_4,unroll_4,unroll_2,unroll_2,unroll,pipeline,unroll_16,unroll_16,unroll_2,pipeline,pipeline,22.25,0.6370831954442712,False
workload_1051.cpp,xczu7ev-ffvc1156-2-e,5.0,3.53781,844,35,1,8,26,cyclic_8_1,cyclic_4_1,cyclic_64_1,block_2_1,complete_1,pipeline_1,pipeline,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_4,pipeline,unroll_2,pipeline,pipeline_1,17.5,0.7794771077585999,False
workload_1054.cpp,xczu7ev-ffvc1156-2-e,5.0,76.12063,3296,17,1,17,32,cyclic_64_1,cyclic_2_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,pipeline,pipeline,pipeline_1,pipeline_1,unroll_2,pipeline,unroll_16,unroll_8,unroll_32,unroll_2,unroll,pipeline,16.75,0.7762799464142147,False
workload_1055.cpp,xczu7ev-ffvc1156-2-e,5.0,375.21924,1935,28,1,9,54,cyclic_64_1,block_8_1,cyclic_2_1,block_4_1,block_2_1,pipeline,unroll_4,unroll_8,unroll_8,unroll,pipeline_1,unroll_8,unroll_16,unroll_16,unroll_32,unroll,pipeline,23.0,0.5086788067850442,False
workload_1061.cpp,xczu7ev-ffvc1156-2-e,5.0,55.126765,2999,17,1,17,25,cyclic_16_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_8_1,pipeline_1,pipeline,unroll_8,unroll,unroll_2,pipeline,unroll_4,unroll_2,pipeline_1,unroll_8,unroll,pipeline_1,15.0,0.821914707672724,False
workload_1062.cpp,xczu7ev-ffvc1156-2-e,5.0,170.43757,762,58,1,8,34,block_2_1,block_32_1,cyclic_32_1,block_4_1,cyclic_8_1,pipeline,unroll_4,unroll_4,unroll_4,unroll_2,unroll,pipeline,unroll_16,unroll_16,unroll_2,pipeline,pipeline,25.25,0.5390738043048627,False
workload_1067.cpp,xczu7ev-ffvc1156-2-e,5.0,12.71145,2920,47,1,18,66,cyclic_128_1,block_64_1,block_16_1,block_2_1,block_2_1,pipeline_1,pipeline_1,unroll_2,unroll_16,unroll_4,unroll,pipeline,pipeline,unroll_4,pipeline,pipeline,pipeline_1,33.0,0.37218904964529753,False
workload_1079.cpp,xczu7ev-ffvc1156-2-e,5.0,186.474185,678,16,1,17,49,cyclic_8_1,cyclic_8_1,cyclic_4_1,complete_1,block_4_1,pipeline,unroll_16,unroll_16,unroll_4,unroll_2,pipeline,unroll_2,unroll_16,unroll_8,unroll_32,pipeline,unroll,20.75,0.6423932439101293,False
workload_1080.cpp,xczu7ev-ffvc1156-2-e,5.0,304.270675,1250,28,1,3,33,cyclic_64_1,block_8_1,cyclic_2_1,block_8_1,cyclic_8_1,pipeline,unroll_2,unroll_8,unroll_8,unroll,pipeline_1,unroll_8,unroll_16,unroll_16,unroll_32,pipeline,pipeline,16.25,0.663714381656347,False
workload_1081.cpp,xczu7ev-ffvc1156-2-e,5.0,84.43183,1265,17,3,17,32,cyclic_32_1,block_16_1,block_4_1,block_2_1,complete_1,pipeline_1,pipeline_1,pipeline,unroll_16,unroll_2,pipeline,unroll,unroll_2,pipeline_1,pipeline,unroll,unroll,17.25,0.7632701906783235,False
workload_1082.cpp,xczu7ev-ffvc1156-2-e,5.0,1664.50354,697,16,1,26,53,cyclic_8_1,cyclic_2_1,block_2_1,complete_1,cyclic_8_1,pipeline_1,unroll_4,unroll_4,unroll_8,unroll_2,unroll,unroll_4,unroll_4,pipeline_1,unroll_8,pipeline,unroll,24.0,0.10000000000000003,False
workload_1083.cpp,xczu7ev-ffvc1156-2-e,5.0,3.50397,1483,36,1,9,31,cyclic_64_1,cyclic_2_1,cyclic_64_1,cyclic_4_1,cyclic_8_1,pipeline_1,pipeline,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_4,pipeline,unroll_8,pipeline,pipeline_1,19.25,0.724856019719891,False
workload_1084.cpp,xczu7ev-ffvc1156-2-e,5.0,76.19063,3106,16,1,17,27,cyclic_8_1,cyclic_2_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,pipeline,pipeline,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_8,unroll_32,unroll_8,pipeline_1,pipeline,15.25,0.8085346700836588,False
workload_1090.cpp,xczu7ev-ffvc1156-2-e,5.0,13.37711,384,56,1,3,25,cyclic_8_1,cyclic_16_1,cyclic_32_1,block_8_1,cyclic_8_1,pipeline,unroll_4,unroll_4,pipeline_1,unroll_2,unroll,pipeline,unroll_16,unroll_16,unroll_2,pipeline,pipeline,21.25,0.6657941750648668,False
workload_1091.cpp,xczu7ev-ffvc1156-2-e,5.0,247.13584,928,20,1,5,34,cyclic_8_1,cyclic_8_1,cyclic_32_1,block_2_1,cyclic_8_1,pipeline,unroll_4,unroll_4,unroll_2,unroll_2,unroll,unroll_4,unroll_16,unroll_16,unroll_2,pipeline,pipeline,15.0,0.7212228577027956,False
workload_1095.cpp,xczu7ev-ffvc1156-2-e,5.0,7.94527,1920,25,1,16,23,cyclic_8_1,block_2_1,cyclic_32_1,block_4_1,complete_1,pipeline,pipeline,unroll_4,unroll_8,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline,unroll,16.25,0.8104994393549834,False
workload_1096.cpp,xczu7ev-ffvc1156-2-e,5.0,18.31679,1433,88,1,5,53,cyclic_128_1,block_2_1,cyclic_16_1,block_4_1,cyclic_8_1,pipeline,unroll_4,unroll_4,unroll_8,unroll_2,pipeline,pipeline,unroll_16,unroll_16,unroll_2,pipeline,pipeline,36.75,0.30074152170139307,False
workload_1098.cpp,xczu7ev-ffvc1156-2-e,5.0,277.719155,732,16,1,7,39,cyclic_8_1,block_8_1,cyclic_2_1,block_4_1,cyclic_8_1,pipeline_1,unroll_4,pipeline,unroll_8,unroll,pipeline_1,unroll_8,unroll_4,unroll_16,pipeline,pipeline,pipeline,15.75,0.6892081095916885,False
workload_1099.cpp,xczu7ev-ffvc1156-2-e,5.0,107.587825,981,40,1,5,38,cyclic_128_1,cyclic_16_1,block_128_1,block_2_1,block_4_1,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll,pipeline,pipeline,pipeline,unroll_16,pipeline,pipeline_1,pipeline_1,21.0,0.6631868291312184,False
workload_1100.cpp,xczu7ev-ffvc1156-2-e,5.0,87.36983,2333,35,1,54,99,cyclic_8_1,cyclic_4_1,cyclic_2_1,block_2_1,complete_1,pipeline_1,unroll_4,unroll,unroll_8,unroll_2,pipeline,unroll,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline,47.25,0.15813608249674177,False
workload_1103.cpp,xczu7ev-ffvc1156-2-e,5.0,55.126765,2905,17,1,17,25,cyclic_16_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_8_1,pipeline_1,pipeline,unroll_8,unroll,unroll_2,pipeline,unroll_4,unroll_4,pipeline_1,unroll_8,unroll,pipeline_1,15.0,0.821914707672724,False
workload_1105.cpp,xczu7ev-ffvc1156-2-e,5.0,324.62405,1265,28,1,24,75,cyclic_64_1,block_8_1,cyclic_2_1,block_4_1,block_2_1,pipeline,unroll_4,unroll_8,unroll_16,unroll,pipeline_1,unroll_8,unroll_16,unroll_2,unroll_32,pipeline,pipeline,32.0,0.3584613322547906,False
workload_1109.cpp,xczu7ev-ffvc1156-2-e,5.0,169.11772,678,13,1,4,29,block_2_1,block_32_1,cyclic_8_1,cyclic_4_1,cyclic_8_1,unroll,unroll_4,unroll,unroll_2,unroll_2,unroll,unroll_2,unroll_4,unroll_16,pipeline_1,pipeline_1,pipeline,11.75,0.8260620960549718,False
workload_1112.cpp,xczu7ev-ffvc1156-2-e,5.0,38.42017,1027,17,3,18,34,cyclic_32_1,block_16_1,block_4_1,block_2_1,complete_1,pipeline,pipeline_1,pipeline,unroll_16,unroll_4,pipeline,unroll_4,unroll_4,unroll_16,unroll_2,pipeline,unroll,18.0,0.7617005574376797,False
workload_1114.cpp,xczu7ev-ffvc1156-2-e,5.0,7.63315,1215,41,1,8,28,cyclic_8_1,block_32_1,cyclic_64_1,block_2_1,complete_1,pipeline_1,pipeline,pipeline_1,unroll_2,unroll_4,pipeline,unroll_4,unroll_4,unroll_16,unroll_2,pipeline,pipeline_1,19.5,0.7176777323690405,False
workload_1119.cpp,xczu7ev-ffvc1156-2-e,5.0,104.46975,311,21,14,11,23,cyclic_8_1,cyclic_8_1,block_4_1,cyclic_2_1,complete_1,unroll,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll,pipeline_1,unroll_16,unroll_16,unroll_2,pipeline_1,pipeline_1,17.25,0.754527243978776,False
workload_1120.cpp,xczu7ev-ffvc1156-2-e,5.0,13.37711,379,56,1,3,25,cyclic_8_1,cyclic_16_1,cyclic_32_1,block_8_1,cyclic_8_1,pipeline,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline,unroll_16,unroll_16,unroll_2,pipeline,pipeline,21.25,0.6657941750648668,False
workload_1121.cpp,xczu7ev-ffvc1156-2-e,5.0,253.43491,572,44,1,7,35,cyclic_64_1,block_2_1,block_128_1,cyclic_2_1,cyclic_8_1,unroll,unroll_4,unroll,unroll_8,unroll,pipeline,unroll_2,unroll_4,unroll_16,pipeline,pipeline_1,pipeline,21.75,0.5911548636753191,False
workload_1122.cpp,xczu7ev-ffvc1156-2-e,5.0,231.722655,421,20,1,4,33,cyclic_8_1,cyclic_8_1,cyclic_32_1,block_2_1,cyclic_8_1,pipeline,unroll_4,unroll_4,unroll_2,unroll,unroll,unroll_4,unroll_16,unroll_16,unroll_2,pipeline,pipeline_1,14.5,0.7393336075534314,False
workload_1123.cpp,xczu7ev-ffvc1156-2-e,5.0,4.12887,824,35,1,8,26,cyclic_8_1,cyclic_8_1,cyclic_64_1,block_2_1,cyclic_8_1,pipeline_1,pipeline,pipeline_1,pipeline_1,unroll_2,pipeline,unroll_4,pipeline_1,unroll_4,unroll_32,pipeline,pipeline_1,17.5,0.779559300040397,False
workload_1124.cpp,xczu7ev-ffvc1156-2-e,5.0,3.62133,832,35,1,8,26,cyclic_8_1,cyclic_16_1,cyclic_64_1,block_2_1,complete_1,pipeline_1,pipeline,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_4,unroll_16,unroll_2,pipeline,pipeline_1,17.5,0.7794891707491086,False
workload_1125.cpp,xczu7ev-ffvc1156-2-e,5.0,38.42017,1061,17,3,18,34,cyclic_32_1,block_16_1,block_4_1,block_2_1,complete_1,pipeline,pipeline_1,pipeline,unroll_16,unroll_4,pipeline,unroll_4,unroll_2,pipeline_1,unroll_2,unroll,unroll,18.0,0.7617005574376797,False
workload_1126.cpp,xczu7ev-ffvc1156-2-e,5.0,142.60462,492,67,1,3,42,cyclic_128_1,cyclic_2_1,cyclic_2_1,complete_1,cyclic_8_1,pipeline_1,unroll_4,unroll_4,unroll_8,unroll_2,pipeline,unroll_4,unroll_4,pipeline_1,unroll_8,pipeline,pipeline,28.25,0.47233562835816445,False
workload_1127.cpp,xczu7ev-ffvc1156-2-e,5.0,17.51515,775,61,1,3,27,cyclic_8_1,block_32_1,cyclic_32_1,block_8_1,cyclic_8_1,pipeline,unroll_4,pipeline_1,unroll_2,unroll_2,unroll,pipeline,unroll_16,unroll_32,unroll_2,unroll,pipeline,23.0,0.6158065501336731,False
workload_1128.cpp,xczu7ev-ffvc1156-2-e,5.0,107.08271,1519,17,1,17,27,cyclic_32_1,block_16_1,block_2_1,block_2_1,complete_1,pipeline,pipeline_1,pipeline,unroll_16,unroll_2,pipeline,unroll,unroll_4,unroll_32,pipeline,unroll,unroll,15.5,0.7902847752360239,False
workload_1129.cpp,xczu7ev-ffvc1156-2-e,5.0,129.25053,397,58,1,6,30,block_2_1,block_32_1,cyclic_32_1,block_4_1,cyclic_8_1,pipeline,unroll_4,unroll_4,unroll_4,unroll_4,unroll,pipeline,unroll_2,unroll_16,unroll_8,pipeline,pipeline,23.75,0.5857326045707563,False
workload_1130.cpp,xczu7ev-ffvc1156-2-e,5.0,192.25141,903,13,1,4,25,block_2_1,block_32_1,cyclic_4_1,cyclic_4_1,block_8_1,unroll,unroll_4,unroll,unroll_2,unroll_2,unroll,unroll_2,unroll_4,unroll_16,pipeline_1,unroll,pipeline_1,10.75,0.8401172958672475,False
workload_1131.cpp,xczu7ev-ffvc1156-2-e,5.0,84.43183,1232,17,3,17,32,cyclic_32_1,block_16_1,block_4_1,block_2_1,complete_1,pipeline_1,pipeline_1,pipeline,unroll_16,unroll_2,pipeline,unroll,unroll_4,unroll_16,pipeline,pipeline,unroll,17.25,0.7632701906783235,False
workload_1132.cpp,xczu7ev-ffvc1156-2-e,5.0,303.84711,649,17,1,20,45,cyclic_8_1,block_8_1,cyclic_8_1,block_4_1,block_2_1,pipeline,unroll_4,pipeline,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_16,unroll_16,pipeline_1,pipeline,pipeline,20.75,0.585976243049924,False
workload_1133.cpp,xczu7ev-ffvc1156-2-e,5.0,17.10448,647,61,1,3,24,cyclic_8_1,block_32_1,cyclic_32_1,cyclic_2_1,cyclic_8_1,pipeline,unroll_4,unroll_4,unroll_2,unroll_2,unroll,pipeline,unroll_16,unroll_16,unroll_2,pipeline,pipeline,22.25,0.6370491442620806,False
workload_1134.cpp,xczu7ev-ffvc1156-2-e,5.0,48.05967,1508,16,1,17,23,cyclic_8_1,cyclic_4_1,cyclic_2_1,block_2_1,complete_1,pipeline,pipeline_1,unroll,unroll_8,unroll_2,pipeline,unroll,unroll_2,pipeline_1,unroll_2,unroll,pipeline,14.25,0.839529726641661,False
workload_1135.cpp,xczu7ev-ffvc1156-2-e,5.0,375.07524,1331,27,1,5,25,cyclic_64_1,cyclic_2_1,cyclic_2_1,block_4_1,block_2_1,pipeline,unroll_4,unroll_8,unroll_8,unroll,pipeline_1,unroll_4,unroll_2,unroll_16,unroll_32,unroll,pipeline_1,14.5,0.6601188278240917,False
