Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,Area,Weight,is_pareto
workload_309.cpp,xczu7ev-ffvc1156-2-e,5.0,4154.371525,70,1,1,3,6,unroll_4,unroll_16,unroll_2,2.75,0.40681338749926066,False
workload_310.cpp,xczu7ev-ffvc1156-2-e,5.0,1973.374405,55,1,1,2,4,unroll_2,unroll_16,unroll_2,2.0,0.8292965582895626,False
workload_311.cpp,xczu7ev-ffvc1156-2-e,5.0,4366.052805,1696,1,2,21,28,unroll_4,unroll_4,unroll_32,13.0,0.27677717349987807,False
workload_313.cpp,xczu7ev-ffvc1156-2-e,5.0,607.236165,58,1,2,5,8,unroll_4,unroll_8,pipeline,4.0,0.9390011812873724,False
workload_314.cpp,xczu7ev-ffvc1156-2-e,5.0,607.113285,49,1,2,3,5,unroll_2,unroll_8,pipeline_1,2.75,1.0,True
workload_316.cpp,xczu7ev-ffvc1156-2-e,5.0,607.328325,105,1,2,17,22,unroll_16,unroll_4,pipeline,10.5,0.6284713954577232,False
workload_318.cpp,xczu7ev-ffvc1156-2-e,5.0,5653.876165,67,1,1,3,6,unroll_2,unroll_2,unroll_4,2.75,0.22081996638538276,False
workload_319.cpp,xczu7ev-ffvc1156-2-e,5.0,6812.552645,101,1,1,5,8,unroll_2,unroll_4,unroll_8,3.75,0.13499255687960965,False
workload_320.cpp,xczu7ev-ffvc1156-2-e,5.0,607.343685,201,1,2,33,40,unroll_32,unroll_8,pipeline,19.0,0.33020214185786245,False
workload_321.cpp,xczu7ev-ffvc1156-2-e,5.0,3202.102725,689,1,1,18,25,unroll_16,unroll_16,unroll_8,11.25,0.4278289287528224,False
workload_322.cpp,xczu7ev-ffvc1156-2-e,5.0,3052.690885,735,1,1,17,23,unroll_8,unroll_2,unroll_16,10.5,0.46226071908396027,False
workload_323.cpp,xczu7ev-ffvc1156-2-e,5.0,607.236165,54,1,2,5,8,unroll_4,unroll_16,pipeline_1,4.0,0.9390011812873724,False
workload_324.cpp,xczu7ev-ffvc1156-2-e,5.0,607.113285,46,1,2,3,5,unroll_2,unroll_4,pipeline_1,2.75,1.0,True
workload_325.cpp,xczu7ev-ffvc1156-2-e,5.0,6199.056325,2794,1,1,35,49,unroll_64,unroll_2,unroll_2,21.5,0.10500074023376078,False
workload_326.cpp,xczu7ev-ffvc1156-2-e,5.0,6062.744005,604,1,1,18,27,unroll_32,unroll_8,unroll_2,11.75,0.15556051277116256,False
workload_327.cpp,xczu7ev-ffvc1156-2-e,5.0,607.297605,70,1,2,9,12,unroll_8,unroll_2,pipeline,6.0,0.8358435672693773,False
workload_328.cpp,xczu7ev-ffvc1156-2-e,5.0,607.236165,54,1,2,5,7,unroll_4,unroll_4,pipeline_1,3.75,0.9523715050557788,False
workload_329.cpp,xczu7ev-ffvc1156-2-e,5.0,607.297605,70,1,2,9,12,unroll_8,unroll_8,pipeline,6.0,0.8358435672693773,False
workload_330.cpp,xczu7ev-ffvc1156-2-e,5.0,7681.56,1032,1,1,16,22,unroll_2,unroll,unroll_32,10.0,0.10163979029128364,False
workload_331.cpp,xczu7ev-ffvc1156-2-e,5.0,5244.870085,98,1,1,5,9,unroll_8,unroll_2,unroll_2,4.0,0.2614101619793356,False
workload_333.cpp,xczu7ev-ffvc1156-2-e,5.0,607.328325,103,1,2,17,22,unroll_16,unroll_8,pipeline_1,10.5,0.6284713954577232,False
workload_337.cpp,xczu7ev-ffvc1156-2-e,5.0,5790.119365,195,1,1,10,15,unroll_16,unroll_4,unroll_2,6.75,0.1994988032992595,False
workload_338.cpp,xczu7ev-ffvc1156-2-e,5.0,7681.560005,1012,1,1,16,22,unroll_2,unroll_2,unroll_32,10.0,0.10163979023730148,False
workload_340.cpp,xczu7ev-ffvc1156-2-e,5.0,607.113285,45,1,2,3,5,unroll_2,unroll_2,pipeline_1,2.75,1.0,True
workload_341.cpp,xczu7ev-ffvc1156-2-e,5.0,607.297605,68,1,2,9,12,unroll_8,unroll_4,pipeline_1,6.0,0.8358435672693773,False
workload_342.cpp,xczu7ev-ffvc1156-2-e,5.0,607.236165,53,1,2,5,7,unroll_4,unroll_4,pipeline,3.75,0.9523715050557788,False
workload_343.cpp,xczu7ev-ffvc1156-2-e,5.0,5048.262085,138,1,1,7,12,unroll_8,unroll_16,unroll_4,5.25,0.2796529913101151,False
workload_344.cpp,xczu7ev-ffvc1156-2-e,5.0,607.328325,98,1,2,17,22,unroll_16,unroll_2,pipeline_1,10.5,0.6284713954577232,False
workload_345.cpp,xczu7ev-ffvc1156-2-e,5.0,7391.89088,257,1,1,8,13,unroll_2,unroll,unroll_16,5.75,0.11050879590619127,False
workload_346.cpp,xczu7ev-ffvc1156-2-e,5.0,607.297605,68,1,2,9,12,unroll_8,unroll_4,pipeline,6.0,0.8358435672693773,False
workload_347.cpp,xczu7ev-ffvc1156-2-e,5.0,5244.870085,96,1,1,5,9,unroll_8,unroll_16,unroll_2,4.0,0.2614101619793356,False
workload_348.cpp,xczu7ev-ffvc1156-2-e,5.0,5790.11936,200,1,1,10,15,unroll_16,unroll,unroll_2,6.75,0.199498803723641,False
workload_349.cpp,xczu7ev-ffvc1156-2-e,5.0,6812.552645,104,1,1,5,8,unroll_2,unroll_2,unroll_8,3.75,0.13499255687960965,False
workload_350.cpp,xczu7ev-ffvc1156-2-e,5.0,5250.133445,87,1,1,4,7,unroll_4,unroll_2,unroll_4,3.25,0.2620921207054401,False
workload_351.cpp,xczu7ev-ffvc1156-2-e,5.0,607.343685,199,1,2,33,39,unroll_32,unroll_4,pipeline,18.75,0.3372308113975335,False
workload_352.cpp,xczu7ev-ffvc1156-2-e,5.0,7391.890885,269,1,1,8,13,unroll_2,unroll_16,unroll_16,5.75,0.11050879576608277,False
workload_353.cpp,xczu7ev-ffvc1156-2-e,5.0,6199.056325,2635,1,1,35,49,unroll_64,unroll_8,unroll_2,21.5,0.10500074023376078,False
workload_354.cpp,xczu7ev-ffvc1156-2-e,5.0,4749.438405,137,1,1,7,11,unroll_4,unroll_2,unroll_8,5.0,0.3167649192509305,False
workload_355.cpp,xczu7ev-ffvc1156-2-e,5.0,4154.371525,66,1,1,3,6,unroll_4,unroll_2,unroll_2,2.75,0.40681338749926066,False
workload_357.cpp,xczu7ev-ffvc1156-2-e,5.0,607.236165,55,1,2,5,8,unroll_4,unroll_8,pipeline_1,4.0,0.9390011812873724,False
workload_358.cpp,xczu7ev-ffvc1156-2-e,5.0,607.236165,53,1,2,5,7,unroll_4,unroll_2,pipeline_1,3.75,0.9523715050557788,False
workload_359.cpp,xczu7ev-ffvc1156-2-e,5.0,607.236165,53,1,2,5,8,unroll_4,unroll_16,pipeline,4.0,0.9390011812873724,False
workload_360.cpp,xczu7ev-ffvc1156-2-e,5.0,5653.876165,68,1,1,3,6,unroll_2,unroll_8,unroll_4,2.75,0.22081996638538276,False
workload_361.cpp,xczu7ev-ffvc1156-2-e,5.0,607.113285,47,1,2,3,5,unroll_2,unroll_16,pipeline_1,2.75,1.0,True
workload_362.cpp,xczu7ev-ffvc1156-2-e,5.0,607.297605,67,1,2,9,12,unroll_8,unroll_2,pipeline_1,6.0,0.8358435672693773,False
workload_363.cpp,xczu7ev-ffvc1156-2-e,5.0,607.351365,673,1,2,64,75,unroll_64,unroll_2,pipeline,35.5,0.10000000000000003,False
workload_364.cpp,xczu7ev-ffvc1156-2-e,5.0,7391.890885,266,1,1,8,13,unroll_2,unroll_4,unroll_16,5.75,0.11050879576608277,False
workload_366.cpp,xczu7ev-ffvc1156-2-e,5.0,5244.870085,98,1,1,5,9,unroll_8,unroll_4,unroll_2,4.0,0.2614101619793356,False
workload_367.cpp,xczu7ev-ffvc1156-2-e,5.0,607.328325,101,1,2,17,22,unroll_16,unroll_8,pipeline,10.5,0.6284713954577232,False
workload_368.cpp,xczu7ev-ffvc1156-2-e,5.0,3052.690885,692,1,1,17,23,unroll_8,unroll_4,unroll_16,10.5,0.46226071908396027,False
workload_371.cpp,xczu7ev-ffvc1156-2-e,5.0,6062.744005,608,1,1,18,27,unroll_32,unroll_4,unroll_2,11.75,0.15556051277116256,False
workload_372.cpp,xczu7ev-ffvc1156-2-e,5.0,3052.690885,744,1,1,17,23,unroll_8,unroll_16,unroll_16,10.5,0.46226071908396027,False
workload_373.cpp,xczu7ev-ffvc1156-2-e,5.0,2329.490885,2201,1,1,27,35,unroll_16,unroll_8,unroll_16,16.0,0.36775128034110893,False
workload_375.cpp,xczu7ev-ffvc1156-2-e,5.0,4749.438405,150,1,1,7,11,unroll_4,unroll_16,unroll_8,5.0,0.3167649192509305,False
workload_376.cpp,xczu7ev-ffvc1156-2-e,5.0,5653.876165,69,1,1,3,6,unroll_2,unroll_16,unroll_4,2.75,0.22081996638538276,False
workload_377.cpp,xczu7ev-ffvc1156-2-e,5.0,4499.090885,390,1,1,12,17,unroll_4,unroll_16,unroll_16,7.75,0.328577473913816,False
workload_378.cpp,xczu7ev-ffvc1156-2-e,5.0,4499.090885,391,1,1,12,17,unroll_4,unroll_4,unroll_16,7.75,0.328577473913816,False
workload_379.cpp,xczu7ev-ffvc1156-2-e,5.0,5250.133445,89,1,1,4,7,unroll_4,unroll_4,unroll_4,3.25,0.2620921207054401,False
workload_380.cpp,xczu7ev-ffvc1156-2-e,5.0,5250.133445,94,1,1,4,8,unroll_4,unroll_8,unroll_4,3.5,0.26175080022922953,False
workload_381.cpp,xczu7ev-ffvc1156-2-e,5.0,4366.052805,1711,1,2,21,28,unroll_4,unroll_16,unroll_32,13.0,0.27677717349987807,False
workload_382.cpp,xczu7ev-ffvc1156-2-e,5.0,5048.262085,148,1,1,7,11,unroll_8,unroll_8,unroll_4,5.0,0.28064668100670587,False
workload_383.cpp,xczu7ev-ffvc1156-2-e,5.0,4154.37152,68,1,1,3,6,unroll_4,unroll,unroll_2,2.75,0.40681338826097035,False
workload_384.cpp,xczu7ev-ffvc1156-2-e,5.0,2329.490885,2229,1,1,27,35,unroll_16,unroll_16,unroll_16,16.0,0.36775128034110893,False
workload_385.cpp,xczu7ev-ffvc1156-2-e,5.0,2329.490885,2195,1,1,27,35,unroll_16,unroll_2,unroll_16,16.0,0.36775128034110893,False
workload_386.cpp,xczu7ev-ffvc1156-2-e,5.0,5048.262085,140,1,1,7,11,unroll_8,unroll_2,unroll_4,5.0,0.28064668100670587,False
workload_387.cpp,xczu7ev-ffvc1156-2-e,5.0,4947.326405,319,1,1,13,19,unroll_16,unroll_2,unroll_4,8.5,0.27047305694885615,False
workload_388.cpp,xczu7ev-ffvc1156-2-e,5.0,5048.262085,140,1,1,7,11,unroll_8,unroll_4,unroll_4,5.0,0.28064668100670587,False
workload_389.cpp,xczu7ev-ffvc1156-2-e,5.0,4947.326405,338,1,1,13,19,unroll_16,unroll_16,unroll_4,8.5,0.27047305694885615,False
workload_390.cpp,xczu7ev-ffvc1156-2-e,5.0,2329.490885,2157,1,1,27,35,unroll_16,unroll_4,unroll_16,16.0,0.36775128034110893,False
workload_391.cpp,xczu7ev-ffvc1156-2-e,5.0,4896.858565,1191,1,1,25,34,unroll_32,unroll_8,unroll_4,15.25,0.20451794981278162,False
workload_392.cpp,xczu7ev-ffvc1156-2-e,5.0,3202.102725,655,1,1,18,25,unroll_16,unroll_2,unroll_8,11.25,0.4278289287528224,False
workload_393.cpp,xczu7ev-ffvc1156-2-e,5.0,4749.438405,138,1,1,7,11,unroll_4,unroll_8,unroll_8,5.0,0.3167649192509305,False
workload_394.cpp,xczu7ev-ffvc1156-2-e,5.0,4499.090885,380,1,1,12,17,unroll_4,unroll_2,unroll_16,7.75,0.328577473913816,False
workload_395.cpp,xczu7ev-ffvc1156-2-e,5.0,1973.3744,53,1,1,2,4,unroll_2,unroll,unroll_2,2.0,1.0,True
workload_396.cpp,xczu7ev-ffvc1156-2-e,5.0,4499.09088,363,1,1,12,17,unroll_4,unroll,unroll_16,7.75,0.32857747452815333,False
workload_397.cpp,xczu7ev-ffvc1156-2-e,5.0,4749.438405,145,1,1,7,11,unroll_4,unroll_4,unroll_8,5.0,0.3167649192509305,False
workload_398.cpp,xczu7ev-ffvc1156-2-e,5.0,3202.102725,698,1,1,18,25,unroll_16,unroll_8,unroll_8,11.25,0.4278289287528224,False
workload_400.cpp,xczu7ev-ffvc1156-2-e,5.0,4499.090885,365,1,1,12,17,unroll_4,unroll_8,unroll_16,7.75,0.328577473913816,False
workload_401.cpp,xczu7ev-ffvc1156-2-e,5.0,607.328325,99,1,2,17,22,unroll_16,unroll_16,pipeline_1,10.5,0.6284713954577232,False
workload_403.cpp,xczu7ev-ffvc1156-2-e,5.0,3717.881285,256,1,1,11,16,unroll_8,unroll_2,unroll_8,7.25,0.4392275765344137,False
workload_404.cpp,xczu7ev-ffvc1156-2-e,5.0,6062.744005,592,1,1,18,27,unroll_32,unroll_2,unroll_2,11.75,0.15556051277116256,False
workload_406.cpp,xczu7ev-ffvc1156-2-e,5.0,2708.299205,3384,1,2,29,38,unroll_8,unroll_16,unroll_32,17.5,0.31070923099642345,False
workload_407.cpp,xczu7ev-ffvc1156-2-e,5.0,5653.87616,67,1,1,3,6,unroll_2,unroll,unroll_4,2.75,0.2208199668637832,False
workload_408.cpp,xczu7ev-ffvc1156-2-e,5.0,2329.49088,2062,1,1,27,36,unroll_16,unroll,unroll_16,16.25,0.36084965110652456,False
workload_410.cpp,xczu7ev-ffvc1156-2-e,5.0,607.11328,47,1,2,4,5,unroll_2,unroll,pipeline_1,3.0,1.0,True
workload_411.cpp,xczu7ev-ffvc1156-2-e,5.0,607.2976,68,1,2,9,13,unroll_8,unroll,pipeline_1,6.25,0.8234244900158069,False
workload_412.cpp,xczu7ev-ffvc1156-2-e,5.0,5244.87008,100,1,1,5,9,unroll_8,unroll,unroll_2,4.0,0.26141016252982,False
workload_413.cpp,xczu7ev-ffvc1156-2-e,5.0,3052.69088,704,1,1,17,24,unroll_8,unroll,unroll_16,10.75,0.4560630350335746,False
workload_414.cpp,xczu7ev-ffvc1156-2-e,5.0,3717.881285,244,1,1,11,16,unroll_8,unroll_16,unroll_8,7.25,0.4392275765344137,False
workload_415.cpp,xczu7ev-ffvc1156-2-e,5.0,3202.10272,649,1,1,18,25,unroll_16,unroll,unroll_8,11.25,0.4278289292869095,False
workload_416.cpp,xczu7ev-ffvc1156-2-e,5.0,607.328325,96,1,2,17,22,unroll_16,unroll_4,pipeline_1,10.5,0.6284713954577232,False
workload_417.cpp,xczu7ev-ffvc1156-2-e,5.0,6812.552645,105,1,1,5,8,unroll_2,unroll_8,unroll_8,3.75,0.13499255687960965,False
workload_421.cpp,xczu7ev-ffvc1156-2-e,5.0,3717.88128,257,1,1,11,16,unroll_8,unroll,unroll_8,7.25,0.43922757725634487,False
workload_422.cpp,xczu7ev-ffvc1156-2-e,5.0,3202.102725,692,1,1,18,25,unroll_16,unroll_4,unroll_8,11.25,0.4278289287528224,False
workload_423.cpp,xczu7ev-ffvc1156-2-e,5.0,3717.881285,258,1,1,11,16,unroll_8,unroll_4,unroll_8,7.25,0.4392275765344137,False
workload_424.cpp,xczu7ev-ffvc1156-2-e,5.0,607.11328,47,1,2,4,5,unroll_2,unroll,pipeline,3.0,1.0,True
workload_425.cpp,xczu7ev-ffvc1156-2-e,5.0,607.23616,55,1,2,5,8,unroll_4,unroll,pipeline_1,4.0,0.939001181288033,False
workload_426.cpp,xczu7ev-ffvc1156-2-e,5.0,607.32832,101,1,2,17,22,unroll_16,unroll,pipeline_1,10.5,0.6284713954578569,False
workload_427.cpp,xczu7ev-ffvc1156-2-e,5.0,2944.213445,2777,1,1,32,41,unroll_32,unroll_8,unroll_8,18.75,0.2708103961161151,False
workload_429.cpp,xczu7ev-ffvc1156-2-e,5.0,6812.55264,101,1,1,5,8,unroll_2,unroll,unroll_8,3.75,0.1349925571367405,False
workload_432.cpp,xczu7ev-ffvc1156-2-e,5.0,607.2976,67,1,2,9,13,unroll_8,unroll,pipeline,6.25,0.8234244900158069,False
workload_435.cpp,xczu7ev-ffvc1156-2-e,5.0,2708.299205,3375,1,2,29,38,unroll_8,unroll_4,unroll_32,17.5,0.31070923099642345,False
workload_436.cpp,xczu7ev-ffvc1156-2-e,5.0,5048.26208,145,1,1,7,12,unroll_8,unroll,unroll_4,5.25,0.27965299188470016,False
workload_438.cpp,xczu7ev-ffvc1156-2-e,5.0,607.23616,52,1,2,5,8,unroll_4,unroll,pipeline,4.0,0.939001181288033,False
workload_439.cpp,xczu7ev-ffvc1156-2-e,5.0,4749.4384,145,1,1,7,11,unroll_4,unroll,unroll_8,5.0,0.3167649198818956,False
workload_440.cpp,xczu7ev-ffvc1156-2-e,5.0,607.343685,189,1,2,33,39,unroll_32,unroll_4,pipeline_1,18.75,0.3372308113975335,False
workload_442.cpp,xczu7ev-ffvc1156-2-e,5.0,4366.0528,1592,1,2,21,28,unroll_4,unroll,unroll_32,13.0,0.2767771739584225,False
workload_444.cpp,xczu7ev-ffvc1156-2-e,5.0,607.351365,696,1,2,64,75,unroll_64,unroll_8,pipeline,35.5,0.10000000000000003,False
workload_445.cpp,xczu7ev-ffvc1156-2-e,5.0,4947.326405,343,1,1,13,19,unroll_16,unroll_4,unroll_4,8.5,0.27047305694885615,False
workload_447.cpp,xczu7ev-ffvc1156-2-e,5.0,2944.213445,2860,1,1,32,41,unroll_32,unroll_4,unroll_8,18.75,0.2708103961161151,False
workload_448.cpp,xczu7ev-ffvc1156-2-e,5.0,607.343685,203,1,2,33,39,unroll_32,unroll_2,pipeline_1,18.75,0.3372308113975335,False
workload_449.cpp,xczu7ev-ffvc1156-2-e,5.0,2708.2992,3522,1,2,29,38,unroll_8,unroll,unroll_32,17.5,0.3107092312423922,False
workload_459.cpp,xczu7ev-ffvc1156-2-e,3.33,4292.69607693,202,1,1,8,12,unroll_8,unroll_4,unroll_4,5.5,0.25011866856087295,False
workload_460.cpp,xczu7ev-ffvc1156-2-e,3.33,4228.09173261,491,1,1,14,20,unroll_16,unroll_2,unroll_4,9.0,0.24042413770512872,False
workload_466.cpp,xczu7ev-ffvc1156-2-e,3.33,2540.70645696,1093,1,1,18,25,unroll_8,unroll,unroll_16,11.25,0.44098533998504397,False
workload_467.cpp,xczu7ev-ffvc1156-2-e,3.33,407.31089805,58,1,1,7,10,unroll_4,unroll_2,pipeline,4.75,0.9658040590647602,False
workload_468.cpp,xczu7ev-ffvc1156-2-e,3.33,2689.97229837,965,1,1,19,26,unroll_16,unroll_16,unroll_8,11.75,0.40962476119669045,False
workload_472.cpp,xczu7ev-ffvc1156-2-e,3.33,407.31089805,57,1,1,7,10,unroll_4,unroll_4,pipeline,4.75,0.9658040590647602,False
workload_480.cpp,xczu7ev-ffvc1156-2-e,3.33,4477.75925517,128,1,1,6,10,unroll_8,unroll_2,unroll_2,4.5,0.22965589114450768,False
workload_484.cpp,xczu7ev-ffvc1156-2-e,3.33,407.26997901,74,1,1,11,15,unroll_8,unroll_16,pipeline,7.0,0.9059203382844431,False
workload_493.cpp,xczu7ev-ffvc1156-2-e,3.33,407.24951949,115,1,1,19,24,unroll_16,unroll_16,pipeline_1,11.25,0.7986612741634287,False
workload_494.cpp,xczu7ev-ffvc1156-2-e,3.33,5720.8660506900005,126,1,1,6,9,unroll_2,unroll_2,unroll_8,4.25,0.1239149128602175,False
workload_495.cpp,xczu7ev-ffvc1156-2-e,3.33,4292.69607693,191,1,1,8,12,unroll_8,unroll_8,unroll_4,5.5,0.25011866856087295,False
workload_496.cpp,xczu7ev-ffvc1156-2-e,3.33,1481.87174157,58,1,1,3,5,unroll_2,unroll_4,unroll_2,2.5,0.8366907720795116,False
workload_499.cpp,xczu7ev-ffvc1156-2-e,3.33,407.26997901,93,1,1,11,15,unroll_8,unroll_16,pipeline_1,7.0,0.9059203382844431,False
workload_504.cpp,xczu7ev-ffvc1156-2-e,3.33,407.26997568,76,1,1,11,15,unroll_8,unroll,pipeline,7.0,1.0,True
workload_509.cpp,xczu7ev-ffvc1156-2-e,3.33,407.23417485,764,1,1,68,79,unroll_64,unroll_4,pipeline,37.25,0.3091729578868293,False
workload_510.cpp,xczu7ev-ffvc1156-2-e,3.33,6501.273978239999,1685,1,1,17,23,unroll_2,unroll,unroll_32,10.5,0.10000000000000003,False
workload_514.cpp,xczu7ev-ffvc1156-2-e,3.33,4477.75925517,125,1,1,6,10,unroll_8,unroll_16,unroll_2,4.5,0.22965589114450768,False
workload_516.cpp,xczu7ev-ffvc1156-2-e,3.33,4477.75925517,123,1,1,6,10,unroll_8,unroll_4,unroll_2,4.5,0.22965589114450768,False
workload_518.cpp,xczu7ev-ffvc1156-2-e,3.33,4292.6960736,188,1,1,8,13,unroll_8,unroll,unroll_4,5.75,0.2493108133009472,False
workload_519.cpp,xczu7ev-ffvc1156-2-e,3.33,3658.95562509,2670,1,1,22,29,unroll_4,unroll_4,unroll_32,13.25,0.26373921304506615,False
workload_523.cpp,xczu7ev-ffvc1156-2-e,3.33,4228.09172928,479,1,1,14,20,unroll_16,unroll,unroll_4,9.0,0.2404241380973535,False
workload_527.cpp,xczu7ev-ffvc1156-2-e,3.33,2689.97229837,998,1,1,19,26,unroll_16,unroll_2,unroll_8,11.75,0.40962476119669045,False
workload_533.cpp,xczu7ev-ffvc1156-2-e,3.33,4421.90476557,105,1,1,5,8,unroll_4,unroll_2,unroll_4,3.75,0.23739299886490936,False
workload_534.cpp,xczu7ev-ffvc1156-2-e,3.33,4477.75925517,121,1,1,6,10,unroll_8,unroll_8,unroll_2,4.5,0.22965589114450768,False
workload_535.cpp,xczu7ev-ffvc1156-2-e,3.33,3658.95562509,2595,1,1,22,29,unroll_4,unroll_2,unroll_32,13.25,0.26373921304506615,False
workload_540.cpp,xczu7ev-ffvc1156-2-e,3.33,2689.97229504,996,1,1,19,26,unroll_16,unroll,unroll_8,11.75,0.4096247616402827,False
workload_541.cpp,xczu7ev-ffvc1156-2-e,3.33,4292.69607693,190,1,1,8,12,unroll_8,unroll_16,unroll_4,5.5,0.25011866856087295,False
workload_545.cpp,xczu7ev-ffvc1156-2-e,3.33,407.26997901,76,1,1,11,15,unroll_8,unroll_8,pipeline,7.0,0.9059203382844431,False
workload_546.cpp,xczu7ev-ffvc1156-2-e,3.33,2540.70646029,1122,1,1,18,24,unroll_8,unroll_4,unroll_16,11.0,0.44674883728172,False
workload_548.cpp,xczu7ev-ffvc1156-2-e,3.33,4680.32214285,79,1,1,4,6,unroll_2,unroll_2,unroll_4,3.0,0.2077705901695862,False
workload_549.cpp,xczu7ev-ffvc1156-2-e,3.33,407.26997568,76,1,1,11,15,unroll_8,unroll,pipeline_1,7.0,1.0,True
workload_550.cpp,xczu7ev-ffvc1156-2-e,3.33,407.23417485,736,1,1,68,79,unroll_64,unroll_16,pipeline,37.25,0.3091729578868293,False
workload_552.cpp,xczu7ev-ffvc1156-2-e,3.33,3658.95562176,2784,1,1,22,29,unroll_4,unroll,unroll_32,13.25,0.26373921341219697,False
workload_554.cpp,xczu7ev-ffvc1156-2-e,3.33,407.24951616,114,1,1,19,24,unroll_16,unroll,pipeline,11.25,1.0,True
workload_556.cpp,xczu7ev-ffvc1156-2-e,3.33,407.26997901,75,1,1,11,15,unroll_8,unroll_4,pipeline,7.0,0.9059203382844431,False
workload_557.cpp,xczu7ev-ffvc1156-2-e,3.33,3479.13008397,79,1,1,4,7,unroll_4,unroll_4,unroll_2,3.25,0.3782601552620799,False
workload_559.cpp,xczu7ev-ffvc1156-2-e,3.33,4477.75925184,127,1,1,6,10,unroll_8,unroll,unroll_2,4.5,0.22965589154112456,False
workload_560.cpp,xczu7ev-ffvc1156-2-e,3.33,3479.13008397,79,1,1,4,7,unroll_4,unroll_16,unroll_2,3.25,0.3782601552620799,False
workload_565.cpp,xczu7ev-ffvc1156-2-e,3.33,2689.97229837,987,1,1,19,26,unroll_16,unroll_8,unroll_8,11.75,0.40962476119669045,False
workload_566.cpp,xczu7ev-ffvc1156-2-e,3.33,407.24951949,110,1,1,19,24,unroll_16,unroll_8,pipeline_1,11.25,0.7986612741634287,False
workload_569.cpp,xczu7ev-ffvc1156-2-e,3.33,407.39273613,50,1,1,5,7,unroll_2,unroll_2,pipeline_1,3.5,0.9999999993910157,False
workload_570.cpp,xczu7ev-ffvc1156-2-e,3.33,407.39273613,50,1,1,5,7,unroll_2,unroll_2,pipeline,3.5,0.9999999993910157,False
workload_571.cpp,xczu7ev-ffvc1156-2-e,3.33,407.24951949,115,1,1,19,24,unroll_16,unroll_16,pipeline,11.25,0.7986612741634287,False
workload_572.cpp,xczu7ev-ffvc1156-2-e,3.33,407.26997901,77,1,1,11,15,unroll_8,unroll_8,pipeline_1,7.0,0.9059203382844431,False
workload_573.cpp,xczu7ev-ffvc1156-2-e,3.33,407.31089805,58,1,1,7,10,unroll_4,unroll_8,pipeline_1,4.75,0.9658040590647602,False
workload_574.cpp,xczu7ev-ffvc1156-2-e,3.33,6241.13800128,418,1,1,9,14,unroll_2,unroll,unroll_16,6.25,0.10408521230291401,False
workload_575.cpp,xczu7ev-ffvc1156-2-e,3.33,1481.87174157,60,1,1,3,5,unroll_2,unroll_2,unroll_2,2.5,0.8366907720795116,False
workload_576.cpp,xczu7ev-ffvc1156-2-e,3.33,407.23417152,733,1,1,68,79,unroll_64,unroll,pipeline,37.25,1.0,True
workload_577.cpp,xczu7ev-ffvc1156-2-e,3.33,4680.32214285,80,1,1,4,7,unroll_2,unroll_16,unroll_4,3.25,0.20772553087375334,False
workload_578.cpp,xczu7ev-ffvc1156-2-e,3.33,407.26997901,75,1,1,11,15,unroll_8,unroll_2,pipeline,7.0,0.9059203382844431,False
workload_579.cpp,xczu7ev-ffvc1156-2-e,3.33,3479.13008397,77,1,1,4,7,unroll_4,unroll_2,unroll_2,3.25,0.3782601552620799,False
workload_580.cpp,xczu7ev-ffvc1156-2-e,3.33,407.26997901,72,1,1,11,15,unroll_8,unroll_4,pipeline_1,7.0,0.9059203382844431,False
workload_581.cpp,xczu7ev-ffvc1156-2-e,3.33,2540.70646029,1134,1,1,18,24,unroll_8,unroll_2,unroll_16,11.0,0.44674883728172,False
workload_582.cpp,xczu7ev-ffvc1156-2-e,3.33,2689.97229837,992,1,1,19,26,unroll_16,unroll_4,unroll_8,11.75,0.40962476119669045,False
workload_583.cpp,xczu7ev-ffvc1156-2-e,3.33,3122.95712013,378,1,1,11,16,unroll_8,unroll_2,unroll_8,7.25,0.41805278709551597,False
workload_584.cpp,xczu7ev-ffvc1156-2-e,3.33,407.26997901,77,1,1,11,15,unroll_8,unroll_2,pipeline_1,7.0,0.9059203382844431,False
workload_585.cpp,xczu7ev-ffvc1156-2-e,3.33,3122.9571168,378,1,1,11,16,unroll_8,unroll,unroll_8,7.25,0.41805278767658416,False
workload_586.cpp,xczu7ev-ffvc1156-2-e,3.33,4292.69607693,199,1,1,8,12,unroll_8,unroll_2,unroll_4,5.5,0.25011866856087295,False
workload_587.cpp,xczu7ev-ffvc1156-2-e,3.33,4977.07384077,274,1,1,10,16,unroll_16,unroll_8,unroll_2,7.0,0.17208137602527288,False
workload_588.cpp,xczu7ev-ffvc1156-2-e,3.33,4977.073837440001,273,1,1,10,16,unroll_16,unroll,unroll_2,7.0,0.1720813763171754,False
workload_590.cpp,xczu7ev-ffvc1156-2-e,3.33,407.3927328,52,1,1,5,7,unroll_2,unroll,pipeline_1,3.5,1.0,True
workload_591.cpp,xczu7ev-ffvc1156-2-e,3.33,3122.95712013,378,1,1,11,16,unroll_8,unroll_16,unroll_8,7.25,0.41805278709551597,False
