Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,InnerLoop_2_2,InnerLoop_2_3,InnerLoop_3_1,Area,Weight,is_pareto
workload_1431.cpp,xczu7ev-ffvc1156-2-e,5.0,69.48665,562,1,1,28,48,cyclic_32_1,cyclic_8_1,block_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_8,unroll_4,unroll_2,pipeline,unroll_64,unroll_4,pipeline_1,19.5,0.46166039885049237,False
workload_1436.cpp,xczu7ev-ffvc1156-2-e,5.0,103.15357,162,2,1,5,10,block_16_1,block_2_2,cyclic_2_2,block_32_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_2,unroll_32,unroll_4,unroll_2,unroll_2,pipeline,4.5,0.9742973020069324,False
workload_1437.cpp,xczu7ev-ffvc1156-2-e,5.0,68.77265,199,3,1,12,17,block_2_2,block_2_2,cyclic_2_2,cyclic_8_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline,unroll_2,unroll_8,unroll_2,unroll_2,unroll_4,pipeline_1,8.25,0.9133271849891534,False
workload_1438.cpp,xczu7ev-ffvc1156-2-e,5.0,1070.52741,296,3,1,3,9,block_32_1,block_2_2,cyclic_2_2,cyclic_16_1,complete_2,block_2_1,unroll_2,unroll_2,unroll_2,unroll_2,unroll_16,unroll_32,unroll_2,unroll_4,4.0,0.4151454599418387,False
workload_1439.cpp,xczu7ev-ffvc1156-2-e,5.0,68.84053,196,1,1,7,14,block_2_2,block_2_2,cyclic_4_1,cyclic_16_1,cyclic_8_1,complete_1,unroll_2,pipeline,unroll_2,unroll_16,unroll_16,unroll_2,unroll_2,pipeline_1,5.75,0.9746633044699989,False
workload_1440.cpp,xczu7ev-ffvc1156-2-e,5.0,68.62145,408,2,1,6,17,block_2_2,cyclic_8_1,complete_2,block_32_1,complete_1,complete_1,unroll_2,unroll_4,unroll_2,unroll_32,unroll_16,unroll_64,unroll_2,pipeline_1,6.5,0.9561648462975219,False
workload_1441.cpp,xczu7ev-ffvc1156-2-e,5.0,68.55421,243,1,1,11,22,block_2_2,cyclic_8_1,cyclic_4_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,pipeline,unroll_2,unroll_8,pipeline,unroll_64,unroll_4,pipeline_1,8.75,0.8895630188400966,False
workload_1442.cpp,xczu7ev-ffvc1156-2-e,5.0,68.66369,412,1,1,8,20,block_2_2,cyclic_8_1,cyclic_4_1,cyclic_16_1,complete_1,block_2_1,unroll_2,unroll_64,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,7.5,0.9315746558819421,False
workload_1443.cpp,xczu7ev-ffvc1156-2-e,5.0,69.64429,264,1,1,12,21,cyclic_32_1,block_2_2,cyclic_4_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline,unroll_2,unroll_4,pipeline_1,8.75,0.8895371816292881,False
workload_1444.cpp,xczu7ev-ffvc1156-2-e,5.0,362.86169,710,4,4,7,19,cyclic_32_1,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,block_2_1,unroll_2,unroll_32,unroll_2,unroll_32,pipeline,unroll_64,unroll_4,unroll_4,8.5,0.6933183342512874,False
workload_1445.cpp,xczu7ev-ffvc1156-2-e,5.0,1417.6781,1112,3,1,8,24,block_2_2,cyclic_8_1,cyclic_2_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_4,pipeline,unroll_2,unroll_8,pipeline,unroll_64,unroll_4,unroll_2,9.0,0.1829216440543014,False
workload_1446.cpp,xczu7ev-ffvc1156-2-e,5.0,633.80113,486,2,3,5,14,block_32_1,block_2_2,cyclic_4_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_4,unroll_8,unroll_16,unroll_2,unroll_4,unroll_2,6.0,0.6014673651621772,False
workload_1447.cpp,xczu7ev-ffvc1156-2-e,5.0,633.83261,156,2,3,3,9,block_32_1,block_2_2,cyclic_4_1,block_32_1,complete_2,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_16,unroll_2,unroll_2,unroll_2,4.25,0.6358091036266111,False
workload_1448.cpp,xczu7ev-ffvc1156-2-e,5.0,68.63521,259,3,1,12,21,block_2_2,cyclic_2_2,cyclic_2_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,pipeline,unroll_4,unroll_2,unroll_16,unroll_16,unroll_2,pipeline_1,9.25,0.8660027700406547,False
workload_1449.cpp,xczu7ev-ffvc1156-2-e,5.0,1418.51769,494,1,1,8,18,cyclic_32_1,cyclic_8_1,cyclic_4_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_8,unroll_4,unroll_64,unroll_4,unroll_2,7.0,0.19131513811132173,False
workload_1450.cpp,xczu7ev-ffvc1156-2-e,5.0,635.60723,304,2,3,7,20,cyclic_32_1,cyclic_2_2,cyclic_32_1,cyclic_2_1,cyclic_8_1,block_2_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll_16,unroll_16,unroll_2,unroll_2,8.0,0.5584313715557264,False
workload_1451.cpp,xczu7ev-ffvc1156-2-e,5.0,634.99993,353,2,3,5,14,block_2_2,block_2_2,cyclic_32_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline,unroll_2,unroll_32,unroll_16,unroll_2,unroll_2,unroll_2,6.0,0.6008079414672955,False
workload_1452.cpp,xczu7ev-ffvc1156-2-e,5.0,68.77442,242,4,1,12,20,block_2_2,block_2_2,cyclic_2_1,cyclic_16_1,cyclic_8_1,cyclic_2_1,unroll_4,pipeline,unroll_2,unroll_8,pipeline,unroll_2,unroll_2,pipeline_1,9.25,0.8660023100446824,False
workload_1453.cpp,xczu7ev-ffvc1156-2-e,5.0,68.55645,397,2,1,13,25,block_32_1,cyclic_8_1,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline,unroll_64,unroll_4,pipeline_1,10.25,0.819953016875163,False
workload_1454.cpp,xczu7ev-ffvc1156-2-e,5.0,633.69117,440,4,3,3,12,block_2_2,block_2_2,complete_2,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_32,unroll_16,unroll_64,unroll_4,unroll_2,5.5,0.611619088693609,False
workload_1456.cpp,xczu7ev-ffvc1156-2-e,5.0,633.68905,365,4,3,3,13,block_2_2,block_2_2,complete_2,block_32_1,complete_1,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_8,unroll_16,unroll_64,unroll_4,unroll_2,5.75,0.6065985237668099,False
workload_1457.cpp,xczu7ev-ffvc1156-2-e,5.0,69.56341,379,1,1,10,21,cyclic_32_1,cyclic_8_1,block_2_2,cyclic_8_1,cyclic_8_1,complete_1,unroll_2,unroll_8,unroll_2,unroll_32,pipeline,unroll_64,unroll_2,pipeline_1,8.25,0.9127784124268205,False
workload_1458.cpp,xczu7ev-ffvc1156-2-e,5.0,1114.86129,175,3,1,2,8,block_32_1,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_16,unroll_2,unroll_4,unroll_2,unroll_2,3.5,0.39554031257528566,False
workload_1459.cpp,xczu7ev-ffvc1156-2-e,5.0,69.46645,152,2,1,8,13,cyclic_32_1,cyclic_2_2,cyclic_2_1,block_16_1,complete_2,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,pipeline,unroll_16,unroll_2,pipeline_1,6.0,0.9679706578368769,False
workload_1460.cpp,xczu7ev-ffvc1156-2-e,5.0,633.76525,170,4,3,2,9,block_2_2,block_2_2,complete_2,block_32_1,complete_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_2,unroll_4,unroll_64,unroll_2,unroll_2,4.5,0.6311618779388649,False
workload_1461.cpp,xczu7ev-ffvc1156-2-e,5.0,633.73449,544,2,3,5,15,cyclic_2_2,cyclic_2_2,cyclic_4_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline,unroll_4,unroll_8,unroll_4,unroll_64,unroll_4,unroll_2,6.25,0.5963881931079172,False
workload_1462.cpp,xczu7ev-ffvc1156-2-e,5.0,1110.49245,355,3,1,5,12,cyclic_32_1,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline,unroll_64,unroll_2,unroll_2,5.25,0.3748483158063227,False
workload_1463.cpp,xczu7ev-ffvc1156-2-e,5.0,424.50273,268,1,4,7,22,cyclic_32_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_2,block_2_1,unroll_2,unroll_2,unroll_2,unroll_2,pipeline,unroll_32,unroll_2,unroll_4,8.5,0.6594838111987097,False
workload_1464.cpp,xczu7ev-ffvc1156-2-e,5.0,68.66317,578,3,1,7,16,block_32_1,block_2_2,cyclic_2_2,cyclic_8_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_64,unroll_2,unroll_32,unroll_4,unroll_64,unroll_2,pipeline_1,6.75,0.9499614004227351,False
workload_1465.cpp,xczu7ev-ffvc1156-2-e,5.0,68.56269,385,4,1,19,30,block_32_1,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,complete_1,unroll_2,unroll_4,unroll_4,unroll_2,pipeline,unroll_64,unroll_4,pipeline_1,13.5,0.6801492996610407,False
workload_1466.cpp,xczu7ev-ffvc1156-2-e,5.0,1110.46533,321,2,1,6,14,cyclic_32_1,cyclic_2_2,cyclic_2_1,cyclic_8_1,complete_1,block_2_1,unroll_2,unroll_8,unroll_2,unroll_2,pipeline,unroll_64,unroll_4,unroll_2,5.75,0.36887703668101357,False
workload_1467.cpp,xczu7ev-ffvc1156-2-e,5.0,633.71417,504,4,3,3,13,block_2_2,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_4,unroll_32,pipeline,unroll_64,unroll_2,unroll_2,5.75,0.6065846254891353,False
workload_1468.cpp,xczu7ev-ffvc1156-2-e,5.0,68.56413,505,2,1,10,21,block_2_2,block_2_2,cyclic_4_1,cyclic_2_1,cyclic_8_1,block_2_1,unroll_2,unroll_64,unroll_2,unroll_16,unroll_16,unroll_64,unroll_4,pipeline_1,8.5,0.9014769326027531,False
workload_1470.cpp,xczu7ev-ffvc1156-2-e,5.0,68.61187,1208,1,1,46,64,block_2_2,block_2_2,cyclic_4_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_4,unroll_4,unroll_4,unroll_4,unroll_4,unroll_64,unroll_4,pipeline_1,28.0,0.2401017405284267,False
workload_1471.cpp,xczu7ev-ffvc1156-2-e,5.0,633.72677,360,4,3,3,11,block_2_2,block_2_2,complete_2,block_32_1,complete_2,complete_1,unroll_2,unroll_32,unroll_2,unroll_32,unroll_16,unroll_16,unroll_2,unroll_2,5.25,0.616571864133723,False
workload_1473.cpp,xczu7ev-ffvc1156-2-e,5.0,69.47561,369,1,1,16,29,cyclic_32_1,cyclic_8_1,cyclic_2_2,cyclic_16_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_16,unroll_4,unroll_64,unroll_4,pipeline_1,11.75,0.7535516381586321,False
workload_1474.cpp,xczu7ev-ffvc1156-2-e,5.0,1408.44621,406,1,1,8,22,cyclic_32_1,cyclic_16_1,cyclic_32_1,block_32_1,cyclic_4_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_4,unroll_64,unroll_2,unroll_2,8.0,0.19162558698106014,False
workload_1475.cpp,xczu7ev-ffvc1156-2-e,5.0,68.57857,1711,3,1,48,74,block_2_2,cyclic_8_1,cyclic_2_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_4,unroll_4,unroll_4,unroll_8,unroll_16,unroll_16,unroll_4,pipeline_1,31.5,0.17884734004410854,False
workload_1476.cpp,xczu7ev-ffvc1156-2-e,5.0,68.55545,319,4,1,12,19,block_2_2,block_2_2,cyclic_2_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline,unroll_64,unroll_4,pipeline_1,9.0,0.8777383166474645,False
workload_1477.cpp,xczu7ev-ffvc1156-2-e,5.0,69.67241,358,1,1,10,23,cyclic_32_1,cyclic_8_1,cyclic_4_1,cyclic_16_1,complete_1,cyclic_2_1,unroll_2,unroll_64,unroll_2,unroll_8,pipeline,unroll_64,unroll_2,pipeline_1,8.75,0.8895358262582673,False
workload_1478.cpp,xczu7ev-ffvc1156-2-e,5.0,362.10569,413,5,3,4,13,block_2_2,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,block_2_1,unroll_2,unroll_32,unroll_2,unroll_32,pipeline,unroll_64,unroll_2,unroll_4,6.25,0.7552479743947963,False
workload_1479.cpp,xczu7ev-ffvc1156-2-e,5.0,68.60917,416,2,1,7,19,block_2_2,cyclic_8_1,complete_2,cyclic_16_1,complete_1,block_2_1,unroll_2,unroll_64,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,7.25,0.9377185833628725,False
workload_1480.cpp,xczu7ev-ffvc1156-2-e,5.0,1408.44641,434,1,1,8,20,cyclic_32_1,cyclic_16_1,cyclic_32_1,block_32_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_4,unroll_64,unroll_2,unroll_2,7.5,0.1938329241829939,False
workload_1481.cpp,xczu7ev-ffvc1156-2-e,5.0,103.10585,137,3,1,5,9,block_32_1,block_2_2,complete_2,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_8,pipeline,unroll_2,unroll_2,pipeline,4.5,1.0,True
workload_1482.cpp,xczu7ev-ffvc1156-2-e,5.0,68.63521,255,3,1,12,21,block_2_2,cyclic_2_2,cyclic_2_1,cyclic_16_1,cyclic_4_1,block_2_1,unroll_2,pipeline,unroll_4,unroll_2,unroll_16,unroll_16,unroll_2,pipeline_1,9.25,0.8660027700406547,False
workload_1483.cpp,xczu7ev-ffvc1156-2-e,5.0,1418.51361,508,1,1,8,19,cyclic_32_1,cyclic_8_1,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_2,unroll_16,unroll_4,unroll_64,unroll_4,unroll_2,7.25,0.19038681943808677,False
workload_1484.cpp,xczu7ev-ffvc1156-2-e,5.0,634.51769,312,2,3,6,15,cyclic_32_1,block_2_2,cyclic_4_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_8,unroll_4,unroll_64,unroll_4,unroll_2,6.5,0.5908023347842404,False
workload_1485.cpp,xczu7ev-ffvc1156-2-e,5.0,1109.75773,661,3,1,3,12,block_32_1,block_2_2,cyclic_2_2,cyclic_8_1,complete_1,cyclic_2_1,unroll_2,unroll_64,unroll_2,unroll_32,unroll_4,unroll_64,unroll_2,unroll_2,4.75,0.38117492722533375,False
workload_1486.cpp,xczu7ev-ffvc1156-2-e,5.0,68.55653,231,5,1,12,20,block_2_2,cyclic_4_1,cyclic_2_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_8,pipeline,unroll_64,unroll_4,pipeline_1,9.5,0.8543565543551618,False
workload_1487.cpp,xczu7ev-ffvc1156-2-e,5.0,68.55729,234,4,1,10,19,block_2_2,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,complete_1,unroll_2,unroll_32,unroll_2,unroll_2,pipeline,unroll_64,unroll_4,pipeline_1,8.5,0.9014769353787614,False
workload_1488.cpp,xczu7ev-ffvc1156-2-e,5.0,68.67877,234,1,1,7,16,block_2_2,cyclic_8_1,cyclic_4_1,block_32_1,cyclic_8_1,complete_1,unroll_2,unroll_4,unroll_2,unroll_8,unroll_16,unroll_64,unroll_2,pipeline_1,6.25,0.9623203474085902,False
workload_1489.cpp,xczu7ev-ffvc1156-2-e,5.0,1417.73309,590,2,1,5,15,block_2_2,cyclic_8_1,complete_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_32,unroll_4,unroll_64,unroll_4,unroll_2,5.75,0.19549246752785346,False
workload_1490.cpp,xczu7ev-ffvc1156-2-e,5.0,1114.95484,1096,3,1,4,16,block_2_2,block_2_2,complete_2,cyclic_16_1,complete_1,block_2_1,unroll_4,pipeline,unroll_2,unroll_32,pipeline,unroll_64,unroll_2,unroll_2,6.0,0.3631038142878422,False
workload_1491.cpp,xczu7ev-ffvc1156-2-e,5.0,633.76377,173,2,3,3,11,block_2_2,block_2_2,cyclic_4_1,block_32_1,complete_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_2,unroll_4,unroll_64,unroll_2,unroll_2,4.75,0.6263442776204868,False
workload_1492.cpp,xczu7ev-ffvc1156-2-e,5.0,69.64065,238,2,1,14,23,cyclic_32_1,block_2_2,cyclic_2_2,cyclic_8_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline,unroll_2,unroll_8,unroll_2,unroll_2,unroll_4,pipeline_1,10.0,0.8313234288211416,False
workload_1493.cpp,xczu7ev-ffvc1156-2-e,5.0,1114.86129,185,3,1,2,9,block_32_1,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_2,unroll_16,unroll_2,unroll_4,unroll_2,unroll_2,3.75,0.39233071537708786,False
workload_1494.cpp,xczu7ev-ffvc1156-2-e,5.0,633.82905,163,2,3,3,10,block_32_1,block_2_2,cyclic_4_1,block_32_1,complete_2,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_16,unroll_2,unroll_2,unroll_2,4.5,0.6311256703094551,False
workload_1495.cpp,xczu7ev-ffvc1156-2-e,5.0,69.49377,1201,1,1,28,48,cyclic_32_1,cyclic_8_1,cyclic_4_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_64,unroll_4,unroll_8,unroll_16,unroll_64,unroll_4,pipeline_1,19.5,0.46166038545829613,False
workload_1496.cpp,xczu7ev-ffvc1156-2-e,5.0,1417.88349,352,2,1,4,11,block_2_2,cyclic_8_1,complete_2,cyclic_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_32,unroll_16,unroll_2,unroll_2,unroll_2,4.5,0.19767147262281076,False
workload_1497.cpp,xczu7ev-ffvc1156-2-e,5.0,68.60605,423,2,1,10,20,block_2_2,block_2_2,cyclic_4_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_64,unroll_2,unroll_16,unroll_4,unroll_64,unroll_4,pipeline_1,8.25,0.9134423742857989,False
workload_1498.cpp,xczu7ev-ffvc1156-2-e,5.0,1406.49325,617,2,1,4,13,block_2_2,cyclic_8_1,cyclic_2_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_32,unroll_16,unroll_64,unroll_4,unroll_2,5.0,0.20243093458937356,False
workload_1499.cpp,xczu7ev-ffvc1156-2-e,5.0,633.72961,171,4,3,2,8,block_2_2,block_2_2,complete_2,block_32_1,complete_2,complete_1,unroll_2,unroll_4,unroll_2,unroll_8,unroll_16,unroll_16,unroll_2,unroll_2,4.25,0.6359246188873009,False
workload_1500.cpp,xczu7ev-ffvc1156-2-e,5.0,103.15211,441,2,1,10,18,block_32_1,block_2_2,cyclic_2_2,block_32_1,cyclic_8_1,block_2_1,unroll_4,pipeline_1,unroll_2,unroll_32,unroll_4,unroll_2,unroll_2,pipeline,7.75,0.8978559383762774,False
workload_1501.cpp,xczu7ev-ffvc1156-2-e,5.0,633.71889,701,2,3,4,16,block_2_2,block_2_2,cyclic_4_1,block_32_1,cyclic_8_1,complete_1,unroll_2,unroll_32,unroll_4,unroll_32,unroll_16,pipeline_1,unroll_2,unroll_2,6.25,0.5963967170267412,False
workload_1502.cpp,xczu7ev-ffvc1156-2-e,5.0,68.56605,294,2,1,10,19,block_2_2,block_2_2,cyclic_4_1,cyclic_2_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_16,unroll_16,unroll_64,unroll_4,pipeline_1,8.0,0.9195053596109851,False
workload_1503.cpp,xczu7ev-ffvc1156-2-e,5.0,68.56241,526,2,1,10,21,block_2_2,block_2_2,cyclic_4_1,block_32_1,complete_1,block_2_1,unroll_2,unroll_64,unroll_2,unroll_16,unroll_16,unroll_64,unroll_4,pipeline_1,8.5,0.9014769336704175,False
workload_1504.cpp,xczu7ev-ffvc1156-2-e,5.0,1417.70562,583,1,1,6,19,block_32_1,cyclic_8_1,cyclic_4_1,cyclic_8_1,cyclic_8_1,block_2_1,unroll_4,pipeline,unroll_2,unroll_8,pipeline,unroll_64,unroll_2,unroll_2,6.75,0.1925569829239951,False
workload_1505.cpp,xczu7ev-ffvc1156-2-e,5.0,633.67597,465,5,3,3,13,block_2_2,block_2_2,cyclic_2_1,block_32_1,complete_1,complete_1,unroll_2,unroll_32,unroll_2,unroll_32,pipeline,unroll_64,unroll_4,unroll_2,6.0,0.60153619219483,False
workload_1506.cpp,xczu7ev-ffvc1156-2-e,5.0,633.82721,535,2,3,4,15,block_2_2,block_2_2,cyclic_4_1,block_32_1,cyclic_8_1,complete_1,unroll_2,unroll_64,unroll_4,unroll_8,unroll_16,unroll_2,unroll_2,unroll_2,6.0,0.6014530240309235,False
workload_1507.cpp,xczu7ev-ffvc1156-2-e,5.0,68.66617,174,3,1,7,13,block_32_1,block_2_2,cyclic_2_2,cyclic_8_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_8,unroll_4,unroll_64,unroll_2,pipeline_1,6.0,0.9685478528918222,False
workload_1508.cpp,xczu7ev-ffvc1156-2-e,5.0,103.15357,163,2,1,5,10,block_16_1,block_2_2,block_2_2,block_32_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_2,unroll_32,unroll_4,unroll_2,unroll_2,pipeline,4.5,0.9742973020069324,False
workload_1509.cpp,xczu7ev-ffvc1156-2-e,5.0,633.68769,473,4,3,5,14,block_32_1,block_2_2,block_32_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_4,unroll_2,pipeline,unroll_64,unroll_4,unroll_2,6.5,0.5912527180638547,False
workload_1510.cpp,xczu7ev-ffvc1156-2-e,5.0,1109.75997,239,1,1,3,10,complete_2,block_2_2,cyclic_4_1,cyclic_8_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_16,unroll_4,unroll_64,unroll_2,unroll_2,3.75,0.39492643859624665,False
workload_1511.cpp,xczu7ev-ffvc1156-2-e,5.0,1417.77121,204,3,1,4,12,block_2_2,cyclic_16_1,cyclic_2_1,cyclic_16_1,cyclic_4_1,block_2_1,unroll_2,pipeline,unroll_2,unroll_2,unroll_4,unroll_16,unroll_2,unroll_2,5.0,0.19702757720240607,False
workload_1513.cpp,xczu7ev-ffvc1156-2-e,5.0,633.68941,596,4,3,3,13,block_2_2,block_2_2,complete_2,block_32_1,cyclic_8_1,complete_1,unroll_2,unroll_32,unroll_2,unroll_32,unroll_16,unroll_64,unroll_4,unroll_2,5.75,0.606598324586341,False
workload_1514.cpp,xczu7ev-ffvc1156-2-e,5.0,70.74177,733,1,1,16,37,cyclic_32_1,block_2_2,cyclic_32_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_4,unroll_2,unroll_16,unroll_64,unroll_2,pipeline_1,13.75,0.6700082918965738,False
workload_1515.cpp,xczu7ev-ffvc1156-2-e,5.0,1418.51369,1265,1,1,8,20,cyclic_32_1,cyclic_8_1,cyclic_4_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_64,unroll_2,unroll_32,unroll_4,unroll_64,unroll_4,unroll_2,7.5,0.1894059211037734,False
workload_1516.cpp,xczu7ev-ffvc1156-2-e,5.0,68.78713,241,1,1,7,17,block_32_1,cyclic_8_1,cyclic_4_1,block_32_1,complete_2,cyclic_2_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_16,unroll_2,unroll_2,pipeline_1,6.5,0.9560472295061296,False
workload_1517.cpp,xczu7ev-ffvc1156-2-e,5.0,633.71605,280,5,3,3,12,block_2_2,block_2_2,cyclic_2_1,block_32_1,complete_1,complete_1,unroll_2,unroll_32,unroll_2,unroll_8,unroll_16,unroll_64,unroll_2,unroll_2,5.75,0.6065835853389865,False
workload_1518.cpp,xczu7ev-ffvc1156-2-e,5.0,1407.87453,281,1,1,6,17,complete_2,cyclic_16_1,cyclic_32_1,block_32_1,cyclic_4_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,unroll_2,6.25,0.19869819776531725,False
workload_1519.cpp,xczu7ev-ffvc1156-2-e,5.0,1406.51877,283,1,1,3,12,cyclic_2_2,cyclic_8_1,cyclic_4_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_8,unroll_16,unroll_64,unroll_2,unroll_2,4.25,0.20342164580663255,False
workload_1520.cpp,xczu7ev-ffvc1156-2-e,5.0,362.10569,416,5,3,4,13,block_32_1,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_32,pipeline,unroll_64,unroll_2,unroll_4,6.25,0.7552479743947963,False
workload_1521.cpp,xczu7ev-ffvc1156-2-e,5.0,68.72069,180,1,1,7,14,block_32_1,block_2_2,cyclic_4_1,cyclic_8_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_8,unroll_4,unroll_64,unroll_2,pipeline_1,5.75,0.9747495737134251,False
workload_1522.cpp,xczu7ev-ffvc1156-2-e,5.0,634.48385,361,3,3,6,14,cyclic_32_1,block_2_2,complete_2,block_32_1,complete_2,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_8,unroll_16,unroll_16,unroll_4,unroll_2,6.5,0.5908206935061514,False
workload_1523.cpp,xczu7ev-ffvc1156-2-e,5.0,1406.61557,329,2,1,3,12,block_2_2,cyclic_8_1,complete_2,block_32_1,complete_1,block_2_1,unroll_2,unroll_64,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_2,unroll_2,4.5,0.20311403639003997,False
workload_1524.cpp,xczu7ev-ffvc1156-2-e,5.0,68.55461,354,4,1,12,20,block_2_2,block_2_2,cyclic_2_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_64,unroll_2,unroll_8,pipeline,unroll_64,unroll_4,pipeline_1,9.25,0.8660028281381946,False
workload_1525.cpp,xczu7ev-ffvc1156-2-e,5.0,68.66509,262,3,1,5,14,complete_2,block_2_2,cyclic_2_2,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_32,unroll_4,unroll_64,unroll_2,pipeline_1,5.75,0.9747894995655804,False
workload_1526.cpp,xczu7ev-ffvc1156-2-e,5.0,68.62165,140,3,1,5,10,block_2_2,cyclic_2_2,cyclic_2_2,block_16_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline,unroll_2,unroll_8,pipeline,unroll_16,unroll_2,pipeline_1,4.75,1.0,True
workload_1527.cpp,xczu7ev-ffvc1156-2-e,5.0,1109.72437,324,3,1,2,10,block_32_1,block_2_2,cyclic_2_2,cyclic_8_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_32,unroll_16,unroll_32,unroll_2,unroll_2,4.0,0.3915206878030907,False
