Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,InnerLoop_1_1,Area,Weight,is_pareto
md_kernel_194.c,xcu200-fsgd2104-2-e,5.0,0.176965,33,1,1,1,1,unroll_4,pipeline_1,1.0,0.8637221772386694,False
md_kernel_195.c,xcu200-fsgd2104-2-e,5.0,0.310405,36,1,1,1,1,unroll_2,unroll_8,1.0,0.627509610479514,False
md_kernel_196.c,xcu200-fsgd2104-2-e,5.0,0.514725,55,1,1,1,1,unroll_8,unroll_4,1.0,0.3477592959146534,False
md_kernel_197.c,xcu200-fsgd2104-2-e,5.0,0.924805,28,1,1,1,1,unroll_2,unroll_2,1.0,0.10141888378847515,False
md_kernel_198.c,xcu200-fsgd2104-2-e,5.0,0.012335,39,1,3,1,1,pipeline,unroll_8,1.5,1.0,True
md_kernel_199.c,xcu200-fsgd2104-2-e,5.0,0.194725,39,1,1,1,1,unroll_8,pipeline,1.0,0.8301656930621404,False
md_kernel_200.c,xcu200-fsgd2104-2-e,5.0,0.924245,61,1,1,1,1,unroll_16,unroll_2,1.0,0.10146664028184886,False
md_kernel_201.c,xcu200-fsgd2104-2-e,5.0,0.103045,45,1,2,1,1,unroll_2,unroll,1.25,0.9286009237298397,False
md_kernel_202.c,xcu200-fsgd2104-2-e,5.0,0.012335,38,1,3,1,1,pipeline_1,unroll_2,1.5,1.0,True
md_kernel_203.c,xcu200-fsgd2104-2-e,5.0,0.176685,81,1,1,3,3,unroll_32,pipeline_1,2.0,0.660259767400937,False
md_kernel_204.c,xcu200-fsgd2104-2-e,5.0,0.514885,38,1,1,1,1,unroll_4,unroll_4,1.0,0.34758082575777366,False
md_kernel_205.c,xcu200-fsgd2104-2-e,5.0,0.176805,34,1,1,1,1,unroll_8,pipeline_1,1.0,0.8640268038435852,False
md_kernel_206.c,xcu200-fsgd2104-2-e,5.0,0.012335,37,1,3,1,1,pipeline,pipeline_1,1.5,1.0,True
md_kernel_207.c,xcu200-fsgd2104-2-e,5.0,0.012335,37,1,3,1,1,pipeline_1,unroll_4,1.5,1.0,True
md_kernel_208.c,xcu200-fsgd2104-2-e,5.0,0.012335,37,1,3,1,1,pipeline,unroll_4,1.5,1.0,True
md_kernel_209.c,xcu200-fsgd2104-2-e,5.0,0.514645,81,1,1,1,1,unroll_16,unroll_4,1.0,0.34784855499525125,False
md_kernel_210.c,xcu200-fsgd2104-2-e,5.0,0.017605,223,1,4,3,5,unroll_16,unroll,3.25,0.41735918586264165,False
md_kernel_211.c,xcu200-fsgd2104-2-e,5.0,0.012335,39,1,3,1,1,pipeline,unroll,1.5,1.0,True
md_kernel_212.c,xcu200-fsgd2104-2-e,5.0,0.194605,79,1,1,3,3,unroll_32,pipeline,2.0,0.6446728286883233,False
md_kernel_213.c,xcu200-fsgd2104-2-e,5.0,0.514585,347,1,1,1,2,unroll_64,unroll_4,1.25,0.3474563352560344,False
md_kernel_214.c,xcu200-fsgd2104-2-e,5.0,0.195205,27,1,1,1,1,unroll_2,pipeline,1.0,0.8292662951288982,False
md_kernel_215.c,xcu200-fsgd2104-2-e,5.0,0.014245,451,1,4,4,8,unroll_32,unroll,4.25,0.22854959546597,False
md_kernel_216.c,xcu200-fsgd2104-2-e,5.0,0.309785,699,1,1,1,3,unroll_64,unroll_8,1.5,0.6056694976000934,False
md_kernel_217.c,xcu200-fsgd2104-2-e,5.0,0.309925,71,1,1,1,1,unroll_8,unroll_8,1.0,0.6282871893628278,False
md_kernel_218.c,xcu200-fsgd2104-2-e,5.0,0.194885,29,1,1,1,1,unroll_4,pipeline,1.0,0.8298658473532425,False
md_kernel_219.c,xcu200-fsgd2104-2-e,5.0,0.012335,40,1,3,1,1,pipeline_1,unroll,1.5,1.0,True
md_kernel_220.c,xcu200-fsgd2104-2-e,5.0,0.176725,55,1,1,1,1,unroll_16,pipeline_1,1.0,1.0,True
md_kernel_221.c,xcu200-fsgd2104-2-e,5.0,0.012335,37,1,3,1,1,pipeline_1,unroll_8,1.5,1.0,True
md_kernel_222.c,xcu200-fsgd2104-2-e,5.0,0.012335,38,1,3,1,1,pipeline,pipeline,1.5,1.0,True
md_kernel_223.c,xcu200-fsgd2104-2-e,5.0,0.924325,39,1,1,1,1,unroll_8,unroll_2,1.0,0.10145976953383015,False
md_kernel_224.c,xcu200-fsgd2104-2-e,5.0,0.012335,38,1,3,1,1,pipeline,unroll_2,1.5,1.0,True
md_kernel_225.c,xcu200-fsgd2104-2-e,5.0,0.514605,157,1,1,1,1,unroll_32,unroll_4,1.0,0.3478931905360557,False
md_kernel_226.c,xcu200-fsgd2104-2-e,5.0,0.309845,137,1,1,1,1,unroll_16,unroll_8,1.0,0.6284168394006037,False
md_kernel_227.c,xcu200-fsgd2104-2-e,5.0,0.515205,33,1,1,1,1,unroll_2,unroll_4,1.0,0.34722407746346595,False
md_kernel_228.c,xcu200-fsgd2104-2-e,5.0,0.924185,199,1,1,1,1,unroll_64,unroll_2,1.0,0.1014718039285634,False
md_kernel_229.c,xcu200-fsgd2104-2-e,5.0,0.194645,52,1,1,1,1,unroll_16,pipeline,1.0,0.8303156332913644,False
md_kernel_230.c,xcu200-fsgd2104-2-e,5.0,0.176665,148,1,1,6,6,unroll_64,pipeline_1,3.5,0.33313994115814716,False
md_kernel_231.c,xcu200-fsgd2104-2-e,5.0,0.052165,68,1,2,1,1,unroll_4,unroll,1.25,1.0,True
md_kernel_232.c,xcu200-fsgd2104-2-e,5.0,0.194585,140,1,1,6,6,unroll_64,pipeline,3.5,0.32602296069316195,False
md_kernel_233.c,xcu200-fsgd2104-2-e,5.0,0.177285,28,1,1,1,1,unroll_2,pipeline_1,1.0,0.8631130394623379,False
md_kernel_234.c,xcu200-fsgd2104-2-e,5.0,0.310085,48,1,1,1,1,unroll_4,unroll_8,1.0,0.6280279351903915,False
md_kernel_235.c,xcu200-fsgd2104-2-e,5.0,0.026725,115,1,3,2,2,unroll_8,unroll,2.0,0.7701081580052318,False
md_kernel_236.c,xcu200-fsgd2104-2-e,5.0,0.924205,95,1,1,1,1,unroll_32,unroll_2,1.0,0.10147008170483013,False
md_kernel_237.c,xcu200-fsgd2104-2-e,5.0,0.924485,30,1,1,1,1,unroll_4,unroll_2,1.0,0.10144607642959004,False
md_kernel_238.c,xcu200-fsgd2104-2-e,5.0,0.309805,277,1,1,1,2,unroll_32,unroll_8,1.25,0.625549906060686,False
md_kernel_239.c,xcu200-fsgd2104-2-e,5.0,0.012565,1052,1,5,6,12,unroll_64,unroll,6.0,0.10000000000000003,False
md_kernel_240.c,xcu200-fsgd2104-2-e,3.33,0.18094221,33,1,1,1,1,unroll_4,pipeline_1,1.0,0.7856022923496373,False
md_kernel_241.c,xcu200-fsgd2104-2-e,3.33,0.0085247999999999,40,1,3,2,1,pipeline_1,pipeline,1.75,1.0,True
md_kernel_242.c,xcu200-fsgd2104-2-e,3.33,0.32096205,40,1,1,1,1,unroll_2,unroll_8,1.0,0.5676009243286417,False
md_kernel_243.c,xcu200-fsgd2104-2-e,3.33,0.0085247999999999,43,1,3,2,1,pipeline_1,pipeline_1,1.75,1.0,True
md_kernel_244.c,xcu200-fsgd2104-2-e,3.33,0.53035245,64,1,1,1,1,unroll_8,unroll_4,1.0,0.31047120643007775,False
md_kernel_245.c,xcu200-fsgd2104-2-e,3.33,0.95009229,28,1,1,1,1,unroll_2,unroll_2,1.0,0.10000000000000003,False
md_kernel_246.c,xcu200-fsgd2104-2-e,3.33,0.20981997,39,1,1,1,1,unroll_8,pipeline,1.0,0.7386765023845684,False
md_kernel_247.c,xcu200-fsgd2104-2-e,3.33,0.0085247999999999,46,1,3,2,1,pipeline,unroll_8,1.75,1.0,True
md_kernel_248.c,xcu200-fsgd2104-2-e,3.33,0.94971933,67,1,1,1,1,unroll_16,unroll_2,1.0,0.10000016748774185,False
md_kernel_249.c,xcu200-fsgd2104-2-e,3.33,0.0085247999999999,44,1,3,2,1,pipeline_1,unroll_2,1.75,1.0,True
md_kernel_250.c,xcu200-fsgd2104-2-e,3.33,0.10741581,60,1,2,1,1,unroll_2,unroll,1.25,1.0,True
md_kernel_251.c,xcu200-fsgd2104-2-e,3.33,0.18083565,39,1,1,1,1,unroll_8,pipeline_1,1.0,0.7857763225406067,False
md_kernel_252.c,xcu200-fsgd2104-2-e,3.33,0.18075573,92,1,1,3,3,unroll_32,pipeline_1,2.0,0.6893996702058012,False
md_kernel_253.c,xcu200-fsgd2104-2-e,3.33,0.5304590100000001,46,1,1,1,1,unroll_4,unroll_4,1.0,0.31036509762958264,False
md_kernel_254.c,xcu200-fsgd2104-2-e,3.33,0.0085247999999999,40,1,3,2,1,pipeline,pipeline_1,1.75,1.0,True
md_kernel_255.c,xcu200-fsgd2104-2-e,3.33,0.0085247999999999,46,1,3,2,1,pipeline_1,unroll_4,1.75,1.0,True
md_kernel_256.c,xcu200-fsgd2104-2-e,3.33,0.0085247999999999,45,1,3,2,1,pipeline,unroll_4,1.75,1.0,True
md_kernel_257.c,xcu200-fsgd2104-2-e,3.33,0.01412253,254,1,3,4,4,unroll_16,unroll,3.0,0.5919178088893521,False
md_kernel_258.c,xcu200-fsgd2104-2-e,3.33,0.53029917,106,1,1,1,1,unroll_16,unroll_4,1.0,0.31052427061400345,False
md_kernel_259.c,xcu200-fsgd2104-2-e,3.33,0.0085247999999999,45,1,3,2,1,pipeline,unroll,1.75,1.0,True
md_kernel_260.c,xcu200-fsgd2104-2-e,3.33,0.20974005,93,1,1,3,2,unroll_32,pipeline,1.75,0.6869307580125894,False
md_kernel_261.c,xcu200-fsgd2104-2-e,3.33,0.53025921,548,1,1,2,2,unroll_64,unroll_4,1.5,0.3124995569787814,False
md_kernel_262.c,xcu200-fsgd2104-2-e,3.33,0.2101396499999999,28,1,1,1,1,unroll_2,pipeline,1.0,0.7381605318757691,False
md_kernel_263.c,xcu200-fsgd2104-2-e,3.33,0.01068597,576,1,4,6,8,unroll_32,unroll,4.75,0.2262437783626802,False
md_kernel_264.c,xcu200-fsgd2104-2-e,3.33,0.32054913,1019,1,1,2,3,unroll_64,unroll_8,1.75,0.5484489219710191,False
md_kernel_265.c,xcu200-fsgd2104-2-e,3.33,0.32064237,83,1,1,1,1,unroll_8,unroll_8,1.0,0.5680635369431682,False
md_kernel_266.c,xcu200-fsgd2104-2-e,3.33,0.53067213,35,1,1,1,1,unroll_2,unroll_4,1.0,0.3101529583011104,False
md_kernel_267.c,xcu200-fsgd2104-2-e,3.33,0.0085247999999999,42,1,3,2,1,pipeline_1,unroll,1.75,1.0,True
md_kernel_268.c,xcu200-fsgd2104-2-e,3.33,0.94977261,49,1,1,1,1,unroll_8,unroll_2,1.0,0.1000001230528082,False
md_kernel_269.c,xcu200-fsgd2104-2-e,3.33,0.20976669,57,1,1,1,1,unroll_16,pipeline,1.0,0.7387625065847514,False
md_kernel_270.c,xcu200-fsgd2104-2-e,3.33,0.0085247999999999,44,1,3,2,1,pipeline,pipeline,1.75,1.0,True
md_kernel_271.c,xcu200-fsgd2104-2-e,3.33,0.32074893,54,1,1,1,1,unroll_4,unroll_8,1.0,0.5679093112676505,False
md_kernel_272.c,xcu200-fsgd2104-2-e,3.33,0.18078237,59,1,1,1,1,unroll_16,pipeline_1,1.0,1.0,True
md_kernel_273.c,xcu200-fsgd2104-2-e,3.33,0.05392269,80,1,3,1,1,unroll_4,unroll,1.5,1.0,True
md_kernel_274.c,xcu200-fsgd2104-2-e,3.33,0.02738925,137,1,3,2,2,unroll_8,unroll,2.0,0.9010918957291547,False
md_kernel_275.c,xcu200-fsgd2104-2-e,3.33,0.18115533,28,1,1,1,1,unroll_2,pipeline_1,1.0,0.7852542444363013,False
md_kernel_276.c,xcu200-fsgd2104-2-e,3.33,0.20992653,31,1,1,1,1,unroll_4,pipeline,1.0,0.7385045017878168,False
md_kernel_277.c,xcu200-fsgd2104-2-e,3.33,0.5302725300000001,208,1,1,1,1,unroll_32,unroll_4,1.0,0.31055080515183753,False
md_kernel_278.c,xcu200-fsgd2104-2-e,3.33,0.94987917,36,1,1,1,1,unroll_4,unroll_2,1.0,0.10000005469100806,False
md_kernel_279.c,xcu200-fsgd2104-2-e,3.33,0.94967937,319,1,1,1,1,unroll_64,unroll_2,1.0,0.1000002053000723,False
md_kernel_280.c,xcu200-fsgd2104-2-e,3.33,0.0085247999999999,44,1,3,2,1,pipeline_1,unroll_8,1.75,1.0,True
md_kernel_281.c,xcu200-fsgd2104-2-e,3.33,0.20972673,168,1,1,6,5,unroll_64,pipeline,3.25,0.43431365588168314,False
md_kernel_282.c,xcu200-fsgd2104-2-e,3.33,0.32058909,163,1,1,1,1,unroll_16,unroll_8,1.0,0.5681406578300867,False
md_kernel_283.c,xcu200-fsgd2104-2-e,3.33,0.94969269,133,1,1,1,1,unroll_32,unroll_2,1.0,0.10000019226871201,False
md_kernel_284.c,xcu200-fsgd2104-2-e,3.33,0.32056245,383,1,1,1,2,unroll_32,unroll_8,1.25,0.5743208985364924,False
md_kernel_285.c,xcu200-fsgd2104-2-e,3.33,0.0085247999999999,41,1,3,2,1,pipeline,unroll_2,1.75,1.0,True
md_kernel_286.c,xcu200-fsgd2104-2-e,3.33,0.18074241,175,1,1,6,6,unroll_64,pipeline_1,3.5,0.4067674863028826,False
md_kernel_287.c,xcu200-fsgd2104-2-e,3.33,0.00896769,1243,1,4,7,13,unroll_64,unroll,6.25,0.10343717256302225,False
