Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,Area,Weight,is_pareto
gemm_251.c,xczu7ev-ffvc1156-2-e,10.0,8.31497,1023,1,1,38,60,unroll_8,unroll,pipeline_1,25.0,0.21896598956960628,False
gemm_252.c,xczu7ev-ffvc1156-2-e,10.0,8.33603,72,1,1,5,8,unroll_32,unroll_2,pipeline_1,3.75,0.660238528243122,False
gemm_253.c,xczu7ev-ffvc1156-2-e,10.0,1.52073,175,1,1,46,35,unroll_16,pipeline_1,unroll_4,20.75,0.4335225361214804,False
gemm_254.c,xczu7ev-ffvc1156-2-e,10.0,17.74689,33,1,1,1,1,unroll_2,unroll_4,unroll_4,1.0,0.18814052752721658,False
gemm_255.c,xczu7ev-ffvc1156-2-e,10.0,8.336,149,1,1,9,16,unroll,unroll_2,pipeline_1,6.75,0.5919907748641895,False
gemm_260.c,xczu7ev-ffvc1156-2-e,10.0,8.32585,43,1,1,2,4,unroll_8,unroll_4,pipeline_1,2.0,0.6956490646196521,False
gemm_261.c,xczu7ev-ffvc1156-2-e,10.0,1.52097,50,1,1,12,9,unroll_4,pipeline_1,unroll_4,5.75,0.9288019279281817,False
gemm_262.c,xczu7ev-ffvc1156-2-e,10.0,1.52081,93,1,1,23,18,unroll_8,pipeline_1,unroll_4,10.75,0.8077827224418789,False
gemm_263.c,xczu7ev-ffvc1156-2-e,10.0,3.40041,364,1,1,9,18,unroll_8,unroll_4,unroll,7.25,0.7788772114604035,False
gemm_264.c,xczu7ev-ffvc1156-2-e,10.0,17.73769,370,1,1,6,15,unroll_8,unroll_32,unroll_4,5.75,0.184472489947771,False
gemm_265.c,xczu7ev-ffvc1156-2-e,10.0,1.52073,182,1,1,46,35,unroll_16,pipeline,unroll,20.75,0.4335225361214804,False
gemm_267.c,xczu7ev-ffvc1156-2-e,10.0,1.73125,3119,1,1,20,38,unroll_16,unroll_8,unroll,15.0,0.6397304452663156,False
gemm_269.c,xczu7ev-ffvc1156-2-e,10.0,17.75713,26,1,1,1,1,unroll_2,unroll_2,unroll_4,1.0,0.18783272564753453,False
gemm_270.c,xczu7ev-ffvc1156-2-e,10.0,13.73281,59,1,1,1,5,unroll_2,unroll_4,unroll_32,2.0,0.35100299346201524,False
gemm_271.c,xczu7ev-ffvc1156-2-e,10.0,17.73585,356,1,1,6,21,unroll_4,unroll,unroll_4,7.25,0.18013344207218807,False
gemm_272.c,xczu7ev-ffvc1156-2-e,10.0,15.44417,110,1,1,2,9,unroll_2,unroll_32,unroll_8,3.25,0.2709956349429575,False
gemm_277.c,xczu7ev-ffvc1156-2-e,10.0,22.33441,27,1,1,1,1,unroll_2,unroll_4,unroll_2,1.0,0.10414387122025484,False
gemm_278.c,xczu7ev-ffvc1156-2-e,10.0,17.75683,70,1,1,1,7,unroll_32,unroll_2,unroll_4,2.5,0.18820589231570545,False
gemm_279.c,xczu7ev-ffvc1156-2-e,10.0,14.31619,261,1,1,2,13,unroll_32,unroll_2,unroll_16,4.25,0.31883539481928846,False
gemm_282.c,xczu7ev-ffvc1156-2-e,10.0,8.33609,31,1,1,1,2,unroll_8,unroll_2,pipeline_1,1.25,0.6978995454590065,False
gemm_283.c,xczu7ev-ffvc1156-2-e,10.0,1.52097,51,1,1,12,9,unroll_4,pipeline,unroll_4,5.75,0.9288019279281817,False
gemm_284.c,xczu7ev-ffvc1156-2-e,10.0,10.94217,58,1,1,4,6,unroll_8,unroll_8,pipeline,3.0,0.5107651224051754,False
gemm_285.c,xczu7ev-ffvc1156-2-e,10.0,22.32329,567,1,1,11,28,unroll_8,unroll,unroll_2,10.25,0.10146187066577875,False
gemm_286.c,xczu7ev-ffvc1156-2-e,10.0,14.30625,40,1,1,1,3,unroll_2,unroll_4,unroll_16,1.5,0.32238582792637027,False
gemm_287.c,xczu7ev-ffvc1156-2-e,10.0,13.74305,40,1,1,1,3,unroll_2,unroll_2,unroll_32,1.5,0.35010850627462053,False
gemm_288.c,xczu7ev-ffvc1156-2-e,10.0,14.29729,246,1,1,2,10,unroll_2,unroll_32,unroll_16,3.5,0.321809255756388,False
gemm_289.c,xczu7ev-ffvc1156-2-e,10.0,14.30089,253,1,1,2,11,unroll_8,unroll_8,unroll_16,3.75,0.3210457049515891,False
gemm_290.c,xczu7ev-ffvc1156-2-e,10.0,22.32515,1869,1,1,23,34,unroll_32,unroll_32,unroll_2,14.75,0.10000000000000003,False
gemm_291.c,xczu7ev-ffvc1156-2-e,10.0,17.73793,66,1,1,1,6,unroll_2,unroll_32,unroll_4,2.25,0.18878980263603262,False
gemm_292.c,xczu7ev-ffvc1156-2-e,10.0,1.52073,143,1,1,46,35,unroll_16,pipeline_1,unroll_2,20.75,0.4335225361214804,False
gemm_293.c,xczu7ev-ffvc1156-2-e,10.0,6.73865,160,1,1,9,15,unroll_8,unroll_2,unroll,6.5,0.6640037861301786,False
gemm_294.c,xczu7ev-ffvc1156-2-e,10.0,10.95747,63,1,1,4,6,unroll_32,unroll_2,pipeline,3.0,0.5097863701800567,False
gemm_295.c,xczu7ev-ffvc1156-2-e,10.0,17.74659,133,1,1,3,11,unroll_32,unroll_4,unroll_4,4.0,0.18746521116061782,False
gemm_296.c,xczu7ev-ffvc1156-2-e,10.0,8.32067,315,1,1,19,30,unroll_32,unroll_8,pipeline_1,12.75,0.4402595729822778,False
gemm_299.c,xczu7ev-ffvc1156-2-e,10.0,13.72745,809,1,1,3,14,unroll_8,unroll_8,unroll_32,4.75,0.34507096171722607,False
gemm_300.c,xczu7ev-ffvc1156-2-e,10.0,10.93955,1177,1,1,31,45,unroll_32,unroll_16,pipeline,19.5,0.23597690057798068,False
gemm_302.c,xczu7ev-ffvc1156-2-e,10.0,17.74177,33,1,1,1,2,unroll_2,unroll_8,unroll_4,1.25,0.1884245605425008,False
gemm_303.c,xczu7ev-ffvc1156-2-e,10.0,6.73861,436,1,1,17,21,unroll_16,unroll_2,unroll,10.0,0.5641809104699941,False
gemm_304.c,xczu7ev-ffvc1156-2-e,5.0,9.504485,46,1,1,2,3,unroll_2,unroll_16,pipeline_1,1.75,1.0,True
gemm_305.c,xczu7ev-ffvc1156-2-e,5.0,10.818965,33,1,1,1,2,unroll_4,unroll_4,pipeline,1.25,0.48600938366205726,False
gemm_306.c,xczu7ev-ffvc1156-2-e,5.0,0.844325,63,1,1,13,10,unroll_4,pipeline_1,pipeline,6.25,0.8702605186235538,False
gemm_307.c,xczu7ev-ffvc1156-2-e,5.0,0.844205,188,1,1,49,37,unroll_16,pipeline_1,pipeline_1,22.0,0.1530417373840201,False
gemm_308.c,xczu7ev-ffvc1156-2-e,5.0,15.749285,205,1,1,3,13,unroll_2,unroll,unroll_4,4.5,0.2102147975667602,False
gemm_310.c,xczu7ev-ffvc1156-2-e,5.0,0.844245,106,1,1,25,19,unroll_8,pipeline,unroll_32,11.5,0.6512429987556422,False
gemm_313.c,xczu7ev-ffvc1156-2-e,5.0,0.844325,72,1,1,13,10,unroll_4,pipeline_1,unroll_32,6.25,0.8702605186235538,False
gemm_315.c,xczu7ev-ffvc1156-2-e,5.0,0.844485,47,1,1,7,5,unroll_2,pipeline,unroll_2,3.5,1.0,True
gemm_317.c,xczu7ev-ffvc1156-2-e,5.0,10.814485,153,1,1,8,14,unroll_4,unroll_32,pipeline,6.0,0.3960602949477553,False
gemm_320.c,xczu7ev-ffvc1156-2-e,5.0,0.844325,73,1,1,13,10,unroll_4,pipeline_1,pipeline_1,6.25,0.8702605186235538,False
gemm_321.c,xczu7ev-ffvc1156-2-e,5.0,15.749165,2719,1,1,15,36,unroll_8,unroll,unroll_4,13.25,0.11384751011476961,False
gemm_323.c,xczu7ev-ffvc1156-2-e,5.0,12.800165,1973,1,1,6,25,unroll_2,unroll,unroll_16,8.25,0.2588629951777468,False
gemm_325.c,xczu7ev-ffvc1156-2-e,5.0,10.815085,174,1,1,8,14,unroll_8,unroll_16,pipeline,6.0,0.39603599375841303,False
gemm_327.c,xczu7ev-ffvc1156-2-e,5.0,10.813525,445,1,1,15,29,unroll_4,unroll,pipeline,11.5,0.22366336314647192,False
gemm_331.c,xczu7ev-ffvc1156-2-e,5.0,19.682285,243,1,1,6,14,unroll_8,unroll_32,unroll_2,5.5,0.11084488882815394,False
gemm_332.c,xczu7ev-ffvc1156-2-e,5.0,9.504335,1741,1,1,31,53,unroll_32,unroll_16,pipeline_1,21.5,0.10721569962207667,False
gemm_334.c,xczu7ev-ffvc1156-2-e,5.0,19.682965,60,1,1,1,4,unroll_4,unroll_16,unroll_2,1.75,0.11431861153617522,False
gemm_335.c,xczu7ev-ffvc1156-2-e,5.0,10.824085,30,1,1,1,1,unroll_4,unroll_2,pipeline,1.0,0.48412793787426245,False
gemm_340.c,xczu7ev-ffvc1156-2-e,5.0,12.801645,1629,1,1,7,15,unroll_8,unroll_16,unroll_16,6.0,0.311159415482123,False
gemm_343.c,xczu7ev-ffvc1156-2-e,5.0,9.504405,71,1,1,4,6,unroll_4,unroll_16,pipeline_1,3.0,0.5492140965377708,False
gemm_346.c,xczu7ev-ffvc1156-2-e,5.0,15.750885,51,1,1,1,3,unroll_2,unroll_16,unroll_4,1.5,0.21744232378382977,False
gemm_348.c,xczu7ev-ffvc1156-2-e,5.0,13.784685,464,1,1,5,12,unroll_8,unroll_16,unroll_8,4.75,0.2891308916463046,False
gemm_353.c,xczu7ev-ffvc1156-2-e,5.0,0.844245,126,1,1,25,19,unroll_8,pipeline_1,unroll_32,11.5,0.6512429987556422,False
gemm_354.c,xczu7ev-ffvc1156-2-e,5.0,19.682325,118,1,1,3,7,unroll_4,unroll_32,unroll_2,3.0,0.11431626384842217,False
gemm_358.c,xczu7ev-ffvc1156-2-e,5.0,0.783765,884,1,1,7,20,unroll_4,unroll_16,unroll,7.25,1.0,True
gemm_361.c,xczu7ev-ffvc1156-2-e,5.0,0.844325,64,1,1,13,10,unroll_4,pipeline,unroll_32,6.25,0.8702605186235538,False
gemm_362.c,xczu7ev-ffvc1156-2-e,5.0,9.505765,33,1,1,1,2,unroll_2,unroll_8,pipeline_1,1.25,1.0,True
gemm_363.c,xczu7ev-ffvc1156-2-e,5.0,0.844485,42,1,1,7,5,unroll_2,pipeline,unroll_8,3.5,1.0,True
gemm_364.c,xczu7ev-ffvc1156-2-e,5.0,0.844325,66,1,1,13,10,unroll_4,pipeline,unroll,6.25,0.8702605186235538,False
gemm_365.c,xczu7ev-ffvc1156-2-e,5.0,13.783125,1958,1,1,9,29,unroll_4,unroll,unroll_8,10.0,0.19242078586472483,False
gemm_367.c,xczu7ev-ffvc1156-2-e,5.0,10.813605,140,1,1,8,15,unroll_2,unroll,pipeline,6.25,0.3881005179989748,False
gemm_368.c,xczu7ev-ffvc1156-2-e,5.0,0.844485,44,1,1,7,5,unroll_2,pipeline,unroll_16,3.5,1.0,True
gemm_370.c,xczu7ev-ffvc1156-2-e,5.0,13.784725,162,1,1,2,9,unroll_4,unroll_16,unroll_8,3.25,0.30429042070332735,False
gemm_373.c,xczu7ev-ffvc1156-2-e,5.0,0.844325,66,1,1,13,10,unroll_4,pipeline,unroll_16,6.25,0.8702605186235538,False
gemm_374.c,xczu7ev-ffvc1156-2-e,5.0,0.844245,105,1,1,25,19,unroll_8,pipeline,pipeline_1,11.5,0.6512429987556422,False
gemm_375.c,xczu7ev-ffvc1156-2-e,5.0,10.814445,417,1,1,16,28,unroll_8,unroll_32,pipeline,11.5,0.22364554895995498,False
gemm_377.c,xczu7ev-ffvc1156-2-e,5.0,10.824,151,1,1,8,15,unroll,unroll_2,pipeline,6.25,0.3876918039127858,False
gemm_382.c,xczu7ev-ffvc1156-2-e,5.0,10.815065,375,1,1,16,28,unroll_16,unroll_16,pipeline,11.5,0.22363354313604117,False
gemm_383.c,xczu7ev-ffvc1156-2-e,5.0,13.786005,77,1,1,1,5,unroll_4,unroll_8,unroll_8,2.0,0.30756593244767066,False
gemm_386.c,xczu7ev-ffvc1156-2-e,5.0,0.844485,42,1,1,7,5,unroll_2,pipeline_1,pipeline,3.5,1.0,True
gemm_388.c,xczu7ev-ffvc1156-2-e,5.0,15.759725,36,1,1,1,2,unroll_8,unroll_2,unroll_4,1.25,0.2165801174280347,False
gemm_390.c,xczu7ev-ffvc1156-2-e,5.0,15.750765,175,1,1,4,11,unroll_8,unroll_16,unroll_4,4.25,0.21184051370576906,False
gemm_391.c,xczu7ev-ffvc1156-2-e,5.0,12.801765,141,1,1,2,8,unroll_2,unroll_16,unroll_16,3.0,0.3585049258249462,False
gemm_392.c,xczu7ev-ffvc1156-2-e,5.0,0.844325,60,1,1,13,10,unroll_4,pipeline,unroll_8,6.25,0.8702605186235538,False
gemm_393.c,xczu7ev-ffvc1156-2-e,5.0,10.816485,28,1,1,1,2,unroll_2,unroll_8,pipeline,1.25,0.4861834026007734,False
gemm_394.c,xczu7ev-ffvc1156-2-e,5.0,9.503765,138,1,1,8,13,unroll_4,unroll_32,pipeline_1,5.75,0.4544947308097652,False
gemm_395.c,xczu7ev-ffvc1156-2-e,5.0,15.759845,25,1,1,1,1,unroll_2,unroll_2,unroll_4,1.0,0.21601797747228574,False
gemm_396.c,xczu7ev-ffvc1156-2-e,5.0,9.503725,405,1,1,16,27,unroll_8,unroll_32,pipeline_1,11.25,0.2571228637586704,False
gemm_397.c,xczu7ev-ffvc1156-2-e,5.0,0.844325,61,1,1,13,10,unroll_4,pipeline,pipeline,6.25,0.8702605186235538,False
gemm_398.c,xczu7ev-ffvc1156-2-e,5.0,10.815205,41,1,1,2,3,unroll_2,unroll_16,pipeline,1.75,0.48896440682679854,False
gemm_399.c,xczu7ev-ffvc1156-2-e,5.0,10.818905,68,1,1,4,7,unroll_16,unroll_4,pipeline,3.25,0.4733602487618197,False
gemm_400.c,xczu7ev-ffvc1156-2-e,5.0,19.682895,813,1,1,13,22,unroll_32,unroll_16,unroll_2,9.25,0.10212669999232313,False
gemm_402.c,xczu7ev-ffvc1156-2-e,5.0,0.844325,60,1,1,13,10,unroll_4,pipeline,unroll_4,6.25,0.8702605186235538,False
gemm_403.c,xczu7ev-ffvc1156-2-e,5.0,0.844485,42,1,1,7,5,unroll_2,pipeline,unroll_4,3.5,1.0,True
gemm_404.c,xczu7ev-ffvc1156-2-e,5.0,10.815125,66,1,1,4,7,unroll_4,unroll_16,pipeline,3.25,0.4735845756764512,False
gemm_405.c,xczu7ev-ffvc1156-2-e,5.0,19.682265,795,1,1,13,22,unroll_16,unroll_32,unroll_2,9.25,0.10212968825812484,False
gemm_406.c,xczu7ev-ffvc1156-2-e,5.0,6.052245,101,1,1,5,8,unroll_4,unroll_2,unroll,3.75,0.6824211278447023,False
gemm_407.c,xczu7ev-ffvc1156-2-e,5.0,15.750735,2360,1,1,15,25,unroll_32,unroll_16,unroll_4,10.5,0.14207014865716422,False
gemm_408.c,xczu7ev-ffvc1156-2-e,5.0,10.816365,67,1,1,4,7,unroll_8,unroll_8,pipeline,3.25,0.47351099439121336,False
gemm_409.c,xczu7ev-ffvc1156-2-e,5.0,0.844485,45,1,1,7,5,unroll_2,pipeline,unroll_32,3.5,1.0,True
gemm_410.c,xczu7ev-ffvc1156-2-e,5.0,0.844245,106,1,1,25,19,unroll_8,pipeline_1,pipeline_1,11.5,0.6512429987556422,False
gemm_411.c,xczu7ev-ffvc1156-2-e,5.0,0.844325,64,1,1,13,10,unroll_4,pipeline_1,unroll_8,6.25,0.8702605186235538,False
gemm_414.c,xczu7ev-ffvc1156-2-e,5.0,9.504365,146,1,1,8,14,unroll_8,unroll_16,pipeline_1,6.0,0.4453218063239579,False
gemm_415.c,xczu7ev-ffvc1156-2-e,5.0,0.844325,63,1,1,13,10,unroll_4,pipeline_1,unroll_2,6.25,0.8702605186235538,False
gemm_417.c,xczu7ev-ffvc1156-2-e,5.0,0.683285,3157,1,4,10,33,unroll_4,unroll_32,unroll,12.0,1.0,True
gemm_418.c,xczu7ev-ffvc1156-2-e,5.0,19.682405,56,1,1,1,4,unroll_2,unroll_32,unroll_2,1.75,0.11432624098206504,False
gemm_420.c,xczu7ev-ffvc1156-2-e,5.0,10.813485,1417,1,1,31,57,unroll_8,unroll,pipeline,22.5,0.10000001016967099,False
gemm_421.c,xczu7ev-ffvc1156-2-e,5.0,0.844205,200,1,1,49,37,unroll_16,pipeline_1,unroll_32,22.0,0.1530417373840201,False
gemm_422.c,xczu7ev-ffvc1156-2-e,5.0,12.319125,75,1,1,1,5,unroll_4,unroll_2,unroll_32,2.0,0.3904129557674847,False
gemm_423.c,xczu7ev-ffvc1156-2-e,5.0,0.844485,42,1,1,7,5,unroll_2,pipeline,pipeline_1,3.5,1.0,True
gemm_424.c,xczu7ev-ffvc1156-2-e,5.0,19.692005,25,1,1,1,1,unroll_2,unroll_2,unroll_2,1.0,0.11377790506631331,False
gemm_426.c,xczu7ev-ffvc1156-2-e,5.0,0.844325,64,1,1,13,10,unroll_4,pipeline_1,unroll_4,6.25,0.8702605186235538,False
gemm_427.c,xczu7ev-ffvc1156-2-e,5.0,0.844325,62,1,1,13,10,unroll_4,pipeline,pipeline_1,6.25,0.8702605186235538,False
gemm_428.c,xczu7ev-ffvc1156-2-e,5.0,0.844205,206,1,1,49,37,unroll_16,pipeline,unroll_32,22.0,0.1530417373840201,False
gemm_429.c,xczu7ev-ffvc1156-2-e,5.0,9.502765,1591,1,1,31,56,unroll_8,unroll,pipeline_1,22.25,0.10302729064403554,False
gemm_430.c,xczu7ev-ffvc1156-2-e,5.0,9.508325,27,1,1,1,1,unroll_2,unroll_4,pipeline_1,1.0,1.0,True
gemm_431.c,xczu7ev-ffvc1156-2-e,5.0,12.801125,409,1,1,3,10,unroll_2,unroll_32,unroll_16,3.75,0.3511198156047397,False
gemm_432.c,xczu7ev-ffvc1156-2-e,5.0,3.041685,185,1,1,5,12,unroll_4,unroll_4,unroll,4.75,0.7977711735177635,False
gemm_434.c,xczu7ev-ffvc1156-2-e,5.0,0.844485,43,1,1,7,5,unroll_2,pipeline,pipeline,3.5,1.0,True
gemm_435.c,xczu7ev-ffvc1156-2-e,5.0,15.759765,30,1,1,1,2,unroll_4,unroll_2,unroll_4,1.25,0.21657856692382826,False
gemm_436.c,xczu7ev-ffvc1156-2-e,5.0,12.311525,150,1,1,1,8,unroll_2,unroll_8,unroll_32,2.75,0.38873005265905813,False
gemm_437.c,xczu7ev-ffvc1156-2-e,5.0,0.844485,45,1,1,7,5,unroll_2,pipeline_1,unroll_32,3.5,1.0,True
gemm_440.c,xczu7ev-ffvc1156-2-e,5.0,12.314005,169,1,1,1,8,unroll_4,unroll_4,unroll_32,2.75,0.38858174681639746,False
gemm_441.c,xczu7ev-ffvc1156-2-e,5.0,0.844485,50,1,1,7,5,unroll_2,pipeline_1,unroll_8,3.5,1.0,True
gemm_442.c,xczu7ev-ffvc1156-2-e,5.0,0.844485,50,1,1,7,5,unroll_2,pipeline,unroll,3.5,1.0,True
gemm_443.c,xczu7ev-ffvc1156-2-e,5.0,9.505685,49,1,1,2,3,unroll_4,unroll_8,pipeline_1,1.75,0.586962146434812,False
gemm_444.c,xczu7ev-ffvc1156-2-e,5.0,10.815055,1559,1,1,32,54,unroll_32,unroll_16,pipeline,22.0,0.10037038242121037,False
gemm_445.c,xczu7ev-ffvc1156-2-e,5.0,10.816405,45,1,1,2,3,unroll_4,unroll_8,pipeline,1.75,0.48887957417476546,False
gemm_446.c,xczu7ev-ffvc1156-2-e,5.0,0.844245,121,1,1,25,19,unroll_8,pipeline_1,unroll_16,11.5,0.6512429987556422,False
gemm_447.c,xczu7ev-ffvc1156-2-e,5.0,15.750165,203,1,1,4,10,unroll_4,unroll_32,unroll_4,4.0,0.21336692098606808,False
gemm_448.c,xczu7ev-ffvc1156-2-e,5.0,0.844485,47,1,1,7,5,unroll_2,pipeline_1,unroll_2,3.5,1.0,True
gemm_449.c,xczu7ev-ffvc1156-2-e,5.0,10.824045,36,1,1,1,2,unroll_8,unroll_2,pipeline,1.25,0.4856530453957456,False
gemm_450.c,xczu7ev-ffvc1156-2-e,5.0,6.052325,65,1,1,2,5,unroll_2,unroll_2,unroll,2.25,1.0,True
gemm_451.c,xczu7ev-ffvc1156-2-e,5.0,0.844245,115,1,1,25,19,unroll_8,pipeline_1,unroll_4,11.5,0.6512429987556422,False
gemm_452.c,xczu7ev-ffvc1156-2-e,5.0,12.310165,1455,1,1,5,13,unroll_4,unroll_16,unroll_32,5.0,0.35517842581416026,False
gemm_453.c,xczu7ev-ffvc1156-2-e,5.0,0.683365,895,1,4,6,20,unroll_2,unroll_32,unroll,7.75,1.0,True
gemm_454.c,xczu7ev-ffvc1156-2-e,5.0,9.505645,76,1,1,4,7,unroll_8,unroll_8,pipeline_1,3.25,0.5411422996452868,False
gemm_455.c,xczu7ev-ffvc1156-2-e,5.0,19.686805,35,1,1,1,2,unroll_4,unroll_4,unroll_2,1.25,0.1139994223935412,False
gemm_456.c,xczu7ev-ffvc1156-2-e,5.0,19.691925,29,1,1,1,1,unroll_4,unroll_2,unroll_2,1.0,0.11377897224314323,False
gemm_457.c,xczu7ev-ffvc1156-2-e,5.0,9.503845,77,1,1,4,6,unroll_2,unroll_32,pipeline_1,3.0,0.5492381870752867,False
gemm_459.c,xczu7ev-ffvc1156-2-e,5.0,0.844245,115,1,1,25,19,unroll_8,pipeline,pipeline,11.5,0.6512429987556422,False
gemm_460.c,xczu7ev-ffvc1156-2-e,5.0,3.041645,539,1,1,10,18,unroll_8,unroll_4,unroll,7.5,0.6857086065477905,False
gemm_461.c,xczu7ev-ffvc1156-2-e,5.0,0.844485,44,1,1,7,5,unroll_2,pipeline_1,unroll,3.5,1.0,True
gemm_462.c,xczu7ev-ffvc1156-2-e,5.0,13.788645,35,1,1,1,2,unroll_2,unroll_4,unroll_8,1.25,0.305436073625582,False
gemm_463.c,xczu7ev-ffvc1156-2-e,5.0,9.513445,29,1,1,1,1,unroll_2,unroll_2,pipeline_1,1.0,0.5809366767410207,False
gemm_464.c,xczu7ev-ffvc1156-2-e,5.0,0.844325,65,1,1,13,10,unroll_4,pipeline_1,unroll,6.25,0.8702605186235538,False
gemm_465.c,xczu7ev-ffvc1156-2-e,5.0,9.513365,32,1,1,1,1,unroll_4,unroll_2,pipeline_1,1.0,0.580942905158238,False
gemm_468.c,xczu7ev-ffvc1156-2-e,5.0,0.844245,128,1,1,25,19,unroll_8,pipeline_1,unroll,11.5,0.6512429987556422,False
gemm_469.c,xczu7ev-ffvc1156-2-e,5.0,0.783845,382,1,1,4,13,unroll_2,unroll_16,unroll,4.75,1.0,True
gemm_470.c,xczu7ev-ffvc1156-2-e,5.0,9.50816,446,1,1,16,28,unroll,unroll_4,pipeline_1,11.5,0.24905376738413856,False
gemm_471.c,xczu7ev-ffvc1156-2-e,5.0,0.844245,114,1,1,25,19,unroll_8,pipeline,unroll_8,11.5,0.6512429987556422,False
gemm_472.c,xczu7ev-ffvc1156-2-e,5.0,1.536485,155,1,1,3,10,unroll_2,unroll_8,unroll,3.75,0.9425505330062155,False
gemm_474.c,xczu7ev-ffvc1156-2-e,5.0,15.754605,58,1,1,1,4,unroll_8,unroll_4,unroll_4,1.75,0.21776239037906878,False
gemm_476.c,xczu7ev-ffvc1156-2-e,5.0,0.844245,107,1,1,25,19,unroll_8,pipeline,unroll,11.5,0.6512429987556422,False
gemm_478.c,xczu7ev-ffvc1156-2-e,5.0,0.844325,59,1,1,13,10,unroll_4,pipeline,unroll_2,6.25,0.8702605186235538,False
gemm_479.c,xczu7ev-ffvc1156-2-e,5.0,9.508245,32,1,1,1,2,unroll_4,unroll_4,pipeline_1,1.25,0.5833016531378187,False
gemm_480.c,xczu7ev-ffvc1156-2-e,5.0,0.844325,63,1,1,13,10,unroll_4,pipeline_1,unroll_16,6.25,0.8702605186235538,False
gemm_481.c,xczu7ev-ffvc1156-2-e,5.0,13.784045,1754,1,1,9,18,unroll_8,unroll_32,unroll_8,7.25,0.2468572807580905,False
gemm_482.c,xczu7ev-ffvc1156-2-e,5.0,0.844245,104,1,1,25,19,unroll_8,pipeline_1,unroll_8,11.5,0.6512429987556422,False
gemm_483.c,xczu7ev-ffvc1156-2-e,5.0,0.783725,2930,1,1,12,34,unroll_8,unroll_16,unroll,12.0,0.6351991939140756,False
gemm_484.c,xczu7ev-ffvc1156-2-e,5.0,0.844245,96,1,1,25,19,unroll_8,pipeline,unroll_2,11.5,0.6512429987556422,False
gemm_485.c,xczu7ev-ffvc1156-2-e,5.0,15.750245,83,1,1,2,6,unroll_2,unroll_32,unroll_4,2.5,0.21830024014757443,False
gemm_486.c,xczu7ev-ffvc1156-2-e,5.0,19.683045,38,1,1,1,3,unroll_2,unroll_16,unroll_2,1.5,0.11418999172544189,False
gemm_487.c,xczu7ev-ffvc1156-2-e,5.0,15.750805,84,1,1,2,6,unroll_4,unroll_16,unroll_4,2.5,0.21827835797953374,False
gemm_488.c,xczu7ev-ffvc1156-2-e,5.0,0.844485,43,1,1,7,5,unroll_2,pipeline_1,unroll_4,3.5,1.0,True
gemm_489.c,xczu7ev-ffvc1156-2-e,5.0,12.310245,412,1,1,3,10,unroll_2,unroll_16,unroll_32,3.75,0.3779508414087669,False
gemm_490.c,xczu7ev-ffvc1156-2-e,5.0,9.502805,415,1,1,15,29,unroll_4,unroll,pipeline_1,11.5,0.24916005863335602,False
gemm_491.c,xczu7ev-ffvc1156-2-e,5.0,0.844485,43,1,1,7,5,unroll_2,pipeline_1,unroll_16,3.5,1.0,True
gemm_492.c,xczu7ev-ffvc1156-2-e,5.0,0.844485,42,1,1,7,5,unroll_2,pipeline_1,pipeline_1,3.5,1.0,True
gemm_493.c,xczu7ev-ffvc1156-2-e,5.0,1.536405,357,1,1,5,15,unroll_4,unroll_8,unroll,5.5,0.8622990390143098,False
gemm_494.c,xczu7ev-ffvc1156-2-e,5.0,15.754645,37,1,1,1,2,unroll_4,unroll_4,unroll_4,1.25,0.21677711497441043,False
gemm_495.c,xczu7ev-ffvc1156-2-e,5.0,9.503705,1535,1,1,31,53,unroll_16,unroll_32,pipeline_1,21.5,0.10721936816597989,False
gemm_496.c,xczu7ev-ffvc1156-2-e,5.0,10.824165,25,1,1,1,1,unroll_2,unroll_2,pipeline,1.0,0.4841223507943474,False
gemm_498.c,xczu7ev-ffvc1156-2-e,5.0,9.502885,138,1,1,8,14,unroll_2,unroll,pipeline_1,6.0,0.4453761536267429,False
gemm_500.c,xczu7ev-ffvc1156-2-e,5.0,0.844245,104,1,1,25,19,unroll_8,pipeline_1,pipeline,11.5,0.6512429987556422,False
gemm_501.c,xczu7ev-ffvc1156-2-e,5.0,10.814565,66,1,1,4,7,unroll_2,unroll_32,pipeline,3.25,0.47361780354438443,False
gemm_502.c,xczu7ev-ffvc1156-2-e,5.0,12.801685,409,1,1,3,10,unroll_4,unroll_16,unroll_16,3.75,0.3510897188254597,False
gemm_503.c,xczu7ev-ffvc1156-2-e,5.0,6.052205,241,1,1,9,15,unroll_8,unroll_2,unroll,6.5,0.5589562893181258,False
gemm_504.c,xczu7ev-ffvc1156-2-e,5.0,15.752165,37,1,1,1,2,unroll_2,unroll_8,unroll_4,1.25,0.21687334720358004,False
gemm_505.c,xczu7ev-ffvc1156-2-e,5.0,13.784165,162,1,1,2,9,unroll_2,unroll_32,unroll_8,3.25,0.30431863580617513,False
gemm_506.c,xczu7ev-ffvc1156-2-e,5.0,19.681445,109,1,1,3,9,unroll_2,unroll,unroll_2,3.5,0.11397605285561521,False
gemm_507.c,xczu7ev-ffvc1156-2-e,5.0,15.749205,599,1,1,7,21,unroll_4,unroll,unroll_4,7.5,0.17976386024794744,False
