Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,Area,Weight,is_pareto
MatrixMultiplication_3241.cpp,xcu200-fsgd2104-2-e,3.33,3621.83376744,1346,1,1,7,13,block_16_1,unroll_4,unroll_32,pipeline,5.5,0.12450652420484995,False
MatrixMultiplication_3242.cpp,xcu200-fsgd2104-2-e,3.33,3625.326378,29,1,1,1,1,cyclic_4_1,unroll_2,unroll_2,pipeline,1.0,0.8920575443598894,False
MatrixMultiplication_3243.cpp,xcu200-fsgd2104-2-e,3.33,3621.01623912,39,1,1,1,1,cyclic_4_1,unroll_2,unroll_8,pipeline_1,1.0,0.8922344951539143,False
MatrixMultiplication_3244.cpp,xcu200-fsgd2104-2-e,3.33,3621.17991528,42,1,1,1,1,block_16_1,unroll_2,unroll_4,pipeline_1,1.0,0.8922277751424974,False
MatrixMultiplication_3245.cpp,xcu200-fsgd2104-2-e,3.33,3621.83461992,31,1,1,1,1,cyclic_2_1,unroll_2,unroll_4,pipeline_1,1.0,0.8922008953818379,False
MatrixMultiplication_3246.cpp,xcu200-fsgd2104-2-e,3.33,3621.17991528,34,1,1,1,1,cyclic_2_1,unroll_2,unroll_8,pipeline,1.0,0.8922277751424974,False
MatrixMultiplication_3247.cpp,xcu200-fsgd2104-2-e,3.33,3622.70670696,35,1,1,1,1,cyclic_2_1,unroll_4,unroll_4,pipeline,1.0,0.8921650914089138,False
MatrixMultiplication_3248.cpp,xcu200-fsgd2104-2-e,3.33,3624.45940584,79,1,1,1,1,cyclic_2_1,unroll_4,unroll_16,pipeline,1.0,0.8920931359202434,False
MatrixMultiplication_3249.cpp,xcu200-fsgd2104-2-e,3.33,3624.45215976,47,1,1,1,1,cyclic_2_1,unroll_8,unroll_4,pipeline,1.0,0.8920934333948647,False
MatrixMultiplication_3250.cpp,xcu200-fsgd2104-2-e,3.33,3624.45940584,54,1,1,1,1,cyclic_4_1,unroll_4,unroll_8,pipeline_1,1.0,0.8920931359202434,False
MatrixMultiplication_3251.cpp,xcu200-fsgd2104-2-e,3.33,3621.01538664,162,1,1,2,3,cyclic_2_1,unroll_4,unroll_32,pipeline_1,1.75,0.7473283772457774,False
MatrixMultiplication_3252.cpp,xcu200-fsgd2104-2-e,3.33,3621.01538664,44,1,1,1,1,cyclic_2_1,unroll_4,unroll_4,pipeline_1,1.0,0.8922345301540484,False
MatrixMultiplication_3253.cpp,xcu200-fsgd2104-2-e,3.33,3624.46025832,47,1,1,1,1,block_2_1,unroll_2,unroll_16,pipeline_1,1.0,0.8920931009232328,False
MatrixMultiplication_3254.cpp,xcu200-fsgd2104-2-e,3.33,3621.39815016,37,1,1,1,1,block_2_1,unroll_2,unroll_8,pipeline_1,1.0,0.8922188151716093,False
MatrixMultiplication_3255.cpp,xcu200-fsgd2104-2-e,3.33,1940.11666128,388,1,1,1,1,cyclic_2_1,unroll_2,unroll_8,unroll_64,1.0,0.9627498547569046,False
MatrixMultiplication_3256.cpp,xcu200-fsgd2104-2-e,3.33,3621.0149604,544,1,1,4,7,block_2_1,unroll_8,unroll_32,pipeline,3.25,0.40181425043664276,False
MatrixMultiplication_3257.cpp,xcu200-fsgd2104-2-e,3.33,3621.17991528,48,1,1,1,1,cyclic_2_1,unroll_2,unroll_16,pipeline,1.0,0.8922277751424974,False
MatrixMultiplication_3258.cpp,xcu200-fsgd2104-2-e,3.33,3624.45865992,856,1,1,5,9,cyclic_4_1,unroll_32,unroll_8,pipeline_1,4.0,0.27537666156341156,False
MatrixMultiplication_3259.cpp,xcu200-fsgd2104-2-e,3.33,3621.01538664,44,1,1,1,1,cyclic_2_1,unroll_4,unroll_4,pipeline,1.0,0.8922345301540484,False
MatrixMultiplication_3260.cpp,xcu200-fsgd2104-2-e,3.33,3621.01623912,41,1,1,1,1,block_4_1,unroll_2,unroll_8,pipeline_1,1.0,0.8922344951539143,False
MatrixMultiplication_3261.cpp,xcu200-fsgd2104-2-e,3.33,3621.83461992,32,1,1,1,1,cyclic_2_1,unroll_2,unroll_4,pipeline,1.0,0.8922008953818379,False
MatrixMultiplication_3262.cpp,xcu200-fsgd2104-2-e,3.33,3624.67721448,68,1,1,1,2,cyclic_16_1,unroll_8,unroll_2,pipeline_1,1.25,0.8663204422430295,False
MatrixMultiplication_3263.cpp,xcu200-fsgd2104-2-e,3.33,3621.01623912,63,1,1,1,1,block_32_1,unroll_2,unroll_4,pipeline_1,1.0,0.8922344951539143,False
MatrixMultiplication_3264.cpp,xcu200-fsgd2104-2-e,3.33,19672.80885864,39,1,1,1,1,cyclic_2_1,unroll_2,unroll_16,unroll_2,1.0,0.37025662510733826,False
MatrixMultiplication_3265.cpp,xcu200-fsgd2104-2-e,3.33,3621.01538664,62,1,1,1,1,block_4_1,unroll_4,unroll_8,pipeline,1.0,0.8922345301540484,False
MatrixMultiplication_3266.cpp,xcu200-fsgd2104-2-e,3.33,3621.39815016,397,1,1,3,6,block_16_1,unroll_2,unroll_32,pipeline_1,2.75,0.5044100977311237,False
MatrixMultiplication_3267.cpp,xcu200-fsgd2104-2-e,3.33,3622.70755944,30,1,1,1,1,block_4_1,unroll_2,unroll_2,pipeline_1,1.0,0.8921650564103135,False
MatrixMultiplication_3268.cpp,xcu200-fsgd2104-2-e,3.33,3624.452586,39,1,1,1,1,block_4_1,unroll_4,unroll_4,pipeline,1.0,0.892093415896356,False
MatrixMultiplication_3269.cpp,xcu200-fsgd2104-2-e,3.33,3621.83296824,284,1,1,2,5,cyclic_4_1,unroll_64,unroll_2,pipeline,2.25,0.6206370534137351,False
MatrixMultiplication_3270.cpp,xcu200-fsgd2104-2-e,3.33,3622.70596104,95,1,1,1,2,block_2_1,unroll_32,unroll_2,pipeline_1,1.25,0.8663841825607139,False
MatrixMultiplication_3271.cpp,xcu200-fsgd2104-2-e,3.33,3621.83461992,44,1,1,1,1,block_16_1,unroll_2,unroll_4,pipeline_1,1.0,0.8922008953818379,False
MatrixMultiplication_3272.cpp,xcu200-fsgd2104-2-e,3.33,3621.01623912,133,1,1,1,3,block_16_1,unroll_2,unroll_16,pipeline,1.5,0.81088713937654,False
MatrixMultiplication_3273.cpp,xcu200-fsgd2104-2-e,3.33,3624.45865992,1615,1,1,7,14,block_16_1,unroll_32,unroll_4,pipeline,5.75,0.1127167219904652,False
MatrixMultiplication_3274.cpp,xcu200-fsgd2104-2-e,3.33,3621.397297680001,1414,1,1,7,13,block_16_1,unroll_4,unroll_32,pipeline,5.5,0.12450675744945412,False
MatrixMultiplication_3276.cpp,xcu200-fsgd2104-2-e,3.33,3621.0149604,506,1,1,4,7,cyclic_2_1,unroll_8,unroll_32,pipeline,3.25,0.40181425043664276,False
MatrixMultiplication_3277.cpp,xcu200-fsgd2104-2-e,3.33,3621.397297680001,133,1,1,1,3,block_16_1,unroll_4,unroll_8,pipeline,1.5,0.8108789093478573,False
MatrixMultiplication_3278.cpp,xcu200-fsgd2104-2-e,3.33,3621.8333412,1721,1,1,8,15,cyclic_8_1,unroll_8,unroll_32,pipeline,6.25,0.10063475794284124,False
MatrixMultiplication_3280.cpp,xcu200-fsgd2104-2-e,3.33,3621.83461992,30,1,1,1,1,block_2_1,unroll_2,unroll_4,pipeline_1,1.0,0.8922008953818379,False
MatrixMultiplication_3281.cpp,xcu200-fsgd2104-2-e,3.33,3623.58049896,30,1,1,1,1,cyclic_16_1,unroll_2,unroll_2,pipeline,1.0,0.8921292182494808,False
MatrixMultiplication_3282.cpp,xcu200-fsgd2104-2-e,3.33,3621.39815016,33,1,1,1,1,block_8_1,unroll_2,unroll_4,pipeline_1,1.0,0.8922188151716093,False
MatrixMultiplication_3283.cpp,xcu200-fsgd2104-2-e,3.33,3621.01538664,85,1,1,1,1,block_2_1,unroll_4,unroll_16,pipeline,1.0,0.8922345301540484,False
MatrixMultiplication_3284.cpp,xcu200-fsgd2104-2-e,3.33,3621.01623912,50,1,1,1,1,cyclic_2_1,unroll_2,unroll_16,pipeline,1.0,0.8922344951539143,False
MatrixMultiplication_3285.cpp,xcu200-fsgd2104-2-e,3.33,3621.397297680001,122,1,1,1,3,block_32_1,unroll_4,unroll_4,pipeline_1,1.5,0.8108789093478573,False
MatrixMultiplication_3286.cpp,xcu200-fsgd2104-2-e,3.33,3621.17991528,35,1,1,1,1,block_8_1,unroll_2,unroll_4,pipeline_1,1.0,0.8922277751424974,False
MatrixMultiplication_3287.cpp,xcu200-fsgd2104-2-e,3.33,3621.01623912,127,1,1,1,3,block_32_1,unroll_2,unroll_8,pipeline_1,1.5,0.81088713937654,False
MatrixMultiplication_3288.cpp,xcu200-fsgd2104-2-e,3.33,3621.01623912,347,1,1,3,6,block_32_1,unroll_2,unroll_16,pipeline_1,2.75,0.5044121972640778,False
MatrixMultiplication_3289.cpp,xcu200-fsgd2104-2-e,3.33,3621.01623912,133,1,1,1,3,block_16_1,unroll_2,unroll_16,pipeline_1,1.5,0.81088713937654,False
MatrixMultiplication_3290.cpp,xcu200-fsgd2104-2-e,3.33,3621.01623912,39,1,1,1,1,cyclic_2_1,unroll_2,unroll_8,pipeline,1.0,0.8922344951539143,False
MatrixMultiplication_3291.cpp,xcu200-fsgd2104-2-e,3.33,3621.39665832,242,1,1,2,4,cyclic_4_1,unroll_16,unroll_8,pipeline_1,2.0,0.6830968892011673,False
MatrixMultiplication_3292.cpp,xcu200-fsgd2104-2-e,3.33,3621.1790628,165,1,1,2,3,cyclic_2_1,unroll_4,unroll_32,pipeline,1.75,0.7473259068872615,False
MatrixMultiplication_3293.cpp,xcu200-fsgd2104-2-e,3.33,3621.17831688,143,1,1,1,2,cyclic_4_1,unroll_32,unroll_2,pipeline,1.25,0.8664335684348926,False
MatrixMultiplication_3294.cpp,xcu200-fsgd2104-2-e,3.33,3621.83461992,38,1,1,1,1,block_2_1,unroll_2,unroll_8,pipeline_1,1.0,0.8922008953818379,False
MatrixMultiplication_3295.cpp,xcu200-fsgd2104-2-e,3.33,3621.0149604,117,1,1,1,2,block_4_1,unroll_8,unroll_8,pipeline,1.25,0.8664388489071367,False
MatrixMultiplication_3296.cpp,xcu200-fsgd2104-2-e,3.33,3621.01538664,57,1,1,1,1,block_2_1,unroll_4,unroll_8,pipeline,1.0,0.8922345301540484,False
MatrixMultiplication_3297.cpp,xcu200-fsgd2104-2-e,3.33,3622.70755944,29,1,1,1,1,block_4_1,unroll_2,unroll_2,pipeline,1.0,0.8921650564103135,False
MatrixMultiplication_3298.cpp,xcu200-fsgd2104-2-e,3.33,3621.01623912,39,1,1,1,1,block_2_1,unroll_2,unroll_8,pipeline,1.0,0.8922344951539143,False
MatrixMultiplication_3299.cpp,xcu200-fsgd2104-2-e,3.33,3621.397297680001,501,1,1,4,7,cyclic_8_1,unroll_4,unroll_32,pipeline,3.25,0.4018128282572375,False
MatrixMultiplication_3300.cpp,xcu200-fsgd2104-2-e,3.33,40788.16132968,106,1,1,1,1,block_32_1,unroll_4,unroll_4,unroll_2,1.0,0.10108006578216512,False
MatrixMultiplication_3301.cpp,xcu200-fsgd2104-2-e,3.33,1865.26209744,1198,1,1,1,2,cyclic_2_1,unroll_2,unroll_16,unroll_64,1.25,0.9121708645780394,False
MatrixMultiplication_3302.cpp,xcu200-fsgd2104-2-e,3.33,3621.01538664,57,1,1,1,1,cyclic_2_1,unroll_4,unroll_8,pipeline_1,1.0,0.8922345301540484,False
MatrixMultiplication_3303.cpp,xcu200-fsgd2104-2-e,3.33,3621.01538664,96,1,1,1,2,cyclic_4_1,unroll_4,unroll_16,pipeline_1,1.25,0.8664388351291316,False
MatrixMultiplication_3304.cpp,xcu200-fsgd2104-2-e,3.33,3621.01623912,32,1,1,1,1,cyclic_2_1,unroll_2,unroll_4,pipeline_1,1.0,0.8922344951539143,False
MatrixMultiplication_3307.cpp,xcu200-fsgd2104-2-e,3.33,3621.17991528,73,1,1,1,1,cyclic_2_1,unroll_2,unroll_32,pipeline,1.0,0.8922277751424974,False
MatrixMultiplication_3308.cpp,xcu200-fsgd2104-2-e,3.33,3624.46025832,131,1,1,1,3,cyclic_16_1,unroll_2,unroll_16,pipeline_1,1.5,0.8108127268619664,False
MatrixMultiplication_3309.cpp,xcu200-fsgd2104-2-e,3.33,3621.01623912,42,1,1,1,1,block_16_1,unroll_2,unroll_4,pipeline_1,1.0,0.8922344951539143,False
MatrixMultiplication_3310.cpp,xcu200-fsgd2104-2-e,3.33,3621.39687144,490,1,1,4,7,cyclic_2_1,unroll_8,unroll_32,pipeline_1,3.25,0.4018128298428365,False
MatrixMultiplication_3312.cpp,xcu200-fsgd2104-2-e,3.33,3425.6951956800003,373,1,1,1,1,cyclic_2_1,unroll_4,unroll_16,unroll_16,1.0,0.9002740531146635,False
MatrixMultiplication_3313.cpp,xcu200-fsgd2104-2-e,3.33,3621.01538664,57,1,1,1,1,cyclic_4_1,unroll_4,unroll_8,pipeline_1,1.0,0.8922345301540484,False
MatrixMultiplication_3314.cpp,xcu200-fsgd2104-2-e,3.33,3621.01538664,138,1,1,1,3,block_16_1,unroll_4,unroll_8,pipeline,1.5,0.8108871577873338,False
MatrixMultiplication_3315.cpp,xcu200-fsgd2104-2-e,3.33,3621.8333412,455,1,1,4,7,cyclic_2_1,unroll_8,unroll_32,pipeline,3.25,0.40181120605537257,False
MatrixMultiplication_3318.cpp,xcu200-fsgd2104-2-e,3.33,3621.39815016,60,1,1,1,1,block_16_1,unroll_2,unroll_8,pipeline,1.0,0.8922188151716093,False
MatrixMultiplication_3319.cpp,xcu200-fsgd2104-2-e,3.33,36433.46076264,35,1,1,1,1,cyclic_4_1,unroll_2,unroll_8,unroll_2,1.0,0.11776883181876364,False
MatrixMultiplication_3320.cpp,xcu200-fsgd2104-2-e,3.33,3624.46025832,62,1,1,1,1,cyclic_16_1,unroll_2,unroll_8,pipeline_1,1.0,0.8920931009232328,False
MatrixMultiplication_3321.cpp,xcu200-fsgd2104-2-e,3.33,3621.17991528,77,1,1,1,1,cyclic_2_1,unroll_2,unroll_32,pipeline_1,1.0,0.8922277751424974,False
MatrixMultiplication_3322.cpp,xcu200-fsgd2104-2-e,3.33,3621.0149604,143,1,1,1,3,block_16_1,unroll_8,unroll_4,pipeline,1.5,0.8108871669927291,False
MatrixMultiplication_3323.cpp,xcu200-fsgd2104-2-e,3.33,3621.01538664,104,1,1,1,2,block_4_1,unroll_4,unroll_16,pipeline_1,1.25,0.8664388351291316,False
MatrixMultiplication_3324.cpp,xcu200-fsgd2104-2-e,3.33,3621.83376744,38,1,1,1,1,cyclic_4_1,unroll_4,unroll_4,pipeline_1,1.0,0.8922009303812297,False
MatrixMultiplication_3325.cpp,xcu200-fsgd2104-2-e,3.33,3621.397297680001,59,1,1,1,1,block_4_1,unroll_4,unroll_8,pipeline,1.0,0.8922188501713969,False
MatrixMultiplication_3326.cpp,xcu200-fsgd2104-2-e,3.33,3621.17991528,46,1,1,1,1,block_8_1,unroll_2,unroll_8,pipeline_1,1.0,0.8922277751424974,False
MatrixMultiplication_3327.cpp,xcu200-fsgd2104-2-e,3.33,3621.39815016,46,1,1,1,1,cyclic_2_1,unroll_2,unroll_16,pipeline,1.0,0.8922188151716093,False
MatrixMultiplication_3328.cpp,xcu200-fsgd2104-2-e,3.33,3621.83376744,36,1,1,1,1,cyclic_2_1,unroll_4,unroll_4,pipeline_1,1.0,0.8922009303812297,False
MatrixMultiplication_3329.cpp,xcu200-fsgd2104-2-e,3.33,34250.9363784,275,1,1,1,1,block_2_1,unroll_2,unroll_16,unroll_16,1.0,0.13372248508298362,False
MatrixMultiplication_3330.cpp,xcu200-fsgd2104-2-e,3.33,3621.01623912,40,1,1,1,1,block_4_1,unroll_2,unroll_8,pipeline,1.0,0.8922344951539143,False
MatrixMultiplication_3331.cpp,xcu200-fsgd2104-2-e,3.33,3621.01538664,59,1,1,1,1,block_4_1,unroll_4,unroll_8,pipeline_1,1.0,0.8922345301540484,False
MatrixMultiplication_3332.cpp,xcu200-fsgd2104-2-e,3.33,3621.01538664,98,1,1,1,2,cyclic_4_1,unroll_4,unroll_16,pipeline,1.25,0.8664388351291316,False
MatrixMultiplication_3333.cpp,xcu200-fsgd2104-2-e,3.33,3622.70755944,45,1,1,1,1,cyclic_2_1,unroll_2,unroll_16,pipeline_1,1.0,0.8921650564103135,False
MatrixMultiplication_3334.cpp,xcu200-fsgd2104-2-e,3.33,3621.1790628,47,1,1,1,1,block_8_1,unroll_4,unroll_4,pipeline_1,1.0,0.892227810142483,False
MatrixMultiplication_3335.cpp,xcu200-fsgd2104-2-e,3.33,3621.18247272,1221,1,1,6,12,block_64_1,unroll_4,unroll_8,pipeline_1,5.0,0.15956044728819813,False
MatrixMultiplication_3336.cpp,xcu200-fsgd2104-2-e,3.33,3621.01538664,1231,1,1,6,12,block_128_1,unroll_4,unroll_4,pipeline,5.0,0.15956060374133557,False
MatrixMultiplication_3337.cpp,xcu200-fsgd2104-2-e,3.33,3621.01623912,1190,1,1,6,12,block_128_1,unroll_2,unroll_8,pipeline_1,5.0,0.15956060294313076,False
MatrixMultiplication_3338.cpp,xcu200-fsgd2104-2-e,3.33,3621.83376744,47,1,1,1,1,cyclic_2_1,unroll_4,unroll_8,pipeline_1,1.0,0.8922009303812297,False
MatrixMultiplication_3339.cpp,xcu200-fsgd2104-2-e,3.33,3621.0149604,88,1,1,1,1,cyclic_2_1,unroll_8,unroll_8,pipeline,1.0,0.8922345476541158,False
MatrixMultiplication_3340.cpp,xcu200-fsgd2104-2-e,3.33,3621.17863656,478,1,1,4,7,cyclic_2_1,unroll_8,unroll_32,pipeline,3.25,0.4018136416358946,False
MatrixMultiplication_3341.cpp,xcu200-fsgd2104-2-e,3.33,1938.42534096,409,1,1,1,1,cyclic_2_1,unroll_2,unroll_8,unroll_64,1.0,0.962822321052892,False
MatrixMultiplication_3343.cpp,xcu200-fsgd2104-2-e,3.33,3621.0149604,91,1,1,1,1,cyclic_2_1,unroll_8,unroll_8,pipeline_1,1.0,0.8922345476541158,False
MatrixMultiplication_3344.cpp,xcu200-fsgd2104-2-e,3.33,3621.17991528,62,1,1,1,1,cyclic_16_1,unroll_2,unroll_8,pipeline,1.0,0.8922277751424974,False
MatrixMultiplication_3345.cpp,xcu200-fsgd2104-2-e,3.33,3621.01623912,77,1,1,1,1,cyclic_2_1,unroll_2,unroll_32,pipeline,1.0,0.8922344951539143,False
MatrixMultiplication_3346.cpp,xcu200-fsgd2104-2-e,3.33,3722.66598096,72,1,1,1,1,cyclic_2_1,unroll_2,unroll_8,unroll_16,1.0,0.8880665744119892,False
MatrixMultiplication_3347.cpp,xcu200-fsgd2104-2-e,3.33,27702.74424528,736,1,1,1,2,block_4_1,unroll_2,unroll_4,unroll_64,1.25,0.2109528405472923,False
MatrixMultiplication_3348.cpp,xcu200-fsgd2104-2-e,3.33,3621.0149604,511,1,1,4,7,cyclic_2_1,unroll_8,unroll_32,pipeline_1,3.25,0.40181425043664276,False
MatrixMultiplication_3349.cpp,xcu200-fsgd2104-2-e,3.33,3621.01538664,85,1,1,1,1,block_2_1,unroll_4,unroll_16,pipeline_1,1.0,0.8922345301540484,False
MatrixMultiplication_3350.cpp,xcu200-fsgd2104-2-e,3.33,3621.01623912,37,1,1,1,1,cyclic_2_1,unroll_2,unroll_8,pipeline_1,1.0,0.8922344951539143,False
MatrixMultiplication_3354.cpp,xcu200-fsgd2104-2-e,3.33,3621.07420776,59,1,1,1,2,block_32_1,unroll_2,unroll_4,pipeline_1,1.25,0.8664369337576364,False
MatrixMultiplication_3355.cpp,xcu200-fsgd2104-2-e,3.33,32519.24175312,285,1,1,1,2,block_2_1,unroll_4,unroll_8,unroll_16,1.25,0.14939469474609507,False
MatrixMultiplication_3357.cpp,xcu200-fsgd2104-2-e,3.33,3621.39815016,55,1,1,1,2,block_32_1,unroll_2,unroll_4,pipeline_1,1.25,0.8664264621953139,False
MatrixMultiplication_3358.cpp,xcu200-fsgd2104-2-e,3.33,3621.39815016,38,1,1,1,1,block_4_1,unroll_2,unroll_8,pipeline,1.0,0.8922188151716093,False
MatrixMultiplication_3359.cpp,xcu200-fsgd2104-2-e,3.33,3621.83376744,75,1,1,1,1,cyclic_2_1,unroll_4,unroll_16,pipeline_1,1.0,0.8922009303812297,False
MatrixMultiplication_3360.cpp,xcu200-fsgd2104-2-e,3.33,3621.01538664,44,1,1,1,1,cyclic_4_1,unroll_4,unroll_4,pipeline_1,1.0,0.8922345301540484,False
MatrixMultiplication_3361.cpp,xcu200-fsgd2104-2-e,3.33,3621.83376744,126,1,1,1,3,cyclic_16_1,unroll_4,unroll_8,pipeline_1,1.5,0.8108694815688107,False
MatrixMultiplication_3362.cpp,xcu200-fsgd2104-2-e,3.33,3621.8333412,100,1,1,1,2,block_4_1,unroll_8,unroll_8,pipeline,1.25,0.8664123938359655,False
MatrixMultiplication_3363.cpp,xcu200-fsgd2104-2-e,3.33,3621.39815016,32,1,1,1,1,block_2_1,unroll_2,unroll_4,pipeline_1,1.0,0.8922188151716093,False
MatrixMultiplication_3364.cpp,xcu200-fsgd2104-2-e,3.33,3621.01623912,39,1,1,1,1,cyclic_16_1,unroll_2,unroll_4,pipeline_1,1.0,0.8922344951539143,False
MatrixMultiplication_3365.cpp,xcu200-fsgd2104-2-e,3.33,3621.0149604,173,1,1,2,3,cyclic_2_1,unroll_8,unroll_16,pipeline,1.75,0.7473283836788356,False
MatrixMultiplication_3366.cpp,xcu200-fsgd2104-2-e,3.33,3621.01623912,55,1,1,1,1,cyclic_4_1,unroll_2,unroll_16,pipeline_1,1.0,0.8922344951539143,False
MatrixMultiplication_3367.cpp,xcu200-fsgd2104-2-e,3.33,3621.01623912,78,1,1,1,1,block_2_1,unroll_2,unroll_32,pipeline,1.0,0.8922344951539143,False
MatrixMultiplication_3368.cpp,xcu200-fsgd2104-2-e,3.33,3621.1790628,50,1,1,1,1,cyclic_2_1,unroll_4,unroll_8,pipeline,1.0,0.892227810142483,False
MatrixMultiplication_3369.cpp,xcu200-fsgd2104-2-e,3.33,3621.39815016,33,1,1,1,1,cyclic_2_1,unroll_2,unroll_4,pipeline,1.0,0.8922188151716093,False
MatrixMultiplication_3370.cpp,xcu200-fsgd2104-2-e,3.33,3621.07420776,335,1,1,3,7,block_128_1,unroll_2,unroll_4,pipeline,3.0,0.4513281312018885,False
MatrixMultiplication_3371.cpp,xcu200-fsgd2104-2-e,3.33,1304.18022096,233,1,1,1,1,cyclic_4_1,unroll_2,unroll_4,unroll_64,1.0,0.9902117318486436,False
MatrixMultiplication_3372.cpp,xcu200-fsgd2104-2-e,3.33,3621.01538664,164,1,1,2,3,block_8_1,unroll_4,unroll_16,pipeline_1,1.75,0.7473283772457774,False
MatrixMultiplication_3373.cpp,xcu200-fsgd2104-2-e,3.33,3621.397297680001,101,1,1,1,2,block_4_1,unroll_4,unroll_16,pipeline_1,1.25,0.8664264897525923,False
MatrixMultiplication_3374.cpp,xcu200-fsgd2104-2-e,3.33,3621.83461992,45,1,1,1,1,cyclic_2_1,unroll_2,unroll_16,pipeline_1,1.0,0.8922008953818379,False
MatrixMultiplication_3375.cpp,xcu200-fsgd2104-2-e,3.33,3744.16211664,142,1,1,1,1,cyclic_2_1,unroll_2,unroll_16,unroll_16,1.0,0.8871865814693731,False
MatrixMultiplication_3376.cpp,xcu200-fsgd2104-2-e,3.33,3621.01538664,55,1,1,1,1,cyclic_2_1,unroll_4,unroll_8,pipeline,1.0,0.8922345301540484,False
MatrixMultiplication_3377.cpp,xcu200-fsgd2104-2-e,3.33,3621.01623912,73,1,1,1,1,block_8_1,unroll_2,unroll_16,pipeline,1.0,0.8922344951539143,False
MatrixMultiplication_3378.cpp,xcu200-fsgd2104-2-e,3.33,3621.83376744,53,1,1,1,1,block_4_1,unroll_4,unroll_8,pipeline,1.0,0.8922009303812297,False
MatrixMultiplication_3379.cpp,xcu200-fsgd2104-2-e,3.33,2085.8975611200003,165,1,1,1,1,cyclic_2_1,unroll_2,unroll_4,unroll_64,1.0,0.9565151634084237,False
MatrixMultiplication_3380.cpp,xcu200-fsgd2104-2-e,3.33,3622.70755944,72,1,1,1,1,block_8_1,unroll_2,unroll_16,pipeline_1,1.0,0.8921650564103135,False
MatrixMultiplication_3381.cpp,xcu200-fsgd2104-2-e,3.33,3621.01538664,77,1,1,1,1,cyclic_8_1,unroll_4,unroll_8,pipeline_1,1.0,0.8922345301540484,False
MatrixMultiplication_3382.cpp,xcu200-fsgd2104-2-e,3.33,3621.17991528,32,1,1,1,1,cyclic_2_1,unroll_2,unroll_4,pipeline_1,1.0,0.8922277751424974,False
MatrixMultiplication_3384.cpp,xcu200-fsgd2104-2-e,3.33,3621.01623912,56,1,1,1,1,cyclic_4_1,unroll_2,unroll_16,pipeline,1.0,0.8922344951539143,False
MatrixMultiplication_3385.cpp,xcu200-fsgd2104-2-e,3.33,19669.73652072,39,1,1,1,1,cyclic_2_1,unroll_2,unroll_16,unroll_2,1.0,0.3703303043889816,False
MatrixMultiplication_3386.cpp,xcu200-fsgd2104-2-e,3.33,3621.0149604,111,1,1,1,2,block_4_1,unroll_8,unroll_8,pipeline_1,1.25,0.8664388489071367,False
MatrixMultiplication_3391.cpp,xcu200-fsgd2104-2-e,3.33,3621.17991528,38,1,1,1,1,cyclic_4_1,unroll_2,unroll_8,pipeline,1.0,0.8922277751424974,False
MatrixMultiplication_3394.cpp,xcu200-fsgd2104-2-e,3.33,3621.01623912,33,1,1,1,1,cyclic_4_1,unroll_2,unroll_4,pipeline_1,1.0,0.8922344951539143,False
MatrixMultiplication_3395.cpp,xcu200-fsgd2104-2-e,3.33,3621.01623912,33,1,1,1,1,cyclic_2_1,unroll_2,unroll_4,pipeline,1.0,0.8922344951539143,False
MatrixMultiplication_3396.cpp,xcu200-fsgd2104-2-e,3.33,3621.397297680001,45,1,1,1,1,block_8_1,unroll_4,unroll_4,pipeline_1,1.0,0.8922188501713969,False
MatrixMultiplication_3397.cpp,xcu200-fsgd2104-2-e,3.33,5480.376590880001,57,1,1,1,1,cyclic_2_1,unroll_4,unroll_2,unroll_16,1.0,0.8177340487913164,False
MatrixMultiplication_3398.cpp,xcu200-fsgd2104-2-e,3.33,3621.39815016,36,1,1,1,1,block_2_1,unroll_2,unroll_8,pipeline,1.0,0.8922188151716093,False
MatrixMultiplication_3399.cpp,xcu200-fsgd2104-2-e,3.33,3621.397297680001,73,1,1,1,1,cyclic_2_1,unroll_4,unroll_16,pipeline,1.0,0.8922188501713969,False
MatrixMultiplication_3400.cpp,xcu200-fsgd2104-2-e,3.33,3621.83376744,48,1,1,1,1,cyclic_2_1,unroll_4,unroll_8,pipeline,1.0,0.8922009303812297,False
MatrixMultiplication_3401.cpp,xcu200-fsgd2104-2-e,3.33,3621.17991528,48,1,1,1,1,block_2_1,unroll_2,unroll_16,pipeline_1,1.0,0.8922277751424974,False
MatrixMultiplication_3402.cpp,xcu200-fsgd2104-2-e,3.33,3622.70755944,38,1,1,1,1,cyclic_4_1,unroll_2,unroll_8,pipeline_1,1.0,0.8921650564103135,False
MatrixMultiplication_3403.cpp,xcu200-fsgd2104-2-e,3.33,3624.46025832,44,1,1,1,1,cyclic_8_1,unroll_2,unroll_8,pipeline_1,1.0,0.8920931009232328,False
MatrixMultiplication_3404.cpp,xcu200-fsgd2104-2-e,3.33,3622.70755944,53,1,1,1,1,cyclic_4_1,unroll_2,unroll_16,pipeline,1.0,0.8921650564103135,False
MatrixMultiplication_3405.cpp,xcu200-fsgd2104-2-e,3.33,3621.39815016,51,1,1,1,1,cyclic_4_1,unroll_2,unroll_16,pipeline_1,1.0,0.8922188151716093,False
