Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,Area,Weight,is_pareto
workload_1294.cpp,xczu7ev-ffvc1156-2-e,5.0,4598.242085,208,30,1,3,14,cyclic_2_1,block_32_1,block_2_1,unroll_16,unroll_2,unroll_2,unroll,unroll_2,12.0,0.4677229963970305,False
workload_1295.cpp,xczu7ev-ffvc1156-2-e,5.0,943.924085,201,75,1,6,17,cyclic_8_1,block_2_1,block_2_1,unroll_16,unroll_2,pipeline,unroll_2,unroll,24.75,0.5956822814256391,False
workload_1296.cpp,xczu7ev-ffvc1156-2-e,5.0,2941.522725,871,35,1,4,33,cyclic_8_1,block_32_1,cyclic_64_1,unroll_4,unroll_4,unroll_4,unroll,unroll_2,18.25,0.5782730108535238,False
workload_1297.cpp,xczu7ev-ffvc1156-2-e,5.0,943.863405,115,75,1,3,10,cyclic_8_1,cyclic_4_1,block_2_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,22.25,0.677575951912454,False
workload_1298.cpp,xczu7ev-ffvc1156-2-e,5.0,4444.882805,1274,34,1,9,67,cyclic_8_1,block_4_1,cyclic_64_1,unroll_32,unroll_2,unroll_4,unroll_2,unroll,27.75,0.29807212946860223,False
workload_1299.cpp,xczu7ev-ffvc1156-2-e,5.0,861.942565,108,66,2,5,11,block_4_1,block_8_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,unroll,unroll_2,21.0,0.7205722180686908,False
workload_1300.cpp,xczu7ev-ffvc1156-2-e,5.0,4674.273285,193,31,1,3,15,cyclic_4_1,block_32_1,block_2_1,unroll_8,unroll_2,unroll_2,unroll,unroll,12.5,0.4548913892660986,False
workload_1301.cpp,xczu7ev-ffvc1156-2-e,5.0,2052.855445,97,31,1,2,6,cyclic_4_1,cyclic_4_1,block_2_1,unroll_4,unroll_2,unroll_4,unroll_2,unroll_2,10.0,0.8812822326908873,False
workload_1302.cpp,xczu7ev-ffvc1156-2-e,5.0,2723.984165,106,31,1,2,7,cyclic_4_1,block_4_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll,unroll_2,10.25,0.7711290653464092,False
workload_1303.cpp,xczu7ev-ffvc1156-2-e,5.0,858.985765,1102,66,1,55,94,block_4_1,cyclic_64_1,block_2_1,unroll,unroll_2,pipeline_1,unroll,unroll_2,54.0,0.10228582054513745,False
workload_1305.cpp,xczu7ev-ffvc1156-2-e,5.0,860.596005,339,61,1,47,50,block_2_1,cyclic_4_1,block_2_1,unroll_32,unroll_2,pipeline_1,unroll,unroll_2,39.75,0.2350803499391842,False
workload_1306.cpp,xczu7ev-ffvc1156-2-e,5.0,858.984965,532,66,1,56,60,block_4_1,cyclic_4_1,block_4_1,unroll,unroll_2,pipeline_1,unroll,unroll,45.75,0.154252751395316,False
workload_1308.cpp,xczu7ev-ffvc1156-2-e,5.0,1027.810085,229,76,1,6,20,cyclic_8_1,block_4_1,cyclic_16_1,unroll_16,unroll_2,pipeline_1,unroll,unroll_2,25.75,0.5644157868395823,False
workload_1309.cpp,xczu7ev-ffvc1156-2-e,5.0,2420.140325,772,32,1,6,25,cyclic_4_1,block_8_1,block_32_1,unroll,unroll_2,unroll_4,unroll,unroll_2,16.0,0.6838858500915111,False
workload_1311.cpp,xczu7ev-ffvc1156-2-e,5.0,6737.337125,472,30,1,18,34,block_2_1,block_8_1,block_2_1,unroll_16,unroll_2,unroll_4,unroll,unroll_2,20.75,0.19988249094893507,False
workload_1312.cpp,xczu7ev-ffvc1156-2-e,5.0,860.642085,213,61,1,24,28,block_2_1,block_4_1,block_2_1,unroll_16,unroll_2,pipeline_1,unroll,unroll_2,28.5,0.48416865440950274,False
workload_1313.cpp,xczu7ev-ffvc1156-2-e,5.0,857.425925,332,65,1,11,25,cyclic_4_1,cyclic_4_1,block_2_1,unroll_32,unroll_2,pipeline_1,unroll,unroll,25.5,0.5719945029720815,False
workload_1314.cpp,xczu7ev-ffvc1156-2-e,5.0,941.160085,108,66,1,2,9,cyclic_4_1,block_4_1,cyclic_64_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,19.5,0.77414085560969,False
workload_1315.cpp,xczu7ev-ffvc1156-2-e,5.0,857.521445,520,62,1,21,30,block_2_1,cyclic_4_1,block_4_1,unroll,unroll_4,pipeline_1,unroll,unroll_2,28.5,0.4841523767647168,False
workload_1316.cpp,xczu7ev-ffvc1156-2-e,5.0,4703.094565,400,31,1,5,22,cyclic_4_1,block_32_1,block_2_1,unroll_32,unroll_2,unroll_2,unroll,unroll_2,14.75,0.4342581673940811,False
workload_1317.cpp,xczu7ev-ffvc1156-2-e,5.0,3775.752165,801,35,1,9,57,cyclic_8_1,block_32_1,cyclic_16_1,unroll,unroll_2,unroll_2,unroll,unroll_4,25.5,0.384737748150755,False
workload_1318.cpp,xczu7ev-ffvc1156-2-e,5.0,2910.035565,302,35,1,5,27,cyclic_8_1,block_8_1,cyclic_16_1,unroll_16,unroll_4,unroll_4,unroll_2,unroll_2,17.0,0.6109963189873026,False
workload_1319.cpp,xczu7ev-ffvc1156-2-e,5.0,941.158405,305,63,1,3,17,cyclic_2_1,block_32_1,block_32_1,unroll_2,unroll_2,pipeline,unroll,unroll,21.0,0.720759034222131,False
workload_1320.cpp,xczu7ev-ffvc1156-2-e,5.0,2140.301605,754,33,1,11,36,cyclic_8_1,cyclic_2_1,block_2_1,unroll,unroll_2,unroll_4,unroll,unroll_2,20.25,0.6482731579892382,False
workload_1321.cpp,xczu7ev-ffvc1156-2-e,5.0,944.804325,319,63,1,8,22,block_2_1,block_8_1,cyclic_64_1,unroll_4,unroll_2,pipeline_1,unroll,unroll_4,23.5,0.635868419329453,False
workload_1322.cpp,xczu7ev-ffvc1156-2-e,5.0,3406.784805,556,32,1,7,29,cyclic_4_1,block_8_1,block_32_1,unroll,unroll_2,unroll_2,unroll,unroll_2,17.25,0.553572876971992,False
workload_1323.cpp,xczu7ev-ffvc1156-2-e,5.0,1027.810925,232,77,1,6,24,cyclic_8_1,block_32_1,cyclic_16_1,unroll_16,unroll_4,pipeline,unroll_2,unroll_2,27.0,0.5270755571871927,False
workload_1324.cpp,xczu7ev-ffvc1156-2-e,5.0,2894.377765,109,33,1,2,8,cyclic_8_1,block_4_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll,unroll_2,11.0,0.7341239514048856,False
workload_1325.cpp,xczu7ev-ffvc1156-2-e,5.0,943.933925,526,76,1,11,42,cyclic_8_1,block_32_1,block_2_1,unroll_32,unroll_4,pipeline_1,unroll,unroll_4,32.5,0.38123382511307435,False
workload_1326.cpp,xczu7ev-ffvc1156-2-e,5.0,857.426725,584,66,1,18,42,cyclic_4_1,cyclic_16_1,block_2_1,unroll,unroll_2,pipeline_1,unroll,unroll_2,31.75,0.39914803845999525,False
workload_1328.cpp,xczu7ev-ffvc1156-2-e,5.0,861.942565,163,65,2,7,14,block_4_1,cyclic_4_1,block_2_1,unroll_2,unroll_4,pipeline_1,unroll,unroll_2,22.0,0.6858348354213235,False
workload_1329.cpp,xczu7ev-ffvc1156-2-e,5.0,2889.094005,132,34,1,2,11,cyclic_8_1,block_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,unroll_2,unroll,12.0,0.7211945107887567,False
workload_1330.cpp,xczu7ev-ffvc1156-2-e,5.0,2828.800805,195,32,1,2,13,cyclic_4_1,block_8_1,block_32_1,unroll_4,unroll_2,unroll_4,unroll,unroll_2,12.0,0.7304714574692073,False
workload_1331.cpp,xczu7ev-ffvc1156-2-e,5.0,857.425925,341,62,1,10,25,cyclic_2_1,block_8_1,block_2_1,unroll_32,unroll_2,pipeline_1,unroll,unroll,24.5,0.6032689300671239,False
workload_1332.cpp,xczu7ev-ffvc1156-2-e,5.0,861.943085,113,62,1,6,12,block_2_1,block_8_1,block_2_1,unroll_2,unroll_4,pipeline_1,unroll_4,unroll_2,20.25,0.7472661143447279,False
workload_1333.cpp,xczu7ev-ffvc1156-2-e,5.0,861.942245,127,66,2,6,15,block_4_1,block_32_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,unroll,unroll_4,22.25,0.6773038487544973,False
workload_1334.cpp,xczu7ev-ffvc1156-2-e,5.0,1923.718805,340,35,1,4,19,cyclic_8_1,block_8_1,cyclic_16_1,unroll_16,unroll_2,unroll_8,unroll_2,unroll_2,14.75,0.7775568329792912,False
workload_1335.cpp,xczu7ev-ffvc1156-2-e,5.0,4598.241765,218,30,1,3,15,cyclic_2_1,block_32_1,block_2_1,unroll_16,unroll_2,unroll_2,unroll,unroll_4,12.25,0.46633625447908456,False
workload_1336.cpp,xczu7ev-ffvc1156-2-e,5.0,860.918565,196,62,1,8,20,block_2_1,block_32_1,block_2_1,unroll_4,unroll_4,pipeline_1,unroll,unroll_2,22.75,0.6604177084898413,False
workload_1337.cpp,xczu7ev-ffvc1156-2-e,5.0,1027.749485,122,76,1,3,11,cyclic_8_1,cyclic_4_1,cyclic_16_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,22.75,0.6601502242401877,False
workload_1339.cpp,xczu7ev-ffvc1156-2-e,5.0,3775.753365,726,35,1,8,51,cyclic_8_1,block_32_1,cyclic_16_1,unroll,unroll_2,unroll_2,unroll_2,unroll_2,23.75,0.4094566932634104,False
workload_1340.cpp,xczu7ev-ffvc1156-2-e,5.0,860.714645,191,66,7,26,31,block_4_1,block_8_1,cyclic_2_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_2,32.5,0.38104763988915114,False
workload_1341.cpp,xczu7ev-ffvc1156-2-e,5.0,2946.765285,151,34,1,3,12,cyclic_8_1,block_4_1,cyclic_8_1,unroll_4,unroll_2,unroll_4,unroll,unroll_4,12.5,0.7042692124048298,False
workload_1342.cpp,xczu7ev-ffvc1156-2-e,5.0,7814.779685,169,30,1,6,14,block_2_1,block_8_1,block_2_1,unroll_4,unroll_2,unroll_4,unroll,unroll_2,12.75,0.16117643769236417,False
workload_1343.cpp,xczu7ev-ffvc1156-2-e,5.0,944.529045,254,62,1,24,35,block_2_1,cyclic_4_1,cyclic_64_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_2,30.5,0.43081955354475976,False
workload_1344.cpp,xczu7ev-ffvc1156-2-e,5.0,860.734245,206,62,1,14,21,block_2_1,block_8_1,block_2_1,unroll_8,unroll_4,pipeline_1,unroll,unroll_2,24.5,0.6032938187074914,False
workload_1345.cpp,xczu7ev-ffvc1156-2-e,5.0,3321.588565,394,30,1,4,14,cyclic_2_1,block_8_1,cyclic_2_1,unroll,unroll_2,unroll_2,unroll_2,unroll_4,12.25,0.6508504533558566,False
workload_1346.cpp,xczu7ev-ffvc1156-2-e,5.0,4716.206885,298,31,1,3,21,cyclic_2_1,block_32_1,block_32_1,unroll_16,unroll_2,unroll_2,unroll,unroll_2,14.0,0.43905168553823326,False
workload_1347.cpp,xczu7ev-ffvc1156-2-e,5.0,3567.355685,663,32,1,5,31,cyclic_4_1,block_8_1,block_32_1,unroll_32,unroll_2,unroll_4,unroll,unroll_2,17.25,0.5358576601389372,False
workload_1348.cpp,xczu7ev-ffvc1156-2-e,5.0,945.091365,149,67,3,8,19,block_4_1,block_32_1,cyclic_16_1,unroll_4,unroll_2,pipeline_1,unroll,unroll_2,24.25,0.6115724793109449,False
workload_1349.cpp,xczu7ev-ffvc1156-2-e,5.0,2336.254245,697,30,1,5,19,cyclic_2_1,block_8_1,block_2_1,unroll,unroll_2,unroll_4,unroll,unroll_2,13.75,0.753817769219581,False
workload_1351.cpp,xczu7ev-ffvc1156-2-e,5.0,944.804645,253,63,1,7,23,block_2_1,block_32_1,cyclic_64_1,unroll_4,unroll_2,pipeline_1,unroll,unroll_2,23.5,0.6358684190531725,False
workload_1352.cpp,xczu7ev-ffvc1156-2-e,5.0,861.206165,104,66,3,8,13,block_4_1,block_32_1,cyclic_2_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_2,22.5,0.6688278865339875,False
workload_1353.cpp,xczu7ev-ffvc1156-2-e,5.0,941.241365,117,62,1,3,10,cyclic_2_1,block_4_1,cyclic_16_1,unroll_4,unroll_2,pipeline,unroll_4,unroll_4,19.0,0.7918786111010717,False
workload_1354.cpp,xczu7ev-ffvc1156-2-e,5.0,861.942325,144,66,2,6,20,block_4_1,block_64_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,unroll_4,unroll,23.5,0.6355734851625321,False
workload_1355.cpp,xczu7ev-ffvc1156-2-e,5.0,861.942565,192,62,1,6,17,block_2_1,block_32_1,block_4_1,unroll_2,unroll_4,pipeline_1,unroll,unroll_2,21.5,0.7030810433335011,False
workload_1356.cpp,xczu7ev-ffvc1156-2-e,5.0,943.862645,117,76,1,3,10,cyclic_8_1,block_8_1,cyclic_2_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll,22.5,0.6691149017954175,False
workload_1357.cpp,xczu7ev-ffvc1156-2-e,5.0,860.641765,223,62,1,25,30,block_2_1,cyclic_8_1,block_2_1,unroll_16,unroll_2,pipeline_1,unroll,unroll_4,29.5,0.4568852839971832,False
workload_1358.cpp,xczu7ev-ffvc1156-2-e,5.0,5817.211685,315,31,1,3,12,cyclic_4_1,cyclic_8_1,block_2_1,unroll_16,unroll_2,unroll_4,unroll,unroll_2,11.75,0.3231662221478795,False
workload_1359.cpp,xczu7ev-ffvc1156-2-e,5.0,941.158405,450,63,1,3,18,cyclic_2_1,block_8_1,cyclic_64_1,unroll_2,unroll_2,pipeline_1,unroll,unroll,21.25,0.7120118331874856,False
workload_1360.cpp,xczu7ev-ffvc1156-2-e,5.0,857.396005,143,62,1,4,11,cyclic_2_1,block_8_1,block_2_1,unroll_8,unroll_2,pipeline_1,unroll,unroll_2,19.5,0.774448694410207,False
workload_1361.cpp,xczu7ev-ffvc1156-2-e,5.0,861.204965,144,66,3,9,19,block_4_1,block_32_1,cyclic_2_1,unroll_4,unroll_2,pipeline_1,unroll,unroll_4,24.25,0.611271842500175,False
workload_1362.cpp,xczu7ev-ffvc1156-2-e,5.0,857.426725,512,62,1,16,34,cyclic_2_1,block_8_1,block_2_1,unroll,unroll_2,pipeline,unroll,unroll_2,28.25,0.49112871581563255,False
workload_1363.cpp,xczu7ev-ffvc1156-2-e,5.0,1428.265765,322,31,1,4,15,cyclic_4_1,cyclic_4_1,block_2_1,unroll_16,unroll_2,unroll_8,unroll,unroll_2,12.75,0.8896913064153158,False
workload_1364.cpp,xczu7ev-ffvc1156-2-e,5.0,5838.170965,568,30,1,4,14,cyclic_2_1,cyclic_4_1,cyclic_2_1,unroll,unroll_2,unroll_2,unroll_2,unroll_4,12.25,0.31951664153740167,False
workload_1365.cpp,xczu7ev-ffvc1156-2-e,5.0,3321.588005,424,30,1,4,18,cyclic_2_1,block_32_1,block_2_1,unroll,unroll_2,unroll_2,unroll,unroll_2,13.25,0.6372371702892508,False
workload_1366.cpp,xczu7ev-ffvc1156-2-e,5.0,2264.164645,760,32,1,7,34,cyclic_4_1,block_4_1,cyclic_16_1,unroll,unroll_2,unroll_4,unroll,unroll_2,18.5,0.6638673225617134,False
workload_1367.cpp,xczu7ev-ffvc1156-2-e,5.0,857.355925,94,65,1,2,6,cyclic_4_1,cyclic_4_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_2,18.5,0.8115990584345014,False
workload_1368.cpp,xczu7ev-ffvc1156-2-e,5.0,2786.897925,346,32,1,3,18,cyclic_4_1,block_32_1,block_32_1,unroll_2,unroll_2,unroll_4,unroll,unroll,13.5,0.7074925542007565,False
workload_1369.cpp,xczu7ev-ffvc1156-2-e,5.0,941.158405,302,63,1,3,13,cyclic_2_1,block_8_1,block_32_1,unroll_2,unroll_2,pipeline,unroll,unroll,20.0,0.7562280223237524,False
workload_1370.cpp,xczu7ev-ffvc1156-2-e,5.0,857.427605,278,65,1,10,21,cyclic_4_1,block_4_1,block_2_1,unroll_32,unroll_2,pipeline_1,unroll_2,unroll_2,24.25,0.6112428144977005,False
workload_1371.cpp,xczu7ev-ffvc1156-2-e,5.0,857.425925,334,66,1,10,25,cyclic_4_1,block_8_1,block_2_1,unroll_32,unroll_2,pipeline_1,unroll,unroll,25.5,0.5719945029720815,False
workload_1372.cpp,xczu7ev-ffvc1156-2-e,5.0,3406.784805,598,32,1,8,45,cyclic_4_1,block_32_1,cyclic_16_1,unroll,unroll_2,unroll_2,unroll,unroll_2,21.5,0.4797489633173002,False
workload_1373.cpp,xczu7ev-ffvc1156-2-e,5.0,4598.242085,177,30,1,3,10,cyclic_2_1,block_8_1,block_2_1,unroll_16,unroll_2,unroll_2,unroll,unroll_2,11.0,0.4721895175921452,False
workload_1375.cpp,xczu7ev-ffvc1156-2-e,5.0,860.642085,300,62,1,25,38,block_2_1,block_32_1,block_2_1,unroll_16,unroll_4,pipeline_1,unroll,unroll_2,31.5,0.40532389481573206,False
workload_1376.cpp,xczu7ev-ffvc1156-2-e,5.0,860.918565,123,62,1,7,12,block_2_1,block_8_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll,unroll_2,20.5,0.738296367580699,False
workload_1377.cpp,xczu7ev-ffvc1156-2-e,5.0,4632.330725,140,30,1,3,10,cyclic_2_1,block_8_1,block_2_1,unroll_8,unroll_2,unroll_2,unroll,unroll_4,11.0,0.4675824282723554,False
workload_1378.cpp,xczu7ev-ffvc1156-2-e,5.0,6815.980325,832,41,1,18,53,block_2_1,block_8_1,block_64_1,unroll_16,unroll_2,unroll_4,unroll,unroll_2,28.25,0.14954948665727272,False
workload_1379.cpp,xczu7ev-ffvc1156-2-e,5.0,857.273125,100,66,1,2,8,cyclic_4_1,block_8_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,unroll,unroll_2,19.25,0.7836454422378459,False
workload_1380.cpp,xczu7ev-ffvc1156-2-e,5.0,857.427605,274,61,1,9,21,cyclic_2_1,cyclic_4_1,block_2_1,unroll_32,unroll_2,pipeline_1,unroll_2,unroll_2,23.0,0.6520413751451233,False
workload_1382.cpp,xczu7ev-ffvc1156-2-e,5.0,941.312805,629,66,1,21,45,cyclic_4_1,cyclic_4_1,cyclic_16_1,unroll,unroll_2,pipeline_1,unroll,unroll_2,33.25,0.3636725636203889,False
workload_1384.cpp,xczu7ev-ffvc1156-2-e,5.0,857.521445,508,62,1,20,32,block_2_1,block_32_1,block_2_1,unroll,unroll_4,pipeline_1,unroll,unroll_2,28.75,0.47723804791141833,False
workload_1385.cpp,xczu7ev-ffvc1156-2-e,5.0,857.273125,147,62,1,4,10,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_4,pipeline_1,unroll,unroll_2,19.25,0.7836454422378459,False
workload_1386.cpp,xczu7ev-ffvc1156-2-e,5.0,7517.215205,956,41,38,26,56,block_4_1,block_64_1,block_32_1,unroll_16,unroll_2,unroll_4,unroll,unroll_4,40.25,0.10001815939232182,False
workload_1387.cpp,xczu7ev-ffvc1156-2-e,5.0,9078.277925,630,30,1,19,36,block_2_1,block_8_1,block_2_1,unroll_32,unroll_4,unroll_2,unroll,unroll_2,21.5,0.10426915073204798,False
workload_1388.cpp,xczu7ev-ffvc1156-2-e,5.0,2713.456645,156,31,1,3,11,cyclic_4_1,block_16_1,block_2_1,unroll_4,unroll_2,unroll_4,unroll,unroll,11.5,0.7566152507693973,False
workload_1390.cpp,xczu7ev-ffvc1156-2-e,5.0,945.828405,205,63,1,5,18,block_2_1,block_32_1,block_32_1,unroll_2,unroll_2,pipeline,unroll_4,unroll,21.75,0.6946666516395744,False
workload_1391.cpp,xczu7ev-ffvc1156-2-e,5.0,857.273125,102,62,1,2,8,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll,unroll_2,18.25,0.8210333216676111,False
workload_1392.cpp,xczu7ev-ffvc1156-2-e,5.0,4705.752085,120,31,1,2,12,cyclic_2_1,block_32_1,cyclic_16_1,unroll_4,unroll_2,unroll_2,unroll_4,unroll_4,11.5,0.4558500743654157,False
workload_1393.cpp,xczu7ev-ffvc1156-2-e,5.0,941.158885,140,63,1,3,10,cyclic_2_1,block_8_1,block_16_1,unroll_2,unroll_2,pipeline,unroll,unroll_4,19.25,0.7830665589155049,False
workload_1394.cpp,xczu7ev-ffvc1156-2-e,5.0,4674.274085,192,31,1,4,13,cyclic_4_1,block_8_1,block_2_1,unroll_8,unroll_4,unroll_2,unroll,unroll_2,12.25,0.4563257650893683,False
workload_1395.cpp,xczu7ev-ffvc1156-2-e,5.0,943.863405,111,76,1,3,10,cyclic_8_1,cyclic_8_1,block_2_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,22.5,0.6691149003244042,False
workload_1396.cpp,xczu7ev-ffvc1156-2-e,5.0,2868.122405,130,33,1,2,10,cyclic_8_1,block_4_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,unroll,unroll_2,11.5,0.7319953983041974,False
workload_1397.cpp,xczu7ev-ffvc1156-2-e,5.0,857.426725,526,65,1,21,38,cyclic_4_1,cyclic_4_1,block_2_1,unroll,unroll_2,pipeline_1,unroll,unroll_2,31.25,0.4115365454617206,False
workload_1398.cpp,xczu7ev-ffvc1156-2-e,5.0,860.642965,188,61,1,24,25,block_2_1,block_4_1,block_2_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_2,27.75,0.5052878297686303,False
workload_1399.cpp,xczu7ev-ffvc1156-2-e,5.0,2713.456645,155,30,1,3,11,cyclic_2_1,block_16_1,block_2_1,unroll_4,unroll_2,unroll_4,unroll,unroll,11.25,0.7605378322367295,False
workload_1400.cpp,xczu7ev-ffvc1156-2-e,5.0,857.273125,99,62,1,2,7,cyclic_2_1,block_8_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,unroll,unroll_2,18.0,0.8257389495755166,False
workload_1401.cpp,xczu7ev-ffvc1156-2-e,5.0,9193.698085,128,30,1,4,10,block_2_1,block_4_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll,unroll_2,11.25,0.10924195735735748,False
workload_1402.cpp,xczu7ev-ffvc1156-2-e,5.0,857.427605,280,61,1,10,21,cyclic_2_1,cyclic_2_1,block_2_1,unroll_32,unroll_2,pipeline_1,unroll_2,unroll_2,23.25,0.6437579538955479,False
workload_1403.cpp,xczu7ev-ffvc1156-2-e,5.0,4600.934885,118,31,1,2,11,cyclic_2_1,block_32_1,block_4_1,unroll_2,unroll_2,unroll_2,unroll,unroll_4,11.25,0.47087455838335046,False
workload_1404.cpp,xczu7ev-ffvc1156-2-e,5.0,2995.225605,942,32,1,6,40,cyclic_4_1,block_32_1,block_32_1,unroll_32,unroll_2,unroll_4,unroll,unroll,19.75,0.552669262182947,False
workload_1405.cpp,xczu7ev-ffvc1156-2-e,5.0,941.312485,614,62,1,17,42,cyclic_2_1,block_4_1,cyclic_16_1,unroll,unroll_2,pipeline,unroll,unroll_4,30.5,0.43081665957745374,False
workload_1406.cpp,xczu7ev-ffvc1156-2-e,5.0,2129.488165,738,33,1,10,36,cyclic_8_1,cyclic_4_1,block_2_1,unroll,unroll_2,unroll_4,unroll,unroll_2,20.0,0.6544696832800259,False
workload_1407.cpp,xczu7ev-ffvc1156-2-e,5.0,2889.093965,232,38,1,4,17,cyclic_16_1,block_8_1,cyclic_2_1,unroll_4,unroll_4,unroll_4,unroll_2,unroll,15.0,0.6612005527662858,False
workload_1408.cpp,xczu7ev-ffvc1156-2-e,5.0,3691.866405,619,34,1,7,37,cyclic_8_1,block_32_1,block_2_1,unroll,unroll_2,unroll_2,unroll,unroll_2,19.75,0.4743851619493131,False
workload_1409.cpp,xczu7ev-ffvc1156-2-e,5.0,857.396005,187,62,1,5,14,cyclic_2_1,block_8_1,block_2_1,unroll_8,unroll_4,pipeline_1,unroll,unroll_2,20.5,0.7382565446160704,False
workload_1410.cpp,xczu7ev-ffvc1156-2-e,5.0,2264.164645,778,31,1,7,34,cyclic_2_1,block_4_1,cyclic_16_1,unroll,unroll_2,unroll_4,unroll,unroll_2,18.25,0.6675158985467965,False
workload_1412.cpp,xczu7ev-ffvc1156-2-e,5.0,1510.185765,330,33,1,4,16,cyclic_8_1,cyclic_4_1,block_2_1,unroll_16,unroll_2,unroll_8,unroll,unroll_2,13.5,0.8617490299377815,False
workload_1413.cpp,xczu7ev-ffvc1156-2-e,5.0,3321.588085,415,30,1,4,16,cyclic_2_1,block_16_1,cyclic_2_1,unroll,unroll_2,unroll_2,unroll_2,unroll,12.75,0.6443878871639064,False
workload_1414.cpp,xczu7ev-ffvc1156-2-e,5.0,4629.699365,189,31,1,3,13,cyclic_4_1,block_8_1,block_2_1,unroll_16,unroll_2,unroll_2,unroll,unroll_2,12.0,0.4635436743256961,False
workload_1415.cpp,xczu7ev-ffvc1156-2-e,5.0,2136.741525,101,32,1,2,7,cyclic_4_1,cyclic_4_1,cyclic_16_1,unroll_4,unroll_2,unroll_4,unroll_2,unroll_2,10.5,0.8604990214870012,False
workload_1416.cpp,xczu7ev-ffvc1156-2-e,5.0,941.159205,233,66,1,2,14,cyclic_4_1,block_2_1,cyclic_64_1,unroll_2,unroll_2,pipeline_1,unroll,unroll_2,20.75,0.7295583605398229,False
workload_1417.cpp,xczu7ev-ffvc1156-2-e,5.0,1839.832725,332,34,1,4,14,cyclic_8_1,block_8_1,block_2_1,unroll_16,unroll_2,unroll_8,unroll_2,unroll_2,13.25,0.8180472595534385,False
workload_1418.cpp,xczu7ev-ffvc1156-2-e,5.0,4629.699365,223,31,1,3,16,cyclic_4_1,block_32_1,block_2_1,unroll_16,unroll_2,unroll_2,unroll,unroll_2,12.75,0.45914300893326365,False
workload_1419.cpp,xczu7ev-ffvc1156-2-e,5.0,2723.943205,122,31,1,2,8,cyclic_4_1,block_4_1,block_2_1,unroll_4,unroll_2,unroll_4,unroll,unroll_2,10.5,0.7686017485324286,False
workload_1420.cpp,xczu7ev-ffvc1156-2-e,5.0,943.934325,556,76,1,16,42,cyclic_8_1,block_8_1,block_2_1,unroll,unroll_2,pipeline_1,unroll_2,unroll,33.75,0.35228274300004847,False
workload_1421.cpp,xczu7ev-ffvc1156-2-e,5.0,857.395205,170,62,1,4,12,cyclic_2_1,block_8_1,block_2_1,unroll_8,unroll_2,pipeline_1,unroll,unroll,19.75,0.7653102110015116,False
workload_1422.cpp,xczu7ev-ffvc1156-2-e,5.0,3322.898725,527,31,1,8,28,cyclic_4_1,block_8_1,block_2_1,unroll,unroll_4,unroll_2,unroll,unroll_2,17.0,0.5679188934757766,False
workload_1423.cpp,xczu7ev-ffvc1156-2-e,5.0,2244.261525,84,33,1,1,6,cyclic_8_1,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,10.25,0.8516855417503651,False
workload_1424.cpp,xczu7ev-ffvc1156-2-e,5.0,2849.752725,151,34,1,3,13,cyclic_8_1,block_8_1,cyclic_2_1,unroll_8,unroll_2,unroll_4,unroll_2,unroll_2,12.75,0.7140316202069059,False
workload_1425.cpp,xczu7ev-ffvc1156-2-e,5.0,941.158405,456,63,1,3,19,cyclic_2_1,block_16_1,cyclic_64_1,unroll_2,unroll_2,pipeline_1,unroll,unroll,21.5,0.7033190498541103,False
workload_1426.cpp,xczu7ev-ffvc1156-2-e,5.0,857.354245,138,62,1,4,10,cyclic_2_1,block_8_1,block_2_1,unroll_4,unroll_2,pipeline,unroll,unroll,19.25,0.7836465513317123,False
workload_1427.cpp,xczu7ev-ffvc1156-2-e,5.0,2816.973605,284,33,1,5,23,cyclic_8_1,block_4_1,block_2_1,unroll_16,unroll_2,unroll_4,unroll,unroll_2,15.5,0.6574878949924535,False
