Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,Area,Weight,is_pareto
workload_876.cpp,xczu7ev-ffvc1156-2-e,5.0,0.22956,116,7,17,10,16,block_4_1,cyclic_8_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_16,12.5,0.6833744394865702,False
workload_877.cpp,xczu7ev-ffvc1156-2-e,5.0,0.87564,77,6,1,1,4,cyclic_16_1,block_2_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_4,3.0,0.22401159973140283,False
workload_878.cpp,xczu7ev-ffvc1156-2-e,5.0,0.14422,87,86,2,2,6,block_64_1,cyclic_64_1,block_16_1,complete_1,complete_1,complete_1,pipeline,24.0,0.4387369794844267,False
workload_879.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11854,75,12,1,3,4,cyclic_4_1,block_64_1,cyclic_64_1,complete_1,complete_1,complete_1,pipeline_1,5.0,0.9567985717643983,False
workload_880.cpp,xczu7ev-ffvc1156-2-e,5.0,0.89132,243,25,1,2,12,cyclic_128_1,block_4_1,cyclic_16_1,complete_1,complete_1,complete_1,unroll_16,10.0,0.2005428059651346,False
workload_881.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11862,80,12,2,3,5,block_4_1,cyclic_4_1,block_128_1,complete_1,complete_1,complete_1,pipeline,5.5,0.9403679140879576,False
workload_882.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11854,84,10,1,4,6,cyclic_2_1,block_128_1,block_64_1,complete_1,complete_1,complete_1,pipeline,5.25,0.948588242261946,False
workload_883.cpp,xczu7ev-ffvc1156-2-e,5.0,0.22956,118,8,19,10,17,block_4_1,cyclic_8_1,cyclic_16_1,complete_1,complete_1,complete_1,unroll_16,13.5,0.6590378359326918,False
workload_884.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11854,72,14,1,2,3,cyclic_4_1,cyclic_16_1,cyclic_64_1,complete_1,complete_1,complete_1,pipeline_1,5.0,0.9567985717643983,False
workload_885.cpp,xczu7ev-ffvc1156-2-e,5.0,0.2296,142,5,19,18,23,block_4_1,cyclic_4_1,block_64_1,complete_1,complete_1,complete_1,unroll_16,16.25,0.5930409575593583,False
workload_886.cpp,xczu7ev-ffvc1156-2-e,5.0,0.58124,67,9,1,1,2,cyclic_2_1,cyclic_2_1,block_16_1,complete_1,complete_1,complete_1,unroll_2,3.25,0.5546833660063257,False
workload_887.cpp,xczu7ev-ffvc1156-2-e,5.0,0.23484,231,12,34,19,39,block_16_1,block_8_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_32,26.0,0.38364037786431526,False
workload_888.cpp,xczu7ev-ffvc1156-2-e,5.0,0.25516,133,10,19,10,21,block_16_1,cyclic_8_1,cyclic_16_1,complete_1,complete_1,complete_1,unroll_16,15.0,0.6096253256238536,False
workload_889.cpp,xczu7ev-ffvc1156-2-e,5.0,0.14414,71,44,1,1,3,cyclic_32_1,cyclic_2_1,cyclic_8_1,complete_1,complete_1,complete_1,pipeline_1,12.25,0.7282450089283468,False
workload_890.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11342,68,12,1,1,2,cyclic_2_1,block_8_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline,4.0,0.9914667149860357,False
workload_891.cpp,xczu7ev-ffvc1156-2-e,5.0,0.49628,400,12,31,16,34,cyclic_4_1,block_32_1,block_2_1,complete_1,complete_1,complete_1,unroll_64,23.25,0.33184205748506457,False
workload_892.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11854,74,17,1,2,4,cyclic_4_1,cyclic_32_1,cyclic_64_1,complete_1,complete_1,complete_1,pipeline_1,6.0,0.9240552431117672,False
workload_893.cpp,xczu7ev-ffvc1156-2-e,5.0,0.14414,81,91,1,1,5,cyclic_64_1,cyclic_32_1,block_16_1,complete_1,complete_1,complete_1,pipeline_1,24.5,0.4283619431846428,False
workload_894.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11854,77,14,1,3,5,cyclic_4_1,block_128_1,cyclic_16_1,complete_1,complete_1,complete_1,pipeline_1,5.75,0.9322077540311055,False
workload_895.cpp,xczu7ev-ffvc1156-2-e,5.0,0.19948,98,7,18,9,16,cyclic_8_1,cyclic_2_1,cyclic_16_1,complete_1,complete_1,complete_1,unroll_16,12.5,0.70001887805504,False
workload_896.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11342,67,14,1,1,2,cyclic_2_1,block_16_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,4.5,0.9745220853194225,False
workload_897.cpp,xczu7ev-ffvc1156-2-e,5.0,0.14414,82,42,1,3,5,cyclic_32_1,cyclic_64_1,block_64_1,complete_1,complete_1,complete_1,pipeline,12.75,0.7142083803629944,False
workload_898.cpp,xczu7ev-ffvc1156-2-e,5.0,0.84204,291,5,1,3,9,cyclic_16_1,block_128_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_16,4.5,0.25088357530220656,False
workload_899.cpp,xczu7ev-ffvc1156-2-e,5.0,0.96012,76,7,1,2,4,block_4_1,block_16_1,cyclic_64_1,complete_1,complete_1,complete_1,unroll_2,3.5,0.1661192897003405,False
workload_900.cpp,xczu7ev-ffvc1156-2-e,5.0,0.61964,69,6,1,1,3,block_4_1,cyclic_8_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_2,2.75,0.5082028520184717,False
workload_901.cpp,xczu7ev-ffvc1156-2-e,5.0,0.14422,77,49,2,2,4,block_32_1,block_32_1,cyclic_8_1,complete_1,complete_1,complete_1,pipeline_1,14.25,0.6729462203552621,False
workload_902.cpp,xczu7ev-ffvc1156-2-e,5.0,0.64524,71,10,1,1,4,block_16_1,block_8_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_2,4.0,0.4687208816625186,False
workload_903.cpp,xczu7ev-ffvc1156-2-e,5.0,0.22956,130,14,16,10,18,block_4_1,cyclic_64_1,block_32_1,complete_1,complete_1,complete_1,unroll_16,14.5,0.6348325606568823,False
workload_904.cpp,xczu7ev-ffvc1156-2-e,5.0,0.77084,915,9,5,11,24,block_2_1,block_128_1,block_16_1,complete_1,complete_1,complete_1,unroll_32,12.25,0.28357626330029984,False
workload_905.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1391,74,17,2,2,3,block_8_1,cyclic_32_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline_1,6.0,0.9148788435502584,False
workload_906.cpp,xczu7ev-ffvc1156-2-e,5.0,0.2198,196,7,37,20,35,block_8_1,cyclic_8_1,block_4_1,complete_1,complete_1,complete_1,unroll_32,24.75,0.41098438469440957,False
workload_907.cpp,xczu7ev-ffvc1156-2-e,5.0,0.14414,76,43,1,2,4,cyclic_32_1,block_2_1,cyclic_64_1,complete_1,complete_1,complete_1,pipeline_1,12.5,0.7212091361856529,False
workload_908.cpp,xczu7ev-ffvc1156-2-e,5.0,0.20924,215,19,31,18,35,block_4_1,block_32_1,block_16_1,complete_1,complete_1,complete_1,unroll_32,25.75,0.3937823950970929,False
workload_909.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11854,73,17,1,1,2,cyclic_2_1,block_8_1,block_32_1,complete_1,complete_1,complete_1,pipeline,5.25,0.948588242261946,False
workload_910.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11862,69,15,2,2,3,block_4_1,cyclic_4_1,block_16_1,complete_1,complete_1,complete_1,pipeline_1,5.5,0.9403679140879576,False
workload_911.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11854,69,13,1,1,2,cyclic_2_1,cyclic_8_1,cyclic_8_1,complete_1,complete_1,complete_1,pipeline,4.25,0.9811002422985579,False
workload_912.cpp,xczu7ev-ffvc1156-2-e,5.0,0.17646,218,27,23,22,45,cyclic_64_1,block_16_1,block_128_1,complete_1,complete_1,complete_1,unroll_32,29.25,0.3347208794929064,False
workload_913.cpp,xczu7ev-ffvc1156-2-e,5.0,0.92368,401,4,5,14,20,block_8_1,block_128_1,block_64_1,complete_1,complete_1,complete_1,unroll_16,10.75,0.17772642656957383,False
workload_914.cpp,xczu7ev-ffvc1156-2-e,5.0,0.2062,113,23,12,7,17,cyclic_32_1,block_32_1,cyclic_2_1,complete_1,complete_1,complete_1,unroll_16,14.75,0.6396730640934656,False
workload_915.cpp,xczu7ev-ffvc1156-2-e,5.0,0.34316,72,6,3,2,4,cyclic_4_1,block_4_1,block_2_1,complete_1,complete_1,complete_1,unroll_4,3.75,0.759679677796234,False
workload_917.cpp,xczu7ev-ffvc1156-2-e,5.0,0.62476,71,10,1,1,3,block_4_1,cyclic_8_1,block_16_1,complete_1,complete_1,complete_1,unroll_2,3.75,0.49688556825242314,False
workload_918.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1514,237,13,61,31,53,cyclic_16_1,cyclic_32_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_64,39.5,0.19157846812089405,False
workload_919.cpp,xczu7ev-ffvc1156-2-e,5.0,0.77086,956,4,6,20,37,block_2_1,block_128_1,block_128_1,complete_1,complete_1,complete_1,unroll_32,16.75,0.2514369584351276,False
workload_920.cpp,xczu7ev-ffvc1156-2-e,5.0,0.62476,69,8,1,1,3,block_2_1,block_8_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_2,3.25,0.49935973014346247,False
workload_921.cpp,xczu7ev-ffvc1156-2-e,5.0,0.57612,67,6,1,1,2,cyclic_2_1,cyclic_8_1,block_2_1,complete_1,complete_1,complete_1,unroll_2,2.5,0.5679917575150711,False
workload_922.cpp,xczu7ev-ffvc1156-2-e,5.0,0.14414,76,17,1,2,4,cyclic_8_1,cyclic_32_1,block_64_1,complete_1,complete_1,complete_1,pipeline_1,6.0,0.9114455871111835,False
workload_923.cpp,xczu7ev-ffvc1156-2-e,5.0,0.88076,78,7,1,1,4,cyclic_16_1,block_2_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_4,3.25,0.21992567026593995,False
workload_924.cpp,xczu7ev-ffvc1156-2-e,5.0,0.24748,132,9,18,10,20,block_16_1,cyclic_2_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_16,14.25,0.6312377903576063,False
workload_925.cpp,xczu7ev-ffvc1156-2-e,5.0,0.16348,134,6,27,14,24,cyclic_2_1,cyclic_8_1,cyclic_2_1,complete_1,complete_1,complete_1,unroll_32,17.75,0.5784762632940753,False
workload_926.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11342,68,14,1,1,2,cyclic_4_1,block_8_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,4.5,0.9745220853194225,False
workload_927.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11854,75,12,1,3,4,cyclic_4_1,block_64_1,cyclic_64_1,complete_1,complete_1,complete_1,pipeline_1,5.0,0.9567985717643983,False
workload_928.cpp,xczu7ev-ffvc1156-2-e,5.0,0.17084,137,9,26,14,25,cyclic_2_1,block_8_1,cyclic_16_1,complete_1,complete_1,complete_1,unroll_32,18.5,0.5586090547897956,False
workload_929.cpp,xczu7ev-ffvc1156-2-e,5.0,0.96012,77,9,1,2,5,block_4_1,block_32_1,cyclic_64_1,complete_1,complete_1,complete_1,unroll_2,4.25,0.1658395750475647,False
workload_930.cpp,xczu7ev-ffvc1156-2-e,5.0,0.2286,116,8,11,9,16,block_2_1,block_8_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_16,11.0,0.720507897729534,False
workload_931.cpp,xczu7ev-ffvc1156-2-e,5.0,0.22156,112,5,11,8,15,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_16,9.75,0.7558316204979552,False
workload_932.cpp,xczu7ev-ffvc1156-2-e,5.0,0.57612,68,7,1,1,2,cyclic_2_1,block_8_1,cyclic_2_1,complete_1,complete_1,complete_1,unroll_2,2.75,0.5650356815168497,False
workload_933.cpp,xczu7ev-ffvc1156-2-e,5.0,0.65036,74,4,1,2,4,block_8_1,cyclic_2_1,block_64_1,complete_1,complete_1,complete_1,unroll_2,2.75,0.46576685368303705,False
workload_934.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11854,81,10,1,4,6,cyclic_2_1,block_128_1,block_64_1,complete_1,complete_1,complete_1,pipeline,5.25,0.948588242261946,False
workload_935.cpp,xczu7ev-ffvc1156-2-e,5.0,0.95788,150,12,5,4,12,block_16_1,cyclic_32_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_16,8.25,0.16303439438770717,False
workload_936.cpp,xczu7ev-ffvc1156-2-e,5.0,0.19332,280,4,26,48,48,block_2_1,cyclic_2_1,block_128_1,complete_1,complete_1,complete_1,unroll_32,31.5,0.2954621954865687,False
workload_937.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1135,72,12,2,2,4,block_4_1,cyclic_64_1,block_4_1,complete_1,complete_1,complete_1,pipeline,5.0,0.9577397110997856,False
workload_938.cpp,xczu7ev-ffvc1156-2-e,5.0,0.15348,228,6,47,25,43,cyclic_2_1,cyclic_8_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_64,30.25,0.31983132137577314,False
workload_939.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11854,81,16,1,3,5,cyclic_2_1,block_128_1,block_32_1,complete_1,complete_1,complete_1,pipeline,6.25,0.9159339340502642,False
workload_940.cpp,xczu7ev-ffvc1156-2-e,5.0,0.96012,71,8,1,1,3,block_4_1,cyclic_8_1,cyclic_16_1,complete_1,complete_1,complete_1,unroll_2,3.25,0.1661775930342271,False
workload_941.cpp,xczu7ev-ffvc1156-2-e,5.0,0.96012,75,6,1,2,4,block_2_1,cyclic_16_1,cyclic_64_1,complete_1,complete_1,complete_1,unroll_2,3.25,0.1661775930342271,False
workload_942.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1942,178,7,34,19,30,block_4_1,cyclic_8_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_32,22.5,0.46270607773994743,False
workload_943.cpp,xczu7ev-ffvc1156-2-e,5.0,0.22956,117,7,17,10,16,block_4_1,cyclic_8_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_16,12.5,0.6833744394865702,False
workload_944.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11862,74,13,2,2,4,block_4_1,block_8_1,block_64_1,complete_1,complete_1,complete_1,pipeline,5.25,0.9485661145475569,False
workload_945.cpp,xczu7ev-ffvc1156-2-e,5.0,0.19756,100,10,18,9,16,cyclic_16_1,cyclic_4_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_16,13.25,0.6815829960895902,False
workload_946.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1135,74,12,2,2,4,block_4_1,block_64_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline,5.0,0.9577397110997856,False
workload_947.cpp,xczu7ev-ffvc1156-2-e,5.0,0.14414,79,86,1,1,4,cyclic_64_1,cyclic_8_1,cyclic_8_1,complete_1,complete_1,complete_1,pipeline,23.0,0.45999211846793553,False
workload_948.cpp,xczu7ev-ffvc1156-2-e,5.0,0.20972,94,7,9,5,10,cyclic_8_1,cyclic_4_1,cyclic_16_1,complete_1,complete_1,complete_1,unroll_16,7.75,0.8132626778088791,False
workload_949.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11342,69,14,1,1,2,cyclic_2_1,block_16_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,4.5,0.9745220853194225,False
workload_950.cpp,xczu7ev-ffvc1156-2-e,5.0,0.18864,118,4,13,15,18,cyclic_2_1,cyclic_2_1,block_64_1,complete_1,complete_1,complete_1,unroll_16,12.5,0.7052686230097781,False
workload_951.cpp,xczu7ev-ffvc1156-2-e,5.0,0.93964,73,7,1,1,3,block_4_1,cyclic_4_1,block_16_1,complete_1,complete_1,complete_1,unroll_2,3.0,0.17857882308344825,False
workload_952.cpp,xczu7ev-ffvc1156-2-e,5.0,0.2198,197,7,37,20,35,block_8_1,cyclic_8_1,block_4_1,complete_1,complete_1,complete_1,unroll_32,24.75,0.41098438469440957,False
workload_953.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11862,75,11,1,2,4,block_2_1,cyclic_4_1,block_64_1,complete_1,complete_1,complete_1,pipeline,4.5,0.9730990566489337,False
workload_954.cpp,xczu7ev-ffvc1156-2-e,5.0,0.62476,78,9,1,2,4,block_4_1,block_16_1,block_64_1,complete_1,complete_1,complete_1,unroll_2,4.0,0.49538184236895744,False
workload_955.cpp,xczu7ev-ffvc1156-2-e,5.0,0.6046,260,4,6,9,21,block_2_1,block_128_1,cyclic_64_1,complete_1,complete_1,complete_1,unroll_16,10.0,0.45197443325570885,False
workload_956.cpp,xczu7ev-ffvc1156-2-e,5.0,0.62476,77,5,1,3,6,block_2_1,block_128_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_2,3.75,0.49688556825242314,False
workload_957.cpp,xczu7ev-ffvc1156-2-e,5.0,0.22956,118,8,19,10,17,block_4_1,cyclic_8_1,cyclic_16_1,complete_1,complete_1,complete_1,unroll_16,13.5,0.6590378359326918,False
workload_958.cpp,xczu7ev-ffvc1156-2-e,5.0,0.22188,114,7,15,9,15,block_4_1,cyclic_2_1,cyclic_16_1,complete_1,complete_1,complete_1,unroll_16,11.5,0.7126281791575465,False
workload_959.cpp,xczu7ev-ffvc1156-2-e,5.0,0.89644,405,4,1,5,11,cyclic_16_1,block_128_1,cyclic_128_1,complete_1,complete_1,complete_1,unroll_16,5.25,0.2066071766732642,False
workload_960.cpp,xczu7ev-ffvc1156-2-e,5.0,0.83326,1096,4,1,12,24,cyclic_2_1,block_128_1,block_128_1,complete_1,complete_1,complete_1,unroll_32,10.25,0.24272302034302135,False
workload_961.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11342,70,12,1,1,2,cyclic_2_1,block_8_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,4.0,0.9914667149860357,False
workload_962.cpp,xczu7ev-ffvc1156-2-e,5.0,0.64524,72,6,1,1,3,block_8_1,cyclic_8_1,block_2_1,complete_1,complete_1,complete_1,unroll_2,2.75,0.47270531947685557,False
workload_963.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11854,76,11,1,2,3,cyclic_2_1,cyclic_2_1,block_64_1,complete_1,complete_1,complete_1,pipeline,4.25,0.9811002422985579,False
workload_964.cpp,xczu7ev-ffvc1156-2-e,5.0,0.22444,117,7,18,10,17,block_4_1,cyclic_8_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_16,13.0,0.6740914652615275,False
workload_965.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11862,83,10,1,4,6,block_2_1,block_128_1,cyclic_64_1,complete_1,complete_1,complete_1,pipeline_1,5.25,0.9485661145475569,False
workload_966.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1135,80,12,2,3,5,block_4_1,block_128_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline,5.5,0.941120352807977,False
workload_967.cpp,xczu7ev-ffvc1156-2-e,5.0,0.18316,94,6,13,7,13,cyclic_2_1,cyclic_4_1,block_4_1,complete_1,complete_1,complete_1,unroll_16,9.75,0.7816564051759909,False
workload_968.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11854,75,12,1,2,3,cyclic_2_1,cyclic_8_1,block_64_1,complete_1,complete_1,complete_1,pipeline,4.5,0.9731369811465345,False
workload_969.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11854,74,12,1,3,4,cyclic_4_1,cyclic_64_1,cyclic_64_1,complete_1,complete_1,complete_1,pipeline_1,5.0,0.9567985717643983,False
workload_970.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1586,233,6,44,24,41,cyclic_2_1,cyclic_8_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_64,28.75,0.3453765519591243,False
workload_971.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11342,69,12,1,2,3,cyclic_4_1,cyclic_64_1,block_2_1,complete_1,complete_1,complete_1,pipeline,4.5,0.9745220853194225,False
workload_972.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1391,81,86,2,2,5,block_64_1,block_16_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline,23.75,0.44447924872693745,False
workload_973.cpp,xczu7ev-ffvc1156-2-e,5.0,0.84508,158,4,1,2,6,cyclic_2_1,cyclic_64_1,block_4_1,complete_1,complete_1,complete_1,unroll_32,3.25,0.2492476945768025,False
workload_974.cpp,xczu7ev-ffvc1156-2-e,5.0,0.19516,169,6,23,17,30,block_2_1,cyclic_8_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_32,19.0,0.5406326972701748,False
workload_975.cpp,xczu7ev-ffvc1156-2-e,5.0,0.93964,76,5,1,2,4,block_4_1,cyclic_4_1,block_64_1,complete_1,complete_1,complete_1,unroll_2,3.0,0.17857882308344825,False
workload_976.cpp,xczu7ev-ffvc1156-2-e,5.0,0.57612,67,5,1,1,2,cyclic_2_1,cyclic_8_1,cyclic_2_1,complete_1,complete_1,complete_1,unroll_2,2.25,0.5709304371338542,False
workload_977.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11342,67,12,1,1,2,cyclic_2_1,cyclic_8_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline,4.0,0.9914667149860357,False
workload_978.cpp,xczu7ev-ffvc1156-2-e,5.0,0.17084,136,9,26,14,25,cyclic_2_1,block_8_1,cyclic_16_1,complete_1,complete_1,complete_1,unroll_32,18.5,0.5586090547897956,False
workload_979.cpp,xczu7ev-ffvc1156-2-e,5.0,0.19052,99,10,14,7,15,cyclic_2_1,block_16_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_16,11.5,0.730780280970737,False
workload_980.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11854,82,10,1,4,6,cyclic_2_1,block_128_1,block_64_1,complete_1,complete_1,complete_1,pipeline,5.25,0.948588242261946,False
workload_981.cpp,xczu7ev-ffvc1156-2-e,5.0,0.18508,97,6,14,7,14,cyclic_2_1,block_4_1,block_2_1,complete_1,complete_1,complete_1,unroll_16,10.25,0.7670902008457647,False
workload_982.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1646,432,4,60,69,80,block_2_1,cyclic_4_1,block_64_1,complete_1,complete_1,complete_1,unroll_64,53.25,0.10294093991645371,False
workload_983.cpp,xczu7ev-ffvc1156-2-e,5.0,0.18316,97,6,15,8,14,cyclic_2_1,cyclic_8_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_16,10.75,0.754694399149232,False
workload_984.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11854,72,12,1,2,3,cyclic_2_1,cyclic_8_1,block_64_1,complete_1,complete_1,complete_1,pipeline,4.5,0.9731369811465345,False
workload_985.cpp,xczu7ev-ffvc1156-2-e,5.0,0.59948,249,4,5,8,18,block_2_1,block_128_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_16,8.75,0.4718239337329502,False
workload_986.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1135,68,14,2,2,3,block_4_1,cyclic_8_1,block_4_1,complete_1,complete_1,complete_1,pipeline,5.25,0.9494097166500909,False
workload_987.cpp,xczu7ev-ffvc1156-2-e,5.0,0.17452,142,10,27,14,26,cyclic_8_1,cyclic_8_1,block_16_1,complete_1,complete_1,complete_1,unroll_32,19.25,0.5399363869959458,False
workload_988.cpp,xczu7ev-ffvc1156-2-e,5.0,0.42252,83,4,3,3,6,block_4_1,cyclic_2_1,block_64_1,complete_1,complete_1,complete_1,unroll_4,4.0,0.6788975960486033,False
workload_989.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11862,68,12,1,1,3,block_2_1,cyclic_4_1,cyclic_8_1,complete_1,complete_1,complete_1,pipeline,4.25,0.9810497620193478,False
workload_990.cpp,xczu7ev-ffvc1156-2-e,5.0,0.161,248,11,52,27,48,cyclic_2_1,block_8_1,cyclic_16_1,complete_1,complete_1,complete_1,unroll_64,34.5,0.2535192337725932,False
workload_991.cpp,xczu7ev-ffvc1156-2-e,5.0,0.81132,293,4,1,3,9,cyclic_2_1,block_128_1,block_4_1,complete_1,complete_1,complete_1,unroll_16,4.25,0.2790242514338682,False
workload_992.cpp,xczu7ev-ffvc1156-2-e,5.0,0.39052,72,5,2,2,4,cyclic_4_1,cyclic_64_1,block_4_1,complete_1,complete_1,complete_1,unroll_4,3.25,0.7217446464485212,False
workload_993.cpp,xczu7ev-ffvc1156-2-e,5.0,0.20028,177,5,24,18,31,block_2_1,cyclic_8_1,cyclic_64_1,complete_1,complete_1,complete_1,unroll_32,19.5,0.5276408497265138,False
workload_994.cpp,xczu7ev-ffvc1156-2-e,5.0,0.57612,66,5,1,1,2,cyclic_2_1,cyclic_2_1,block_2_1,complete_1,complete_1,complete_1,unroll_2,2.25,0.5709304371338542,False
workload_995.cpp,xczu7ev-ffvc1156-2-e,5.0,0.2574,89,4,5,4,9,cyclic_2_1,cyclic_2_1,block_64_1,complete_1,complete_1,complete_1,unroll_8,5.5,0.8155044445948465,False
workload_996.cpp,xczu7ev-ffvc1156-2-e,5.0,0.16348,132,6,27,14,24,cyclic_2_1,cyclic_8_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_32,17.75,0.5784762632940753,False
workload_997.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1135,69,13,2,2,3,block_4_1,block_4_1,block_4_1,complete_1,complete_1,complete_1,pipeline,5.0,0.9577397110997856,False
workload_998.cpp,xczu7ev-ffvc1156-2-e,5.0,0.62476,74,5,1,2,4,block_4_1,cyclic_8_1,block_64_1,complete_1,complete_1,complete_1,unroll_2,3.0,0.500295507750547,False
workload_999.cpp,xczu7ev-ffvc1156-2-e,5.0,0.16124,339,8,60,41,70,block_2_1,block_8_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_64,44.75,0.143030782246476,False
workload_1000.cpp,xczu7ev-ffvc1156-2-e,5.0,0.82812,1015,4,1,3,10,cyclic_2_1,block_128_1,cyclic_2_1,complete_1,complete_1,complete_1,unroll_32,4.5,0.2631981537827725,False
workload_1001.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11854,71,14,1,1,2,cyclic_2_1,cyclic_8_1,cyclic_16_1,complete_1,complete_1,complete_1,pipeline,4.5,0.9731369811465345,False
workload_1002.cpp,xczu7ev-ffvc1156-2-e,5.0,0.61964,77,5,1,2,4,block_4_1,block_64_1,block_2_1,complete_1,complete_1,complete_1,unroll_2,3.0,0.5073990944623533,False
workload_1003.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11862,82,16,1,3,6,block_2_1,block_128_1,cyclic_32_1,complete_1,complete_1,complete_1,pipeline_1,6.5,0.9078322992697597,False
workload_1004.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1902,99,9,15,8,14,cyclic_2_1,block_8_1,cyclic_16_1,complete_1,complete_1,complete_1,unroll_16,11.5,0.7309469217524752,False
workload_1005.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1686,139,8,26,13,24,cyclic_2_1,cyclic_8_1,block_8_1,complete_1,complete_1,complete_1,unroll_32,17.75,0.5773402545910152,False
workload_1006.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11342,70,12,1,1,2,cyclic_2_1,cyclic_8_1,block_4_1,complete_1,complete_1,complete_1,pipeline,4.0,0.9914667149860357,False
workload_1007.cpp,xczu7ev-ffvc1156-2-e,5.0,0.8462,73,6,1,1,3,cyclic_4_1,cyclic_8_1,block_2_1,complete_1,complete_1,complete_1,unroll_4,2.75,0.2484277240941684,False
workload_1008.cpp,xczu7ev-ffvc1156-2-e,5.0,0.25676,91,4,7,5,11,cyclic_8_1,cyclic_2_1,block_64_1,complete_1,complete_1,complete_1,unroll_8,6.75,0.7923998992890637,False
