Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,Area,Weight,is_pareto
workload_1880.cpp,xczu7ev-ffvc1156-2-e,5.0,0.03076,67,38,4,51,20,complete_1,complete_1,block_8_1,block_8_1,complete_1,unroll_32,unroll_2,pipeline,unroll_2,unroll,unroll,unroll,28.25,0.6999043697099289,False
workload_1881.cpp,xczu7ev-ffvc1156-2-e,5.0,0.03076,66,14,1,23,74,block_2_1,block_2_1,cyclic_2_1,complete_1,complete_1,unroll_32,unroll_2,pipeline,unroll_2,unroll,pipeline_1,pipeline,28.0,0.7036310790017392,False
workload_1882.cpp,xczu7ev-ffvc1156-2-e,5.0,0.03076,64,19,1,23,74,block_2_1,block_2_1,cyclic_4_1,complete_1,complete_1,unroll_4,unroll_2,pipeline,unroll_2,unroll,pipeline_1,pipeline,29.25,0.6851129291837424,False
workload_1884.cpp,xczu7ev-ffvc1156-2-e,5.0,0.030745,70,14,25,30,30,cyclic_2_1,cyclic_2_1,complete_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_32,pipeline_1,unroll,pipeline,24.75,0.7531284094862644,False
workload_1886.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,63,38,1,6,76,block_2_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_8,unroll_2,pipeline,unroll_2,unroll,pipeline_1,pipeline,30.25,0.46908018817922237,False
workload_1889.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,70,71,25,17,18,block_2_1,block_4_1,cyclic_2_1,cyclic_16_1,complete_1,unroll_4,pipeline,unroll_16,unroll_16,unroll,unroll_8,unroll,32.75,0.4202590938037307,False
workload_1891.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049282,78,86,25,51,49,complete_1,cyclic_32_1,cyclic_2_1,block_2_1,complete_1,pipeline,pipeline,unroll_2,unroll_16,pipeline,pipeline_1,unroll,52.75,0.1543224891256333,False
workload_1896.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,91,56,30,20,24,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_16,unroll_4,unroll_8,unroll_32,unroll,unroll_8,unroll,32.5,0.42498540518445904,False
workload_1925.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,66,52,25,17,20,cyclic_2_1,cyclic_16_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_2,pipeline,unroll_4,unroll_8,pipeline,pipeline,pipeline,28.5,0.505314839809543,False
workload_1929.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049282,73,52,25,35,35,cyclic_16_1,cyclic_4_1,cyclic_2_1,complete_1,complete_1,unroll,pipeline,pipeline_1,unroll_8,unroll,unroll,pipeline_1,36.75,0.3493463049897335,False
workload_1930.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049282,84,83,25,51,49,complete_1,block_16_1,cyclic_2_1,block_2_1,complete_1,pipeline,pipeline,unroll_2,unroll_16,pipeline,pipeline_1,unroll,52.0,0.16029649624577855,False
workload_1933.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,133,65,66,45,55,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_16,unroll_8,unroll_8,unroll_32,unroll,unroll_8,unroll,57.75,0.12245838541073444,False
workload_1965.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049282,59,46,25,15,18,block_4_1,block_4_1,cyclic_2_1,block_2_1,complete_1,pipeline,pipeline,unroll_2,unroll_16,pipeline,pipeline_1,unroll,26.0,0.5600213460437542,False
workload_1967.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,62,75,25,21,19,block_2_1,cyclic_8_1,block_8_1,cyclic_4_1,complete_1,unroll_4,pipeline,unroll_16,unroll_32,unroll,unroll_8,pipeline_1,35.0,0.37928012091353625,False
workload_1969.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02050281,66,38,1,6,76,block_2_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_8,unroll_2,pipeline,unroll_2,unroll,pipeline_1,pipeline,30.25,0.46908017319303175,False
workload_1970.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,73,23,25,35,34,block_2_1,cyclic_4_1,cyclic_2_1,complete_1,complete_1,unroll_4,pipeline,unroll_16,unroll_16,unroll,unroll_8,unroll,29.25,0.48957799029347426,False
workload_1973.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,73,83,25,51,34,complete_1,block_16_1,cyclic_2_1,block_2_1,complete_1,unroll_32,pipeline,pipeline,unroll_16,pipeline,pipeline_1,pipeline_1,48.25,0.19484023732816536,False
workload_1975.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,76,66,25,35,34,cyclic_4_1,block_4_1,complete_1,cyclic_16_1,complete_1,unroll_4,pipeline,unroll_8,unroll_64,pipeline_1,unroll_8,pipeline_1,40.0,0.2982555455846814,False
workload_1976.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,82,98,17,15,15,cyclic_4_1,block_2_1,cyclic_2_1,block_16_1,complete_1,unroll_16,unroll_2,unroll_8,unroll_32,unroll,unroll_8,unroll,36.25,0.3577257203406423,False
workload_2006.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,2475,65,25,42,36,block_4_1,cyclic_4_1,block_8_1,complete_1,complete_1,unroll_32,pipeline_1,unroll_16,unroll_32,pipeline_1,unroll,unroll,42.0,0.2697231673421537,False
workload_2007.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,2475,56,30,20,25,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_16,unroll_4,unroll_8,unroll_64,unroll,unroll_8,unroll,32.75,0.420259085885776,False
workload_2010.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049282,2475,65,66,45,55,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,complete_1,unroll,unroll_8,unroll_8,unroll_32,unroll,unroll_8,unroll,57.75,0.12245838572649856,False
workload_2011.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,2475,14,25,71,65,complete_1,cyclic_4_1,cyclic_2_1,complete_1,complete_1,pipeline,pipeline,unroll_16,unroll_16,unroll,pipeline_1,unroll,43.75,0.24657488480394957,False
workload_2013.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,2475,65,25,21,19,block_2_1,cyclic_4_1,block_8_1,cyclic_4_1,complete_1,unroll_4,pipeline,unroll_16,unroll_32,unroll,unroll_8,pipeline_1,32.5,0.42498541324827577,False
workload_2017.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,2475,43,1,6,74,cyclic_4_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_8,unroll_2,pipeline,unroll_4,unroll,pipeline_1,pipeline,31.0,0.4540703509002185,False
workload_2019.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,2475,66,25,18,22,cyclic_16_1,block_4_1,cyclic_2_1,block_2_1,complete_1,unroll_32,pipeline,pipeline,unroll_16,pipeline,unroll,pipeline_1,32.75,0.420259085885776,False
workload_2020.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,2475,70,25,20,19,block_4_1,cyclic_4_1,cyclic_2_1,block_8_1,complete_1,unroll_8,pipeline_1,unroll_8,unroll_8,unroll,unroll_8,unroll,33.5,0.4062878482526989,False
workload_2025.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,2475,66,25,16,18,cyclic_8_1,block_4_1,block_4_1,cyclic_8_1,complete_1,unroll_4,pipeline,pipeline,unroll_16,unroll,unroll,unroll,31.25,0.44913630233034696,False
workload_2027.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,2475,52,25,35,35,cyclic_16_1,cyclic_4_1,cyclic_2_1,complete_1,complete_1,unroll,pipeline,pipeline_1,unroll_8,unroll,unroll,pipeline_1,36.75,0.34934630924081844,False
workload_2028.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,2475,95,25,16,19,block_2_1,cyclic_32_1,cyclic_2_1,block_2_1,complete_1,unroll_4,pipeline,unroll_2,unroll_16,pipeline,unroll_8,unroll,38.75,0.31721343603753227,False
workload_2029.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049282,2475,88,25,51,49,complete_1,block_16_1,cyclic_2_1,block_2_1,complete_1,pipeline,pipeline,unroll,unroll_16,pipeline,pipeline_1,unroll,53.25,0.1505129179454146,False
workload_2039.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,2475,47,25,71,60,complete_1,block_2_1,complete_1,cyclic_16_1,complete_1,unroll_4,pipeline,unroll_8,unroll_64,pipeline,unroll_8,pipeline_1,50.75,0.1709455750547368,False
workload_2046.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,76,70,25,21,19,block_4_1,cyclic_4_1,cyclic_2_1,block_8_1,complete_1,unroll_8,pipeline_1,unroll_16,unroll_8,unroll,pipeline_1,pipeline,33.75,0.40170000912965975,False
workload_2047.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,76,75,25,21,19,block_2_1,cyclic_8_1,block_8_1,cyclic_4_1,complete_1,unroll_4,pipeline,unroll_16,unroll_32,unroll,pipeline,pipeline_1,35.0,0.37928012091353625,False
workload_2048.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,76,43,9,6,8,cyclic_4_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_8,unroll_2,pipeline,unroll_4,unroll,unroll_8,unroll,16.5,0.7994795547904685,False
workload_2049.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,76,52,25,16,18,block_4_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_8,pipeline,pipeline,unroll_8,unroll,unroll_8,unroll,27.75,0.5213632799951865,False
workload_2051.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,76,66,25,17,21,cyclic_16_1,block_4_1,cyclic_2_1,block_2_1,complete_1,unroll_4,pipeline,unroll_4,unroll_8,pipeline,unroll,pipeline_1,32.25,0.4297463445267955,False
workload_2052.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02050281,76,95,25,52,46,complete_1,block_4_1,cyclic_16_1,cyclic_16_1,complete_1,unroll_4,pipeline,unroll_8,unroll_2,pipeline,unroll_8,pipeline_1,54.5,0.1415948391772148,False
workload_2053.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,76,71,25,16,19,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_16_1,complete_1,unroll_4,pipeline,unroll_2,unroll_64,pipeline_1,unroll_8,pipeline_1,32.75,0.420259085885776,False
workload_2055.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,76,47,25,17,19,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_4,pipeline,unroll_16,unroll_32,unroll,unroll_8,pipeline_1,27.0,0.5377233005430365,False
workload_2056.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,76,75,25,21,19,block_2_1,cyclic_8_1,block_8_1,cyclic_4_1,complete_1,unroll_4,pipeline,unroll_16,unroll_32,unroll,unroll_8,unroll,35.0,0.37928012091353625,False
workload_2057.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,76,83,25,51,34,complete_1,block_16_1,cyclic_2_1,block_2_1,complete_1,unroll_32,pipeline,pipeline,unroll_16,pipeline,pipeline_1,pipeline_1,48.25,0.19484023732816536,False
workload_2058.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,76,33,25,34,32,cyclic_8_1,cyclic_4_1,cyclic_2_1,complete_1,complete_1,unroll_16,pipeline,pipeline_1,unroll_8,unroll,unroll,pipeline_1,31.0,0.45407034188915685,False
workload_2059.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,76,91,25,35,32,block_2_1,cyclic_32_1,complete_1,block_2_1,complete_1,unroll_4,pipeline,unroll_8,unroll_16,pipeline,unroll_8,unroll,45.75,0.22219690423124244,False
workload_2060.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,76,52,25,17,20,cyclic_2_1,cyclic_16_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_2,pipeline,unroll_4,unroll_8,pipeline,unroll_8,pipeline,28.5,0.505314839809543,False
workload_2062.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,76,52,25,17,21,cyclic_2_1,cyclic_16_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_32,pipeline,pipeline,unroll_16,pipeline,pipeline,pipeline,28.75,0.500034599829394,False
workload_2064.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,76,83,25,51,48,complete_1,block_16_1,cyclic_2_1,block_2_1,complete_1,unroll_16,pipeline,unroll_4,unroll_16,pipeline,pipeline_1,unroll,51.75,0.1623570714444299,False
workload_2067.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,76,56,1,5,75,block_2_1,cyclic_2_1,block_8_1,cyclic_4_1,complete_1,unroll_8,unroll_2,pipeline,unroll_2,unroll,pipeline_1,pipeline,34.25,0.39262819649733827,False
workload_2071.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02050281,79,79,25,69,56,complete_1,block_16_1,cyclic_2_1,complete_1,complete_1,unroll_4,pipeline,unroll_2,unroll_2,unroll,unroll,pipeline_1,57.25,0.12502163403151859,False
workload_2072.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,87,56,30,20,24,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_16,unroll_4,unroll_8,unroll_32,unroll,unroll_8,unroll,32.5,0.42498540518445904,False
workload_2073.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049282,87,91,25,56,53,complete_1,cyclic_32_1,cyclic_2_1,block_2_1,complete_1,pipeline,pipeline,unroll_16,unroll_16,pipeline,unroll,unroll,56.25,0.13056357478470423,False
workload_2074.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,90,56,30,20,25,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_2,unroll_4,unroll_8,unroll_64,unroll,unroll_8,unroll,32.75,0.420259085885776,False
workload_2075.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,90,57,4,8,83,cyclic_4_1,cyclic_4_1,cyclic_8_1,cyclic_8_1,complete_1,unroll_8,unroll_2,unroll_8,unroll_32,unroll,unroll_8,pipeline,38.0,0.3290036108540835,False
workload_2085.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,61,48,9,7,8,cyclic_4_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_4,unroll_2,unroll_16,unroll_4,unroll,unroll_8,unroll,18.0,0.7583468409948612,False
workload_2086.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,61,98,25,20,19,cyclic_4_1,block_2_1,cyclic_2_1,block_16_1,complete_1,unroll_16,pipeline,unroll_8,unroll_8,unroll,unroll_8,unroll,40.5,0.29091472972226595,False
workload_2087.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,61,42,25,16,19,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_4,pipeline,unroll_16,unroll_32,unroll,unroll_8,pipeline_1,25.5,0.5713780967186332,False
workload_2088.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049282,61,71,25,16,19,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_16_1,complete_1,pipeline,pipeline,unroll_2,unroll_64,pipeline,unroll_8,pipeline_1,32.75,0.42025908837427595,False
workload_2089.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,61,52,25,15,18,block_2_1,cyclic_2_1,cyclic_8_1,cyclic_8_1,complete_1,unroll_8,pipeline,pipeline,unroll_4,unroll,unroll,pipeline,27.5,0.5267820001379379,False
workload_2090.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,62,24,25,16,18,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_8,pipeline,unroll_4,unroll_8,pipeline,pipeline,pipeline,20.75,0.686173817531724,False
workload_2091.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,62,91,25,16,18,cyclic_2_1,cyclic_32_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_4,pipeline,pipeline,unroll_16,pipeline,pipeline,pipeline,37.5,0.3370368276247542,False
workload_2092.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,62,43,1,6,74,cyclic_4_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_2,unroll_2,pipeline,unroll_4,unroll,pipeline_1,pipeline,31.0,0.45407034188915685,False
workload_2093.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,62,81,25,16,18,block_4_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_2,pipeline,pipeline,unroll_16,unroll,unroll_8,unroll,35.0,0.3792801141783635,False
workload_2094.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049282,64,66,25,17,21,cyclic_16_1,block_4_1,cyclic_2_1,block_2_1,complete_1,pipeline,pipeline,unroll_2,unroll_8,pipeline,pipeline_1,pipeline_1,32.25,0.42974634710799886,False
workload_2095.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,64,52,25,17,21,cyclic_2_1,cyclic_16_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_8,pipeline,unroll_4,unroll_8,pipeline,unroll_8,pipeline,28.75,0.5000346105417572,False
workload_2096.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,64,24,25,33,31,cyclic_4_1,cyclic_4_1,cyclic_2_1,complete_1,complete_1,unroll_16,pipeline,pipeline_1,unroll_8,unroll,unroll_8,pipeline_1,28.25,0.5106296998307235,False
workload_2097.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,64,52,25,17,19,block_4_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_8,pipeline_1,unroll_8,unroll_32,unroll,unroll_8,unroll,28.25,0.5106296998307235,False
workload_2098.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,64,42,2,7,76,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_16,unroll_2,unroll_8,unroll_32,unroll,pipeline_1,unroll,31.75,0.4393720833419731,False
workload_2099.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,64,42,25,15,18,block_2_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_8,pipeline,pipeline,unroll_32,unroll,unroll_8,pipeline_1,25.0,0.5828733037066725,False
workload_2100.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,67,65,25,21,19,block_2_1,cyclic_4_1,block_8_1,cyclic_4_1,complete_1,unroll_4,pipeline,unroll_16,unroll_32,unroll,unroll,unroll,32.5,0.42498541324827577,False
workload_2101.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,67,41,25,22,23,block_2_1,block_4_1,cyclic_2_1,block_2_1,complete_1,unroll_32,pipeline,unroll_16,unroll_16,unroll,unroll,pipeline_1,27.75,0.5213632916002081,False
workload_2102.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,68,42,25,21,22,block_4_1,cyclic_4_1,cyclic_2_1,block_2_1,complete_1,unroll_8,pipeline,unroll_16,unroll_16,unroll,unroll,pipeline,27.5,0.5267820001379379,False
workload_2103.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,67,56,1,6,76,cyclic_8_1,block_4_1,block_2_1,cyclic_4_1,complete_1,unroll_4,unroll_2,pipeline,unroll_16,unroll,pipeline_1,unroll,34.75,0.38369485307983,False
workload_2104.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049282,68,43,25,16,18,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline,pipeline,unroll_8,unroll_16,unroll,pipeline_1,unroll,25.5,0.5713780870994665,False
workload_2105.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,70,57,25,17,22,block_2_1,cyclic_16_1,cyclic_2_1,block_2_1,complete_1,unroll_32,pipeline,unroll_2,unroll_16,pipeline,unroll_8,unroll,30.25,0.4690801808223649,False
workload_2106.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,70,52,25,35,34,cyclic_16_1,cyclic_4_1,cyclic_2_1,complete_1,complete_1,unroll_4,pipeline,pipeline,unroll_16,pipeline,unroll_8,unroll,36.5,0.3535187017074809,False
workload_2107.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,70,67,25,35,31,cyclic_16_1,cyclic_4_1,complete_1,cyclic_8_1,complete_1,unroll_4,pipeline,unroll_8,unroll_8,pipeline,unroll_8,pipeline_1,39.5,0.3057348416293722,False
workload_2109.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,74,75,25,42,35,block_4_1,cyclic_8_1,block_8_1,complete_1,complete_1,unroll_32,pipeline_1,unroll_16,unroll_32,pipeline_1,unroll_8,unroll,44.25,0.24027267008254752,False
workload_2111.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,77,57,25,35,34,block_2_1,block_2_1,complete_1,cyclic_16_1,complete_1,unroll_4,pipeline,unroll_8,unroll_64,pipeline,unroll_8,pipeline_1,37.75,0.3330029092168193,False
workload_2112.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,77,83,25,51,45,complete_1,block_16_1,cyclic_2_1,block_2_1,complete_1,unroll_4,pipeline,unroll_4,unroll_16,pipeline,unroll,unroll,51.0,0.1687465190825081,False
workload_2113.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,77,88,25,51,46,complete_1,block_16_1,cyclic_2_1,block_2_1,complete_1,unroll_4,pipeline,unroll,unroll_16,pipeline_1,pipeline_1,unroll,52.5,0.156279204224467,False
workload_2115.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,80,14,25,51,48,complete_1,cyclic_2_1,cyclic_2_1,block_2_1,complete_1,pipeline,pipeline,pipeline,unroll_2,pipeline,pipeline_1,pipeline,34.5,0.3881442174099018,False
workload_2116.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,80,66,25,56,45,complete_1,cyclic_8_1,block_8_1,cyclic_4_1,complete_1,unroll_4,pipeline,unroll_8,unroll_32,unroll,pipeline,pipeline_1,48.0,0.19742011643629143,False
workload_2117.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,87,57,30,20,25,cyclic_8_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_16,unroll_4,unroll_8,unroll_64,unroll,unroll,unroll,33.0,0.4155673866308537,False
workload_2118.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,87,56,30,23,24,cyclic_4_1,cyclic_4_1,block_4_1,cyclic_4_1,complete_1,unroll_16,unroll_4,unroll_8,unroll_32,unroll,unroll_8,unroll,33.25,0.4109103074197953,False
workload_2119.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049282,87,28,25,72,65,complete_1,cyclic_4_1,cyclic_8_1,complete_1,complete_1,pipeline,pipeline,unroll_16,unroll_16,unroll,pipeline_1,unroll,47.5,0.2026837277721161,False
workload_2120.cpp,xczu7ev-ffvc1156-2-e,3.33,0.12620034,87,14,25,62,47,complete_1,block_2_1,cyclic_2_1,complete_1,complete_1,unroll,pipeline,pipeline_1,unroll_64,unroll,unroll,pipeline_1,37.0,0.22163918427102514,False
workload_2121.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049282,126,74,37,33,34,cyclic_4_1,cyclic_4_1,cyclic_2_1,block_8_1,complete_1,unroll,unroll_8,unroll_8,unroll_32,unroll,unroll_8,unroll,44.5,0.23717349049218156,False
workload_2125.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,55,57,12,8,10,cyclic_4_1,cyclic_4_1,cyclic_8_1,cyclic_8_1,complete_1,unroll_8,pipeline,unroll_8,unroll_32,unroll,unroll_8,pipeline,21.75,0.6609676935640766,False
workload_2126.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,58,52,25,16,18,block_4_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_8,pipeline,pipeline,unroll_8,unroll,unroll_8,pipeline,27.75,0.5213632916002081,False
workload_2127.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02050281,63,71,25,16,18,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_16_1,complete_1,pipeline,pipeline,unroll_2,unroll_2,pipeline,unroll_8,pipeline_1,32.5,0.424985398733406,False
workload_2128.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,63,42,25,21,22,block_4_1,cyclic_4_1,cyclic_2_1,block_2_1,complete_1,unroll_4,pipeline,unroll_16,unroll_16,unroll,unroll,pipeline,27.5,0.5267820119818397,False
workload_2129.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,63,33,25,16,19,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,complete_1,pipeline,pipeline,unroll_16,unroll_32,pipeline,unroll,unroll,23.25,0.6241971261130479,False
workload_2130.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,63,42,25,16,19,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_8,pipeline,unroll_8,unroll_32,unroll,pipeline_1,unroll,25.5,0.571378082690682,False
workload_2131.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,63,52,25,15,18,block_2_1,cyclic_2_1,cyclic_8_1,cyclic_8_1,complete_1,unroll_8,pipeline,pipeline,unroll_4,unroll,unroll,unroll,27.5,0.5267820001379379,False
workload_2132.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049282,63,52,2,7,76,cyclic_8_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline,unroll_2,unroll_8,unroll_16,unroll,pipeline_1,unroll,34.25,0.3926281932492034,False
workload_2133.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,63,42,25,21,23,block_2_1,cyclic_8_1,cyclic_2_1,block_2_1,complete_1,unroll_4,pipeline,unroll_16,unroll_32,pipeline,pipeline_1,pipeline_1,27.75,0.5213632916002081,False
workload_2134.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,63,38,25,16,19,cyclic_2_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_8,pipeline,unroll_4,unroll_8,pipeline,pipeline,pipeline,24.5,0.5945070202083772,False
workload_2135.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,63,51,25,16,18,block_2_1,block_4_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_4,pipeline,unroll_16,unroll_16,unroll,unroll_8,pipeline_1,27.5,0.5267820001379379,False
workload_2136.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049282,63,66,25,15,18,block_4_1,block_4_1,block_8_1,cyclic_4_1,complete_1,pipeline,pipeline,unroll_2,unroll_16,unroll,unroll_8,unroll,31.0,0.4540703447212049,False
workload_2137.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,63,65,25,21,19,block_2_1,cyclic_4_1,block_8_1,cyclic_4_1,complete_1,unroll_4,pipeline,unroll_16,unroll_8,unroll,unroll,pipeline_1,32.5,0.42498541324827577,False
