Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,Area,Weight,is_pareto
workload_857.cpp,xczu7ev-ffvc1156-2-e,5.0,0.144095,65,15,1,1,2,cyclic_8_1,cyclic_2_1,block_16_1,pipeline,4.75,0.9363369466874557,False
workload_858.cpp,xczu7ev-ffvc1156-2-e,5.0,0.64908,100,5,1,2,5,cyclic_8_1,cyclic_8_1,cyclic_128_1,unroll_8,3.25,0.3595014311926851,False
workload_859.cpp,xczu7ev-ffvc1156-2-e,5.0,0.827,69,11,1,1,3,cyclic_2_1,block_16_1,cyclic_32_1,unroll_2,4.0,0.1919108824103041,False
workload_860.cpp,xczu7ev-ffvc1156-2-e,5.0,0.113375,63,13,1,1,2,cyclic_4_1,cyclic_4_1,cyclic_2_1,pipeline,4.25,0.982869327593678,False
workload_861.cpp,xczu7ev-ffvc1156-2-e,5.0,0.15004,157,9,30,16,28,cyclic_2_1,cyclic_32_1,cyclic_64_1,unroll_32,20.75,0.5061818209922533,False
workload_862.cpp,xczu7ev-ffvc1156-2-e,5.0,0.118495,73,12,1,3,4,cyclic_2_1,block_8_1,block_128_1,pipeline_1,5.0,0.9560701817365,False
workload_863.cpp,xczu7ev-ffvc1156-2-e,5.0,0.907,122,4,1,4,7,block_2_1,block_4_1,cyclic_128_1,unroll_8,4.0,0.14437372455280545,False
workload_864.cpp,xczu7ev-ffvc1156-2-e,5.0,0.49676,74,5,1,3,6,block_8_1,block_128_1,block_2_1,unroll_2,3.75,0.5660589370490507,False
workload_865.cpp,xczu7ev-ffvc1156-2-e,5.0,0.93964,73,14,1,1,4,block_32_1,cyclic_8_1,cyclic_8_1,unroll_2,5.0,0.12958427105755366,False
workload_866.cpp,xczu7ev-ffvc1156-2-e,5.0,0.47628,67,17,1,1,3,block_4_1,block_8_1,block_32_1,unroll_2,5.5,0.5812616552588309,False
workload_867.cpp,xczu7ev-ffvc1156-2-e,5.0,0.19148,79,6,1,1,3,cyclic_2_1,block_4_1,block_4_1,unroll_8,2.75,0.9093114148635741,False
workload_868.cpp,xczu7ev-ffvc1156-2-e,5.0,0.15788,108,10,1,2,5,cyclic_2_1,block_4_1,block_16_1,unroll_16,4.5,0.9234843484884172,False
workload_869.cpp,xczu7ev-ffvc1156-2-e,5.0,0.18412,230,9,40,23,41,block_8_1,block_16_1,cyclic_64_1,unroll_32,28.25,0.34667457772461563,False
workload_870.cpp,xczu7ev-ffvc1156-2-e,5.0,0.138975,65,24,1,1,2,cyclic_16_1,block_8_1,block_4_1,pipeline_1,7.0,0.879748197089733,False
workload_871.cpp,xczu7ev-ffvc1156-2-e,5.0,0.80412,195,5,1,2,6,cyclic_16_1,cyclic_64_1,cyclic_4_1,unroll_32,3.5,0.20889506548965198,False
workload_872.cpp,xczu7ev-ffvc1156-2-e,5.0,0.118575,72,10,1,3,5,block_2_1,block_64_1,cyclic_64_1,pipeline,4.75,0.9640921196151189,False
workload_873.cpp,xczu7ev-ffvc1156-2-e,5.0,0.14396,146,7,28,15,24,cyclic_4_1,cyclic_8_1,cyclic_8_1,unroll_32,18.5,0.5606656143652357,False
workload_874.cpp,xczu7ev-ffvc1156-2-e,5.0,0.144095,64,14,1,1,2,cyclic_8_1,block_8_1,cyclic_8_1,pipeline,4.5,0.9419729009113215,False
workload_875.cpp,xczu7ev-ffvc1156-2-e,5.0,0.118575,70,16,1,2,4,block_2_1,block_32_1,cyclic_64_1,pipeline,5.75,0.9315591548020618,False
workload_876.cpp,xczu7ev-ffvc1156-2-e,5.0,0.82476,190,9,5,4,8,block_4_1,cyclic_32_1,cyclic_2_1,unroll_16,6.5,0.19115044194447917,False
workload_877.cpp,xczu7ev-ffvc1156-2-e,5.0,0.118575,68,16,1,1,3,block_2_1,cyclic_2_1,block_32_1,pipeline_1,5.25,0.9478885221251052,False
workload_878.cpp,xczu7ev-ffvc1156-2-e,5.0,0.78368,239,4,1,9,12,cyclic_2_1,block_2_1,block_64_1,unroll_32,6.5,0.22179924237516008,False
workload_879.cpp,xczu7ev-ffvc1156-2-e,5.0,0.16496,153,4,5,15,15,block_4_1,cyclic_128_1,block_64_1,unroll_16,9.75,0.7815041163010796,False
workload_880.cpp,xczu7ev-ffvc1156-2-e,5.0,0.14444,165,15,28,15,30,cyclic_2_1,block_32_1,cyclic_4_1,unroll_32,22.0,0.4789690222150029,False
workload_881.cpp,xczu7ev-ffvc1156-2-e,5.0,0.138975,65,24,1,1,2,cyclic_16_1,cyclic_8_1,block_4_1,pipeline_1,7.0,0.879748197089733,False
workload_882.cpp,xczu7ev-ffvc1156-2-e,5.0,0.16496,173,7,5,21,20,block_4_1,cyclic_16_1,block_128_1,unroll_16,13.25,0.6871558949759937,False
workload_883.cpp,xczu7ev-ffvc1156-2-e,5.0,0.144095,72,12,1,3,4,cyclic_8_1,block_64_1,block_64_1,pipeline_1,5.0,0.930347307881558,False
workload_884.cpp,xczu7ev-ffvc1156-2-e,5.0,0.118575,73,13,2,3,5,block_4_1,block_8_1,cyclic_128_1,pipeline_1,5.75,0.9315591548020618,False
workload_885.cpp,xczu7ev-ffvc1156-2-e,5.0,0.14732,164,9,30,17,30,cyclic_2_1,cyclic_128_1,block_16_1,unroll_32,21.5,0.48966893388562494,False
workload_886.cpp,xczu7ev-ffvc1156-2-e,5.0,0.17516,107,9,4,3,6,cyclic_16_1,block_4_1,cyclic_4_1,unroll_16,5.5,0.8800812037299472,False
workload_887.cpp,xczu7ev-ffvc1156-2-e,5.0,0.20684,93,15,1,2,6,block_2_1,cyclic_8_1,block_32_1,unroll_8,6.0,0.8349770309514108,False
workload_888.cpp,xczu7ev-ffvc1156-2-e,5.0,0.118495,82,10,1,4,6,cyclic_2_1,block_128_1,block_128_1,pipeline,5.25,0.9479251291436245,False
workload_889.cpp,xczu7ev-ffvc1156-2-e,5.0,0.118575,70,16,1,2,4,block_2_1,block_32_1,cyclic_64_1,pipeline_1,5.75,0.9315591548020618,False
workload_890.cpp,xczu7ev-ffvc1156-2-e,5.0,0.118495,64,14,1,1,2,cyclic_2_1,block_4_1,block_16_1,pipeline_1,4.5,0.9721136875653509,False
workload_891.cpp,xczu7ev-ffvc1156-2-e,5.0,0.144095,87,22,1,4,7,cyclic_16_1,block_128_1,block_128_1,pipeline,8.5,0.8319893689288395,False
workload_892.cpp,xczu7ev-ffvc1156-2-e,5.0,0.78476,94,9,1,2,7,cyclic_16_1,cyclic_32_1,block_128_1,unroll_4,4.75,0.22328032130544367,False
workload_893.cpp,xczu7ev-ffvc1156-2-e,5.0,0.93772,120,5,2,3,7,block_8_1,block_4_1,cyclic_64_1,unroll_8,4.25,0.130600668427957,False
workload_894.cpp,xczu7ev-ffvc1156-2-e,5.0,0.19056,153,7,5,13,15,block_8_1,cyclic_16_1,block_64_1,unroll_16,10.0,0.7539184500556032,False
workload_895.cpp,xczu7ev-ffvc1156-2-e,5.0,0.46348,69,8,1,1,3,cyclic_16_1,block_8_1,cyclic_4_1,unroll_2,3.25,0.6199001463536327,False
workload_896.cpp,xczu7ev-ffvc1156-2-e,5.0,0.139055,67,13,2,1,3,block_8_1,cyclic_4_1,block_2_1,pipeline,4.75,0.9426883393940664,False
workload_897.cpp,xczu7ev-ffvc1156-2-e,5.0,0.118575,70,12,1,2,4,block_2_1,cyclic_8_1,cyclic_64_1,pipeline,4.75,0.9640921196151189,False
workload_898.cpp,xczu7ev-ffvc1156-2-e,5.0,0.82572,82,8,1,1,4,block_2_1,cyclic_8_1,cyclic_16_1,unroll_4,3.5,0.19302726866635816,False
workload_899.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1474,195,9,30,31,36,cyclic_2_1,cyclic_32_1,block_64_1,unroll_32,26.5,0.3851863623653099,False
workload_900.cpp,xczu7ev-ffvc1156-2-e,5.0,0.77324,69,6,1,1,3,cyclic_16_1,cyclic_4_1,cyclic_2_1,unroll_2,2.75,0.23397993468548636,False
workload_901.cpp,xczu7ev-ffvc1156-2-e,5.0,0.16748,161,12,21,13,24,cyclic_16_1,cyclic_128_1,block_16_1,unroll_32,17.5,0.578104243320647,False
workload_902.cpp,xczu7ev-ffvc1156-2-e,5.0,0.15596,103,9,1,2,4,cyclic_2_1,cyclic_16_1,cyclic_16_1,unroll_16,4.0,0.9353393213378461,False
workload_903.cpp,xczu7ev-ffvc1156-2-e,5.0,0.85036,175,5,1,3,6,cyclic_8_1,block_8_1,cyclic_128_1,unroll_16,3.75,0.17636539976915203,False
workload_904.cpp,xczu7ev-ffvc1156-2-e,5.0,0.78368,243,4,1,9,12,cyclic_2_1,block_2_1,block_64_1,unroll_32,6.5,0.22179924237516008,False
workload_905.cpp,xczu7ev-ffvc1156-2-e,5.0,0.113375,63,11,1,1,2,cyclic_2_1,cyclic_4_1,cyclic_2_1,pipeline,3.75,1.0,True
workload_906.cpp,xczu7ev-ffvc1156-2-e,5.0,0.31884,133,45,1,1,17,block_128_1,block_4_1,block_4_1,unroll_4,16.0,0.5331974382523176,False
workload_907.cpp,xczu7ev-ffvc1156-2-e,5.0,0.118575,68,11,1,2,4,block_2_1,cyclic_2_1,block_64_1,pipeline,4.5,0.9720517301363144,False
workload_908.cpp,xczu7ev-ffvc1156-2-e,5.0,0.14396,145,7,28,15,24,cyclic_4_1,cyclic_8_1,cyclic_8_1,unroll_32,18.5,0.5606656143652357,False
workload_909.cpp,xczu7ev-ffvc1156-2-e,5.0,0.14492,155,5,30,17,29,cyclic_2_1,cyclic_128_1,cyclic_4_1,unroll_32,20.25,0.5187183595463442,False
workload_910.cpp,xczu7ev-ffvc1156-2-e,5.0,0.42764,72,4,1,2,5,cyclic_2_1,block_128_1,block_2_1,unroll_2,3.0,0.6703361001959176,False
workload_911.cpp,xczu7ev-ffvc1156-2-e,5.0,0.8299,238,9,5,13,17,block_4_1,cyclic_32_1,block_128_1,unroll_16,11.0,0.17889472654643276,False
workload_912.cpp,xczu7ev-ffvc1156-2-e,5.0,0.15596,111,15,1,2,6,cyclic_2_1,cyclic_8_1,block_32_1,unroll_16,6.0,0.891294494018399,False
workload_913.cpp,xczu7ev-ffvc1156-2-e,5.0,0.20812,117,14,1,4,14,block_2_1,block_128_1,block_32_1,unroll_8,8.25,0.7837215171141337,False
workload_914.cpp,xczu7ev-ffvc1156-2-e,5.0,0.16252,428,6,84,45,72,block_4_1,block_4_1,block_2_1,unroll_64,51.75,0.10576225615454626,False
workload_915.cpp,xczu7ev-ffvc1156-2-e,5.0,0.9118,220,4,5,7,11,block_4_1,cyclic_64_1,cyclic_128_1,unroll_16,6.75,0.1405620841996125,False
workload_916.cpp,xczu7ev-ffvc1156-2-e,5.0,0.43276,78,7,1,2,5,cyclic_4_1,cyclic_16_1,block_128_1,unroll_2,3.75,0.6555012564855325,False
workload_917.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1486,201,5,31,23,38,block_2_1,cyclic_128_1,cyclic_4_1,unroll_32,24.25,0.43004864551582445,False
workload_918.cpp,xczu7ev-ffvc1156-2-e,5.0,0.78604,75,14,1,1,4,cyclic_32_1,block_16_1,block_32_1,unroll_2,5.0,0.22198988877222303,False
workload_919.cpp,xczu7ev-ffvc1156-2-e,5.0,0.27404,72,14,1,1,3,cyclic_2_1,block_16_1,block_16_1,unroll_4,4.75,0.7891917824198141,False
workload_920.cpp,xczu7ev-ffvc1156-2-e,5.0,0.118495,69,13,1,2,3,cyclic_4_1,block_8_1,block_64_1,pipeline_1,4.75,0.9641460084832342,False
workload_921.cpp,xczu7ev-ffvc1156-2-e,5.0,0.118575,83,10,1,5,7,block_2_1,block_128_1,cyclic_128_1,pipeline,5.75,0.9315591548020618,False
workload_922.cpp,xczu7ev-ffvc1156-2-e,5.0,0.78604,70,4,1,1,3,cyclic_8_1,cyclic_2_1,block_64_1,unroll_2,2.25,0.22336383772585822,False
workload_923.cpp,xczu7ev-ffvc1156-2-e,5.0,0.18956,79,7,1,1,3,cyclic_4_1,block_4_1,block_4_1,unroll_8,3.0,0.9089947350583211,False
workload_924.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1966,80,10,1,1,3,cyclic_2_1,block_4_1,block_16_1,unroll_8,3.75,0.8888287158001108,False
workload_925.cpp,xczu7ev-ffvc1156-2-e,5.0,0.16236,131,15,1,4,9,block_2_1,cyclic_8_1,block_32_1,unroll_16,7.25,0.8517784705870468,False
workload_926.cpp,xczu7ev-ffvc1156-2-e,5.0,0.29452,70,7,1,1,3,cyclic_8_1,block_8_1,cyclic_2_1,unroll_4,3.0,0.7957457715876919,False
workload_927.cpp,xczu7ev-ffvc1156-2-e,5.0,0.74284,161,9,1,1,5,cyclic_2_1,block_2_1,block_32_1,unroll_16,4.0,0.2603320389993371,False
workload_928.cpp,xczu7ev-ffvc1156-2-e,5.0,0.86796,78,5,1,2,4,cyclic_16_1,cyclic_8_1,cyclic_128_1,unroll_2,3.0,0.1657012115280348,False
workload_929.cpp,xczu7ev-ffvc1156-2-e,5.0,0.144095,67,13,1,2,3,cyclic_8_1,cyclic_8_1,block_64_1,pipeline_1,4.75,0.9363369466874557,False
workload_930.cpp,xczu7ev-ffvc1156-2-e,5.0,0.73996,64,4,1,1,2,cyclic_2_1,block_2_1,cyclic_2_1,unroll_2,2.0,0.2636479383178766,False
workload_931.cpp,xczu7ev-ffvc1156-2-e,5.0,0.19468,81,10,1,1,4,cyclic_4_1,block_4_1,block_16_1,unroll_8,4.0,0.887541332774055,False
workload_932.cpp,xczu7ev-ffvc1156-2-e,5.0,0.20942,117,5,3,11,12,block_4_1,cyclic_8_1,block_128_1,unroll_8,7.75,0.7940390953649975,False
workload_933.cpp,xczu7ev-ffvc1156-2-e,5.0,0.16528,148,4,5,13,13,block_4_1,cyclic_2_1,block_64_1,unroll_16,8.75,0.8085652917760489,False
workload_934.cpp,xczu7ev-ffvc1156-2-e,5.0,0.16688,149,5,5,13,13,block_4_1,block_4_1,block_64_1,unroll_16,9.0,0.800425860752415,False
workload_935.cpp,xczu7ev-ffvc1156-2-e,5.0,0.78604,74,4,1,1,3,cyclic_8_1,cyclic_2_1,block_64_1,unroll_2,2.25,0.22336383772585822,False
workload_936.cpp,xczu7ev-ffvc1156-2-e,5.0,0.113375,70,12,1,3,4,cyclic_4_1,cyclic_128_1,cyclic_2_1,pipeline,5.0,0.9574819507352755,False
workload_937.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1854,128,5,5,5,9,block_8_1,cyclic_4_1,cyclic_2_1,unroll_16,6.0,0.8583256870878505,False
workload_938.cpp,xczu7ev-ffvc1156-2-e,5.0,0.7438,76,7,1,1,3,cyclic_4_1,cyclic_8_1,cyclic_8_1,unroll_4,3.0,0.2600266452477824,False
workload_939.cpp,xczu7ev-ffvc1156-2-e,5.0,0.113375,63,12,1,1,2,cyclic_2_1,cyclic_4_1,cyclic_4_1,pipeline,4.0,0.9914140883467669,False
workload_940.cpp,xczu7ev-ffvc1156-2-e,5.0,0.15404,104,7,1,2,4,cyclic_4_1,cyclic_8_1,cyclic_8_1,unroll_16,3.5,0.9456696890337988,False
workload_941.cpp,xczu7ev-ffvc1156-2-e,5.0,0.113375,62,12,1,1,2,cyclic_2_1,block_4_1,block_4_1,pipeline_1,4.0,0.9914140883467669,False
workload_942.cpp,xczu7ev-ffvc1156-2-e,5.0,0.17324,109,8,4,5,8,cyclic_16_1,cyclic_128_1,cyclic_4_1,unroll_16,6.25,0.8648835625918053,False
workload_943.cpp,xczu7ev-ffvc1156-2-e,5.0,0.15524,234,4,30,35,43,block_2_1,cyclic_2_1,block_64_1,unroll_32,28.0,0.3560616228041342,False
workload_944.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1682,191,7,25,28,32,cyclic_16_1,cyclic_4_1,block_64_1,unroll_32,23.0,0.4524600488726832,False
workload_945.cpp,xczu7ev-ffvc1156-2-e,5.0,0.163,144,8,25,13,22,cyclic_16_1,cyclic_4_1,cyclic_4_1,unroll_32,17.0,0.5920990307600185,False
workload_946.cpp,xczu7ev-ffvc1156-2-e,5.0,0.113375,64,12,1,1,2,cyclic_2_1,block_8_1,cyclic_4_1,pipeline_1,4.0,0.9914140883467669,False
workload_947.cpp,xczu7ev-ffvc1156-2-e,5.0,0.15276,105,6,1,2,4,cyclic_2_1,block_4_1,block_2_1,unroll_16,3.25,0.9505440824580039,False
workload_948.cpp,xczu7ev-ffvc1156-2-e,5.0,0.43276,71,7,1,1,3,cyclic_4_1,cyclic_16_1,block_64_1,unroll_2,3.0,0.6652903324402225,False
workload_949.cpp,xczu7ev-ffvc1156-2-e,5.0,0.78604,72,7,1,1,4,cyclic_8_1,cyclic_16_1,block_64_1,unroll_2,3.25,0.2232340302278643,False
workload_950.cpp,xczu7ev-ffvc1156-2-e,5.0,0.113375,72,11,1,3,4,cyclic_2_1,block_128_1,block_2_1,pipeline,4.75,0.9659032587879323,False
workload_951.cpp,xczu7ev-ffvc1156-2-e,5.0,0.19662,108,6,1,10,10,cyclic_2_1,block_8_1,block_128_1,unroll_8,6.75,0.8301040394474232,False
workload_952.cpp,xczu7ev-ffvc1156-2-e,5.0,0.86796,69,7,1,1,3,cyclic_16_1,block_8_1,cyclic_8_1,unroll_2,3.0,0.1657012115280348,False
workload_953.cpp,xczu7ev-ffvc1156-2-e,5.0,0.91404,80,5,1,3,5,block_4_1,cyclic_8_1,cyclic_128_1,unroll_2,3.5,0.14112718121790663,False
workload_954.cpp,xczu7ev-ffvc1156-2-e,5.0,0.16444,144,9,16,10,18,cyclic_16_1,block_4_1,block_4_1,unroll_32,13.25,0.6874512646663958,False
workload_955.cpp,xczu7ev-ffvc1156-2-e,5.0,0.77324,68,6,1,1,3,cyclic_16_1,cyclic_4_1,cyclic_2_1,unroll_2,2.75,0.23397993468548636,False
workload_956.cpp,xczu7ev-ffvc1156-2-e,5.0,0.46348,74,6,1,2,5,cyclic_16_1,cyclic_128_1,block_2_1,unroll_2,3.5,0.6180640711175979,False
workload_957.cpp,xczu7ev-ffvc1156-2-e,5.0,0.118495,67,11,1,2,3,cyclic_2_1,cyclic_2_1,block_64_1,pipeline_1,4.25,0.9798938120155358,False
workload_958.cpp,xczu7ev-ffvc1156-2-e,5.0,0.21452,80,6,1,1,3,cyclic_8_1,block_4_1,cyclic_2_1,unroll_8,2.75,0.8817643262055755,False
workload_959.cpp,xczu7ev-ffvc1156-2-e,5.0,0.29452,73,7,1,1,3,cyclic_8_1,block_8_1,cyclic_4_1,unroll_4,3.0,0.7957457715876919,False
workload_960.cpp,xczu7ev-ffvc1156-2-e,5.0,0.82572,76,7,1,1,3,cyclic_2_1,block_4_1,cyclic_16_1,unroll_4,3.0,0.19315992033391455,False
workload_961.cpp,xczu7ev-ffvc1156-2-e,5.0,0.64908,100,5,1,2,5,cyclic_8_1,cyclic_4_1,cyclic_128_1,unroll_8,3.25,0.3595014311926851,False
workload_962.cpp,xczu7ev-ffvc1156-2-e,5.0,0.17324,106,10,4,3,6,cyclic_16_1,cyclic_16_1,block_4_1,unroll_16,5.75,0.8763242709538939,False
workload_963.cpp,xczu7ev-ffvc1156-2-e,5.0,0.49676,99,46,1,1,10,block_128_1,block_8_1,cyclic_4_1,unroll_2,14.5,0.4407807943702121,False
workload_964.cpp,xczu7ev-ffvc1156-2-e,5.0,0.43276,78,4,1,3,6,cyclic_2_1,block_128_1,block_64_1,unroll_2,3.5,0.6588158001542823,False
workload_965.cpp,xczu7ev-ffvc1156-2-e,5.0,0.118495,65,16,1,1,2,cyclic_2_1,cyclic_2_1,block_32_1,pipeline,5.0,0.9560701817365,False
workload_966.cpp,xczu7ev-ffvc1156-2-e,5.0,0.144095,75,12,1,3,4,cyclic_8_1,cyclic_2_1,block_128_1,pipeline,5.0,0.930347307881558,False
workload_967.cpp,xczu7ev-ffvc1156-2-e,5.0,0.179,213,8,39,22,38,block_8_1,block_8_1,cyclic_4_1,unroll_32,26.75,0.3751031849973585,False
workload_968.cpp,xczu7ev-ffvc1156-2-e,5.0,0.16236,145,10,21,12,21,cyclic_16_1,cyclic_16_1,cyclic_2_1,unroll_32,16.0,0.6173782006093526,False
workload_969.cpp,xczu7ev-ffvc1156-2-e,5.0,0.18028,111,13,4,3,7,cyclic_16_1,block_4_1,block_16_1,unroll_16,6.75,0.8455230045542432,False
workload_970.cpp,xczu7ev-ffvc1156-2-e,5.0,0.113375,63,11,1,1,2,cyclic_2_1,cyclic_2_1,block_2_1,pipeline_1,3.75,1.0,True
workload_971.cpp,xczu7ev-ffvc1156-2-e,5.0,0.19662,108,6,1,10,10,cyclic_2_1,block_8_1,block_128_1,unroll_8,6.75,0.8301040394474232,False
workload_972.cpp,xczu7ev-ffvc1156-2-e,5.0,0.82508,109,7,2,2,5,block_4_1,cyclic_16_1,cyclic_2_1,unroll_8,4.0,0.19326168102429803,False
workload_973.cpp,xczu7ev-ffvc1156-2-e,5.0,0.18028,109,11,4,3,7,cyclic_16_1,block_8_1,cyclic_8_1,unroll_16,6.25,0.8576016343027818,False
workload_974.cpp,xczu7ev-ffvc1156-2-e,5.0,0.16012,124,5,5,5,7,block_4_1,cyclic_2_1,cyclic_2_1,unroll_16,5.5,0.8987502244346086,False
workload_975.cpp,xczu7ev-ffvc1156-2-e,5.0,0.118495,63,12,1,1,2,cyclic_2_1,cyclic_4_1,cyclic_8_1,pipeline,4.0,0.9871116248184819,False
workload_976.cpp,xczu7ev-ffvc1156-2-e,5.0,0.73996,65,4,1,1,2,cyclic_2_1,block_2_1,cyclic_2_1,unroll_2,2.0,0.2636479383178766,False
workload_977.cpp,xczu7ev-ffvc1156-2-e,5.0,0.86796,77,5,1,2,5,cyclic_16_1,cyclic_128_1,cyclic_8_1,unroll_2,3.25,0.16565949855353124,False
workload_978.cpp,xczu7ev-ffvc1156-2-e,5.0,0.14492,157,5,30,17,29,cyclic_2_1,cyclic_128_1,cyclic_4_1,unroll_32,20.25,0.5187183595463442,False
workload_979.cpp,xczu7ev-ffvc1156-2-e,5.0,0.15572,255,7,26,44,41,cyclic_4_1,block_8_1,block_128_1,unroll_32,29.5,0.32935080145391427,False
workload_980.cpp,xczu7ev-ffvc1156-2-e,5.0,0.13884,149,7,28,14,25,cyclic_4_1,cyclic_8_1,block_4_1,unroll_32,18.5,0.5616354946724488,False
workload_981.cpp,xczu7ev-ffvc1156-2-e,5.0,0.14716,153,7,28,15,26,cyclic_2_1,block_8_1,block_2_1,unroll_32,19.0,0.5478720823673686,False
workload_982.cpp,xczu7ev-ffvc1156-2-e,5.0,0.15516,190,7,30,20,34,block_2_1,cyclic_2_1,block_8_1,unroll_32,22.75,0.46067806324842353,False
workload_983.cpp,xczu7ev-ffvc1156-2-e,5.0,0.85068,109,5,1,2,5,cyclic_8_1,block_4_1,cyclic_128_1,unroll_8,3.25,0.17630960924063319,False
workload_984.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1934,80,10,1,1,3,cyclic_4_1,cyclic_4_1,block_16_1,unroll_8,3.75,0.8931927463422606,False
workload_985.cpp,xczu7ev-ffvc1156-2-e,5.0,0.20812,92,10,1,2,5,block_2_1,block_4_1,block_16_1,unroll_8,4.5,0.8612333460554387,False
workload_986.cpp,xczu7ev-ffvc1156-2-e,5.0,0.14892,104,6,1,2,4,cyclic_4_1,cyclic_8_1,cyclic_4_1,unroll_16,3.25,0.9564565422389739,False
workload_987.cpp,xczu7ev-ffvc1156-2-e,5.0,0.43276,79,4,1,3,6,cyclic_2_1,block_128_1,block_64_1,unroll_2,3.5,0.6588158001542823,False
workload_988.cpp,xczu7ev-ffvc1156-2-e,5.0,0.47628,73,5,1,2,4,block_4_1,block_4_1,block_64_1,unroll_2,3.0,0.6012936810861492,False
workload_989.cpp,xczu7ev-ffvc1156-2-e,5.0,0.76428,74,6,1,1,3,cyclic_8_1,cyclic_8_1,cyclic_4_1,unroll_4,2.75,0.2416803616613083,False
workload_990.cpp,xczu7ev-ffvc1156-2-e,5.0,0.64908,101,5,1,2,5,cyclic_8_1,cyclic_8_1,cyclic_128_1,unroll_8,3.25,0.3595014311926851,False
workload_991.cpp,xczu7ev-ffvc1156-2-e,5.0,0.42764,71,4,1,2,5,cyclic_2_1,block_128_1,cyclic_4_1,unroll_2,3.0,0.6703361001959176,False
workload_992.cpp,xczu7ev-ffvc1156-2-e,5.0,0.118575,73,10,1,3,5,block_2_1,block_64_1,cyclic_64_1,pipeline,4.75,0.9640921196151189,False
workload_994.cpp,xczu7ev-ffvc1156-2-e,5.0,0.16528,146,4,5,13,13,block_4_1,cyclic_2_1,block_64_1,unroll_16,8.75,0.8085652917760489,False
workload_995.cpp,xczu7ev-ffvc1156-2-e,5.0,0.43276,69,4,1,1,3,cyclic_2_1,cyclic_2_1,block_64_1,unroll_2,2.25,0.6742383974683585,False
workload_996.cpp,xczu7ev-ffvc1156-2-e,5.0,0.42764,64,5,1,1,2,cyclic_2_1,block_4_1,cyclic_2_1,unroll_2,2.25,0.6800758345756036,False
workload_997.cpp,xczu7ev-ffvc1156-2-e,5.0,0.118495,65,12,1,1,2,cyclic_2_1,block_4_1,cyclic_8_1,pipeline_1,4.0,0.9871116248184819,False
workload_998.cpp,xczu7ev-ffvc1156-2-e,5.0,0.113375,71,11,1,3,4,cyclic_2_1,block_128_1,cyclic_4_1,pipeline,4.75,0.9659032587879323,False
workload_999.cpp,xczu7ev-ffvc1156-2-e,5.0,0.144095,74,12,1,3,4,cyclic_8_1,cyclic_4_1,cyclic_128_1,pipeline_1,5.0,0.930347307881558,False
workload_1000.cpp,xczu7ev-ffvc1156-2-e,5.0,0.15084,103,5,1,2,4,cyclic_2_1,cyclic_4_1,block_2_1,unroll_16,3.0,0.9553390164591318,False
workload_1001.cpp,xczu7ev-ffvc1156-2-e,5.0,0.19148,80,7,1,1,3,cyclic_2_1,block_8_1,cyclic_4_1,unroll_8,3.0,0.9064725585118029,False
workload_1002.cpp,xczu7ev-ffvc1156-2-e,5.0,0.113375,62,12,1,1,2,cyclic_2_1,cyclic_8_1,block_2_1,pipeline,4.0,0.9914140883467669,False
workload_1003.cpp,xczu7ev-ffvc1156-2-e,5.0,0.14892,104,5,1,3,5,cyclic_4_1,cyclic_64_1,cyclic_4_1,unroll_16,3.5,0.9531573681355352,False
workload_1004.cpp,xczu7ev-ffvc1156-2-e,5.0,0.16236,127,10,1,4,8,block_2_1,cyclic_8_1,block_16_1,unroll_16,5.75,0.8901009231940166,False
workload_1005.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1474,204,4,30,32,38,cyclic_2_1,cyclic_128_1,block_64_1,unroll_32,26.0,0.3949125048540284,False
workload_1006.cpp,xczu7ev-ffvc1156-2-e,5.0,0.15228,150,9,28,15,26,cyclic_2_1,block_8_1,cyclic_8_1,unroll_32,19.5,0.5347855105119402,False
workload_1007.cpp,xczu7ev-ffvc1156-2-e,5.0,0.14404,277,4,30,47,45,cyclic_4_1,cyclic_128_1,block_128_1,unroll_32,31.5,0.29707741214921213,False
workload_1008.cpp,xczu7ev-ffvc1156-2-e,5.0,0.19342,111,4,1,12,13,cyclic_4_1,cyclic_128_1,block_128_1,unroll_8,7.5,0.8152942732327965,False
workload_1009.cpp,xczu7ev-ffvc1156-2-e,5.0,0.29964,75,17,1,1,4,cyclic_8_1,block_8_1,block_32_1,unroll_4,5.75,0.747767409372694,False
workload_1010.cpp,xczu7ev-ffvc1156-2-e,5.0,0.118495,75,12,1,3,4,cyclic_4_1,cyclic_2_1,block_128_1,pipeline_1,5.0,0.9560701817365,False
workload_1011.cpp,xczu7ev-ffvc1156-2-e,5.0,0.118575,77,11,1,3,5,block_2_1,cyclic_4_1,block_128_1,pipeline,5.0,0.9560264830670411,False
