Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,Area,Weight,is_pareto
workload_633.cpp,xczu7ev-ffvc1156-2-e,10.0,91.97338,119,58,68,28,51,cyclic_32_1,cyclic_2_1,cyclic_2_1,pipeline,pipeline,pipeline,unroll_64,unroll_64,unroll_8,unroll,pipeline,unroll_2,51.25,0.5209243919548359,False
workload_634.cpp,xczu7ev-ffvc1156-2-e,10.0,597.78456,146,51,1,4,25,cyclic_2_1,block_32_1,cyclic_2_1,pipeline,pipeline,unroll_2,pipeline,unroll_64,unroll_4,unroll_4,pipeline,unroll_8,20.25,0.8768596223724692,False
workload_635.cpp,xczu7ev-ffvc1156-2-e,10.0,112.93976,127,42,7,9,21,cyclic_2_1,cyclic_8_1,cyclic_2_1,pipeline,pipeline,pipeline_1,pipeline,unroll_64,unroll_4,pipeline_1,pipeline_1,unroll_2,19.75,0.8954592961979695,False
workload_636.cpp,xczu7ev-ffvc1156-2-e,10.0,4532.24991,65,41,1,1,6,cyclic_4_1,cyclic_2_1,cyclic_2_1,unroll,pipeline,unroll_2,unroll_2,unroll_2,unroll_4,unroll_4,unroll,unroll_8,12.25,0.8414959837152964,False
workload_637.cpp,xczu7ev-ffvc1156-2-e,10.0,91.95032,179,72,68,28,62,cyclic_64_1,cyclic_2_1,cyclic_8_1,pipeline,pipeline,pipeline,pipeline,unroll_64,unroll_8,unroll_4,pipeline_1,pipeline_1,57.5,0.4265497695384275,False
workload_638.cpp,xczu7ev-ffvc1156-2-e,10.0,5858.01784,64,41,1,1,4,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll,pipeline,unroll_2,unroll_32,unroll_8,unroll_8,unroll_4,unroll,unroll_2,11.75,0.7750750513578599,False
workload_639.cpp,xczu7ev-ffvc1156-2-e,10.0,2500.75981,70,47,1,1,7,cyclic_16_1,block_4_1,block_32_1,unroll,pipeline_1,unroll_2,unroll_32,unroll_2,pipeline_1,pipeline_1,unroll,pipeline_1,14.0,0.9170849179379367,False
workload_640.cpp,xczu7ev-ffvc1156-2-e,10.0,112.96922,115,40,7,8,15,cyclic_2_1,cyclic_128_1,block_32_1,pipeline,pipeline,pipeline,unroll_64,unroll_64,unroll_8,unroll,pipeline,unroll_2,17.5,0.9264424516525112,False
workload_641.cpp,xczu7ev-ffvc1156-2-e,10.0,679.70456,159,43,1,5,20,cyclic_2_1,cyclic_16_1,block_32_1,pipeline,pipeline,unroll_4,pipeline,unroll_64,unroll_8,pipeline_1,pipeline,unroll_2,17.25,0.9180250120667568,False
workload_642.cpp,xczu7ev-ffvc1156-2-e,10.0,513.90153,111,71,13,8,19,cyclic_2_1,cyclic_128_1,cyclic_2_1,unroll,pipeline,unroll_2,unroll_64,unroll_64,pipeline_1,unroll_4,pipeline_1,unroll_8,27.75,0.7797772255520028,False
workload_643.cpp,xczu7ev-ffvc1156-2-e,10.0,681.67322,76,41,1,2,7,cyclic_2_1,block_4_1,block_128_1,pipeline,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_8,unroll_16,pipeline,unroll_2,12.75,1.0,True
workload_644.cpp,xczu7ev-ffvc1156-2-e,10.0,102.46362,90,42,13,12,19,cyclic_4_1,block_4_1,cyclic_2_1,pipeline,pipeline,pipeline,unroll_64,unroll_64,unroll_4,unroll_2,pipeline,unroll_2,21.5,0.8718123140271847,False
workload_645.cpp,xczu7ev-ffvc1156-2-e,10.0,94.6217,143,47,34,18,36,cyclic_16_1,cyclic_128_1,block_32_1,pipeline,pipeline,pipeline_1,unroll_64,unroll_64,pipeline_1,unroll_4,pipeline_1,unroll_2,33.75,0.7147536428217205,False
workload_646.cpp,xczu7ev-ffvc1156-2-e,10.0,112.96664,133,41,7,9,21,cyclic_2_1,cyclic_8_1,block_64_1,pipeline,pipeline,pipeline_1,pipeline,unroll_64,unroll_4,pipeline_1,pipeline_1,unroll_2,19.5,0.8988999885737987,False
workload_647.cpp,xczu7ev-ffvc1156-2-e,10.0,663.9785,112,58,1,5,21,cyclic_32_1,block_4_1,block_32_1,pipeline,pipeline,unroll_4,unroll_64,unroll_64,unroll_16,unroll,pipeline_1,unroll_2,21.25,0.861502947674696,False
workload_648.cpp,xczu7ev-ffvc1156-2-e,10.0,597.78714,76,42,1,3,8,cyclic_2_1,cyclic_2_1,cyclic_2_1,pipeline,pipeline,unroll_2,unroll_64,unroll_64,unroll_8,unroll,pipeline,unroll_8,13.5,0.9849145038820152,False
workload_649.cpp,xczu7ev-ffvc1156-2-e,10.0,527.00873,84,46,6,5,13,cyclic_2_1,cyclic_2_1,block_32_1,unroll,pipeline,unroll_2,unroll_64,unroll_64,unroll_16,unroll_4,pipeline,unroll_2,17.5,0.9168116157245789,False
workload_650.cpp,xczu7ev-ffvc1156-2-e,10.0,102.48792,132,41,13,12,23,cyclic_4_1,cyclic_2_1,block_128_1,pipeline,pipeline,pipeline_1,pipeline_1,unroll_64,unroll_4,pipeline_1,pipeline_1,unroll_2,22.25,0.8617217883783616,False
workload_651.cpp,xczu7ev-ffvc1156-2-e,10.0,91.95736,173,58,68,29,58,cyclic_32_1,cyclic_4_1,cyclic_4_1,pipeline,pipeline,pipeline,pipeline,unroll_64,unroll_8,unroll_4,pipeline,unroll_2,53.25,0.501095724794305,False
workload_652.cpp,xczu7ev-ffvc1156-2-e,10.0,92.00026,125,57,68,28,52,cyclic_32_1,cyclic_2_1,block_32_1,pipeline,pipeline,pipeline,unroll_64,unroll_64,unroll_4,unroll_4,pipeline,unroll_8,51.25,0.5209238883554465,False
workload_653.cpp,xczu7ev-ffvc1156-2-e,10.0,685.6028,123,41,1,3,13,cyclic_2_1,cyclic_4_1,block_32_1,pipeline,pipeline,unroll_2,pipeline,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_2,14.5,0.9681565297115274,False
workload_654.cpp,xczu7ev-ffvc1156-2-e,10.0,112.91928,126,40,7,9,19,cyclic_2_1,cyclic_2_1,cyclic_8_1,pipeline,pipeline_1,pipeline,pipeline,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_8,18.75,0.9092505661019569,False
workload_655.cpp,xczu7ev-ffvc1156-2-e,10.0,700.02339,618,42,1,7,21,cyclic_4_1,cyclic_2_1,block_16_1,pipeline,pipeline,unroll_2,unroll_64,unroll_64,unroll_4,unroll,pipeline,unroll_2,17.75,0.9088059142435788,False
workload_656.cpp,xczu7ev-ffvc1156-2-e,10.0,191.91027,79,41,7,8,12,cyclic_2_1,cyclic_2_1,cyclic_2_1,pipeline,pipeline,pipeline,unroll_2,unroll_8,unroll_16,unroll_4,pipeline,unroll_8,17.0,0.9332805845978361,False
workload_657.cpp,xczu7ev-ffvc1156-2-e,10.0,579.5164,703,67,1,37,93,cyclic_32_1,cyclic_64_1,cyclic_2_1,pipeline,pipeline,unroll_32,pipeline,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_8,49.5,0.5292890804107423,False
workload_658.cpp,xczu7ev-ffvc1156-2-e,10.0,91.97405,125,58,68,28,52,cyclic_32_1,cyclic_2_1,cyclic_2_1,unroll,pipeline,pipeline,unroll_64,unroll_64,unroll_8,unroll_4,pipeline,unroll_8,51.5,0.5184194947658392,False
workload_659.cpp,xczu7ev-ffvc1156-2-e,10.0,112.96922,82,41,7,8,14,cyclic_2_1,cyclic_2_1,block_32_1,pipeline,pipeline,pipeline,unroll_64,unroll_64,unroll_4,unroll,pipeline,unroll_2,17.5,0.9264424516525112,False
workload_660.cpp,xczu7ev-ffvc1156-2-e,10.0,527.00614,132,46,6,6,19,cyclic_2_1,block_4_1,block_64_1,unroll,pipeline,unroll_2,pipeline_1,unroll_64,unroll_16,unroll_4,pipeline,unroll_2,19.25,0.8924730589520311,False
workload_661.cpp,xczu7ev-ffvc1156-2-e,10.0,102.44069,155,41,13,15,26,cyclic_4_1,block_32_1,cyclic_128_1,unroll,pipeline,pipeline,unroll_32,unroll_64,unroll_4,unroll_4,unroll,unroll_2,23.75,0.8417144325505551,False
workload_662.cpp,xczu7ev-ffvc1156-2-e,10.0,112.96922,81,41,7,8,14,cyclic_2_1,cyclic_2_1,block_32_1,pipeline,pipeline,pipeline,unroll_64,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_8,17.5,0.9264424516525112,False
workload_663.cpp,xczu7ev-ffvc1156-2-e,10.0,671.18488,145,58,1,4,24,cyclic_32_1,cyclic_2_1,block_32_1,pipeline,pipeline,unroll_2,pipeline_1,unroll_64,unroll_8,unroll_4,pipeline,unroll_2,21.75,0.8545812826804449,False
workload_664.cpp,xczu7ev-ffvc1156-2-e,10.0,550.59864,127,42,4,6,19,cyclic_4_1,cyclic_2_1,cyclic_8_1,pipeline,pipeline_1,unroll_2,pipeline,unroll_64,unroll_16,unroll_4,pipeline_1,unroll_8,17.75,0.9127256940955579,False
workload_665.cpp,xczu7ev-ffvc1156-2-e,10.0,493.17597,397,58,13,54,74,cyclic_16_1,cyclic_2_1,cyclic_2_1,unroll,pipeline,unroll_32,unroll_64,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_2,49.75,0.5284246805688373,False
workload_666.cpp,xczu7ev-ffvc1156-2-e,10.0,91.9708,180,58,68,28,59,cyclic_32_1,cyclic_8_1,cyclic_2_1,pipeline,pipeline,pipeline_1,pipeline,unroll_64,unroll_8,pipeline_1,pipeline_1,unroll_2,53.25,0.5010955018986174,False
workload_667.cpp,xczu7ev-ffvc1156-2-e,10.0,102.4905,119,41,13,12,20,cyclic_4_1,cyclic_128_1,block_32_1,pipeline,pipeline,pipeline,unroll_64,unroll_64,unroll_8,unroll_4,pipeline,unroll_8,21.5,0.871811697815276,False
workload_668.cpp,xczu7ev-ffvc1156-2-e,10.0,5857.95483,100,41,1,1,5,cyclic_2_1,cyclic_2_1,cyclic_4_1,pipeline,pipeline,unroll_2,pipeline,unroll_8,unroll_8,unroll_4,unroll,unroll_2,12.0,0.775215675877444,False
workload_669.cpp,xczu7ev-ffvc1156-2-e,10.0,527.01149,79,46,6,5,13,cyclic_2_1,cyclic_2_1,block_32_1,unroll,pipeline,unroll_2,unroll_32,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_2,17.5,0.9168115459279832,False
workload_670.cpp,xczu7ev-ffvc1156-2-e,10.0,579.51898,318,67,1,36,65,cyclic_32_1,cyclic_64_1,cyclic_2_1,pipeline,pipeline,unroll_32,unroll_64,unroll_64,unroll_4,pipeline_1,pipeline_1,unroll_8,42.25,0.605951653933342,False
workload_671.cpp,xczu7ev-ffvc1156-2-e,10.0,513.89894,140,51,13,9,23,cyclic_2_1,block_4_1,cyclic_2_1,unroll,pipeline,unroll_2,pipeline,unroll_64,unroll_16,unroll_4,pipeline,unroll_2,24.0,0.8285732173207717,False
workload_672.cpp,xczu7ev-ffvc1156-2-e,10.0,597.78714,79,46,1,3,8,cyclic_2_1,cyclic_32_1,cyclic_2_1,pipeline,pipeline,unroll_2,unroll_64,unroll_64,unroll_8,unroll_16,pipeline_1,unroll_8,14.5,0.9704986837712866,False
workload_673.cpp,xczu7ev-ffvc1156-2-e,10.0,587.2988,113,42,1,4,14,cyclic_4_1,cyclic_2_1,cyclic_2_1,pipeline,pipeline,unroll_2,pipeline,unroll_64,unroll_4,unroll_4,pipeline,pipeline_1,15.25,1.0,True
workload_675.cpp,xczu7ev-ffvc1156-2-e,10.0,138.85653,105,58,68,28,51,cyclic_32_1,cyclic_2_1,cyclic_4_1,pipeline,pipeline_1,pipeline,unroll_32,unroll_8,unroll_8,pipeline_1,pipeline,unroll_8,51.25,0.520045440169629,False
workload_676.cpp,xczu7ev-ffvc1156-2-e,10.0,6109.20951,67,57,1,1,10,cyclic_32_1,cyclic_2_1,cyclic_2_1,unroll,pipeline,unroll_2,unroll_2,unroll_2,unroll_8,unroll_4,unroll,unroll_2,17.25,0.7283441723675582,False
workload_677.cpp,xczu7ev-ffvc1156-2-e,10.0,91.97338,111,58,68,28,51,cyclic_32_1,cyclic_2_1,cyclic_2_1,pipeline,pipeline,pipeline,unroll_64,unroll_64,unroll_8,unroll,pipeline,unroll_8,51.25,0.5209243919548359,False
workload_678.cpp,xczu7ev-ffvc1156-2-e,10.0,92.00026,123,57,68,28,52,cyclic_32_1,cyclic_2_1,block_128_1,pipeline,pipeline,pipeline,unroll_64,unroll_64,unroll_4,pipeline_1,pipeline,unroll_2,51.25,0.5209238883554465,False
workload_679.cpp,xczu7ev-ffvc1156-2-e,10.0,92.00026,124,57,68,28,52,cyclic_32_1,cyclic_2_1,block_32_1,pipeline,pipeline,pipeline,unroll_64,unroll_64,unroll_8,unroll,pipeline_1,unroll_2,51.25,0.5209238883554465,False
workload_680.cpp,xczu7ev-ffvc1156-2-e,10.0,671.18746,129,77,1,3,20,cyclic_32_1,cyclic_128_1,block_64_1,pipeline,pipeline,unroll_2,unroll_64,unroll_64,pipeline_1,unroll,pipeline_1,unroll_8,25.25,0.808215654862309,False
workload_681.cpp,xczu7ev-ffvc1156-2-e,10.0,550.59864,129,42,4,6,19,cyclic_4_1,cyclic_2_1,cyclic_8_1,pipeline,pipeline_1,unroll_2,pipeline,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_8,17.75,0.9127256940955579,False
workload_682.cpp,xczu7ev-ffvc1156-2-e,10.0,102.4905,119,41,13,12,20,cyclic_4_1,cyclic_128_1,block_128_1,pipeline,pipeline,pipeline,unroll_64,unroll_64,unroll_4,unroll,pipeline,unroll_2,21.5,0.871811697815276,False
workload_683.cpp,xczu7ev-ffvc1156-2-e,10.0,550.59864,142,46,4,6,24,cyclic_4_1,block_16_1,cyclic_8_1,pipeline,pipeline,unroll_2,pipeline,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_8,20.0,0.8815054584872618,False
workload_684.cpp,xczu7ev-ffvc1156-2-e,10.0,668.0745,279,42,1,29,54,cyclic_4_1,block_4_1,block_32_1,pipeline,pipeline,unroll_32,unroll_64,unroll_64,unroll_8,unroll_4,pipeline,unroll_2,31.5,0.7291445119276216,False
workload_685.cpp,xczu7ev-ffvc1156-2-e,10.0,92.00026,177,57,68,28,53,cyclic_32_1,cyclic_128_1,block_32_1,pipeline,pipeline,pipeline_1,unroll_64,unroll_64,pipeline_1,unroll_8,pipeline_1,unroll_2,51.5,0.5184190050877376,False
workload_686.cpp,xczu7ev-ffvc1156-2-e,10.0,91.9708,185,58,68,28,56,cyclic_32_1,cyclic_2_1,cyclic_2_1,pipeline,pipeline,pipeline,pipeline,unroll_64,unroll_8,unroll_4,unroll,unroll_2,52.5,0.5084753713146681,False
workload_687.cpp,xczu7ev-ffvc1156-2-e,10.0,102.49306,85,41,13,12,18,cyclic_4_1,cyclic_2_1,block_128_1,pipeline,pipeline,pipeline,unroll_32,unroll_64,unroll_8,pipeline_1,pipeline_1,unroll_2,21.0,0.8785687264996577,False
workload_688.cpp,xczu7ev-ffvc1156-2-e,10.0,509.31401,123,63,6,10,29,cyclic_32_1,block_4_1,block_32_1,unroll,pipeline,unroll_4,unroll_64,unroll_64,unroll_16,unroll,pipeline_1,unroll_2,27.0,0.7894873989370422,False
workload_689.cpp,xczu7ev-ffvc1156-2-e,10.0,5911.44925,83,40,1,1,11,cyclic_2_1,block_32_1,cyclic_8_1,unroll,pipeline,unroll_2,unroll_32,unroll_64,unroll_8,unroll_16,unroll,unroll_2,13.25,0.7708255187171099,False
workload_690.cpp,xczu7ev-ffvc1156-2-e,10.0,102.4905,120,41,13,12,20,cyclic_4_1,cyclic_128_1,block_32_1,pipeline,pipeline_1,pipeline,unroll_64,unroll_64,unroll_4,unroll_4,pipeline,unroll_8,21.5,0.871811697815276,False
workload_691.cpp,xczu7ev-ffvc1156-2-e,10.0,671.18746,96,58,1,3,18,cyclic_32_1,cyclic_2_1,block_128_1,pipeline,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_16,unroll_16,pipeline,unroll_2,20.0,0.8783950295189966,False
workload_692.cpp,xczu7ev-ffvc1156-2-e,10.0,2517.08173,114,41,1,5,18,cyclic_4_1,cyclic_2_1,cyclic_128_1,unroll,pipeline,unroll_2,unroll_64,unroll_2,unroll_4,unroll_4,unroll,pipeline_1,16.25,0.8735202638621554,False
workload_693.cpp,xczu7ev-ffvc1156-2-e,10.0,2506.77684,68,47,1,1,6,cyclic_16_1,block_4_1,block_32_1,pipeline,pipeline,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_4,unroll,pipeline_1,13.75,0.9216558334249758,False
workload_694.cpp,xczu7ev-ffvc1156-2-e,10.0,809.11201,81,53,6,6,16,cyclic_16_1,cyclic_2_1,block_32_1,unroll,pipeline_1,unroll_2,unroll_32,unroll_2,unroll_8,unroll_4,pipeline,unroll_2,20.25,0.8712990754104705,False
workload_695.cpp,xczu7ev-ffvc1156-2-e,10.0,503.41577,82,52,13,8,17,cyclic_4_1,cyclic_2_1,cyclic_2_1,unroll,pipeline,unroll_2,unroll_64,unroll_64,unroll_16,unroll_4,pipeline,unroll_2,22.5,0.8487691101874234,False
workload_696.cpp,xczu7ev-ffvc1156-2-e,10.0,685.60538,74,41,1,2,7,cyclic_2_1,cyclic_4_1,block_32_1,pipeline,pipeline,unroll_2,unroll_64,unroll_64,unroll_16,unroll_2,pipeline,unroll_2,12.75,0.9962218478088436,False
workload_697.cpp,xczu7ev-ffvc1156-2-e,10.0,112.93976,124,41,7,9,18,cyclic_2_1,cyclic_2_1,cyclic_2_1,pipeline,pipeline,pipeline,pipeline,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_16,18.75,0.9092501125346517,False
workload_698.cpp,xczu7ev-ffvc1156-2-e,10.0,597.78714,73,42,1,3,8,cyclic_2_1,cyclic_2_1,cyclic_2_1,pipeline,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_16,unroll_4,pipeline,unroll_8,13.5,0.9849145038820152,False
workload_699.cpp,xczu7ev-ffvc1156-2-e,10.0,525.69801,98,46,6,8,18,cyclic_2_1,block_4_1,block_32_1,unroll,pipeline,unroll_4,unroll_64,unroll_64,pipeline,unroll_4,pipeline_1,unroll_2,19.5,0.8890421768930162,False
workload_700.cpp,xczu7ev-ffvc1156-2-e,10.0,112.91547,102,40,7,9,18,cyclic_2_1,cyclic_2_1,cyclic_128_1,pipeline,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_8,unroll_16,pipeline_1,unroll_2,18.5,1.0,True
workload_701.cpp,xczu7ev-ffvc1156-2-e,10.0,584.67736,144,42,1,6,18,cyclic_4_1,cyclic_2_1,cyclic_2_1,pipeline,pipeline,unroll_4,pipeline_1,unroll_64,unroll_4,pipeline_1,pipeline,unroll_8,16.75,0.9308099924054368,False
workload_702.cpp,xczu7ev-ffvc1156-2-e,10.0,1599.17464,172,57,1,2,16,cyclic_32_1,block_4_1,block_32_1,pipeline,pipeline,unroll_2,pipeline_1,unroll_64,pipeline_1,pipeline_1,unroll,pipeline_1,19.0,0.8646530718882308,False
workload_703.cpp,xczu7ev-ffvc1156-2-e,10.0,236.19858,126,41,7,10,24,cyclic_2_1,block_16_1,cyclic_2_1,unroll,pipeline,pipeline,unroll_2,unroll_64,unroll_8,unroll_16,pipeline_1,unroll_2,20.5,0.8823120766376754,False
workload_704.cpp,xczu7ev-ffvc1156-2-e,10.0,681.67322,78,45,1,2,7,cyclic_2_1,cyclic_32_1,block_32_1,pipeline,pipeline,unroll_2,unroll_64,unroll_64,unroll_4,unroll_4,pipeline_1,unroll_2,13.75,0.9791119724285425,False
workload_705.cpp,xczu7ev-ffvc1156-2-e,10.0,681.67064,121,41,1,3,13,cyclic_2_1,cyclic_2_1,block_32_1,pipeline,pipeline,unroll_2,pipeline,unroll_64,unroll_4,unroll_4,pipeline,pipeline_1,14.5,0.9682657256855538,False
workload_706.cpp,xczu7ev-ffvc1156-2-e,10.0,663.40506,301,67,1,29,56,cyclic_32_1,cyclic_64_1,block_128_1,pipeline,pipeline,unroll_32,unroll_64,unroll_64,unroll_8,unroll,pipeline,unroll_8,38.25,0.6491001149708956,False
workload_707.cpp,xczu7ev-ffvc1156-2-e,10.0,2506.77684,74,57,1,1,9,cyclic_32_1,cyclic_2_1,block_32_1,pipeline,pipeline,unroll_2,unroll_2,unroll_2,unroll_4,unroll_8,unroll,pipeline_1,17.0,0.8639223380464383,False
workload_708.cpp,xczu7ev-ffvc1156-2-e,10.0,170.3306,80,41,7,8,13,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll,pipeline_1,pipeline,unroll_32,unroll_8,unroll_16,pipeline_1,pipeline,unroll_8,17.25,0.9287876490874621,False
workload_709.cpp,xczu7ev-ffvc1156-2-e,10.0,91.94393,194,57,68,29,61,cyclic_32_1,cyclic_2_1,cyclic_128_1,pipeline,pipeline,pipeline,pipeline,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_8,53.75,1.0,True
workload_710.cpp,xczu7ev-ffvc1156-2-e,10.0,102.46429,87,41,13,12,18,cyclic_4_1,cyclic_2_1,cyclic_2_1,unroll,pipeline,pipeline,unroll_64,unroll_64,unroll_8,unroll,pipeline,unroll_2,21.0,0.8785693835304362,False
workload_711.cpp,xczu7ev-ffvc1156-2-e,10.0,102.43745,162,41,13,14,28,cyclic_4_1,cyclic_2_1,block_16_1,pipeline,pipeline,pipeline,pipeline,unroll_64,unroll_4,unroll_4,pipeline,unroll_2,24.0,1.0,True
workload_712.cpp,xczu7ev-ffvc1156-2-e,10.0,587.30138,74,42,1,3,8,cyclic_4_1,cyclic_2_1,cyclic_2_1,pipeline,pipeline,unroll_2,unroll_64,unroll_64,unroll_4,unroll,pipeline,pipeline_1,13.5,1.0,True
workload_714.cpp,xczu7ev-ffvc1156-2-e,10.0,527.00614,125,46,6,6,19,cyclic_2_1,block_4_1,block_32_1,unroll,pipeline,unroll_2,pipeline,unroll_64,unroll_16,unroll_4,pipeline,unroll_2,19.25,0.8924730589520311,False
workload_716.cpp,xczu7ev-ffvc1156-2-e,10.0,112.94234,88,41,7,8,13,cyclic_2_1,cyclic_2_1,cyclic_2_1,pipeline,pipeline,pipeline,unroll_64,unroll_64,unroll_4,unroll_2,pipeline,unroll_2,17.25,1.0,True
workload_717.cpp,xczu7ev-ffvc1156-2-e,10.0,112.94234,84,41,7,8,13,cyclic_2_1,cyclic_2_1,cyclic_2_1,pipeline,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_8,unroll_4,pipeline_1,pipeline_1,17.25,1.0,True
workload_718.cpp,xczu7ev-ffvc1156-2-e,10.0,94.62234,108,47,34,18,37,cyclic_16_1,cyclic_2_1,block_32_1,pipeline,pipeline,pipeline,unroll_64,unroll_64,pipeline_1,unroll_4,pipeline,unroll_2,34.0,0.7117286422946841,False
workload_719.cpp,xczu7ev-ffvc1156-2-e,10.0,7826.06326,140,40,1,3,20,cyclic_2_1,block_32_1,cyclic_128_1,pipeline,pipeline,unroll_2,unroll_32,unroll_8,unroll_8,pipeline_1,unroll,unroll_8,16.0,0.6685001534898487,False
workload_720.cpp,xczu7ev-ffvc1156-2-e,10.0,91.96317,128,58,68,28,51,cyclic_32_1,cyclic_2_1,cyclic_4_1,unroll,pipeline,pipeline,unroll_32,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_2,51.25,1.0,True
workload_721.cpp,xczu7ev-ffvc1156-2-e,10.0,3208.66768,137,47,1,2,12,cyclic_16_1,block_4_1,block_32_1,pipeline,pipeline,unroll_2,unroll_2,unroll_64,unroll_4,unroll_4,unroll,pipeline_1,15.5,0.8664287570082249,False
workload_722.cpp,xczu7ev-ffvc1156-2-e,10.0,668.0745,292,42,1,29,54,cyclic_4_1,block_4_1,block_32_1,pipeline,pipeline,unroll_32,unroll_64,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_2,31.5,0.7291445119276216,False
workload_723.cpp,xczu7ev-ffvc1156-2-e,10.0,91.94721,218,57,68,30,61,cyclic_32_1,cyclic_2_1,block_16_1,pipeline,pipeline,pipeline,pipeline,unroll_64,unroll_4,pipeline_1,pipeline,unroll_2,54.0,0.49135991515874555,False
workload_724.cpp,xczu7ev-ffvc1156-2-e,10.0,555.95409,366,41,50,31,56,cyclic_2_1,block_4_1,block_16_1,unroll,pipeline,unroll_2,pipeline,unroll_64,unroll_16,unroll_4,pipeline,unroll_2,44.5,0.5819694417515844,False
workload_725.cpp,xczu7ev-ffvc1156-2-e,10.0,587.30138,86,42,1,3,8,cyclic_4_1,cyclic_2_1,cyclic_2_1,pipeline,pipeline,unroll_2,unroll_64,unroll_64,unroll_4,unroll_4,pipeline,pipeline_1,13.5,1.0,True
workload_726.cpp,xczu7ev-ffvc1156-2-e,10.0,1599.18085,111,41,1,1,15,cyclic_4_1,block_64_1,block_128_1,unroll,pipeline,unroll_2,unroll_32,unroll_64,unroll_4,pipeline_1,unroll,pipeline_1,14.5,0.9335740253592848,False
workload_727.cpp,xczu7ev-ffvc1156-2-e,10.0,92.00026,163,57,68,28,52,cyclic_32_1,cyclic_64_1,block_128_1,pipeline,pipeline,pipeline,unroll_64,unroll_64,unroll_8,unroll,pipeline,unroll_8,51.25,0.5209238883554465,False
workload_728.cpp,xczu7ev-ffvc1156-2-e,10.0,681.67322,114,61,1,3,9,cyclic_2_1,cyclic_128_1,block_128_1,pipeline,pipeline_1,unroll_2,unroll_64,unroll_64,pipeline_1,unroll_4,pipeline_1,unroll_8,18.5,0.8988930218550191,False
workload_729.cpp,xczu7ev-ffvc1156-2-e,10.0,663.9785,115,58,1,5,21,cyclic_32_1,block_4_1,block_32_1,pipeline,pipeline,unroll_4,unroll_64,unroll_64,unroll_16,unroll,pipeline_1,unroll_8,21.25,0.861502947674696,False
workload_730.cpp,xczu7ev-ffvc1156-2-e,10.0,5910.1353,72,41,1,1,6,cyclic_2_1,cyclic_4_1,cyclic_8_1,pipeline,pipeline,unroll_2,unroll_64,unroll_64,unroll_16,unroll_2,unroll,unroll_2,12.25,0.7726439467084385,False
workload_731.cpp,xczu7ev-ffvc1156-2-e,10.0,663.97592,175,58,1,6,26,cyclic_32_1,block_4_1,block_32_1,pipeline,pipeline,unroll_4,pipeline,unroll_64,unroll_16,unroll,pipeline_1,unroll_2,22.75,0.8413853151772015,False
workload_732.cpp,xczu7ev-ffvc1156-2-e,10.0,162.08034,83,41,13,12,17,cyclic_4_1,cyclic_2_1,cyclic_2_1,pipeline,pipeline,pipeline,unroll_64,unroll_2,pipeline_1,unroll_4,pipeline,unroll_2,20.75,0.8806153264012526,False
workload_733.cpp,xczu7ev-ffvc1156-2-e,10.0,660.86554,288,58,1,29,55,cyclic_32_1,cyclic_2_1,block_32_1,pipeline,pipeline,unroll_32,unroll_64,unroll_64,unroll_8,unroll,pipeline,unroll_2,35.75,0.6782023691825181,False
workload_734.cpp,xczu7ev-ffvc1156-2-e,10.0,112.94537,85,41,7,8,14,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll,pipeline_1,pipeline,unroll_32,unroll_64,unroll_16,unroll_16,pipeline,unroll_2,17.5,0.9264429588307098,False
workload_735.cpp,xczu7ev-ffvc1156-2-e,10.0,503.41273,251,42,13,11,39,cyclic_4_1,cyclic_2_1,cyclic_128_1,pipeline,pipeline,unroll_2,pipeline,unroll_64,unroll_4,unroll_16,pipeline,unroll_2,26.25,0.7993207156579957,False
workload_736.cpp,xczu7ev-ffvc1156-2-e,10.0,102.46362,87,41,13,12,18,cyclic_4_1,cyclic_2_1,cyclic_2_1,pipeline,pipeline,pipeline,unroll_64,unroll_64,unroll_4,unroll_4,pipeline,unroll_8,21.0,1.0,True
