Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,Array_8,Array_9,Array_10,Array_11,Array_12,Array_13,Array_14,Array_15,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,Area,Weight,is_pareto
workload_1343.cpp,xczu7ev-ffvc1156-2-e,5.0,0.03934,209,34,1,13,22,block_2_1,cyclic_8_1,cyclic_32_1,block_32_1,block_8_1,cyclic_2_1,cyclic_4_1,block_4_1,block_32_1,cyclic_32_1,block_8_1,block_64_1,cyclic_4_1,cyclic_8_1,block_2_1,pipeline_1,unroll,pipeline_1,17.5,0.8111538995184568,False
workload_1344.cpp,xczu7ev-ffvc1156-2-e,5.0,6.5e-05,286,52,4,12,17,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_64_1,block_8_1,cyclic_8_1,block_64_1,cyclic_128_1,block_2_1,cyclic_64_1,block_128_1,cyclic_4_1,cyclic_8_1,complete_1,cyclic_8_1,pipeline_1,unroll_2,pipeline,21.25,0.7166122350412436,False
workload_1345.cpp,xczu7ev-ffvc1156-2-e,5.0,6.5e-05,334,42,12,20,26,cyclic_8_1,cyclic_8_1,cyclic_4_1,cyclic_4_1,cyclic_64_1,cyclic_64_1,block_4_1,cyclic_128_1,block_2_1,cyclic_4_1,block_128_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,cyclic_2_1,pipeline_1,unroll_2,pipeline_1,25.0,0.6147392163552995,False
workload_1346.cpp,xczu7ev-ffvc1156-2-e,5.0,0.00374,188,34,3,7,11,cyclic_8_1,cyclic_8_1,cyclic_4_1,block_16_1,block_4_1,cyclic_128_1,block_4_1,block_4_1,cyclic_2_1,block_16_1,block_128_1,cyclic_4_1,cyclic_8_1,complete_1,cyclic_8_1,pipeline_1,unroll,pipeline,13.75,0.9413594259101813,False
workload_1347.cpp,xczu7ev-ffvc1156-2-e,5.0,0.01404,143,35,1,5,9,cyclic_2_1,cyclic_128_1,cyclic_128_1,block_16_1,cyclic_32_1,cyclic_64_1,block_64_1,cyclic_128_1,block_64_1,cyclic_4_1,block_32_1,cyclic_128_1,block_2_1,block_8_1,cyclic_2_1,pipeline_1,unroll,pipeline,12.5,0.9560572922851186,False
workload_1348.cpp,xczu7ev-ffvc1156-2-e,5.0,0.00502,365,56,3,6,16,cyclic_128_1,block_2_1,cyclic_4_1,block_16_1,block_16_1,cyclic_2_1,block_64_1,block_4_1,block_64_1,cyclic_8_1,block_16_1,block_64_1,cyclic_8_1,cyclic_2_1,block_8_1,pipeline_1,unroll,pipeline,20.25,0.7456102488549977,False
workload_1349.cpp,xczu7ev-ffvc1156-2-e,5.0,0.00766,289,35,3,8,14,cyclic_32_1,cyclic_4_1,block_32_1,cyclic_4_1,block_8_1,cyclic_128_1,cyclic_64_1,block_2_1,block_32_1,cyclic_16_1,cyclic_64_1,block_8_1,cyclic_4_1,complete_1,block_8_1,pipeline,unroll,pipeline_1,15.0,0.9053845435870077,False
workload_1350.cpp,xczu7ev-ffvc1156-2-e,5.0,0.00502,368,56,3,6,16,cyclic_128_1,block_2_1,cyclic_4_1,cyclic_16_1,block_16_1,cyclic_2_1,cyclic_2_1,block_4_1,cyclic_32_1,cyclic_8_1,block_16_1,block_64_1,cyclic_8_1,cyclic_2_1,block_4_1,pipeline_1,unroll,pipeline,20.25,0.7456102488549977,False
workload_1351.cpp,xczu7ev-ffvc1156-2-e,5.0,0.007675,365,54,3,6,15,cyclic_128_1,block_2_1,cyclic_2_1,cyclic_16_1,block_16_1,cyclic_2_1,cyclic_2_1,block_4_1,cyclic_32_1,cyclic_8_1,block_128_1,cyclic_2_1,cyclic_8_1,complete_1,cyclic_8_1,pipeline_1,unroll,pipeline,19.5,0.7675369104787434,False
workload_1352.cpp,xczu7ev-ffvc1156-2-e,5.0,0.005345,136,31,6,7,10,cyclic_8_1,cyclic_128_1,cyclic_32_1,cyclic_64_1,cyclic_2_1,cyclic_2_1,block_64_1,block_4_1,block_16_1,cyclic_64_1,block_8_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,pipeline_1,unroll,pipeline,13.5,0.9457573484655014,False
workload_1353.cpp,xczu7ev-ffvc1156-2-e,5.0,0.039705,214,30,1,14,22,block_2_1,cyclic_8_1,block_32_1,block_32_1,cyclic_64_1,cyclic_2_1,cyclic_4_1,cyclic_128_1,block_32_1,cyclic_32_1,block_128_1,block_8_1,complete_1,complete_1,block_2_1,pipeline_1,unroll,pipeline_1,16.75,0.8306209699536492,False
workload_1354.cpp,xczu7ev-ffvc1156-2-e,5.0,0.04865,158,34,1,5,11,cyclic_8_1,cyclic_128_1,cyclic_8_1,block_64_1,cyclic_64_1,cyclic_2_1,block_8_1,cyclic_2_1,block_16_1,cyclic_8_1,block_16_1,block_64_1,block_8_1,cyclic_4_1,cyclic_8_1,unroll_4,unroll,pipeline,12.75,0.8963528174449099,False
workload_1355.cpp,xczu7ev-ffvc1156-2-e,5.0,7.5e-05,1309,67,9,26,30,cyclic_2_1,cyclic_128_1,cyclic_4_1,block_16_1,block_4_1,cyclic_2_1,block_16_1,cyclic_128_1,cyclic_2_1,cyclic_8_1,block_128_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,cyclic_8_1,pipeline_1,unroll_2,pipeline,33.0,0.4279831357036714,False
workload_1357.cpp,xczu7ev-ffvc1156-2-e,5.0,0.00468,138,36,7,7,10,cyclic_16_1,cyclic_128_1,block_16_1,cyclic_16_1,cyclic_2_1,cyclic_2_1,block_64_1,cyclic_128_1,block_64_1,cyclic_32_1,block_128_1,cyclic_4_1,cyclic_4_1,block_2_1,cyclic_4_1,pipeline_1,unroll,unroll_4,15.0,0.9062418834865191,False
workload_1358.cpp,xczu7ev-ffvc1156-2-e,5.0,0.059905,151,35,1,3,9,cyclic_2_1,block_8_1,block_32_1,cyclic_16_1,cyclic_2_1,cyclic_2_1,block_32_1,cyclic_128_1,block_32_1,cyclic_2_1,block_4_1,block_64_1,cyclic_4_1,block_2_1,cyclic_2_1,unroll_4,unroll,pipeline,12.0,0.8853134367791949,False
workload_1359.cpp,xczu7ev-ffvc1156-2-e,5.0,0.669345,203,33,1,2,8,cyclic_2_1,block_8_1,block_32_1,cyclic_16_1,cyclic_16_1,cyclic_2_1,block_32_1,block_2_1,block_16_1,cyclic_2_1,block_4_1,block_64_1,cyclic_4_1,block_2_1,cyclic_2_1,unroll_4,unroll,unroll_4,11.0,0.11587356969866013,False
workload_1360.cpp,xczu7ev-ffvc1156-2-e,5.0,7.5e-05,292,50,4,12,16,cyclic_2_1,cyclic_8_1,cyclic_4_1,cyclic_64_1,block_8_1,cyclic_8_1,block_64_1,cyclic_128_1,block_2_1,cyclic_64_1,block_128_1,cyclic_4_1,cyclic_8_1,complete_1,cyclic_8_1,pipeline_1,unroll_2,pipeline,20.5,0.7380742330704316,False
workload_1361.cpp,xczu7ev-ffvc1156-2-e,5.0,0.015015,131,31,1,4,6,cyclic_2_1,cyclic_8_1,block_32_1,block_32_1,cyclic_2_1,cyclic_2_1,cyclic_64_1,block_2_1,block_32_1,cyclic_32_1,block_128_1,block_8_1,cyclic_4_1,complete_1,block_2_1,pipeline_1,unroll,pipeline_1,10.5,1.0,True
workload_1362.cpp,xczu7ev-ffvc1156-2-e,5.0,6.5e-05,287,46,6,16,21,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,cyclic_64_1,cyclic_2_1,block_4_1,cyclic_128_1,cyclic_4_1,cyclic_32_1,block_128_1,cyclic_4_1,cyclic_8_1,complete_1,cyclic_8_1,pipeline_1,unroll_2,pipeline,22.25,0.6885584492337854,False
workload_1363.cpp,xczu7ev-ffvc1156-2-e,5.0,6.5e-05,299,54,18,20,27,cyclic_2_1,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_64_1,cyclic_2_1,block_4_1,cyclic_128_1,cyclic_32_1,cyclic_4_1,block_128_1,cyclic_2_1,cyclic_8_1,complete_1,cyclic_8_1,pipeline_1,unroll_2,pipeline,29.75,0.49881329530024976,False
workload_1364.cpp,xczu7ev-ffvc1156-2-e,5.0,0.01404,135,30,1,5,8,cyclic_2_1,cyclic_128_1,cyclic_128_1,block_2_1,cyclic_64_1,cyclic_2_1,block_16_1,block_2_1,block_64_1,block_4_1,cyclic_32_1,cyclic_4_1,block_2_1,cyclic_4_1,block_8_1,pipeline_1,unroll,unroll_2,11.0,0.9889840581320601,False
workload_1365.cpp,xczu7ev-ffvc1156-2-e,5.0,0.004355,146,35,6,7,12,cyclic_8_1,block_2_1,block_8_1,block_16_1,cyclic_32_1,cyclic_64_1,cyclic_2_1,block_2_1,cyclic_128_1,block_8_1,block_16_1,block_32_1,cyclic_8_1,cyclic_2_1,block_8_1,pipeline_1,unroll,pipeline_1,15.0,0.906292130448162,False
workload_1366.cpp,xczu7ev-ffvc1156-2-e,5.0,0.050465,152,35,1,3,9,cyclic_8_1,block_128_1,cyclic_32_1,block_64_1,cyclic_16_1,cyclic_8_1,block_8_1,cyclic_128_1,block_16_1,cyclic_16_1,block_16_1,block_64_1,cyclic_8_1,complete_1,cyclic_2_1,unroll_4,unroll,pipeline,12.0,0.9043188268997792,False
workload_1367.cpp,xczu7ev-ffvc1156-2-e,5.0,0.00399,138,31,6,8,12,cyclic_8_1,cyclic_2_1,block_32_1,block_16_1,cyclic_64_1,cyclic_2_1,cyclic_64_1,cyclic_128_1,block_32_1,cyclic_32_1,cyclic_4_1,block_8_1,cyclic_4_1,cyclic_8_1,cyclic_8_1,pipeline_1,unroll,pipeline_1,14.25,0.9293165976727467,False
workload_1368.cpp,xczu7ev-ffvc1156-2-e,5.0,0.049665,154,35,1,4,10,cyclic_8_1,cyclic_4_1,block_32_1,block_64_1,cyclic_64_1,cyclic_8_1,block_8_1,cyclic_128_1,block_16_1,cyclic_8_1,block_128_1,cyclic_4_1,complete_1,complete_1,cyclic_8_1,unroll_4,unroll,pipeline,12.5,0.8979354436211913,False
workload_1369.cpp,xczu7ev-ffvc1156-2-e,5.0,0.005345,137,31,6,7,10,cyclic_8_1,block_128_1,block_32_1,block_16_1,cyclic_2_1,cyclic_2_1,cyclic_64_1,block_2_1,block_32_1,cyclic_32_1,block_8_1,block_8_1,cyclic_4_1,complete_1,block_2_1,pipeline_1,unroll,pipeline_1,13.5,0.9457573484655014,False
workload_1370.cpp,xczu7ev-ffvc1156-2-e,5.0,0.007585,156,32,1,9,11,cyclic_2_1,cyclic_2_1,cyclic_128_1,block_2_1,cyclic_64_1,cyclic_128_1,block_4_1,cyclic_128_1,block_64_1,block_4_1,cyclic_32_1,cyclic_4_1,block_2_1,complete_1,block_2_1,pipeline_1,unroll,unroll_2,13.25,0.9487825337021568,False
workload_1371.cpp,xczu7ev-ffvc1156-2-e,5.0,0.059905,157,69,1,3,10,cyclic_2_1,block_4_1,block_32_1,cyclic_64_1,block_8_1,cyclic_2_1,block_32_1,block_2_1,block_32_1,cyclic_16_1,block_4_1,block_64_1,cyclic_4_1,block_4_1,cyclic_2_1,unroll_4,unroll,pipeline,20.75,0.7082479189006982,False
workload_1372.cpp,xczu7ev-ffvc1156-2-e,5.0,0.003075,151,35,6,8,12,cyclic_8_1,cyclic_8_1,block_16_1,block_64_1,cyclic_16_1,cyclic_128_1,cyclic_64_1,block_2_1,block_2_1,cyclic_32_1,block_128_1,cyclic_4_1,cyclic_4_1,block_4_1,cyclic_2_1,pipeline_1,unroll,pipeline,15.25,0.8984237516679976,False
workload_1373.cpp,xczu7ev-ffvc1156-2-e,5.0,0.00564,137,33,5,6,9,cyclic_8_1,cyclic_4_1,block_16_1,block_64_1,cyclic_2_1,cyclic_8_1,cyclic_64_1,cyclic_128_1,block_64_1,cyclic_32_1,block_128_1,cyclic_2_1,cyclic_4_1,block_4_1,cyclic_4_1,pipeline_1,unroll,pipeline,13.25,0.9505577869498884,False
workload_1374.cpp,xczu7ev-ffvc1156-2-e,5.0,6.5e-05,335,50,9,19,26,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,block_8_1,cyclic_64_1,block_4_1,cyclic_128_1,block_2_1,cyclic_64_1,block_128_1,cyclic_4_1,cyclic_8_1,block_8_1,cyclic_2_1,pipeline_1,unroll_2,pipeline,26.0,0.589112194596325,False
workload_1375.cpp,xczu7ev-ffvc1156-2-e,5.0,0.00502,187,32,3,7,11,cyclic_8_1,cyclic_128_1,cyclic_4_1,block_16_1,block_4_1,cyclic_128_1,block_4_1,block_4_1,block_128_1,block_16_1,block_128_1,cyclic_4_1,cyclic_8_1,complete_1,cyclic_8_1,pipeline_1,unroll,pipeline,13.25,0.9511024585525563,False
workload_1376.cpp,xczu7ev-ffvc1156-2-e,5.0,0.004355,140,31,6,7,11,cyclic_8_1,cyclic_2_1,cyclic_4_1,cyclic_64_1,cyclic_64_1,cyclic_2_1,block_128_1,cyclic_128_1,block_16_1,cyclic_64_1,block_128_1,cyclic_4_1,complete_1,complete_1,cyclic_8_1,pipeline_1,unroll,pipeline,13.75,0.9408778689312227,False
workload_1377.cpp,xczu7ev-ffvc1156-2-e,5.0,0.00363,486,33,11,29,42,cyclic_32_1,cyclic_128_1,block_16_1,cyclic_64_1,block_128_1,cyclic_128_1,block_64_1,cyclic_128_1,block_64_1,cyclic_8_1,block_128_1,cyclic_4_1,complete_1,block_8_1,block_2_1,pipeline_1,unroll,pipeline_1,28.75,0.5221168458821825,False
workload_1378.cpp,xczu7ev-ffvc1156-2-e,5.0,0.039705,213,30,1,14,22,block_2_1,cyclic_4_1,block_32_1,block_32_1,cyclic_64_1,cyclic_2_1,cyclic_4_1,cyclic_128_1,block_32_1,cyclic_32_1,cyclic_4_1,block_8_1,complete_1,cyclic_8_1,block_2_1,pipeline_1,unroll,pipeline_1,16.75,0.8306209699536492,False
workload_1379.cpp,xczu7ev-ffvc1156-2-e,5.0,0.00266,157,50,29,15,21,cyclic_16_1,cyclic_4_1,cyclic_4_1,block_64_1,cyclic_64_1,cyclic_8_1,block_8_1,cyclic_128_1,block_32_1,cyclic_16_1,cyclic_64_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,cyclic_2_1,pipeline,unroll,pipeline_1,28.75,0.5220926839054193,False
workload_1380.cpp,xczu7ev-ffvc1156-2-e,5.0,0.05337,150,41,1,3,9,cyclic_2_1,cyclic_2_1,cyclic_8_1,block_64_1,cyclic_2_1,cyclic_8_1,block_4_1,cyclic_128_1,block_16_1,cyclic_8_1,block_16_1,block_8_1,cyclic_8_1,complete_1,cyclic_8_1,unroll_4,unroll,pipeline,13.5,0.8769438417375605,False
workload_1381.cpp,xczu7ev-ffvc1156-2-e,5.0,4e-05,151,34,1,8,13,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,block_4_1,cyclic_128_1,block_4_1,cyclic_128_1,cyclic_2_1,cyclic_8_1,block_128_1,cyclic_4_1,cyclic_8_1,complete_1,cyclic_8_1,pipeline_1,unroll,pipeline,14.0,1.0,True
workload_1382.cpp,xczu7ev-ffvc1156-2-e,5.0,0.00638,146,38,3,6,9,cyclic_8_1,block_128_1,cyclic_8_1,block_64_1,block_8_1,cyclic_8_1,cyclic_64_1,cyclic_2_1,block_16_1,cyclic_64_1,block_16_1,block_64_1,block_8_1,complete_1,cyclic_4_1,pipeline_1,unroll,pipeline,14.0,0.9334136280999256,False
workload_1383.cpp,xczu7ev-ffvc1156-2-e,5.0,0.00766,173,33,3,7,10,cyclic_8_1,block_2_1,block_8_1,cyclic_32_1,block_8_1,cyclic_64_1,cyclic_2_1,block_2_1,cyclic_128_1,block_16_1,block_16_1,block_32_1,cyclic_8_1,cyclic_2_1,block_8_1,pipeline_1,unroll,pipeline_1,13.25,0.9487120323190242,False
workload_1384.cpp,xczu7ev-ffvc1156-2-e,5.0,0.0047,152,41,3,6,11,cyclic_8_1,cyclic_8_1,cyclic_2_1,cyclic_16_1,block_16_1,cyclic_2_1,cyclic_2_1,block_4_1,cyclic_64_1,cyclic_8_1,block_16_1,block_64_1,cyclic_8_1,block_4_1,block_2_1,pipeline_1,unroll,pipeline,15.25,0.8983356544772512,False
workload_1385.cpp,xczu7ev-ffvc1156-2-e,5.0,0.05106,158,41,1,3,11,cyclic_8_1,block_128_1,cyclic_8_1,cyclic_16_1,block_8_1,block_16_1,block_8_1,cyclic_128_1,block_16_1,cyclic_2_1,block_16_1,block_64_1,block_8_1,complete_1,cyclic_2_1,unroll_4,unroll,pipeline,14.0,0.8736200531326576,False
workload_1386.cpp,xczu7ev-ffvc1156-2-e,5.0,0.00892,134,33,1,5,8,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,cyclic_64_1,cyclic_2_1,block_4_1,cyclic_128_1,cyclic_32_1,cyclic_4_1,block_128_1,block_8_1,cyclic_8_1,complete_1,cyclic_8_1,pipeline_1,unroll,pipeline,11.75,0.9759537674195271,False
workload_1387.cpp,xczu7ev-ffvc1156-2-e,5.0,6.5e-05,278,50,6,13,19,cyclic_8_1,cyclic_8_1,cyclic_4_1,cyclic_4_1,cyclic_64_1,block_16_1,block_64_1,cyclic_128_1,block_16_1,cyclic_4_1,block_128_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_2,pipeline_1,22.0,0.69551162510917,False
workload_1388.cpp,xczu7ev-ffvc1156-2-e,5.0,0.005345,153,31,6,10,13,cyclic_8_1,cyclic_128_1,block_16_1,cyclic_64_1,cyclic_2_1,cyclic_128_1,cyclic_64_1,cyclic_128_1,block_2_1,cyclic_64_1,block_128_1,cyclic_4_1,cyclic_4_1,block_4_1,cyclic_2_1,pipeline_1,unroll,pipeline,15.0,0.9061114623082214,False
workload_1389.cpp,xczu7ev-ffvc1156-2-e,5.0,0.079595,1430,35,1,33,39,block_2_1,cyclic_8_1,cyclic_32_1,block_8_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_4_1,cyclic_4_1,block_8_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,unroll,unroll,pipeline,27.0,0.5435166799668106,False
workload_1390.cpp,xczu7ev-ffvc1156-2-e,5.0,7.5e-05,3029,57,8,20,41,cyclic_2_1,cyclic_128_1,block_32_1,cyclic_64_1,block_8_1,cyclic_8_1,block_64_1,cyclic_128_1,block_2_1,cyclic_64_1,block_128_1,cyclic_4_1,cyclic_8_1,complete_1,cyclic_4_1,pipeline_1,unroll_2,pipeline,31.5,0.4598160580377397,False
workload_1391.cpp,xczu7ev-ffvc1156-2-e,5.0,7.5e-05,1334,55,5,20,22,cyclic_2_1,cyclic_8_1,cyclic_4_1,block_64_1,block_8_1,cyclic_8_1,block_64_1,cyclic_128_1,block_2_1,cyclic_32_1,block_128_1,cyclic_4_1,cyclic_8_1,complete_1,cyclic_8_1,pipeline_1,unroll_2,pipeline,25.5,0.6018450357896159,False
workload_1392.cpp,xczu7ev-ffvc1156-2-e,5.0,7.5e-05,3368,53,11,31,48,cyclic_2_1,cyclic_8_1,block_32_1,cyclic_4_1,block_4_1,cyclic_128_1,block_4_1,block_2_1,block_2_1,cyclic_4_1,block_128_1,block_8_1,cyclic_2_1,complete_1,block_8_1,pipeline_1,unroll_2,pipeline,35.75,0.3734463439216137,False
workload_1393.cpp,xczu7ev-ffvc1156-2-e,5.0,0.00502,145,39,3,6,9,cyclic_8_1,block_128_1,cyclic_4_1,cyclic_4_1,block_8_1,cyclic_8_1,block_8_1,block_128_1,block_2_1,cyclic_8_1,block_128_1,cyclic_4_1,block_8_1,complete_1,cyclic_8_1,pipeline_1,unroll,pipeline,14.25,0.9286254908583839,False
workload_1394.cpp,xczu7ev-ffvc1156-2-e,5.0,6.5e-05,679,45,7,24,24,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_16_1,block_4_1,cyclic_128_1,block_4_1,block_2_1,cyclic_2_1,cyclic_8_1,block_128_1,cyclic_4_1,cyclic_8_1,complete_1,cyclic_8_1,pipeline_1,unroll_2,pipeline,25.0,0.6147392163552995,False
workload_1395.cpp,xczu7ev-ffvc1156-2-e,5.0,6.5e-05,2980,61,9,25,49,cyclic_2_1,cyclic_2_1,block_32_1,cyclic_4_1,cyclic_64_1,cyclic_2_1,cyclic_64_1,cyclic_128_1,block_32_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_8_1,cyclic_8_1,pipeline_1,unroll_2,pipeline_1,36.0,0.3687336573943226,False
workload_1396.cpp,xczu7ev-ffvc1156-2-e,5.0,0.050225,145,37,1,3,9,cyclic_8_1,block_128_1,block_32_1,block_16_1,cyclic_2_1,cyclic_8_1,cyclic_64_1,block_2_1,block_32_1,cyclic_32_1,cyclic_4_1,block_64_1,cyclic_4_1,complete_1,cyclic_8_1,unroll_4,unroll,pipeline_1,12.5,0.8968304755908987,False
workload_1397.cpp,xczu7ev-ffvc1156-2-e,5.0,0.01404,135,33,1,4,7,cyclic_2_1,block_8_1,block_32_1,cyclic_16_1,cyclic_16_1,cyclic_2_1,block_32_1,block_2_1,block_32_1,cyclic_2_1,block_4_1,block_64_1,cyclic_4_1,block_2_1,block_2_1,pipeline_1,unroll,unroll_4,11.25,0.9827683882700553,False
workload_1398.cpp,xczu7ev-ffvc1156-2-e,5.0,0.00986,138,32,3,5,8,cyclic_4_1,block_128_1,block_32_1,block_16_1,block_4_1,cyclic_2_1,cyclic_64_1,block_2_1,block_16_1,block_16_1,block_8_1,block_8_1,cyclic_4_1,complete_1,block_8_1,pipeline_1,unroll,pipeline_1,12.0,0.9705800677538061,False
workload_1399.cpp,xczu7ev-ffvc1156-2-e,5.0,0.009865,142,40,1,4,8,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_64_1,block_8_1,cyclic_8_1,block_4_1,cyclic_128_1,block_2_1,cyclic_8_1,block_128_1,block_32_1,cyclic_8_1,complete_1,cyclic_8_1,pipeline_1,unroll,pipeline,13.25,0.9465702005305883,False
workload_1400.cpp,xczu7ev-ffvc1156-2-e,5.0,0.013675,142,30,1,6,9,cyclic_2_1,block_128_1,cyclic_32_1,block_64_1,cyclic_64_1,cyclic_2_1,cyclic_64_1,cyclic_128_1,block_32_1,cyclic_16_1,block_16_1,block_8_1,cyclic_8_1,cyclic_8_1,cyclic_8_1,pipeline_1,unroll,pipeline,11.5,0.97717212334619,False
workload_1401.cpp,xczu7ev-ffvc1156-2-e,5.0,0.00766,158,34,3,6,9,cyclic_16_1,cyclic_4_1,block_32_1,block_64_1,block_4_1,cyclic_8_1,block_8_1,block_2_1,block_64_1,cyclic_16_1,cyclic_64_1,block_8_1,block_2_1,complete_1,block_8_1,pipeline,unroll,pipeline_1,13.0,0.9532268477880004,False
workload_1402.cpp,xczu7ev-ffvc1156-2-e,5.0,0.009865,139,38,1,4,7,cyclic_2_1,cyclic_2_1,cyclic_8_1,block_64_1,block_4_1,cyclic_8_1,block_8_1,cyclic_128_1,block_16_1,cyclic_8_1,block_128_1,cyclic_4_1,cyclic_8_1,complete_1,cyclic_8_1,pipeline_1,unroll,pipeline,12.5,0.9602429279857956,False
workload_1403.cpp,xczu7ev-ffvc1156-2-e,5.0,0.00399,142,31,6,8,12,cyclic_8_1,cyclic_2_1,block_32_1,block_16_1,cyclic_64_1,cyclic_2_1,cyclic_64_1,cyclic_128_1,block_32_1,cyclic_64_1,block_128_1,block_8_1,complete_1,cyclic_8_1,cyclic_8_1,pipeline_1,unroll,pipeline_1,14.25,0.9293165976727467,False
workload_1404.cpp,xczu7ev-ffvc1156-2-e,5.0,0.01632,141,33,1,4,8,cyclic_2_1,block_8_1,block_32_1,cyclic_16_1,block_8_1,cyclic_2_1,cyclic_64_1,cyclic_2_1,block_32_1,cyclic_16_1,block_4_1,block_64_1,cyclic_4_1,complete_1,cyclic_2_1,pipeline_1,unroll,unroll_4,11.5,0.9742580733142321,False
workload_1405.cpp,xczu7ev-ffvc1156-2-e,5.0,0.005,157,41,7,7,11,cyclic_16_1,cyclic_128_1,block_16_1,cyclic_64_1,cyclic_2_1,cyclic_32_1,block_64_1,cyclic_128_1,block_64_1,cyclic_32_1,block_128_1,cyclic_4_1,block_2_1,block_4_1,cyclic_4_1,pipeline_1,unroll,pipeline_1,16.5,0.8588872106212987,False
workload_1406.cpp,xczu7ev-ffvc1156-2-e,5.0,0.048205,158,41,1,3,10,cyclic_8_1,block_128_1,cyclic_8_1,block_16_1,block_8_1,cyclic_8_1,block_8_1,cyclic_2_1,block_32_1,cyclic_8_1,block_16_1,block_64_1,block_8_1,complete_1,cyclic_8_1,unroll_4,unroll,pipeline,13.75,0.8825911047728763,False
workload_1407.cpp,xczu7ev-ffvc1156-2-e,5.0,0.00366,136,32,7,7,11,cyclic_16_1,cyclic_128_1,block_8_1,cyclic_32_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,block_2_1,cyclic_128_1,cyclic_32_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,unroll,unroll_4,14.25,0.9295136319721451,False
workload_1408.cpp,xczu7ev-ffvc1156-2-e,5.0,0.005345,152,31,6,10,13,cyclic_8_1,block_8_1,block_16_1,block_128_1,cyclic_2_1,cyclic_128_1,block_32_1,cyclic_128_1,block_2_1,cyclic_2_1,block_128_1,block_64_1,cyclic_4_1,block_2_1,cyclic_2_1,pipeline_1,unroll,pipeline,15.0,0.9061114623082214,False
workload_1409.cpp,xczu7ev-ffvc1156-2-e,5.0,0.007585,162,32,1,9,11,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,cyclic_64_1,cyclic_128_1,block_4_1,cyclic_128_1,cyclic_32_1,block_16_1,block_128_1,block_8_1,cyclic_8_1,complete_1,cyclic_8_1,pipeline_1,unroll,pipeline,13.25,0.9487825337021568,False
workload_1410.cpp,xczu7ev-ffvc1156-2-e,5.0,0.050465,152,35,1,3,9,cyclic_8_1,cyclic_2_1,block_32_1,cyclic_4_1,cyclic_16_1,cyclic_8_1,block_8_1,cyclic_128_1,block_16_1,cyclic_32_1,cyclic_4_1,block_64_1,cyclic_4_1,complete_1,cyclic_2_1,unroll_4,unroll,pipeline_1,12.0,0.9043188268997792,False
workload_1411.cpp,xczu7ev-ffvc1156-2-e,5.0,0.00638,209,35,3,7,12,cyclic_8_1,cyclic_8_1,cyclic_32_1,block_64_1,block_8_1,cyclic_128_1,cyclic_64_1,block_2_1,block_2_1,cyclic_32_1,block_128_1,cyclic_4_1,cyclic_4_1,block_4_1,block_2_1,pipeline_1,unroll,pipeline_1,14.25,0.9275790686938648,False
workload_1412.cpp,xczu7ev-ffvc1156-2-e,5.0,0.007595,160,32,1,8,11,cyclic_2_1,cyclic_2_1,cyclic_64_1,block_2_1,cyclic_64_1,cyclic_128_1,cyclic_64_1,block_2_1,block_32_1,cyclic_32_1,cyclic_32_1,cyclic_4_1,cyclic_4_1,complete_1,block_2_1,pipeline_1,unroll,unroll_2,13.0,0.9532867896396614,False
workload_1413.cpp,xczu7ev-ffvc1156-2-e,5.0,0.00502,154,41,3,6,11,cyclic_8_1,cyclic_2_1,cyclic_4_1,cyclic_16_1,block_16_1,cyclic_2_1,cyclic_2_1,cyclic_128_1,block_16_1,cyclic_64_1,block_16_1,block_64_1,complete_1,complete_1,cyclic_8_1,pipeline_1,unroll,pipeline,15.25,0.8982954765868876,False
