Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,Area,Weight,is_pareto
workload_605.cpp,xczu7ev-ffvc1156-2-e,5.0,18.191365,130,1,1,1,3,complete_1,unroll_2,pipeline,unroll,pipeline,1.5,1.0,True
workload_606.cpp,xczu7ev-ffvc1156-2-e,5.0,18.191365,128,1,1,1,3,cyclic_2_1,unroll_2,pipeline,unroll,pipeline_1,1.5,1.0,True
workload_607.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188815,573,1,1,25,51,block_4_1,unroll_32,pipeline,unroll,pipeline,19.5,1.0,True
workload_608.cpp,xczu7ev-ffvc1156-2-e,5.0,18.189325,212,1,1,6,13,block_8_1,unroll_8,pipeline,unroll,pipeline,5.25,1.0,True
workload_609.cpp,xczu7ev-ffvc1156-2-e,5.0,18.221625,598,1,1,25,52,cyclic_8_1,unroll_32,pipeline,unroll,unroll,19.75,0.6556552816268679,False
workload_610.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188985,333,1,1,13,26,cyclic_2_1,unroll_16,pipeline_1,unroll,pipeline,10.25,1.0,True
workload_611.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188985,334,1,1,13,26,complete_1,unroll_16,pipeline_1,unroll,pipeline,10.25,1.0,True
workload_612.cpp,xczu7ev-ffvc1156-2-e,5.0,176.868175,817,1,1,18,49,block_2_1,unroll_16,unroll_2,unroll,pipeline,17.25,0.17719783687439433,False
workload_613.cpp,xczu7ev-ffvc1156-2-e,5.0,18.191365,130,1,1,1,3,block_4_1,unroll_2,pipeline_1,unroll,pipeline,1.5,1.0,True
workload_616.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188985,333,1,1,13,26,cyclic_8_1,unroll_16,pipeline_1,unroll,pipeline,10.25,1.0,True
workload_618.cpp,xczu7ev-ffvc1156-2-e,5.0,18.191365,128,1,1,1,3,complete_1,unroll_2,pipeline_1,unroll,pipeline_1,1.5,1.0,True
workload_619.cpp,xczu7ev-ffvc1156-2-e,5.0,18.190005,154,1,1,3,7,cyclic_8_1,unroll_4,pipeline_1,unroll,pipeline,3.0,1.0,True
workload_620.cpp,xczu7ev-ffvc1156-2-e,5.0,18.190005,155,1,1,3,7,block_2_1,unroll_4,pipeline_1,unroll,pipeline_1,3.0,1.0,True
workload_621.cpp,xczu7ev-ffvc1156-2-e,5.0,176.869365,165,1,1,2,7,cyclic_4_1,unroll_2,unroll_2,unroll,pipeline,2.75,0.2037999558920352,False
workload_622.cpp,xczu7ev-ffvc1156-2-e,5.0,18.190005,154,1,1,3,7,block_4_1,unroll_4,pipeline,unroll,pipeline_1,3.0,1.0,True
workload_623.cpp,xczu7ev-ffvc1156-2-e,5.0,18.226725,129,1,1,1,4,complete_1,unroll_2,pipeline,pipeline_1,pipeline,1.75,0.9946614330330713,False
workload_624.cpp,xczu7ev-ffvc1156-2-e,5.0,18.221965,344,1,1,12,27,cyclic_4_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,10.25,0.8267253696111428,False
workload_625.cpp,xczu7ev-ffvc1156-2-e,5.0,18.189325,216,1,1,6,13,block_4_1,unroll_8,pipeline_1,unroll,pipeline,5.25,1.0,True
workload_626.cpp,xczu7ev-ffvc1156-2-e,5.0,18.189325,208,1,1,6,13,cyclic_8_1,unroll_8,pipeline,unroll,pipeline_1,5.25,1.0,True
workload_627.cpp,xczu7ev-ffvc1156-2-e,5.0,18.189325,210,1,1,6,13,block_8_1,unroll_8,pipeline,unroll,pipeline_1,5.25,1.0,True
workload_628.cpp,xczu7ev-ffvc1156-2-e,5.0,18.189325,215,1,1,6,13,complete_1,unroll_8,pipeline_1,unroll,pipeline_1,5.25,1.0,True
workload_629.cpp,xczu7ev-ffvc1156-2-e,5.0,18.191365,128,1,1,1,3,cyclic_2_1,unroll_2,pipeline,unroll,pipeline,1.5,1.0,True
workload_630.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188985,332,1,1,13,26,cyclic_4_1,unroll_16,pipeline_1,unroll,pipeline,10.25,1.0,True
workload_631.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188985,333,1,1,13,26,block_2_1,unroll_16,pipeline_1,unroll,pipeline_1,10.25,1.0,True
workload_632.cpp,xczu7ev-ffvc1156-2-e,5.0,18.190005,156,1,1,3,7,block_4_1,unroll_4,pipeline_1,unroll,pipeline,3.0,1.0,True
workload_633.cpp,xczu7ev-ffvc1156-2-e,5.0,18.191365,128,1,1,1,3,block_4_1,unroll_2,pipeline_1,unroll,pipeline_1,1.5,1.0,True
workload_634.cpp,xczu7ev-ffvc1156-2-e,5.0,18.189325,211,1,1,6,13,block_4_1,unroll_8,pipeline_1,unroll,pipeline_1,5.25,1.0,True
workload_635.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188985,323,1,1,13,26,block_2_1,unroll_16,pipeline,unroll,pipeline,10.25,1.0,True
workload_636.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188815,581,1,1,25,51,cyclic_8_1,unroll_32,pipeline_1,unroll,pipeline,19.5,1.0,True
workload_637.cpp,xczu7ev-ffvc1156-2-e,5.0,18.224005,159,1,1,3,7,cyclic_8_1,unroll_4,pipeline,pipeline_1,pipeline,3.0,0.9688767262848802,False
workload_638.cpp,xczu7ev-ffvc1156-2-e,5.0,176.868345,418,1,1,9,27,cyclic_4_1,unroll_8,unroll_2,unroll,pipeline,9.5,0.19633520950577288,False
workload_639.cpp,xczu7ev-ffvc1156-2-e,5.0,18.189325,216,1,1,6,13,cyclic_4_1,unroll_8,pipeline_1,unroll,pipeline_1,5.25,1.0,True
workload_640.cpp,xczu7ev-ffvc1156-2-e,5.0,18.191365,130,1,1,1,3,block_2_1,unroll_2,pipeline_1,unroll,pipeline_1,1.5,1.0,True
workload_641.cpp,xczu7ev-ffvc1156-2-e,5.0,18.191365,131,1,1,1,3,cyclic_8_1,unroll_2,pipeline_1,unroll,pipeline_1,1.5,1.0,True
workload_642.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188985,327,1,1,13,26,cyclic_2_1,unroll_16,pipeline,unroll,pipeline,10.25,1.0,True
workload_643.cpp,xczu7ev-ffvc1156-2-e,5.0,18.189325,212,1,1,6,13,cyclic_2_1,unroll_8,pipeline,unroll,pipeline_1,5.25,1.0,True
workload_644.cpp,xczu7ev-ffvc1156-2-e,5.0,142.05209,2421,1,1,35,87,block_2_1,unroll_32,unroll_2,unroll,pipeline_1,31.0,0.17161852544490097,False
workload_645.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188985,331,1,1,13,26,cyclic_2_1,unroll_16,pipeline_1,unroll,pipeline_1,10.25,1.0,True
workload_646.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188985,324,1,1,13,26,cyclic_8_1,unroll_16,pipeline,unroll,pipeline_1,10.25,1.0,True
workload_647.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188985,326,1,1,13,26,cyclic_2_1,unroll_16,pipeline,unroll,pipeline_1,10.25,1.0,True
workload_648.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188815,569,1,1,25,51,block_4_1,unroll_32,pipeline,unroll,pipeline_1,19.5,1.0,True
workload_649.cpp,xczu7ev-ffvc1156-2-e,5.0,174.083065,403,1,1,10,24,block_4_1,unroll_8,unroll_2,unroll,pipeline_1,9.0,0.20408911207989752,False
workload_650.cpp,xczu7ev-ffvc1156-2-e,5.0,18.190005,153,1,1,3,7,cyclic_4_1,unroll_4,pipeline,unroll,pipeline,3.0,1.0,True
workload_651.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188985,322,1,1,13,26,complete_1,unroll_16,pipeline,unroll,pipeline,10.25,1.0,True
workload_652.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188815,578,1,1,25,51,complete_1,unroll_32,pipeline_1,unroll,pipeline_1,19.5,1.0,True
workload_653.cpp,xczu7ev-ffvc1156-2-e,5.0,18.190005,157,1,1,3,7,cyclic_4_1,unroll_4,pipeline,unroll,pipeline_1,3.0,1.0,True
workload_654.cpp,xczu7ev-ffvc1156-2-e,5.0,18.190005,157,1,1,3,7,complete_1,unroll_4,pipeline,unroll,pipeline_1,3.0,1.0,True
workload_655.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188815,572,1,1,25,51,complete_1,unroll_32,pipeline,unroll,pipeline_1,19.5,1.0,True
workload_656.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188815,584,1,1,25,51,block_4_1,unroll_32,pipeline_1,unroll,pipeline,19.5,1.0,True
workload_657.cpp,xczu7ev-ffvc1156-2-e,5.0,18.191365,130,1,1,1,3,cyclic_2_1,unroll_2,pipeline_1,unroll,pipeline_1,1.5,1.0,True
workload_658.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188985,326,1,1,13,26,block_4_1,unroll_16,pipeline,unroll,pipeline_1,10.25,1.0,True
workload_659.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188815,583,1,1,25,51,block_4_1,unroll_32,pipeline_1,unroll,pipeline_1,19.5,1.0,True
workload_660.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188985,334,1,1,13,26,complete_1,unroll_16,pipeline_1,unroll,pipeline_1,10.25,1.0,True
workload_661.cpp,xczu7ev-ffvc1156-2-e,5.0,174.08281,2613,1,1,42,94,block_4_1,unroll_32,unroll_2,unroll,pipeline_1,34.5,0.11543420584996997,False
workload_664.cpp,xczu7ev-ffvc1156-2-e,5.0,18.191365,127,1,1,1,3,cyclic_8_1,unroll_2,pipeline,unroll,pipeline,1.5,1.0,True
workload_665.cpp,xczu7ev-ffvc1156-2-e,5.0,18.190005,155,1,1,3,7,block_8_1,unroll_4,pipeline,unroll,pipeline_1,3.0,1.0,True
workload_666.cpp,xczu7ev-ffvc1156-2-e,5.0,18.190005,157,1,1,3,7,block_4_1,unroll_4,pipeline_1,unroll,pipeline_1,3.0,1.0,True
workload_667.cpp,xczu7ev-ffvc1156-2-e,5.0,18.189325,210,1,1,6,13,block_8_1,unroll_8,pipeline_1,unroll,pipeline_1,5.25,1.0,True
workload_668.cpp,xczu7ev-ffvc1156-2-e,5.0,18.190005,154,1,1,3,7,cyclic_4_1,unroll_4,pipeline_1,unroll,pipeline,3.0,1.0,True
workload_669.cpp,xczu7ev-ffvc1156-2-e,5.0,18.191365,128,1,1,1,3,cyclic_8_1,unroll_2,pipeline_1,unroll,pipeline,1.5,1.0,True
workload_671.cpp,xczu7ev-ffvc1156-2-e,5.0,174.084085,158,1,1,2,6,block_4_1,unroll_2,unroll_2,unroll,pipeline_1,2.5,0.2110736050235193,False
workload_672.cpp,xczu7ev-ffvc1156-2-e,5.0,18.191365,128,1,1,1,3,block_8_1,unroll_2,pipeline_1,unroll,pipeline_1,1.5,1.0,True
workload_673.cpp,xczu7ev-ffvc1156-2-e,5.0,18.190005,156,1,1,3,7,cyclic_8_1,unroll_4,pipeline,unroll,pipeline_1,3.0,1.0,True
workload_674.cpp,xczu7ev-ffvc1156-2-e,5.0,175.476045,258,1,1,4,14,cyclic_8_1,unroll_4,unroll_2,unroll,pipeline,5.0,0.20601838859766175,False
workload_675.cpp,xczu7ev-ffvc1156-2-e,5.0,18.190005,158,1,1,3,7,block_8_1,unroll_4,pipeline_1,unroll,pipeline_1,3.0,1.0,True
workload_676.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188985,326,1,1,13,26,block_8_1,unroll_16,pipeline,unroll,pipeline,10.25,1.0,True
workload_677.cpp,xczu7ev-ffvc1156-2-e,5.0,18.190005,155,1,1,3,7,block_8_1,unroll_4,pipeline,unroll,pipeline,3.0,1.0,True
workload_678.cpp,xczu7ev-ffvc1156-2-e,5.0,169.905145,358,1,1,8,21,complete_1,unroll_8,unroll_2,unroll,pipeline,7.75,0.2170921819017255,False
workload_679.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188985,324,1,1,13,26,block_2_1,unroll_16,pipeline,unroll,pipeline_1,10.25,1.0,True
workload_680.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188815,567,1,1,25,51,cyclic_2_1,unroll_32,pipeline,unroll,pipeline,19.5,1.0,True
workload_683.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18292821,111,1,1,8,14,complete_1,unroll_8,pipeline_1,pipeline_1,unroll,6.0,0.8395430818782383,False
workload_684.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18270177,152,1,1,16,29,block_4_1,unroll_16,pipeline,pipeline,pipeline,11.75,0.6024267628343255,False
workload_685.cpp,xczu7ev-ffvc1156-2-e,3.33,12.16073709,160,1,1,16,28,block_4_1,unroll_16,pipeline_1,unroll,pipeline,11.5,0.6117861354786576,False
workload_686.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18270177,160,1,1,16,29,complete_1,unroll_16,pipeline_1,pipeline,pipeline_1,11.75,0.6024267628343255,False
workload_687.cpp,xczu7ev-ffvc1156-2-e,3.33,107.65003221,163,1,1,9,25,cyclic_2_1,unroll_4,unroll_8,pipeline,pipeline,9.0,0.4116253999783813,False
workload_688.cpp,xczu7ev-ffvc1156-2-e,3.33,107.64969255,187,1,1,10,28,cyclic_4_1,unroll_16,unroll_2,pipeline,pipeline_1,10.0,0.39234668344781076,False
workload_689.cpp,xczu7ev-ffvc1156-2-e,3.33,64.05761493,298,1,1,18,51,complete_1,unroll_4,unroll_16,pipeline_1,pipeline,17.75,0.33252237861487755,False
workload_690.cpp,xczu7ev-ffvc1156-2-e,3.33,142.02543573,327,1,1,15,42,block_2_1,unroll_4,unroll_8,unroll,pipeline,14.75,0.21303315237509327,False
workload_691.cpp,xczu7ev-ffvc1156-2-e,3.33,140.51791143,434,1,1,17,56,cyclic_8_1,unroll_16,unroll_2,unroll,pipeline,18.75,0.17320132348725265,False
workload_723.cpp,xczu7ev-ffvc1156-2-e,3.33,12.16164285,72,1,1,2,4,cyclic_2_1,unroll_2,pipeline_1,unroll,pipeline_1,2.0,1.0,True
workload_724.cpp,xczu7ev-ffvc1156-2-e,3.33,65.15901909,79,1,1,2,7,cyclic_2_1,unroll_4,unroll_2,pipeline_1,pipeline,2.75,0.7101377155484354,False
workload_725.cpp,xczu7ev-ffvc1156-2-e,3.33,12.16073709,104,1,1,8,14,block_8_1,unroll_8,pipeline_1,unroll,pipeline,6.0,0.8395432427913156,False
workload_726.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18292821,104,1,1,8,14,complete_1,unroll_8,pipeline,pipeline_1,unroll,6.0,0.8395430818782383,False
workload_727.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18270177,158,1,1,16,29,block_4_1,unroll_16,pipeline_1,pipeline,pipeline,11.75,0.6024267628343255,False
workload_728.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18270177,158,1,1,16,29,complete_1,unroll_16,pipeline_1,pipeline_1,unroll,11.75,0.6024267628343255,False
workload_729.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18270177,158,1,1,16,29,cyclic_4_1,unroll_16,pipeline_1,pipeline,pipeline_1,11.75,0.6024267628343255,False
workload_730.cpp,xczu7ev-ffvc1156-2-e,3.33,107.53375527,191,1,1,9,25,complete_1,unroll_16,unroll_2,pipeline,pipeline_1,9.0,0.41199185024188334,False
workload_731.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18258855,264,1,1,32,57,complete_1,unroll_32,pipeline,pipeline,unroll,22.75,0.2761239918554018,False
workload_732.cpp,xczu7ev-ffvc1156-2-e,3.33,64.11535713,282,1,1,18,49,complete_1,unroll_8,unroll_8,pipeline_1,pipeline,17.25,0.34399197221112254,False
workload_733.cpp,xczu7ev-ffvc1156-2-e,3.33,63.36165159,293,1,1,18,37,cyclic_8_1,unroll_16,unroll_2,unroll,unroll,14.25,0.41939394214737724,False
workload_734.cpp,xczu7ev-ffvc1156-2-e,3.33,117.91048149,312,1,1,15,43,block_8_1,unroll_4,unroll_8,unroll,pipeline_1,15.0,0.2745328091911639,False
workload_735.cpp,xczu7ev-ffvc1156-2-e,3.33,107.60655573,575,1,1,37,99,block_8_1,unroll_4,unroll_32,pipeline,pipeline,34.5,0.10003653615296348,False
workload_736.cpp,xczu7ev-ffvc1156-2-e,3.33,107.60621607,642,1,1,38,99,cyclic_2_1,unroll_16,unroll_8,pipeline,unroll,34.75,0.10000000000000002,False
workload_739.cpp,xczu7ev-ffvc1156-2-e,3.33,135.12716756999998,802,1,1,25,73,complete_1,unroll_4,unroll_16,unroll,pipeline,25.0,0.12636256331231538,False
workload_763.cpp,xczu7ev-ffvc1156-2-e,3.33,118.25874621,72,1,1,2,6,cyclic_2_1,unroll_2,unroll_2,unroll,pipeline_1,2.5,0.470137784179397,False
workload_764.cpp,xczu7ev-ffvc1156-2-e,3.33,107.82393813,75,1,1,2,7,cyclic_2_1,unroll_4,unroll_2,pipeline,pipeline,2.75,0.5284236573632626,False
workload_765.cpp,xczu7ev-ffvc1156-2-e,3.33,64.46339541,76,1,1,2,7,complete_1,unroll_4,unroll_2,pipeline_1,pipeline,2.75,0.7133629383505765,False
workload_766.cpp,xczu7ev-ffvc1156-2-e,3.33,107.70845373,107,1,1,4,13,cyclic_2_1,unroll_2,unroll_8,pipeline,pipeline,4.75,0.49241900409266215,False
workload_767.cpp,xczu7ev-ffvc1156-2-e,3.33,141.44574933,108,1,1,4,13,cyclic_4_1,unroll_4,unroll_2,unroll,pipeline,4.75,0.31711705895705933,False
workload_768.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18292821,111,1,1,8,15,block_4_1,unroll_8,pipeline_1,pipeline,pipeline,6.25,0.8282836008544341,False
workload_769.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18270177,150,1,1,16,29,block_4_1,unroll_16,pipeline,pipeline_1,pipeline_1,11.75,0.6024267628343255,False
workload_770.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18270177,150,1,1,16,29,cyclic_4_1,unroll_16,pipeline,pipeline,pipeline_1,11.75,0.6024267628343255,False
workload_771.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18270177,153,1,1,16,29,block_2_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,11.75,0.6024267628343255,False
workload_772.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18270177,157,1,1,16,29,complete_1,unroll_16,pipeline_1,pipeline_1,pipeline,11.75,0.6024267628343255,False
workload_773.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18270177,157,1,1,16,29,block_4_1,unroll_16,pipeline_1,pipeline_1,pipeline,11.75,0.6024267628343255,False
workload_774.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18270177,157,1,1,16,29,complete_1,unroll_16,pipeline_1,pipeline,pipeline,11.75,0.6024267628343255,False
workload_775.cpp,xczu7ev-ffvc1156-2-e,3.33,115.07001813,172,1,1,13,30,block_2_1,unroll_4,unroll_8,pipeline,pipeline_1,11.25,0.34655851776924107,False
workload_776.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18258855,271,1,1,32,57,complete_1,unroll_32,pipeline_1,pipeline,unroll,22.75,0.2761239918554018,False
workload_777.cpp,xczu7ev-ffvc1156-2-e,3.33,107.49039201,281,1,1,18,46,complete_1,unroll_8,unroll_8,pipeline,unroll,16.5,0.27283978520069524,False
workload_778.cpp,xczu7ev-ffvc1156-2-e,3.33,63.36165159,284,1,1,18,37,block_2_1,unroll_16,unroll_2,unroll,unroll,14.25,0.41939394214737724,False
workload_779.cpp,xczu7ev-ffvc1156-2-e,3.33,72.37611477,385,1,1,29,70,block_4_1,unroll_4,unroll_16,pipeline_1,pipeline,25.25,0.1824083461599865,False
workload_780.cpp,xczu7ev-ffvc1156-2-e,3.33,140.17043925,393,1,1,15,50,cyclic_8_1,unroll_4,unroll_8,unroll,pipeline,16.75,0.1952892865561535,False
workload_782.cpp,xczu7ev-ffvc1156-2-e,3.33,107.49027879,586,1,1,37,96,complete_1,unroll_16,unroll_8,pipeline,pipeline_1,33.75,0.10059224465030676,False
workload_803.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18428685,63,1,1,2,4,block_2_1,unroll_2,pipeline_1,pipeline,unroll,2.0,0.9998724033847499,False
workload_804.cpp,xczu7ev-ffvc1156-2-e,3.33,12.16073709,72,1,1,4,7,cyclic_2_1,unroll_4,pipeline_1,unroll,pipeline_1,3.25,1.0,True
workload_805.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18338109,72,1,1,4,7,cyclic_2_1,unroll_4,pipeline_1,pipeline_1,pipeline,3.25,0.9689754605536178,False
workload_806.cpp,xczu7ev-ffvc1156-2-e,3.33,107.82393813,75,1,1,2,7,cyclic_4_1,unroll_4,unroll_2,pipeline,pipeline,2.75,0.5284236573632626,False
workload_807.cpp,xczu7ev-ffvc1156-2-e,3.33,12.16073709,75,1,1,4,7,block_2_1,unroll_4,pipeline_1,unroll,pipeline,3.25,1.0,True
workload_808.cpp,xczu7ev-ffvc1156-2-e,3.33,53.10154197,93,1,1,4,10,cyclic_4_1,unroll_4,unroll_2,unroll,unroll,4.0,0.7367095990736306,False
workload_809.cpp,xczu7ev-ffvc1156-2-e,3.33,12.16073709,96,1,1,8,14,block_2_1,unroll_8,pipeline_1,unroll,pipeline,6.0,0.8395432427913156,False
workload_810.cpp,xczu7ev-ffvc1156-2-e,3.33,136.80825812999998,96,1,1,4,11,complete_1,unroll_4,unroll_2,unroll,pipeline,4.25,0.34493103360221067,False
workload_811.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18292821,99,1,1,8,15,cyclic_4_1,unroll_8,pipeline_1,pipeline,pipeline,6.25,0.8282836008544341,False
workload_812.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18292821,99,1,1,8,15,complete_1,unroll_8,pipeline,pipeline_1,pipeline_1,6.25,0.8282836008544341,False
workload_813.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18292821,102,1,1,8,15,block_4_1,unroll_8,pipeline_1,pipeline_1,pipeline,6.25,0.8282836008544341,False
workload_814.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18292821,105,1,1,8,15,complete_1,unroll_8,pipeline_1,pipeline,pipeline_1,6.25,0.8282836008544341,False
workload_815.cpp,xczu7ev-ffvc1156-2-e,3.33,162.77820885,108,1,1,5,13,block_4_1,unroll_4,unroll_2,unroll,pipeline,5.0,0.21874894917397025,False
workload_816.cpp,xczu7ev-ffvc1156-2-e,3.33,115.12843965,121,1,1,6,17,block_4_1,unroll_2,unroll_8,pipeline,pipeline,6.25,0.4352847415167338,False
workload_817.cpp,xczu7ev-ffvc1156-2-e,3.33,12.16073709,143,1,1,16,28,complete_1,unroll_16,pipeline_1,unroll,pipeline,11.5,0.6117861354786576,False
workload_818.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18270177,143,1,1,16,29,complete_1,unroll_16,pipeline,pipeline,pipeline_1,11.75,0.6024267628343255,False
workload_819.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18270177,143,1,1,16,29,cyclic_4_1,unroll_16,pipeline,pipeline_1,pipeline_1,11.75,0.6024267628343255,False
workload_820.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18270177,143,1,1,16,29,block_4_1,unroll_16,pipeline,pipeline,pipeline_1,11.75,0.6024267628343255,False
workload_821.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18270177,143,1,1,16,29,cyclic_2_1,unroll_16,pipeline,pipeline,pipeline,11.75,0.6024267628343255,False
workload_822.cpp,xczu7ev-ffvc1156-2-e,3.33,12.16073709,146,1,1,16,28,block_8_1,unroll_16,pipeline_1,unroll,pipeline,11.5,0.6117861354786576,False
workload_823.cpp,xczu7ev-ffvc1156-2-e,3.33,107.65003221,146,1,1,9,25,block_8_1,unroll_4,unroll_8,pipeline,pipeline_1,9.0,0.4116253999783813,False
workload_824.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18270177,153,1,1,16,29,block_4_1,unroll_16,pipeline_1,pipeline,pipeline_1,11.75,0.6024267628343255,False
workload_825.cpp,xczu7ev-ffvc1156-2-e,3.33,64.98511317,153,1,1,9,25,block_8_1,unroll_4,unroll_8,pipeline_1,pipeline_1,9.0,0.5547209755783403,False
workload_826.cpp,xczu7ev-ffvc1156-2-e,3.33,72.40509909000001,198,1,1,15,36,block_4_1,unroll_4,unroll_8,pipeline_1,pipeline,13.25,0.4223885293679084,False
workload_827.cpp,xczu7ev-ffvc1156-2-e,3.33,72.40475943000001,201,1,1,15,36,block_4_1,unroll_16,unroll_2,pipeline_1,pipeline,13.25,0.4223894102176846,False
workload_828.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18258855,251,1,1,32,57,cyclic_4_1,unroll_32,pipeline,pipeline,unroll,22.75,0.2761239918554018,False
workload_829.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18258855,254,1,1,32,57,block_4_1,unroll_32,pipeline_1,pipeline_1,unroll,22.75,0.2761239918554018,False
workload_830.cpp,xczu7ev-ffvc1156-2-e,3.33,64.95590241000001,265,1,1,18,51,cyclic_2_1,unroll_8,unroll_8,pipeline_1,pipeline,17.75,0.3309787059335422,False
workload_831.cpp,xczu7ev-ffvc1156-2-e,3.33,64.05761493,265,1,1,18,51,complete_1,unroll_4,unroll_16,pipeline_1,pipeline_1,17.75,0.33252237861487755,False
workload_832.cpp,xczu7ev-ffvc1156-2-e,3.33,63.36165159,268,1,1,18,37,block_8_1,unroll_16,unroll_2,unroll,unroll,14.25,0.41939394214737724,False
workload_833.cpp,xczu7ev-ffvc1156-2-e,3.33,115.04080737,300,1,1,26,59,block_2_1,unroll_8,unroll_8,pipeline,pipeline_1,21.75,0.1819026120068244,False
workload_834.cpp,xczu7ev-ffvc1156-2-e,3.33,142.37290791,307,1,1,17,48,block_2_1,unroll_16,unroll_2,unroll,pipeline,16.75,0.1901472666490045,False
workload_835.cpp,xczu7ev-ffvc1156-2-e,3.33,118.25795367,358,1,1,17,53,cyclic_4_1,unroll_16,unroll_2,unroll,pipeline_1,18.0,0.2274533658553801,False
workload_837.cpp,xczu7ev-ffvc1156-2-e,3.33,65.07166986,642,1,1,36,71,cyclic_8_1,unroll_32,unroll_2,unroll,unroll,27.25,0.16132286283615513,False
workload_842.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18428685,62,1,1,2,4,block_8_1,unroll_2,pipeline_1,pipeline,unroll,2.0,0.9998724033847499,False
workload_843.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18428685,62,1,1,2,4,cyclic_4_1,unroll_2,pipeline,pipeline,unroll,2.0,0.9998724033847499,False
workload_844.cpp,xczu7ev-ffvc1156-2-e,3.33,12.16164285,62,1,1,2,4,complete_1,unroll_2,pipeline_1,unroll,pipeline_1,2.0,1.0,True
workload_845.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18338109,71,1,1,4,7,block_4_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,3.25,0.9689754605536178,False
workload_846.cpp,xczu7ev-ffvc1156-2-e,3.33,12.16073709,71,1,1,4,7,block_4_1,unroll_4,pipeline_1,unroll,pipeline,3.25,1.0,True
workload_847.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18338109,71,1,1,4,7,cyclic_2_1,unroll_4,pipeline,pipeline,pipeline,3.25,0.9689754605536178,False
workload_848.cpp,xczu7ev-ffvc1156-2-e,3.33,12.18338109,71,1,1,4,7,complete_1,unroll_4,pipeline_1,pipeline,pipeline,3.25,0.9689754605536178,False
workload_849.cpp,xczu7ev-ffvc1156-2-e,3.33,12.16073709,71,1,1,4,7,block_8_1,unroll_4,pipeline_1,unroll,pipeline_1,3.25,1.0,True
