Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,Area,Weight,is_pareto
workload_328.cpp,xczu7ev-ffvc1156-2-e,10.0,16.0973,396,1,1,2,27,cyclic_2_1,block_64_1,complete_1,unroll_2,pipeline,unroll_4,pipeline_1,pipeline_1,7.75,0.8560401535424675,False
workload_329.cpp,xczu7ev-ffvc1156-2-e,10.0,16.03589,415,1,20,14,44,cyclic_2_1,cyclic_64_1,complete_1,pipeline_1,pipeline,pipeline_1,pipeline_1,pipeline,19.75,0.4915597987642514,False
workload_330.cpp,xczu7ev-ffvc1156-2-e,10.0,10.83394,366,2,1,2,29,block_128_1,cyclic_16_1,complete_1,unroll_8,unroll_2,pipeline_1,pipeline_1,pipeline_1,8.5,0.8432943612824156,False
workload_331.cpp,xczu7ev-ffvc1156-2-e,10.0,10.83394,362,3,1,4,28,cyclic_16_1,cyclic_4_1,complete_1,unroll_4,pipeline,pipeline_1,pipeline_1,pipeline_1,9.0,0.8253820562134551,False
workload_332.cpp,xczu7ev-ffvc1156-2-e,10.0,23.45349,50,3,1,1,2,cyclic_8_1,cyclic_16_1,complete_1,unroll_32,pipeline,unroll_8,unroll_16,pipeline,1.75,0.9772054313259643,False
workload_333.cpp,xczu7ev-ffvc1156-2-e,10.0,16.03586,374,1,1,1,27,cyclic_2_1,cyclic_32_1,complete_1,pipeline,pipeline,unroll_4,pipeline_1,pipeline,7.5,0.8619015324366602,False
workload_334.cpp,xczu7ev-ffvc1156-2-e,10.0,22.42821,51,3,1,1,2,cyclic_8_1,block_16_1,complete_1,unroll_32,pipeline,pipeline,unroll_32,pipeline_1,1.75,0.980052651055876,False
workload_335.cpp,xczu7ev-ffvc1156-2-e,10.0,190.51909,66,1,1,1,3,cyclic_4_1,block_2_1,complete_1,unroll_32,unroll_32,unroll_64,unroll_16,unroll,1.5,0.28798751446074455,False
workload_336.cpp,xczu7ev-ffvc1156-2-e,10.0,10.95682,354,1,1,3,29,block_128_1,block_32_1,complete_1,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,8.5,0.8433572555089656,False
workload_337.cpp,xczu7ev-ffvc1156-2-e,10.0,23.3933,49,1,1,1,2,cyclic_8_1,cyclic_32_1,complete_1,unroll_16,pipeline,pipeline_1,unroll_16,pipeline,1.25,0.9914117868044163,False
workload_338.cpp,xczu7ev-ffvc1156-2-e,10.0,22.42821,51,3,1,1,2,cyclic_8_1,cyclic_16_1,complete_1,unroll_32,pipeline,pipeline_1,unroll_32,pipeline,1.75,0.980052651055876,False
workload_339.cpp,xczu7ev-ffvc1156-2-e,10.0,16.15874,294,1,1,1,30,cyclic_2_1,cyclic_4_1,complete_1,unroll_32,unroll_2,pipeline_1,pipeline_1,unroll,8.25,0.8444845364298682,False
workload_340.cpp,xczu7ev-ffvc1156-2-e,10.0,10.81346,375,1,1,3,29,block_128_1,cyclic_64_1,complete_1,unroll_4,unroll_2,unroll_8,pipeline_1,pipeline_1,8.5,0.8432826862536285,False
workload_341.cpp,xczu7ev-ffvc1156-2-e,10.0,10.83394,367,2,1,2,29,block_128_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,unroll_8,pipeline,pipeline_1,8.5,0.8432943612824156,False
workload_342.cpp,xczu7ev-ffvc1156-2-e,10.0,16.15874,313,3,1,1,29,cyclic_2_1,cyclic_16_1,complete_1,unroll_32,pipeline,pipeline_1,pipeline_1,pipeline_1,8.5,0.8380015499923537,False
workload_343.cpp,xczu7ev-ffvc1156-2-e,10.0,16.03586,363,1,1,1,27,cyclic_2_1,cyclic_32_1,complete_1,unroll_4,pipeline,pipeline_1,pipeline_1,pipeline,7.5,0.8619015324366602,False
workload_344.cpp,xczu7ev-ffvc1156-2-e,10.0,10.83394,371,3,1,1,29,cyclic_4_1,cyclic_16_1,complete_1,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,8.5,0.8432943612824156,False
workload_345.cpp,xczu7ev-ffvc1156-2-e,10.0,10.81346,375,1,1,3,29,block_128_1,cyclic_64_1,complete_1,unroll_2,pipeline,unroll_4,pipeline_1,pipeline,8.5,0.8432826862536285,False
workload_346.cpp,xczu7ev-ffvc1156-2-e,10.0,189.19685,51,1,1,1,1,cyclic_2_1,cyclic_32_1,complete_1,unroll_4,unroll_2,pipeline,unroll_32,unroll,1.0,0.29160343865983407,False
workload_347.cpp,xczu7ev-ffvc1156-2-e,10.0,43.21666,48,2,1,1,2,cyclic_16_1,cyclic_32_1,complete_1,unroll_2,pipeline,unroll_4,unroll_16,unroll,1.5,0.8821888370675591,False
workload_348.cpp,xczu7ev-ffvc1156-2-e,10.0,16.05634,391,1,1,1,27,cyclic_2_1,cyclic_4_1,complete_1,unroll_4,pipeline_1,pipeline,pipeline_1,unroll,7.5,0.861856256758499,False
workload_349.cpp,xczu7ev-ffvc1156-2-e,10.0,18.14786,61,2,3,2,4,cyclic_8_1,cyclic_32_1,complete_1,unroll_32,unroll_32,pipeline,unroll_32,unroll,2.75,1.0,True
workload_350.cpp,xczu7ev-ffvc1156-2-e,10.0,23.43298,50,1,1,1,2,cyclic_4_1,cyclic_32_1,complete_1,unroll_32,pipeline,unroll_8,unroll_16,pipeline,1.25,0.9912401104208668,False
workload_351.cpp,xczu7ev-ffvc1156-2-e,10.0,16.05634,389,3,1,1,26,cyclic_2_1,cyclic_16_1,complete_1,pipeline_1,pipeline,unroll_8,pipeline_1,pipeline_1,7.75,0.8561309885805143,False
workload_352.cpp,xczu7ev-ffvc1156-2-e,10.0,31.26658,175,1,1,2,19,block_128_1,cyclic_32_1,complete_1,unroll_32,pipeline_1,unroll_64,unroll_16,pipeline_1,5.75,0.8602489900453413,False
workload_353.cpp,xczu7ev-ffvc1156-2-e,10.0,10.83397,373,2,30,18,53,block_128_1,cyclic_16_1,complete_1,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline,25.75,0.3487850867750003,False
workload_354.cpp,xczu7ev-ffvc1156-2-e,10.0,11.14114,348,6,1,4,28,cyclic_8_1,block_16_1,complete_1,unroll_4,pipeline,pipeline,pipeline_1,pipeline_1,9.75,0.7990165038230824,False
workload_355.cpp,xczu7ev-ffvc1156-2-e,10.0,10.81349,368,1,32,20,55,block_128_1,cyclic_64_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline_1,pipeline_1,27.0,0.32314395406239405,False
workload_356.cpp,xczu7ev-ffvc1156-2-e,10.0,26.52165,361,3,1,1,31,cyclic_2_1,cyclic_16_1,complete_1,unroll_4,unroll_64,unroll_4,pipeline_1,unroll,9.0,0.8015644438159355,False
workload_357.cpp,xczu7ev-ffvc1156-2-e,10.0,21.25829,680,1,3,6,36,cyclic_4_1,cyclic_64_1,complete_1,unroll_32,unroll_32,unroll_64,pipeline_1,pipeline,11.5,0.7357734265936471,False
workload_358.cpp,xczu7ev-ffvc1156-2-e,10.0,16.03589,824,1,39,26,62,block_128_1,block_128_1,complete_1,unroll_4,pipeline,unroll_64,pipeline_1,pipeline,32.0,0.23466463001759685,False
workload_359.cpp,xczu7ev-ffvc1156-2-e,10.0,37.8317,47,1,1,1,1,cyclic_8_1,block_2_1,complete_1,unroll_4,pipeline,pipeline_1,unroll_16,pipeline,1.0,0.9126836812303054,False
workload_360.cpp,xczu7ev-ffvc1156-2-e,10.0,32.75138,48,1,1,1,1,cyclic_2_1,cyclic_32_1,complete_1,pipeline,pipeline,unroll_4,unroll_16,pipeline_1,1.0,0.9409902094040425,False
workload_361.cpp,xczu7ev-ffvc1156-2-e,10.0,148.97538,48,1,1,1,1,cyclic_4_1,block_2_1,complete_1,unroll_16,unroll_2,unroll_8,unroll_16,pipeline,1.0,0.4146749886520956,False
workload_362.cpp,xczu7ev-ffvc1156-2-e,10.0,22.42821,51,3,1,1,2,cyclic_8_1,block_16_1,complete_1,unroll_32,pipeline,pipeline,unroll_32,pipeline,1.75,0.980052651055876,False
workload_363.cpp,xczu7ev-ffvc1156-2-e,10.0,17.82277,56,5,4,2,5,cyclic_16_1,cyclic_32_1,complete_1,unroll_32,unroll_32,pipeline,unroll_16,unroll,4.0,1.0,True
workload_364.cpp,xczu7ev-ffvc1156-2-e,10.0,16.15874,308,1,1,1,30,cyclic_2_1,cyclic_4_1,complete_1,unroll_16,pipeline,unroll_4,pipeline_1,pipeline,8.25,0.8444845364298682,False
workload_365.cpp,xczu7ev-ffvc1156-2-e,10.0,10.81346,368,1,1,4,28,cyclic_8_1,cyclic_32_1,complete_1,pipeline,unroll_2,pipeline_1,pipeline_1,pipeline,8.5,0.8432826862536285,False
workload_366.cpp,xczu7ev-ffvc1156-2-e,10.0,10.81346,369,1,1,3,29,block_128_1,cyclic_64_1,complete_1,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,8.5,0.8432826862536285,False
workload_367.cpp,xczu7ev-ffvc1156-2-e,10.0,17.4285,323,1,6,5,42,block_128_1,cyclic_4_1,complete_1,unroll_16,pipeline,unroll_8,pipeline_1,pipeline,13.5,0.6734954729146225,False
workload_368.cpp,xczu7ev-ffvc1156-2-e,10.0,10.87493,377,1,21,13,44,block_64_1,cyclic_4_1,complete_1,unroll_2,pipeline,unroll_4,pipeline_1,pipeline_1,19.75,0.4911975644556412,False
workload_369.cpp,xczu7ev-ffvc1156-2-e,10.0,16.05634,380,3,1,1,26,cyclic_2_1,cyclic_16_1,complete_1,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline,7.75,0.8561309885805143,False
workload_370.cpp,xczu7ev-ffvc1156-2-e,10.0,16.03589,402,1,10,9,36,cyclic_2_1,cyclic_32_1,complete_1,unroll_4,pipeline,pipeline,pipeline_1,pipeline_1,14.0,0.6579647583595982,False
workload_371.cpp,xczu7ev-ffvc1156-2-e,10.0,10.81346,369,1,1,3,29,block_128_1,cyclic_32_1,complete_1,unroll_4,pipeline,pipeline_1,pipeline_1,pipeline_1,8.5,0.8432826862536285,False
workload_372.cpp,xczu7ev-ffvc1156-2-e,10.0,22.4077,52,1,1,1,2,cyclic_2_1,cyclic_32_1,complete_1,unroll_32,pipeline,pipeline_1,unroll_32,unroll,1.25,1.0,True
workload_373.cpp,xczu7ev-ffvc1156-2-e,10.0,19.79781,71,1,2,2,5,cyclic_2_1,cyclic_64_1,complete_1,unroll_32,unroll_64,unroll_64,unroll_16,unroll,2.5,0.9658697278694782,False
workload_374.cpp,xczu7ev-ffvc1156-2-e,10.0,16.05634,419,2,1,7,30,cyclic_8_1,cyclic_4_1,complete_1,pipeline,pipeline_1,unroll_16,pipeline_1,pipeline,10.0,0.7896001462802256,False
workload_375.cpp,xczu7ev-ffvc1156-2-e,10.0,158.23362,311,1,1,7,68,block_128_1,cyclic_32_1,complete_1,unroll_4,unroll_64,pipeline_1,unroll_16,pipeline_1,19.25,0.2678594433212283,False
workload_376.cpp,xczu7ev-ffvc1156-2-e,10.0,21.36069,696,1,2,6,34,cyclic_2_1,cyclic_64_1,complete_1,unroll_32,unroll_2,unroll_64,pipeline_1,unroll,10.75,0.7598902506981376,False
workload_377.cpp,xczu7ev-ffvc1156-2-e,10.0,10.81346,359,1,1,3,29,block_128_1,cyclic_64_1,complete_1,unroll_4,pipeline,pipeline_1,pipeline_1,pipeline,8.5,0.8432826862536285,False
workload_378.cpp,xczu7ev-ffvc1156-2-e,10.0,10.83394,362,1,1,4,28,cyclic_8_1,cyclic_4_1,complete_1,unroll_4,pipeline,pipeline_1,pipeline_1,pipeline,8.5,0.8432943612824156,False
workload_379.cpp,xczu7ev-ffvc1156-2-e,10.0,10.95682,371,1,1,3,29,block_128_1,block_32_1,complete_1,unroll_4,pipeline,unroll_8,pipeline_1,pipeline,8.5,0.8433572555089656,False
workload_380.cpp,xczu7ev-ffvc1156-2-e,10.0,13.4349,384,1,1,4,28,cyclic_8_1,block_2_1,complete_1,pipeline,pipeline,pipeline_1,pipeline_1,pipeline_1,8.5,0.8423025821296594,False
workload_381.cpp,xczu7ev-ffvc1156-2-e,10.0,10.81349,389,3,34,20,54,cyclic_16_1,cyclic_64_1,complete_1,unroll_4,pipeline,unroll_4,pipeline_1,pipeline_1,27.75,0.3084284602960532,False
workload_382.cpp,xczu7ev-ffvc1156-2-e,10.0,27.34594,47,3,1,1,1,cyclic_4_1,cyclic_16_1,complete_1,unroll_4,pipeline,pipeline_1,unroll_16,pipeline,1.5,0.9676319747423086,False
workload_383.cpp,xczu7ev-ffvc1156-2-e,10.0,16.05634,391,1,1,1,27,cyclic_2_1,cyclic_4_1,complete_1,unroll_4,pipeline,pipeline_1,pipeline_1,pipeline,7.5,0.861856256758499,False
workload_384.cpp,xczu7ev-ffvc1156-2-e,10.0,143.16037,82,3,1,4,30,cyclic_4_1,cyclic_16_1,complete_1,unroll_32,unroll_64,pipeline_1,unroll_16,pipeline_1,9.5,0.39437806538053044,False
workload_385.cpp,xczu7ev-ffvc1156-2-e,10.0,10.81346,372,2,1,5,28,cyclic_16_1,cyclic_64_1,complete_1,pipeline,pipeline,unroll_4,pipeline_1,pipeline,9.0,0.825371142266904,False
workload_386.cpp,xczu7ev-ffvc1156-2-e,10.0,16.05634,378,3,1,1,26,cyclic_2_1,cyclic_16_1,complete_1,pipeline_1,pipeline,unroll_8,pipeline,pipeline_1,7.75,0.8561309885805143,False
workload_387.cpp,xczu7ev-ffvc1156-2-e,10.0,76.42117,83,1,1,16,7,block_128_1,cyclic_64_1,complete_1,unroll_2,pipeline,unroll_4,unroll_2,pipeline_1,6.25,0.6718501494169352,False
workload_388.cpp,xczu7ev-ffvc1156-2-e,10.0,24.80514,47,2,1,1,1,cyclic_2_1,block_8_1,complete_1,unroll_16,pipeline,unroll_4,unroll_16,pipeline_1,1.25,0.9845634635882693,False
workload_389.cpp,xczu7ev-ffvc1156-2-e,10.0,18.7597,322,3,6,4,35,cyclic_8_1,block_2_1,complete_1,unroll_16,pipeline,pipeline_1,pipeline_1,pipeline,12.0,0.7213464160724767,False
workload_390.cpp,xczu7ev-ffvc1156-2-e,10.0,10.81346,371,1,1,3,29,block_128_1,cyclic_32_1,complete_1,unroll_4,pipeline,pipeline_1,pipeline_1,pipeline,8.5,0.8432826862536285,False
workload_391.cpp,xczu7ev-ffvc1156-2-e,10.0,16.03586,393,1,1,1,27,cyclic_2_1,cyclic_32_1,complete_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline,7.5,0.8619015324366602,False
workload_392.cpp,xczu7ev-ffvc1156-2-e,10.0,10.81346,373,1,1,3,29,block_128_1,cyclic_64_1,complete_1,unroll_4,unroll_2,unroll_8,pipeline_1,pipeline,8.5,0.8432826862536285,False
workload_393.cpp,xczu7ev-ffvc1156-2-e,10.0,16.05634,370,3,1,1,26,cyclic_2_1,cyclic_16_1,complete_1,unroll_2,pipeline,unroll_8,pipeline_1,pipeline_1,7.75,0.8561309885805143,False
workload_394.cpp,xczu7ev-ffvc1156-2-e,10.0,21.27874,484,5,1,4,28,cyclic_2_1,cyclic_16_1,complete_1,unroll_4,unroll_2,unroll_64,pipeline_1,unroll,9.5,0.7993265507331574,False
workload_395.cpp,xczu7ev-ffvc1156-2-e,10.0,10.83394,350,3,1,4,28,cyclic_16_1,cyclic_4_1,complete_1,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,9.0,0.8253820562134551,False
workload_396.cpp,xczu7ev-ffvc1156-2-e,10.0,16.05634,365,1,1,1,26,cyclic_2_1,cyclic_8_1,complete_1,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,7.25,0.8675996254885577,False
workload_397.cpp,xczu7ev-ffvc1156-2-e,10.0,10.83394,364,1,1,4,28,cyclic_8_1,cyclic_4_1,complete_1,pipeline,unroll_2,pipeline_1,pipeline_1,pipeline,8.5,0.8432943612824156,False
workload_398.cpp,xczu7ev-ffvc1156-2-e,10.0,11.14114,351,6,1,1,29,cyclic_4_1,block_16_1,complete_1,unroll_4,pipeline,unroll_8,pipeline_1,pipeline,9.25,0.8166397488937355,False
workload_399.cpp,xczu7ev-ffvc1156-2-e,10.0,23.41381,48,1,1,1,1,cyclic_8_1,block_2_1,complete_1,unroll_16,pipeline,pipeline_1,unroll_16,pipeline,1.0,0.9942810848674958,False
workload_400.cpp,xczu7ev-ffvc1156-2-e,10.0,32.77186,48,3,1,1,1,cyclic_16_1,cyclic_4_1,complete_1,pipeline,pipeline,unroll_4,unroll_16,pipeline,1.5,0.9388438934565855,False
workload_401.cpp,xczu7ev-ffvc1156-2-e,10.0,26.99522,58,1,1,1,2,cyclic_2_1,cyclic_64_1,complete_1,unroll_4,pipeline,pipeline_1,unroll_32,pipeline,1.25,0.9726884036924569,False
workload_402.cpp,xczu7ev-ffvc1156-2-e,10.0,139.39205,67,2,1,2,17,cyclic_16_1,cyclic_32_1,complete_1,unroll_32,unroll_32,pipeline,unroll_16,pipeline_1,5.5,0.43470359269825554,False
workload_403.cpp,xczu7ev-ffvc1156-2-e,10.0,148.41218,88,1,1,5,31,cyclic_2_1,cyclic_32_1,complete_1,unroll_32,unroll_64,unroll_64,unroll_16,pipeline,9.5,0.37821110291241944,False
workload_404.cpp,xczu7ev-ffvc1156-2-e,10.0,163.3933,91,1,1,2,15,block_128_1,block_2_1,complete_1,unroll_16,unroll_2,unroll_8,unroll_16,pipeline_1,4.75,0.3600975440319366,False
workload_405.cpp,xczu7ev-ffvc1156-2-e,10.0,20.45314,66,1,2,2,5,cyclic_2_1,cyclic_32_1,complete_1,unroll_16,unroll_64,unroll_64,unroll_16,unroll,2.5,0.9644646485602129,False
workload_406.cpp,xczu7ev-ffvc1156-2-e,10.0,140.3725,71,1,1,2,16,cyclic_8_1,cyclic_32_1,complete_1,unroll_32,unroll_32,pipeline,unroll_32,pipeline_1,5.0,0.43420661566382834,False
workload_407.cpp,xczu7ev-ffvc1156-2-e,10.0,16.26117,366,1,74,29,86,block_128_1,cyclic_32_1,complete_1,unroll_32,pipeline,unroll_4,pipeline_1,unroll,47.5,0.10154774943415978,False
workload_408.cpp,xczu7ev-ffvc1156-2-e,10.0,10.83394,377,1,1,2,29,block_128_1,cyclic_4_1,complete_1,unroll_8,pipeline,pipeline_1,pipeline_1,pipeline_1,8.25,0.8523219388748509,False
workload_409.cpp,xczu7ev-ffvc1156-2-e,10.0,10.81346,382,2,1,5,28,cyclic_16_1,cyclic_64_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline_1,pipeline,9.0,0.825371142266904,False
workload_410.cpp,xczu7ev-ffvc1156-2-e,10.0,16.03589,410,1,10,9,36,cyclic_2_1,cyclic_32_1,complete_1,unroll_4,pipeline,pipeline_1,pipeline_1,unroll,14.0,0.6579647583595982,False
workload_411.cpp,xczu7ev-ffvc1156-2-e,10.0,16.03586,379,1,1,2,27,cyclic_2_1,cyclic_64_1,complete_1,unroll_4,pipeline,unroll_4,pipeline_1,pipeline,7.75,0.8561763731451544,False
workload_412.cpp,xczu7ev-ffvc1156-2-e,10.0,32.2381,57,1,1,1,2,cyclic_2_1,cyclic_64_1,complete_1,unroll_2,pipeline,pipeline_1,unroll_32,pipeline_1,1.25,0.9433977042560231,False
workload_413.cpp,xczu7ev-ffvc1156-2-e,10.0,10.81346,377,1,1,3,29,block_128_1,cyclic_64_1,complete_1,unroll_4,pipeline,pipeline_1,pipeline_1,pipeline_1,8.5,0.8432826862536285,False
workload_414.cpp,xczu7ev-ffvc1156-2-e,10.0,32.59778,80,1,1,2,5,block_128_1,cyclic_32_1,complete_1,pipeline,pipeline,unroll_64,unroll_16,unroll,2.25,0.9271143602040325,False
workload_415.cpp,xczu7ev-ffvc1156-2-e,10.0,16.03586,398,1,1,2,27,cyclic_2_1,cyclic_64_1,complete_1,unroll_2,pipeline,unroll_4,pipeline_1,pipeline,7.75,0.8561763731451544,False
workload_416.cpp,xczu7ev-ffvc1156-2-e,10.0,10.85445,396,1,21,14,45,block_64_1,cyclic_64_1,complete_1,pipeline,pipeline,pipeline_1,pipeline_1,pipeline_1,20.25,0.47810675755645904,False
workload_417.cpp,xczu7ev-ffvc1156-2-e,10.0,10.81349,389,1,32,20,55,block_128_1,cyclic_64_1,complete_1,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll,27.0,0.32314395406239405,False
workload_418.cpp,xczu7ev-ffvc1156-2-e,10.0,32.75138,108,1,1,2,15,block_128_1,block_2_1,complete_1,unroll_16,pipeline,unroll_4,unroll_16,pipeline_1,4.75,0.8775662210629556,False
workload_419.cpp,xczu7ev-ffvc1156-2-e,10.0,16.05634,391,3,1,1,26,cyclic_2_1,cyclic_16_1,complete_1,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,7.75,0.8561309885805143,False
workload_420.cpp,xczu7ev-ffvc1156-2-e,10.0,10.81346,375,1,1,3,29,block_128_1,cyclic_32_1,complete_1,unroll_4,pipeline,pipeline_1,pipeline_1,unroll,8.5,0.8432826862536285,False
workload_421.cpp,xczu7ev-ffvc1156-2-e,10.0,10.81346,386,1,1,4,29,block_128_1,cyclic_128_1,complete_1,unroll_4,pipeline,unroll_8,pipeline_1,pipeline,8.75,0.8343028258283024,False
workload_422.cpp,xczu7ev-ffvc1156-2-e,10.0,10.83394,363,1,1,2,29,block_128_1,cyclic_4_1,complete_1,pipeline,pipeline,pipeline_1,pipeline_1,pipeline,8.25,0.8523219388748509,False
workload_423.cpp,xczu7ev-ffvc1156-2-e,10.0,18.6573,407,2,6,4,37,cyclic_8_1,cyclic_32_1,complete_1,unroll_32,unroll_32,pipeline,pipeline_1,unroll,12.25,0.7132504896563364,False
workload_424.cpp,xczu7ev-ffvc1156-2-e,10.0,10.81346,378,1,1,5,29,cyclic_8_1,cyclic_64_1,complete_1,unroll_4,pipeline,unroll_8,pipeline_1,pipeline,9.0,0.825371142266904,False
workload_425.cpp,xczu7ev-ffvc1156-2-e,10.0,10.8749,366,1,1,3,29,block_128_1,block_64_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline_1,pipeline_1,8.5,0.8433166887391672,False
workload_426.cpp,xczu7ev-ffvc1156-2-e,10.0,15.52642,69,2,9,5,10,cyclic_8_1,cyclic_32_1,complete_1,unroll_32,unroll_64,pipeline,unroll_32,unroll,6.5,0.8860776195578817,False
workload_427.cpp,xczu7ev-ffvc1156-2-e,10.0,180.03333,68,2,1,1,4,cyclic_16_1,cyclic_64_1,complete_1,unroll_32,unroll_32,unroll_64,unroll_16,unroll,2.0,0.316604945921949,False
workload_428.cpp,xczu7ev-ffvc1156-2-e,10.0,10.81346,366,1,1,4,28,cyclic_8_1,cyclic_32_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline_1,pipeline,8.5,0.8432826862536285,False
workload_429.cpp,xczu7ev-ffvc1156-2-e,10.0,26.50117,785,1,1,5,35,cyclic_2_1,cyclic_64_1,complete_1,unroll_32,unroll_64,unroll_64,pipeline_1,unroll,10.5,0.759891331627023,False
workload_430.cpp,xczu7ev-ffvc1156-2-e,10.0,16.13826,310,2,6,4,35,cyclic_8_1,cyclic_64_1,complete_1,unroll_16,pipeline_1,unroll_8,pipeline_1,pipeline,11.75,0.7306835271383749,False
workload_431.cpp,xczu7ev-ffvc1156-2-e,10.0,32.6093,48,1,1,1,1,cyclic_8_1,block_2_1,complete_1,pipeline,pipeline,pipeline_1,unroll_16,pipeline,1.0,0.9417888161822643,False
workload_432.cpp,xczu7ev-ffvc1156-2-e,10.0,16.05634,383,1,1,1,26,cyclic_2_1,cyclic_8_1,complete_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline,7.25,0.8675996254885577,False
workload_433.cpp,xczu7ev-ffvc1156-2-e,10.0,10.81346,365,1,1,3,29,block_128_1,cyclic_32_1,complete_1,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,8.5,0.8432826862536285,False
workload_434.cpp,xczu7ev-ffvc1156-2-e,10.0,10.85442,371,1,2,5,30,block_64_1,cyclic_64_1,complete_1,unroll_2,pipeline,unroll_4,pipeline_1,pipeline,9.5,0.8076751795279471,False
workload_435.cpp,xczu7ev-ffvc1156-2-e,10.0,10.81346,367,1,1,4,28,cyclic_8_1,cyclic_32_1,complete_1,pipeline,pipeline,unroll_4,pipeline_1,pipeline,8.5,0.8432826862536285,False
workload_436.cpp,xczu7ev-ffvc1156-2-e,10.0,16.05637,402,1,18,12,42,cyclic_2_1,cyclic_4_1,complete_1,pipeline,pipeline,unroll_4,pipeline_1,pipeline_1,18.25,0.5321792042632405,False
workload_437.cpp,xczu7ev-ffvc1156-2-e,10.0,16.05634,379,1,1,1,27,cyclic_2_1,cyclic_4_1,complete_1,pipeline,unroll_2,pipeline_1,pipeline_1,pipeline,7.5,0.861856256758499,False
workload_438.cpp,xczu7ev-ffvc1156-2-e,10.0,21.27877,1331,1,3,2,34,cyclic_4_1,cyclic_4_1,complete_1,unroll_32,unroll_32,unroll_4,pipeline_1,pipeline,10.0,0.7839089947901176,False
workload_439.cpp,xczu7ev-ffvc1156-2-e,10.0,22.4077,56,1,1,1,2,cyclic_8_1,cyclic_32_1,complete_1,unroll_32,pipeline,pipeline,unroll_32,unroll,1.25,1.0,True
workload_440.cpp,xczu7ev-ffvc1156-2-e,10.0,32.58882,106,1,1,2,14,block_128_1,block_2_1,complete_1,unroll_16,pipeline,pipeline_1,unroll_16,pipeline_1,4.5,0.8837780006806711,False
workload_441.cpp,xczu7ev-ffvc1156-2-e,10.0,22.4077,52,1,1,1,2,cyclic_2_1,cyclic_32_1,complete_1,unroll_32,pipeline,pipeline,unroll_32,unroll,1.25,1.0,True
workload_442.cpp,xczu7ev-ffvc1156-2-e,10.0,180.02437,69,2,1,1,4,cyclic_16_1,cyclic_64_1,complete_1,unroll_32,unroll_32,pipeline,unroll_16,unroll,2.0,0.31663048066775384,False
workload_443.cpp,xczu7ev-ffvc1156-2-e,10.0,19.79778,69,1,2,2,5,cyclic_2_1,cyclic_32_1,complete_1,unroll_32,unroll_64,unroll_64,unroll_16,unroll,2.5,0.9658697897174577,False
workload_444.cpp,xczu7ev-ffvc1156-2-e,10.0,10.81346,366,1,1,3,29,block_128_1,cyclic_64_1,complete_1,unroll_4,pipeline,unroll_8,pipeline_1,pipeline,8.5,0.8432826862536285,False
workload_445.cpp,xczu7ev-ffvc1156-2-e,10.0,16.13826,374,1,74,30,84,block_128_1,block_128_1,complete_1,unroll_16,pipeline,unroll_8,pipeline,pipeline_1,47.25,0.10199151191426026,False
workload_446.cpp,xczu7ev-ffvc1156-2-e,10.0,10.81346,388,1,1,4,28,cyclic_8_1,cyclic_32_1,complete_1,pipeline,pipeline_1,unroll_4,pipeline_1,pipeline,8.5,0.8432826862536285,False
workload_447.cpp,xczu7ev-ffvc1156-2-e,10.0,10.83394,388,1,1,2,30,block_128_1,cyclic_2_1,complete_1,unroll_4,pipeline,unroll_8,pipeline_1,pipeline_1,8.5,0.8432943612824156,False
workload_448.cpp,xczu7ev-ffvc1156-2-e,10.0,10.83394,388,3,1,4,28,cyclic_16_1,cyclic_4_1,complete_1,pipeline,pipeline,pipeline_1,pipeline_1,pipeline,9.0,0.8253820562134551,False
workload_449.cpp,xczu7ev-ffvc1156-2-e,10.0,10.81346,390,1,1,6,29,cyclic_8_1,cyclic_128_1,complete_1,pipeline,pipeline,pipeline_1,pipeline_1,pipeline,9.25,0.8164883072334851,False
workload_450.cpp,xczu7ev-ffvc1156-2-e,10.0,16.03586,402,1,1,1,27,cyclic_2_1,cyclic_32_1,complete_1,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,7.5,0.8619015324366602,False
