Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,OuterLoop_6,OuterLoop_7,OuterLoop_8,OuterLoop_9,OuterLoop_10,OuterLoop_11,OuterLoop_12,OuterLoop_13,OuterLoop_14,OuterLoop_15,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_1_5,InnerLoop_1_6,InnerLoop_1_7,InnerLoop_1_8,InnerLoop_1_9,InnerLoop_1_10,InnerLoop_1_11,InnerLoop_1_12,InnerLoop_1_13,InnerLoop_1_14,InnerLoop_1_15,InnerLoop_1_16,InnerLoop_2_1,InnerLoop_2_2,InnerLoop_2_3,InnerLoop_2_4,InnerLoop_2_5,InnerLoop_3_1,InnerLoop_3_2,InnerLoop_3_3,Area,Weight,is_pareto
workload_1322.cpp,xczu7ev-ffvc1156-2-e,5.0,36.25188,2845,22,45,42,95,block_8_1,cyclic_8_1,cyclic_8_1,block_16_1,block_4_1,unroll_2,pipeline_1,unroll,pipeline,pipeline,unroll_2,pipeline,unroll_8,pipeline_1,unroll_2,pipeline,unroll,pipeline,unroll_4,unroll_2,unroll_8,unroll_2,pipeline,pipeline_1,pipeline,unroll_8,unroll_2,unroll_8,pipeline_1,pipeline,pipeline,pipeline_1,unroll,unroll_4,unroll,pipeline,unroll,unroll_2,unroll_8,unroll_4,unroll_8,unroll_4,pipeline,unroll_4,51.0,0.2679857416405079,False
workload_1337.cpp,xczu7ev-ffvc1156-2-e,5.0,432.62831,2525,6,39,32,84,cyclic_4_1,cyclic_4_1,cyclic_8_1,block_16_1,block_2_1,pipeline,pipeline_1,unroll,unroll_2,pipeline,unroll_2,unroll_8,pipeline,pipeline_1,unroll,pipeline_1,unroll_8,pipeline,unroll_4,unroll_8,pipeline,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_2,unroll,unroll_8,unroll_4,unroll_4,unroll_8,pipeline,unroll_4,unroll_2,40.25,0.17793848466866402,False
workload_1350.cpp,xczu7ev-ffvc1156-2-e,5.0,35.51875,2699,7,43,44,96,block_8_1,cyclic_4_1,cyclic_8_1,block_16_1,block_2_1,pipeline_1,unroll_8,unroll,unroll_2,pipeline,unroll_2,unroll_4,pipeline,pipeline_1,unroll_2,pipeline,unroll_8,pipeline,unroll_4,unroll_2,pipeline,unroll_2,pipeline,pipeline_1,pipeline,unroll_8,unroll,unroll_8,unroll_4,pipeline_1,pipeline,pipeline_1,unroll_8,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_8,unroll_4,unroll_4,unroll_8,unroll_8,unroll_8,pipeline_1,47.5,0.3542020617570477,False
workload_1360.cpp,xczu7ev-ffvc1156-2-e,5.0,211.405205,999,6,6,28,43,cyclic_4_1,cyclic_32_1,cyclic_8_1,block_2_1,block_2_1,pipeline,unroll,unroll,unroll_2,pipeline_1,pipeline,unroll_8,pipeline,unroll_2,unroll_2,pipeline_1,unroll_8,pipeline,unroll_4,unroll_8,unroll_8,unroll_4,unroll_2,pipeline,unroll_4,unroll_8,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_4,pipeline_1,pipeline,unroll,unroll,unroll_4,unroll_4,unroll_8,unroll_4,unroll_2,pipeline_1,20.75,0.7116113621151657,False
workload_1362.cpp,xczu7ev-ffvc1156-2-e,5.0,37.41432,2825,9,43,47,99,block_8_1,cyclic_4_1,cyclic_8_1,block_16_1,block_4_1,unroll_2,unroll_4,unroll,pipeline,pipeline,unroll_2,pipeline,pipeline,pipeline_1,unroll_2,pipeline,unroll,unroll_2,unroll_4,unroll_8,pipeline,unroll_2,pipeline,unroll_4,unroll_4,unroll_4,unroll_2,unroll_8,pipeline,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll,pipeline,unroll,unroll_2,unroll_8,unroll_2,unroll_8,unroll_4,pipeline,unroll_4,49.5,0.30395726281500807,False
workload_1363.cpp,xczu7ev-ffvc1156-2-e,5.0,36.312775,3125,6,44,49,98,block_8_1,cyclic_4_1,cyclic_32_1,block_16_1,block_2_1,pipeline_1,unroll_4,unroll,unroll_2,pipeline,unroll_2,unroll_8,pipeline,pipeline,unroll_2,pipeline,unroll,unroll_2,unroll_4,unroll_8,pipeline,unroll_2,pipeline,unroll_4,unroll_4,unroll_8,unroll_2,unroll_8,pipeline,unroll_2,unroll_8,pipeline_1,unroll_8,pipeline_1,unroll,pipeline,unroll,unroll_8,unroll_8,unroll_2,unroll_8,unroll_8,pipeline,unroll_2,49.25,0.31031130724038014,False
workload_1369.cpp,xczu7ev-ffvc1156-2-e,5.0,36.26788,2754,29,47,46,99,block_8_1,cyclic_8_1,cyclic_8_1,block_16_1,block_2_1,unroll_2,pipeline_1,unroll,pipeline,pipeline,pipeline,pipeline,unroll_8,pipeline_1,unroll_2,pipeline,unroll_8,pipeline,unroll_4,unroll_2,unroll_8,unroll_2,pipeline,pipeline_1,unroll_8,unroll_8,unroll_2,unroll_8,pipeline_1,pipeline,pipeline,pipeline_1,unroll,unroll_4,unroll,pipeline,unroll,unroll_2,unroll,unroll_2,unroll_8,unroll_4,pipeline,pipeline_1,55.25,0.1847563885941958,False
workload_1376.cpp,xczu7ev-ffvc1156-2-e,5.0,35.65633,2842,18,45,42,94,block_8_1,cyclic_8_1,cyclic_32_1,block_16_1,block_2_1,pipeline_1,pipeline_1,unroll,unroll_2,pipeline,unroll_2,unroll_8,unroll_8,pipeline,unroll_2,pipeline,unroll,pipeline,unroll_4,unroll_2,unroll_8,unroll_2,pipeline,pipeline_1,pipeline,unroll_8,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll,unroll_8,unroll,pipeline,unroll,unroll_8,unroll_8,unroll_4,unroll_8,unroll_8,pipeline,unroll_2,49.75,0.29776467004167484,False
workload_1381.cpp,xczu7ev-ffvc1156-2-e,5.0,36.21652,2734,11,37,42,91,block_8_1,cyclic_8_1,cyclic_8_1,block_16_1,block_2_1,pipeline_1,pipeline_1,unroll,unroll_2,pipeline,pipeline,pipeline,pipeline,pipeline_1,unroll_2,pipeline,unroll,pipeline,unroll_4,unroll_8,unroll_8,unroll_2,pipeline,pipeline_1,pipeline,unroll_4,unroll_2,unroll_8,pipeline_1,unroll_2,pipeline,pipeline_1,unroll_8,unroll_4,unroll,pipeline,unroll,unroll_2,unroll_4,unroll_4,unroll_8,unroll_8,pipeline,pipeline_1,45.25,0.38654979037615356,False
workload_1388.cpp,xczu7ev-ffvc1156-2-e,5.0,485.26031,987,5,4,20,47,cyclic_4_1,cyclic_4_1,cyclic_8_1,block_16_1,block_2_1,pipeline,pipeline_1,unroll,unroll_2,pipeline,unroll_2,unroll_8,pipeline,unroll_2,unroll,pipeline_1,unroll_8,pipeline_1,unroll_4,unroll_8,pipeline,unroll_2,unroll_2,pipeline_1,pipeline,unroll_8,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll_2,unroll,pipeline_1,unroll_2,unroll,unroll_8,unroll_4,unroll_4,unroll_8,pipeline,unroll_4,unroll_2,19.0,0.4461238244125967,False
workload_1399.cpp,xczu7ev-ffvc1156-2-e,5.0,34.256055,2751,10,34,43,94,block_8_1,block_8_1,cyclic_8_1,block_16_1,block_4_1,unroll_2,unroll_2,unroll,unroll_4,pipeline,unroll_2,unroll_8,pipeline,pipeline_1,unroll_2,pipeline,unroll_8,pipeline,unroll_4,unroll_16,unroll_2,unroll_2,unroll_4,pipeline_1,unroll_8,unroll,pipeline,unroll_8,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll,unroll_4,pipeline_1,pipeline,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline,pipeline,45.25,0.3877874651796137,False
workload_1408.cpp,xczu7ev-ffvc1156-2-e,5.0,35.46364,2655,12,36,39,87,block_8_1,cyclic_8_1,cyclic_8_1,block_16_1,block_4_1,unroll_2,pipeline_1,unroll,pipeline,pipeline,unroll_2,pipeline,pipeline,pipeline,unroll_2,pipeline,unroll,pipeline,unroll_4,unroll_2,unroll_8,unroll_2,pipeline,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_8,pipeline_1,pipeline,pipeline,pipeline_1,unroll_8,pipeline_1,unroll,pipeline,unroll,unroll_2,unroll_8,unroll_4,unroll_8,unroll_4,pipeline,unroll_4,43.5,0.41387415805041905,False
workload_1415.cpp,xczu7ev-ffvc1156-2-e,5.0,35.85825,2811,9,39,43,93,block_8_1,cyclic_8_1,cyclic_8_1,block_16_1,block_2_1,pipeline_1,unroll_2,unroll,unroll_2,pipeline_1,unroll_2,pipeline,pipeline,pipeline_1,unroll_2,pipeline,unroll,pipeline,unroll_4,unroll_8,unroll_2,unroll_4,pipeline_1,pipeline_1,pipeline,unroll_8,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_8,unroll,unroll,pipeline,unroll,unroll_2,unroll_4,unroll_4,pipeline_1,unroll_8,pipeline,pipeline_1,46.0,0.37563319282120977,False
workload_1421.cpp,xczu7ev-ffvc1156-2-e,5.0,34.331685,2880,5,44,46,99,block_8_1,cyclic_32_1,cyclic_32_1,cyclic_32_1,block_8_1,pipeline,unroll,unroll,pipeline,pipeline,pipeline,unroll_4,pipeline,pipeline,unroll,pipeline_1,unroll_8,pipeline,unroll_4,unroll_2,pipeline,unroll_2,unroll_2,pipeline,unroll_8,unroll_8,unroll,pipeline_1,unroll_4,pipeline,unroll_8,unroll,unroll_8,pipeline_1,unroll,pipeline,unroll,pipeline,unroll_8,unroll_2,unroll_8,pipeline_1,unroll_2,pipeline_1,48.5,0.32989239744921695,False
workload_1423.cpp,xczu7ev-ffvc1156-2-e,5.0,163.324815,2802,8,5,31,98,block_8_1,block_8_1,block_4_1,block_128_1,block_4_1,pipeline,unroll_2,unroll,pipeline,unroll_4,unroll_2,pipeline_1,pipeline,unroll_2,unroll_2,pipeline,unroll_8,pipeline_1,unroll_4,unroll_16,unroll_8,unroll_2,unroll_4,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_4,pipeline_1,pipeline,unroll_8,unroll_4,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline,pipeline,35.5,0.4507589578978548,False
workload_1424.cpp,xczu7ev-ffvc1156-2-e,5.0,35.831145,2596,7,33,35,74,cyclic_4_1,cyclic_4_1,cyclic_32_1,cyclic_16_1,block_2_1,pipeline_1,pipeline_1,unroll,unroll_2,pipeline,unroll_2,unroll_8,pipeline,pipeline,unroll_2,pipeline,unroll,pipeline,unroll_4,unroll_2,unroll_8,unroll_2,pipeline,pipeline_1,pipeline,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll,unroll_8,unroll,pipeline,unroll,pipeline,unroll_8,unroll_4,pipeline,unroll_8,pipeline,unroll_2,37.25,0.5207185328573658,False
workload_1427.cpp,xczu7ev-ffvc1156-2-e,5.0,485.26031,926,5,4,20,47,cyclic_4_1,cyclic_4_1,cyclic_8_1,block_16_1,block_2_1,pipeline,pipeline_1,unroll,unroll_2,pipeline,unroll_2,unroll_8,pipeline,unroll_2,unroll,pipeline_1,unroll_8,pipeline_1,unroll_4,unroll_8,pipeline,unroll_2,unroll_2,pipeline_1,pipeline,unroll_4,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll_2,unroll,pipeline_1,unroll_2,unroll,unroll_8,unroll_4,unroll_4,unroll_8,pipeline,unroll_4,unroll_2,19.0,0.4461238244125967,False
workload_1428.cpp,xczu7ev-ffvc1156-2-e,5.0,36.26788,2708,7,43,46,97,block_8_1,cyclic_4_1,cyclic_8_1,block_16_1,block_2_1,pipeline_1,pipeline_1,unroll,unroll_2,pipeline,unroll_2,unroll_8,pipeline,pipeline_1,unroll_2,pipeline,unroll_8,pipeline,unroll_4,unroll_8,unroll_8,unroll_2,pipeline,pipeline_1,pipeline,unroll_8,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_4,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_4,unroll_4,unroll_8,unroll_8,pipeline,pipeline_1,48.25,0.33630236592513674,False
workload_1432.cpp,xczu7ev-ffvc1156-2-e,5.0,34.64765,3047,8,35,40,88,cyclic_4_1,cyclic_4_1,cyclic_16_1,cyclic_128_1,block_8_1,pipeline,unroll_2,unroll,pipeline,pipeline,unroll_2,pipeline,pipeline,pipeline_1,unroll,pipeline,unroll_8,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_4,pipeline,unroll,pipeline,unroll_8,unroll_2,unroll_2,unroll_8,unroll,unroll_2,unroll,unroll,pipeline,unroll_4,unroll,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll,unroll_4,42.75,0.42628020427128066,False
workload_1435.cpp,xczu7ev-ffvc1156-2-e,5.0,36.25188,2787,14,40,41,92,block_8_1,block_4_1,cyclic_8_1,block_16_1,block_4_1,unroll_2,pipeline_1,unroll,pipeline,pipeline,unroll_2,unroll_8,unroll_8,pipeline_1,unroll_2,pipeline,unroll,pipeline,unroll_4,unroll_2,unroll_8,unroll_2,pipeline,pipeline_1,pipeline,unroll_8,unroll_2,unroll_8,pipeline_1,unroll_4,pipeline,pipeline_1,unroll,unroll_4,unroll,pipeline,unroll,unroll_2,unroll_8,unroll_4,unroll_8,unroll_8,pipeline_1,unroll_4,46.75,0.36446651477173864,False
workload_1436.cpp,xczu7ev-ffvc1156-2-e,5.0,66.08171,2549,6,41,34,83,cyclic_4_1,cyclic_32_1,cyclic_8_1,block_16_1,block_4_1,pipeline,pipeline_1,unroll,unroll_2,pipeline,unroll_2,unroll_8,pipeline,pipeline_1,unroll,pipeline_1,unroll_8,pipeline,unroll_4,unroll_8,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_8,unroll_4,pipeline_1,pipeline,unroll,unroll_8,unroll_4,pipeline_1,unroll_2,unroll,pipeline,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll,pipeline_1,41.0,0.4329117255695071,False
workload_1437.cpp,xczu7ev-ffvc1156-2-e,5.0,36.168415,2882,14,41,42,94,block_8_1,block_8_1,cyclic_32_1,block_16_1,block_4_1,pipeline_1,pipeline_1,unroll,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_8,pipeline,unroll_2,pipeline,unroll,pipeline,unroll_4,unroll_2,unroll_2,unroll_2,pipeline,pipeline_1,pipeline,unroll_8,unroll_2,unroll_8,pipeline_1,unroll,pipeline,pipeline_1,unroll,unroll_4,unroll,pipeline,unroll,unroll_8,unroll_8,unroll_4,unroll_8,unroll_8,pipeline,unroll_2,47.75,0.34900693740345656,False
workload_1444.cpp,xczu7ev-ffvc1156-2-e,5.0,682.433635,1160,6,3,20,48,cyclic_4_1,cyclic_4_1,cyclic_8_1,block_16_1,block_2_1,pipeline,unroll,unroll,unroll_2,pipeline,pipeline,unroll_8,pipeline,unroll_2,unroll,pipeline_1,unroll_8,pipeline,unroll_4,unroll_8,pipeline,unroll_2,unroll_2,pipeline_1,pipeline,unroll_8,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll_2,unroll,pipeline_1,unroll_2,unroll,unroll_8,unroll_4,unroll_4,unroll_8,pipeline,unroll_2,unroll_2,19.25,0.2380061682869326,False
workload_1450.cpp,xczu7ev-ffvc1156-2-e,5.0,35.9915,3103,9,43,49,97,block_8_1,cyclic_4_1,block_8_1,block_8_1,block_2_1,pipeline_1,unroll_2,unroll,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline,pipeline,unroll_2,pipeline,unroll,pipeline_1,unroll_4,unroll_8,pipeline,unroll_2,pipeline,unroll_4,unroll_4,unroll_8,unroll_2,unroll_8,pipeline,unroll_2,unroll_8,pipeline_1,unroll_8,pipeline_1,pipeline_1,pipeline,unroll,unroll_8,unroll_8,unroll_2,pipeline,unroll_8,pipeline,unroll_2,49.5,0.3039976394890451,False
workload_1451.cpp,xczu7ev-ffvc1156-2-e,5.0,35.94075,3115,7,36,45,90,block_8_1,cyclic_4_1,cyclic_32_1,block_16_1,block_2_1,pipeline,unroll_4,unroll,unroll_2,pipeline,pipeline,unroll_8,pipeline,pipeline,unroll_2,pipeline,unroll,pipeline_1,unroll_4,unroll_8,pipeline,unroll_2,pipeline,unroll_4,unroll_4,unroll_8,unroll_2,unroll_8,pipeline,unroll_2,unroll_8,pipeline_1,unroll_8,pipeline_1,unroll,pipeline,unroll_2,unroll_8,unroll_8,pipeline,unroll_8,unroll_8,pipeline,unroll_2,44.5,0.39808229186796307,False
workload_1452.cpp,xczu7ev-ffvc1156-2-e,5.0,36.312775,3121,6,44,49,99,block_8_1,cyclic_4_1,cyclic_32_1,block_16_1,block_2_1,pipeline_1,unroll_4,unroll,unroll_2,pipeline,unroll_2,unroll_8,pipeline,pipeline,unroll_2,pipeline,unroll,unroll_2,unroll_4,unroll_2,pipeline,unroll_2,pipeline,unroll_4,pipeline,unroll_8,unroll,unroll_8,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll,pipeline,unroll,unroll_8,unroll_8,unroll_4,unroll_8,unroll_8,unroll_8,unroll_2,49.5,0.3039911760531835,False
workload_1453.cpp,xczu7ev-ffvc1156-2-e,5.0,165.617275,3320,8,6,31,60,block_8_1,block_8_1,block_4_1,cyclic_32_1,block_4_1,pipeline,unroll,unroll,pipeline,unroll_4,unroll_2,pipeline_1,pipeline,unroll_2,unroll_2,pipeline,unroll_8,pipeline_1,unroll_4,unroll_16,unroll_8,unroll_2,unroll_4,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_8,unroll_4,pipeline,unroll_2,unroll,unroll_8,unroll_4,unroll,pipeline,unroll,unroll_4,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline,pipeline,26.25,0.6369556739119234,False
workload_1454.cpp,xczu7ev-ffvc1156-2-e,5.0,35.831145,2564,7,33,35,74,cyclic_4_1,cyclic_4_1,cyclic_32_1,cyclic_16_1,block_2_1,pipeline_1,pipeline_1,unroll,unroll_2,pipeline,unroll_2,unroll_8,pipeline,pipeline,unroll_2,pipeline,unroll,pipeline,unroll_4,unroll_2,unroll_8,unroll_2,pipeline,pipeline_1,pipeline,pipeline_1,unroll,unroll_8,unroll_4,pipeline_1,unroll_2,pipeline_1,unroll,unroll_8,unroll,pipeline,unroll,pipeline,unroll_8,unroll_4,pipeline,unroll_8,pipeline,unroll_2,37.25,0.5207185328573658,False
workload_1455.cpp,xczu7ev-ffvc1156-2-e,5.0,36.302815,2782,9,44,44,94,block_8_1,block_8_1,cyclic_8_1,block_16_1,block_2_1,unroll_2,pipeline_1,unroll,unroll_2,pipeline,unroll_2,unroll_8,pipeline,pipeline_1,unroll_2,pipeline_1,unroll_8,pipeline,unroll_4,unroll_8,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_4,pipeline_1,pipeline,unroll,unroll_8,pipeline_1,unroll_4,unroll_8,pipeline_1,pipeline,pipeline,47.75,0.34894879622076913,False
workload_1456.cpp,xczu7ev-ffvc1156-2-e,5.0,85.20276,906,6,47,44,67,cyclic_4_1,cyclic_32_1,cyclic_8_1,block_2_1,block_2_1,pipeline,pipeline_1,unroll,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline,unroll_2,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_4,unroll_8,unroll_8,unroll_4,unroll_2,pipeline,unroll_4,unroll_4,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_4,pipeline_1,pipeline,unroll,unroll,unroll_4,unroll_4,unroll_8,unroll_4,unroll_4,pipeline_1,41.0,0.4192267983156799,False
workload_1457.cpp,xczu7ev-ffvc1156-2-e,5.0,70.641475,2618,3,39,38,98,cyclic_4_1,block_2_1,cyclic_32_1,cyclic_128_1,block_4_1,pipeline,pipeline_1,unroll,unroll_4,pipeline,unroll_2,unroll_8,pipeline,pipeline,unroll,pipeline_1,unroll_8,pipeline,unroll_4,unroll_2,pipeline,unroll_2,unroll_2,pipeline,pipeline,pipeline_1,unroll,unroll_4,unroll_4,pipeline_1,unroll_8,unroll,unroll_8,pipeline_1,unroll,unroll_2,unroll,pipeline,unroll_8,pipeline,pipeline,pipeline_1,unroll_2,pipeline_1,44.5,0.37552007544649213,False
workload_1464.cpp,xczu7ev-ffvc1156-2-e,5.0,451.165355,968,5,42,34,65,cyclic_4_1,cyclic_4_1,cyclic_8_1,block_16_1,block_2_1,pipeline,pipeline_1,unroll,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline,unroll_2,unroll,pipeline_1,unroll_8,pipeline,unroll_4,unroll_16,pipeline,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll_8,unroll,pipeline_1,unroll_2,unroll,unroll,unroll_4,unroll_4,unroll_8,pipeline,unroll_4,unroll_2,36.5,0.19330813999289254,False
workload_1466.cpp,xczu7ev-ffvc1156-2-e,5.0,32.94234,2980,17,39,40,90,block_8_1,cyclic_8_1,cyclic_32_1,block_16_1,block_2_1,pipeline_1,pipeline_1,unroll,unroll_2,pipeline,unroll_2,pipeline_1,unroll_8,pipeline,unroll_4,pipeline,unroll,pipeline,unroll_4,unroll_2,unroll_8,unroll_4,pipeline_1,pipeline_1,pipeline,unroll,unroll_2,unroll_8,pipeline,unroll_2,pipeline,unroll,unroll,unroll,unroll,pipeline,unroll,unroll_8,unroll_8,pipeline,unroll_8,unroll_8,pipeline,unroll_2,46.5,0.370115184224883,False
workload_1470.cpp,xczu7ev-ffvc1156-2-e,5.0,36.28675,2701,7,43,45,97,block_8_1,cyclic_4_1,cyclic_8_1,block_16_1,block_2_1,pipeline_1,unroll_8,unroll,unroll_2,pipeline,unroll_2,unroll_4,pipeline,pipeline_1,unroll_2,pipeline,unroll_8,pipeline,unroll_4,unroll_8,pipeline,unroll_2,pipeline,pipeline_1,unroll_4,unroll_4,unroll_2,unroll_8,pipeline,unroll_2,pipeline,pipeline_1,unroll_8,unroll_8,pipeline_1,pipeline,unroll_2,unroll_8,unroll_4,unroll_2,unroll_8,unroll_8,pipeline,pipeline_1,48.0,0.34280243989532766,False
workload_1471.cpp,xczu7ev-ffvc1156-2-e,5.0,33.990115,2599,6,31,37,80,cyclic_4_1,cyclic_32_1,cyclic_8_1,block_16_1,block_4_1,pipeline,unroll_2,unroll,unroll_4,pipeline,unroll_2,unroll_8,pipeline,pipeline_1,unroll_2,pipeline,unroll_8,pipeline,unroll_4,unroll_16,unroll_2,unroll_2,unroll_4,pipeline_1,unroll_8,unroll,pipeline,unroll_8,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll,unroll_4,pipeline_1,pipeline,unroll_4,unroll_2,unroll_4,unroll_2,unroll_8,pipeline_1,pipeline,pipeline_1,38.5,0.4997476466375046,False
workload_1473.cpp,xczu7ev-ffvc1156-2-e,5.0,560.678515,3242,8,1,25,96,cyclic_4_1,cyclic_8_1,cyclic_8_1,block_16_1,cyclic_128_1,pipeline,unroll_2,unroll,pipeline_1,pipeline_1,unroll_2,pipeline,pipeline,unroll_2,unroll_4,pipeline,unroll_8,pipeline_1,unroll_4,unroll_16,unroll_2,unroll_4,pipeline,pipeline_1,unroll,unroll,pipeline_1,unroll_2,pipeline,unroll_2,unroll_8,unroll,unroll_2,unroll,pipeline_1,unroll_2,unroll,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_4,unroll,pipeline,32.5,0.17231655021940306,False
workload_1483.cpp,xczu7ev-ffvc1156-2-e,5.0,163.333735,709,8,1,16,33,cyclic_4_1,cyclic_4_1,block_8_1,cyclic_32_1,block_2_1,pipeline_1,unroll,unroll,unroll_4,pipeline,unroll,pipeline_1,pipeline,unroll_2,unroll_4,pipeline,unroll_8,pipeline_1,unroll_4,unroll_16,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline,unroll,unroll_2,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll,unroll_2,unroll_8,unroll,unroll_2,unroll_4,unroll,unroll_8,unroll_4,pipeline_1,pipeline_1,pipeline,pipeline_1,14.5,1.0,True
workload_1485.cpp,xczu7ev-ffvc1156-2-e,5.0,207.727305,924,8,5,29,57,block_8_1,cyclic_8_1,cyclic_32_1,cyclic_32_1,block_4_1,pipeline_1,unroll_4,unroll,unroll_2,unroll_4,pipeline,unroll_8,pipeline,unroll_2,unroll_2,pipeline,unroll,pipeline_1,unroll_4,unroll_8,pipeline,unroll_2,pipeline,unroll_4,unroll_4,unroll_8,unroll,unroll_4,pipeline,unroll_2,unroll_2,unroll_2,unroll_8,pipeline_1,unroll,pipeline,unroll,unroll_4,unroll_8,unroll_2,unroll_8,pipeline_1,unroll_2,pipeline,24.75,0.6130431582354499,False
workload_1491.cpp,xczu7ev-ffvc1156-2-e,5.0,619.94031,1178,7,1,17,41,cyclic_4_1,cyclic_4_1,cyclic_8_1,block_16_1,block_2_1,pipeline,pipeline_1,unroll,unroll_2,pipeline,pipeline,unroll_8,pipeline,unroll_2,unroll,pipeline,unroll_8,pipeline_1,unroll_4,unroll_8,pipeline,unroll_2,unroll_2,pipeline_1,pipeline,unroll_4,unroll_2,unroll_4,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll,pipeline_1,unroll_2,unroll,unroll_8,pipeline_1,unroll_4,unroll_8,pipeline,unroll_4,unroll_2,16.5,0.32364803868729647,False
workload_1492.cpp,xczu7ev-ffvc1156-2-e,5.0,85.477205,2178,5,47,46,80,cyclic_4_1,cyclic_32_1,cyclic_8_1,block_2_1,block_2_1,pipeline,unroll,unroll,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline,unroll_2,unroll_2,pipeline_1,unroll_8,pipeline,unroll_4,unroll_8,unroll_8,unroll_4,unroll_2,pipeline,unroll_4,unroll_8,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_4,pipeline_1,pipeline,unroll,unroll,unroll_4,unroll_2,unroll_8,pipeline_1,unroll_2,pipeline_1,44.5,0.36571462762359097,False
workload_1493.cpp,xczu7ev-ffvc1156-2-e,5.0,36.332545,2411,5,46,44,89,cyclic_4_1,cyclic_32_1,cyclic_8_1,block_16_1,block_2_1,pipeline,pipeline_1,unroll,unroll_2,pipeline,unroll_2,unroll_8,pipeline,pipeline_1,unroll_2,pipeline_1,unroll_8,pipeline,unroll_4,unroll_8,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_4,pipeline_1,pipeline,unroll,unroll_8,unroll_4,unroll_4,unroll_8,pipeline_1,pipeline,pipeline_1,46.0,0.3753384125625049,False
