Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,Array_8,Array_9,Array_10,OuterLoop_1,OuterLoop_2,OuterLoop_3,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_1_5,InnerLoop_2_1,Area,Weight,is_pareto
workload_1181.cpp,xczu7ev-ffvc1156-2-e,5.0,11944.678085,504,34,1,8,28,block_4_1,block_8_1,block_4_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,complete_1,cyclic_8_1,complete_1,unroll_16,unroll_2,unroll_8,unroll,unroll_2,unroll_8,unroll,unroll_2,unroll_8,17.75,0.6751856302002633,False
workload_1182.cpp,xczu7ev-ffvc1156-2-e,5.0,13692.177045,147,47,4,6,18,block_16_1,block_8_1,cyclic_4_1,block_4_1,cyclic_8_1,cyclic_2_1,complete_1,cyclic_4_1,complete_1,block_4_1,pipeline_1,unroll_2,unroll_2,unroll,unroll_8,unroll_8,unroll_4,unroll_4,unroll_2,18.75,0.6294374009334659,False
workload_1184.cpp,xczu7ev-ffvc1156-2-e,5.0,2232.059225,1526,55,9,21,36,block_8_1,cyclic_16_1,block_2_1,cyclic_4_1,block_2_1,complete_1,block_8_1,complete_1,block_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_4,unroll_2,unroll_2,unroll_2,unroll_32,30.25,0.5813646221795696,False
workload_1185.cpp,xczu7ev-ffvc1156-2-e,5.0,9091.246405,1448,34,56,34,69,block_4_1,block_64_1,block_64_1,block_2_2,cyclic_4_1,block_4_1,block_8_1,block_4_1,block_8_1,complete_1,unroll_32,unroll_8,unroll_2,unroll_2,unroll_2,pipeline_1,unroll,unroll_4,unroll_32,48.25,0.23863603280310602,False
workload_1186.cpp,xczu7ev-ffvc1156-2-e,5.0,13226.370245,224,33,1,35,63,block_4_1,block_16_1,block_4_1,block_16_2,complete_1,block_8_1,block_8_1,block_4_1,cyclic_8_1,complete_1,unroll_16,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_4,unroll,unroll_2,unroll_32,33.0,0.4217959642270256,False
workload_1187.cpp,xczu7ev-ffvc1156-2-e,5.0,2403.236185,1551,70,11,18,32,block_8_1,cyclic_16_1,block_4_1,cyclic_4_1,block_2_1,complete_1,block_4_1,block_4_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_4,unroll_2,unroll_2,unroll_2,unroll_32,32.75,0.5361390695439445,False
workload_1188.cpp,xczu7ev-ffvc1156-2-e,5.0,6303.345625,783,36,2,17,34,block_8_1,cyclic_16_1,block_2_1,block_16_2,block_2_1,complete_1,block_4_1,cyclic_8_1,block_4_1,cyclic_4_1,unroll_16,pipeline_1,unroll_8,unroll,unroll_4,pipeline,unroll_4,unroll_2,pipeline_1,22.25,0.6840005546719193,False
workload_1189.cpp,xczu7ev-ffvc1156-2-e,5.0,8498.815685,717,42,2,10,33,block_4_1,block_2_1,block_4_1,block_16_2,cyclic_4_1,cyclic_8_1,cyclic_4_1,complete_1,cyclic_2_1,complete_1,unroll_16,unroll_2,unroll_8,unroll,pipeline,unroll_8,unroll,unroll_2,unroll_32,21.75,0.6628516214576996,False
workload_1190.cpp,xczu7ev-ffvc1156-2-e,5.0,2403.236245,1418,55,11,16,23,block_8_1,cyclic_16_1,block_2_1,cyclic_4_1,block_2_1,cyclic_4_1,block_4_1,block_4_1,block_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline,unroll_2,unroll_2,pipeline,26.25,0.6535713797329072,False
workload_1191.cpp,xczu7ev-ffvc1156-2-e,5.0,11464.789485,841,53,1,9,50,cyclic_32_1,cyclic_128_1,cyclic_32_1,block_16_2,block_4_1,complete_1,block_8_1,cyclic_8_1,cyclic_8_1,block_8_1,unroll_4,unroll_8,unroll_4,unroll_2,unroll_8,pipeline,unroll_4,unroll_2,unroll,28.25,0.5125267293130381,False
workload_1194.cpp,xczu7ev-ffvc1156-2-e,5.0,1193.071685,997,79,2,13,23,block_4_1,block_8_1,cyclic_8_1,cyclic_4_1,complete_1,block_8_1,block_8_1,complete_1,cyclic_8_1,cyclic_2_1,pipeline,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline,unroll,unroll,unroll_8,29.25,0.6099366683897786,False
workload_1198.cpp,xczu7ev-ffvc1156-2-e,5.0,11553.289925,566,34,28,17,37,block_4_1,block_8_1,cyclic_8_1,block_16_2,complete_1,block_8_1,block_8_1,complete_1,block_4_1,cyclic_4_1,unroll_16,unroll_2,unroll_8,unroll_2,unroll_2,pipeline,unroll,unroll_2,pipeline_1,29.0,0.4997044985612943,False
workload_1199.cpp,xczu7ev-ffvc1156-2-e,5.0,12166.051525,839,34,32,22,49,block_4_1,block_8_1,block_4_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,complete_1,cyclic_8_1,block_4_1,unroll_16,unroll_8,unroll_8,unroll_2,unroll_2,unroll_8,unroll,unroll_2,unroll_8,34.25,0.41519040153626463,False
workload_1200.cpp,xczu7ev-ffvc1156-2-e,5.0,6592.581465,275,43,56,23,42,block_16_1,cyclic_4_1,block_2_1,cyclic_16_2,block_2_1,block_8_1,block_8_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_32,unroll_2,unroll_8,unroll_2,unroll_8,pipeline,unroll_2,unroll_2,unroll_2,41.0,0.3730491236360056,False
workload_1201.cpp,xczu7ev-ffvc1156-2-e,5.0,7151.515845,967,59,1,7,37,cyclic_4_1,block_8_1,cyclic_8_1,block_8_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,complete_1,cyclic_8_1,complete_1,pipeline,unroll_2,unroll_8,pipeline_1,pipeline,unroll_8,unroll,unroll_2,unroll_32,26.0,0.6031895894527184,False
workload_1202.cpp,xczu7ev-ffvc1156-2-e,5.0,11373.199045,1244,44,1,10,80,block_4_1,block_128_1,cyclic_8_1,block_16_2,block_8_1,complete_1,block_4_1,cyclic_8_1,cyclic_8_1,cyclic_2_1,pipeline,unroll_2,unroll_8,pipeline_1,unroll_8,unroll_2,unroll,unroll_2,unroll,33.75,0.43036103115887003,False
workload_1203.cpp,xczu7ev-ffvc1156-2-e,5.0,2403.236245,1502,70,11,16,24,block_8_1,cyclic_16_1,block_4_1,cyclic_4_1,block_2_1,complete_1,block_4_1,block_4_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_8,unroll_8,unroll_2,unroll_2,unroll_16,30.25,0.5796339624081056,False
workload_1204.cpp,xczu7ev-ffvc1156-2-e,5.0,11382.600725,264,42,1,4,22,cyclic_64_1,cyclic_16_1,block_4_1,block_16_2,block_2_1,block_8_1,block_4_1,cyclic_8_1,cyclic_4_1,block_4_1,unroll_16,unroll_2,unroll_2,unroll_2,unroll_8,pipeline,unroll_4,unroll_2,unroll,17.25,0.6929977433316437,False
workload_1205.cpp,xczu7ev-ffvc1156-2-e,5.0,6710.096405,676,98,19,20,34,block_16_1,cyclic_64_1,block_4_1,block_16_2,block_2_1,cyclic_4_1,block_4_1,block_4_1,block_4_1,cyclic_4_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline,pipeline,unroll_4,unroll_2,pipeline_1,42.75,0.3487186145326157,False
workload_1206.cpp,xczu7ev-ffvc1156-2-e,5.0,6657.225285,1169,33,1,11,30,block_4_1,block_2_1,cyclic_4_1,block_16_2,cyclic_8_1,cyclic_8_1,cyclic_4_1,complete_1,cyclic_2_1,cyclic_2_1,pipeline,unroll_2,unroll_8,pipeline_1,pipeline,pipeline,unroll,unroll,unroll_32,18.75,0.7473823339039275,False
workload_1207.cpp,xczu7ev-ffvc1156-2-e,5.0,1103.947285,371,61,1,9,17,cyclic_4_1,block_32_1,block_2_1,complete_1,block_2_1,block_8_1,complete_1,block_4_1,block_2_1,block_8_1,pipeline_1,pipeline_1,unroll_2,unroll,unroll_4,pipeline,unroll_4,unroll_2,unroll_4,22.0,0.7529753651039236,False
workload_1210.cpp,xczu7ev-ffvc1156-2-e,5.0,1195.699545,987,65,2,14,26,block_8_1,cyclic_16_1,block_4_1,cyclic_4_1,block_2_1,complete_1,block_4_1,block_4_1,block_2_1,cyclic_8_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_8,pipeline,unroll_2,unroll_2,unroll_16,26.75,0.6568629223314645,False
workload_1211.cpp,xczu7ev-ffvc1156-2-e,5.0,1195.688005,934,66,2,13,27,block_8_1,cyclic_4_1,block_2_1,complete_1,complete_1,block_8_1,block_8_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_32,pipeline_1,unroll_2,unroll,pipeline_1,unroll_4,unroll,unroll,pipeline_1,27.0,0.6520726460755093,False
workload_1212.cpp,xczu7ev-ffvc1156-2-e,5.0,11391.586285,327,53,1,4,31,cyclic_32_1,cyclic_128_1,cyclic_4_1,block_16_2,block_4_1,complete_1,block_8_1,cyclic_8_1,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_4,unroll,unroll_8,pipeline,unroll_4,unroll_2,unroll,22.25,0.6117211470755278,False
workload_1214.cpp,xczu7ev-ffvc1156-2-e,5.0,11551.321925,919,34,28,18,51,block_4_1,block_64_1,block_64_1,block_16_2,cyclic_4_1,block_4_1,block_8_1,complete_1,block_4_1,complete_1,unroll_16,unroll_8,unroll_2,unroll_2,unroll_2,pipeline_1,unroll,unroll_4,unroll_32,32.75,0.4430285545567457,False
workload_1215.cpp,xczu7ev-ffvc1156-2-e,5.0,6741.555545,735,58,11,19,33,block_16_1,block_8_1,block_2_1,block_16_2,block_2_1,cyclic_8_1,complete_1,cyclic_8_1,block_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_8,pipeline,unroll_2,unroll_2,unroll_2,30.25,0.5340317931006435,False
workload_1216.cpp,xczu7ev-ffvc1156-2-e,5.0,6745.273365,579,42,1,9,34,cyclic_64_1,block_16_1,block_4_1,block_16_2,block_4_1,complete_1,block_8_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_16,unroll_8,unroll_2,unroll_2,pipeline,pipeline,unroll_4,unroll_2,unroll,21.5,0.6924037926764416,False
workload_1217.cpp,xczu7ev-ffvc1156-2-e,5.0,3113.695125,314,38,3,6,23,block_4_1,cyclic_4_1,block_8_1,cyclic_4_1,block_2_1,block_8_1,block_8_1,cyclic_8_1,cyclic_2_1,cyclic_2_1,unroll_32,unroll_8,unroll_2,unroll,pipeline_1,unroll_4,unroll_4,unroll,pipeline,17.5,0.8250459461506218,False
workload_1218.cpp,xczu7ev-ffvc1156-2-e,5.0,1109.204165,785,78,2,12,21,block_4_1,block_8_1,block_2_1,complete_1,complete_1,cyclic_4_1,block_8_1,block_4_1,cyclic_2_1,complete_1,unroll_8,pipeline_1,unroll_2,unroll,unroll_2,unroll_4,unroll,unroll_2,pipeline_1,28.25,0.6293118929564432,False
workload_1219.cpp,xczu7ev-ffvc1156-2-e,5.0,2403.236245,1426,54,11,16,23,block_8_1,cyclic_4_1,block_2_1,cyclic_4_1,cyclic_2_1,complete_1,block_4_1,block_4_1,block_4_1,cyclic_4_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline,unroll_2,unroll_2,pipeline,26.0,0.6583714150855163,False
workload_1220.cpp,xczu7ev-ffvc1156-2-e,5.0,13692.177045,145,47,4,6,18,block_16_1,block_8_1,cyclic_4_1,block_4_1,cyclic_4_1,cyclic_2_1,complete_1,cyclic_4_1,complete_1,block_4_1,pipeline_1,unroll_2,unroll_2,unroll,unroll_8,unroll_8,unroll_4,unroll_4,unroll_2,18.75,0.6294374009334659,False
workload_1221.cpp,xczu7ev-ffvc1156-2-e,5.0,6397.711045,784,60,8,16,33,block_16_1,cyclic_4_1,block_8_1,block_16_2,block_4_1,block_8_1,block_8_1,cyclic_8_1,block_4_1,complete_1,unroll_32,pipeline_1,unroll_2,unroll,pipeline_1,unroll_2,unroll,unroll_2,pipeline,29.25,0.5547987279706218,False
workload_1223.cpp,xczu7ev-ffvc1156-2-e,5.0,13226.370245,542,33,1,39,77,block_4_1,block_16_1,block_2_1,block_16_2,complete_1,block_8_1,block_8_1,block_4_1,cyclic_8_1,complete_1,unroll_16,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_4,unroll,unroll_2,unroll_32,37.5,0.36139938351711653,False
workload_1224.cpp,xczu7ev-ffvc1156-2-e,5.0,11040.878425,191,36,5,7,19,block_8_1,block_4_1,cyclic_4_1,cyclic_4_1,block_4_1,complete_1,block_8_1,block_4_1,cyclic_8_1,cyclic_4_1,unroll_2,unroll_2,unroll_8,unroll_2,unroll_4,unroll_2,unroll_2,unroll_2,unroll_32,16.75,0.706893233683403,False
workload_1226.cpp,xczu7ev-ffvc1156-2-e,5.0,3595.208025,887,36,5,19,34,block_8_1,cyclic_16_1,block_2_1,cyclic_2_1,block_2_1,complete_1,block_8_1,complete_1,cyclic_8_1,cyclic_4_1,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_4,pipeline,unroll_2,unroll_2,unroll_32,23.5,0.6936904152212294,False
workload_1227.cpp,xczu7ev-ffvc1156-2-e,5.0,6607.432725,1139,51,22,14,33,cyclic_64_1,block_4_1,cyclic_4_1,block_16_2,block_4_1,block_8_1,block_8_1,complete_1,cyclic_8_1,block_4_1,unroll_16,pipeline_1,unroll_2,unroll,unroll_2,pipeline_1,unroll_4,unroll_2,unroll,30.0,0.5397038952887004,False
workload_1228.cpp,xczu7ev-ffvc1156-2-e,5.0,13443.223445,1419,47,7,16,55,block_8_1,cyclic_16_1,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_4_1,block_2_1,cyclic_4_1,pipeline_1,unroll_64,unroll_2,unroll_2,unroll_2,unroll_2,unroll_2,unroll_2,pipeline,31.25,0.44431634292298017,False
workload_1229.cpp,xczu7ev-ffvc1156-2-e,5.0,4078.541125,934,43,1,15,59,cyclic_64_1,block_8_1,cyclic_32_1,block_2_2,cyclic_4_1,block_8_1,block_8_1,cyclic_2_1,block_4_1,cyclic_2_1,unroll_32,unroll_8,unroll_2,unroll_2,pipeline,pipeline,unroll,unroll_4,unroll_32,29.5,0.5755939727902233,False
workload_1230.cpp,xczu7ev-ffvc1156-2-e,5.0,6541.890905,189,44,1,5,19,block_16_1,block_8_1,block_2_1,cyclic_16_2,block_2_1,cyclic_4_1,cyclic_2_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_8,pipeline,unroll_2,unroll_2,unroll_2,17.25,0.7788064001998078,False
workload_1231.cpp,xczu7ev-ffvc1156-2-e,5.0,11281.458885,813,33,2,13,22,block_4_1,block_2_1,block_4_1,block_16_2,complete_1,block_8_1,block_8_1,complete_1,cyclic_2_1,complete_1,unroll_16,pipeline_1,unroll_2,unroll,unroll_2,pipeline,unroll,unroll_2,pipeline,17.5,0.6910548960072262,False
workload_1233.cpp,xczu7ev-ffvc1156-2-e,5.0,1109.205525,770,77,2,12,19,block_4_1,cyclic_4_1,block_2_1,complete_1,complete_1,block_8_1,block_4_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_8,pipeline_1,unroll_2,unroll,unroll_2,unroll_4,unroll_4,unroll_2,pipeline_1,27.5,0.6434460473975868,False
workload_1234.cpp,xczu7ev-ffvc1156-2-e,5.0,2403.236245,1444,55,11,16,23,block_8_1,cyclic_16_1,block_2_1,cyclic_4_1,block_2_1,complete_1,block_4_1,block_4_1,block_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,unroll_8,unroll_2,unroll_2,unroll_32,26.25,0.6535713797329072,False
workload_1238.cpp,xczu7ev-ffvc1156-2-e,5.0,13371.174745,189,36,4,6,19,block_8_1,cyclic_16_1,block_4_1,block_16_2,cyclic_4_1,complete_1,block_4_1,complete_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_8,unroll_2,unroll_4,unroll_2,unroll_2,unroll_2,unroll_32,16.25,0.6789584595718876,False
workload_1239.cpp,xczu7ev-ffvc1156-2-e,5.0,12227.793605,155,33,1,3,14,block_4_1,block_16_1,block_4_1,block_16_2,block_4_1,complete_1,block_8_1,complete_1,block_4_1,block_4_1,unroll_16,unroll_2,unroll_2,unroll,unroll_2,unroll_4,unroll,unroll_2,pipeline_1,12.75,0.7926127803299831,False
workload_1240.cpp,xczu7ev-ffvc1156-2-e,5.0,1103.947285,373,61,1,9,17,cyclic_4_1,block_32_1,block_2_1,complete_1,cyclic_4_1,block_8_1,complete_1,block_2_1,cyclic_8_1,block_8_1,pipeline_1,pipeline_1,unroll_2,unroll,unroll_8,pipeline,unroll_4,unroll_2,unroll_32,22.0,0.7529753651039236,False
workload_1241.cpp,xczu7ev-ffvc1156-2-e,5.0,1103.947285,378,61,1,9,17,cyclic_4_1,block_32_1,block_2_1,complete_1,block_2_1,block_8_1,complete_1,block_4_1,block_2_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll,pipeline_1,pipeline,unroll_4,unroll_2,pipeline,22.0,0.7529753651039236,False
workload_1242.cpp,xczu7ev-ffvc1156-2-e,5.0,11492.257625,403,36,4,11,29,block_8_1,cyclic_16_1,block_2_1,block_16_2,block_4_1,complete_1,block_8_1,block_4_1,block_2_1,cyclic_4_1,unroll_2,unroll_8,unroll_8,unroll_2,unroll_4,pipeline,unroll_2,unroll_2,unroll_32,20.0,0.6474628045940393,False
workload_1243.cpp,xczu7ev-ffvc1156-2-e,5.0,6262.930965,1019,71,9,8,30,cyclic_64_1,cyclic_16_1,block_4_1,block_16_2,block_2_1,block_8_1,block_4_1,block_4_1,cyclic_4_1,block_4_1,unroll_16,pipeline_1,unroll_2,unroll_2,unroll_8,pipeline,unroll_4,unroll_2,unroll,29.5,0.5519923181438021,False
workload_1244.cpp,xczu7ev-ffvc1156-2-e,5.0,1109.183685,829,81,2,13,25,block_4_1,block_4_1,cyclic_4_1,complete_1,complete_1,block_8_1,block_8_1,block_4_1,cyclic_2_1,complete_1,unroll_32,pipeline_1,unroll_2,unroll,unroll_2,unroll_4,unroll,unroll_2,pipeline_1,30.25,0.5925738855975945,False
workload_1245.cpp,xczu7ev-ffvc1156-2-e,5.0,6977.186965,1499,47,1,7,47,cyclic_64_1,block_8_1,block_4_1,cyclic_4_1,cyclic_4_1,cyclic_4_1,block_8_1,cyclic_2_1,block_4_1,cyclic_4_1,unroll_32,unroll_8,unroll_2,unroll_2,pipeline,unroll_2,unroll_4,unroll_4,unroll_32,25.5,0.614357706475087,False
workload_1246.cpp,xczu7ev-ffvc1156-2-e,5.0,6303.419285,627,36,2,12,17,block_8_1,cyclic_16_1,block_2_1,block_16_2,complete_1,cyclic_4_1,block_4_1,block_4_1,block_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_2,unroll,unroll,pipeline,unroll_2,unroll_2,pipeline,16.75,0.7926547322197508,False
workload_1247.cpp,xczu7ev-ffvc1156-2-e,5.0,7141.525525,1515,52,1,5,42,cyclic_64_1,cyclic_4_1,block_8_1,block_8_1,block_2_1,block_8_1,block_8_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_32,unroll_16,unroll_2,unroll,pipeline_1,unroll_4,unroll_4,unroll_2,pipeline,25.0,0.6214010355153324,False
workload_1248.cpp,xczu7ev-ffvc1156-2-e,5.0,11373.210585,947,36,2,17,37,block_8_1,cyclic_32_1,block_2_1,block_16_2,complete_1,block_8_1,block_4_1,cyclic_8_1,cyclic_2_1,cyclic_4_1,unroll_16,pipeline_1,unroll_8,unroll,unroll_4,pipeline,unroll_4,unroll_2,pipeline_1,23.0,0.59948067605205,False
workload_1249.cpp,xczu7ev-ffvc1156-2-e,5.0,8998.174405,213,41,2,5,18,block_4_1,block_2_1,block_4_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,complete_1,cyclic_8_1,complete_1,unroll_32,unroll_2,unroll_2,unroll,pipeline_1,unroll_8,unroll,unroll_2,unroll_8,16.5,0.7492976798833809,False
workload_1250.cpp,xczu7ev-ffvc1156-2-e,5.0,6352.381785,609,46,1,8,36,cyclic_64_1,block_4_1,block_2_1,cyclic_16_2,block_2_1,complete_1,block_4_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_8,unroll_8,unroll_8,unroll_2,unroll_8,pipeline,unroll_2,unroll_2,unroll_2,22.75,0.673769138285504,False
workload_1251.cpp,xczu7ev-ffvc1156-2-e,5.0,11443.983045,714,39,1,8,30,block_16_1,block_2_1,block_2_1,block_16_2,cyclic_4_1,cyclic_4_1,cyclic_4_1,block_4_1,cyclic_2_1,complete_1,unroll_16,unroll_2,unroll_8,unroll,unroll_2,pipeline,unroll,unroll_2,unroll_8,19.5,0.6564283584977365,False
workload_1253.cpp,xczu7ev-ffvc1156-2-e,5.0,2403.236245,1421,54,11,16,23,block_8_1,cyclic_4_1,block_2_1,cyclic_4_1,cyclic_2_1,complete_1,block_8_1,block_4_1,block_4_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline,unroll_2,unroll_2,pipeline,26.0,0.6583714150855163,False
workload_1254.cpp,xczu7ev-ffvc1156-2-e,5.0,6592.581465,278,43,56,23,42,block_16_1,cyclic_4_1,block_2_1,cyclic_16_2,block_2_1,block_8_1,block_8_1,cyclic_8_1,cyclic_2_1,cyclic_4_1,unroll_32,unroll_2,unroll_8,unroll_2,unroll_8,pipeline,unroll_2,unroll_2,unroll_2,41.0,0.3730491236360056,False
workload_1255.cpp,xczu7ev-ffvc1156-2-e,5.0,6397.711045,790,60,8,16,33,block_16_1,cyclic_4_1,block_8_1,block_16_2,block_4_1,block_8_1,block_8_1,cyclic_8_1,block_4_1,block_8_1,unroll_32,pipeline_1,unroll_2,unroll,unroll_4,unroll_2,unroll,unroll_2,unroll_4,29.25,0.5547987279706218,False
workload_1256.cpp,xczu7ev-ffvc1156-2-e,5.0,9709.186905,187,36,5,7,19,block_8_1,cyclic_4_1,block_2_1,cyclic_4_1,block_4_1,complete_1,block_8_1,block_4_1,cyclic_8_1,cyclic_4_1,unroll_2,unroll_2,unroll_8,unroll_2,unroll_4,unroll_2,unroll_2,unroll_2,unroll_32,16.75,0.7319199536870611,False
workload_1257.cpp,xczu7ev-ffvc1156-2-e,5.0,7067.629765,884,58,1,7,38,cyclic_4_1,cyclic_16_1,block_2_1,block_8_1,cyclic_4_1,complete_1,cyclic_4_1,complete_1,cyclic_8_1,complete_1,pipeline,unroll_2,unroll_8,pipeline_1,pipeline,unroll_8,unroll,unroll_2,unroll_32,26.0,0.6042149741718996,False
workload_1259.cpp,xczu7ev-ffvc1156-2-e,5.0,11281.458885,822,33,2,13,22,block_4_1,block_2_1,block_4_1,block_16_2,block_2_1,complete_1,block_8_1,complete_1,block_4_1,complete_1,unroll_16,pipeline_1,unroll_2,unroll,unroll_2,pipeline,unroll,unroll_2,unroll_8,17.5,0.6910548960072262,False
workload_1260.cpp,xczu7ev-ffvc1156-2-e,5.0,3608.495685,1513,45,8,16,33,block_16_1,cyclic_4_1,cyclic_32_1,block_2_2,cyclic_2_1,block_8_1,block_8_1,block_8_1,block_4_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline,pipeline,unroll,unroll,pipeline,25.5,0.6544924600653982,False
workload_1261.cpp,xczu7ev-ffvc1156-2-e,5.0,8494.863045,623,52,2,10,33,block_4_1,block_2_1,block_4_1,cyclic_4_1,block_2_1,cyclic_8_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_16,unroll_2,unroll_8,unroll,pipeline,unroll_8,unroll,unroll_2,unroll_32,24.25,0.6174901500840217,False
workload_1262.cpp,xczu7ev-ffvc1156-2-e,5.0,3113.695125,312,38,3,6,23,block_4_1,cyclic_4_1,block_8_1,cyclic_4_1,block_2_1,block_8_1,block_4_1,cyclic_8_1,cyclic_2_1,cyclic_4_1,unroll_32,unroll_8,unroll_2,unroll,pipeline_1,unroll_4,unroll_4,unroll,pipeline,17.5,0.8250459461506218,False
workload_1264.cpp,xczu7ev-ffvc1156-2-e,5.0,11380.248045,710,53,1,8,42,cyclic_32_1,cyclic_128_1,cyclic_4_1,block_16_2,complete_1,block_8_1,block_8_1,cyclic_8_1,cyclic_8_1,complete_1,unroll_4,unroll_8,unroll_4,unroll_2,unroll_8,pipeline,unroll_4,unroll_2,unroll,26.0,0.5497210923069134,False
workload_1265.cpp,xczu7ev-ffvc1156-2-e,5.0,6840.545625,366,35,2,11,25,block_8_1,block_2_1,block_2_1,cyclic_4_1,cyclic_8_1,complete_1,block_4_1,block_4_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline,pipeline,unroll_2,unroll_2,unroll_32,18.25,0.7543328689489337,False
workload_1266.cpp,xczu7ev-ffvc1156-2-e,5.0,6455.383385,167,38,1,5,17,block_4_1,block_8_1,block_4_1,cyclic_16_2,block_2_1,cyclic_8_1,cyclic_2_1,complete_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_8,pipeline,unroll_2,unroll_2,unroll_2,15.25,0.8190622484579408,False
workload_1267.cpp,xczu7ev-ffvc1156-2-e,5.0,6741.111365,1532,33,1,11,32,block_4_1,block_2_1,cyclic_8_1,block_16_2,block_2_1,cyclic_8_1,cyclic_4_1,complete_1,cyclic_2_1,cyclic_2_1,pipeline,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline,unroll,unroll,unroll_4,19.25,0.7362719131198902,False
workload_1268.cpp,xczu7ev-ffvc1156-2-e,5.0,4025.124185,1082,37,16,25,42,block_8_1,block_8_1,cyclic_8_1,cyclic_2_1,block_2_1,cyclic_8_1,block_8_1,complete_1,cyclic_8_1,cyclic_4_1,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_4,pipeline,unroll_2,unroll_2,unroll_32,30.0,0.5673415037461486,False
workload_1270.cpp,xczu7ev-ffvc1156-2-e,5.0,6449.999685,797,33,28,15,52,block_4_1,block_64_1,block_64_1,complete_2,cyclic_4_1,block_4_1,block_8_1,block_4_1,cyclic_2_1,complete_1,unroll_16,unroll_8,unroll_2,unroll_2,unroll_2,pipeline_1,unroll,unroll_4,unroll_32,32.0,0.5081456135930109,False
workload_1271.cpp,xczu7ev-ffvc1156-2-e,5.0,6552.381125,1078,91,12,22,43,block_4_1,block_8_1,block_4_1,block_16_2,complete_1,block_8_1,block_8_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_16,pipeline_1,unroll_8,unroll,unroll_2,pipeline,unroll,unroll_2,pipeline,42.0,0.3601432386309029,False
workload_1272.cpp,xczu7ev-ffvc1156-2-e,5.0,11550.458585,1537,48,1,9,41,block_8_1,cyclic_16_1,cyclic_32_1,cyclic_4_1,block_2_1,complete_1,block_8_1,block_4_1,cyclic_4_1,cyclic_4_1,pipeline,unroll_2,unroll_8,unroll_2,unroll_4,pipeline,unroll_2,unroll,unroll_32,24.75,0.5679066629240113,False
workload_1273.cpp,xczu7ev-ffvc1156-2-e,5.0,6547.139605,694,33,7,13,20,cyclic_4_1,block_4_1,cyclic_4_1,block_16_2,block_4_1,block_8_1,block_8_1,complete_1,cyclic_8_1,block_4_1,unroll_16,pipeline_1,unroll_2,unroll,unroll_2,pipeline_1,unroll_4,unroll_2,unroll,18.25,0.7589662566518843,False
