Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_2_1,Area,Weight,is_pareto
viterbi_1364.c,xczu7ev-ffvc1156-2-e,5.0,1.56654,226,5,1,10,28,cyclic_2_2,unroll_32,unroll_4,pipeline_1,pipeline_1,pipeline,unroll_4,unroll_8,11.0,0.7555272203315295,False
viterbi_1365.c,xczu7ev-ffvc1156-2-e,5.0,4.713845,119,7,1,5,13,cyclic_4_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_16,pipeline_1,pipeline_1,6.5,0.845759113900598,False
viterbi_1366.c,xczu7ev-ffvc1156-2-e,5.0,1.566505,208,8,1,10,27,cyclic_8_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll_8,11.5,0.7430037834247026,False
viterbi_1368.c,xczu7ev-ffvc1156-2-e,5.0,4.748265,45,8,1,1,2,cyclic_8_2,unroll_2,unroll_2,pipeline,unroll_2,unroll_2,pipeline_1,pipeline_1,3.0,0.9775238688737666,False
viterbi_1369.c,xczu7ev-ffvc1156-2-e,5.0,4.777545,56,5,1,1,3,block_32_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline,pipeline_1,2.5,0.9920047485696717,False
viterbi_1370.c,xczu7ev-ffvc1156-2-e,5.0,1.577675,101,5,1,6,12,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline,pipeline_1,pipeline_1,6.0,1.0,True
viterbi_1371.c,xczu7ev-ffvc1156-2-e,5.0,1.57925,105,10,1,5,12,block_128_1,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,7.0,0.8589365243189808,False
viterbi_1372.c,xczu7ev-ffvc1156-2-e,5.0,20.229345,62,5,1,1,4,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,unroll_8,2.75,0.6554263330853551,False
viterbi_1373.c,xczu7ev-ffvc1156-2-e,5.0,1.57761,181,8,1,8,22,cyclic_8_2,unroll_32,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline,9.75,0.7871861059858475,False
viterbi_1374.c,xczu7ev-ffvc1156-2-e,5.0,4.722245,88,10,1,3,9,cyclic_16_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,5.75,0.8856068666833762,False
viterbi_1375.c,xczu7ev-ffvc1156-2-e,5.0,1.566505,232,5,1,10,27,cyclic_2_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,10.75,0.7618287858558412,False
viterbi_1376.c,xczu7ev-ffvc1156-2-e,5.0,4.74478,54,8,1,1,2,cyclic_8_2,pipeline_1,unroll_2,pipeline,unroll_4,unroll_2,pipeline_1,pipeline_1,3.0,0.9775667172463518,False
viterbi_1377.c,xczu7ev-ffvc1156-2-e,5.0,19.696645,115,5,1,3,13,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_8,5.5,0.6474474644310261,False
viterbi_1378.c,xczu7ev-ffvc1156-2-e,5.0,1.577775,104,7,1,5,12,cyclic_4_2,unroll_32,unroll_2,pipeline_1,unroll_2,pipeline,pipeline_1,unroll_8,6.25,0.8787875401473001,False
viterbi_1379.c,xczu7ev-ffvc1156-2-e,5.0,4.724875,91,5,1,3,9,cyclic_2_2,unroll,unroll_2,pipeline_1,unroll_2,unroll_16,pipeline_1,pipeline_1,4.5,0.9341470295348911,False
viterbi_1380.c,xczu7ev-ffvc1156-2-e,5.0,1.577885,105,5,1,5,12,cyclic_2_2,unroll_32,unroll_2,pipeline_1,unroll_2,pipeline,pipeline_1,pipeline_1,5.75,0.8919389294616238,False
viterbi_1381.c,xczu7ev-ffvc1156-2-e,5.0,63.119045,66,5,1,1,5,cyclic_2_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_8,3.0,0.13352575358776353,False
viterbi_1382.c,xczu7ev-ffvc1156-2-e,5.0,1.56648,171,7,1,7,18,cyclic_4_2,unroll,unroll_2,pipeline_1,pipeline_1,pipeline,pipeline_1,pipeline_1,8.25,0.8261529165676701,False
viterbi_1383.c,xczu7ev-ffvc1156-2-e,5.0,4.733455,79,5,1,2,8,block_128_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,4.0,0.9484562531508319,False
viterbi_1384.c,xczu7ev-ffvc1156-2-e,5.0,1.57925,100,10,1,5,12,block_128_1,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline,pipeline_1,unroll_8,7.0,0.8589365243189808,False
viterbi_1385.c,xczu7ev-ffvc1156-2-e,5.0,19.685195,286,8,1,7,29,cyclic_8_2,unroll_32,unroll_4,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_8,11.25,0.5328527311982797,False
viterbi_1386.c,xczu7ev-ffvc1156-2-e,5.0,1.56665,137,8,1,7,17,cyclic_8_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_8,8.25,0.8261514384204414,False
viterbi_1387.c,xczu7ev-ffvc1156-2-e,5.0,1.56851,139,5,1,7,17,cyclic_2_2,unroll_2,unroll_2,pipeline,pipeline_1,pipeline,pipeline_1,pipeline_1,7.5,0.8458127332442255,False
viterbi_1388.c,xczu7ev-ffvc1156-2-e,5.0,6.6841,181,5,1,5,18,cyclic_2_1,unroll_4,unroll_2,pipeline,pipeline_1,pipeline,pipeline_1,pipeline_1,7.25,0.7981875854792264,False
viterbi_1389.c,xczu7ev-ffvc1156-2-e,5.0,4.714775,179,5,1,5,15,block_128_1,pipeline_1,unroll_2,unroll,pipeline_1,unroll_16,pipeline_1,pipeline_1,6.5,0.8457553894456613,False
viterbi_1390.c,xczu7ev-ffvc1156-2-e,5.0,4.73329,62,5,1,1,4,cyclic_2_1,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_4,pipeline_1,pipeline_1,2.75,0.9850905501946816,False
viterbi_1391.c,xczu7ev-ffvc1156-2-e,5.0,1.577675,121,5,1,6,12,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,6.0,1.0,True
viterbi_1392.c,xczu7ev-ffvc1156-2-e,5.0,1.62527,718,5,1,17,75,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll,24.5,0.26489456292485836,False
viterbi_1393.c,xczu7ev-ffvc1156-2-e,5.0,1.577885,105,5,1,5,12,cyclic_2_2,unroll_32,unroll_2,pipeline_1,unroll_2,pipeline,pipeline_1,unroll_8,5.75,0.8919389294616238,False
viterbi_1394.c,xczu7ev-ffvc1156-2-e,5.0,1.56665,140,5,1,7,17,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_8,unroll_8,7.5,1.0,True
viterbi_1395.c,xczu7ev-ffvc1156-2-e,5.0,1.577675,99,5,1,6,12,cyclic_2_2,pipeline,unroll_2,pipeline_1,unroll_4,pipeline,pipeline_1,unroll_8,6.0,1.0,True
viterbi_1396.c,xczu7ev-ffvc1156-2-e,5.0,1.57785,96,5,1,5,12,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline,pipeline_1,pipeline_1,5.75,1.0,True
viterbi_1397.c,xczu7ev-ffvc1156-2-e,5.0,1.56663,219,5,1,10,28,cyclic_2_2,unroll_16,unroll_4,pipeline_1,pipeline_1,pipeline,pipeline_1,pipeline_1,11.0,0.7555264081682712,False
viterbi_1398.c,xczu7ev-ffvc1156-2-e,5.0,1.609645,426,8,1,15,47,cyclic_8_2,unroll_32,unroll_8,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll_8,17.75,0.48179598168793314,False
viterbi_1399.c,xczu7ev-ffvc1156-2-e,5.0,1.56643,216,7,1,10,28,cyclic_4_2,unroll_32,unroll_4,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_8,11.5,0.7430044599884278,False
viterbi_1400.c,xczu7ev-ffvc1156-2-e,5.0,1.72415,106,8,1,6,13,cyclic_8_2,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll,7.0,0.8577159672982814,False
viterbi_1401.c,xczu7ev-ffvc1156-2-e,5.0,4.744645,50,8,1,1,2,cyclic_8_2,pipeline,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,3.0,0.9775683754343761,False
viterbi_1402.c,xczu7ev-ffvc1156-2-e,5.0,4.74447,51,5,1,1,2,block_128_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,pipeline_1,pipeline_1,2.25,1.0,True
viterbi_1403.c,xczu7ev-ffvc1156-2-e,5.0,4.874145,67,5,1,2,6,cyclic_2_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_8,pipeline_1,3.5,0.9612851322858827,False
viterbi_1404.c,xczu7ev-ffvc1156-2-e,5.0,4.722255,86,5,1,2,8,block_128_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,4.0,1.0,True
viterbi_1405.c,xczu7ev-ffvc1156-2-e,5.0,4.733445,54,5,1,1,3,block_32_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,pipeline_1,2.5,0.9925608176248994,False
viterbi_1406.c,xczu7ev-ffvc1156-2-e,5.0,1.57799,102,5,1,6,12,cyclic_2_2,pipeline_1,unroll_2,pipeline,unroll_4,pipeline,pipeline_1,pipeline_1,6.0,0.8853819941870977,False
viterbi_1407.c,xczu7ev-ffvc1156-2-e,5.0,4.744645,94,10,1,3,10,cyclic_32_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,6.0,0.8721059057950759,False
viterbi_1408.c,xczu7ev-ffvc1156-2-e,5.0,7.19316,199,5,1,6,23,cyclic_2_1,unroll_32,unroll_4,pipeline_1,unroll_2,pipeline,unroll_2,unroll_8,8.75,0.7535567636860385,False
viterbi_1409.c,xczu7ev-ffvc1156-2-e,5.0,1.566505,254,8,1,10,27,cyclic_8_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline,pipeline_1,pipeline_1,11.5,0.7430037834247026,False
viterbi_1410.c,xczu7ev-ffvc1156-2-e,5.0,1.57785,112,7,1,5,12,cyclic_4_2,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline,pipeline_1,pipeline_1,6.25,0.8787869446089478,False
viterbi_1411.c,xczu7ev-ffvc1156-2-e,5.0,1.57925,101,10,1,5,12,block_128_1,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline,pipeline_1,pipeline_1,7.0,0.8589365243189808,False
viterbi_1412.c,xczu7ev-ffvc1156-2-e,5.0,1.577845,166,5,1,8,22,cyclic_2_2,pipeline_1,unroll_4,pipeline,unroll_4,pipeline,pipeline_1,pipeline_1,9.0,0.8065253058257348,False
viterbi_1413.c,xczu7ev-ffvc1156-2-e,5.0,4.7275,73,8,1,2,6,cyclic_8_2,unroll,unroll_2,pipeline_1,unroll_4,unroll_8,pipeline_1,pipeline_1,4.25,0.9413063898107252,False
viterbi_1414.c,xczu7ev-ffvc1156-2-e,5.0,4.722075,95,5,1,3,9,cyclic_2_2,unroll,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,4.5,1.0,True
viterbi_1415.c,xczu7ev-ffvc1156-2-e,5.0,19.73045,157,8,1,5,17,cyclic_8_2,unroll_32,unroll_2,unroll,pipeline_1,unroll_4,unroll_8,unroll_8,7.75,0.6067892837048423,False
viterbi_1416.c,xczu7ev-ffvc1156-2-e,5.0,1.57785,99,5,1,5,12,cyclic_2_2,pipeline,unroll_2,pipeline_1,unroll_2,pipeline,pipeline_1,unroll_8,5.75,1.0,True
viterbi_1417.c,xczu7ev-ffvc1156-2-e,5.0,6.69415,111,5,1,4,12,cyclic_2_1,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline,pipeline_1,pipeline_1,5.5,0.8788130553991508,False
viterbi_1418.c,xczu7ev-ffvc1156-2-e,5.0,1.56654,234,5,1,10,28,cyclic_2_2,unroll_32,unroll_4,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_8,11.0,0.7555272203315295,False
viterbi_1419.c,xczu7ev-ffvc1156-2-e,5.0,1.5664,244,10,1,10,28,cyclic_16_2,unroll_32,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline,12.25,1.0,True
viterbi_1420.c,xczu7ev-ffvc1156-2-e,5.0,1.566745,228,7,1,10,27,cyclic_4_2,unroll_32,unroll_4,pipeline,pipeline_1,pipeline,unroll_4,pipeline_1,11.25,0.7492502444917682,False
viterbi_1421.c,xczu7ev-ffvc1156-2-e,5.0,1.57768,115,5,1,5,13,cyclic_2_2,unroll,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,6.0,0.8853843990023571,False
viterbi_1422.c,xczu7ev-ffvc1156-2-e,5.0,4.725045,84,5,1,3,7,cyclic_2_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_16,pipeline_1,pipeline_1,4.0,0.9485574441166951,False
viterbi_1423.c,xczu7ev-ffvc1156-2-e,5.0,1.56641,232,8,1,10,27,cyclic_8_2,unroll_32,unroll_4,pipeline_1,pipeline_1,pipeline,pipeline_1,pipeline,11.5,1.0,True
viterbi_1424.c,xczu7ev-ffvc1156-2-e,5.0,63.09188,157,5,1,4,15,cyclic_2_1,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_4,6.25,0.13172565445311807,False
viterbi_1425.c,xczu7ev-ffvc1156-2-e,5.0,1.56665,149,5,1,7,17,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_8,7.5,1.0,True
viterbi_1426.c,xczu7ev-ffvc1156-2-e,5.0,4.716645,116,5,1,4,10,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,5.0,1.0,True
viterbi_1427.c,xczu7ev-ffvc1156-2-e,5.0,4.725045,86,5,1,2,7,block_32_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_16,pipeline_1,pipeline_1,3.75,1.0,True
viterbi_1428.c,xczu7ev-ffvc1156-2-e,5.0,1.56641,265,8,1,10,27,cyclic_8_2,unroll_32,unroll_4,pipeline_1,pipeline_1,pipeline,unroll,unroll_8,11.5,1.0,True
viterbi_1429.c,xczu7ev-ffvc1156-2-e,5.0,19.719045,98,5,1,3,10,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_8,4.75,0.6544634795651237,False
viterbi_1430.c,xczu7ev-ffvc1156-2-e,5.0,1.56654,280,5,1,10,28,cyclic_2_2,unroll_32,unroll_4,pipeline_1,pipeline_1,pipeline,unroll_2,unroll,11.0,0.7555272203315295,False
viterbi_1431.c,xczu7ev-ffvc1156-2-e,5.0,1.56665,176,8,1,7,17,cyclic_8_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_8,unroll_8,8.25,0.8261514384204414,False
viterbi_1435.c,xczu7ev-ffvc1156-2-e,5.0,1.66377,719,9,1,18,76,cyclic_8_2,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_8,pipeline,unroll,26.0,0.22887476695807366,False
viterbi_1437.c,xczu7ev-ffvc1156-2-e,5.0,4.77807,58,10,1,1,3,cyclic_16_2,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,pipeline_1,pipeline_1,3.75,0.955198425584955,False
viterbi_1438.c,xczu7ev-ffvc1156-2-e,5.0,63.10209,103,5,1,3,11,cyclic_2_1,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_2,5.0,0.1327620568414617,False
viterbi_1439.c,xczu7ev-ffvc1156-2-e,5.0,1.56763,140,5,1,7,17,cyclic_2_2,unroll_4,unroll_2,pipeline,pipeline_1,pipeline,unroll_8,pipeline_1,7.5,0.8458202578234687,False
viterbi_1440.c,xczu7ev-ffvc1156-2-e,5.0,1.566555,145,8,1,7,18,cyclic_8_2,unroll_32,unroll_2,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll_4,8.5,0.8196247165897098,False
viterbi_1441.c,xczu7ev-ffvc1156-2-e,5.0,1.566685,147,5,1,7,18,cyclic_2_2,unroll_32,unroll_2,pipeline_1,pipeline_1,pipeline,pipeline_1,pipeline,7.75,0.8392545696503197,False
viterbi_1442.c,xczu7ev-ffvc1156-2-e,5.0,1.567355,150,10,1,7,18,block_32_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,9.0,0.8066186639680565,False
viterbi_1443.c,xczu7ev-ffvc1156-2-e,5.0,4.716475,105,5,1,4,11,cyclic_2_2,unroll,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,5.25,1.0,True
viterbi_1444.c,xczu7ev-ffvc1156-2-e,5.0,4.75972,157,5,1,4,12,block_128_1,pipeline_1,unroll_2,pipeline_1,pipeline,unroll_16,pipeline_1,pipeline_1,5.5,0.898975067885646,False
viterbi_1445.c,xczu7ev-ffvc1156-2-e,5.0,4.71679,104,8,1,4,11,cyclic_8_2,unroll,unroll_2,pipeline,pipeline_1,unroll_8,pipeline_1,pipeline_1,6.0,0.8722198760954061,False
viterbi_1446.c,xczu7ev-ffvc1156-2-e,5.0,1.56797,229,10,1,9,29,block_64_1,unroll_32,unroll_4,pipeline_1,pipeline_1,pipeline,unroll_8,unroll_8,12.25,0.7244069617415188,False
viterbi_1447.c,xczu7ev-ffvc1156-2-e,5.0,4.716655,102,5,1,3,10,cyclic_2_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,4.75,1.0,True
viterbi_1448.c,xczu7ev-ffvc1156-2-e,5.0,1.612375,238,8,1,9,26,cyclic_8_2,pipeline_1,unroll_4,pipeline_1,pipeline,pipeline,unroll_8,unroll,11.0,0.7551131511708801,False
viterbi_1449.c,xczu7ev-ffvc1156-2-e,5.0,4.727845,63,5,1,2,5,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,3.25,0.9704212945974167,False
viterbi_1450.c,xczu7ev-ffvc1156-2-e,5.0,4.7331,63,8,1,1,4,cyclic_8_2,unroll,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,pipeline_1,3.5,0.9630359477086117,False
viterbi_1451.c,xczu7ev-ffvc1156-2-e,5.0,4.72231,90,5,1,2,9,block_128_1,unroll_32,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,4.25,0.9413685293081517,False
viterbi_1452.c,xczu7ev-ffvc1156-2-e,5.0,1.577705,174,10,1,8,22,cyclic_16_2,pipeline_1,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,10.25,0.7744070252717833,False
viterbi_1453.c,xczu7ev-ffvc1156-2-e,5.0,1.57763,194,7,1,8,22,cyclic_4_2,unroll_32,unroll_4,pipeline_1,unroll_2,pipeline,pipeline_1,unroll_8,9.5,0.7936105972679983,False
viterbi_1454.c,xczu7ev-ffvc1156-2-e,5.0,1.62195,105,5,1,5,12,cyclic_2_2,pipeline,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline,pipeline_1,5.75,0.8919360052953819,False
viterbi_1455.c,xczu7ev-ffvc1156-2-e,5.0,19.696475,122,5,1,3,14,cyclic_2_2,unroll,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_8,5.75,0.6443417526488606,False
viterbi_1456.c,xczu7ev-ffvc1156-2-e,5.0,4.71655,106,8,1,4,11,cyclic_8_2,unroll_32,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,6.0,0.8722208537840204,False
viterbi_1457.c,xczu7ev-ffvc1156-2-e,5.0,1.57785,107,5,1,5,12,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,5.75,1.0,True
viterbi_1458.c,xczu7ev-ffvc1156-2-e,5.0,1.579105,167,10,1,8,23,block_32_1,pipeline_1,unroll_4,pipeline_1,unroll_2,pipeline,pipeline_1,pipeline,10.5,0.768042105628995,False
viterbi_1459.c,xczu7ev-ffvc1156-2-e,5.0,1.56695,184,5,1,8,22,cyclic_2_2,pipeline_1,unroll_2,unroll,pipeline_1,pipeline,unroll_8,unroll_8,9.0,0.8066222670015188,False
viterbi_1460.c,xczu7ev-ffvc1156-2-e,5.0,1.56797,235,10,1,9,29,block_32_1,unroll_32,unroll_4,pipeline_1,pipeline_1,pipeline,pipeline_1,pipeline_1,12.25,0.7244069617415188,False
viterbi_1461.c,xczu7ev-ffvc1156-2-e,5.0,4.73327,57,5,1,1,3,cyclic_2_1,pipeline,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,pipeline_1,2.5,1.0,True
viterbi_1462.c,xczu7ev-ffvc1156-2-e,5.0,4.716645,98,8,1,4,10,cyclic_8_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_8,pipeline_1,5.75,0.8856298836164712,False
viterbi_1463.c,xczu7ev-ffvc1156-2-e,5.0,1.56654,232,5,1,10,28,cyclic_2_2,unroll_32,unroll_4,pipeline_1,pipeline_1,pipeline,pipeline_1,pipeline_1,11.0,0.7555272203315295,False
viterbi_1464.c,xczu7ev-ffvc1156-2-e,5.0,4.716655,100,5,1,3,10,block_32_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_8,pipeline_1,4.75,1.0,True
viterbi_1465.c,xczu7ev-ffvc1156-2-e,5.0,1.577675,103,8,1,6,12,cyclic_8_2,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline,pipeline_1,pipeline_1,6.75,0.865564943937174,False
viterbi_1466.c,xczu7ev-ffvc1156-2-e,5.0,4.72487,87,5,1,3,7,block_128_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_16,pipeline_1,pipeline_1,4.0,0.948559547656357,False
viterbi_1467.c,xczu7ev-ffvc1156-2-e,5.0,19.69094,247,5,1,5,24,block_32_1,unroll_32,unroll_2,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_8,8.75,0.5825484510135859,False
viterbi_1468.c,xczu7ev-ffvc1156-2-e,5.0,1.609645,475,8,1,15,47,cyclic_8_2,unroll_32,unroll_8,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline,17.75,0.48179598168793314,False
viterbi_1470.c,xczu7ev-ffvc1156-2-e,3.33,7.66854378,328,5,1,3,10,cyclic_2_2,unroll,unroll_4,unroll_4,unroll_4,unroll_4,unroll_8,pipeline,4.75,0.9062570486016546,False
viterbi_1471.c,xczu7ev-ffvc1156-2-e,3.33,6.13273779,614,8,1,8,22,cyclic_8_1,unroll_4,unroll_4,unroll_16,pipeline,unroll_8,unroll_4,pipeline_1,9.75,0.7570164822965065,False
viterbi_1472.c,xczu7ev-ffvc1156-2-e,3.33,5.83723692,1351,5,1,19,40,block_32_1,unroll_2,unroll_8,pipeline,pipeline,unroll_16,unroll_2,pipeline_1,16.25,0.618595902831458,False
viterbi_1473.c,xczu7ev-ffvc1156-2-e,3.33,4.47503049,1435,5,1,23,52,cyclic_2_1,unroll_32,unroll_8,unroll_4,pipeline,pipeline_1,unroll,unroll_8,20.25,0.495544941073386,False
viterbi_1474.c,xczu7ev-ffvc1156-2-e,3.33,21.16966248,1697,20,1,10,83,complete_2,unroll_8,unroll_2,unroll_16,unroll_32,unroll_4,unroll_4,unroll_8,28.5,0.21636706954860666,False
viterbi_1475.c,xczu7ev-ffvc1156-2-e,3.33,5.61640797,1942,10,1,22,52,cyclic_16_2,unroll_32,unroll_4,pipeline,pipeline_1,unroll_32,unroll_2,pipeline_1,21.25,0.4603188892593816,False
viterbi_1511.c,xczu7ev-ffvc1156-2-e,3.33,61.41280239,322,5,1,3,12,block_2_1,pipeline,unroll_2,unroll_16,pipeline,unroll_4,unroll_16,unroll_2,5.25,0.1137313327114991,False
viterbi_1512.c,xczu7ev-ffvc1156-2-e,3.33,5.80156263,666,20,1,7,47,complete_2,unroll_32,unroll_2,unroll_16,pipeline,unroll_8,unroll_8,pipeline_1,18.75,0.5398076158360391,False
viterbi_1513.c,xczu7ev-ffvc1156-2-e,3.33,61.55996175,959,5,1,7,23,cyclic_2_1,unroll_32,unroll_4,unroll_4,pipeline,unroll_4,unroll_8,unroll_8,9.0,0.11061223432127769,False
viterbi_1514.c,xczu7ev-ffvc1156-2-e,3.33,1.16801748,1713,5,1,40,70,cyclic_2_2,unroll,unroll_8,unroll_4,unroll_4,pipeline_1,unroll,pipeline,29.0,0.2574075615002911,False
viterbi_1515.c,xczu7ev-ffvc1156-2-e,3.33,6.160616549999999,2038,10,1,21,69,cyclic_32_2,unroll_32,unroll_4,pipeline,unroll_8,unroll_32,unroll_8,pipeline_1,25.25,0.3443206929896832,False
viterbi_1516.c,xczu7ev-ffvc1156-2-e,3.33,5.83726023,3234,5,1,38,71,block_32_1,unroll_2,unroll_16,pipeline,pipeline,unroll_16,unroll_2,pipeline_1,28.75,0.261650628253463,False
viterbi_1550.c,xczu7ev-ffvc1156-2-e,3.33,7.66820079,319,5,1,3,9,block_64_1,unroll,unroll_4,pipeline,unroll_4,unroll_4,unroll_8,pipeline,4.5,0.9120341633234375,False
viterbi_1551.c,xczu7ev-ffvc1156-2-e,3.33,61.41296889,397,5,1,4,13,block_2_1,pipeline,unroll_2,unroll,pipeline,unroll_4,unroll_16,unroll_2,5.75,0.11340331054400818,False
viterbi_1552.c,xczu7ev-ffvc1156-2-e,3.33,62.70144579,770,8,1,8,29,cyclic_8_1,unroll_4,unroll_4,unroll_16,pipeline,unroll_8,unroll_2,unroll_2,11.5,0.10536445177032806,False
viterbi_1553.c,xczu7ev-ffvc1156-2-e,3.33,1.1076579000000002,813,10,1,21,32,cyclic_16_2,unroll_32,unroll_4,pipeline,pipeline_1,pipeline_1,unroll_2,pipeline_1,16.0,0.6530340463863964,False
viterbi_1554.c,xczu7ev-ffvc1156-2-e,3.33,6.16071978,1065,10,1,12,40,cyclic_32_2,unroll_32,unroll_2,pipeline,unroll_8,unroll_32,unroll_8,pipeline_1,15.75,0.6291769768975063,False
viterbi_1555.c,xczu7ev-ffvc1156-2-e,3.33,14.19399513,1090,7,1,7,32,cyclic_4_1,unroll_32,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_2,unroll_16,11.75,0.6037892948106718,False
viterbi_1556.c,xczu7ev-ffvc1156-2-e,3.33,6.16402647,1146,5,1,13,33,block_2_2,unroll_8,unroll_2,unroll,unroll_8,unroll_32,unroll_8,pipeline_1,13.0,0.6877620830698231,False
viterbi_1557.c,xczu7ev-ffvc1156-2-e,3.33,1.16903979,1332,5,1,36,55,cyclic_2_2,unroll_2,unroll_8,unroll_4,pipeline,pipeline_1,unroll,pipeline,24.25,0.37434436052996434,False
viterbi_1558.c,xczu7ev-ffvc1156-2-e,3.33,4.47503049,1372,5,1,23,52,cyclic_2_1,unroll_32,unroll_8,unroll_4,pipeline,pipeline_1,pipeline_1,unroll_8,20.25,0.495544941073386,False
