Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,Array_8,Array_9,Array_10,OuterLoop_1,OuterLoop_2,OuterLoop_3,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_1_5,InnerLoop_2_1,Area,Weight,is_pareto
workload_539.cpp,xczu7ev-ffvc1156-2-e,10.0,19169.54321,64,33,1,2,9,cyclic_4_1,cyclic_16_1,block_2_1,block_2_1,complete_1,cyclic_4_1,block_4_1,block_4_1,block_2_1,cyclic_4_1,unroll_8,unroll_2,unroll_2,unroll,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,11.25,0.6632328455151533,False
workload_540.cpp,xczu7ev-ffvc1156-2-e,10.0,7154.07297,87,34,2,4,18,block_4_1,cyclic_16_1,block_2_1,cyclic_4_1,complete_1,cyclic_4_1,complete_1,complete_1,cyclic_4_1,block_4_1,unroll_32,unroll_2,unroll_2,unroll,unroll,unroll_8,unroll,unroll_2,pipeline,14.5,0.8940776561041486,False
workload_541.cpp,xczu7ev-ffvc1156-2-e,10.0,22020.29265,65,34,1,3,11,block_4_1,cyclic_16_1,block_4_1,cyclic_4_1,complete_1,cyclic_4_1,block_4_1,complete_1,block_2_1,cyclic_4_1,unroll_8,unroll_4,unroll_2,unroll,unroll_2,unroll_2,unroll_4,unroll_2,pipeline_1,12.25,0.5840041282687936,False
workload_542.cpp,xczu7ev-ffvc1156-2-e,10.0,19130.98833,55,33,1,1,7,cyclic_4_1,cyclic_16_1,block_2_1,block_16_2,block_2_1,complete_1,block_4_1,block_4_1,complete_1,cyclic_4_1,unroll_8,unroll_2,unroll_2,unroll_8,unroll_2,unroll_4,unroll_2,unroll_2,pipeline_1,10.5,0.6646076722640635,False
workload_543.cpp,xczu7ev-ffvc1156-2-e,10.0,21895.73057,64,39,1,3,10,block_4_1,cyclic_4_1,block_4_1,block_2_1,complete_1,cyclic_4_1,block_4_1,block_4_1,block_2_1,cyclic_4_1,pipeline_1,unroll_2,unroll_2,unroll,unroll_2,unroll_4,unroll,unroll_2,pipeline,13.25,0.5837207847041646,False
workload_544.cpp,xczu7ev-ffvc1156-2-e,10.0,2218.19841,286,80,2,12,23,block_4_1,cyclic_4_1,block_2_1,complete_1,complete_1,complete_1,block_4_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_32,pipeline_1,unroll_2,unroll,unroll_2,unroll_2,unroll,unroll_2,pipeline,29.25,0.5624398439341648,False
workload_545.cpp,xczu7ev-ffvc1156-2-e,10.0,2218.20865,274,77,2,12,18,block_4_1,cyclic_4_1,block_2_1,complete_1,complete_1,complete_1,block_8_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,unroll,unroll_2,unroll_2,unroll,unroll_2,pipeline_1,27.25,0.6109621205535892,False
workload_547.cpp,xczu7ev-ffvc1156-2-e,10.0,10803.15089,63,34,1,3,10,block_4_1,cyclic_16_1,block_2_1,cyclic_4_1,complete_1,cyclic_4_1,block_4_1,complete_1,block_2_1,cyclic_4_1,unroll_8,unroll_2,unroll_2,unroll,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,12.0,0.8657883802016686,False
workload_549.cpp,xczu7ev-ffvc1156-2-e,10.0,2218.19841,302,80,2,12,23,block_4_1,cyclic_4_1,block_2_1,complete_1,complete_1,block_4_1,block_8_1,block_4_1,cyclic_2_1,complete_1,unroll_32,pipeline_1,unroll_2,unroll,unroll,unroll_4,unroll,unroll_2,pipeline_1,29.25,0.5624398439341648,False
workload_550.cpp,xczu7ev-ffvc1156-2-e,10.0,4263.25953,672,86,8,15,27,block_4_1,cyclic_4_1,block_2_1,cyclic_4_1,complete_1,cyclic_4_1,block_4_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_32,pipeline_1,unroll_2,unroll,unroll_2,unroll_8,unroll,unroll_2,pipeline_1,34.0,0.4561773755185403,False
workload_553.cpp,xczu7ev-ffvc1156-2-e,10.0,19431.30049,84,32,1,14,27,block_2_1,cyclic_4_1,block_4_1,block_16_2,complete_1,cyclic_4_1,block_4_1,complete_1,block_2_1,cyclic_4_1,unroll_8,unroll_2,unroll_2,unroll_8,unroll_2,unroll_8,unroll,unroll_2,pipeline_1,18.5,0.5929752752100038,False
workload_554.cpp,xczu7ev-ffvc1156-2-e,10.0,7621.14629,358,33,1,53,93,block_2_1,cyclic_16_1,block_4_1,cyclic_4_1,complete_1,complete_1,block_4_1,block_2_1,cyclic_4_1,cyclic_4_1,unroll_32,unroll_2,unroll_8,unroll_8,unroll,unroll_4,unroll_4,unroll,pipeline_1,45.0,0.2588462070659383,False
workload_555.cpp,xczu7ev-ffvc1156-2-e,10.0,2359.76905,181,46,1,10,20,cyclic_32_1,block_4_1,block_4_1,cyclic_2_1,complete_1,complete_1,block_4_1,block_4_1,cyclic_8_1,cyclic_4_1,pipeline_1,pipeline,unroll_4,pipeline,unroll,unroll_2,unroll_4,unroll_2,pipeline_1,19.25,0.8273992314113949,False
workload_557.cpp,xczu7ev-ffvc1156-2-e,10.0,7032.16849,260,39,4,13,25,block_4_1,cyclic_8_1,block_2_1,block_2_1,complete_1,block_8_1,block_4_1,block_4_1,cyclic_4_1,complete_1,unroll_32,pipeline_1,unroll_2,unroll,unroll_2,unroll_2,unroll_4,unroll_2,pipeline_1,20.25,0.7618683643444202,False
workload_558.cpp,xczu7ev-ffvc1156-2-e,10.0,7552.56529,56,33,1,3,11,block_2_1,cyclic_16_1,block_2_1,cyclic_4_1,complete_1,complete_1,block_4_1,block_4_1,cyclic_4_1,cyclic_4_1,unroll_8,unroll_2,unroll_2,unroll,unroll,unroll_4,unroll_4,unroll_2,pipeline_1,12.0,0.9301760438573128,False
workload_560.cpp,xczu7ev-ffvc1156-2-e,10.0,2370.25105,198,46,1,10,17,cyclic_32_1,block_4_1,block_4_1,complete_1,complete_1,complete_1,block_4_1,block_4_1,cyclic_8_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,pipeline,unroll_2,unroll_2,unroll_4,unroll_4,pipeline,18.5,0.8490966319780191,False
workload_561.cpp,xczu7ev-ffvc1156-2-e,10.0,18331.89585,69,37,2,3,15,block_4_1,cyclic_4_1,block_2_1,complete_1,complete_1,cyclic_4_1,block_8_1,complete_1,cyclic_2_1,block_2_1,unroll_32,unroll_2,unroll_2,unroll,unroll,unroll_4,unroll_4,unroll_2,pipeline_1,14.25,0.6694115954591824,False
workload_562.cpp,xczu7ev-ffvc1156-2-e,10.0,2218.20865,278,78,2,12,19,block_4_1,cyclic_16_1,block_2_1,complete_1,complete_1,complete_1,block_8_1,block_4_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,unroll,unroll_2,unroll_8,unroll,unroll_2,pipeline_1,27.75,0.5986125082713714,False
workload_563.cpp,xczu7ev-ffvc1156-2-e,10.0,18833.90401,79,33,1,2,12,cyclic_4_1,cyclic_2_1,block_4_1,block_2_1,complete_1,cyclic_4_1,block_4_1,block_4_1,block_2_1,cyclic_4_1,unroll_32,unroll_2,unroll_2,unroll,unroll_2,unroll_4,unroll,unroll_2,pipeline,12.0,0.6707765891733418,False
workload_564.cpp,xczu7ev-ffvc1156-2-e,10.0,13345.94113,137,33,1,6,22,block_2_1,cyclic_16_1,block_4_1,block_16_2,block_2_1,cyclic_4_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_8,unroll_2,unroll_4,unroll,unroll,unroll,unroll,unroll_4,pipeline_1,15.5,0.7610353888321879,False
workload_565.cpp,xczu7ev-ffvc1156-2-e,10.0,6366.04617,84,32,1,15,29,block_2_1,cyclic_4_1,block_2_1,cyclic_4_1,block_2_1,complete_1,block_4_1,block_4_1,block_2_1,cyclic_4_1,unroll_8,unroll_2,unroll_4,unroll_8,unroll_4,unroll_8,unroll_4,unroll_2,pipeline_1,19.25,0.7962276682394864,False
workload_566.cpp,xczu7ev-ffvc1156-2-e,10.0,7032.16209,265,33,3,11,22,cyclic_4_1,cyclic_8_1,block_2_1,block_2_1,complete_1,block_8_1,block_4_1,block_4_1,cyclic_8_1,block_4_1,unroll_32,pipeline_1,unroll_2,unroll,unroll_2,unroll_4,unroll_4,unroll,pipeline_1,17.25,0.8301619006081377,False
workload_567.cpp,xczu7ev-ffvc1156-2-e,10.0,2218.20113,287,80,2,12,22,block_4_1,cyclic_4_1,block_2_1,complete_1,complete_1,complete_1,block_4_1,block_4_1,cyclic_2_1,cyclic_8_1,unroll_32,pipeline_1,unroll_2,unroll,unroll_2,unroll_2,unroll_4,unroll_2,pipeline_1,29.0,0.568376877495947,False
workload_568.cpp,xczu7ev-ffvc1156-2-e,10.0,4231.83569,751,94,7,14,23,block_2_1,cyclic_16_1,block_2_1,cyclic_4_1,complete_1,complete_1,block_4_1,block_4_1,cyclic_4_1,cyclic_4_1,unroll_8,pipeline_1,unroll_2,unroll,unroll_2,unroll_4,unroll_4,unroll_2,pipeline_1,34.5,0.4459035988704806,False
workload_569.cpp,xczu7ev-ffvc1156-2-e,10.0,19202.24465,64,32,1,2,10,block_2_1,cyclic_16_1,block_2_1,block_16_2,block_2_1,complete_1,block_4_1,block_4_1,complete_1,cyclic_4_1,unroll_8,unroll_2,unroll_2,unroll,unroll,unroll_4,unroll_2,unroll_4,pipeline_1,11.25,0.6623134036420412,False
workload_570.cpp,xczu7ev-ffvc1156-2-e,10.0,18578.60293,117,61,1,6,22,cyclic_4_1,cyclic_8_1,block_2_1,complete_1,cyclic_2_1,block_8_1,block_8_1,block_4_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_4,unroll_8,unroll,unroll_4,unroll_8,unroll_4,unroll_2,pipeline_1,22.5,0.5462329836285548,False
workload_571.cpp,xczu7ev-ffvc1156-2-e,10.0,1843.19689,227,32,1,12,26,block_2_1,cyclic_4_1,block_4_1,block_8_2,complete_1,block_8_1,block_4_1,block_4_1,cyclic_2_1,block_2_1,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_4,unroll_4,unroll_2,pipeline_1,17.75,0.8683237761294289,False
workload_572.cpp,xczu7ev-ffvc1156-2-e,10.0,2370.09857,301,46,1,9,24,cyclic_64_1,cyclic_4_1,block_2_1,complete_1,complete_1,complete_1,block_4_1,block_4_1,block_2_1,cyclic_4_1,unroll_32,pipeline_1,unroll_2,unroll,unroll_2,unroll_4,unroll,unroll_2,pipeline_1,20.0,0.8058802752450035,False
workload_574.cpp,xczu7ev-ffvc1156-2-e,10.0,19328.07105,73,33,1,4,14,block_4_1,cyclic_16_1,block_2_1,block_2_1,complete_1,complete_1,block_4_1,block_4_1,cyclic_4_1,cyclic_4_1,unroll_8,unroll_2,unroll_2,unroll,unroll,unroll_4,unroll,unroll_2,pipeline_1,13.0,0.6525442797740343,False
workload_576.cpp,xczu7ev-ffvc1156-2-e,10.0,7154.10369,74,34,2,4,14,block_4_1,cyclic_16_1,block_2_1,cyclic_4_1,complete_1,cyclic_4_1,complete_1,complete_1,cyclic_4_1,block_4_1,unroll_8,unroll_2,unroll_2,unroll,unroll,unroll_8,unroll,unroll_2,pipeline,13.5,0.9152641776299032,False
workload_578.cpp,xczu7ev-ffvc1156-2-e,10.0,19221.58801,87,32,1,14,27,block_2_1,cyclic_4_1,block_4_1,block_16_2,complete_1,cyclic_4_1,cyclic_4_1,complete_1,block_2_1,cyclic_4_1,unroll_8,unroll_2,unroll_2,unroll_8,unroll_2,unroll,unroll_4,unroll_2,pipeline_1,18.5,0.5973356298735996,False
workload_580.cpp,xczu7ev-ffvc1156-2-e,10.0,10853.95153,73,33,1,14,26,block_2_1,cyclic_16_1,block_2_1,cyclic_4_1,complete_1,complete_1,block_4_1,complete_1,block_2_1,cyclic_4_1,unroll_8,unroll_2,unroll_2,unroll_8,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,18.5,0.7381983941353194,False
workload_581.cpp,xczu7ev-ffvc1156-2-e,10.0,2218.19841,299,80,2,12,23,block_4_1,cyclic_4_1,block_2_1,complete_1,complete_1,cyclic_4_1,block_4_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_32,pipeline_1,unroll_2,unroll,unroll_2,unroll_2,unroll,unroll_2,pipeline,29.25,0.5624398439341648,False
workload_585.cpp,xczu7ev-ffvc1156-2-e,10.0,19328.07105,73,32,1,3,13,block_2_1,cyclic_16_1,block_2_1,block_2_1,complete_1,complete_1,block_8_1,block_4_1,cyclic_4_1,cyclic_4_1,unroll_8,unroll_2,unroll_2,unroll,unroll,unroll_4,unroll,unroll_2,pipeline_1,12.25,0.6561398266886811,False
workload_586.cpp,xczu7ev-ffvc1156-2-e,10.0,2207.72561,133,60,1,9,12,cyclic_4_1,cyclic_4_1,block_2_1,block_16_2,complete_1,block_8_1,block_8_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,unroll,unroll_2,unroll_4,unroll_4,unroll_2,unroll_32,20.5,0.7911781799867784,False
workload_587.cpp,xczu7ev-ffvc1156-2-e,10.0,7154.07297,86,34,2,4,18,block_4_1,cyclic_16_1,block_2_1,cyclic_4_1,complete_1,cyclic_4_1,block_4_1,complete_1,cyclic_4_1,block_4_1,unroll_32,unroll_2,unroll_2,unroll,unroll,unroll_8,unroll,unroll_2,pipeline,14.5,0.8940776561041486,False
workload_588.cpp,xczu7ev-ffvc1156-2-e,10.0,2905.84785,528,35,1,10,17,cyclic_4_1,cyclic_16_1,block_2_1,block_8_1,complete_1,block_8_1,block_8_1,block_4_1,cyclic_4_1,block_2_1,unroll_32,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll_4,unroll_2,unroll_32,15.75,0.9254825091437213,False
workload_589.cpp,xczu7ev-ffvc1156-2-e,10.0,2218.20497,285,81,2,11,20,block_4_1,cyclic_4_1,block_4_1,complete_1,complete_1,block_8_1,block_8_1,block_4_1,cyclic_2_1,complete_1,unroll_32,pipeline_1,unroll_2,unroll,unroll,unroll_4,unroll_2,unroll_2,pipeline_1,28.5,0.5803612623343204,False
workload_592.cpp,xczu7ev-ffvc1156-2-e,10.0,2370.25489,395,46,1,9,24,cyclic_128_1,cyclic_4_1,block_2_1,block_16_2,complete_1,block_8_1,block_8_1,block_4_1,cyclic_2_1,cyclic_8_1,pipeline_1,pipeline_1,unroll_2,unroll,unroll_2,unroll_4,unroll_4,unroll_2,unroll_32,20.0,0.8058806470727659,False
workload_593.cpp,xczu7ev-ffvc1156-2-e,10.0,2218.19841,302,80,2,12,23,block_4_1,cyclic_4_1,block_2_1,complete_1,complete_1,block_4_1,block_4_1,block_4_1,cyclic_2_1,complete_1,unroll_32,pipeline_1,unroll_2,unroll,unroll_2,unroll_2,unroll,unroll_2,pipeline_1,29.25,0.5624398439341648,False
workload_594.cpp,xczu7ev-ffvc1156-2-e,10.0,22043.92385,74,32,1,3,12,block_2_1,cyclic_16_1,block_2_1,block_2_1,complete_1,block_8_1,block_4_1,complete_1,block_2_1,cyclic_4_1,unroll_4,unroll_2,unroll_2,unroll,unroll_2,unroll_8,unroll,unroll_2,pipeline_1,12.0,0.5839790512384181,False
workload_595.cpp,xczu7ev-ffvc1156-2-e,10.0,18886.04097,117,32,1,16,31,block_2_1,cyclic_4_1,block_2_1,block_16_2,block_2_1,complete_1,cyclic_8_1,block_4_1,block_2_1,cyclic_4_1,unroll_8,unroll_2,unroll_4,unroll_8,unroll_4,unroll,unroll,unroll_2,pipeline_1,20.0,0.581713807848637,False
workload_596.cpp,xczu7ev-ffvc1156-2-e,10.0,2218.20113,277,81,2,12,22,block_4_1,cyclic_16_1,block_4_1,complete_1,complete_1,complete_1,block_4_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_32,pipeline_1,unroll_2,unroll,unroll_2,unroll_4,unroll_2,unroll_4,pipeline,29.25,0.5624398477961163,False
workload_599.cpp,xczu7ev-ffvc1156-2-e,10.0,13396.74441,109,32,1,17,35,block_2_1,cyclic_16_1,block_2_1,block_16_2,block_2_1,complete_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_8,unroll_2,unroll_4,unroll_8,unroll,unroll,unroll_4,unroll_4,pipeline_1,21.25,0.643449295071413,False
workload_600.cpp,xczu7ev-ffvc1156-2-e,10.0,19328.06993,68,32,1,3,13,block_2_1,cyclic_16_1,block_2_1,block_2_1,complete_1,complete_1,block_4_1,block_4_1,cyclic_4_1,cyclic_4_1,unroll_8,unroll_2,unroll_2,unroll,unroll,unroll_4,unroll_4,unroll_4,pipeline_1,12.25,0.656139857510791,False
workload_601.cpp,xczu7ev-ffvc1156-2-e,10.0,13396.74441,120,33,57,18,37,block_4_1,cyclic_16_1,block_2_1,block_16_2,block_2_1,complete_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_8_1,unroll_8,unroll_2,unroll_4,unroll_8,unroll,unroll,unroll_4,unroll_4,pipeline_1,36.25,0.3624411768714261,False
workload_602.cpp,xczu7ev-ffvc1156-2-e,10.0,7217.01825,95,33,2,6,17,block_4_1,block_4_1,block_2_1,cyclic_4_1,complete_1,cyclic_4_1,block_4_1,complete_1,cyclic_4_1,block_4_1,unroll_8,unroll_2,unroll_4,unroll,unroll,unroll_8,unroll,unroll_2,pipeline_1,14.5,0.8927183733784111,False
workload_603.cpp,xczu7ev-ffvc1156-2-e,10.0,12433.69681,286,33,2,12,18,block_4_1,cyclic_4_1,block_2_1,block_16_2,complete_1,block_8_1,block_8_1,block_4_1,cyclic_2_1,block_4_1,unroll_8,pipeline_1,unroll_2,unroll,unroll,unroll_4,unroll_4,unroll_2,pipeline,16.25,0.7621839007959099,False
workload_605.cpp,xczu7ev-ffvc1156-2-e,10.0,10318.80001,85,34,1,3,12,cyclic_4_1,cyclic_16_1,block_4_1,cyclic_4_1,complete_1,cyclic_4_1,block_4_1,complete_1,block_2_1,cyclic_4_1,unroll_8,unroll_2,unroll_2,unroll,unroll_2,unroll_8,unroll,unroll,pipeline,12.5,0.8678632143633631,False
workload_607.cpp,xczu7ev-ffvc1156-2-e,10.0,19170.79121,58,33,1,1,7,cyclic_4_1,cyclic_16_1,block_2_1,block_16_2,block_2_1,complete_1,block_4_1,block_4_1,complete_1,cyclic_4_1,unroll_8,unroll_2,unroll_2,unroll,unroll_2,unroll_4,unroll_2,unroll_2,pipeline_1,10.5,0.663481862246084,False
workload_609.cpp,xczu7ev-ffvc1156-2-e,10.0,22275.64753,118,36,1,14,26,block_2_1,cyclic_4_1,block_4_1,complete_1,complete_1,cyclic_4_1,block_4_1,complete_1,block_2_1,cyclic_4_1,unroll_8,unroll_2,unroll_2,unroll_8,unroll_2,unroll_2,unroll_4,unroll_2,pipeline_1,19.25,0.5242049768082183,False
workload_610.cpp,xczu7ev-ffvc1156-2-e,10.0,28843.95721,121,34,7,18,35,block_2_1,cyclic_4_1,block_4_1,block_8_2,complete_1,block_8_1,block_4_1,block_4_1,cyclic_2_1,block_2_1,unroll_8,unroll_2,unroll_4,unroll_8,unroll,unroll_4,unroll_4,unroll_2,pipeline_1,23.5,0.358486632500267,False
workload_611.cpp,xczu7ev-ffvc1156-2-e,10.0,19137.70193,90,32,1,14,28,block_2_1,cyclic_16_1,block_2_1,block_16_2,block_2_1,complete_1,cyclic_4_1,block_4_1,block_2_1,cyclic_4_1,unroll_8,unroll_2,unroll_2,unroll_8,unroll_4,unroll,unroll_4,unroll_2,pipeline_1,18.75,0.5955066824395429,False
workload_612.cpp,xczu7ev-ffvc1156-2-e,10.0,19202.24849,60,32,1,2,9,block_2_1,cyclic_16_1,block_2_1,block_16_2,block_2_1,complete_1,block_4_1,block_4_1,complete_1,cyclic_4_1,unroll_8,unroll_2,unroll_2,unroll,unroll,unroll_4,unroll_2,unroll_2,pipeline_1,11.0,0.6625771074715754,False
workload_613.cpp,xczu7ev-ffvc1156-2-e,10.0,2207.72549,181,99,1,13,20,cyclic_2_1,cyclic_2_1,block_2_1,complete_1,complete_1,cyclic_4_1,block_4_1,block_4_1,block_2_1,cyclic_8_1,pipeline_1,pipeline_1,unroll_8,unroll,unroll_2,unroll_4,unroll_4,unroll_2,unroll,33.25,0.4724851840434543,False
workload_614.cpp,xczu7ev-ffvc1156-2-e,10.0,7154.10369,240,34,2,8,28,block_4_1,cyclic_16_1,block_2_1,cyclic_4_1,complete_1,cyclic_4_1,block_4_1,complete_1,block_2_1,cyclic_4_1,unroll_8,unroll_2,unroll_8,unroll,unroll,unroll_8,unroll,unroll_2,pipeline_1,18.0,0.8102019258541503,False
workload_615.cpp,xczu7ev-ffvc1156-2-e,10.0,7204.90705,76,33,1,14,28,block_2_1,cyclic_16_1,block_4_1,cyclic_4_1,complete_1,cyclic_4_1,block_4_1,complete_1,cyclic_4_1,block_2_1,unroll_8,unroll_2,unroll_2,unroll_8,unroll,unroll_8,unroll_4,unroll_2,pipeline,19.0,0.7869087235273462,False
workload_617.cpp,xczu7ev-ffvc1156-2-e,10.0,19137.69921,125,32,1,16,33,block_2_1,cyclic_16_1,block_2_1,block_16_2,block_2_1,complete_1,cyclic_8_1,block_4_1,block_2_1,cyclic_4_1,unroll_8,unroll_2,unroll_4,unroll_8,unroll_4,unroll,unroll,unroll_2,pipeline_1,20.5,0.5692366541345959,False
workload_618.cpp,xczu7ev-ffvc1156-2-e,10.0,11033.80689,70,32,1,2,12,block_2_1,cyclic_4_1,block_2_1,cyclic_4_1,complete_1,complete_1,block_4_1,block_4_1,block_2_1,cyclic_4_1,unroll_32,unroll_2,unroll_2,unroll,unroll_2,unroll_4,unroll_4,unroll_2,pipeline_1,11.75,0.8648030374638013,False
workload_619.cpp,xczu7ev-ffvc1156-2-e,10.0,6310.59393,212,64,1,7,22,block_2_1,cyclic_4_1,block_2_1,cyclic_4_1,cyclic_2_1,block_8_1,block_8_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,unroll_4,unroll_8,unroll_8,unroll_4,unroll_8,unroll,unroll_2,pipeline_1,23.5,0.6912523627506263,False
workload_620.cpp,xczu7ev-ffvc1156-2-e,10.0,4283.14705,817,74,7,26,42,block_2_1,cyclic_16_1,block_4_1,cyclic_4_1,complete_1,cyclic_4_1,block_4_1,complete_1,block_2_1,cyclic_4_1,unroll_8,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_4,unroll_4,unroll,pipeline_1,37.25,0.3917564402615201,False
workload_621.cpp,xczu7ev-ffvc1156-2-e,10.0,2359.76913,153,47,1,9,15,cyclic_32_1,cyclic_16_1,block_4_1,cyclic_2_1,complete_1,complete_1,block_4_1,block_4_1,cyclic_8_1,cyclic_4_1,pipeline_1,pipeline,unroll_2,pipeline,unroll,unroll_2,unroll_4,unroll_2,pipeline,18.0,0.8635349707875727,False
workload_622.cpp,xczu7ev-ffvc1156-2-e,10.0,4263.26225,628,86,8,14,26,block_4_1,cyclic_4_1,block_2_1,cyclic_4_1,complete_1,cyclic_4_1,block_4_1,block_4_1,cyclic_2_1,cyclic_8_1,unroll_32,pipeline_1,unroll_2,unroll,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,33.5,0.466644371897456,False
workload_623.cpp,xczu7ev-ffvc1156-2-e,10.0,19001.67617,76,33,1,2,12,cyclic_4_1,cyclic_4_1,block_4_1,block_2_1,complete_1,block_8_1,block_4_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_32,unroll_2,unroll_2,unroll,unroll_2,unroll_2,unroll,unroll_2,pipeline,12.0,0.6660989251392647,False
workload_624.cpp,xczu7ev-ffvc1156-2-e,10.0,18602.52609,102,34,1,4,18,cyclic_4_1,cyclic_16_1,block_2_1,cyclic_4_1,complete_1,cyclic_4_1,complete_1,complete_1,cyclic_4_1,cyclic_4_1,pipeline_1,unroll_2,unroll_2,unroll,unroll_2,unroll_8,unroll,unroll_2,unroll_32,14.25,0.6624622968217672,False
workload_626.cpp,xczu7ev-ffvc1156-2-e,10.0,19009.67121,144,33,1,3,12,cyclic_4_1,cyclic_4_1,block_4_1,block_2_1,complete_1,cyclic_4_1,block_4_1,block_4_1,block_2_1,cyclic_4_1,unroll_32,unroll_2,unroll_2,unroll_8,unroll_2,unroll_4,unroll_4,unroll_2,pipeline_1,12.25,0.664925321472791,False
workload_627.cpp,xczu7ev-ffvc1156-2-e,10.0,21876.15169,92,32,1,4,14,block_2_1,cyclic_4_1,block_2_1,block_2_1,complete_1,block_8_1,block_4_1,complete_1,block_2_1,cyclic_4_1,unroll_4,unroll_2,unroll_4,unroll,unroll_2,unroll_8,unroll,unroll_2,pipeline_1,12.75,0.5862118290000567,False
workload_628.cpp,xczu7ev-ffvc1156-2-e,10.0,1843.19313,225,32,1,11,25,block_2_1,cyclic_16_1,block_4_1,block_8_2,complete_1,block_8_1,block_8_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,unroll,unroll_2,unroll_4,unroll_4,unroll_4,pipeline_1,17.25,0.8827001591484603,False
workload_629.cpp,xczu7ev-ffvc1156-2-e,10.0,13396.74177,130,32,1,17,35,block_2_1,cyclic_4_1,block_2_1,block_16_2,block_2_1,complete_1,cyclic_4_1,block_4_1,block_2_1,cyclic_4_1,unroll_8,unroll_2,unroll_4,unroll_8,unroll,unroll,unroll,unroll_4,pipeline_1,21.25,0.6434493282577107,False
workload_630.cpp,xczu7ev-ffvc1156-2-e,10.0,2359.67425,260,47,1,9,22,cyclic_64_1,cyclic_16_1,block_4_1,complete_1,complete_1,complete_1,block_4_1,block_4_1,cyclic_4_1,cyclic_4_1,unroll_8,pipeline_1,unroll_2,unroll,unroll_2,unroll_4,unroll,unroll_2,pipeline_1,19.75,0.813017398557745,False
workload_631.cpp,xczu7ev-ffvc1156-2-e,10.0,5654.64273,76,33,1,4,14,block_2_1,cyclic_16_1,block_4_1,cyclic_4_1,complete_1,complete_1,block_4_1,block_4_1,block_2_1,cyclic_4_1,unroll_8,unroll_2,unroll_2,unroll,unroll,unroll,unroll_4,unroll_2,pipeline_1,13.0,0.9614451001521032,False
workload_633.cpp,xczu7ev-ffvc1156-2-e,10.0,3056.90705,788,44,1,12,43,cyclic_32_1,cyclic_16_1,block_2_1,block_8_1,complete_1,block_8_1,block_8_1,block_4_1,cyclic_8_1,block_2_1,unroll_32,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_4,unroll_4,unroll,unroll_32,25.0,0.6690357826541653,False
workload_634.cpp,xczu7ev-ffvc1156-2-e,10.0,4987.90337,169,37,1,10,21,cyclic_4_1,cyclic_4_1,block_2_1,complete_1,block_2_1,complete_1,cyclic_8_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_8,unroll_2,unroll_4,unroll_8,unroll_4,unroll,unroll,unroll_2,unroll,17.25,0.8661506506972019,False
workload_636.cpp,xczu7ev-ffvc1156-2-e,10.0,2216.73409,163,37,1,10,17,cyclic_4_1,cyclic_4_1,block_2_1,complete_1,complete_1,block_8_1,block_4_1,block_4_1,cyclic_2_1,complete_1,unroll_32,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll,unroll_2,pipeline,16.25,0.9127313536595727,False
workload_637.cpp,xczu7ev-ffvc1156-2-e,10.0,19001.67617,247,33,1,5,20,cyclic_4_1,cyclic_4_1,block_4_1,block_2_1,complete_1,cyclic_4_1,block_4_1,block_4_1,block_2_1,cyclic_4_1,unroll_32,unroll_2,unroll_8,unroll,unroll_2,unroll_4,unroll,unroll_2,pipeline,14.75,0.6476600372486848,False
