Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,InnerLoop_4_1,Area,Weight,is_pareto
bbgemm_863.c,xczu7ev-ffvc1156-2-e,5.0,1.735425,71,1,1,8,7,unroll_2,unroll_2,pipeline,pipeline_1,unroll,4.25,1.0,True
bbgemm_865.c,xczu7ev-ffvc1156-2-e,5.0,1.259735,74,1,6,19,15,unroll_4,unroll_2,pipeline,pipeline,pipeline_1,10.25,0.7634461615113047,False
bbgemm_866.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,153,1,6,63,43,unroll_16,unroll_2,pipeline_1,unroll_4,unroll,28.25,1.0,True
bbgemm_867.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,149,1,6,63,43,unroll,unroll_2,pipeline,unroll_2,pipeline_1,28.25,1.0,True
bbgemm_868.c,xczu7ev-ffvc1156-2-e,5.0,2.581,81,1,1,9,13,unroll,unroll_2,unroll_2,pipeline_1,pipeline,6.0,0.8347900317873002,False
bbgemm_870.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,139,1,6,63,43,unroll_16,unroll_2,pipeline_1,unroll_4,pipeline_1,28.25,1.0,True
bbgemm_871.c,xczu7ev-ffvc1156-2-e,5.0,9.36244,452,1,1,29,38,unroll,unroll_2,unroll_8,unroll_2,pipeline,17.25,0.2754372389382512,False
bbgemm_872.c,xczu7ev-ffvc1156-2-e,5.0,22.723105,33,1,1,1,2,unroll_2,unroll_2,unroll_2,unroll_2,unroll_2,1.25,1.0,True
bbgemm_874.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,136,1,6,63,43,unroll,unroll_2,pipeline,unroll_2,unroll_2,28.25,1.0,True
bbgemm_875.c,xczu7ev-ffvc1156-2-e,5.0,0.95284,247,1,12,20,30,unroll,unroll_2,unroll_2,unroll,unroll,15.75,0.6484114237174134,False
bbgemm_876.c,xczu7ev-ffvc1156-2-e,5.0,1.735265,121,1,1,15,13,unroll_2,unroll_4,pipeline,pipeline_1,unroll,7.5,0.8161917215039896,False
bbgemm_877.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,141,1,6,63,43,unroll_16,unroll_2,pipeline_1,pipeline,pipeline_1,28.25,1.0,True
bbgemm_878.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,150,1,6,63,43,unroll,unroll_2,pipeline,pipeline,unroll_4,28.25,1.0,True
bbgemm_879.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,152,1,6,63,43,unroll,unroll_2,pipeline,pipeline,unroll,28.25,1.0,True
bbgemm_880.c,xczu7ev-ffvc1156-2-e,5.0,1.270625,61,1,2,10,8,unroll_2,unroll_2,pipeline,unroll_2,unroll,5.25,1.0,True
bbgemm_881.c,xczu7ev-ffvc1156-2-e,5.0,22.1906,128,1,1,4,10,unroll_16,unroll_2,unroll_2,unroll_4,unroll_2,4.0,0.23428879560881186,False
bbgemm_882.c,xczu7ev-ffvc1156-2-e,5.0,13.343265,44,1,1,3,5,unroll_2,unroll_2,unroll_2,unroll_4,pipeline,2.5,0.49904660587558647,False
bbgemm_883.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,144,1,6,63,43,unroll,unroll_2,pipeline_1,unroll,pipeline_1,28.25,1.0,True
bbgemm_885.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,145,1,6,63,43,unroll_16,unroll_2,pipeline_1,pipeline,unroll,28.25,1.0,True
bbgemm_886.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,148,1,6,63,43,unroll,unroll_2,pipeline,unroll_2,unroll,28.25,1.0,True
bbgemm_887.c,xczu7ev-ffvc1156-2-e,5.0,0.906285,134,1,6,45,29,unroll_2,unroll,pipeline,pipeline,pipeline,20.25,0.5551228016067266,False
bbgemm_888.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,148,1,6,63,43,unroll_32,unroll_2,pipeline,unroll_4,pipeline_1,28.25,1.0,True
bbgemm_890.c,xczu7ev-ffvc1156-2-e,5.0,12.073505,34,1,1,2,3,unroll_2,unroll_2,unroll_2,unroll_2,pipeline_1,1.75,0.5591269403663133,False
bbgemm_891.c,xczu7ev-ffvc1156-2-e,5.0,2.171425,61,1,1,1,6,unroll_2,unroll_2,unroll_2,unroll_4,unroll,2.25,1.0,True
bbgemm_892.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,142,1,6,63,43,unroll,unroll_2,pipeline,pipeline,unroll_2,28.25,1.0,True
bbgemm_893.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,145,1,6,63,43,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_2,28.25,1.0,True
bbgemm_895.c,xczu7ev-ffvc1156-2-e,5.0,0.814145,50,1,6,13,11,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,7.75,1.0,True
bbgemm_896.c,xczu7ev-ffvc1156-2-e,5.0,12.073425,47,1,1,3,5,unroll_2,unroll_4,unroll_2,unroll_2,pipeline_1,2.5,0.5441772556277251,False
bbgemm_898.c,xczu7ev-ffvc1156-2-e,5.0,1.735265,121,1,1,15,13,unroll_2,unroll_4,pipeline,pipeline,unroll,7.5,0.8161917215039896,False
bbgemm_899.c,xczu7ev-ffvc1156-2-e,5.0,0.946945,58,1,6,13,11,unroll_2,unroll_2,pipeline,unroll,unroll,7.75,0.8338833576439527,False
bbgemm_900.c,xczu7ev-ffvc1156-2-e,5.0,0.906465,77,1,6,24,18,unroll_2,unroll_4,pipeline,pipeline_1,unroll_2,12.25,0.7286694297054644,False
bbgemm_902.c,xczu7ev-ffvc1156-2-e,5.0,22.681945,130,1,1,4,10,unroll_2,unroll,unroll_2,unroll_4,unroll_2,4.0,0.22462064327416903,False
bbgemm_903.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,150,1,6,63,43,unroll_32,unroll_2,pipeline_1,unroll_4,unroll_2,28.25,1.0,True
bbgemm_904.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,146,1,6,63,43,unroll,unroll_2,pipeline,unroll,unroll,28.25,1.0,True
bbgemm_905.c,xczu7ev-ffvc1156-2-e,5.0,0.906625,48,1,6,13,10,unroll_2,unroll_2,pipeline,unroll_2,pipeline,7.5,0.8430538419745794,False
bbgemm_906.c,xczu7ev-ffvc1156-2-e,5.0,0.814145,50,1,6,13,11,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_2,7.75,1.0,True
bbgemm_907.c,xczu7ev-ffvc1156-2-e,5.0,1.041825,57,1,3,12,8,unroll_2,unroll_2,pipeline,unroll_4,unroll,6.0,1.0,True
bbgemm_908.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,144,1,6,63,43,unroll,unroll_2,pipeline,pipeline,pipeline_1,28.25,1.0,True
bbgemm_909.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,142,1,6,63,43,unroll_8,unroll_2,pipeline,pipeline,unroll,28.25,1.0,True
bbgemm_910.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,152,1,6,63,43,unroll_16,unroll_2,pipeline,unroll_2,unroll_4,28.25,1.0,True
bbgemm_911.c,xczu7ev-ffvc1156-2-e,5.0,0.814145,50,1,6,13,11,unroll_2,unroll_2,pipeline_1,unroll,pipeline_1,7.75,1.0,True
bbgemm_913.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,140,1,6,63,43,unroll_32,unroll_2,pipeline,pipeline,unroll_2,28.25,1.0,True
bbgemm_914.c,xczu7ev-ffvc1156-2-e,5.0,2.37612,136,1,1,22,27,unroll_8,unroll_4,unroll_2,pipeline,unroll_2,12.75,0.6613995596775256,False
bbgemm_915.c,xczu7ev-ffvc1156-2-e,5.0,9.692705,36,1,1,2,4,unroll_2,unroll_2,unroll_2,pipeline_1,pipeline_1,2.0,0.6462834234810769,False
bbgemm_916.c,xczu7ev-ffvc1156-2-e,5.0,2.5808,384,1,1,34,50,unroll,unroll_8,unroll_2,pipeline_1,unroll_2,21.5,0.4724747559602199,False
bbgemm_917.c,xczu7ev-ffvc1156-2-e,5.0,2.87776,586,1,1,23,36,unroll,unroll,unroll_2,unroll_2,unroll,15.25,0.5864116555157657,False
bbgemm_918.c,xczu7ev-ffvc1156-2-e,5.0,2.26336,1424,1,1,27,45,unroll,unroll,unroll_2,unroll_4,unroll,18.5,0.5442558542769682,False
bbgemm_919.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,154,1,6,63,43,unroll,unroll_2,pipeline_1,unroll,unroll_2,28.25,1.0,True
bbgemm_920.c,xczu7ev-ffvc1156-2-e,5.0,2.26348,426,1,1,15,31,unroll,unroll_4,unroll_2,unroll_4,unroll,12.0,0.6830994616484968,False
bbgemm_922.c,xczu7ev-ffvc1156-2-e,5.0,0.906625,49,1,6,13,10,unroll_2,unroll_2,pipeline,unroll_4,unroll_2,7.5,0.8430538419745794,False
bbgemm_923.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,141,1,6,63,43,unroll,unroll_2,pipeline_1,pipeline,unroll_4,28.25,1.0,True
bbgemm_924.c,xczu7ev-ffvc1156-2-e,5.0,22.1906,127,1,1,4,10,unroll,unroll_2,unroll_2,unroll_4,unroll_2,4.0,0.23428879560881186,False
bbgemm_925.c,xczu7ev-ffvc1156-2-e,5.0,2.3762,68,1,1,11,14,unroll_16,unroll_2,unroll_2,pipeline,pipeline_1,6.75,0.8124639510941146,False
bbgemm_926.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,152,1,6,63,43,unroll_8,unroll_2,pipeline,unroll,unroll,28.25,1.0,True
bbgemm_928.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,153,1,6,63,43,unroll,unroll_2,pipeline,unroll_4,unroll_4,28.25,1.0,True
bbgemm_929.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,143,1,6,63,43,unroll,unroll_2,pipeline,pipeline_1,pipeline_1,28.25,1.0,True
bbgemm_932.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,149,1,6,63,43,unroll_16,unroll_2,pipeline,pipeline,unroll,28.25,1.0,True
bbgemm_934.c,xczu7ev-ffvc1156-2-e,5.0,0.813805,135,1,6,44,29,unroll_2,unroll,pipeline_1,unroll_4,pipeline_1,20.0,1.0,True
bbgemm_935.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,151,1,6,63,43,unroll,unroll_2,pipeline_1,unroll,unroll,28.25,1.0,True
bbgemm_936.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,143,1,6,63,43,unroll_16,unroll_2,pipeline_1,pipeline,unroll_4,28.25,1.0,True
bbgemm_937.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,135,1,6,63,43,unroll,unroll_2,pipeline_1,pipeline_1,unroll_2,28.25,1.0,True
bbgemm_938.c,xczu7ev-ffvc1156-2-e,5.0,1.745345,82,1,5,10,10,unroll_2,unroll_2,pipeline_1,pipeline,unroll,6.5,0.8463043642840895,False
bbgemm_939.c,xczu7ev-ffvc1156-2-e,5.0,1.929495,126,1,1,14,13,unroll_4,unroll_2,pipeline,pipeline_1,unroll,7.25,0.8160970497070644,False
bbgemm_940.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,146,1,6,63,43,unroll,unroll_2,pipeline_1,pipeline,unroll_2,28.25,1.0,True
bbgemm_941.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,155,1,6,63,43,unroll_16,unroll_2,pipeline,unroll,unroll,28.25,1.0,True
bbgemm_942.c,xczu7ev-ffvc1156-2-e,5.0,0.95276,591,1,12,36,51,unroll_8,unroll_4,unroll_2,unroll,unroll,25.0,0.4522261341022925,False
bbgemm_943.c,xczu7ev-ffvc1156-2-e,5.0,0.906465,78,1,6,24,18,unroll_2,unroll_4,pipeline,pipeline_1,pipeline,12.25,0.7286694297054644,False
bbgemm_944.c,xczu7ev-ffvc1156-2-e,5.0,2.598885,227,1,10,31,23,unroll_2,unroll_8,pipeline,pipeline_1,unroll,16.25,0.5770693809801702,False
bbgemm_945.c,xczu7ev-ffvc1156-2-e,5.0,19.20052,108,1,1,3,8,unroll,unroll_2,unroll_2,unroll_2,unroll_4,3.25,0.31151805405595273,False
bbgemm_946.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,149,1,6,63,43,unroll,unroll_2,pipeline,unroll_4,unroll,28.25,1.0,True
bbgemm_947.c,xczu7ev-ffvc1156-2-e,5.0,2.3762,72,1,1,11,14,unroll,unroll_2,unroll_2,pipeline,unroll_2,6.75,0.8124639510941146,False
bbgemm_948.c,xczu7ev-ffvc1156-2-e,5.0,1.095905,65,1,5,13,12,unroll_2,unroll_2,pipeline_1,unroll_2,unroll,7.75,0.8298844398422238,False
bbgemm_950.c,xczu7ev-ffvc1156-2-e,5.0,0.814145,49,1,6,13,11,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,7.75,1.0,True
bbgemm_951.c,xczu7ev-ffvc1156-2-e,5.0,0.906285,141,1,6,45,29,unroll_2,unroll,pipeline,unroll_4,unroll_2,20.25,0.5551228016067266,False
bbgemm_952.c,xczu7ev-ffvc1156-2-e,5.0,0.814145,49,1,6,13,11,unroll_2,unroll_2,pipeline_1,pipeline,pipeline_1,7.75,1.0,True
bbgemm_953.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,146,1,6,63,43,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll,28.25,1.0,True
bbgemm_955.c,xczu7ev-ffvc1156-2-e,5.0,1.735425,71,1,1,8,7,unroll_2,unroll_2,pipeline,pipeline,unroll,4.25,1.0,True
bbgemm_956.c,xczu7ev-ffvc1156-2-e,5.0,1.6594,80,1,1,14,15,unroll,unroll_2,unroll_2,pipeline_1,unroll,7.75,0.8115113578388641,False
bbgemm_957.c,xczu7ev-ffvc1156-2-e,5.0,2.26348,404,1,1,15,31,unroll_8,unroll_4,unroll_2,unroll_4,unroll,12.0,0.6830994616484968,False
bbgemm_958.c,xczu7ev-ffvc1156-2-e,5.0,12.083545,77,1,1,7,11,unroll_2,unroll_8,unroll_2,unroll_2,pipeline_1,5.0,0.4915762350045537,False
bbgemm_959.c,xczu7ev-ffvc1156-2-e,5.0,9.692505,90,1,1,8,16,unroll_2,unroll_8,unroll_2,pipeline_1,unroll,6.5,0.5386502633934374,False
bbgemm_961.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,136,1,6,63,43,unroll_16,unroll_2,pipeline_1,pipeline_1,pipeline_1,28.25,1.0,True
bbgemm_962.c,xczu7ev-ffvc1156-2-e,5.0,1.65932,160,1,1,27,29,unroll,unroll_4,unroll_2,pipeline_1,unroll,14.5,0.6508389753609205,False
bbgemm_964.c,xczu7ev-ffvc1156-2-e,5.0,0.814145,51,1,6,13,11,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_4,7.75,1.0,True
bbgemm_965.c,xczu7ev-ffvc1156-2-e,5.0,0.906625,50,1,6,13,10,unroll_2,unroll_2,pipeline,pipeline_1,unroll_2,7.5,0.8430538419745794,False
bbgemm_966.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,144,1,6,63,43,unroll_16,unroll_2,pipeline,pipeline_1,pipeline_1,28.25,1.0,True
bbgemm_967.c,xczu7ev-ffvc1156-2-e,5.0,0.906465,80,1,6,24,18,unroll_2,unroll_4,pipeline,pipeline,unroll_2,12.25,0.7286694297054644,False
bbgemm_968.c,xczu7ev-ffvc1156-2-e,5.0,0.906625,49,1,6,13,10,unroll_2,unroll_2,pipeline,pipeline_1,unroll_4,7.5,0.8430538419745794,False
bbgemm_969.c,xczu7ev-ffvc1156-2-e,5.0,22.19052,338,1,1,8,18,unroll_16,unroll_4,unroll_2,unroll_4,unroll_2,7.0,0.20091330418109243,False
bbgemm_970.c,xczu7ev-ffvc1156-2-e,5.0,2.836945,61,1,1,1,7,unroll_2,unroll_4,unroll_2,unroll_2,unroll,2.5,0.9461249346194832,False
bbgemm_972.c,xczu7ev-ffvc1156-2-e,5.0,2.87796,98,1,1,7,13,unroll_8,unroll_2,unroll_2,unroll_2,unroll,5.5,0.8465511367150234,False
bbgemm_974.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,143,1,6,63,43,unroll,unroll_2,pipeline_1,pipeline,unroll,28.25,1.0,True
bbgemm_975.c,xczu7ev-ffvc1156-2-e,5.0,2.581,76,1,1,9,13,unroll,unroll_2,unroll_2,pipeline_1,pipeline_1,6.0,0.8347900317873002,False
bbgemm_976.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,162,1,6,63,43,unroll,unroll_2,pipeline,unroll,unroll_4,28.25,1.0,True
bbgemm_977.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,142,1,6,63,43,unroll_32,unroll_2,pipeline_1,unroll_2,pipeline_1,28.25,1.0,True
bbgemm_978.c,xczu7ev-ffvc1156-2-e,5.0,22.717985,43,1,1,1,3,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,1.5,0.2512780555178473,False
bbgemm_979.c,xczu7ev-ffvc1156-2-e,5.0,0.813805,135,1,6,44,29,unroll_2,unroll,pipeline_1,pipeline_1,pipeline_1,20.0,1.0,True
bbgemm_980.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,140,1,6,63,43,unroll_32,unroll_2,pipeline,pipeline_1,pipeline_1,28.25,1.0,True
bbgemm_981.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,142,1,6,63,43,unroll,unroll_2,pipeline_1,unroll_4,pipeline_1,28.25,1.0,True
bbgemm_982.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,140,1,6,63,43,unroll,unroll_2,pipeline_1,pipeline,pipeline,28.25,1.0,True
bbgemm_984.c,xczu7ev-ffvc1156-2-e,5.0,12.073495,47,1,1,3,5,unroll_4,unroll_2,unroll_2,unroll_2,pipeline_1,2.5,0.5441747012055733,False
bbgemm_987.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,159,1,6,63,43,unroll_8,unroll_2,pipeline_1,unroll,unroll,28.25,1.0,True
bbgemm_989.c,xczu7ev-ffvc1156-2-e,5.0,0.877185,168,1,5,46,27,unroll_2,unroll,pipeline_1,unroll_4,unroll,19.75,0.5667617323011569,False
bbgemm_990.c,xczu7ev-ffvc1156-2-e,5.0,2.598885,229,1,10,31,23,unroll_2,unroll,pipeline,pipeline,unroll,16.25,0.5770693809801702,False
bbgemm_991.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,140,1,6,63,43,unroll_32,unroll_2,pipeline,unroll_2,pipeline_1,28.25,1.0,True
bbgemm_992.c,xczu7ev-ffvc1156-2-e,5.0,12.590625,36,1,1,2,4,unroll_2,unroll_2,unroll_2,pipeline,unroll_2,2.0,0.5353033217122557,False
bbgemm_993.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,146,1,6,63,43,unroll_8,unroll_2,pipeline,pipeline,pipeline_1,28.25,1.0,True
bbgemm_994.c,xczu7ev-ffvc1156-2-e,5.0,8.71456,484,1,1,29,37,unroll,unroll_8,unroll_2,unroll_2,pipeline_1,17.0,0.3030940630178652,False
bbgemm_995.c,xczu7ev-ffvc1156-2-e,5.0,0.906285,138,1,6,45,29,unroll_2,unroll,pipeline,pipeline_1,pipeline_1,20.25,0.5551228016067266,False
bbgemm_999.c,xczu7ev-ffvc1156-2-e,5.0,0.867265,58,1,5,13,11,unroll_2,unroll_2,pipeline_1,unroll_4,unroll,7.5,1.0,True
bbgemm_1000.c,xczu7ev-ffvc1156-2-e,5.0,8.6738,150,1,1,15,18,unroll,unroll_2,unroll_2,unroll_4,pipeline_1,8.75,0.5112820733860434,False
bbgemm_1002.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,164,1,6,63,43,unroll,unroll_2,pipeline_1,unroll,unroll_4,28.25,1.0,True
bbgemm_1004.c,xczu7ev-ffvc1156-2-e,5.0,2.162265,198,1,1,4,17,unroll_2,unroll,unroll_2,unroll_4,unroll,5.75,0.8622501882415107,False
bbgemm_1005.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,142,1,6,63,43,unroll,unroll_2,pipeline_1,unroll_2,pipeline,28.25,1.0,True
bbgemm_1006.c,xczu7ev-ffvc1156-2-e,5.0,9.692625,56,1,1,4,9,unroll_2,unroll_4,unroll_2,pipeline_1,unroll,3.75,0.6066348652876219,False
bbgemm_1007.c,xczu7ev-ffvc1156-2-e,5.0,2.5808,382,1,1,34,50,unroll,unroll,unroll_2,pipeline_1,pipeline_1,21.5,0.4724747559602199,False
bbgemm_1009.c,xczu7ev-ffvc1156-2-e,5.0,0.906625,48,1,6,13,10,unroll_2,unroll_2,pipeline,pipeline,unroll_4,7.5,0.8430538419745794,False
bbgemm_1010.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,147,1,6,63,43,unroll_16,unroll_2,pipeline,unroll,pipeline,28.25,1.0,True
bbgemm_1011.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,145,1,6,63,43,unroll_8,unroll_2,pipeline,unroll_2,unroll_2,28.25,1.0,True
bbgemm_1012.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,143,1,6,63,43,unroll_32,unroll_2,pipeline,pipeline_1,unroll,28.25,1.0,True
bbgemm_1013.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,153,1,6,63,43,unroll,unroll_2,pipeline,unroll,unroll_2,28.25,1.0,True
bbgemm_1014.c,xczu7ev-ffvc1156-2-e,5.0,1.745345,82,1,5,10,10,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll,6.5,0.8463043642840895,False
bbgemm_1015.c,xczu7ev-ffvc1156-2-e,5.0,2.26336,1399,1,1,27,45,unroll,unroll_8,unroll_2,unroll_4,unroll,18.5,0.5442558542769682,False
bbgemm_1016.c,xczu7ev-ffvc1156-2-e,5.0,1.052985,156,1,3,42,24,unroll_2,unroll_8,pipeline,unroll_4,unroll,17.5,0.6074663796292716,False
bbgemm_1017.c,xczu7ev-ffvc1156-2-e,5.0,0.911325,182,1,6,45,30,unroll_2,unroll,pipeline,unroll,unroll,20.5,0.549307165083566,False
bbgemm_1018.c,xczu7ev-ffvc1156-2-e,5.0,2.565325,262,1,11,37,28,unroll_2,unroll,pipeline_1,pipeline_1,unroll,19.25,0.5184770238260249,False
bbgemm_1019.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,144,1,6,63,43,unroll,unroll_2,pipeline_1,pipeline_1,unroll_4,28.25,1.0,True
bbgemm_1020.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,150,1,6,63,43,unroll_32,unroll_2,pipeline,unroll_4,unroll,28.25,1.0,True
bbgemm_1022.c,xczu7ev-ffvc1156-2-e,5.0,2.26356,169,1,1,8,19,unroll_8,unroll_2,unroll_2,unroll_4,unroll,7.25,0.8015499835557636,False
bbgemm_1023.c,xczu7ev-ffvc1156-2-e,5.0,9.32916,150,1,1,14,18,unroll,unroll_2,unroll_2,unroll_4,pipeline,8.5,0.4978777493680754,False
bbgemm_1025.c,xczu7ev-ffvc1156-2-e,5.0,0.813805,135,1,6,44,29,unroll_2,unroll,pipeline_1,pipeline_1,unroll_2,20.0,1.0,True
bbgemm_1027.c,xczu7ev-ffvc1156-2-e,5.0,0.906285,137,1,6,45,29,unroll_2,unroll_8,pipeline,pipeline,unroll_4,20.25,0.5551228016067266,False
bbgemm_1029.c,xczu7ev-ffvc1156-2-e,5.0,8.71476,75,1,1,7,9,unroll_32,unroll_2,unroll_2,unroll_2,pipeline_1,4.5,0.6262502734562809,False
bbgemm_1031.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,143,1,6,63,43,unroll_32,unroll_2,pipeline_1,unroll_4,pipeline_1,28.25,1.0,True
bbgemm_1032.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,161,1,6,63,43,unroll_8,unroll_2,pipeline,unroll_4,unroll,28.25,1.0,True
bbgemm_1033.c,xczu7ev-ffvc1156-2-e,5.0,9.692705,42,1,1,2,5,unroll_2,unroll_2,unroll_2,pipeline_1,unroll,2.25,0.6408275002215568,False
bbgemm_1034.c,xczu7ev-ffvc1156-2-e,5.0,1.6594,82,1,1,14,15,unroll_32,unroll_2,unroll_2,pipeline_1,unroll,7.75,0.8115113578388641,False
bbgemm_1035.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,157,1,6,63,43,unroll_16,unroll_2,pipeline_1,unroll,pipeline,28.25,1.0,True
bbgemm_1036.c,xczu7ev-ffvc1156-2-e,5.0,22.23156,72,1,1,2,6,unroll,unroll_2,unroll_2,unroll_2,unroll_2,2.5,0.2508178470256077,False
bbgemm_1037.c,xczu7ev-ffvc1156-2-e,5.0,19.20052,117,1,1,3,8,unroll_16,unroll_2,unroll_2,unroll_2,unroll_4,3.25,0.31151805405595273,False
bbgemm_1038.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,161,1,6,63,43,unroll,unroll_2,pipeline_1,unroll,pipeline,28.25,1.0,True
bbgemm_1039.c,xczu7ev-ffvc1156-2-e,5.0,0.906285,149,1,6,45,29,unroll_2,unroll,pipeline,pipeline_1,unroll_4,20.25,0.5551228016067266,False
bbgemm_1040.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,148,1,6,63,43,unroll_8,unroll_2,pipeline_1,unroll_4,unroll,28.25,1.0,True
bbgemm_1041.c,xczu7ev-ffvc1156-2-e,5.0,0.813805,154,1,6,44,29,unroll_2,unroll,pipeline_1,unroll_2,unroll_2,20.0,1.0,True
bbgemm_1042.c,xczu7ev-ffvc1156-2-e,5.0,8.70964,173,1,1,15,19,unroll,unroll_2,unroll_4,unroll_2,pipeline_1,9.0,0.5030991283623855,False
bbgemm_1044.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,136,1,6,63,43,unroll,unroll_2,pipeline_1,pipeline_1,pipeline_1,28.25,1.0,True
bbgemm_1046.c,xczu7ev-ffvc1156-2-e,5.0,1.772065,85,1,10,8,10,unroll_2,unroll_2,unroll_2,unroll,unroll,7.25,0.8223586273321539,False
bbgemm_1049.c,xczu7ev-ffvc1156-2-e,5.0,2.565325,274,1,11,37,28,unroll_2,unroll,pipeline_1,pipeline,unroll,19.25,0.5184770238260249,False
bbgemm_1051.c,xczu7ev-ffvc1156-2-e,5.0,2.581,80,1,1,9,13,unroll_32,unroll_2,unroll_2,pipeline_1,pipeline_1,6.0,0.8347900317873002,False
bbgemm_1052.c,xczu7ev-ffvc1156-2-e,5.0,0.20036,149,1,6,63,43,unroll,unroll_2,pipeline_1,pipeline_1,unroll,28.25,1.0,True
bbgemm_1053.c,xczu7ev-ffvc1156-2-e,5.0,2.87788,220,1,1,13,24,unroll_32,unroll_4,unroll_2,unroll_2,unroll,9.75,0.7066862732659012,False
bbgemm_1054.c,xczu7ev-ffvc1156-2-e,5.0,0.814145,51,1,6,13,11,unroll_2,unroll_2,pipeline_1,unroll_4,pipeline_1,7.75,1.0,True
bbgemm_1055.c,xczu7ev-ffvc1156-2-e,5.0,0.906625,51,1,6,13,10,unroll_2,unroll_2,pipeline,unroll_2,unroll_4,7.5,0.8430538419745794,False
bbgemm_1056.c,xczu7ev-ffvc1156-2-e,5.0,1.6594,81,1,1,14,15,unroll_8,unroll_2,unroll_2,pipeline_1,unroll,7.75,0.8115113578388641,False
bbgemm_1059.c,xczu7ev-ffvc1156-2-e,5.0,22.1906,128,1,1,4,10,unroll_32,unroll_2,unroll_2,unroll_4,unroll_2,4.0,0.23428879560881186,False
bbgemm_1060.c,xczu7ev-ffvc1156-2-e,5.0,0.946785,100,1,6,24,19,unroll_2,unroll_4,pipeline,unroll,unroll,12.5,0.7215518507276347,False
bbgemm_1062.c,xczu7ev-ffvc1156-2-e,5.0,2.5808,406,1,1,34,50,unroll,unroll_8,unroll_2,pipeline_1,pipeline_1,21.5,0.4724747559602199,False
