Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,Area,Weight,is_pareto
stencil_187.c,xczu7ev-ffvc1156-2-e,10.0,0.12105,46,1,3,1,2,pipeline_1,unroll_2,pipeline_1,unroll,1.75,1.0,True
stencil_188.c,xczu7ev-ffvc1156-2-e,10.0,0.12105,46,1,3,1,2,pipeline,pipeline,pipeline,pipeline,1.75,1.0,True
stencil_189.c,xczu7ev-ffvc1156-2-e,10.0,0.7716,300,1,86,6,46,unroll_4,unroll,pipeline,unroll,34.75,0.10560544790098103,False
stencil_190.c,xczu7ev-ffvc1156-2-e,10.0,0.39696,25,1,3,1,1,unroll_2,pipeline,pipeline_1,unroll,1.5,1.0,True
stencil_191.c,xczu7ev-ffvc1156-2-e,10.0,0.39696,25,1,3,1,1,unroll_2,pipeline_1,pipeline,pipeline_1,1.5,1.0,True
stencil_192.c,xczu7ev-ffvc1156-2-e,10.0,0.12105,44,1,3,1,2,pipeline_1,unroll_16,unroll,pipeline_1,1.75,1.0,True
stencil_193.c,xczu7ev-ffvc1156-2-e,10.0,0.12105,44,1,3,1,2,pipeline_1,unroll_4,pipeline,pipeline_1,1.75,1.0,True
stencil_194.c,xczu7ev-ffvc1156-2-e,10.0,0.12105,44,1,3,1,2,pipeline_1,pipeline_1,unroll,pipeline,1.75,1.0,True
stencil_195.c,xczu7ev-ffvc1156-2-e,10.0,0.12105,44,1,3,1,2,pipeline_1,unroll_16,pipeline,unroll,1.75,1.0,True
stencil_196.c,xczu7ev-ffvc1156-2-e,10.0,0.12105,47,1,3,1,2,pipeline_1,pipeline,unroll,pipeline,1.75,1.0,True
stencil_197.c,xczu7ev-ffvc1156-2-e,10.0,0.12105,47,1,3,1,2,pipeline_1,unroll_8,pipeline,pipeline,1.75,1.0,True
stencil_198.c,xczu7ev-ffvc1156-2-e,10.0,0.12105,47,1,3,1,2,pipeline_1,unroll_4,unroll,pipeline_1,1.75,1.0,True
stencil_199.c,xczu7ev-ffvc1156-2-e,10.0,0.39069,29,1,6,1,1,unroll_4,pipeline_1,pipeline,pipeline,2.25,0.8375852518132246,False
stencil_200.c,xczu7ev-ffvc1156-2-e,10.0,0.39069,29,1,6,1,1,unroll_4,pipeline,unroll,pipeline,2.25,0.8375852518132246,False
stencil_201.c,xczu7ev-ffvc1156-2-e,10.0,0.73144,33,1,5,1,3,unroll_2,unroll_8,pipeline_1,pipeline,2.5,0.6656042594860606,False
stencil_202.c,xczu7ev-ffvc1156-2-e,10.0,0.12105,50,1,3,1,2,pipeline_1,unroll,pipeline_1,unroll,1.75,1.0,True
stencil_203.c,xczu7ev-ffvc1156-2-e,10.0,0.7716,308,1,86,6,46,unroll_4,unroll,pipeline_1,unroll,34.75,0.10560544790098103,False
stencil_204.c,xczu7ev-ffvc1156-2-e,10.0,0.39696,27,1,3,1,1,unroll_2,pipeline_1,unroll,pipeline_1,1.5,1.0,True
stencil_205.c,xczu7ev-ffvc1156-2-e,10.0,0.39069,27,1,6,1,1,unroll_4,pipeline,unroll,pipeline_1,2.25,0.8375852518132246,False
stencil_206.c,xczu7ev-ffvc1156-2-e,10.0,0.12105,43,1,3,1,2,pipeline,pipeline_1,unroll,pipeline_1,1.75,1.0,True
stencil_207.c,xczu7ev-ffvc1156-2-e,10.0,0.79407,43,1,11,1,7,unroll_8,unroll_4,pipeline,pipeline_1,5.0,0.5816609463856656,False
stencil_208.c,xczu7ev-ffvc1156-2-e,10.0,0.64576,43,1,11,1,6,unroll_2,unroll_16,pipeline_1,pipeline_1,4.75,0.650591137783177,False
stencil_209.c,xczu7ev-ffvc1156-2-e,10.0,0.64576,43,1,11,1,6,unroll_2,unroll_16,pipeline,unroll,4.75,0.650591137783177,False
stencil_210.c,xczu7ev-ffvc1156-2-e,10.0,1.53784,43,1,8,1,4,unroll_2,unroll_8,unroll,pipeline_1,3.5,0.2009670163935552,False
stencil_211.c,xczu7ev-ffvc1156-2-e,10.0,0.12105,46,1,3,1,2,pipeline_1,unroll_16,pipeline_1,unroll,1.75,1.0,True
stencil_212.c,xczu7ev-ffvc1156-2-e,10.0,0.12105,46,1,3,1,2,pipeline_1,unroll_16,pipeline_1,pipeline,1.75,1.0,True
stencil_213.c,xczu7ev-ffvc1156-2-e,10.0,0.12105,42,1,3,1,2,pipeline,unroll_16,pipeline_1,pipeline,1.75,1.0,True
stencil_214.c,xczu7ev-ffvc1156-2-e,10.0,0.12105,42,1,3,1,2,pipeline_1,unroll_8,pipeline,unroll,1.75,1.0,True
stencil_215.c,xczu7ev-ffvc1156-2-e,10.0,0.7716,307,1,86,6,47,unroll_4,unroll,pipeline_1,pipeline_1,35.0,0.1047235653717118,False
stencil_216.c,xczu7ev-ffvc1156-2-e,10.0,0.39069,24,1,6,1,1,unroll_4,pipeline,pipeline_1,pipeline_1,2.25,0.8375852518132246,False
stencil_217.c,xczu7ev-ffvc1156-2-e,10.0,0.4209,24,1,3,1,1,unroll_2,unroll_4,unroll,unroll,1.5,0.8399022659323793,False
stencil_218.c,xczu7ev-ffvc1156-2-e,10.0,0.82216,24,1,1,1,1,unroll_2,unroll_2,pipeline_1,unroll,1.0,1.0,True
stencil_219.c,xczu7ev-ffvc1156-2-e,10.0,0.39696,24,1,3,1,1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1.5,1.0,True
stencil_220.c,xczu7ev-ffvc1156-2-e,10.0,0.39069,25,1,6,1,1,unroll_4,pipeline,pipeline,unroll,2.25,0.8375852518132246,False
stencil_221.c,xczu7ev-ffvc1156-2-e,10.0,0.39696,25,1,3,1,1,unroll_2,pipeline_1,unroll,unroll,1.5,1.0,True
stencil_222.c,xczu7ev-ffvc1156-2-e,10.0,0.83491,25,1,2,1,1,unroll_4,unroll_2,pipeline,unroll,1.25,0.6379334592032193,False
stencil_223.c,xczu7ev-ffvc1156-2-e,10.0,0.12105,44,1,3,1,2,pipeline,unroll_2,pipeline_1,pipeline_1,1.75,1.0,True
stencil_224.c,xczu7ev-ffvc1156-2-e,10.0,0.12105,44,1,3,1,2,pipeline_1,unroll_16,unroll,pipeline,1.75,1.0,True
stencil_225.c,xczu7ev-ffvc1156-2-e,10.0,0.12105,47,1,3,1,2,pipeline,unroll,pipeline_1,pipeline_1,1.75,1.0,True
stencil_226.c,xczu7ev-ffvc1156-2-e,10.0,0.45114,26,1,3,1,1,unroll_2,unroll_2,unroll,unroll,1.5,0.8242252917900841,False
stencil_227.c,xczu7ev-ffvc1156-2-e,10.0,0.82216,26,1,1,1,1,unroll_2,unroll_2,pipeline_1,pipeline_1,1.0,1.0,True
stencil_228.c,xczu7ev-ffvc1156-2-e,10.0,0.37817,29,1,12,1,2,unroll_8,pipeline_1,unroll,pipeline_1,4.0,0.7936551771332817,False
stencil_229.c,xczu7ev-ffvc1156-2-e,10.0,1.64923,39,1,8,1,4,unroll_4,unroll_4,unroll,pipeline,3.5,0.1638190752945708,False
stencil_230.c,xczu7ev-ffvc1156-2-e,10.0,0.12105,42,1,3,1,2,pipeline_1,unroll_8,pipeline_1,pipeline,1.75,1.0,True
stencil_231.c,xczu7ev-ffvc1156-2-e,10.0,0.64576,42,1,11,1,6,unroll_2,unroll_16,pipeline,pipeline_1,4.75,0.650591137783177,False
stencil_232.c,xczu7ev-ffvc1156-2-e,10.0,0.39696,25,1,3,1,1,unroll_2,pipeline_1,pipeline_1,unroll,1.5,1.0,True
stencil_233.c,xczu7ev-ffvc1156-2-e,10.0,1.64923,40,1,8,1,4,unroll_4,unroll_4,unroll,pipeline_1,3.5,0.1638190752945708,False
stencil_234.c,xczu7ev-ffvc1156-2-e,10.0,0.74299,40,1,11,1,6,unroll_4,unroll_8,pipeline,unroll,4.75,0.6088901273967235,False
stencil_235.c,xczu7ev-ffvc1156-2-e,10.0,0.12105,43,1,3,1,2,pipeline_1,unroll_16,pipeline,pipeline,1.75,1.0,True
stencil_236.c,xczu7ev-ffvc1156-2-e,10.0,0.64576,43,1,11,1,6,unroll_2,unroll_16,pipeline_1,unroll,4.75,0.650591137783177,False
stencil_237.c,xczu7ev-ffvc1156-2-e,10.0,0.12105,49,1,3,1,2,pipeline,unroll,pipeline_1,pipeline,1.75,1.0,True
stencil_238.c,xczu7ev-ffvc1156-2-e,10.0,1.3816,70,1,16,1,8,unroll_2,unroll_16,unroll,pipeline,6.5,0.2528399500443841,False
stencil_239.c,xczu7ev-ffvc1156-2-e,10.0,0.39069,26,1,6,1,1,unroll_4,pipeline,pipeline,pipeline_1,2.25,0.8375852518132246,False
stencil_240.c,xczu7ev-ffvc1156-2-e,10.0,0.78184,29,1,2,1,1,unroll_2,unroll_4,pipeline_1,pipeline,1.25,1.0,True
stencil_241.c,xczu7ev-ffvc1156-2-e,10.0,0.12105,48,1,3,1,2,pipeline,pipeline_1,pipeline_1,pipeline,1.75,1.0,True
stencil_242.c,xczu7ev-ffvc1156-2-e,10.0,0.78184,124,1,43,3,23,unroll_2,unroll,pipeline,unroll,17.5,0.29533276870534614,False
stencil_243.c,xczu7ev-ffvc1156-2-e,10.0,0.78184,136,1,43,2,23,unroll_2,unroll,pipeline,pipeline,17.25,0.29888603123257096,False
stencil_244.c,xczu7ev-ffvc1156-2-e,10.0,0.78184,136,1,43,2,23,unroll_2,unroll,pipeline_1,pipeline_1,17.25,0.29888603123257096,False
stencil_245.c,xczu7ev-ffvc1156-2-e,10.0,0.39069,25,1,6,1,1,unroll_4,pipeline,pipeline,pipeline,2.25,0.8375852518132246,False
stencil_246.c,xczu7ev-ffvc1156-2-e,10.0,0.82216,25,1,1,1,1,unroll_2,unroll_2,pipeline,pipeline_1,1.0,1.0,True
stencil_247.c,xczu7ev-ffvc1156-2-e,10.0,0.78184,28,1,2,1,1,unroll_2,unroll_4,pipeline_1,unroll,1.25,1.0,True
stencil_248.c,xczu7ev-ffvc1156-2-e,10.0,0.79403,28,1,5,1,3,unroll_4,unroll_4,pipeline,unroll,2.5,0.6370687317550712,False
stencil_249.c,xczu7ev-ffvc1156-2-e,10.0,0.37817,31,1,12,1,2,unroll_8,pipeline_1,pipeline,pipeline_1,4.0,0.7936551771332817,False
stencil_250.c,xczu7ev-ffvc1156-2-e,10.0,0.79403,31,1,5,1,3,unroll_4,unroll_4,pipeline,pipeline_1,2.5,0.6370687317550712,False
stencil_251.c,xczu7ev-ffvc1156-2-e,10.0,0.73144,31,1,5,1,3,unroll_2,unroll_8,pipeline,unroll,2.5,0.6656042594860606,False
stencil_252.c,xczu7ev-ffvc1156-2-e,10.0,0.12105,45,1,3,1,2,pipeline,unroll_4,unroll,unroll,1.75,1.0,True
stencil_253.c,xczu7ev-ffvc1156-2-e,10.0,0.37817,31,1,12,1,2,unroll_8,pipeline_1,pipeline_1,pipeline_1,4.0,0.7936551771332817,False
stencil_254.c,xczu7ev-ffvc1156-2-e,10.0,0.73144,31,1,5,1,3,unroll_2,unroll_8,pipeline_1,unroll,2.5,0.6656042594860606,False
stencil_255.c,xczu7ev-ffvc1156-2-e,10.0,0.73144,31,1,5,1,3,unroll_2,unroll_8,pipeline,pipeline_1,2.5,0.6656042594860606,False
stencil_256.c,xczu7ev-ffvc1156-2-e,10.0,0.65627,64,1,22,1,13,unroll_4,unroll_16,pipeline_1,unroll,9.25,0.5247034161791104,False
stencil_257.c,xczu7ev-ffvc1156-2-e,5.0,0.4892,26,1,1,1,1,unroll_2,unroll_2,pipeline_1,pipeline,1.0,1.0,True
stencil_258.c,xczu7ev-ffvc1156-2-e,5.0,0.19911,26,1,3,1,1,unroll_2,pipeline,unroll,pipeline_1,1.5,1.0,True
stencil_259.c,xczu7ev-ffvc1156-2-e,5.0,0.189685,29,1,12,1,3,unroll_8,pipeline,pipeline_1,pipeline,4.25,0.8277574008365098,False
stencil_260.c,xczu7ev-ffvc1156-2-e,5.0,0.189685,29,1,12,1,3,unroll_8,pipeline,pipeline,pipeline_1,4.25,0.8277574008365098,False
stencil_261.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,45,1,3,1,2,pipeline_1,pipeline_1,pipeline,unroll,1.75,1.0,True
stencil_262.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,45,1,3,1,2,pipeline,unroll_16,unroll,unroll,1.75,1.0,True
stencil_263.c,xczu7ev-ffvc1156-2-e,5.0,0.443175,45,1,11,2,7,unroll_4,unroll_8,pipeline,pipeline_1,5.25,0.6291695687541353,False
stencil_264.c,xczu7ev-ffvc1156-2-e,5.0,0.473835,45,1,11,2,7,unroll_8,unroll_4,pipeline,unroll,5.25,0.6093209859664196,False
stencil_265.c,xczu7ev-ffvc1156-2-e,5.0,0.152005,55,1,50,3,11,unroll_32,pipeline_1,pipeline,pipeline,16.25,0.4737071628709968,False
stencil_266.c,xczu7ev-ffvc1156-2-e,5.0,0.46652,29,1,2,1,1,unroll_2,unroll_4,pipeline,pipeline_1,1.25,1.0,True
stencil_267.c,xczu7ev-ffvc1156-2-e,5.0,0.189685,29,1,12,1,2,unroll_8,pipeline_1,unroll,unroll,4.0,0.8346946404755209,False
stencil_268.c,xczu7ev-ffvc1156-2-e,5.0,0.4892,28,1,1,1,1,unroll_2,unroll_2,pipeline,unroll,1.0,1.0,True
stencil_269.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,47,1,3,1,2,pipeline,unroll_2,pipeline,unroll,1.75,1.0,True
stencil_270.c,xczu7ev-ffvc1156-2-e,5.0,0.195965,28,1,6,1,1,unroll_4,pipeline_1,unroll,pipeline_1,2.25,0.8731757713372782,False
stencil_271.c,xczu7ev-ffvc1156-2-e,5.0,0.87224,73,1,16,3,8,unroll_2,unroll_16,unroll,pipeline_1,7.0,0.256624717878397,False
stencil_272.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,48,1,3,1,2,pipeline,pipeline_1,pipeline,pipeline,1.75,1.0,True
stencil_273.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,48,1,3,1,2,pipeline,unroll_16,unroll,pipeline,1.75,1.0,True
stencil_274.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,47,1,3,1,2,pipeline,unroll_8,unroll,unroll,1.75,1.0,True
stencil_275.c,xczu7ev-ffvc1156-2-e,5.0,0.152005,57,1,50,3,11,unroll_32,pipeline,pipeline_1,pipeline,16.25,0.4737071628709968,False
stencil_276.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,48,1,3,1,2,pipeline,unroll_4,pipeline,pipeline_1,1.75,1.0,True
stencil_277.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,47,1,3,1,2,pipeline_1,pipeline,pipeline,pipeline,1.75,1.0,True
stencil_279.c,xczu7ev-ffvc1156-2-e,5.0,0.152005,56,1,50,3,11,unroll_32,pipeline_1,unroll,pipeline_1,16.25,0.4737071628709968,False
stencil_280.c,xczu7ev-ffvc1156-2-e,5.0,0.474375,155,1,44,9,29,unroll_32,unroll_4,pipeline,pipeline,20.75,0.294705496263326,False
stencil_281.c,xczu7ev-ffvc1156-2-e,5.0,0.496965,153,1,44,8,26,unroll_64,unroll_2,pipeline,unroll,19.75,0.3060500544613314,False
stencil_282.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,48,1,3,1,2,pipeline,unroll_2,pipeline_1,pipeline,1.75,1.0,True
stencil_283.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,51,1,3,1,2,pipeline_1,unroll,unroll,unroll,1.75,1.0,True
stencil_284.c,xczu7ev-ffvc1156-2-e,5.0,1.092015,188,1,33,6,16,unroll_32,unroll_2,unroll,pipeline_1,14.0,0.12506661831446106,False
stencil_285.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,56,1,3,1,2,pipeline,unroll,unroll,pipeline,1.75,1.0,True
stencil_286.c,xczu7ev-ffvc1156-2-e,5.0,0.473835,43,1,11,2,7,unroll_8,unroll_4,pipeline_1,unroll,5.25,0.6093209859664196,False
stencil_287.c,xczu7ev-ffvc1156-2-e,5.0,0.19911,26,1,3,1,1,unroll_2,pipeline,pipeline_1,pipeline_1,1.5,1.0,True
stencil_288.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,48,1,3,1,2,pipeline,pipeline_1,unroll,pipeline,1.75,1.0,True
stencil_289.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,47,1,3,1,2,pipeline_1,unroll_2,unroll,pipeline,1.75,1.0,True
stencil_291.c,xczu7ev-ffvc1156-2-e,5.0,0.443835,139,1,44,8,28,unroll_16,unroll_8,pipeline,unroll,20.25,0.3119833168061794,False
stencil_292.c,xczu7ev-ffvc1156-2-e,5.0,1.05494,562,1,64,11,30,unroll_2,unroll,unroll,pipeline_1,26.5,0.10129433917560485,False
stencil_297.c,xczu7ev-ffvc1156-2-e,5.0,0.195965,26,1,6,1,1,unroll_4,pipeline_1,unroll,unroll,2.25,0.8731757713372782,False
stencil_298.c,xczu7ev-ffvc1156-2-e,5.0,0.189685,29,1,12,1,3,unroll_8,pipeline,pipeline,pipeline,4.25,0.8277574008365098,False
stencil_299.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,45,1,3,1,2,pipeline_1,pipeline,pipeline,pipeline_1,1.75,1.0,True
stencil_300.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,46,1,3,1,2,pipeline_1,unroll_2,pipeline_1,pipeline,1.75,1.0,True
stencil_301.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,46,1,3,1,2,pipeline_1,pipeline_1,pipeline,pipeline_1,1.75,1.0,True
stencil_302.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,46,1,3,1,2,pipeline,pipeline_1,unroll,unroll,1.75,1.0,True
stencil_303.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,46,1,3,1,2,pipeline,unroll_16,pipeline,pipeline_1,1.75,1.0,True
stencil_304.c,xczu7ev-ffvc1156-2-e,5.0,0.19911,25,1,3,1,1,unroll_2,pipeline,pipeline,pipeline,1.5,1.0,True
stencil_305.c,xczu7ev-ffvc1156-2-e,5.0,0.195965,27,1,6,1,1,unroll_4,pipeline,pipeline_1,pipeline_1,2.25,0.8731757713372782,False
stencil_306.c,xczu7ev-ffvc1156-2-e,5.0,0.46652,27,1,2,1,1,unroll_2,unroll_4,pipeline,unroll,1.25,1.0,True
stencil_307.c,xczu7ev-ffvc1156-2-e,5.0,0.177125,39,1,25,1,5,unroll_16,pipeline,pipeline,pipeline_1,8.0,0.7189946137709441,False
stencil_308.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,47,1,3,1,2,pipeline,unroll_8,pipeline,unroll,1.75,1.0,True
stencil_310.c,xczu7ev-ffvc1156-2-e,5.0,1.091955,73,1,16,3,8,unroll_16,unroll_2,unroll,pipeline_1,7.0,0.14188849801130124,False
stencil_311.c,xczu7ev-ffvc1156-2-e,5.0,0.390075,139,1,44,8,27,unroll_8,unroll_16,pipeline_1,unroll,20.0,0.3310536654718813,False
stencil_312.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,45,1,3,1,2,pipeline_1,unroll_4,unroll,pipeline,1.75,1.0,True
stencil_313.c,xczu7ev-ffvc1156-2-e,5.0,0.475165,413,1,88,18,59,unroll_64,unroll_4,pipeline,unroll,41.5,0.10000000000000003,False
stencil_314.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,52,1,3,1,2,pipeline,unroll,pipeline,pipeline,1.75,1.0,True
stencil_315.c,xczu7ev-ffvc1156-2-e,5.0,0.496755,34,1,5,1,3,unroll_8,unroll_2,pipeline,pipeline_1,2.5,0.641429771859949,False
stencil_316.c,xczu7ev-ffvc1156-2-e,5.0,0.444855,401,1,88,17,57,unroll_32,unroll_8,pipeline,pipeline,40.75,0.10047689582883874,False
stencil_317.c,xczu7ev-ffvc1156-2-e,5.0,0.152005,57,1,50,3,11,unroll_32,pipeline,pipeline_1,unroll,16.25,0.4737071628709968,False
stencil_318.c,xczu7ev-ffvc1156-2-e,5.0,0.475165,413,1,88,18,59,unroll_64,unroll_4,pipeline_1,pipeline_1,41.5,0.10000000000000003,False
stencil_320.c,xczu7ev-ffvc1156-2-e,5.0,1.05494,565,1,64,11,30,unroll_2,unroll,unroll,pipeline,26.5,0.10129433917560485,False
stencil_321.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,47,1,3,1,2,pipeline_1,unroll_8,unroll,unroll,1.75,1.0,True
stencil_322.c,xczu7ev-ffvc1156-2-e,5.0,1.056695,603,1,66,13,35,unroll_32,unroll_4,unroll,pipeline,28.75,0.10000094954309323,False
stencil_323.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,46,1,3,1,2,pipeline,unroll_2,unroll,pipeline,1.75,1.0,True
stencil_324.c,xczu7ev-ffvc1156-2-e,5.0,0.496815,68,1,22,4,12,unroll_32,unroll_2,pipeline_1,pipeline,9.75,0.5035382312621205,False
stencil_325.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,46,1,3,1,2,pipeline,pipeline,pipeline_1,pipeline,1.75,1.0,True
stencil_326.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,46,1,3,1,2,pipeline,pipeline,pipeline,unroll,1.75,1.0,True
stencil_327.c,xczu7ev-ffvc1156-2-e,5.0,1.0751,28,1,2,1,1,unroll_2,unroll_2,unroll,pipeline_1,1.25,0.15387436710526767,False
stencil_337.c,xczu7ev-ffvc1156-2-e,5.0,0.4892,24,1,1,1,1,unroll_2,unroll_2,pipeline,pipeline_1,1.0,1.0,True
stencil_338.c,xczu7ev-ffvc1156-2-e,5.0,0.4892,24,1,1,1,1,unroll_2,unroll_2,pipeline_1,pipeline_1,1.0,1.0,True
stencil_339.c,xczu7ev-ffvc1156-2-e,5.0,0.195965,24,1,6,1,1,unroll_4,pipeline_1,pipeline,unroll,2.25,0.8731757713372782,False
stencil_340.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,42,1,3,1,2,pipeline,unroll_2,unroll,unroll,1.75,1.0,True
stencil_341.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,42,1,3,1,2,pipeline,pipeline_1,pipeline,unroll,1.75,1.0,True
stencil_342.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,42,1,3,1,2,pipeline,pipeline,pipeline,pipeline_1,1.75,1.0,True
stencil_343.c,xczu7ev-ffvc1156-2-e,5.0,0.38336,45,1,11,2,6,unroll_2,unroll_16,pipeline,pipeline,5.0,0.6739857190238171,False
stencil_344.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,48,1,3,1,2,pipeline_1,pipeline_1,unroll,pipeline_1,1.75,1.0,True
stencil_345.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,48,1,3,1,2,pipeline_1,unroll,unroll,pipeline,1.75,1.0,True
stencil_346.c,xczu7ev-ffvc1156-2-e,5.0,0.152005,60,1,50,3,11,unroll_32,pipeline_1,pipeline_1,pipeline,16.25,0.4737071628709968,False
stencil_347.c,xczu7ev-ffvc1156-2-e,5.0,0.19911,21,1,3,1,1,unroll_2,pipeline,unroll,pipeline,1.5,1.0,True
stencil_348.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,44,1,3,1,2,pipeline_1,pipeline,pipeline_1,pipeline,1.75,1.0,True
stencil_349.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,47,1,3,1,2,pipeline_1,unroll_8,pipeline,unroll,1.75,1.0,True
stencil_350.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,50,1,3,1,2,pipeline_1,unroll_2,unroll,unroll,1.75,1.0,True
stencil_351.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,47,1,3,1,2,pipeline,pipeline,unroll,unroll,1.75,1.0,True
stencil_352.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,41,1,3,1,2,pipeline,unroll_2,pipeline,pipeline,1.75,1.0,True
stencil_353.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,44,1,3,1,2,pipeline_1,unroll_2,pipeline,pipeline,1.75,1.0,True
stencil_354.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,50,1,3,1,2,pipeline_1,pipeline,unroll,pipeline_1,1.75,1.0,True
stencil_355.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,42,1,3,1,2,pipeline,unroll_16,pipeline_1,pipeline,1.75,1.0,True
stencil_356.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,45,1,3,1,2,pipeline,pipeline_1,unroll,pipeline_1,1.75,1.0,True
stencil_357.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,45,1,3,1,2,pipeline,pipeline_1,pipeline,pipeline_1,1.75,1.0,True
stencil_358.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,45,1,3,1,2,pipeline,unroll_4,pipeline,pipeline,1.75,1.0,True
stencil_359.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,48,1,3,1,2,pipeline,unroll_16,pipeline,unroll,1.75,1.0,True
stencil_360.c,xczu7ev-ffvc1156-2-e,5.0,0.19911,25,1,3,1,1,unroll_2,pipeline,pipeline,pipeline_1,1.5,1.0,True
stencil_361.c,xczu7ev-ffvc1156-2-e,5.0,0.19911,25,1,3,1,1,unroll_2,pipeline_1,pipeline,pipeline,1.5,1.0,True
stencil_362.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,45,1,3,1,2,pipeline_1,pipeline,unroll,pipeline,1.75,1.0,True
stencil_363.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,48,1,3,1,2,pipeline,unroll_2,unroll,pipeline_1,1.75,1.0,True
stencil_364.c,xczu7ev-ffvc1156-2-e,5.0,0.19911,27,1,3,1,1,unroll_2,pipeline,pipeline_1,pipeline,1.5,1.0,True
stencil_365.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,49,1,3,1,2,pipeline,unroll_2,pipeline,pipeline_1,1.75,1.0,True
stencil_366.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,45,1,3,1,2,pipeline_1,unroll_16,pipeline,pipeline_1,1.75,1.0,True
stencil_367.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,42,1,3,1,2,pipeline_1,pipeline_1,unroll,unroll,1.75,1.0,True
stencil_368.c,xczu7ev-ffvc1156-2-e,5.0,0.19911,25,1,3,1,1,unroll_2,pipeline_1,unroll,pipeline,1.5,1.0,True
stencil_369.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,50,1,3,1,2,pipeline,unroll_16,unroll,pipeline_1,1.75,1.0,True
stencil_370.c,xczu7ev-ffvc1156-2-e,5.0,1.055015,42,1,8,1,4,unroll_4,unroll_4,unroll,pipeline_1,3.5,0.16155259978496242,False
stencil_371.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,45,1,3,1,2,pipeline,unroll_8,pipeline,pipeline_1,1.75,1.0,True
stencil_372.c,xczu7ev-ffvc1156-2-e,5.0,0.474375,134,1,44,9,29,unroll_32,unroll_4,pipeline,unroll,20.75,0.294705496263326,False
stencil_373.c,xczu7ev-ffvc1156-2-e,5.0,0.46268,315,1,86,15,49,unroll_4,unroll,pipeline,pipeline_1,37.75,0.10712850127416225,False
stencil_374.c,xczu7ev-ffvc1156-2-e,5.0,0.46268,304,1,86,15,49,unroll_4,unroll,pipeline,pipeline,37.75,0.10712850127416225,False
stencil_375.c,xczu7ev-ffvc1156-2-e,5.0,0.19911,23,1,3,1,1,unroll_2,pipeline_1,unroll,unroll,1.5,1.0,True
stencil_376.c,xczu7ev-ffvc1156-2-e,5.0,0.19911,23,1,3,1,1,unroll_2,pipeline_1,pipeline,unroll,1.5,1.0,True
stencil_377.c,xczu7ev-ffvc1156-2-e,5.0,0.19911,23,1,3,1,1,unroll_2,pipeline_1,unroll,pipeline_1,1.5,1.0,True
