Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,OuterLoop_6,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,Area,Weight,is_pareto
ss_sort_1482.c,xczu7ev-ffvc1156-2-e,5.0,1.385445,31,1,1,1,2,pipeline,pipeline,unroll_8,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_2,unroll,pipeline,1.25,0.6734951250418266,False
ss_sort_1483.c,xczu7ev-ffvc1156-2-e,5.0,1.569275,31,1,1,1,2,pipeline_1,pipeline,unroll_16,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_2,unroll_2,pipeline,1.25,0.4074244908273795,False
ss_sort_1484.c,xczu7ev-ffvc1156-2-e,5.0,1.113725,28,1,1,1,4,unroll_2,unroll_16,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_2,pipeline,1.75,0.9144900627108324,False
ss_sort_1485.c,xczu7ev-ffvc1156-2-e,5.0,1.073115,31,1,1,1,3,pipeline,unroll_16,pipeline,pipeline,pipeline_1,unroll_16,unroll_8,unroll_2,unroll,unroll,1.5,0.9787583144292572,False
ss_sort_1486.c,xczu7ev-ffvc1156-2-e,5.0,1.076585,28,1,1,1,2,pipeline_1,unroll_4,pipeline,pipeline,pipeline_1,unroll_4,unroll,unroll,unroll,unroll_2,1.25,0.9970404536005637,False
ss_sort_1487.c,xczu7ev-ffvc1156-2-e,5.0,1.073115,31,1,1,1,3,pipeline,unroll_16,pipeline,pipeline,pipeline_1,unroll_16,unroll_2,unroll,unroll,pipeline,1.5,0.9787583144292572,False
ss_sort_1488.c,xczu7ev-ffvc1156-2-e,5.0,1.076955,31,1,1,1,2,pipeline,unroll_4,pipeline,pipeline,pipeline_1,unroll_16,unroll_8,unroll_8,pipeline_1,unroll,1.25,0.9966097452887254,False
ss_sort_1489.c,xczu7ev-ffvc1156-2-e,5.0,1.076585,31,1,1,1,2,pipeline,unroll_4,pipeline,pipeline,pipeline_1,unroll_4,unroll_2,unroll_8,unroll,unroll,1.25,0.9970404536005637,False
ss_sort_1490.c,xczu7ev-ffvc1156-2-e,5.0,1.072745,34,1,1,1,4,pipeline,unroll_16,pipeline,pipeline,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_2,unroll_2,1.75,0.9624645280407103,False
ss_sort_1491.c,xczu7ev-ffvc1156-2-e,5.0,1.067125,43,1,1,1,7,unroll_2,unroll_32,pipeline,pipeline,pipeline_1,unroll_4,unroll,unroll_2,unroll,pipeline,2.5,0.9226006636031737,False
ss_sort_1492.c,xczu7ev-ffvc1156-2-e,5.0,1.073115,30,1,1,1,3,pipeline_1,unroll_16,pipeline,pipeline,pipeline,unroll_16,unroll_2,unroll,pipeline,pipeline,1.5,0.9787583144292572,False
ss_sort_1493.c,xczu7ev-ffvc1156-2-e,5.0,1.072475,30,1,1,1,3,pipeline,unroll_32,pipeline,pipeline,pipeline_1,unroll_16,unroll_2,unroll,unroll,pipeline,1.5,0.9793375100853855,False
ss_sort_1494.c,xczu7ev-ffvc1156-2-e,5.0,1.073115,30,1,1,1,3,pipeline,unroll_16,pipeline,pipeline,pipeline_1,unroll_16,unroll,unroll_2,unroll,unroll,1.5,0.9787583144292572,False
ss_sort_1495.c,xczu7ev-ffvc1156-2-e,5.0,1.073115,30,1,1,1,3,pipeline_1,unroll_16,pipeline,pipeline,pipeline_1,unroll_16,unroll_2,unroll_8,pipeline_1,pipeline,1.5,0.9787583144292572,False
ss_sort_1496.c,xczu7ev-ffvc1156-2-e,5.0,1.076585,30,1,1,1,2,pipeline,unroll_4,pipeline,pipeline,pipeline_1,unroll_4,unroll,unroll,unroll,unroll,1.25,0.9970404536005637,False
ss_sort_1497.c,xczu7ev-ffvc1156-2-e,5.0,1.076585,30,1,1,1,2,pipeline_1,unroll_4,pipeline,pipeline,pipeline_1,unroll_4,unroll_8,unroll_8,pipeline,unroll_2,1.25,0.9970404536005637,False
ss_sort_1498.c,xczu7ev-ffvc1156-2-e,5.0,1.073115,30,1,1,1,3,pipeline_1,unroll_16,pipeline,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_2,unroll,pipeline,1.5,0.9787583144292572,False
ss_sort_1499.c,xczu7ev-ffvc1156-2-e,5.0,1.072745,34,1,1,1,4,pipeline_1,unroll_16,pipeline,pipeline,pipeline_1,unroll_4,unroll,unroll_2,unroll,unroll_2,1.75,0.9624645280407103,False
ss_sort_1500.c,xczu7ev-ffvc1156-2-e,5.0,1.318715,34,1,1,1,3,pipeline_1,unroll_16,pipeline,pipeline,unroll_2,unroll_16,unroll_4,unroll_2,unroll,pipeline,1.5,0.7237867453419488,False
ss_sort_1501.c,xczu7ev-ffvc1156-2-e,5.0,1.072325,41,1,1,1,7,pipeline,unroll_32,pipeline,pipeline,pipeline_1,unroll_4,unroll,unroll_2,unroll,pipeline,2.5,0.9173947663803679,False
ss_sort_1502.c,xczu7ev-ffvc1156-2-e,5.0,1.074405,29,1,1,1,2,pipeline,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll,unroll_2,unroll,1.25,0.9995802402788375,False
ss_sort_1503.c,xczu7ev-ffvc1156-2-e,5.0,1.074405,29,1,1,1,2,pipeline,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll,pipeline_1,unroll_2,1.25,0.9995802402788375,False
ss_sort_1504.c,xczu7ev-ffvc1156-2-e,5.0,1.124235,32,1,1,1,2,unroll_2,unroll_16,pipeline,pipeline,pipeline_1,unroll_16,pipeline_1,unroll_2,unroll,unroll_2,1.25,0.9424232195086719,False
ss_sort_1505.c,xczu7ev-ffvc1156-2-e,5.0,1.073115,33,1,1,1,3,pipeline,unroll_16,pipeline,pipeline,pipeline_1,unroll_16,unroll_8,unroll_2,unroll,unroll,1.5,0.9787583144292572,False
ss_sort_1506.c,xczu7ev-ffvc1156-2-e,5.0,1.072965,32,1,1,1,5,pipeline,unroll_16,pipeline,pipeline_1,pipeline_1,unroll_4,unroll_4,pipeline,pipeline_1,unroll,2.0,0.9469266171202362,False
ss_sort_1507.c,xczu7ev-ffvc1156-2-e,5.0,1.073115,33,1,1,1,3,pipeline,unroll_16,pipeline,pipeline,pipeline_1,unroll_16,unroll_2,unroll,pipeline_1,unroll,1.5,0.9787583144292572,False
ss_sort_1508.c,xczu7ev-ffvc1156-2-e,5.0,1.073115,32,1,1,1,3,pipeline,unroll_16,pipeline,pipeline,pipeline,unroll_16,unroll_8,unroll_8,pipeline_1,unroll_2,1.5,0.9787583144292572,False
ss_sort_1509.c,xczu7ev-ffvc1156-2-e,5.0,1.072745,35,1,1,1,4,pipeline,unroll_16,pipeline_1,pipeline,pipeline_1,unroll_4,unroll,unroll_2,pipeline_1,unroll_2,1.75,0.9624645280407103,False
ss_sort_1510.c,xczu7ev-ffvc1156-2-e,5.0,1.113995,35,1,1,1,3,unroll_2,unroll_16,pipeline,pipeline,pipeline,unroll_16,unroll_8,unroll_2,pipeline_1,pipeline,1.5,0.9362158361573376,False
ss_sort_1511.c,xczu7ev-ffvc1156-2-e,5.0,1.073115,37,1,1,1,3,pipeline_1,unroll_16,pipeline,pipeline,pipeline,unroll_16,unroll_2,unroll_2,unroll,pipeline,1.5,0.9787583144292572,False
ss_sort_1512.c,xczu7ev-ffvc1156-2-e,5.0,1.073115,30,1,1,1,3,pipeline,unroll_16,pipeline,pipeline,pipeline_1,unroll_16,unroll_8,unroll_2,pipeline_1,unroll,1.5,0.9787583144292572,False
ss_sort_1513.c,xczu7ev-ffvc1156-2-e,5.0,1.073115,30,1,1,1,3,pipeline,unroll_16,pipeline,pipeline,pipeline_1,unroll_16,unroll_2,unroll_2,unroll,pipeline,1.5,0.9787583144292572,False
ss_sort_1514.c,xczu7ev-ffvc1156-2-e,5.0,1.076955,33,1,1,1,2,pipeline,unroll_4,pipeline,pipeline,pipeline_1,unroll_16,unroll,unroll_8,pipeline_1,unroll,1.25,0.9966097452887254,False
ss_sort_1515.c,xczu7ev-ffvc1156-2-e,5.0,1.569765,30,1,1,1,1,pipeline,pipeline,unroll_8,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_2,pipeline,1.0,0.40702538052018455,False
ss_sort_1516.c,xczu7ev-ffvc1156-2-e,5.0,1.072475,33,1,1,1,3,pipeline_1,unroll_32,pipeline,pipeline,pipeline_1,unroll,unroll_8,pipeline,pipeline_1,unroll_2,1.5,0.9793375100853855,False
ss_sort_1517.c,xczu7ev-ffvc1156-2-e,5.0,1.076955,33,1,1,1,3,pipeline_1,unroll_4,pipeline,pipeline,pipeline_1,unroll_16,unroll_8,unroll,unroll,unroll_2,1.5,0.9746178609272641,False
ss_sort_1518.c,xczu7ev-ffvc1156-2-e,5.0,1.073115,33,1,1,1,3,pipeline_1,unroll_16,pipeline,pipeline,pipeline_1,unroll_16,unroll_2,unroll,unroll,unroll_2,1.5,0.9787583144292572,False
ss_sort_1519.c,xczu7ev-ffvc1156-2-e,5.0,1.073115,33,1,1,1,3,pipeline,unroll_16,pipeline,pipeline,pipeline_1,unroll,unroll_2,unroll_8,pipeline_1,unroll,1.5,0.9787583144292572,False
ss_sort_1520.c,xczu7ev-ffvc1156-2-e,5.0,1.073115,33,1,1,1,3,pipeline_1,unroll_16,pipeline,pipeline,pipeline,unroll_16,unroll_2,unroll,unroll,pipeline,1.5,0.9787583144292572,False
ss_sort_1521.c,xczu7ev-ffvc1156-2-e,5.0,1.073115,33,1,1,1,3,pipeline_1,unroll_16,pipeline,pipeline_1,pipeline,unroll,unroll_2,pipeline,pipeline_1,unroll_2,1.5,0.9787583144292572,False
ss_sort_1522.c,xczu7ev-ffvc1156-2-e,5.0,1.073115,29,1,1,1,3,pipeline,unroll_16,pipeline,pipeline,pipeline_1,unroll_16,unroll_8,unroll_2,pipeline_1,unroll,1.5,0.9787583144292572,False
ss_sort_1523.c,xczu7ev-ffvc1156-2-e,5.0,1.076585,29,1,1,1,2,pipeline,unroll_4,pipeline,pipeline,pipeline_1,unroll_4,unroll_8,unroll_2,pipeline_1,pipeline,1.25,0.9970404536005637,False
ss_sort_1524.c,xczu7ev-ffvc1156-2-e,5.0,1.072745,32,1,1,1,4,pipeline_1,unroll_16,pipeline,pipeline,pipeline_1,unroll_4,unroll_8,unroll_2,pipeline_1,unroll_2,1.75,0.9624645280407103,False
ss_sort_1525.c,xczu7ev-ffvc1156-2-e,5.0,1.073115,32,1,1,1,3,pipeline,unroll_16,pipeline,pipeline_1,pipeline_1,unroll_16,unroll,pipeline,unroll,unroll_2,1.5,0.9787583144292572,False
ss_sort_1526.c,xczu7ev-ffvc1156-2-e,5.0,1.076585,29,1,1,1,2,pipeline_1,unroll_4,pipeline,pipeline,pipeline,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_2,1.25,0.9970404536005637,False
ss_sort_1527.c,xczu7ev-ffvc1156-2-e,5.0,1.072965,35,1,1,1,5,pipeline,unroll_16,pipeline,pipeline,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_2,unroll_2,2.0,0.9469266171202362,False
ss_sort_1528.c,xczu7ev-ffvc1156-2-e,5.0,1.117755,28,1,1,1,2,pipeline,unroll_4,pipeline,pipeline,unroll_2,unroll_16,unroll,unroll_2,pipeline_1,unroll,1.25,0.9497499302333398,False
ss_sort_1529.c,xczu7ev-ffvc1156-2-e,5.0,1.072745,35,1,1,1,4,pipeline_1,unroll_16,pipeline,pipeline,pipeline_1,unroll_4,unroll_2,unroll,unroll,unroll_2,1.75,0.9624645280407103,False
ss_sort_1530.c,xczu7ev-ffvc1156-2-e,5.0,1.072745,34,1,1,1,4,pipeline_1,unroll_16,pipeline,pipeline,pipeline_1,unroll_4,unroll_8,unroll,pipeline_1,unroll_2,1.75,0.9624645280407103,False
ss_sort_1531.c,xczu7ev-ffvc1156-2-e,5.0,1.074025,29,1,1,1,3,pipeline_1,unroll_8,pipeline,pipeline,pipeline_1,unroll_4,unroll_8,unroll_2,pipeline_1,pipeline,1.5,0.9778800557781573,False
ss_sort_1532.c,xczu7ev-ffvc1156-2-e,5.0,1.072475,29,1,1,1,3,pipeline_1,unroll_32,pipeline,pipeline,pipeline_1,unroll_16,unroll_8,unroll_2,unroll_2,pipeline,1.5,0.9793375100853855,False
ss_sort_1533.c,xczu7ev-ffvc1156-2-e,5.0,1.072765,29,1,1,1,3,pipeline,unroll_16,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll,1.5,0.9790789781486976,False
ss_sort_1534.c,xczu7ev-ffvc1156-2-e,5.0,1.076955,29,1,1,1,2,pipeline_1,unroll_4,pipeline,pipeline,pipeline_1,unroll,unroll_2,unroll,unroll,unroll,1.25,0.9966097452887254,False
ss_sort_1535.c,xczu7ev-ffvc1156-2-e,5.0,1.076585,29,1,1,1,2,pipeline_1,unroll_4,pipeline,pipeline,pipeline_1,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_2,1.25,0.9970404536005637,False
ss_sort_1536.c,xczu7ev-ffvc1156-2-e,5.0,1.076585,29,1,1,1,2,pipeline,unroll_4,pipeline,pipeline_1,pipeline_1,unroll_4,unroll,pipeline,unroll,unroll,1.25,0.9970404536005637,False
ss_sort_1537.c,xczu7ev-ffvc1156-2-e,5.0,1.073115,29,1,1,1,3,pipeline,unroll_16,pipeline,pipeline_1,pipeline,unroll,unroll_2,pipeline,pipeline_1,unroll_2,1.5,0.9787583144292572,False
ss_sort_1538.c,xczu7ev-ffvc1156-2-e,5.0,1.073115,32,1,1,1,3,pipeline,unroll_16,pipeline,pipeline_1,pipeline_1,unroll_16,unroll_2,unroll_2,unroll,pipeline,1.5,0.9787583144292572,False
ss_sort_1539.c,xczu7ev-ffvc1156-2-e,5.0,1.072475,32,1,1,1,4,pipeline_1,unroll_32,pipeline,pipeline,pipeline_1,unroll_16,unroll_8,unroll_2,pipeline_1,pipeline,1.75,0.9627445145723892,False
ss_sort_1540.c,xczu7ev-ffvc1156-2-e,5.0,1.067125,45,1,1,1,7,unroll_2,unroll_32,pipeline,pipeline,pipeline_1,unroll_4,unroll,unroll_8,unroll,pipeline,2.5,0.9226006636031737,False
ss_sort_1541.c,xczu7ev-ffvc1156-2-e,5.0,1.073115,29,1,1,1,3,pipeline,unroll_16,pipeline,pipeline,pipeline_1,unroll_16,unroll_4,unroll_8,pipeline_1,unroll,1.5,0.9787583144292572,False
ss_sort_1542.c,xczu7ev-ffvc1156-2-e,5.0,1.076585,29,1,1,1,2,pipeline_1,unroll_4,pipeline,pipeline,pipeline_1,unroll_4,unroll_8,unroll_8,pipeline,pipeline,1.25,0.9970404536005637,False
ss_sort_1543.c,xczu7ev-ffvc1156-2-e,5.0,1.072475,29,1,1,1,3,pipeline,unroll_32,pipeline,pipeline,pipeline_1,unroll_16,unroll_2,unroll_2,unroll,pipeline,1.5,0.9793375100853855,False
ss_sort_1544.c,xczu7ev-ffvc1156-2-e,5.0,1.073115,29,1,1,1,3,pipeline,unroll_16,pipeline,pipeline,pipeline_1,unroll_16,unroll_4,unroll_2,pipeline_1,unroll,1.5,0.9787583144292572,False
ss_sort_1545.c,xczu7ev-ffvc1156-2-e,5.0,1.074405,32,1,1,1,2,pipeline,unroll_8,pipeline,pipeline,pipeline_1,unroll_8,pipeline_1,unroll,pipeline_1,unroll_2,1.25,0.9995802402788375,False
ss_sort_1546.c,xczu7ev-ffvc1156-2-e,5.0,1.074175,32,1,1,1,2,pipeline,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_8,unroll_8,unroll,pipeline_1,unroll,1.25,0.9998484088062043,False
ss_sort_1547.c,xczu7ev-ffvc1156-2-e,5.0,1.073115,32,1,1,1,3,pipeline_1,unroll_16,pipeline_1,pipeline,pipeline_1,unroll_16,unroll,unroll_2,unroll,pipeline,1.5,0.9787583144292572,False
ss_sort_1548.c,xczu7ev-ffvc1156-2-e,5.0,1.076965,31,1,1,1,2,pipeline,unroll_4,pipeline,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll,pipeline_1,unroll_2,1.25,0.9965981059589604,False
ss_sort_1549.c,xczu7ev-ffvc1156-2-e,5.0,1.072745,34,1,1,1,4,pipeline,unroll_16,pipeline,pipeline,pipeline_1,unroll_4,unroll_2,unroll_8,pipeline_1,unroll_2,1.75,0.9624645280407103,False
ss_sort_1550.c,xczu7ev-ffvc1156-2-e,5.0,1.073115,37,1,1,1,3,pipeline,unroll_16,pipeline,pipeline,pipeline_1,unroll_16,unroll,unroll_2,unroll,unroll,1.5,0.9787583144292572,False
ss_sort_1551.c,xczu7ev-ffvc1156-2-e,5.0,1.074405,33,1,1,1,3,pipeline_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll,unroll_2,unroll,1.5,0.9774942144801841,False
ss_sort_1552.c,xczu7ev-ffvc1156-2-e,5.0,1.072475,33,1,1,1,3,pipeline_1,unroll_32,pipeline,pipeline_1,pipeline_1,unroll,unroll_8,pipeline,unroll_2,unroll,1.5,0.9793375100853855,False
ss_sort_1553.c,xczu7ev-ffvc1156-2-e,5.0,1.076585,33,1,1,1,2,pipeline_1,unroll_4,pipeline,pipeline,pipeline_1,unroll_4,unroll_8,unroll_2,pipeline,unroll,1.25,0.9970404536005637,False
ss_sort_1554.c,xczu7ev-ffvc1156-2-e,5.0,1.073115,33,1,1,1,3,pipeline,unroll_16,pipeline,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_2,pipeline_1,unroll,1.5,0.9787583144292572,False
ss_sort_1555.c,xczu7ev-ffvc1156-2-e,5.0,1.076585,33,1,1,1,2,pipeline,unroll_4,pipeline,pipeline,pipeline_1,unroll_4,unroll,unroll,unroll,unroll,1.25,0.9970404536005637,False
ss_sort_1556.c,xczu7ev-ffvc1156-2-e,5.0,1.076585,33,1,1,1,2,pipeline_1,unroll_4,pipeline,pipeline,pipeline_1,unroll_4,unroll_2,unroll,unroll,unroll_2,1.25,0.9970404536005637,False
ss_sort_1557.c,xczu7ev-ffvc1156-2-e,5.0,1.072475,36,1,1,1,4,pipeline_1,unroll_32,pipeline,pipeline,pipeline_1,unroll,unroll_8,unroll_2,unroll_2,pipeline,1.75,0.9627445145723892,False
ss_sort_1558.c,xczu7ev-ffvc1156-2-e,5.0,1.076735,33,1,1,1,2,pipeline,unroll_4,pipeline,pipeline_1,pipeline_1,unroll_8,unroll_8,unroll_8,unroll,unroll,1.25,0.9968658296573041,False
ss_sort_1559.c,xczu7ev-ffvc1156-2-e,5.0,1.158955,33,1,1,1,2,pipeline_1,unroll_4,pipeline,pipeline_1,pipeline_1,unroll,unroll_2,pipeline,pipeline_1,unroll_2,1.25,0.9037068689250092,False
ss_sort_1560.c,xczu7ev-ffvc1156-2-e,5.0,1.072005,57,1,1,1,12,pipeline,unroll_64,pipeline,pipeline,pipeline_1,unroll_4,unroll,unroll_2,pipeline_1,unroll_2,3.75,0.8442763466677012,False
ss_sort_1561.c,xczu7ev-ffvc1156-2-e,5.0,1.072765,32,1,1,1,3,pipeline,unroll_16,pipeline,pipeline,pipeline_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll,1.5,0.9790789781486976,False
ss_sort_1562.c,xczu7ev-ffvc1156-2-e,5.0,1.072475,32,1,1,1,3,pipeline_1,unroll_32,pipeline,pipeline,pipeline_1,unroll_16,unroll_8,pipeline,pipeline_1,unroll_2,1.5,0.9793375100853855,False
ss_sort_1563.c,xczu7ev-ffvc1156-2-e,5.0,1.073115,32,1,1,1,3,pipeline_1,unroll_16,pipeline,pipeline,pipeline_1,unroll_16,unroll,unroll,unroll,unroll_2,1.5,0.9787583144292572,False
ss_sort_1564.c,xczu7ev-ffvc1156-2-e,5.0,1.076585,29,1,1,1,2,pipeline_1,unroll_4,pipeline,pipeline,pipeline_1,unroll_4,unroll,unroll_2,pipeline_1,unroll_2,1.25,0.9970404536005637,False
ss_sort_1565.c,xczu7ev-ffvc1156-2-e,5.0,1.072475,35,1,1,1,4,pipeline_1,unroll_32,pipeline,pipeline,pipeline_1,unroll_16,unroll_8,unroll,unroll,pipeline,1.75,0.9627445145723892,False
ss_sort_1566.c,xczu7ev-ffvc1156-2-e,5.0,1.074025,32,1,1,1,3,pipeline,unroll_8,pipeline,pipeline,pipeline_1,unroll_4,unroll,unroll,unroll,unroll,1.5,0.9778800557781573,False
ss_sort_1567.c,xczu7ev-ffvc1156-2-e,5.0,1.072745,32,1,1,1,4,pipeline,unroll_16,pipeline,pipeline,pipeline,unroll_4,unroll_8,unroll_2,pipeline_1,pipeline,1.75,0.9624645280407103,False
ss_sort_1568.c,xczu7ev-ffvc1156-2-e,5.0,1.487545,34,1,1,1,2,pipeline,pipeline,unroll_8,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_8,unroll_2,pipeline,1.25,0.5230529638794116,False
ss_sort_1569.c,xczu7ev-ffvc1156-2-e,5.0,1.385405,30,1,1,1,2,unroll_2,pipeline,unroll_8,pipeline,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_2,pipeline,1.25,0.6735323607450858,False
ss_sort_1570.c,xczu7ev-ffvc1156-2-e,5.0,1.073115,30,1,1,1,3,pipeline_1,unroll_16,pipeline,pipeline,pipeline_1,unroll_16,unroll,unroll,unroll,pipeline,1.5,0.9787583144292572,False
ss_sort_1571.c,xczu7ev-ffvc1156-2-e,5.0,1.074405,30,1,1,1,2,pipeline_1,unroll_8,pipeline,pipeline,pipeline_1,unroll_8,unroll_8,unroll,unroll,pipeline,1.25,0.9995802402788375,False
ss_sort_1572.c,xczu7ev-ffvc1156-2-e,5.0,1.487545,30,1,1,1,2,pipeline_1,pipeline,unroll_8,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_2,unroll,1.25,0.5230529638794116,False
ss_sort_1573.c,xczu7ev-ffvc1156-2-e,5.0,1.074175,30,1,1,1,2,pipeline,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll,pipeline_1,unroll,1.25,0.9998484088062043,False
ss_sort_1574.c,xczu7ev-ffvc1156-2-e,5.0,1.074405,30,1,1,1,2,pipeline,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll,unroll,unroll,1.25,0.9995802402788375,False
ss_sort_1575.c,xczu7ev-ffvc1156-2-e,5.0,1.072745,33,1,1,1,4,pipeline,unroll_16,pipeline,pipeline,pipeline_1,unroll_4,unroll_8,unroll_2,pipeline_1,pipeline,1.75,0.9624645280407103,False
ss_sort_1576.c,xczu7ev-ffvc1156-2-e,5.0,1.072485,33,1,1,1,3,pipeline_1,unroll_32,pipeline,pipeline,pipeline_1,unroll_8,unroll_8,pipeline,unroll_2,unroll,1.5,0.9793287027983043,False
ss_sort_1577.c,xczu7ev-ffvc1156-2-e,5.0,1.072475,33,1,1,1,3,pipeline_1,unroll_32,pipeline,pipeline,pipeline_1,unroll,unroll_8,pipeline,pipeline_1,unroll,1.5,0.9793375100853855,False
ss_sort_1578.c,xczu7ev-ffvc1156-2-e,5.0,1.298085,33,1,1,1,3,pipeline,unroll_16,pipeline,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_2,pipeline,1.5,0.7439408201125327,False
ss_sort_1579.c,xczu7ev-ffvc1156-2-e,5.0,1.074405,30,1,1,1,2,pipeline_1,unroll_8,pipeline,pipeline,pipeline_1,unroll_8,unroll_8,unroll,unroll,unroll,1.25,0.9995802402788375,False
ss_sort_1580.c,xczu7ev-ffvc1156-2-e,5.0,1.072125,30,1,1,1,4,pipeline_1,unroll_32,pipeline,pipeline,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline_1,pipeline,1.75,0.9631033242448992,False
ss_sort_1581.c,xczu7ev-ffvc1156-2-e,5.0,1.072475,30,1,1,1,3,pipeline_1,unroll_32,pipeline,pipeline,pipeline_1,unroll_16,unroll_8,unroll_2,unroll_2,pipeline,1.5,0.9793375100853855,False
ss_sort_1582.c,xczu7ev-ffvc1156-2-e,5.0,1.072475,30,1,1,1,3,pipeline_1,unroll_32,pipeline,pipeline,pipeline_1,unroll_16,unroll_2,unroll,unroll,pipeline,1.5,0.9793375100853855,False
ss_sort_1583.c,xczu7ev-ffvc1156-2-e,5.0,1.158805,27,1,1,1,2,pipeline_1,unroll_4,pipeline,pipeline,pipeline_1,unroll_2,pipeline_1,unroll_8,pipeline,pipeline,1.25,0.9038721754831781,False
ss_sort_1584.c,xczu7ev-ffvc1156-2-e,5.0,1.072765,30,1,1,1,3,pipeline,unroll_16,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll_2,1.5,0.9790789781486976,False
ss_sort_1585.c,xczu7ev-ffvc1156-2-e,5.0,1.076805,33,1,1,1,3,pipeline,unroll_4,pipeline,pipeline,pipeline_1,unroll_4,unroll,unroll,unroll,pipeline,1.5,0.9748005832000962,False
ss_sort_1586.c,xczu7ev-ffvc1156-2-e,5.0,1.072475,34,1,1,1,4,pipeline_1,unroll_32,pipeline,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_2,unroll_2,unroll,1.75,0.9627445145723892,False
ss_sort_1587.c,xczu7ev-ffvc1156-2-e,5.0,1.072475,34,1,1,1,4,pipeline_1,unroll_32,pipeline,pipeline,pipeline_1,unroll_16,unroll_8,unroll_2,unroll_2,unroll_2,1.75,0.9627445145723892,False
ss_sort_1588.c,xczu7ev-ffvc1156-2-e,5.0,1.067125,46,1,1,1,7,unroll_2,unroll_32,pipeline,pipeline,pipeline_1,unroll_4,unroll,unroll_2,pipeline_1,unroll_2,2.5,0.9226006636031737,False
ss_sort_1589.c,xczu7ev-ffvc1156-2-e,5.0,1.074395,29,1,1,1,2,pipeline,unroll_8,pipeline,pipeline_1,pipeline_1,unroll,pipeline_1,unroll,pipeline_1,unroll_2,1.25,0.9995918989489949,False
ss_sort_1590.c,xczu7ev-ffvc1156-2-e,5.0,1.344795,32,1,1,1,2,pipeline,pipeline,unroll_8,pipeline,pipeline_1,unroll_16,unroll,unroll_2,pipeline_1,unroll,1.25,0.7119594837118974,False
ss_sort_1591.c,xczu7ev-ffvc1156-2-e,5.0,1.113275,35,1,1,1,4,pipeline_1,unroll_32,pipeline,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll,unroll,pipeline,1.75,0.9149005775190019,False
ss_sort_1592.c,xczu7ev-ffvc1156-2-e,5.0,1.072475,35,1,1,1,3,pipeline,unroll_32,pipeline,pipeline,pipeline_1,unroll_16,unroll_2,unroll_2,unroll_2,pipeline,1.5,0.9793375100853855,False
ss_sort_1593.c,xczu7ev-ffvc1156-2-e,5.0,1.072475,35,1,1,1,3,pipeline,unroll_32,pipeline,pipeline_1,pipeline_1,unroll_16,unroll_8,pipeline,pipeline_1,unroll_2,1.5,0.9793375100853855,False
ss_sort_1594.c,xczu7ev-ffvc1156-2-e,5.0,1.072475,34,1,1,1,3,pipeline_1,unroll_32,pipeline,pipeline,pipeline_1,unroll,unroll_8,unroll_2,unroll_2,unroll,1.5,0.9793375100853855,False
ss_sort_1595.c,xczu7ev-ffvc1156-2-e,5.0,1.072745,37,1,1,1,4,pipeline_1,unroll_16,pipeline,pipeline,pipeline_1,unroll_4,unroll_8,unroll,unroll_2,pipeline,1.75,0.9624645280407103,False
ss_sort_1596.c,xczu7ev-ffvc1156-2-e,5.0,1.067125,47,1,1,1,7,unroll_2,unroll_32,pipeline,pipeline,pipeline,unroll_4,unroll,unroll_8,unroll,pipeline,2.5,0.9226006636031737,False
