Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,Array_8,Array_9,Array_10,OuterLoop_1,OuterLoop_2,OuterLoop_3,InnerLoop_1_1,Area,Weight,is_pareto
workload_444.cpp,xczu7ev-ffvc1156-2-e,10.0,17.40089,176,25,1,4,46,cyclic_64_1,cyclic_4_1,block_64_1,block_2_1,cyclic_2_1,cyclic_64_1,cyclic_8_1,block_2_1,block_32_1,complete_1,unroll_2,pipeline,unroll_2,unroll_64,19.0,0.7968609170332853,False
workload_445.cpp,xczu7ev-ffvc1156-2-e,10.0,8.59368,317,65,81,41,78,cyclic_64_1,cyclic_8_1,block_64_1,cyclic_2_1,cyclic_4_1,cyclic_16_1,cyclic_16_1,block_128_1,cyclic_8_1,complete_1,pipeline,pipeline,unroll_8,unroll_32,66.25,0.3294844379844392,False
workload_446.cpp,xczu7ev-ffvc1156-2-e,10.0,17.01889,52,19,1,3,7,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_32_1,cyclic_4_1,block_4_1,cyclic_64_1,cyclic_16_1,complete_1,unroll_4,pipeline_1,unroll_2,unroll_8,7.5,0.9435764154922804,False
workload_447.cpp,xczu7ev-ffvc1156-2-e,10.0,12.7872,148,18,1,11,24,cyclic_2_1,cyclic_128_1,block_4_1,block_2_1,cyclic_4_1,cyclic_128_1,block_128_1,block_128_1,cyclic_32_1,complete_1,unroll_8,pipeline_1,unroll_16,pipeline_1,13.5,0.9017012534458673,False
workload_448.cpp,xczu7ev-ffvc1156-2-e,10.0,8.56305,334,65,81,37,87,cyclic_64_1,cyclic_4_1,block_4_1,cyclic_64_1,cyclic_4_1,cyclic_2_1,cyclic_32_1,cyclic_2_1,block_8_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_16,67.5,0.31163979990648144,False
workload_449.cpp,xczu7ev-ffvc1156-2-e,10.0,12.80733,50,19,1,2,7,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_4_1,cyclic_32_1,cyclic_8_1,complete_1,unroll_8,unroll_8,unroll_2,pipeline_1,7.25,0.9924601297463006,False
workload_450.cpp,xczu7ev-ffvc1156-2-e,10.0,8.57329,337,66,81,38,88,cyclic_64_1,cyclic_4_1,block_64_1,block_2_1,cyclic_4_1,cyclic_64_1,block_8_1,block_2_1,block_8_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_64,68.25,0.30128185173921673,False
workload_451.cpp,xczu7ev-ffvc1156-2-e,10.0,12.7744,128,17,1,11,23,cyclic_2_1,cyclic_128_1,block_64_1,block_2_1,cyclic_4_1,cyclic_128_1,block_128_1,cyclic_64_1,block_8_1,complete_1,unroll_8,pipeline_1,unroll_8,pipeline_1,13.0,0.9088709489889903,False
workload_452.cpp,xczu7ev-ffvc1156-2-e,10.0,8.66649,442,23,81,41,83,cyclic_128_1,cyclic_64_1,cyclic_2_1,cyclic_64_1,cyclic_2_1,cyclic_16_1,cyclic_128_1,cyclic_2_1,block_32_1,complete_1,pipeline,unroll_2,unroll_2,pipeline_1,57.0,0.4203640509666744,False
workload_453.cpp,xczu7ev-ffvc1156-2-e,10.0,14.89053,89,24,1,4,23,cyclic_64_1,cyclic_128_1,block_4_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_4_1,block_2_1,block_8_1,complete_1,unroll_8,unroll_16,unroll_2,pipeline_1,13.0,0.8949268926801686,False
workload_454.cpp,xczu7ev-ffvc1156-2-e,10.0,33.24128,75,18,1,6,14,cyclic_2_1,block_128_1,cyclic_4_1,block_16_1,cyclic_4_1,cyclic_4_1,block_64_1,block_32_1,cyclic_16_1,complete_1,unroll_8,unroll_2,unroll_16,unroll_2,9.75,0.7464479569957582,False
workload_455.cpp,xczu7ev-ffvc1156-2-e,10.0,8.61445,249,66,81,38,70,cyclic_64_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_4_1,cyclic_4_1,block_8_1,complete_1,pipeline_1,unroll_16,unroll_2,unroll_64,63.75,0.3651210786016701,False
workload_456.cpp,xczu7ev-ffvc1156-2-e,10.0,33.19553,46,22,1,2,6,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_32_1,block_32_1,cyclic_2_1,cyclic_8_1,cyclic_8_1,cyclic_16_1,complete_1,unroll_4,pipeline,unroll_2,unroll_2,7.75,0.7531196179884734,False
workload_457.cpp,xczu7ev-ffvc1156-2-e,10.0,64.93016,97,25,2,4,21,block_64_1,cyclic_16_1,cyclic_4_1,block_16_1,cyclic_2_1,cyclic_2_1,cyclic_32_1,block_16_1,cyclic_16_1,complete_1,unroll_16,unroll_2,unroll_4,unroll_2,13.0,0.4400858431353505,False
workload_458.cpp,xczu7ev-ffvc1156-2-e,10.0,8.5832,525,24,81,41,87,cyclic_128_1,cyclic_4_1,block_4_1,block_2_1,cyclic_4_1,cyclic_128_1,block_128_1,cyclic_2_1,block_16_1,complete_1,pipeline_1,pipeline,unroll_64,unroll_16,58.25,0.41001123117360994,False
workload_459.cpp,xczu7ev-ffvc1156-2-e,10.0,8.59849,520,23,81,44,86,cyclic_128_1,cyclic_128_1,block_4_1,block_4_1,block_64_1,block_64_1,cyclic_32_1,cyclic_128_1,cyclic_32_1,complete_1,pipeline,pipeline,unroll_2,unroll_16,58.5,0.40784394406816815,False
workload_460.cpp,xczu7ev-ffvc1156-2-e,10.0,8.56301,270,65,81,39,72,cyclic_64_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_16_1,cyclic_32_1,cyclic_64_1,cyclic_8_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_32,64.25,0.35952947238841293,False
workload_461.cpp,xczu7ev-ffvc1156-2-e,10.0,8.64552,519,23,81,41,87,cyclic_128_1,cyclic_4_1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_64_1,block_16_1,cyclic_64_1,block_16_1,complete_1,pipeline_1,unroll_16,unroll_64,pipeline_1,58.0,0.4118996843237682,False
workload_464.cpp,xczu7ev-ffvc1156-2-e,10.0,8.62413,420,24,81,39,80,cyclic_128_1,cyclic_4_1,cyclic_2_1,block_2_1,block_2_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,block_16_1,complete_1,pipeline_1,unroll_32,unroll_2,unroll_8,56.0,0.42918132976388346,False
workload_465.cpp,xczu7ev-ffvc1156-2-e,10.0,12.75192,104,19,1,7,16,cyclic_2_1,cyclic_4_1,block_4_1,block_2_1,cyclic_4_1,cyclic_128_1,block_128_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_8,pipeline_1,unroll_64,pipeline_1,10.75,0.9413086300056271,False
workload_466.cpp,xczu7ev-ffvc1156-2-e,10.0,12.76985,55,23,1,2,8,cyclic_2_1,cyclic_4_1,cyclic_16_1,cyclic_32_1,cyclic_4_1,cyclic_4_1,block_4_1,cyclic_4_1,block_32_1,complete_1,unroll_16,pipeline,unroll_2,pipeline_1,8.5,0.9741258346287419,False
workload_467.cpp,xczu7ev-ffvc1156-2-e,10.0,12.77496,121,18,1,9,20,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_2_1,cyclic_4_1,cyclic_128_1,block_128_1,block_128_1,cyclic_2_1,complete_1,unroll_8,pipeline_1,unroll_8,pipeline_1,12.0,0.923143695808176,False
workload_468.cpp,xczu7ev-ffvc1156-2-e,10.0,37.59589,191,23,1,9,36,cyclic_128_1,cyclic_4_1,cyclic_2_1,block_2_1,block_64_1,block_64_1,cyclic_32_1,block_32_1,block_16_1,complete_1,unroll_4,unroll_4,unroll_2,unroll_8,17.25,0.6534291585221897,False
workload_469.cpp,xczu7ev-ffvc1156-2-e,10.0,8.62533,428,64,81,42,81,cyclic_64_1,cyclic_2_1,block_64_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_128_1,cyclic_4_1,block_8_1,complete_1,pipeline,unroll_16,unroll_2,pipeline_1,67.0,0.31869478889034825,False
workload_471.cpp,xczu7ev-ffvc1156-2-e,10.0,8.65932,251,67,81,39,73,cyclic_64_1,cyclic_4_1,cyclic_16_1,cyclic_32_1,cyclic_4_1,cyclic_16_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline,unroll_4,unroll_64,unroll_64,65.0,0.3480461655063388,False
workload_472.cpp,xczu7ev-ffvc1156-2-e,10.0,24.03237,55,19,1,6,11,cyclic_2_1,block_128_1,block_4_1,block_16_1,block_32_1,cyclic_2_1,block_32_1,cyclic_8_1,block_32_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_2,9.25,0.8508155168585705,False
workload_473.cpp,xczu7ev-ffvc1156-2-e,10.0,12.85976,72,19,1,3,14,cyclic_2_1,block_8_1,cyclic_2_1,block_64_1,block_32_1,cyclic_4_1,block_2_1,block_32_1,cyclic_16_1,complete_1,unroll_16,unroll_2,unroll_4,pipeline_1,9.25,0.9625061841605296,False
workload_474.cpp,xczu7ev-ffvc1156-2-e,10.0,8.6034,570,24,81,43,89,cyclic_128_1,cyclic_128_1,block_4_1,block_4_1,block_64_1,block_64_1,cyclic_32_1,cyclic_128_1,cyclic_2_1,complete_1,pipeline,pipeline,unroll_32,unroll_64,59.25,0.4015361721638978,False
workload_475.cpp,xczu7ev-ffvc1156-2-e,10.0,8.56961,415,24,81,38,79,cyclic_128_1,block_8_1,block_2_1,cyclic_32_1,block_32_1,cyclic_2_1,block_2_1,cyclic_16_1,block_32_1,complete_1,pipeline,pipeline_1,unroll_2,pipeline_1,55.5,0.43376158957220945,False
workload_476.cpp,xczu7ev-ffvc1156-2-e,10.0,8.5832,487,23,81,41,86,cyclic_128_1,block_128_1,block_4_1,cyclic_64_1,cyclic_4_1,cyclic_64_1,cyclic_32_1,cyclic_2_1,block_16_1,complete_1,pipeline,pipeline_1,unroll_32,unroll_16,57.75,0.4142552894232835,False
workload_477.cpp,xczu7ev-ffvc1156-2-e,10.0,8.59332,363,64,81,43,80,cyclic_64_1,cyclic_128_1,block_4_1,block_4_1,block_64_1,cyclic_2_1,cyclic_32_1,cyclic_128_1,cyclic_32_1,complete_1,pipeline,pipeline,unroll_32,unroll_64,67.0,0.3186925976843027,False
workload_478.cpp,xczu7ev-ffvc1156-2-e,10.0,8.64468,584,23,81,43,92,cyclic_128_1,cyclic_4_1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_64_1,block_16_1,block_128_1,cyclic_2_1,complete_1,pipeline,unroll_16,unroll_64,unroll_16,59.75,0.3972300965722283,False
workload_479.cpp,xczu7ev-ffvc1156-2-e,10.0,8.64512,490,23,81,42,89,cyclic_128_1,cyclic_4_1,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_64_1,block_32_1,cyclic_64_1,block_8_1,complete_1,pipeline,unroll_16,unroll_64,pipeline_1,58.75,0.40556967623131257,False
workload_480.cpp,xczu7ev-ffvc1156-2-e,10.0,12.836,54,21,1,2,7,cyclic_2_1,block_8_1,block_2_1,block_16_1,cyclic_4_1,cyclic_2_1,block_2_1,cyclic_8_1,block_32_1,complete_1,unroll_16,unroll_2,unroll_4,pipeline_1,7.75,0.9848165564634155,False
workload_481.cpp,xczu7ev-ffvc1156-2-e,10.0,14.88429,90,25,1,4,13,cyclic_64_1,cyclic_4_1,block_4_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,block_4_1,block_32_1,block_8_1,complete_1,unroll_2,unroll_16,unroll_2,pipeline_1,10.75,0.9264610010399053,False
workload_482.cpp,xczu7ev-ffvc1156-2-e,10.0,24.59621,72,17,1,8,17,cyclic_2_1,cyclic_128_1,cyclic_4_1,cyclic_32_1,block_32_1,block_64_1,cyclic_32_1,block_32_1,cyclic_32_1,complete_1,unroll_2,unroll_4,unroll_2,unroll_16,10.75,0.8335179433370022,False
workload_483.cpp,xczu7ev-ffvc1156-2-e,10.0,12.76672,96,18,1,8,18,cyclic_2_1,cyclic_128_1,cyclic_4_1,block_2_1,block_32_1,cyclic_4_1,block_128_1,block_32_1,cyclic_16_1,complete_1,unroll_8,pipeline_1,unroll_8,pipeline_1,11.25,0.9339841638138751,False
workload_484.cpp,xczu7ev-ffvc1156-2-e,10.0,8.56277,233,65,81,39,72,cyclic_64_1,cyclic_4_1,block_4_1,block_2_1,cyclic_2_1,cyclic_64_1,cyclic_16_1,cyclic_4_1,block_16_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_64,64.25,0.35952947569990523,False
workload_485.cpp,xczu7ev-ffvc1156-2-e,10.0,12.76156,56,19,1,2,9,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,block_4_1,cyclic_16_1,cyclic_8_1,complete_1,unroll_16,pipeline,unroll_64,pipeline_1,7.75,0.9852945113104644,False
workload_486.cpp,xczu7ev-ffvc1156-2-e,10.0,8.56789,473,25,81,41,83,cyclic_128_1,cyclic_4_1,block_4_1,block_2_1,cyclic_8_1,cyclic_128_1,block_128_1,cyclic_2_1,block_16_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_16,57.5,0.41644496987108615,False
workload_487.cpp,xczu7ev-ffvc1156-2-e,10.0,8.59368,256,68,81,38,72,cyclic_64_1,cyclic_8_1,block_16_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_8_1,complete_1,pipeline,pipeline,unroll_64,unroll_32,64.75,0.3518461632236213,False
workload_488.cpp,xczu7ev-ffvc1156-2-e,10.0,12.78781,80,17,1,10,16,cyclic_2_1,cyclic_128_1,block_64_1,block_2_1,cyclic_4_1,cyclic_128_1,block_128_1,cyclic_64_1,block_32_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,11.0,0.9374643754977251,False
workload_489.cpp,xczu7ev-ffvc1156-2-e,10.0,8.59332,635,22,81,45,93,cyclic_128_1,cyclic_128_1,block_64_1,block_2_1,cyclic_16_1,cyclic_128_1,cyclic_32_1,block_128_1,cyclic_32_1,complete_1,pipeline,pipeline_1,unroll_8,pipeline_1,60.25,0.39328674299463073,False
workload_490.cpp,xczu7ev-ffvc1156-2-e,10.0,8.57985,431,24,81,39,80,cyclic_128_1,block_8_1,block_2_1,cyclic_32_1,block_32_1,cyclic_4_1,cyclic_32_1,block_32_1,block_32_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_2,56.0,0.4293489099320986,False
workload_492.cpp,xczu7ev-ffvc1156-2-e,10.0,8.62469,231,66,81,38,71,cyclic_64_1,cyclic_8_1,block_4_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_4_1,cyclic_4_1,block_8_1,complete_1,pipeline_1,unroll_16,unroll_2,unroll_64,64.0,0.36313384588472863,False
workload_494.cpp,xczu7ev-ffvc1156-2-e,10.0,8.65325,397,24,81,40,82,cyclic_128_1,cyclic_64_1,block_64_1,cyclic_32_1,block_2_1,cyclic_16_1,block_4_1,block_2_1,block_4_1,complete_1,pipeline,unroll_2,unroll_2,pipeline_1,56.75,0.4225671387242387,False
workload_495.cpp,xczu7ev-ffvc1156-2-e,10.0,33.27201,120,16,1,10,19,cyclic_2_1,block_128_1,block_64_1,block_16_1,block_32_1,cyclic_128_1,cyclic_2_1,block_128_1,cyclic_16_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_2,11.5,0.7370549021618397,False
workload_496.cpp,xczu7ev-ffvc1156-2-e,10.0,16.93245,99,18,1,10,20,cyclic_2_1,cyclic_128_1,block_4_1,block_8_1,block_64_1,block_64_1,block_128_1,cyclic_128_1,cyclic_2_1,complete_1,unroll_8,pipeline,unroll_2,unroll_16,12.25,0.8898254184429437,False
workload_497.cpp,xczu7ev-ffvc1156-2-e,10.0,12.81261,54,19,1,5,9,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_32_1,cyclic_2_1,block_4_1,cyclic_32_1,cyclic_8_1,complete_1,unroll_8,unroll_8,unroll_2,pipeline_1,8.5,0.9738530402354503,False
workload_498.cpp,xczu7ev-ffvc1156-2-e,10.0,35.23073,51,28,1,2,9,cyclic_64_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,block_32_1,cyclic_16_1,complete_1,unroll_4,pipeline,unroll_2,unroll_2,10.0,0.7241784511343204,False
workload_499.cpp,xczu7ev-ffvc1156-2-e,10.0,8.56453,361,65,81,39,89,cyclic_64_1,cyclic_4_1,cyclic_2_1,block_2_1,cyclic_4_1,cyclic_64_1,cyclic_128_1,cyclic_2_1,block_32_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_64,68.5,0.29788588521609405,False
workload_501.cpp,xczu7ev-ffvc1156-2-e,10.0,8.61449,338,65,81,37,84,cyclic_64_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_4_1,cyclic_2_1,block_8_1,complete_1,pipeline,unroll_16,unroll_2,unroll_64,66.75,0.3222624828305059,False
workload_502.cpp,xczu7ev-ffvc1156-2-e,10.0,33.20577,48,22,1,2,7,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_32_1,block_32_1,cyclic_16_1,cyclic_8_1,cyclic_8_1,cyclic_16_1,complete_1,unroll_4,pipeline,unroll_2,unroll_2,8.0,0.7524823640154298,False
workload_503.cpp,xczu7ev-ffvc1156-2-e,10.0,8.56244,473,25,81,40,84,cyclic_128_1,cyclic_4_1,block_4_1,block_2_1,cyclic_4_1,cyclic_128_1,block_32_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline,pipeline_1,unroll_64,pipeline_1,57.5,0.4164652075307217,False
workload_504.cpp,xczu7ev-ffvc1156-2-e,10.0,12.84829,66,18,1,5,13,cyclic_2_1,block_128_1,cyclic_4_1,block_16_1,block_32_1,cyclic_2_1,block_2_1,cyclic_16_1,cyclic_16_1,complete_1,unroll_16,unroll_2,unroll_2,pipeline_1,9.25,0.9625798024115989,False
workload_505.cpp,xczu7ev-ffvc1156-2-e,10.0,12.80124,65,18,1,3,11,cyclic_2_1,cyclic_4_1,block_64_1,block_16_1,block_64_1,cyclic_2_1,block_4_1,block_2_1,block_8_1,complete_1,unroll_8,pipeline,unroll_8,pipeline_1,8.25,0.9776233535688758,False
workload_506.cpp,xczu7ev-ffvc1156-2-e,10.0,8.65492,635,24,81,44,95,cyclic_128_1,cyclic_8_1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_128_1,block_16_1,block_128_1,cyclic_2_1,complete_1,pipeline,unroll_16,unroll_64,unroll_16,61.0,0.38692933309353084,False
workload_507.cpp,xczu7ev-ffvc1156-2-e,10.0,44.50468,502,17,1,11,27,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_64_1,cyclic_4_1,block_64_1,block_128_1,cyclic_128_1,block_16_1,complete_1,unroll_8,unroll_16,unroll_64,unroll_2,14.0,0.6125944468272362,False
workload_509.cpp,xczu7ev-ffvc1156-2-e,10.0,35.23841,49,26,1,1,6,cyclic_8_1,cyclic_16_1,cyclic_4_1,cyclic_32_1,cyclic_2_1,cyclic_4_1,cyclic_8_1,cyclic_8_1,cyclic_16_1,complete_1,unroll_4,pipeline,unroll_2,unroll_2,8.5,0.7291293284825564,False
workload_510.cpp,xczu7ev-ffvc1156-2-e,10.0,12.77625,57,19,1,3,9,cyclic_2_1,cyclic_4_1,cyclic_4_1,cyclic_32_1,cyclic_2_1,cyclic_2_1,block_2_1,block_32_1,block_32_1,complete_1,unroll_16,pipeline,unroll_2,pipeline_1,8.0,0.9814883180853367,False
workload_513.cpp,xczu7ev-ffvc1156-2-e,10.0,8.57473,258,67,81,39,72,cyclic_64_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,cyclic_4_1,cyclic_16_1,cyclic_32_1,cyclic_32_1,block_32_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_32,64.75,0.3518456671576885,False
workload_514.cpp,xczu7ev-ffvc1156-2-e,10.0,12.76473,71,17,3,5,11,cyclic_2_1,block_128_1,block_2_1,block_16_1,block_32_1,cyclic_2_1,cyclic_32_1,cyclic_16_1,block_32_1,complete_1,unroll_16,pipeline_1,unroll_2,pipeline_1,9.0,0.9667860939918868,False
workload_515.cpp,xczu7ev-ffvc1156-2-e,10.0,12.85776,65,19,1,3,10,cyclic_2_1,block_8_1,block_2_1,block_16_1,block_32_1,cyclic_2_1,block_2_1,block_32_1,block_32_1,complete_1,unroll_16,unroll_2,unroll_4,pipeline_1,8.25,0.9772581490606027,False
workload_516.cpp,xczu7ev-ffvc1156-2-e,10.0,15.96133,82,19,1,7,18,cyclic_2_1,cyclic_128_1,cyclic_16_1,cyclic_32_1,cyclic_4_1,block_64_1,cyclic_64_1,cyclic_16_1,cyclic_32_1,complete_1,unroll_4,unroll_4,unroll_2,unroll_32,11.25,0.9110996285405805,False
workload_517.cpp,xczu7ev-ffvc1156-2-e,10.0,8.64429,409,24,81,39,79,cyclic_128_1,block_8_1,cyclic_2_1,cyclic_32_1,block_32_1,cyclic_4_1,block_2_1,block_32_1,cyclic_16_1,complete_1,pipeline,unroll_2,unroll_2,unroll_2,55.75,0.4312875134316567,False
workload_518.cpp,xczu7ev-ffvc1156-2-e,10.0,33.19553,43,22,1,2,6,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_32_1,block_32_1,cyclic_2_1,cyclic_8_1,cyclic_8_1,cyclic_8_1,complete_1,unroll_4,pipeline,unroll_2,unroll_2,7.75,0.7531196179884734,False
workload_519.cpp,xczu7ev-ffvc1156-2-e,10.0,8.65492,551,23,81,43,92,cyclic_128_1,cyclic_4_1,cyclic_2_1,cyclic_32_1,cyclic_8_1,cyclic_64_1,block_16_1,block_128_1,cyclic_2_1,complete_1,pipeline,unroll_16,unroll_64,unroll_16,59.75,0.39719315757018814,False
workload_520.cpp,xczu7ev-ffvc1156-2-e,10.0,12.75393,51,19,1,3,8,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_16_1,block_64_1,cyclic_4_1,block_4_1,cyclic_64_1,cyclic_16_1,complete_1,unroll_4,pipeline_1,unroll_2,pipeline_1,7.75,0.9853425968296158,False
workload_521.cpp,xczu7ev-ffvc1156-2-e,10.0,12.81592,163,16,1,12,25,cyclic_2_1,cyclic_128_1,block_64_1,block_16_1,block_32_1,cyclic_128_1,block_128_1,block_128_1,block_32_1,complete_1,unroll_8,pipeline_1,unroll_8,pipeline_1,13.5,0.9015250848603147,False
workload_522.cpp,xczu7ev-ffvc1156-2-e,10.0,8.61957,245,66,81,40,73,cyclic_64_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,block_32_1,cyclic_4_1,block_4_1,cyclic_4_1,block_8_1,complete_1,pipeline_1,unroll_16,unroll_2,unroll_64,65.0,0.34804773265788347,False
workload_523.cpp,xczu7ev-ffvc1156-2-e,10.0,8.56272,425,24,81,39,81,cyclic_128_1,cyclic_4_1,cyclic_2_1,block_2_1,cyclic_2_1,cyclic_64_1,cyclic_16_1,cyclic_2_1,block_16_1,complete_1,pipeline,pipeline_1,unroll_64,unroll_64,56.25,0.4272374795455216,False
workload_524.cpp,xczu7ev-ffvc1156-2-e,10.0,8.64005,463,24,81,40,82,cyclic_128_1,block_8_1,cyclic_2_1,cyclic_32_1,block_32_1,cyclic_2_1,block_2_1,cyclic_2_1,block_8_1,complete_1,pipeline,unroll_16,unroll_2,pipeline_1,56.75,0.42261663639099745,False
workload_525.cpp,xczu7ev-ffvc1156-2-e,10.0,8.56277,238,65,81,40,73,cyclic_64_1,block_128_1,block_4_1,block_2_1,cyclic_2_1,cyclic_64_1,cyclic_2_1,cyclic_2_1,block_16_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_64,64.75,0.35184496660843345,False
workload_526.cpp,xczu7ev-ffvc1156-2-e,10.0,12.76473,65,17,3,5,11,cyclic_2_1,block_128_1,block_2_1,block_16_1,block_32_1,cyclic_2_1,cyclic_32_1,cyclic_16_1,block_128_1,complete_1,unroll_16,pipeline_1,unroll_2,pipeline_1,9.0,0.9667860939918868,False
workload_527.cpp,xczu7ev-ffvc1156-2-e,10.0,8.56148,357,66,81,38,90,cyclic_64_1,cyclic_4_1,block_64_1,block_2_1,cyclic_4_1,cyclic_64_1,block_4_1,block_2_1,block_4_1,complete_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,68.75,0.29451928590255283,False
workload_528.cpp,xczu7ev-ffvc1156-2-e,10.0,8.59344,583,23,81,43,87,cyclic_128_1,cyclic_128_1,block_4_1,block_2_1,block_32_1,cyclic_64_1,block_4_1,block_128_1,block_16_1,complete_1,pipeline,pipeline,unroll_8,pipeline_1,58.5,0.4078624589087132,False
workload_529.cpp,xczu7ev-ffvc1156-2-e,10.0,12.75961,65,22,1,4,11,cyclic_2_1,cyclic_4_1,cyclic_16_1,cyclic_32_1,cyclic_4_1,cyclic_128_1,block_4_1,cyclic_2_1,block_32_1,complete_1,unroll_16,pipeline_1,unroll_2,pipeline_1,9.5,0.9594772702931482,False
workload_531.cpp,xczu7ev-ffvc1156-2-e,10.0,12.77496,109,19,1,9,20,cyclic_2_1,cyclic_4_1,block_4_1,block_2_1,cyclic_4_1,cyclic_128_1,block_128_1,block_128_1,cyclic_4_1,complete_1,unroll_8,pipeline_1,unroll_64,pipeline_1,12.25,0.9195629418277156,False
workload_532.cpp,xczu7ev-ffvc1156-2-e,10.0,17.0322,50,19,1,2,6,cyclic_2_1,cyclic_4_1,block_64_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_4_1,block_2_1,block_32_1,complete_1,unroll_2,pipeline,unroll_16,unroll_8,7.0,0.945578442176989,False
workload_533.cpp,xczu7ev-ffvc1156-2-e,10.0,8.61445,232,66,81,38,70,cyclic_64_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_4_1,cyclic_4_1,block_8_1,complete_1,pipeline,unroll_16,unroll_2,pipeline_1,63.75,0.3651210786016701,False
workload_534.cpp,xczu7ev-ffvc1156-2-e,10.0,12.82776,56,21,1,2,9,cyclic_2_1,block_8_1,block_2_1,block_2_1,cyclic_4_1,cyclic_2_1,block_2_1,cyclic_8_1,cyclic_16_1,complete_1,unroll_16,unroll_2,unroll_4,pipeline_1,8.25,0.9774527536527948,False
workload_535.cpp,xczu7ev-ffvc1156-2-e,10.0,16.91772,103,18,1,6,17,cyclic_2_1,block_128_1,block_4_1,cyclic_64_1,cyclic_4_1,cyclic_128_1,cyclic_32_1,cyclic_2_1,cyclic_16_1,complete_1,unroll_8,pipeline_1,unroll_32,unroll_16,10.5,0.9129443154375619,False
workload_536.cpp,xczu7ev-ffvc1156-2-e,10.0,33.24133,69,18,1,6,13,cyclic_2_1,block_128_1,block_4_1,block_16_1,cyclic_4_1,cyclic_2_1,block_64_1,block_32_1,cyclic_16_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_2,9.5,0.7474783041601633,False
workload_537.cpp,xczu7ev-ffvc1156-2-e,10.0,8.63557,331,65,81,39,75,cyclic_64_1,cyclic_4_1,cyclic_2_1,cyclic_32_1,cyclic_2_1,cyclic_4_1,block_16_1,cyclic_64_1,block_8_1,complete_1,pipeline,unroll_16,unroll_2,pipeline_1,65.0,0.3480473989130156,False
workload_538.cpp,xczu7ev-ffvc1156-2-e,10.0,8.57296,494,24,81,40,85,cyclic_128_1,cyclic_4_1,block_4_1,block_16_1,cyclic_4_1,cyclic_128_1,cyclic_32_1,cyclic_4_1,cyclic_16_1,complete_1,pipeline,pipeline_1,unroll_64,unroll_2,57.5,0.41642614294537184,False
