Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,Array_8,Array_9,Array_10,Array_11,Array_12,Array_13,Array_14,OuterLoop_1,OuterLoop_2,OuterLoop_3,InnerLoop_1_1,Area,Weight,is_pareto
workload_426.cpp,xczu7ev-ffvc1156-2-e,10.0,0.18319,122,40,1,8,18,block_2_1,cyclic_16_1,block_8_1,block_8_1,block_4_1,block_16_1,cyclic_2_1,cyclic_4_1,block_128_1,block_16_1,cyclic_32_1,cyclic_16_1,cyclic_64_1,complete_1,unroll_2,unroll_4,unroll_4,unroll_4,16.75,0.8466843707384354,False
workload_427.cpp,xczu7ev-ffvc1156-2-e,10.0,0.16071,186,41,1,8,37,cyclic_64_1,cyclic_4_1,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_128_1,block_64_1,cyclic_4_1,cyclic_32_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_16,unroll_2,unroll_4,unroll_4,21.75,0.7343343694500433,False
workload_428.cpp,xczu7ev-ffvc1156-2-e,10.0,0.16065,105,41,1,6,16,block_8_1,cyclic_8_1,block_4_1,block_4_1,block_4_1,cyclic_4_1,cyclic_8_1,cyclic_128_1,block_32_1,cyclic_16_1,cyclic_32_1,cyclic_16_1,block_2_1,complete_1,unroll_2,unroll_16,unroll_2,unroll_4,16.0,0.8643282263083475,False
workload_429.cpp,xczu7ev-ffvc1156-2-e,10.0,0.16265,105,37,1,4,15,cyclic_4_1,cyclic_4_1,block_4_1,block_2_1,block_4_1,block_16_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,cyclic_16_1,block_16_1,complete_1,unroll_8,unroll_8,unroll_2,unroll_2,14.25,0.9062948498045673,False
workload_430.cpp,xczu7ev-ffvc1156-2-e,10.0,0.17089,102,38,1,7,15,block_8_1,cyclic_4_1,block_128_1,cyclic_2_1,block_2_1,block_16_1,block_64_1,block_64_1,block_8_1,cyclic_8_1,cyclic_32_1,cyclic_16_1,block_128_1,complete_1,unroll_8,pipeline_1,unroll_2,unroll_2,15.25,0.8821761884188954,False
workload_431.cpp,xczu7ev-ffvc1156-2-e,10.0,0.16265,89,35,1,7,13,cyclic_4_1,cyclic_2_1,block_2_1,block_2_1,block_4_1,block_16_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,block_16_1,complete_1,unroll_2,unroll_16,unroll_2,unroll_2,14.0,0.9123816372224134,False
workload_432.cpp,xczu7ev-ffvc1156-2-e,10.0,13.75441,144,43,1,5,23,cyclic_64_1,cyclic_8_1,block_2_1,block_4_1,cyclic_2_1,cyclic_32_1,cyclic_2_1,cyclic_128_1,cyclic_2_1,cyclic_8_1,cyclic_32_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_2,unroll_8,unroll_64,unroll_16,18.0,0.5868883042709246,False
workload_433.cpp,xczu7ev-ffvc1156-2-e,10.0,0.16065,62,36,1,2,6,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_4_1,block_16_1,block_16_1,cyclic_64_1,block_2_1,cyclic_8_1,cyclic_2_1,cyclic_2_1,block_128_1,complete_1,unroll_2,pipeline,unroll_2,unroll_4,11.25,0.9808469804071692,False
workload_434.cpp,xczu7ev-ffvc1156-2-e,10.0,0.16065,74,36,1,6,11,block_2_1,cyclic_4_1,block_4_1,block_4_1,cyclic_2_1,block_16_1,block_64_1,cyclic_128_1,cyclic_64_1,cyclic_8_1,cyclic_32_1,cyclic_8_1,block_128_1,complete_1,unroll_2,pipeline,unroll_2,pipeline,13.5,0.9246239023914128,False
workload_435.cpp,xczu7ev-ffvc1156-2-e,10.0,0.16071,425,39,1,33,59,block_2_1,cyclic_8_1,block_4_1,block_4_1,cyclic_2_1,cyclic_32_1,cyclic_8_1,block_4_1,block_128_1,cyclic_8_1,cyclic_32_1,block_16_1,block_128_1,complete_1,unroll_8,unroll_16,unroll_4,unroll_16,33.0,0.5150180175112273,False
workload_436.cpp,xczu7ev-ffvc1156-2-e,10.0,0.16065,129,36,1,12,28,block_2_1,cyclic_8_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_128_1,block_128_1,cyclic_4_1,cyclic_32_1,block_16_1,cyclic_4_1,complete_1,unroll_8,unroll_16,unroll_2,pipeline_1,19.25,0.7893656830305282,False
workload_437.cpp,xczu7ev-ffvc1156-2-e,10.0,9.61309,112,41,1,6,20,cyclic_64_1,cyclic_8_1,cyclic_2_1,block_128_1,block_2_1,cyclic_32_1,block_4_1,block_2_1,block_64_1,cyclic_64_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,pipeline,unroll_32,pipeline_1,17.0,0.687499835080619,False
workload_438.cpp,xczu7ev-ffvc1156-2-e,10.0,11.75327,110,35,1,6,14,cyclic_4_1,cyclic_4_1,cyclic_2_1,block_8_1,block_2_1,block_16_1,block_64_1,cyclic_128_1,cyclic_64_1,cyclic_64_1,cyclic_32_1,cyclic_2_1,block_128_1,complete_1,unroll_2,pipeline,unroll_32,unroll_8,14.0,0.6585250423542344,False
workload_439.cpp,xczu7ev-ffvc1156-2-e,10.0,11.70641,92,34,1,4,13,cyclic_4_1,cyclic_2_1,block_2_1,cyclic_2_1,cyclic_2_1,block_16_1,cyclic_2_1,cyclic_128_1,cyclic_2_1,cyclic_16_1,cyclic_16_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_2,unroll_8,unroll_64,unroll_16,13.0,0.6638085379884934,False
workload_440.cpp,xczu7ev-ffvc1156-2-e,10.0,0.17089,69,36,1,4,10,cyclic_4_1,cyclic_4_1,cyclic_2_1,block_8_1,block_4_1,block_32_1,block_64_1,cyclic_64_1,block_2_1,cyclic_16_1,cyclic_2_1,cyclic_16_1,block_128_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline,12.75,0.9431580304863706,False
workload_441.cpp,xczu7ev-ffvc1156-2-e,10.0,0.18113,97,38,2,7,15,block_8_1,cyclic_4_1,block_2_1,block_8_1,cyclic_64_1,block_16_1,block_64_1,cyclic_128_1,block_8_1,cyclic_16_1,cyclic_32_1,cyclic_2_1,cyclic_4_1,complete_1,unroll_2,pipeline,unroll_2,unroll_16,15.5,0.8762026969853799,False
workload_442.cpp,xczu7ev-ffvc1156-2-e,10.0,0.18113,139,35,1,5,22,block_2_1,cyclic_4_1,cyclic_8_1,block_128_1,block_2_1,cyclic_16_1,block_16_1,block_4_1,block_2_1,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_2_1,complete_1,unroll_2,unroll_4,unroll_2,pipeline_1,15.75,0.8702533190400947,False
workload_443.cpp,xczu7ev-ffvc1156-2-e,10.0,12.72721,149,38,1,6,24,cyclic_64_1,cyclic_2_1,block_4_1,cyclic_2_1,cyclic_2_1,block_16_1,cyclic_2_1,cyclic_128_1,block_64_1,cyclic_32_1,cyclic_16_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_2,unroll_8,unroll_64,unroll_16,17.25,0.6151299266949172,False
workload_444.cpp,xczu7ev-ffvc1156-2-e,10.0,0.16271,159,38,1,10,25,cyclic_8_1,cyclic_4_1,block_4_1,block_2_1,block_4_1,block_16_1,cyclic_2_1,cyclic_128_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,cyclic_16_1,block_16_1,complete_1,unroll_8,unroll_16,unroll_4,unroll_2,18.5,0.8063213941019315,False
workload_445.cpp,xczu7ev-ffvc1156-2-e,10.0,0.16271,105,37,1,5,15,cyclic_4_1,cyclic_4_1,block_4_1,block_2_1,block_4_1,cyclic_4_1,cyclic_2_1,cyclic_128_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,cyclic_16_1,block_16_1,complete_1,unroll_8,pipeline,unroll_4,unroll_2,14.5,0.9002309495819107,False
workload_446.cpp,xczu7ev-ffvc1156-2-e,10.0,0.16065,67,37,1,4,8,block_2_1,cyclic_4_1,cyclic_2_1,block_2_1,block_4_1,block_16_1,cyclic_2_1,cyclic_4_1,cyclic_128_1,cyclic_8_1,cyclic_2_1,cyclic_8_1,block_128_1,complete_1,unroll_2,pipeline,unroll_2,pipeline,12.5,0.9493830517386499,False
workload_447.cpp,xczu7ev-ffvc1156-2-e,10.0,0.16071,75,44,1,3,11,cyclic_64_1,cyclic_8_1,block_4_1,block_4_1,cyclic_2_1,cyclic_32_1,block_4_1,block_2_1,block_2_1,cyclic_8_1,cyclic_32_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_2,pipeline,unroll_4,unroll_4,14.75,0.8941899576759436,False
workload_448.cpp,xczu7ev-ffvc1156-2-e,10.0,0.16065,127,37,1,8,20,block_2_1,cyclic_8_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_4_1,cyclic_8_1,cyclic_128_1,cyclic_2_1,cyclic_8_1,cyclic_32_1,cyclic_4_1,block_128_1,complete_1,unroll_8,unroll_16,unroll_2,unroll_8,16.5,0.8525437534834535,False
workload_449.cpp,xczu7ev-ffvc1156-2-e,10.0,15.19391,112,38,1,7,19,block_2_1,block_64_1,cyclic_2_1,cyclic_2_1,block_2_1,block_16_1,block_64_1,block_64_1,cyclic_64_1,cyclic_2_1,cyclic_32_1,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline,unroll_64,unroll_8,16.25,0.5668376776028485,False
workload_450.cpp,xczu7ev-ffvc1156-2-e,10.0,0.17295,131,35,1,6,18,block_2_1,cyclic_2_1,block_8_1,block_2_1,block_4_1,block_16_1,cyclic_2_1,cyclic_128_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,cyclic_16_1,block_16_1,complete_1,unroll_8,unroll_4,unroll_4,unroll_2,15.0,0.8881712058296284,False
workload_451.cpp,xczu7ev-ffvc1156-2-e,10.0,0.17095,72,36,1,3,9,cyclic_4_1,cyclic_4_1,block_8_1,cyclic_2_1,cyclic_2_1,block_16_1,block_16_1,block_64_1,block_2_1,cyclic_4_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,pipeline,unroll_4,unroll_4,12.25,0.9556288795812024,False
workload_452.cpp,xczu7ev-ffvc1156-2-e,10.0,0.17095,117,34,1,8,21,block_2_1,cyclic_4_1,cyclic_2_1,block_128_1,block_2_1,block_16_1,block_16_1,cyclic_128_1,cyclic_64_1,cyclic_2_1,cyclic_32_1,cyclic_8_1,block_2_1,complete_1,unroll_2,pipeline,unroll_4,pipeline,16.0,0.8643278711978519,False
workload_453.cpp,xczu7ev-ffvc1156-2-e,10.0,7.67263,75,36,1,4,10,block_2_1,cyclic_4_1,block_16_1,cyclic_2_1,block_2_1,cyclic_16_1,block_16_1,block_64_1,block_2_1,cyclic_16_1,cyclic_32_1,cyclic_4_1,block_128_1,complete_1,unroll_2,pipeline,unroll_64,pipeline_1,12.75,0.7695723317176452,False
workload_454.cpp,xczu7ev-ffvc1156-2-e,10.0,0.16065,138,36,1,11,25,block_2_1,cyclic_8_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_128_1,block_128_1,cyclic_4_1,cyclic_32_1,block_16_1,cyclic_4_1,complete_1,unroll_8,unroll_16,unroll_2,unroll_4,18.25,0.8120190873745865,False
workload_455.cpp,xczu7ev-ffvc1156-2-e,10.0,0.17089,89,41,1,5,14,block_8_1,cyclic_8_1,block_8_1,block_4_1,block_2_1,cyclic_16_1,block_16_1,cyclic_4_1,block_32_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,unroll_2,unroll_16,unroll_2,pipeline_1,15.25,0.8821761884188954,False
workload_456.cpp,xczu7ev-ffvc1156-2-e,10.0,7.60401,79,41,1,2,12,cyclic_4_1,cyclic_2_1,cyclic_32_1,block_8_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,cyclic_8_1,block_2_1,complete_1,unroll_2,unroll_8,unroll_64,pipeline,14.0,0.7632579833189971,False
workload_457.cpp,xczu7ev-ffvc1156-2-e,10.0,0.17089,75,37,1,5,9,cyclic_4_1,cyclic_4_1,block_16_1,cyclic_2_1,block_4_1,block_16_1,block_16_1,cyclic_128_1,cyclic_64_1,cyclic_2_1,cyclic_32_1,cyclic_2_1,block_128_1,complete_1,unroll_2,pipeline,unroll_2,unroll_4,13.0,0.9369568919815093,False
workload_458.cpp,xczu7ev-ffvc1156-2-e,10.0,0.17089,80,36,1,5,10,cyclic_4_1,cyclic_4_1,block_128_1,cyclic_2_1,block_4_1,block_16_1,block_16_1,cyclic_128_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,cyclic_2_1,block_128_1,complete_1,unroll_2,pipeline,unroll_2,unroll_4,13.0,0.9369568919815093,False
workload_459.cpp,xczu7ev-ffvc1156-2-e,10.0,25.46781,176,34,1,9,23,cyclic_4_1,cyclic_4_1,block_4_1,block_2_1,block_2_1,block_16_1,block_64_1,cyclic_128_1,cyclic_2_1,cyclic_64_1,cyclic_2_1,cyclic_16_1,block_16_1,complete_1,unroll_8,unroll_8,unroll_32,unroll_2,16.75,0.36337080529077137,False
workload_460.cpp,xczu7ev-ffvc1156-2-e,10.0,0.16065,64,39,1,2,7,cyclic_4_1,cyclic_8_1,block_2_1,block_4_1,cyclic_2_1,cyclic_32_1,block_4_1,block_2_1,cyclic_2_1,cyclic_8_1,cyclic_32_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_2,pipeline,unroll_2,pipeline_1,12.25,0.9556300604070672,False
workload_461.cpp,xczu7ev-ffvc1156-2-e,10.0,0.17289,92,39,1,7,14,cyclic_8_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,block_2_1,cyclic_4_1,block_16_1,block_4_1,block_64_1,cyclic_2_1,block_128_1,cyclic_2_1,cyclic_32_1,complete_1,unroll_2,unroll_8,unroll_2,unroll_2,15.25,0.8821760121419571,False
workload_462.cpp,xczu7ev-ffvc1156-2-e,10.0,7.67263,79,36,1,5,12,block_2_1,cyclic_4_1,block_16_1,cyclic_2_1,block_4_1,cyclic_16_1,block_16_1,cyclic_128_1,block_2_1,cyclic_16_1,cyclic_32_1,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_64,pipeline_1,13.5,0.7651028139331914,False
workload_463.cpp,xczu7ev-ffvc1156-2-e,10.0,0.17289,72,38,1,4,9,cyclic_4_1,cyclic_4_1,block_16_1,cyclic_2_1,cyclic_2_1,block_16_1,block_16_1,block_64_1,block_64_1,block_4_1,cyclic_32_1,cyclic_8_1,cyclic_16_1,complete_1,unroll_2,pipeline,unroll_2,unroll_4,13.0,0.9369565455292868,False
workload_464.cpp,xczu7ev-ffvc1156-2-e,10.0,0.17089,78,37,1,5,12,cyclic_4_1,cyclic_4_1,block_16_1,cyclic_2_1,cyclic_2_1,cyclic_128_1,block_16_1,block_64_1,block_2_1,cyclic_2_1,cyclic_32_1,block_16_1,block_128_1,complete_1,unroll_2,pipeline,unroll_2,unroll_4,13.75,0.9184907217271633,False
workload_465.cpp,xczu7ev-ffvc1156-2-e,10.0,0.18119,90,35,1,5,14,block_2_1,cyclic_4_1,block_16_1,cyclic_2_1,cyclic_64_1,cyclic_16_1,block_32_1,block_64_1,block_2_1,cyclic_16_1,cyclic_32_1,cyclic_16_1,block_128_1,complete_1,unroll_2,pipeline,unroll_4,pipeline_1,13.75,0.9184888633531247,False
workload_466.cpp,xczu7ev-ffvc1156-2-e,10.0,11.76641,167,34,1,12,25,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_2_1,block_16_1,block_64_1,cyclic_128_1,cyclic_64_1,cyclic_64_1,cyclic_32_1,cyclic_2_1,block_128_1,complete_1,unroll_2,unroll_16,unroll_32,unroll_8,18.0,0.630051692583099,False
workload_467.cpp,xczu7ev-ffvc1156-2-e,10.0,14.18527,118,34,1,7,15,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,block_4_1,block_16_1,block_64_1,cyclic_128_1,cyclic_64_1,cyclic_64_1,cyclic_32_1,cyclic_2_1,block_128_1,complete_1,unroll_2,pipeline,unroll_32,unroll_8,14.25,0.5992335003893793,False
workload_468.cpp,xczu7ev-ffvc1156-2-e,10.0,0.16065,72,44,1,3,10,cyclic_64_1,cyclic_8_1,block_4_1,block_4_1,cyclic_2_1,cyclic_32_1,cyclic_8_1,block_2_1,block_64_1,cyclic_8_1,cyclic_32_1,block_16_1,cyclic_2_1,complete_1,unroll_2,pipeline,unroll_2,pipeline_1,14.5,0.9002309695664678,False
workload_469.cpp,xczu7ev-ffvc1156-2-e,10.0,0.18319,79,52,1,3,13,cyclic_64_1,cyclic_16_1,block_16_1,cyclic_32_1,block_2_1,cyclic_16_1,cyclic_2_1,cyclic_4_1,block_4_1,block_4_1,cyclic_32_1,cyclic_4_1,cyclic_16_1,complete_1,unroll_2,pipeline,unroll_4,pipeline_1,17.25,0.8350373493972107,False
workload_470.cpp,xczu7ev-ffvc1156-2-e,10.0,0.16065,80,35,1,6,11,block_2_1,cyclic_4_1,block_4_1,block_4_1,block_4_1,block_16_1,block_64_1,cyclic_128_1,cyclic_64_1,cyclic_16_1,cyclic_32_1,cyclic_8_1,block_128_1,complete_1,unroll_2,pipeline,unroll_2,pipeline,13.25,0.9307793569292573,False
workload_471.cpp,xczu7ev-ffvc1156-2-e,10.0,0.17295,194,33,1,13,31,block_2_1,cyclic_2_1,block_8_1,block_4_1,block_4_1,block_16_1,cyclic_2_1,cyclic_128_1,block_128_1,block_16_1,cyclic_16_1,cyclic_16_1,cyclic_64_1,complete_1,unroll_8,pipeline,unroll_4,pipeline_1,19.5,0.7837592605702076,False
workload_472.cpp,xczu7ev-ffvc1156-2-e,10.0,0.17089,78,45,1,5,11,block_2_1,cyclic_16_1,block_4_1,cyclic_32_1,block_4_1,cyclic_4_1,cyclic_8_1,cyclic_128_1,block_4_1,cyclic_16_1,cyclic_32_1,cyclic_16_1,block_2_1,complete_1,unroll_2,pipeline,unroll_2,unroll_4,15.5,0.8762038641921551,False
workload_473.cpp,xczu7ev-ffvc1156-2-e,10.0,25.95615,86,45,1,4,11,block_8_1,cyclic_4_1,cyclic_32_1,block_8_1,block_4_1,cyclic_16_1,cyclic_2_1,cyclic_128_1,block_8_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_64,unroll_2,15.25,0.35859879743000267,False
workload_474.cpp,xczu7ev-ffvc1156-2-e,10.0,0.17095,87,36,1,6,12,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,block_2_1,block_16_1,block_16_1,cyclic_128_1,block_2_1,cyclic_8_1,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_4,unroll_8,13.75,0.9184907145030544,False
workload_475.cpp,xczu7ev-ffvc1156-2-e,10.0,11.74301,128,34,1,7,20,cyclic_4_1,cyclic_4_1,cyclic_2_1,block_128_1,block_2_1,block_16_1,block_64_1,cyclic_128_1,block_2_1,cyclic_64_1,cyclic_32_1,cyclic_2_1,block_128_1,complete_1,unroll_2,pipeline,unroll_16,unroll_8,15.5,0.6502559278720188,False
workload_476.cpp,xczu7ev-ffvc1156-2-e,10.0,0.17295,417,36,1,18,35,cyclic_4_1,cyclic_4_1,block_4_1,block_8_1,block_4_1,block_16_1,block_16_1,block_4_1,block_128_1,block_64_1,cyclic_32_1,cyclic_16_1,cyclic_64_1,complete_1,unroll_8,unroll_16,unroll_4,unroll_4,22.5,0.7182710930173678,False
workload_477.cpp,xczu7ev-ffvc1156-2-e,10.0,0.17089,134,35,1,10,27,cyclic_4_1,cyclic_4_1,block_128_1,cyclic_4_1,block_2_1,block_16_1,block_64_1,cyclic_4_1,block_128_1,cyclic_16_1,cyclic_2_1,cyclic_16_1,block_128_1,complete_1,unroll_2,unroll_8,unroll_2,pipeline,18.25,0.8120188469625874,False
workload_478.cpp,xczu7ev-ffvc1156-2-e,10.0,0.17089,75,35,1,4,12,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,block_2_1,cyclic_16_1,block_16_1,block_4_1,cyclic_64_1,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_2_1,complete_1,unroll_2,unroll_8,unroll_2,pipeline_1,13.0,0.9369568919815093,False
workload_479.cpp,xczu7ev-ffvc1156-2-e,10.0,0.16065,150,37,1,12,26,block_2_1,cyclic_8_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_32_1,block_4_1,cyclic_128_1,block_128_1,cyclic_2_1,cyclic_32_1,cyclic_2_1,block_128_1,complete_1,unroll_8,unroll_16,unroll_2,unroll_8,19.0,0.794994701317578,False
workload_480.cpp,xczu7ev-ffvc1156-2-e,10.0,0.16065,78,35,1,6,11,block_2_1,cyclic_4_1,block_4_1,block_4_1,block_4_1,block_16_1,block_64_1,cyclic_128_1,cyclic_64_1,block_16_1,cyclic_32_1,cyclic_8_1,block_128_1,complete_1,unroll_2,pipeline,unroll_2,pipeline,13.25,0.9307793569292573,False
workload_481.cpp,xczu7ev-ffvc1156-2-e,10.0,7.68287,85,35,1,4,13,block_2_1,cyclic_4_1,block_16_1,cyclic_2_1,cyclic_64_1,cyclic_16_1,block_32_1,block_64_1,block_2_1,cyclic_16_1,cyclic_32_1,cyclic_2_1,block_128_1,complete_1,unroll_2,pipeline,unroll_32,pipeline_1,13.25,0.7664512411142761,False
workload_482.cpp,xczu7ev-ffvc1156-2-e,10.0,0.16265,98,35,1,8,15,cyclic_4_1,cyclic_4_1,block_2_1,block_2_1,block_4_1,block_16_1,cyclic_2_1,cyclic_64_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,block_16_1,complete_1,unroll_2,unroll_16,unroll_2,unroll_2,14.75,0.8941899400296046,False
workload_483.cpp,xczu7ev-ffvc1156-2-e,10.0,7.67391,113,34,1,8,22,block_2_1,cyclic_4_1,block_8_1,cyclic_2_1,block_4_1,block_16_1,block_64_1,cyclic_128_1,cyclic_2_1,cyclic_64_1,cyclic_32_1,cyclic_16_1,block_128_1,complete_1,unroll_8,pipeline,unroll_32,pipeline,16.25,0.7398258819593208,False
workload_484.cpp,xczu7ev-ffvc1156-2-e,10.0,0.18113,125,36,1,8,25,cyclic_4_1,cyclic_4_1,block_128_1,cyclic_8_1,block_2_1,block_16_1,block_16_1,cyclic_4_1,block_128_1,cyclic_16_1,cyclic_2_1,cyclic_2_1,block_128_1,complete_1,unroll_2,unroll_8,unroll_2,pipeline,17.5,0.8292483927415538,False
workload_485.cpp,xczu7ev-ffvc1156-2-e,10.0,0.16065,70,42,1,3,10,cyclic_128_1,cyclic_8_1,block_2_1,cyclic_2_1,block_4_1,block_16_1,block_4_1,block_2_1,cyclic_64_1,cyclic_2_1,cyclic_32_1,cyclic_2_1,cyclic_4_1,complete_1,unroll_2,pipeline,unroll_2,pipeline_1,14.0,0.9123816589136537,False
workload_486.cpp,xczu7ev-ffvc1156-2-e,10.0,0.16271,92,36,1,5,14,cyclic_4_1,cyclic_2_1,block_4_1,block_2_1,block_4_1,block_16_1,cyclic_2_1,cyclic_128_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,cyclic_4_1,block_8_1,complete_1,unroll_8,pipeline,unroll_4,unroll_2,14.0,0.9123816359014171,False
workload_487.cpp,xczu7ev-ffvc1156-2-e,10.0,0.17089,62,38,1,2,5,cyclic_4_1,cyclic_4_1,block_8_1,cyclic_2_1,cyclic_2_1,block_8_1,block_16_1,block_4_1,block_2_1,cyclic_4_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,pipeline,unroll_2,unroll_4,11.5,0.9745063528158368,False
workload_488.cpp,xczu7ev-ffvc1156-2-e,10.0,12.77489,100,38,1,4,13,cyclic_4_1,cyclic_8_1,cyclic_2_1,block_4_1,cyclic_2_1,cyclic_32_1,block_4_1,block_2_1,cyclic_2_1,cyclic_64_1,cyclic_32_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_2,unroll_16,unroll_32,unroll_8,14.0,0.6336976789773188,False
workload_489.cpp,xczu7ev-ffvc1156-2-e,10.0,0.17089,88,34,1,7,13,cyclic_4_1,cyclic_4_1,block_128_1,cyclic_2_1,block_4_1,cyclic_16_1,block_64_1,cyclic_128_1,cyclic_2_1,cyclic_16_1,cyclic_32_1,cyclic_16_1,block_128_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline,13.75,0.9184907217271633,False
workload_490.cpp,xczu7ev-ffvc1156-2-e,10.0,0.17089,64,36,1,3,8,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,block_2_1,cyclic_16_1,block_16_1,block_4_1,cyclic_64_1,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_4_1,complete_1,unroll_2,pipeline,unroll_2,pipeline_1,12.0,0.9618985910079267,False
workload_491.cpp,xczu7ev-ffvc1156-2-e,10.0,0.17289,105,37,1,7,18,cyclic_4_1,cyclic_4_1,block_16_1,cyclic_2_1,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_64_1,block_64_1,block_4_1,cyclic_32_1,block_16_1,cyclic_16_1,complete_1,unroll_2,unroll_16,unroll_2,unroll_4,15.75,0.8702542681293992,False
workload_492.cpp,xczu7ev-ffvc1156-2-e,10.0,0.16065,66,35,1,4,9,block_2_1,cyclic_2_1,block_4_1,block_4_1,cyclic_2_1,block_16_1,block_64_1,block_2_1,cyclic_64_1,cyclic_8_1,cyclic_32_1,cyclic_8_1,block_128_1,complete_1,unroll_2,pipeline,unroll_2,pipeline,12.25,0.9556300604070672,False
workload_493.cpp,xczu7ev-ffvc1156-2-e,10.0,7.67261,130,34,1,8,19,block_2_1,cyclic_4_1,cyclic_2_1,block_64_1,block_2_1,block_16_1,block_64_1,cyclic_128_1,cyclic_128_1,cyclic_64_1,cyclic_2_1,cyclic_8_1,block_128_1,complete_1,unroll_2,pipeline,unroll_16,pipeline,15.5,0.7479559243258326,False
workload_494.cpp,xczu7ev-ffvc1156-2-e,10.0,7.58353,71,37,1,2,9,cyclic_4_1,cyclic_2_1,block_2_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,cyclic_16_1,cyclic_8_1,block_2_1,complete_1,unroll_2,unroll_8,unroll_64,pipeline,12.25,0.7743101962497085,False
workload_495.cpp,xczu7ev-ffvc1156-2-e,10.0,0.17095,88,35,1,5,12,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,block_2_1,block_16_1,block_16_1,cyclic_128_1,cyclic_64_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline,unroll_4,unroll_4,13.25,0.9307786164812317,False
workload_496.cpp,xczu7ev-ffvc1156-2-e,10.0,0.16065,107,36,1,6,19,block_2_1,cyclic_4_1,cyclic_2_1,block_2_1,block_4_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_128_1,cyclic_8_1,cyclic_2_1,cyclic_8_1,block_128_1,complete_1,unroll_8,unroll_16,unroll_2,pipeline,15.5,0.8762042532638146,False
workload_497.cpp,xczu7ev-ffvc1156-2-e,10.0,0.17295,181,34,1,13,31,block_2_1,cyclic_2_1,block_8_1,block_4_1,block_2_1,block_16_1,cyclic_2_1,cyclic_128_1,block_128_1,block_16_1,cyclic_16_1,cyclic_8_1,cyclic_64_1,complete_1,unroll_8,pipeline,unroll_4,pipeline_1,19.75,0.7781760284245338,False
