Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,InnerLoop_1_1,Area,Weight,is_pareto
workload_1039.cpp,xczu7ev-ffvc1156-2-e,5.0,0.20924,142,30,1,2,10,cyclic_128_1,block_32_1,cyclic_16_1,block_4_1,complete_1,complete_1,unroll_2,pipeline,10.75,0.729126963367543,False
workload_1040.cpp,xczu7ev-ffvc1156-2-e,5.0,0.139295,128,27,29,14,19,cyclic_16_1,cyclic_32_1,cyclic_64_1,cyclic_8_1,block_4_1,cyclic_2_1,pipeline_1,unroll_4,22.25,0.5615295842227186,False
workload_1041.cpp,xczu7ev-ffvc1156-2-e,5.0,0.54566,2730,4,62,17,90,block_4_1,block_128_1,block_128_1,cyclic_8_1,complete_1,block_2_1,unroll_16,unroll_4,43.25,0.10000000000000003,False
workload_1042.cpp,xczu7ev-ffvc1156-2-e,5.0,0.18516,218,8,1,6,20,cyclic_16_1,cyclic_8_1,cyclic_128_1,block_4_1,block_8_1,block_2_1,unroll_8,pipeline_1,8.75,0.7994267130665251,False
workload_1043.cpp,xczu7ev-ffvc1156-2-e,5.0,0.64092,155,35,1,1,11,cyclic_128_1,block_32_1,cyclic_16_1,block_4_1,cyclic_2_1,block_2_1,unroll_2,unroll_2,12.0,0.2657565018959934,False
workload_1044.cpp,xczu7ev-ffvc1156-2-e,5.0,0.87886,662,6,1,6,31,cyclic_16_1,cyclic_128_1,block_64_1,block_4_1,block_2_1,cyclic_2_1,unroll_16,unroll_4,11.0,0.11337232334783617,False
workload_1045.cpp,xczu7ev-ffvc1156-2-e,5.0,0.19372,143,5,11,8,16,block_8_1,block_4_1,cyclic_4_1,complete_1,cyclic_2_1,block_8_1,unroll_2,pipeline_1,10.0,0.7674477287204071,False
workload_1046.cpp,xczu7ev-ffvc1156-2-e,5.0,0.18446,308,18,1,7,22,cyclic_32_1,cyclic_32_1,cyclic_8_1,cyclic_4_1,cyclic_8_1,complete_1,unroll_16,pipeline_1,12.0,0.7554693216014802,False
workload_1047.cpp,xczu7ev-ffvc1156-2-e,5.0,0.81742,375,13,1,5,24,cyclic_32_1,cyclic_128_1,cyclic_8_1,cyclic_4_1,cyclic_8_1,cyclic_8_1,unroll_16,unroll_2,10.75,0.1385522465006152,False
workload_1048.cpp,xczu7ev-ffvc1156-2-e,5.0,0.78898,368,4,1,5,30,cyclic_4_1,block_2_1,cyclic_128_1,cyclic_2_1,block_2_1,cyclic_2_1,unroll_16,unroll_2,10.0,0.15617691748722431,False
workload_1049.cpp,xczu7ev-ffvc1156-2-e,5.0,0.16092,126,4,1,4,9,cyclic_4_1,cyclic_2_1,cyclic_64_1,block_4_1,complete_1,block_4_1,unroll_4,pipeline_1,4.5,0.9154420081566469,False
workload_1050.cpp,xczu7ev-ffvc1156-2-e,5.0,0.18452,225,8,1,7,21,cyclic_16_1,block_8_1,cyclic_128_1,cyclic_8_1,cyclic_8_1,cyclic_4_1,unroll_8,pipeline_1,9.25,0.7945987521837531,False
workload_1051.cpp,xczu7ev-ffvc1156-2-e,5.0,0.19612,1116,22,20,8,64,block_64_1,block_2_1,cyclic_128_1,cyclic_2_1,complete_1,cyclic_2_1,unroll_4,pipeline_1,28.5,0.37341207303627855,False
workload_1052.cpp,xczu7ev-ffvc1156-2-e,5.0,0.10923,109,36,10,7,10,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_8_1,block_8_1,cyclic_8_1,pipeline_1,pipeline,15.75,0.7911207971599992,False
workload_1053.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11604,135,7,3,6,8,cyclic_4_1,block_2_1,cyclic_64_1,complete_1,block_4_1,cyclic_8_1,pipeline_1,unroll_8,6.0,0.9805054308968525,False
workload_1054.cpp,xczu7ev-ffvc1156-2-e,5.0,0.64092,151,35,1,1,11,cyclic_128_1,block_32_1,cyclic_16_1,block_8_1,cyclic_2_1,block_2_1,unroll_2,unroll_2,12.0,0.2657565018959934,False
workload_1055.cpp,xczu7ev-ffvc1156-2-e,5.0,0.18516,153,26,1,2,19,cyclic_128_1,block_8_1,block_16_1,cyclic_2_1,block_2_1,block_2_1,unroll_4,pipeline_1,12.0,0.7542940419522359,False
workload_1056.cpp,xczu7ev-ffvc1156-2-e,5.0,0.43572,127,7,1,1,9,cyclic_4_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,complete_1,cyclic_8_1,unroll_4,unroll_2,4.5,0.597622495300792,False
workload_1057.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11052,105,14,4,5,7,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,complete_1,complete_1,pipeline_1,pipeline_1,7.5,1.0,True
workload_1058.cpp,xczu7ev-ffvc1156-2-e,5.0,0.78626,324,7,1,3,24,cyclic_4_1,block_2_1,cyclic_16_1,block_8_1,complete_1,cyclic_4_1,unroll_16,unroll_2,8.75,0.16078002359865526,False
workload_1059.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11604,120,12,3,5,7,cyclic_4_1,block_8_1,cyclic_16_1,cyclic_8_1,complete_1,complete_1,pipeline_1,unroll_2,6.75,0.9654867637761135,False
workload_1060.cpp,xczu7ev-ffvc1156-2-e,5.0,0.86612,468,4,1,5,9,cyclic_8_1,cyclic_128_1,cyclic_64_1,block_4_1,cyclic_4_1,block_2_1,unroll_4,unroll,4.75,0.12287242367536592,False
workload_1061.cpp,xczu7ev-ffvc1156-2-e,5.0,0.19092,415,6,38,6,38,block_8_1,block_8_1,cyclic_4_1,complete_1,block_4_1,cyclic_4_1,unroll_8,pipeline_1,22.0,0.5392011354528432,False
workload_1062.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1851,387,7,1,9,30,cyclic_16_1,block_4_1,cyclic_128_1,cyclic_8_1,cyclic_2_1,block_8_1,unroll_16,pipeline_1,11.75,0.7582250997125755,False
workload_1063.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11604,159,7,3,7,10,cyclic_4_1,block_2_1,cyclic_128_1,cyclic_2_1,cyclic_4_1,complete_1,pipeline,pipeline_1,6.75,0.9654867637761135,False
workload_1064.cpp,xczu7ev-ffvc1156-2-e,5.0,0.16022,376,4,1,9,30,cyclic_4_1,cyclic_2_1,cyclic_128_1,cyclic_2_1,block_2_1,cyclic_2_1,unroll_16,pipeline_1,11.0,0.8121663606101331,False
workload_1065.cpp,xczu7ev-ffvc1156-2-e,5.0,0.15761,603,4,1,11,36,cyclic_4_1,cyclic_64_1,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,unroll_32,pipeline,13.0,0.7811515298554823,False
workload_1066.cpp,xczu7ev-ffvc1156-2-e,5.0,0.20924,151,32,1,2,12,cyclic_128_1,block_32_1,block_32_1,block_4_1,cyclic_8_1,complete_1,unroll_2,pipeline,11.75,0.716370672892257,False
workload_1067.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1558,124,4,1,3,10,cyclic_4_1,block_64_1,cyclic_2_1,block_4_1,complete_1,block_4_1,unroll_4,pipeline_1,4.5,0.9259346075261816,False
workload_1068.cpp,xczu7ev-ffvc1156-2-e,5.0,0.54166,1299,4,2,7,45,cyclic_2_1,block_128_1,block_64_1,cyclic_2_1,block_2_1,block_8_1,unroll_16,unroll_4,14.5,0.3346572499868957,False
workload_1069.cpp,xczu7ev-ffvc1156-2-e,5.0,0.16412,137,4,1,6,12,cyclic_2_1,cyclic_2_1,cyclic_128_1,block_4_1,complete_1,block_4_1,unroll_4,pipeline_1,5.75,0.8950618417922716,False
workload_1070.cpp,xczu7ev-ffvc1156-2-e,5.0,0.20924,146,30,1,2,11,cyclic_128_1,block_32_1,cyclic_16_1,block_4_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,11.0,0.7260322874311169,False
workload_1071.cpp,xczu7ev-ffvc1156-2-e,5.0,0.15884,388,8,59,30,52,cyclic_16_1,block_4_1,cyclic_128_1,block_4_1,cyclic_4_1,block_8_1,unroll_4,unroll,37.25,0.21327581422117559,False
workload_1072.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11402,116,27,14,9,14,cyclic_4_1,cyclic_64_1,cyclic_16_1,cyclic_8_1,cyclic_8_1,cyclic_8_1,pipeline_1,unroll_2,16.0,0.7793594602197563,False
workload_1073.cpp,xczu7ev-ffvc1156-2-e,5.0,0.116085,185,27,3,14,22,block_2_1,block_8_1,block_16_1,block_8_1,block_4_1,cyclic_4_1,pipeline_1,unroll_2,16.5,0.7611703122873342,False
workload_1074.cpp,xczu7ev-ffvc1156-2-e,5.0,0.75132,98,9,1,1,6,cyclic_4_1,block_2_1,block_32_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,4.25,0.19277186494526177,False
workload_1075.cpp,xczu7ev-ffvc1156-2-e,5.0,0.18448,343,14,1,8,27,cyclic_32_1,cyclic_16_1,cyclic_64_1,block_4_1,cyclic_8_1,block_4_1,unroll_16,pipeline_1,12.5,0.7476034839856456,False
workload_1076.cpp,xczu7ev-ffvc1156-2-e,5.0,0.115115,172,56,10,15,23,block_4_1,cyclic_2_1,block_16_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,pipeline_1,pipeline,26.0,0.45668467704534366,False
workload_1077.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11435,125,87,10,7,13,cyclic_2_1,cyclic_32_1,block_32_1,cyclic_8_1,block_4_1,complete_1,pipeline_1,unroll_2,29.25,0.3735256847165077,False
workload_1078.cpp,xczu7ev-ffvc1156-2-e,5.0,0.45776,177,9,1,2,10,cyclic_16_1,cyclic_2_1,cyclic_8_1,block_4_1,block_2_1,block_2_1,unroll_8,unroll_2,5.5,0.5561285476465784,False
workload_1079.cpp,xczu7ev-ffvc1156-2-e,5.0,0.116005,152,23,3,5,11,cyclic_2_1,block_32_1,block_16_1,cyclic_8_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,10.5,0.8870256939435942,False
workload_1080.cpp,xczu7ev-ffvc1156-2-e,5.0,0.77214,312,13,1,3,18,cyclic_64_1,cyclic_2_1,cyclic_8_1,complete_1,cyclic_2_1,cyclic_8_1,unroll_16,unroll_2,8.75,0.17018216228969668,False
workload_1081.cpp,xczu7ev-ffvc1156-2-e,5.0,0.14168,1782,32,3,7,16,cyclic_128_1,block_32_1,cyclic_128_1,cyclic_4_1,complete_1,complete_1,pipeline_1,unroll_2,14.5,0.7759773543062986,False
workload_1082.cpp,xczu7ev-ffvc1156-2-e,5.0,0.16092,135,5,1,5,12,cyclic_4_1,cyclic_8_1,cyclic_128_1,block_4_1,complete_1,block_8_1,unroll_4,pipeline_1,5.75,0.9017440680549246,False
workload_1083.cpp,xczu7ev-ffvc1156-2-e,5.0,0.18516,153,31,1,3,20,cyclic_128_1,block_32_1,block_16_1,cyclic_4_1,complete_1,block_2_1,unroll_4,pipeline_1,13.75,0.7265564266110516,False
workload_1084.cpp,xczu7ev-ffvc1156-2-e,5.0,0.14168,1025,25,3,7,14,cyclic_128_1,block_8_1,cyclic_128_1,cyclic_2_1,block_2_1,complete_1,pipeline_1,unroll_2,12.25,0.8180630856191315,False
workload_1085.cpp,xczu7ev-ffvc1156-2-e,5.0,0.81394,371,14,1,3,20,cyclic_4_1,cyclic_32_1,block_32_1,cyclic_8_1,block_4_1,cyclic_8_1,unroll_16,unroll_2,9.5,0.1429097861073337,False
workload_1087.cpp,xczu7ev-ffvc1156-2-e,5.0,0.18516,155,31,1,3,20,cyclic_128_1,block_32_1,block_16_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_4,pipeline_1,13.75,0.7265564266110516,False
workload_1088.cpp,xczu7ev-ffvc1156-2-e,5.0,0.16652,1904,4,1,35,53,block_2_1,block_128_1,cyclic_64_1,complete_1,cyclic_2_1,block_2_1,unroll,pipeline,23.25,0.5206212587706307,False
workload_1089.cpp,xczu7ev-ffvc1156-2-e,5.0,0.18516,157,33,1,3,20,cyclic_128_1,cyclic_32_1,block_32_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_4,pipeline_1,14.25,0.7184728631514695,False
workload_1090.cpp,xczu7ev-ffvc1156-2-e,5.0,0.166205,1998,4,1,35,60,block_2_1,block_128_1,cyclic_64_1,cyclic_4_1,cyclic_8_1,block_8_1,unroll,pipeline,25.0,0.4726139137801789,False
workload_1091.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1089,114,32,14,8,13,cyclic_4_1,cyclic_32_1,cyclic_2_1,cyclic_8_1,complete_1,block_4_1,pipeline_1,unroll_2,16.75,0.7540000012406399,False
workload_1092.cpp,xczu7ev-ffvc1156-2-e,5.0,0.114705,128,12,7,7,10,cyclic_4_1,cyclic_2_1,cyclic_64_1,cyclic_2_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,9.0,0.9193602248128001,False
workload_1093.cpp,xczu7ev-ffvc1156-2-e,5.0,0.23964,131,16,1,2,8,cyclic_2_1,block_16_1,block_32_1,complete_1,block_2_1,cyclic_8_1,unroll_2,unroll_8,6.75,0.7628575435593253,False
workload_1094.cpp,xczu7ev-ffvc1156-2-e,5.0,0.8006,156,28,1,2,11,cyclic_128_1,block_32_1,cyclic_8_1,cyclic_8_1,complete_1,complete_1,unroll_2,unroll_2,10.5,0.1481213966146394,False
workload_1095.cpp,xczu7ev-ffvc1156-2-e,5.0,0.10923,112,36,10,7,10,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_8_1,block_8_1,cyclic_8_1,pipeline,pipeline,15.75,0.7911207971599992,False
workload_1096.cpp,xczu7ev-ffvc1156-2-e,5.0,0.20956,145,30,1,1,11,cyclic_128_1,block_32_1,cyclic_16_1,block_4_1,cyclic_2_1,block_4_1,unroll_2,pipeline_1,10.75,0.7285376388099366,False
workload_1097.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1702,170,14,25,14,28,cyclic_8_1,block_32_1,cyclic_64_1,block_4_1,cyclic_4_1,block_2_1,unroll_2,unroll,20.25,0.6038616725492792,False
workload_1098.cpp,xczu7ev-ffvc1156-2-e,5.0,0.18516,163,29,1,4,22,cyclic_128_1,cyclic_16_1,cyclic_64_1,block_4_1,block_2_1,block_4_1,unroll_4,pipeline_1,14.0,0.7225202950716061,False
workload_1099.cpp,xczu7ev-ffvc1156-2-e,5.0,0.16412,137,4,1,5,12,cyclic_2_1,cyclic_2_1,cyclic_128_1,block_4_1,complete_1,block_8_1,unroll_4,pipeline_1,5.5,0.8986213900687422,False
workload_1100.cpp,xczu7ev-ffvc1156-2-e,5.0,0.116005,148,18,3,5,9,cyclic_2_1,block_16_1,block_16_1,cyclic_2_1,complete_1,complete_1,pipeline_1,pipeline_1,8.75,0.9228472009289387,False
workload_1101.cpp,xczu7ev-ffvc1156-2-e,5.0,0.16092,138,4,1,5,11,cyclic_4_1,cyclic_128_1,cyclic_64_1,block_4_1,complete_1,complete_1,unroll_4,pipeline_1,5.25,0.9084885003903669,False
workload_1102.cpp,xczu7ev-ffvc1156-2-e,5.0,0.74876,96,9,1,1,5,cyclic_4_1,block_2_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,4.0,0.19497094056070696,False
workload_1103.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11604,160,7,3,7,10,cyclic_4_1,block_2_1,cyclic_128_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,pipeline_1,pipeline_1,6.75,0.9654867637761135,False
workload_1104.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11052,108,14,4,5,7,cyclic_2_1,cyclic_2_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,unroll_8,7.5,1.0,True
workload_1105.cpp,xczu7ev-ffvc1156-2-e,5.0,0.78642,343,7,1,3,27,cyclic_4_1,block_2_1,cyclic_16_1,block_8_1,complete_1,complete_1,unroll_16,unroll_2,9.5,0.15898221479219152,False
workload_1106.cpp,xczu7ev-ffvc1156-2-e,5.0,0.161,131,7,1,3,11,cyclic_4_1,block_64_1,cyclic_16_1,block_4_1,block_4_1,cyclic_8_1,unroll_4,pipeline_1,5.5,0.9051635520160548,False
workload_1107.cpp,xczu7ev-ffvc1156-2-e,5.0,0.16092,121,8,1,2,7,cyclic_4_1,block_8_1,block_16_1,cyclic_2_1,complete_1,block_2_1,unroll_4,pipeline_1,4.5,0.9154420081566469,False
workload_1108.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1089,114,30,14,8,13,cyclic_4_1,cyclic_32_1,cyclic_4_1,cyclic_8_1,block_4_1,block_2_1,pipeline_1,unroll_2,16.25,0.772611164878527,False
workload_1109.cpp,xczu7ev-ffvc1156-2-e,5.0,0.8523,827,4,1,6,34,cyclic_4_1,block_2_1,cyclic_64_1,cyclic_2_1,block_2_1,complete_1,unroll_16,unroll_8,11.25,0.1221063311351589,False
workload_1110.cpp,xczu7ev-ffvc1156-2-e,5.0,0.18516,166,27,1,4,21,cyclic_128_1,cyclic_128_1,cyclic_16_1,block_4_1,cyclic_2_1,complete_1,unroll_4,pipeline_1,13.25,0.7345864579039826,False
workload_1111.cpp,xczu7ev-ffvc1156-2-e,5.0,0.84052,467,4,1,5,9,cyclic_4_1,cyclic_128_1,cyclic_64_1,block_8_1,complete_1,block_8_1,unroll_4,unroll,4.75,0.13435065153016323,False
workload_1112.cpp,xczu7ev-ffvc1156-2-e,5.0,0.116005,155,23,3,5,11,cyclic_2_1,block_32_1,block_16_1,block_8_1,block_4_1,cyclic_8_1,pipeline_1,pipeline,10.5,0.8870256939435942,False
workload_1113.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11604,160,7,3,7,10,cyclic_4_1,block_2_1,cyclic_128_1,complete_1,block_4_1,cyclic_8_1,pipeline_1,pipeline_1,6.75,0.9654867637761135,False
workload_1114.cpp,xczu7ev-ffvc1156-2-e,5.0,0.18524,106,10,1,4,9,cyclic_32_1,block_4_1,cyclic_128_1,cyclic_8_1,cyclic_2_1,block_8_1,unroll_2,pipeline_1,6.0,0.8479535332324402,False
workload_1115.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11402,116,27,14,9,14,cyclic_4_1,cyclic_64_1,cyclic_16_1,cyclic_8_1,complete_1,complete_1,pipeline_1,unroll_2,16.0,0.7793594602197563,False
workload_1116.cpp,xczu7ev-ffvc1156-2-e,5.0,0.114395,156,36,10,15,16,cyclic_2_1,cyclic_32_1,block_64_1,cyclic_2_1,block_4_1,complete_1,pipeline,unroll_2,19.25,0.6645907442861921,False
workload_1117.cpp,xczu7ev-ffvc1156-2-e,5.0,0.116005,162,11,3,7,10,cyclic_2_1,block_2_1,cyclic_128_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,pipeline_1,pipeline_1,7.75,0.9444991624855964,False
workload_1118.cpp,xczu7ev-ffvc1156-2-e,5.0,0.7858,171,41,1,2,21,cyclic_128_1,cyclic_32_1,block_32_1,cyclic_8_1,block_4_1,complete_1,unroll_4,unroll_2,16.25,0.13793891698456898,False
workload_1119.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1089,112,27,14,9,13,cyclic_4_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,complete_1,complete_1,pipeline_1,pipeline_1,15.75,1.0,True
workload_1120.cpp,xczu7ev-ffvc1156-2-e,5.0,0.719,158,35,1,1,11,cyclic_128_1,block_32_1,cyclic_16_1,block_8_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,12.0,0.1977639004833069,False
workload_1121.cpp,xczu7ev-ffvc1156-2-e,5.0,0.18004,155,28,1,3,19,cyclic_128_1,block_32_1,cyclic_4_1,cyclic_2_1,complete_1,block_2_1,unroll_4,pipeline_1,12.75,0.7507942735093669,False
workload_1122.cpp,xczu7ev-ffvc1156-2-e,5.0,0.114705,116,15,7,6,9,cyclic_4_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,complete_1,cyclic_4_1,pipeline_1,unroll_2,9.25,0.9142029281774872,False
workload_1123.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1403,158,5,7,8,11,cyclic_16_1,cyclic_2_1,cyclic_128_1,cyclic_2_1,cyclic_4_1,complete_1,pipeline,pipeline_1,7.75,0.9034418969880906,False
workload_1124.cpp,xczu7ev-ffvc1156-2-e,5.0,0.20924,147,30,1,2,11,cyclic_128_1,block_32_1,cyclic_16_1,block_4_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,11.0,0.7260322874311169,False
workload_1125.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1576,563,6,1,10,30,cyclic_4_1,block_8_1,block_2_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_32,pipeline,11.75,0.8033637104556332,False
workload_1126.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11435,117,36,10,8,12,cyclic_2_1,cyclic_32_1,cyclic_64_1,cyclic_8_1,block_8_1,cyclic_8_1,pipeline_1,pipeline,16.5,0.762044616908626,False
workload_1127.cpp,xczu7ev-ffvc1156-2-e,5.0,0.16092,127,4,1,4,9,cyclic_4_1,block_2_1,cyclic_64_1,block_4_1,complete_1,block_4_1,unroll_4,pipeline_1,4.5,0.9154420081566469,False
workload_1128.cpp,xczu7ev-ffvc1156-2-e,5.0,0.114705,137,38,7,6,10,cyclic_2_1,cyclic_2_1,block_16_1,cyclic_2_1,complete_1,complete_1,pipeline_1,pipeline_1,15.25,0.7945304345925408,False
workload_1129.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11092,118,8,3,5,6,cyclic_4_1,block_2_1,cyclic_4_1,complete_1,block_4_1,cyclic_8_1,pipeline_1,unroll_8,5.5,1.0,True
workload_1130.cpp,xczu7ev-ffvc1156-2-e,5.0,0.86612,466,4,1,5,9,cyclic_8_1,cyclic_128_1,cyclic_64_1,block_4_1,cyclic_2_1,block_2_1,unroll_4,unroll,4.75,0.12287242367536592,False
workload_1131.cpp,xczu7ev-ffvc1156-2-e,5.0,0.18524,95,10,1,1,6,cyclic_16_1,block_4_1,block_16_1,cyclic_8_1,cyclic_2_1,block_8_1,unroll_2,pipeline_1,4.5,0.8695076942552581,False
workload_1132.cpp,xczu7ev-ffvc1156-2-e,5.0,0.75004,101,9,1,1,6,cyclic_4_1,block_2_1,block_32_1,cyclic_4_1,complete_1,block_4_1,unroll_2,unroll_2,4.25,0.19381298544578596,False
workload_1133.cpp,xczu7ev-ffvc1156-2-e,5.0,0.37948,118,9,1,3,10,cyclic_16_1,block_16_1,block_64_1,block_8_1,complete_1,cyclic_2_1,unroll_2,unroll_4,5.75,0.6334773966325328,False
workload_1134.cpp,xczu7ev-ffvc1156-2-e,5.0,0.23708,129,17,1,2,9,cyclic_4_1,block_32_1,cyclic_16_1,block_4_1,cyclic_2_1,block_2_1,unroll_2,unroll_8,7.25,0.7545652535922809,False
workload_1135.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1089,115,34,14,8,13,cyclic_4_1,cyclic_32_1,block_2_1,cyclic_8_1,cyclic_2_1,block_8_1,pipeline_1,unroll_2,17.25,0.7356499036985801,False
workload_1136.cpp,xczu7ev-ffvc1156-2-e,5.0,0.10923,110,36,10,7,10,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_8_1,block_4_1,complete_1,pipeline_1,unroll_2,15.75,0.7911207971599992,False
workload_1137.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11604,163,12,3,6,9,cyclic_4_1,block_16_1,cyclic_64_1,cyclic_8_1,block_2_1,block_2_1,pipeline_1,unroll_8,7.5,0.9498807657563008,False
workload_1138.cpp,xczu7ev-ffvc1156-2-e,5.0,0.81788,99,9,1,1,5,cyclic_4_1,block_2_1,block_32_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,4.0,0.1466796657518743,False
workload_1139.cpp,xczu7ev-ffvc1156-2-e,5.0,0.2374,128,17,1,2,8,cyclic_4_1,block_16_1,block_32_1,complete_1,block_2_1,cyclic_8_1,unroll_2,unroll_8,7.0,0.7598406916713657,False
workload_1140.cpp,xczu7ev-ffvc1156-2-e,5.0,0.114705,143,12,7,8,11,cyclic_4_1,cyclic_2_1,cyclic_128_1,cyclic_2_1,cyclic_4_1,complete_1,pipeline,pipeline_1,9.5,0.9090607377883705,False
workload_1141.cpp,xczu7ev-ffvc1156-2-e,5.0,0.18516,180,24,1,5,24,cyclic_128_1,block_8_1,cyclic_128_1,cyclic_2_1,block_2_1,block_2_1,unroll_4,pipeline_1,13.5,0.7305792221486826,False
workload_1142.cpp,xczu7ev-ffvc1156-2-e,5.0,0.14168,168,5,3,6,8,cyclic_16_1,block_2_1,cyclic_64_1,cyclic_2_1,cyclic_4_1,cyclic_8_1,pipeline,pipeline_1,5.5,0.9444645518202633,False
workload_1143.cpp,xczu7ev-ffvc1156-2-e,5.0,0.134515,112,14,14,8,13,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,complete_1,complete_1,pipeline_1,pipeline_1,12.25,0.8280634835519863,False
workload_1144.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1576,596,10,1,11,34,cyclic_4_1,cyclic_32_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_32,pipeline,14.0,0.7633225210411994,False
workload_1145.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1089,114,30,14,8,13,cyclic_4_1,cyclic_32_1,cyclic_4_1,cyclic_8_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,16.25,0.772611164878527,False
workload_1146.cpp,xczu7ev-ffvc1156-2-e,5.0,0.114705,128,12,7,7,10,cyclic_4_1,cyclic_2_1,cyclic_64_1,complete_1,complete_1,cyclic_8_1,pipeline_1,unroll_8,9.0,0.9193602248128001,False
workload_1147.cpp,xczu7ev-ffvc1156-2-e,5.0,0.161,128,4,1,4,9,cyclic_4_1,block_2_1,cyclic_64_1,block_4_1,cyclic_2_1,cyclic_2_1,unroll_4,pipeline_1,4.5,0.9152780466570194,False
workload_1148.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1558,124,4,1,3,10,cyclic_4_1,block_64_1,cyclic_2_1,block_2_1,complete_1,block_4_1,unroll_4,pipeline_1,4.5,0.9259346075261816,False
workload_1149.cpp,xczu7ev-ffvc1156-2-e,5.0,0.110535,106,8,4,5,7,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,complete_1,cyclic_8_1,pipeline_1,unroll_2,6.0,1.0,True
workload_1150.cpp,xczu7ev-ffvc1156-2-e,5.0,0.1576,587,4,1,11,35,cyclic_4_1,cyclic_64_1,cyclic_2_1,cyclic_4_1,complete_1,complete_1,unroll_32,pipeline,12.75,0.7856243805313062,False
workload_1151.cpp,xczu7ev-ffvc1156-2-e,5.0,0.11402,113,30,14,8,13,cyclic_4_1,cyclic_16_1,cyclic_16_1,cyclic_8_1,cyclic_8_1,cyclic_8_1,pipeline_1,unroll_2,16.25,0.7710455790370263,False
workload_1152.cpp,xczu7ev-ffvc1156-2-e,5.0,0.114705,114,15,7,6,9,cyclic_4_1,cyclic_2_1,cyclic_16_1,cyclic_4_1,complete_1,complete_1,pipeline_1,unroll_2,9.25,0.9142029281774872,False
workload_1153.cpp,xczu7ev-ffvc1156-2-e,5.0,0.114705,142,12,7,8,11,cyclic_4_1,cyclic_2_1,cyclic_128_1,complete_1,block_4_1,complete_1,pipeline_1,unroll_8,9.5,0.9090607377883705,False
workload_1154.cpp,xczu7ev-ffvc1156-2-e,5.0,0.110885,118,12,3,5,6,cyclic_2_1,block_2_1,cyclic_4_1,cyclic_2_1,complete_1,complete_1,pipeline_1,pipeline_1,6.5,0.978006083607134,False
