Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,InnerLoop_3_1,Replicate_Count,Area,Weight,is_pareto
workload_5140.cpp,xcu200-fsgd2104-2-e,3.33,30.6906453,199,1,1,1,1,cyclic_8_1,block_16_1,complete_1,unroll_2,unroll_2,unroll_32,unroll_4,unroll_2,unroll_16,unroll_2,pipeline_1,unroll_5,1,1,0.701692599406,False
workload_5431.cpp,xcu200-fsgd2104-2-e,3.33,2.10810645,1222,1,1,1,6,cyclic_8_1,block_16_1,complete_1,unroll_2,unroll_4,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_32,pipeline_1,pipeline_1,1,2.25,0.932882531216,False
workload_5386.cpp,xcu200-fsgd2104-2-e,3.33,2.10903885,179,1,1,1,1,cyclic_8_1,block_16_1,complete_1,unroll_2,unroll_4,unroll_2,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_5,1,1,0.999989292587,False
workload_5538.cpp,xcu200-fsgd2104-2-e,3.33,1.97705763,1218,1,1,1,6,cyclic_8_1,block_16_1,complete_1,unroll_2,unroll_8,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_5,1,2.25,0.932884322048,False
workload_5486.cpp,xcu200-fsgd2104-2-e,3.33,1.97705763,1219,1,1,1,6,cyclic_8_1,block_16_1,complete_1,unroll_2,unroll_8,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_5,2,2.25,0.932884322048,False
workload_5174.cpp,xcu200-fsgd2104-2-e,3.33,2.10816306,1266,1,1,1,6,cyclic_8_1,block_16_1,complete_1,unroll_4,unroll_2,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,2.25,0.932882523476,False
workload_5064.cpp,xcu200-fsgd2104-2-e,3.33,2.10909546,216,1,1,1,2,cyclic_8_1,block_16_1,complete_1,unroll_4,unroll_2,unroll_2,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_5,1,1.25,0.991660325947,False
workload_5080.cpp,xcu200-fsgd2104-2-e,3.33,39.19313097,429,1,1,1,2,cyclic_8_1,block_16_1,complete_1,unroll_4,unroll_4,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_5,1,1.25,0.624298383601,False
workload_5613.cpp,xcu200-fsgd2104-2-e,3.33,2.10810645,1218,1,1,1,6,cyclic_8_1,block_16_1,cyclic_2_1,unroll_2,unroll_4,pipeline_1,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.932882531216,False
workload_5381.cpp,xcu200-fsgd2104-2-e,3.33,2.23089354,1210,1,1,1,6,cyclic_8_1,block_16_1,cyclic_2_1,unroll_2,unroll_4,pipeline_1,unroll_17,pipeline_1,unroll_16,unroll_4,unroll_5,pipeline_1,1,2.25,0.932851609742,False
workload_5250.cpp,xcu200-fsgd2104-2-e,3.33,54.92214954,233,1,1,1,1,cyclic_8_1,block_16_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,unroll_17,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_5,1,1,0.49567638179,False
workload_5429.cpp,xcu200-fsgd2104-2-e,3.33,2.1070908,1406,1,1,1,7,cyclic_8_1,block_16_1,cyclic_2_1,unroll_4,unroll_36,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_5,1,2.5,0.918324556265,False
workload_5455.cpp,xcu200-fsgd2104-2-e,3.33,2.10858597,225,1,1,1,2,cyclic_8_1,block_16_1,cyclic_2_1,unroll_4,unroll_4,unroll_2,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_5,1,1.25,0.991663239406,False
workload_5358.cpp,xcu200-fsgd2104-2-e,3.33,2.10810645,1213,1,1,1,6,cyclic_8_1,block_16_1,cyclic_4_1,unroll_2,unroll_4,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_5,1,2.25,0.932882531216,False
workload_5142.cpp,xcu200-fsgd2104-2-e,3.33,2.36132298,1224,1,1,1,5,cyclic_8_1,block_16_1,cyclic_4_1,unroll_2,unroll_4,pipeline_1,unroll_17,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll_5,1,2,0.947442751383,False
workload_5128.cpp,xcu200-fsgd2104-2-e,3.33,2.10816306,1248,1,1,1,6,cyclic_8_1,block_16_1,cyclic_4_1,unroll_4,unroll_2,pipeline_1,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.932882523476,False
workload_5201.cpp,xcu200-fsgd2104-2-e,3.33,2.10816306,1251,1,1,1,6,cyclic_8_1,block_16_1,cyclic_4_1,unroll_4,unroll_2,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_2,unroll_5,pipeline_1,1,2.25,0.932882523476,False
workload_5057.cpp,xcu200-fsgd2104-2-e,3.33,2.10816306,1260,1,1,1,6,cyclic_8_1,block_16_1,cyclic_4_1,unroll_4,unroll_2,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,2.25,0.932882523476,False
workload_5177.cpp,xcu200-fsgd2104-2-e,3.33,2.23145964,1268,1,1,1,6,cyclic_8_1,block_16_1,cyclic_4_1,unroll_4,unroll_2,pipeline_1,unroll_17,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_5,1,2.25,0.932851401721,False
workload_5184.cpp,xcu200-fsgd2104-2-e,3.33,2.16624492,1250,1,1,1,6,cyclic_8_1,block_16_1,cyclic_4_1,unroll_4,unroll_2,pipeline_1,unroll_17,pipeline_1,unroll_32,unroll_32,pipeline_1,unroll_5,1,2.25,0.932871414687,False
workload_5400.cpp,xcu200-fsgd2104-2-e,3.33,2.21932512,336,1,1,1,3,cyclic_8_1,block_16_1,cyclic_4_1,unroll_4,unroll_36,unroll_2,unroll_17,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,1.5,0.977203748356,False
workload_5490.cpp,xcu200-fsgd2104-2-e,3.33,2.10954834,172,1,1,1,1,cyclic_8_1,block_16_1,cyclic_8_1,unroll_2,unroll_2,unroll_2,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_5,1,1,0.999983441778,False
workload_5071.cpp,xcu200-fsgd2104-2-e,3.33,2.36327436,174,1,1,1,1,cyclic_8_1,block_16_1,cyclic_8_1,unroll_2,unroll_2,unroll_2,unroll_17,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_5,1,1,0.997072101729,False
workload_5456.cpp,xcu200-fsgd2104-2-e,3.33,2.10810645,1213,1,1,1,6,cyclic_8_1,block_16_1,cyclic_8_1,unroll_2,unroll_4,pipeline_1,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.932882531216,False
workload_5614.cpp,xcu200-fsgd2104-2-e,3.33,2.10810645,1221,1,1,1,6,cyclic_8_1,block_16_1,cyclic_8_1,unroll_2,unroll_4,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_5,1,2.25,0.932882531216,False
workload_5298.cpp,xcu200-fsgd2104-2-e,3.33,2.10903885,178.5,1,1,1,1,cyclic_8_1,block_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_5,2,1,0.999989292587,False
workload_5517.cpp,xcu200-fsgd2104-2-e,3.33,2.23182594,182,1,1,1,1,cyclic_8_1,block_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_17,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_5,1,1,0.998579797534,False
workload_5227.cpp,xcu200-fsgd2104-2-e,3.33,2.36225538,176,1,1,1,1,cyclic_8_1,block_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_17,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_5,1,1,0.997083784425,False
workload_5208.cpp,xcu200-fsgd2104-2-e,3.33,32.09036418,239,1,1,1,1,cyclic_8_1,block_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_32,unroll_17,unroll_2,unroll_8,unroll_2,pipeline_1,unroll_5,1,1,0.688621492061,False
workload_4802.cpp,xcu200-fsgd2104-2-e,3.33,29.84590422,408,1,1,1,3,cyclic_8_1,block_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_32,unroll_2,unroll_8,unroll_8,unroll_2,pipeline_1,unroll_5,1,1.5,0.708459627383,False
workload_4913.cpp,xcu200-fsgd2104-2-e,3.33,30.75154434,235,1,1,1,1,cyclic_8_1,block_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_32,unroll_4,unroll_2,unroll_8,unroll_2,pipeline_1,unroll_5,1,1,0.701120914266,False
workload_5417.cpp,xcu200-fsgd2104-2-e,3.33,2.10708747,1903,1,1,3,16,cyclic_8_1,block_16_1,cyclic_8_1,unroll_32,unroll_4,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_5,1,5.25,0.766643814723,False
workload_5364.cpp,xcu200-fsgd2104-2-e,3.33,2.10801987,847,1,1,3,11,cyclic_8_1,block_16_1,cyclic_8_1,unroll_32,unroll_4,unroll_2,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_5,1,4,0.833664999817,False
workload_5156.cpp,xcu200-fsgd2104-2-e,3.33,2.10816306,1270,1,1,1,6,cyclic_8_1,block_16_1,cyclic_8_1,unroll_4,unroll_2,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_5,1,2.25,0.932882523476,False
workload_5121.cpp,xcu200-fsgd2104-2-e,3.33,2.16624492,1245,1,1,1,6,cyclic_8_1,block_16_1,cyclic_8_1,unroll_4,unroll_2,pipeline_1,unroll_17,pipeline_1,unroll_32,pipeline_1,pipeline_1,pipeline_1,1,2.25,0.932871414687,False
workload_5102.cpp,xcu200-fsgd2104-2-e,3.33,32.66125938,1168,1,1,1,6,cyclic_8_1,block_16_1,cyclic_8_1,unroll_4,unroll_2,pipeline_1,unroll_17,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,2.25,0.677368350457,False
workload_5154.cpp,xcu200-fsgd2104-2-e,3.33,2.36282148,217,1,1,1,2,cyclic_8_1,block_16_1,cyclic_8_1,unroll_4,unroll_2,unroll_2,unroll_17,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_5,1,1.25,0.99007215709,False
workload_4965.cpp,xcu200-fsgd2104-2-e,3.33,52.2402741,1315,1,1,1,6,cyclic_8_1,block_16_1,cyclic_8_1,unroll_4,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_32,pipeline_1,pipeline_1,unroll_5,1,2.25,0.513069987198,False
workload_5099.cpp,xcu200-fsgd2104-2-e,3.33,2.375955,221,1,1,1,2,cyclic_8_1,block_2_1,block_2_1,unroll_4,unroll_2,unroll_8,unroll_17,pipeline_1,unroll_8,unroll_8,pipeline_1,pipeline_1,1,1.25,0.989982643706,False
workload_5279.cpp,xcu200-fsgd2104-2-e,3.33,2.10861594,294,1,1,1,2,cyclic_8_1,block_2_1,block_4_1,unroll_2,unroll_2,pipeline_1,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,1.25,0.991663068057,False
workload_5551.cpp,xcu200-fsgd2104-2-e,3.33,2.10810645,301,1,1,1,2,cyclic_8_1,block_2_1,block_4_1,unroll_2,unroll_4,pipeline_1,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,1.25,0.991665980466,False
workload_5388.cpp,xcu200-fsgd2104-2-e,3.33,2.10810645,308,1,1,1,2,cyclic_8_1,block_2_1,block_4_1,unroll_2,unroll_4,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,1.25,0.991665980466,False
workload_5196.cpp,xcu200-fsgd2104-2-e,3.33,2.10816306,348,1,1,1,3,cyclic_8_1,block_2_1,block_4_1,unroll_4,unroll_2,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_5,1,1.5,0.977304909118,False
workload_5168.cpp,xcu200-fsgd2104-2-e,3.33,2.10816306,350,1,1,1,3,cyclic_8_1,block_2_1,block_4_1,unroll_4,unroll_2,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_32,pipeline_1,unroll_5,1,1.5,0.977304909118,False
workload_5076.cpp,xcu200-fsgd2104-2-e,3.33,2.36188908,347,1,1,1,3,cyclic_8_1,block_2_1,block_4_1,unroll_4,unroll_2,pipeline_1,unroll_17,pipeline_1,unroll_8,unroll_4,pipeline_1,pipeline_1,1,1.5,0.976962185857,False
workload_5110.cpp,xcu200-fsgd2104-2-e,3.33,38.01622572,386,1,1,1,3,cyclic_8_1,block_2_1,block_4_1,unroll_4,unroll_2,pipeline_1,unroll_17,unroll_2,unroll_8,unroll_4,pipeline_1,pipeline_1,1,1.5,0.63401120865,False
workload_5134.cpp,xcu200-fsgd2104-2-e,3.33,2.91410298,205,1,1,1,2,cyclic_8_1,block_2_1,block_4_1,unroll_4,unroll_2,unroll_4,unroll_17,pipeline_1,pipeline_1,unroll_2,unroll_5,pipeline_1,1,1.25,0.985777256403,False
workload_5010.cpp,xcu200-fsgd2104-2-e,3.33,2.375955,221,1,1,1,2,cyclic_8_1,block_2_1,block_4_1,unroll_4,unroll_2,unroll_8,unroll_17,pipeline_1,unroll_8,unroll_8,pipeline_1,pipeline_1,1,1.25,0.989982643706,False
workload_4957.cpp,xcu200-fsgd2104-2-e,3.33,94.5693693,301,1,1,1,2,cyclic_8_1,block_2_1,block_4_1,unroll_4,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_5,pipeline_1,1,1.25,0.25132671333,False
workload_4920.cpp,xcu200-fsgd2104-2-e,3.33,45.7393149,279,1,1,1,2,cyclic_8_1,block_2_1,block_4_1,unroll_4,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,1.25,0.568520261306,False
workload_5299.cpp,xcu200-fsgd2104-2-e,3.33,2.10810645,302.5,1,1,1,2,cyclic_8_1,block_2_1,block_8_1,unroll_2,unroll_4,pipeline_1,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,2,1.25,0.991665980466,False
workload_5318.cpp,xcu200-fsgd2104-2-e,3.33,3.14288064,983,1,1,3,13,cyclic_8_1,block_2_1,block_8_1,unroll_32,unroll_4,pipeline_1,unroll_17,pipeline_1,unroll_2,unroll_4,unroll_5,pipeline_1,1,4.5,0.806126521543,False
workload_5211.cpp,xcu200-fsgd2104-2-e,3.33,2.36234196,304,1,1,1,2,cyclic_8_1,block_2_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_17,pipeline_1,unroll_8,unroll_2,pipeline_1,pipeline_1,1,1.25,0.990075412104,False
workload_5452.cpp,xcu200-fsgd2104-2-e,3.33,2.91543165,165,1,1,1,1,cyclic_8_1,block_2_1,complete_1,unroll_2,unroll_4,unroll_2,unroll_17,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_5,1,1,0.990752758592,False
workload_5276.cpp,xcu200-fsgd2104-2-e,3.33,2.10810645,308.5,1,1,1,2,cyclic_8_1,block_2_1,cyclic_2_1,unroll_2,unroll_4,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,2,1.25,0.991665980466,False
workload_5322.cpp,xcu200-fsgd2104-2-e,3.33,2.10810645,309,1,1,1,2,cyclic_8_1,block_2_1,cyclic_2_1,unroll_2,unroll_4,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_5,1,1.25,0.991665980466,False
workload_5378.cpp,xcu200-fsgd2104-2-e,3.33,2.92265442,168,1,1,1,1,cyclic_8_1,block_2_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_17,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,1,1,0.990670243264,False
workload_5074.cpp,xcu200-fsgd2104-2-e,3.33,2.10816306,339,1,1,1,3,cyclic_8_1,block_2_1,cyclic_2_1,unroll_4,unroll_2,pipeline_1,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,1.5,0.977304909118,False
workload_5179.cpp,xcu200-fsgd2104-2-e,3.33,2.10816306,348,1,1,1,3,cyclic_8_1,block_2_1,cyclic_2_1,unroll_4,unroll_2,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,1.5,0.977304909118,False
workload_5109.cpp,xcu200-fsgd2104-2-e,3.33,2.10816306,346,1,1,1,3,cyclic_8_1,block_2_1,cyclic_2_1,unroll_4,unroll_2,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,1.5,0.977304909118,False
workload_5216.cpp,xcu200-fsgd2104-2-e,3.33,2.21938506,204,1,1,1,2,cyclic_8_1,block_2_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,unroll_17,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,1.25,0.991003437339,False
workload_5195.cpp,xcu200-fsgd2104-2-e,3.33,2.10765357,350,1,1,1,3,cyclic_8_1,block_2_1,cyclic_2_1,unroll_4,unroll_4,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,1.5,0.977305193017,False
workload_5482.cpp,xcu200-fsgd2104-2-e,3.33,2.10810645,299,1,1,1,2,cyclic_8_1,block_2_1,cyclic_4_1,unroll_2,unroll_4,pipeline_1,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_5,1,1.25,0.991665980466,False
workload_5481.cpp,xcu200-fsgd2104-2-e,3.33,2.10903885,168,1,1,1,1,cyclic_8_1,block_2_1,cyclic_4_1,unroll_2,unroll_4,unroll_2,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,1,0.999989292587,False
workload_4952.cpp,xcu200-fsgd2104-2-e,3.33,2.60931474,928,1,1,3,12,cyclic_8_1,block_2_1,cyclic_4_1,unroll_32,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_8,unroll_8,pipeline_1,pipeline_1,1,4.25,0.819904758613,False
workload_5199.cpp,xcu200-fsgd2104-2-e,3.33,2.10816306,344,1,1,1,3,cyclic_8_1,block_2_1,cyclic_4_1,unroll_4,unroll_2,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,1.5,0.977304909118,False
workload_5218.cpp,xcu200-fsgd2104-2-e,3.33,2.10816306,349,1,1,1,3,cyclic_8_1,block_2_1,cyclic_4_1,unroll_4,unroll_2,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_2,unroll_5,pipeline_1,1,1.5,0.977304909118,False
workload_5050.cpp,xcu200-fsgd2104-2-e,3.33,2.10816306,346,1,1,1,3,cyclic_8_1,block_2_1,cyclic_4_1,unroll_4,unroll_2,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,3,1.5,0.977304909118,False
workload_5031.cpp,xcu200-fsgd2104-2-e,3.33,5.8305969,218,1,1,1,2,cyclic_8_1,block_2_1,cyclic_4_1,unroll_4,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_4,unroll_2,pipeline_1,pipeline_1,1,1.25,0.955745926595,False
workload_5240.cpp,xcu200-fsgd2104-2-e,3.33,2.10954834,164,1,1,1,1,cyclic_8_1,block_2_1,cyclic_8_1,unroll_2,unroll_2,unroll_2,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_5,1,1,0.999983441778,False
workload_5171.cpp,xcu200-fsgd2104-2-e,3.33,2.10810645,302,1,1,1,2,cyclic_8_1,block_2_1,cyclic_8_1,unroll_2,unroll_4,pipeline_1,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,1.25,0.991665980466,False
workload_5160.cpp,xcu200-fsgd2104-2-e,3.33,2.10810645,311,1,1,1,2,cyclic_8_1,block_2_1,cyclic_8_1,unroll_2,unroll_4,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,1.25,0.991665980466,False
workload_5389.cpp,xcu200-fsgd2104-2-e,3.33,2.10810645,309,1,1,1,2,cyclic_8_1,block_2_1,cyclic_8_1,unroll_2,unroll_4,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_32,pipeline_1,pipeline_1,1,1.25,0.991665980466,False
workload_5365.cpp,xcu200-fsgd2104-2-e,3.33,2.10810645,309,1,1,1,2,cyclic_8_1,block_2_1,cyclic_8_1,unroll_2,unroll_4,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,1.25,0.991665980466,False
workload_5206.cpp,xcu200-fsgd2104-2-e,3.33,2.23089354,311,1,1,1,2,cyclic_8_1,block_2_1,cyclic_8_1,unroll_2,unroll_4,pipeline_1,unroll_17,pipeline_1,unroll_16,unroll_4,pipeline_1,pipeline_1,1,1.25,0.990931899504,False
workload_5321.cpp,xcu200-fsgd2104-2-e,3.33,32.19745365,342,1,1,1,2,cyclic_8_1,block_2_1,cyclic_8_1,unroll_2,unroll_4,pipeline_1,unroll_17,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,1.25,0.687357314953,False
workload_5449.cpp,xcu200-fsgd2104-2-e,3.33,2.10903885,169,1,1,1,1,cyclic_8_1,block_2_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_5,1,1,0.999989292587,False
workload_5565.cpp,xcu200-fsgd2104-2-e,3.33,2.91543165,170,1,1,1,1,cyclic_8_1,block_2_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_17,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_5,1,1,0.990752758592,False
workload_5052.cpp,xcu200-fsgd2104-2-e,3.33,2.60931474,927,1,1,3,12,cyclic_8_1,block_2_1,cyclic_8_1,unroll_32,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_8,unroll_2,pipeline_1,pipeline_1,1,4.25,0.819904758613,False
workload_5373.cpp,xcu200-fsgd2104-2-e,3.33,2.10708747,980,1,1,3,13,cyclic_8_1,block_2_1,cyclic_8_1,unroll_32,unroll_4,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_5,1,4.5,0.806471485796,False
workload_4837.cpp,xcu200-fsgd2104-2-e,3.33,2.10816306,347,1,1,1,3,cyclic_8_1,block_2_1,cyclic_8_1,unroll_4,unroll_2,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,3,1.5,0.977304909118,False
workload_5073.cpp,xcu200-fsgd2104-2-e,3.33,2.10816306,350,1,1,1,3,cyclic_8_1,block_2_1,cyclic_8_1,unroll_4,unroll_2,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_2,unroll_5,pipeline_1,1,1.5,0.977304909118,False
workload_5164.cpp,xcu200-fsgd2104-2-e,3.33,2.10816306,348,1,1,1,3,cyclic_8_1,block_2_1,cyclic_8_1,unroll_4,unroll_2,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,1.5,0.977304909118,False
workload_4993.cpp,xcu200-fsgd2104-2-e,3.33,3.5117181,353.5,1,1,1,3,cyclic_8_1,block_2_1,cyclic_8_1,unroll_4,unroll_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,2,1.5,0.971387863472,False
workload_5044.cpp,xcu200-fsgd2104-2-e,3.33,3.5117181,354,1,1,1,3,cyclic_8_1,block_2_1,cyclic_8_1,unroll_4,unroll_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_5,1,1.5,0.971387863472,False
workload_5291.cpp,xcu200-fsgd2104-2-e,3.33,2.10909546,206,1,1,1,2,cyclic_8_1,block_2_1,cyclic_8_1,unroll_4,unroll_2,unroll_2,unroll_17,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_5,1,1.25,0.991660325947,False
workload_5008.cpp,xcu200-fsgd2104-2-e,3.33,32.30737362,282,1,1,1,2,cyclic_8_1,block_2_1,cyclic_8_1,unroll_4,unroll_2,unroll_8,unroll_17,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,1.25,0.686338997033,False
workload_4796.cpp,xcu200-fsgd2104-2-e,3.33,40.0106493,282.5,1,1,1,2,cyclic_8_1,block_2_1,cyclic_8_1,unroll_4,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,2,1.25,0.617161755789,False
workload_4932.cpp,xcu200-fsgd2104-2-e,3.33,69.4723581,354,1,1,1,3,cyclic_8_1,block_2_1,cyclic_8_1,unroll_4,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_5,pipeline_1,1,1.5,0.392301038793,False
workload_4956.cpp,xcu200-fsgd2104-2-e,3.33,39.1922685,292,1,1,1,2,cyclic_8_1,block_2_1,cyclic_8_1,unroll_4,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,1.25,0.62430593836,False
workload_4990.cpp,xcu200-fsgd2104-2-e,3.33,31.62496338,264,1,1,1,2,cyclic_8_1,block_2_1,cyclic_8_1,unroll_4,unroll_2,unroll_8,unroll_4,unroll_2,unroll_8,unroll_2,pipeline_1,pipeline_1,1,1.25,0.692675130572,False
workload_5036.cpp,xcu200-fsgd2104-2-e,3.33,32.46428322,280,1,1,1,2,cyclic_8_1,block_2_1,cyclic_8_1,unroll_4,unroll_4,unroll_8,unroll_17,unroll_2,unroll_8,unroll_8,pipeline_1,pipeline_1,1,1.25,0.684886877421,False
workload_5235.cpp,xcu200-fsgd2104-2-e,3.33,2.10793662,441,1,1,1,5,cyclic_8_1,block_2_1,cyclic_8_1,unroll_8,unroll_2,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_5,1,2,0.947567798807,False
workload_5198.cpp,xcu200-fsgd2104-2-e,3.33,2.10742713,443,1,1,1,5,cyclic_8_1,block_2_1,cyclic_8_1,unroll_8,unroll_4,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_5,1,2,0.947567891907,False
workload_5274.cpp,xcu200-fsgd2104-2-e,3.33,2.10742713,442,1,1,1,5,cyclic_8_1,block_2_1,cyclic_8_1,unroll_8,unroll_4,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_5,1,2,0.947567891907,False
workload_5016.cpp,xcu200-fsgd2104-2-e,3.33,2.5671969,251.5,1,1,1,2,cyclic_8_1,block_32_1,cyclic_4_1,unroll_4,unroll_2,unroll_2,unroll_17,pipeline_1,pipeline_1,unroll_8,unroll_5,pipeline_1,2,1.25,0.988602750986,False
workload_5041.cpp,xcu200-fsgd2104-2-e,3.33,62.77209174,339,1,1,1,2,cyclic_8_1,block_32_1,cyclic_4_1,unroll_4,unroll_2,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_8,unroll_5,pipeline_1,1,1.25,0.438059930203,False
