Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,InnerLoop_4_1,Replicate_Count,Area,Weight,is_pareto
bbgemm_2870.c,xcu200-fsgd2104-2-e,5,0.526025,80,0,1,4,3,unroll_2,unroll_4,pipeline_1,unroll_4,pipeline_1,2,2,0.9270127441,False
bbgemm_2945.c,xcu200-fsgd2104-2-e,5,0.479945,77,0,1,4,3,unroll_2,unroll_4,pipeline_1,unroll_4,unroll_2,1,2,1,True
bbgemm_2807.c,xcu200-fsgd2104-2-e,5,0.526025,81.5,0,1,4,3,unroll_2,unroll_4,pipeline_1,unroll_4,unroll_4,2,2,0.9270127441,False
bbgemm_2761.c,xcu200-fsgd2104-2-e,5,0.655785,90,0,0,4,3,unroll_2,unroll_4,pipeline_1,unroll_4,unroll_8,2,1.75,0.925772301161,False
bbgemm_2453.c,xcu200-fsgd2104-2-e,5,8.392145,48,0,0,0,1,unroll_2,unroll_4,unroll_2,pipeline_1,pipeline_1,3,0.25,0.279095161263,False
bbgemm_2672.c,xcu200-fsgd2104-2-e,5,8.392145,60,0,0,0,1,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_8,1,0.25,0.279095161263,False
bbgemm_2666.c,xcu200-fsgd2104-2-e,5,14.203345,41,0,0,0,0,unroll_2,unroll_4,unroll_2,unroll_2,unroll_2,1,0,0.100000000034,False
bbgemm_2606.c,xcu200-fsgd2104-2-e,5,0.525805,132,0,1,8,5,unroll_2,unroll_64,pipeline_1,pipeline_1,pipeline_1,4,3.5,0.847227340057,False
bbgemm_2984.c,xcu200-fsgd2104-2-e,5,0.571885,135,0,1,8,5,unroll_2,unroll_64,pipeline_1,pipeline_1,unroll_2,1,3.5,0.844387749459,False
bbgemm_2794.c,xcu200-fsgd2104-2-e,5,0.479725,136,0,1,8,5,unroll_2,unroll_64,pipeline_1,pipeline_1,unroll_4,2,3.5,1,True
bbgemm_2613.c,xcu200-fsgd2104-2-e,5,1.921445,280,0,2,6,5,unroll_2,unroll_64,pipeline_1,pipeline_1,unroll_8,3,3.25,0.750289172422,False
bbgemm_3054.c,xcu200-fsgd2104-2-e,5,0.571885,124,0,1,8,5,unroll_2,unroll_64,pipeline_1,unroll_2,pipeline_1,1,3.5,0.844387749459,False
bbgemm_2578.c,xcu200-fsgd2104-2-e,5,0.878175,179.5,0,1,7,4,unroll_2,unroll_64,pipeline_1,unroll_2,unroll_8,2,3,0.83871914253,False
bbgemm_3036.c,xcu200-fsgd2104-2-e,5,0.479725,129,0,1,8,5,unroll_2,unroll_64,pipeline_1,unroll_4,pipeline_1,1,3.5,1,True
bbgemm_2975.c,xcu200-fsgd2104-2-e,5,0.479725,140,0,1,8,5,unroll_2,unroll_64,pipeline_1,unroll_4,unroll_2,1,3.5,1,True
bbgemm_3013.c,xcu200-fsgd2104-2-e,5,0.596685,161,0,0,8,4,unroll_2,unroll_64,pipeline_1,unroll_4,unroll_8,1,3,0.849170466374,False
bbgemm_2440.c,xcu200-fsgd2104-2-e,5,5.576025,1316,0,0,12,19,unroll_2,unroll_64,unroll_16,pipeline_1,pipeline_1,2,7.75,0.319087570874,False
bbgemm_2577.c,xcu200-fsgd2104-2-e,5,5.576025,1383,0,0,12,19,unroll_2,unroll_64,unroll_16,pipeline_1,unroll_2,1,7.75,0.319087570874,False
bbgemm_2562.c,xcu200-fsgd2104-2-e,5,6.984025,77,0,0,1,2,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,2,0.75,0.375544504204,False
bbgemm_2629.c,xcu200-fsgd2104-2-e,5,5.576025,96,0,0,1,2,unroll_2,unroll_64,unroll_2,pipeline_1,unroll_8,1,0.75,0.493093906824,False
bbgemm_2677.c,xcu200-fsgd2104-2-e,5,0.525805,133,0,1,8,5,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,2,3.5,0.847227340057,False
bbgemm_2915.c,xcu200-fsgd2104-2-e,5,0.479725,128,0,1,8,5,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_2,1,3.5,1,True
bbgemm_2923.c,xcu200-fsgd2104-2-e,5,0.525805,135,0,1,8,5,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,2,3.5,0.847227340057,False
bbgemm_2538.c,xcu200-fsgd2104-2-e,5,1.949175,262,0,1.5,5.5,4.5,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_8,2,2.875,0.758294531283,False
bbgemm_3046.c,xcu200-fsgd2104-2-e,5,0.479725,141,0,1,8,5,unroll_2,unroll_8,pipeline_1,unroll_2,pipeline_1,1,3.5,1,True
bbgemm_2588.c,xcu200-fsgd2104-2-e,5,0.976245,172,0,1,7,4,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_8,1,3,0.833138275858,False
bbgemm_2868.c,xcu200-fsgd2104-2-e,5,0.571885,138,0,1,8,5,unroll_2,unroll_8,pipeline_1,unroll_4,unroll_4,1,3.5,0.844387749459,False
bbgemm_2927.c,xcu200-fsgd2104-2-e,5,0.596685,155,0,0,8,4,unroll_2,unroll_8,pipeline_1,unroll_4,unroll_8,1,3,0.849170466374,False
bbgemm_2637.c,xcu200-fsgd2104-2-e,5,0.189445,660,0,1,45,22,unroll_32,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,17,1,True
bbgemm_2615.c,xcu200-fsgd2104-2-e,5,0.189445,668,0,1,45,22,unroll_32,unroll_16,pipeline_1,pipeline_1,unroll_8,4,17,1,True
bbgemm_2791.c,xcu200-fsgd2104-2-e,5,0.189445,659,0,1,45,22,unroll_32,unroll_16,pipeline_1,unroll_4,unroll_8,1,17,1,True
bbgemm_2605.c,xcu200-fsgd2104-2-e,5,0.189445,749,0,1,45,22,unroll_32,unroll_16,pipeline_1,unroll_8,unroll_2,1,17,1,True
bbgemm_2543.c,xcu200-fsgd2104-2-e,5,0.189445,741,0,1,45,22,unroll_32,unroll_16,pipeline_1,unroll_8,unroll_8,1,17,1,True
bbgemm_2579.c,xcu200-fsgd2104-2-e,5,2.15072,373,0,0,9,9,unroll_32,unroll_16,unroll_2,pipeline_1,pipeline_1,1,4.5,0.669753297639,False
bbgemm_2589.c,xcu200-fsgd2104-2-e,5,1.61824,367,0,0,8,9,unroll_32,unroll_16,unroll_2,pipeline_1,unroll_4,1,4.25,0.724157854968,False
bbgemm_2631.c,xcu200-fsgd2104-2-e,5,1.06528,418,0,0,10,10,unroll_32,unroll_16,unroll_2,pipeline_1,unroll_8,1,5,0.719714132868,False
bbgemm_2542.c,xcu200-fsgd2104-2-e,5,13.87552,309,0,0,1,3,unroll_32,unroll_16,unroll_2,unroll_2,unroll_2,1,1,0.100543408258,False
bbgemm_2681.c,xcu200-fsgd2104-2-e,5,0.1898,137,0,1,11,7,unroll_32,unroll_2,pipeline_1,pipeline_1,pipeline_1,3,4.75,1,True
bbgemm_2833.c,xcu200-fsgd2104-2-e,5,0.1898,134,0,1,11,7,unroll_32,unroll_2,pipeline_1,pipeline_1,unroll_2,2,4.75,1,True
bbgemm_2920.c,xcu200-fsgd2104-2-e,5,0.1898,137,0,1,11,7,unroll_32,unroll_2,pipeline_1,pipeline_1,unroll_4,2,4.75,1,True
bbgemm_2608.c,xcu200-fsgd2104-2-e,5,0.1898,146.5,0,1,11,7,unroll_32,unroll_2,pipeline_1,pipeline_1,unroll_8,2,4.75,1,True
bbgemm_3001.c,xcu200-fsgd2104-2-e,5,0.1898,154,0,1,11,7,unroll_32,unroll_2,pipeline_1,unroll_2,unroll_2,1,4.75,1,True
bbgemm_2937.c,xcu200-fsgd2104-2-e,5,0.1898,141,0,1,11,7,unroll_32,unroll_2,pipeline_1,unroll_2,unroll_8,2,4.75,1,True
bbgemm_2970.c,xcu200-fsgd2104-2-e,5,0.1898,148,0,1,11,7,unroll_32,unroll_2,pipeline_1,unroll_4,unroll_8,1,4.75,1,True
bbgemm_2661.c,xcu200-fsgd2104-2-e,5,0.1898,146,0,1,11,7,unroll_32,unroll_2,pipeline_1,unroll_8,unroll_8,1,4.75,1,True
bbgemm_2614.c,xcu200-fsgd2104-2-e,5,2.15092,82,0,0,2,2,unroll_32,unroll_2,unroll_2,pipeline_1,pipeline_1,1,1,0.8369946205,False
bbgemm_2587.c,xcu200-fsgd2104-2-e,5,13.87572,62,0,0,0,1,unroll_32,unroll_2,unroll_2,unroll_2,unroll_2,1,0.25,0.100579801233,False
bbgemm_2685.c,xcu200-fsgd2104-2-e,5,2.15092,145,0,0,4,4,unroll_32,unroll_2,unroll_4,pipeline_1,pipeline_1,1,2,0.772301636933,False
bbgemm_2781.c,xcu200-fsgd2104-2-e,5,0.189445,624,0,1,45,22,unroll_32,unroll_32,pipeline_1,pipeline_1,unroll_8,1,17,1,True
bbgemm_2695.c,xcu200-fsgd2104-2-e,5,1.4032,1234,0,0,5,8,unroll_32,unroll_32,unroll_2,unroll_4,unroll_8,1,3.25,0.794922895356,False
bbgemm_3024.c,xcu200-fsgd2104-2-e,5,0.18964,268,0,1,23,14,unroll_32,unroll_4,pipeline_1,pipeline_1,pipeline_1,2,9.5,1,True
bbgemm_2990.c,xcu200-fsgd2104-2-e,5,0.18964,280,0,1,23,14,unroll_32,unroll_4,pipeline_1,pipeline_1,unroll_2,1,9.5,1,True
bbgemm_2710.c,xcu200-fsgd2104-2-e,5,0.18964,282,0,1,23,14,unroll_32,unroll_4,pipeline_1,pipeline_1,unroll_8,2,9.5,1,True
bbgemm_2623.c,xcu200-fsgd2104-2-e,5,0.18964,302.5,0,1,23,14,unroll_32,unroll_4,pipeline_1,unroll_8,unroll_8,2,9.5,1,True
bbgemm_2948.c,xcu200-fsgd2104-2-e,5,0.189445,630,0,1,45,22,unroll_32,unroll_64,pipeline_1,pipeline_1,pipeline_1,3,17,1,True
bbgemm_2787.c,xcu200-fsgd2104-2-e,5,0.189445,633.5,0,1,45,22,unroll_32,unroll_64,pipeline_1,pipeline_1,unroll_2,2,17,1,True
bbgemm_2810.c,xcu200-fsgd2104-2-e,5,0.189445,639,0,1,45,22,unroll_32,unroll_64,pipeline_1,pipeline_1,unroll_4,3,17,1,True
bbgemm_2601.c,xcu200-fsgd2104-2-e,5,0.189445,667,0,1,45,22,unroll_32,unroll_64,pipeline_1,pipeline_1,unroll_8,4,17,1,True
bbgemm_3019.c,xcu200-fsgd2104-2-e,5,0.189445,654,0,1,45,22,unroll_32,unroll_64,pipeline_1,unroll_2,pipeline_1,1,17,1,True
bbgemm_2942.c,xcu200-fsgd2104-2-e,5,0.189445,653,0,1,45,22,unroll_32,unroll_64,pipeline_1,unroll_2,unroll_4,1,17,1,True
bbgemm_2492.c,xcu200-fsgd2104-2-e,5,0.189445,673,0,1,45,22,unroll_32,unroll_64,pipeline_1,unroll_2,unroll_8,2,17,1,True
bbgemm_3052.c,xcu200-fsgd2104-2-e,5,0.189445,643,0,1,45,22,unroll_32,unroll_64,pipeline_1,unroll_4,pipeline_1,1,17,1,True
bbgemm_2483.c,xcu200-fsgd2104-2-e,5,0.189445,774,0,1,45,22,unroll_32,unroll_64,pipeline_1,unroll_8,unroll_8,1,17,1,True
bbgemm_2454.c,xcu200-fsgd2104-2-e,5,2.15072,369,0,0,9,9,unroll_32,unroll_64,unroll_2,pipeline_1,pipeline_1,2,4.5,0.669753297639,False
bbgemm_2619.c,xcu200-fsgd2104-2-e,5,1.80768,1976,0,0,8,11,unroll_32,unroll_64,unroll_4,unroll_2,unroll_8,1,4.75,0.680401647583,False
bbgemm_2616.c,xcu200-fsgd2104-2-e,5,0.189445,643,0,1,45,22,unroll_32,unroll_8,pipeline_1,pipeline_1,unroll_8,3,17,1,True
bbgemm_2634.c,xcu200-fsgd2104-2-e,5,0.189445,714,0,1,45,22,unroll_32,unroll_8,pipeline_1,unroll_8,unroll_8,1,17,1,True
bbgemm_2687.c,xcu200-fsgd2104-2-e,5,1.61824,340,0,0,8,9,unroll_32,unroll_8,unroll_2,pipeline_1,pipeline_1,1,4.25,0.724157854968,False
bbgemm_2716.c,xcu200-fsgd2104-2-e,5,1.06528,400,0,0,10,10,unroll_32,unroll_8,unroll_2,pipeline_1,unroll_8,1,5,0.719714132868,False
bbgemm_2553.c,xcu200-fsgd2104-2-e,5,13.87552,323,0,0,1,3,unroll_32,unroll_8,unroll_2,unroll_2,unroll_2,1,1,0.100543408258,False
bbgemm_2594.c,xcu200-fsgd2104-2-e,5,0.693945,270.5,0,1,12.5,7,unroll_4,unroll_16,pipeline_1,pipeline_1,pipeline_1,2,5.125,0.733265471681,False
bbgemm_2992.c,xcu200-fsgd2104-2-e,5,0.839715,417,0,1,12,8,unroll_4,unroll_16,pipeline_1,unroll_2,unroll_8,1,5.25,0.71668605437,False
bbgemm_2691.c,xcu200-fsgd2104-2-e,5,0.625215,73,0,1,3,2,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,1.5,0.928524115555,False
bbgemm_2826.c,xcu200-fsgd2104-2-e,5,0.694335,74.5,0,1,3,2,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_4,2,1.5,0.926219781307,False
bbgemm_2751.c,xcu200-fsgd2104-2-e,5,9.521175,56,0,0,0,1,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_8,1,0.25,0.216310602031,False
bbgemm_2698.c,xcu200-fsgd2104-2-e,5,9.520975,150,0,0,3,5,unroll_4,unroll_32,unroll_2,pipeline_1,pipeline_1,1,2,0.210908898109,False
bbgemm_3039.c,xcu200-fsgd2104-2-e,5,0.625035,145,0,1,6,5,unroll_4,unroll_4,pipeline_1,pipeline_1,pipeline_1,1,3,0.848613347458,False
bbgemm_2982.c,xcu200-fsgd2104-2-e,5,1.451395,300,0,0.5,5,4.5,unroll_4,unroll_4,pipeline_1,pipeline_1,unroll_8,2,2.5,0.821078923982,False
bbgemm_2702.c,xcu200-fsgd2104-2-e,5,9.521095,77,0,0,1,2,unroll_4,unroll_4,unroll_2,pipeline_1,pipeline_1,1,0.75,0.216007440338,False
bbgemm_2737.c,xcu200-fsgd2104-2-e,5,0.763065,265,0,1,13,7,unroll_4,unroll_64,pipeline_1,pipeline_1,pipeline_1,1,5.25,0.720569645692,False
bbgemm_2838.c,xcu200-fsgd2104-2-e,5,0.763065,266.5,0,1,13,7,unroll_4,unroll_64,pipeline_1,pipeline_1,unroll_4,2,5.25,0.720569645692,False
bbgemm_3032.c,xcu200-fsgd2104-2-e,5,0.624825,282,0,1,12,7,unroll_4,unroll_64,pipeline_1,unroll_2,unroll_2,1,5,0.745744555555,False
bbgemm_2925.c,xcu200-fsgd2104-2-e,5,0.763065,283,0,1,13,7,unroll_4,unroll_64,pipeline_1,unroll_4,unroll_4,1,5.25,0.720569645692,False
bbgemm_2642.c,xcu200-fsgd2104-2-e,5,0.617115,398,0,1,12,8,unroll_4,unroll_64,pipeline_1,unroll_8,unroll_8,1,5.25,0.727248579154,False
bbgemm_2949.c,xcu200-fsgd2104-2-e,5,0.624825,264,0,1,12,7,unroll_4,unroll_8,pipeline_1,pipeline_1,unroll_4,1,5,0.745744555555,False
bbgemm_2978.c,xcu200-fsgd2104-2-e,5,0.839715,390,0,1,12,8,unroll_4,unroll_8,pipeline_1,unroll_2,unroll_8,1,5.25,0.71668605437,False
bbgemm_2714.c,xcu200-fsgd2104-2-e,5,0.189445,659,0,1,45,22,unroll_64,unroll_16,pipeline_1,pipeline_1,pipeline_1,3,17,1,True
bbgemm_2754.c,xcu200-fsgd2104-2-e,5,0.189445,664,0,1,45,22,unroll_64,unroll_16,pipeline_1,pipeline_1,unroll_2,2,17,1,True
bbgemm_2697.c,xcu200-fsgd2104-2-e,5,0.189445,656,0,1,45,22,unroll_64,unroll_16,pipeline_1,pipeline_1,unroll_4,1,17,1,True
bbgemm_2713.c,xcu200-fsgd2104-2-e,5,0.189445,639,0,1,45,22,unroll_64,unroll_16,pipeline_1,pipeline_1,unroll_8,1,17,1,True
bbgemm_3047.c,xcu200-fsgd2104-2-e,5,0.189445,706,0,1,45,22,unroll_64,unroll_16,pipeline_1,unroll_2,unroll_8,1,17,1,True
bbgemm_2602.c,xcu200-fsgd2104-2-e,5,0.189445,726,0,1,45,22,unroll_64,unroll_16,pipeline_1,unroll_4,unroll_8,1,17,1,True
bbgemm_2760.c,xcu200-fsgd2104-2-e,5,0.189445,697,0,1,45,22,unroll_64,unroll_16,pipeline_1,unroll_8,unroll_2,1,17,1,True
bbgemm_2828.c,xcu200-fsgd2104-2-e,5,0.1898,141.5,0,1,11,7,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,2,4.75,1,True
bbgemm_2639.c,xcu200-fsgd2104-2-e,5,0.1898,137.5,0,1,11,7,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_2,4,4.75,1,True
bbgemm_2759.c,xcu200-fsgd2104-2-e,5,0.1898,139,0,1,11,7,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_4,3,4.75,1,True
bbgemm_2718.c,xcu200-fsgd2104-2-e,5,0.1898,138.5,0,1,11,7,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_8,2,4.75,1,True
bbgemm_3037.c,xcu200-fsgd2104-2-e,5,0.1898,149,0,1,11,7,unroll_64,unroll_2,pipeline_1,unroll_2,unroll_2,1,4.75,1,True
bbgemm_2916.c,xcu200-fsgd2104-2-e,5,0.1898,141,0,1,11,7,unroll_64,unroll_2,pipeline_1,unroll_2,unroll_4,1,4.75,1,True
bbgemm_2900.c,xcu200-fsgd2104-2-e,5,0.1898,143,0,1,11,7,unroll_64,unroll_2,pipeline_1,unroll_2,unroll_8,1,4.75,1,True
bbgemm_2832.c,xcu200-fsgd2104-2-e,5,0.1898,137,0,1,11,7,unroll_64,unroll_2,pipeline_1,unroll_4,pipeline_1,1,4.75,1,True
bbgemm_2854.c,xcu200-fsgd2104-2-e,5,0.1898,144.5,0,1,11,7,unroll_64,unroll_2,pipeline_1,unroll_4,unroll_4,2,4.75,1,True
bbgemm_2758.c,xcu200-fsgd2104-2-e,5,0.1898,144.5,0,1,11,7,unroll_64,unroll_2,pipeline_1,unroll_4,unroll_8,2,4.75,1,True
bbgemm_2786.c,xcu200-fsgd2104-2-e,5,0.1898,151,0,1,11,7,unroll_64,unroll_2,pipeline_1,unroll_8,pipeline_1,2,4.75,1,True
bbgemm_2930.c,xcu200-fsgd2104-2-e,5,1.61844,76,0,0,2,2,unroll_64,unroll_2,unroll_2,pipeline_1,unroll_2,1,1,0.884138972132,False
bbgemm_2946.c,xcu200-fsgd2104-2-e,5,13.87572,63,0,0,0,1,unroll_64,unroll_2,unroll_2,unroll_2,unroll_2,1,0.25,0.100579801233,False
bbgemm_2779.c,xcu200-fsgd2104-2-e,5,1.813,98,0,0,1,2,unroll_64,unroll_2,unroll_2,unroll_2,unroll_8,1,0.75,0.877493216253,False
bbgemm_2724.c,xcu200-fsgd2104-2-e,5,0.189445,649,0,1,45,22,unroll_64,unroll_32,pipeline_1,pipeline_1,unroll_4,1,17,1,True
bbgemm_3043.c,xcu200-fsgd2104-2-e,5,0.189445,737,0,1,45,22,unroll_64,unroll_32,pipeline_1,unroll_2,unroll_8,1,17,1,True
bbgemm_2626.c,xcu200-fsgd2104-2-e,5,0.189445,683,0,1,45,22,unroll_64,unroll_32,pipeline_1,unroll_4,unroll_4,1,17,1,True
bbgemm_2566.c,xcu200-fsgd2104-2-e,5,0.189445,680,0,1,45,22,unroll_64,unroll_32,pipeline_1,unroll_4,unroll_8,1,17,1,True
bbgemm_2784.c,xcu200-fsgd2104-2-e,5,0.18964,275.5,0,1,23,14,unroll_64,unroll_4,pipeline_1,pipeline_1,pipeline_1,4,9.5,1,True
bbgemm_2962.c,xcu200-fsgd2104-2-e,5,0.18964,284,0,1,23,14,unroll_64,unroll_4,pipeline_1,pipeline_1,unroll_2,2,9.5,1,True
bbgemm_2648.c,xcu200-fsgd2104-2-e,5,0.18964,280,0,1,23,14,unroll_64,unroll_4,pipeline_1,pipeline_1,unroll_4,2,9.5,1,True
bbgemm_2510.c,xcu200-fsgd2104-2-e,5,0.18964,286,0,1,23,14,unroll_64,unroll_4,pipeline_1,pipeline_1,unroll_8,4,9.5,1,True
bbgemm_2924.c,xcu200-fsgd2104-2-e,5,0.18964,278,0,1,23,14,unroll_64,unroll_4,pipeline_1,unroll_2,unroll_2,1,9.5,1,True
bbgemm_2849.c,xcu200-fsgd2104-2-e,5,0.18964,277.5,0,1,23,14,unroll_64,unroll_4,pipeline_1,unroll_2,unroll_4,2,9.5,1,True
bbgemm_2647.c,xcu200-fsgd2104-2-e,5,0.18964,289,0,1,23,14,unroll_64,unroll_4,pipeline_1,unroll_2,unroll_8,1,9.5,1,True
bbgemm_2862.c,xcu200-fsgd2104-2-e,5,0.18964,281,0,1,23,14,unroll_64,unroll_4,pipeline_1,unroll_4,pipeline_1,1,9.5,1,True
bbgemm_2638.c,xcu200-fsgd2104-2-e,5,0.18964,304,0,1,23,14,unroll_64,unroll_4,pipeline_1,unroll_4,unroll_4,2,9.5,1,True
bbgemm_2680.c,xcu200-fsgd2104-2-e,5,0.18964,299.5,0,1,23,14,unroll_64,unroll_4,pipeline_1,unroll_4,unroll_8,2,9.5,1,True
bbgemm_2774.c,xcu200-fsgd2104-2-e,5,0.18964,312,0,1,23,14,unroll_64,unroll_4,pipeline_1,unroll_8,unroll_4,1,9.5,1,True
bbgemm_2670.c,xcu200-fsgd2104-2-e,5,0.18964,326,0,1,23,14,unroll_64,unroll_4,pipeline_1,unroll_8,unroll_8,1,9.5,1,True
bbgemm_2683.c,xcu200-fsgd2104-2-e,5,1.61836,139,0,0,4,5,unroll_64,unroll_4,unroll_2,pipeline_1,pipeline_1,1,2.25,0.819279623233,False
bbgemm_3008.c,xcu200-fsgd2104-2-e,5,13.87564,130,0,0,0,2,unroll_64,unroll_4,unroll_2,unroll_2,unroll_2,1,0.5,0.100579264315,False
bbgemm_2740.c,xcu200-fsgd2104-2-e,5,12.36012,664,0,0,1,4,unroll_64,unroll_4,unroll_2,unroll_4,unroll_4,1,1.25,0.117599468914,False
bbgemm_2461.c,xcu200-fsgd2104-2-e,5,2.15084,1302,0,0,17,19,unroll_64,unroll_4,unroll_8,pipeline_1,unroll_4,1,9,0.486483803908,False
bbgemm_2491.c,xcu200-fsgd2104-2-e,5,1.0654,1430,0,0,20,19,unroll_64,unroll_4,unroll_8,pipeline_1,unroll_8,1,9.75,0.516328875395,False
bbgemm_2804.c,xcu200-fsgd2104-2-e,5,0.189445,637,0,1,45,22,unroll_64,unroll_64,pipeline_1,pipeline_1,pipeline_1,2,17,1,True
bbgemm_3012.c,xcu200-fsgd2104-2-e,5,0.189445,719,0,1,45,22,unroll_64,unroll_64,pipeline_1,pipeline_1,unroll_2,1,17,1,True
bbgemm_2733.c,xcu200-fsgd2104-2-e,5,0.189445,643,0,1,45,22,unroll_64,unroll_64,pipeline_1,pipeline_1,unroll_4,2,17,1,True
bbgemm_2473.c,xcu200-fsgd2104-2-e,5,0.189445,661,0,1,45,22,unroll_64,unroll_64,pipeline_1,pipeline_1,unroll_8,2,17,1,True
bbgemm_2899.c,xcu200-fsgd2104-2-e,5,0.189445,646,0,1,45,22,unroll_64,unroll_64,pipeline_1,unroll_2,unroll_4,1,17,1,True
bbgemm_2590.c,xcu200-fsgd2104-2-e,5,0.189445,667.5,0,1,45,22,unroll_64,unroll_64,pipeline_1,unroll_2,unroll_8,2,17,1,True
bbgemm_2875.c,xcu200-fsgd2104-2-e,5,0.189445,668,0,1,45,22,unroll_64,unroll_64,pipeline_1,unroll_4,pipeline_1,1,17,1,True
bbgemm_2766.c,xcu200-fsgd2104-2-e,5,0.189445,682.5,0,1,45,22,unroll_64,unroll_64,pipeline_1,unroll_4,unroll_8,2,17,1,True
bbgemm_2749.c,xcu200-fsgd2104-2-e,5,0.189445,748,0,1,45,22,unroll_64,unroll_64,pipeline_1,unroll_8,unroll_4,1,17,1,True
bbgemm_2808.c,xcu200-fsgd2104-2-e,5,1.4032,1195,0,0,5,8,unroll_64,unroll_64,unroll_2,unroll_4,unroll_8,1,3.25,0.794922895356,False
bbgemm_2957.c,xcu200-fsgd2104-2-e,5,0.189445,646,0,1,45,22,unroll_64,unroll_8,pipeline_1,pipeline_1,unroll_2,1,17,1,True
bbgemm_2744.c,xcu200-fsgd2104-2-e,5,0.189445,674,0,1,45,22,unroll_64,unroll_8,pipeline_1,pipeline_1,unroll_4,1,17,1,True
bbgemm_2610.c,xcu200-fsgd2104-2-e,5,0.189445,667.5,0,1,45,22,unroll_64,unroll_8,pipeline_1,pipeline_1,unroll_8,2,17,1,True
bbgemm_2896.c,xcu200-fsgd2104-2-e,5,0.189445,643,0,1,45,22,unroll_64,unroll_8,pipeline_1,unroll_2,unroll_8,1,17,1,True
bbgemm_2447.c,xcu200-fsgd2104-2-e,5,0.189445,638,0,1,45,22,unroll_8,unroll_16,pipeline_1,pipeline_1,pipeline_1,5,17,1,True
bbgemm_2563.c,xcu200-fsgd2104-2-e,5,0.189445,648,0,1,45,22,unroll_8,unroll_16,pipeline_1,pipeline_1,unroll_2,2,17,1,True
bbgemm_2516.c,xcu200-fsgd2104-2-e,5,0.189445,658,0,1,45,22,unroll_8,unroll_16,pipeline_1,pipeline_1,unroll_4,2,17,1,True
bbgemm_2730.c,xcu200-fsgd2104-2-e,5,0.189445,638,0,1,45,22,unroll_8,unroll_16,pipeline_1,pipeline_1,unroll_8,3,17,1,True
bbgemm_2938.c,xcu200-fsgd2104-2-e,5,0.189445,649,0,1,45,22,unroll_8,unroll_16,pipeline_1,unroll_2,unroll_2,1,17,1,True
bbgemm_2998.c,xcu200-fsgd2104-2-e,5,0.189445,667,0,1,45,22,unroll_8,unroll_16,pipeline_1,unroll_4,unroll_8,1,17,1,True
bbgemm_2665.c,xcu200-fsgd2104-2-e,5,0.189445,675,0,1,45,22,unroll_8,unroll_16,pipeline_1,unroll_8,pipeline_1,2,17,1,True
bbgemm_2706.c,xcu200-fsgd2104-2-e,5,0.189445,746,0,1,45,22,unroll_8,unroll_16,pipeline_1,unroll_8,unroll_4,1,17,1,True
bbgemm_2658.c,xcu200-fsgd2104-2-e,5,2.15072,364,0,0,9,9,unroll_8,unroll_16,unroll_2,pipeline_1,pipeline_1,1,4.5,0.669753297639,False
bbgemm_2583.c,xcu200-fsgd2104-2-e,5,5.58112,1719,0,0,11,13,unroll_8,unroll_16,unroll_2,unroll_4,pipeline_1,1,6,0.358475059801,False
bbgemm_2742.c,xcu200-fsgd2104-2-e,5,0.1898,136,0,1,11,7,unroll_8,unroll_2,pipeline_1,pipeline_1,pipeline_1,5,4.75,1,True
bbgemm_2856.c,xcu200-fsgd2104-2-e,5,0.1898,136.5,0,1,11,7,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll_2,2,4.75,1,True
bbgemm_2684.c,xcu200-fsgd2104-2-e,5,0.1898,139,0,1,11,7,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll_4,3,4.75,1,True
bbgemm_2528.c,xcu200-fsgd2104-2-e,5,0.1898,139,0,1,11,7,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll_8,3,4.75,1,True
bbgemm_2776.c,xcu200-fsgd2104-2-e,5,0.1898,136,0,1,11,7,unroll_8,unroll_2,pipeline_1,unroll_2,pipeline_1,1,4.75,1,True
bbgemm_2741.c,xcu200-fsgd2104-2-e,5,0.1898,146,0,1,11,7,unroll_8,unroll_2,pipeline_1,unroll_2,unroll_2,1,4.75,1,True
bbgemm_2907.c,xcu200-fsgd2104-2-e,5,0.1898,140,0,1,11,7,unroll_8,unroll_2,pipeline_1,unroll_2,unroll_4,1,4.75,1,True
