Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,Replicate_Count,Area,Weight,is_pareto
workload_4493.cpp,xcu200-fsgd2104-2-e,5,0.030745,76,1,1,1,27,block_4_1,block_8_1,block_4_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,pipeline_1,unroll_4,unroll_2,1,7.5,0.79435690381,False
workload_4389.cpp,xcu200-fsgd2104-2-e,5,0.030745,76,1,1,1,27,block_4_1,block_8_1,block_4_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,pipeline_1,unroll_8,pipeline_1,1,7.5,0.79435690381,False
workload_4502.cpp,xcu200-fsgd2104-2-e,5,0.030745,64,1,1,1,14,block_4_1,block_8_1,block_4_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll_2,pipeline_1,pipeline_1,2,4.25,0.893849018187,False
workload_4552.cpp,xcu200-fsgd2104-2-e,5,0.030745,68,1,1,1,14,block_4_1,block_8_1,block_4_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_2,1,4.25,0.893849018187,False
workload_4525.cpp,xcu200-fsgd2104-2-e,5,0.030745,67,1,2,1,1,block_4_1,block_8_1,block_4_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll_2,unroll_8,unroll_2,1,1.25,0.991598130366,False
workload_4624.cpp,xcu200-fsgd2104-2-e,5,0.030745,67,1,1,1,14,block_4_1,block_8_1,block_4_1,block_2_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_2,1,4.25,0.893849018187,False
workload_4652.cpp,xcu200-fsgd2104-2-e,5,0.030745,68,1,2,1,1,block_4_1,block_8_1,block_4_1,block_2_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_32,unroll_2,unroll_8,unroll_2,1,1.25,0.991598130366,False
workload_4241.cpp,xcu200-fsgd2104-2-e,5,0.030745,67,1,6,2,3,block_4_1,block_8_1,block_4_1,block_4_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_2,unroll_4,pipeline_1,1,3,0.933888287235,False
workload_4581.cpp,xcu200-fsgd2104-2-e,5,0.030745,62,1,6,2,3,block_4_1,block_8_1,block_4_1,block_4_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_2,unroll_8,unroll_2,1,3,0.933888287235,False
workload_4212.cpp,xcu200-fsgd2104-2-e,5,0.030745,67,1,6,2,3,block_4_1,block_8_1,block_4_1,block_4_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_2,unroll_4,pipeline_1,1,3,0.933888287235,False
workload_4287.cpp,xcu200-fsgd2104-2-e,5,0.030745,68,1,6,2,3,block_4_1,block_8_1,block_4_1,block_4_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_2,unroll_8,pipeline_1,1,3,0.933888287235,False
workload_4456.cpp,xcu200-fsgd2104-2-e,5,0.030745,72,1,1,1,27,block_4_1,block_8_1,block_4_1,block_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_4,unroll_2,1,7.5,0.79435690381,False
workload_4081.cpp,xcu200-fsgd2104-2-e,5,0.030745,66.5,1,1,1,14,block_4_1,block_8_1,block_4_1,block_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll_2,pipeline_1,pipeline_1,2,4.25,0.893849018187,False
workload_4698.cpp,xcu200-fsgd2104-2-e,5,0.030745,66,1,1,1,14,block_4_1,block_8_1,block_4_1,block_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_2,1,4.25,0.893849018187,False
workload_4475.cpp,xcu200-fsgd2104-2-e,5,0.030745,94,1,1,1,44,block_4_1,block_8_1,block_4_1,block_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll_2,unroll_4,pipeline_1,1,11.75,0.674299234691,False
workload_4458.cpp,xcu200-fsgd2104-2-e,5,0.030745,104.5,1,1,1,35,block_4_1,block_8_1,block_4_1,block_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll_2,unroll_8,pipeline_1,2,9.5,0.736440720197,False
workload_4527.cpp,xcu200-fsgd2104-2-e,5,0.030745,66,1,2,1,1,block_4_1,block_8_1,block_4_1,block_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll_2,unroll_8,unroll_2,3,1.25,0.991598130366,False
workload_4589.cpp,xcu200-fsgd2104-2-e,5,0.030745,62,1,1,1,14,block_4_1,block_8_1,block_4_1,block_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll_2,1,4.25,0.893849018187,False
workload_4719.cpp,xcu200-fsgd2104-2-e,5,0.030745,94,1,1,1,56,block_4_1,block_8_1,block_4_1,block_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_4,unroll_2,1,14.75,0.596408520073,False
workload_4530.cpp,xcu200-fsgd2104-2-e,5,0.030745,63.5,1,2,1,1,block_4_1,block_8_1,block_4_1,block_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_8,unroll_2,4,1.25,0.991598130366,False
workload_4681.cpp,xcu200-fsgd2104-2-e,5,0.030745,64,1,2,1,1,block_4_1,block_8_1,block_4_1,block_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_8,unroll_2,2,1.25,0.991598130366,False
workload_4598.cpp,xcu200-fsgd2104-2-e,5,0.030745,65,1,1,1,14,block_4_1,block_8_1,block_4_1,block_4_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_2,1,4.25,0.893849018187,False
workload_4614.cpp,xcu200-fsgd2104-2-e,5,0.030745,67,1,2,1,1,block_4_1,block_8_1,block_4_1,block_4_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_32,unroll_2,unroll_8,unroll_2,1,1.25,0.991598130366,False
workload_4619.cpp,xcu200-fsgd2104-2-e,5,0.030745,60,1,1,1,14,block_4_1,block_8_1,block_4_1,block_4_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll_2,2,4.25,0.893849018187,False
workload_4574.cpp,xcu200-fsgd2104-2-e,5,0.030745,66,1,2,1,1,block_4_1,block_8_1,block_4_1,block_4_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_8,unroll_2,1,1.25,0.991598130366,False
workload_4707.cpp,xcu200-fsgd2104-2-e,5,0.030745,71,1,1,1,14,block_4_1,block_8_1,block_4_1,block_4_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_64,unroll_2,pipeline_1,pipeline_1,1,4.25,0.893849018187,False
workload_4655.cpp,xcu200-fsgd2104-2-e,5,0.030745,70,1,1,1,14,block_4_1,block_8_1,block_4_1,block_4_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_64,unroll_2,pipeline_1,unroll_2,1,4.25,0.893849018187,False
workload_4628.cpp,xcu200-fsgd2104-2-e,5,0.030745,71,1,2,1,1,block_4_1,block_8_1,block_4_1,block_4_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_64,unroll_2,unroll_8,unroll_2,1,1.25,0.991598130366,False
workload_4142.cpp,xcu200-fsgd2104-2-e,5,0.030745,74,1,6,2,3,block_4_1,block_8_1,block_4_1,block_4_1,complete_1,unroll_32,pipeline_1,pipeline_1,unroll_32,unroll_2,pipeline_1,pipeline_1,1,3,0.933888287235,False
workload_4211.cpp,xcu200-fsgd2104-2-e,5,0.030745,68,1,6,2,3,block_4_1,block_8_1,block_4_1,block_8_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_2,unroll_4,pipeline_1,1,3,0.933888287235,False
workload_4540.cpp,xcu200-fsgd2104-2-e,5,0.030745,69,1,1,1,14,block_4_1,block_8_1,block_4_1,block_8_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll_2,pipeline_1,pipeline_1,1,4.25,0.893849018187,False
workload_4555.cpp,xcu200-fsgd2104-2-e,5,0.030745,70,1,1,1,14,block_4_1,block_8_1,block_4_1,block_8_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_2,1,4.25,0.893849018187,False
workload_4447.cpp,xcu200-fsgd2104-2-e,5,0.030745,69,1,2,1,1,block_4_1,block_8_1,block_4_1,block_8_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll_2,unroll_8,unroll_2,3,1.25,0.991598130366,False
workload_4533.cpp,xcu200-fsgd2104-2-e,5,0.030745,65,1,1,1,14,block_4_1,block_8_1,block_4_1,block_8_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll_2,1,4.25,0.893849018187,False
workload_4451.cpp,xcu200-fsgd2104-2-e,5,0.030745,66,1,2,1,1,block_4_1,block_8_1,block_4_1,block_8_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_8,unroll_2,2,1.25,0.991598130366,False
workload_4687.cpp,xcu200-fsgd2104-2-e,5,0.030745,74,1,2,1,2,block_4_1,block_8_1,block_4_1,block_8_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_64,unroll_2,unroll_8,unroll_2,1,1.5,0.983235662314,False
workload_4137.cpp,xcu200-fsgd2104-2-e,5,0.030745,68,1,6,2,3,block_4_1,block_8_1,block_4_1,block_8_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_32,pipeline_1,unroll_4,unroll_2,1,3,0.933888287235,False
workload_4095.cpp,xcu200-fsgd2104-2-e,5,0.030745,70,1,6,2,3,block_4_1,block_8_1,block_4_1,block_8_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_2,1,3,0.933888287235,False
workload_4479.cpp,xcu200-fsgd2104-2-e,5,0.030745,76,1,6,2,3,block_4_1,block_8_1,block_4_1,block_8_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_2,pipeline_1,unroll_2,1,3,0.933888287235,False
workload_4357.cpp,xcu200-fsgd2104-2-e,5,0.030745,66,1,6,2,3,block_4_1,block_8_1,block_4_1,cyclic_16_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_2,1,3,0.933888287235,False
workload_4346.cpp,xcu200-fsgd2104-2-e,5,0.030745,64,1,6,2,3,block_4_1,block_8_1,block_4_1,cyclic_16_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_8,unroll_2,1,3,0.933888287235,False
workload_4362.cpp,xcu200-fsgd2104-2-e,5,0.030745,75,1,1,1,27,block_4_1,block_8_1,block_4_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_4,pipeline_1,1,7.5,0.79435690381,False
workload_4463.cpp,xcu200-fsgd2104-2-e,5,0.030745,105,1,1,1,35,block_4_1,block_8_1,block_4_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_8,pipeline_1,1,9.5,0.736440720197,False
workload_4360.cpp,xcu200-fsgd2104-2-e,5,0.030745,67,1,2,1,2,block_4_1,block_8_1,block_4_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_8,unroll_2,2,1.5,0.983235662314,False
workload_4439.cpp,xcu200-fsgd2104-2-e,5,0.030745,79,1,1,2,27,block_4_1,block_8_1,block_4_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,unroll_32,unroll_16,pipeline_1,unroll_2,pipeline_1,1,7.75,0.78697947532,False
workload_4228.cpp,xcu200-fsgd2104-2-e,5,0.030745,65,1,6,2,3,block_4_1,block_8_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_4,unroll_2,1,3,0.933888287235,False
workload_4151.cpp,xcu200-fsgd2104-2-e,5,0.030745,67,1,6,2,3,block_4_1,block_8_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,pipeline_1,unroll_4,pipeline_1,2,3,0.933888287235,False
workload_4305.cpp,xcu200-fsgd2104-2-e,5,0.030745,63,1,6,2,3,block_4_1,block_8_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_4,unroll_2,1,3,0.933888287235,False
workload_4295.cpp,xcu200-fsgd2104-2-e,5,0.030745,64,1,6,2,3,block_4_1,block_8_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,3,0.933888287235,False
workload_4073.cpp,xcu200-fsgd2104-2-e,5,0.030745,65,1,6,2,3,block_4_1,block_8_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_4,pipeline_1,1,3,0.933888287235,False
workload_4161.cpp,xcu200-fsgd2104-2-e,5,0.030745,66,1,6,2,3,block_4_1,block_8_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_2,unroll_4,pipeline_1,1,3,0.933888287235,False
workload_4468.cpp,xcu200-fsgd2104-2-e,5,0.030745,75,1,2,1,27,block_4_1,block_8_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_2,1,7.75,0.78697947532,False
workload_4400.cpp,xcu200-fsgd2104-2-e,5,0.030745,64,1,1,1,14,block_4_1,block_8_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,1,4.25,0.893849018187,False
workload_4477.cpp,xcu200-fsgd2104-2-e,5,0.030745,68,1,3,1,2,block_4_1,block_8_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_8,unroll_2,1,1.75,0.974912595845,False
workload_4487.cpp,xcu200-fsgd2104-2-e,5,0.030745,107,1,1,1,35,block_4_1,block_8_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll_2,unroll_8,pipeline_1,1,9.5,0.736440720197,False
workload_4593.cpp,xcu200-fsgd2104-2-e,5,0.030745,109,1,1,1,35,block_4_1,block_8_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_64,unroll_2,unroll_8,pipeline_1,1,9.5,0.736440720197,False
workload_4289.cpp,xcu200-fsgd2104-2-e,5,0.030745,71,1,6,2,3,block_4_1,block_8_1,block_4_1,cyclic_4_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,pipeline_1,unroll_4,pipeline_1,1,3,0.933888287235,False
workload_4327.cpp,xcu200-fsgd2104-2-e,5,0.030745,71,1,6,2,3,block_4_1,block_8_1,block_4_1,cyclic_4_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,pipeline_1,unroll_4,unroll_2,1,3,0.933888287235,False
workload_4359.cpp,xcu200-fsgd2104-2-e,5,0.030745,72,1,1,1,27,block_4_1,block_8_1,block_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_8,unroll_2,1,7.5,0.79435690381,False
workload_4715.cpp,xcu200-fsgd2104-2-e,5,0.030745,64,1,6,2,3,block_4_1,block_8_1,block_8_1,block_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_8,unroll_2,1,3,0.933888287235,False
workload_4662.cpp,xcu200-fsgd2104-2-e,5,0.030745,70,1,1,1,14,block_4_1,block_8_1,block_8_1,block_2_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_2,1,4.25,0.893849018187,False
workload_4634.cpp,xcu200-fsgd2104-2-e,5,0.030745,68,1,1,1,14,block_4_1,block_8_1,block_8_1,block_4_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_2,1,4.25,0.893849018187,False
workload_4054.cpp,xcu200-fsgd2104-2-e,5,0.03076,72,1,6,2,4,block_4_1,block_8_1,cyclic_16_1,block_8_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_32,pipeline_1,pipeline_1,pipeline_1,1,3.25,0.925801610207,False
workload_4063.cpp,xcu200-fsgd2104-2-e,5,0.030745,69,1,6,2,3,block_4_1,block_8_1,cyclic_16_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_32,pipeline_1,pipeline_1,pipeline_1,1,3,0.933888287235,False
workload_3988.cpp,xcu200-fsgd2104-2-e,5,0.030745,70,1,6,2,3,block_4_1,block_8_1,cyclic_16_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_32,pipeline_1,unroll_4,pipeline_1,1,3,0.933888287235,False
workload_4098.cpp,xcu200-fsgd2104-2-e,5,0.030745,69,1,6,2,3,block_4_1,block_8_1,cyclic_16_1,cyclic_4_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_2,1,3,0.933888287235,False
workload_4446.cpp,xcu200-fsgd2104-2-e,5,0.030745,66,1,6,2,3,block_4_1,block_8_1,cyclic_2_1,block_4_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,pipeline_1,unroll_4,pipeline_1,1,3,0.933888287235,False
workload_4521.cpp,xcu200-fsgd2104-2-e,5,0.030745,65,1,1,1,14,block_4_1,block_8_1,cyclic_2_1,block_8_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,1,4.25,0.893849018187,False
workload_3902.cpp,xcu200-fsgd2104-2-e,5,0.03076,109,1,3,8,56,block_4_1,block_8_1,cyclic_2_1,complete_1,complete_1,pipeline_1,unroll_4,pipeline_1,unroll_16,pipeline_1,unroll_4,pipeline_1,1,17,0.54171393159,False
workload_4421.cpp,xcu200-fsgd2104-2-e,5,0.030745,76,1,2,2,28,block_4_1,block_8_1,cyclic_2_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_4,pipeline_1,1,8.25,0.772342823087,False
workload_4392.cpp,xcu200-fsgd2104-2-e,5,0.030745,81,1,1,2,27,block_4_1,block_8_1,cyclic_2_1,cyclic_16_1,complete_1,unroll_32,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_2,1,7.75,0.78697947532,False
workload_4303.cpp,xcu200-fsgd2104-2-e,5,0.030745,63,1,6,2,3,block_4_1,block_8_1,cyclic_2_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_4,unroll_2,1,3,0.933888287235,False
workload_4190.cpp,xcu200-fsgd2104-2-e,5,0.030745,63,1,6,2,3,block_4_1,block_8_1,cyclic_2_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_4,pipeline_1,1,3,0.933888287235,False
workload_4399.cpp,xcu200-fsgd2104-2-e,5,0.030745,87,1,3,2,28,block_4_1,block_8_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_32,unroll_2,pipeline_1,unroll_64,pipeline_1,unroll_4,unroll_2,1,8.5,0.765083599344,False
workload_4259.cpp,xcu200-fsgd2104-2-e,5,0.030745,83,1,3,2,28,block_4_1,block_8_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_32,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_4,pipeline_1,1,8.5,0.765083599344,False
workload_4331.cpp,xcu200-fsgd2104-2-e,5,0.030745,82,1,3,2,28,block_4_1,block_8_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_32,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_4,unroll_2,1,8.5,0.765083599344,False
workload_4319.cpp,xcu200-fsgd2104-2-e,5,0.030745,66,1,6,2,3,block_4_1,block_8_1,cyclic_4_1,block_16_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_4,pipeline_1,1,3,0.933888287235,False
workload_3963.cpp,xcu200-fsgd2104-2-e,5,0.030745,71,1,6,3,3,block_4_1,block_8_1,cyclic_4_1,block_16_1,complete_1,pipeline_1,pipeline_1,unroll_16,unroll_16,pipeline_1,unroll_4,pipeline_1,1,3.25,0.925801630261,False
workload_4018.cpp,xcu200-fsgd2104-2-e,5,0.030745,78,1,6,2,4,block_4_1,block_8_1,cyclic_4_1,block_16_1,complete_1,unroll_4,pipeline_1,pipeline_1,unroll_64,pipeline_1,unroll_4,pipeline_1,1,3.25,0.925801630261,False
workload_4025.cpp,xcu200-fsgd2104-2-e,5,0.0307525,65,1,6,2,3,block_4_1,block_8_1,cyclic_4_1,block_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_8,pipeline_1,2,3,0.933888281568,False
workload_4386.cpp,xcu200-fsgd2104-2-e,5,0.030745,67,1,6,2,3,block_4_1,block_8_1,cyclic_4_1,block_4_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,pipeline_1,unroll_4,pipeline_1,1,3,0.933888287235,False
workload_4631.cpp,xcu200-fsgd2104-2-e,5,0.030745,67,1,2,1,1,block_4_1,block_8_1,cyclic_4_1,block_4_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_32,unroll_2,unroll_8,unroll_2,1,1.25,0.991598130366,False
workload_3896.cpp,xcu200-fsgd2104-2-e,5,0.030745,66,1,6,2,3,block_4_1,block_8_1,cyclic_4_1,block_8_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_4,pipeline_1,4,3,0.933888287235,False
workload_4110.cpp,xcu200-fsgd2104-2-e,5,0.030745,65,1,6,2,3,block_4_1,block_8_1,cyclic_4_1,block_8_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,1,3,0.933888287235,False
workload_4248.cpp,xcu200-fsgd2104-2-e,5,0.030745,66,1,6,2,3,block_4_1,block_8_1,cyclic_4_1,block_8_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_2,unroll_4,pipeline_1,1,3,0.933888287235,False
workload_4202.cpp,xcu200-fsgd2104-2-e,5,0.030745,71,1,6,2,3,block_4_1,block_8_1,cyclic_4_1,block_8_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_2,unroll_4,pipeline_1,1,3,0.933888287235,False
workload_3928.cpp,xcu200-fsgd2104-2-e,5,0.030745,73,1,1,1,27,block_4_1,block_8_1,cyclic_4_1,block_8_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_4,pipeline_1,1,7.5,0.79435690381,False
workload_4689.cpp,xcu200-fsgd2104-2-e,5,0.030745,68,1,2,1,1,block_4_1,block_8_1,cyclic_4_1,block_8_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll_2,unroll_8,unroll_2,1,1.25,0.991598130366,False
workload_4067.cpp,xcu200-fsgd2104-2-e,5,0.030745,72,1,1,1,27,block_4_1,block_8_1,cyclic_4_1,block_8_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_2,1,7.5,0.79435690381,False
workload_3942.cpp,xcu200-fsgd2104-2-e,5,0.03076,77,1,6,5,5,block_4_1,block_8_1,cyclic_4_1,complete_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_2,unroll_4,pipeline_1,1,4.25,0.893849004575,False
workload_4000.cpp,xcu200-fsgd2104-2-e,5,0.030745,64,1,6,2,3,block_4_1,block_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_16,pipeline_1,1,3,0.933888287235,False
workload_3800.cpp,xcu200-fsgd2104-2-e,5,0.030745,65,1,6,2,3,block_4_1,block_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_4,pipeline_1,3,3,0.933888287235,False
workload_3927.cpp,xcu200-fsgd2104-2-e,5,0.030745,66,1,6,2,3,block_4_1,block_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,pipeline_1,unroll_4,pipeline_1,1,3,0.933888287235,False
workload_4247.cpp,xcu200-fsgd2104-2-e,5,0.030745,65,1,6,2,3,block_4_1,block_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_4,pipeline_1,1,3,0.933888287235,False
workload_4107.cpp,xcu200-fsgd2104-2-e,5,0.030745,65,1,6,2,3,block_4_1,block_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_16,pipeline_1,1,3,0.933888287235,False
workload_3840.cpp,xcu200-fsgd2104-2-e,5,0.030745,71,1,6,2,3,block_4_1,block_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_4,pipeline_1,1,3,0.933888287235,False
workload_3995.cpp,xcu200-fsgd2104-2-e,5,0.030745,64,1,6,2,3,block_4_1,block_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_4,pipeline_1,1,3,0.933888287235,False
workload_4117.cpp,xcu200-fsgd2104-2-e,5,0.030745,70,1,6,2,3,block_4_1,block_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_32,unroll_32,pipeline_1,unroll_4,pipeline_1,1,3,0.933888287235,False
workload_4410.cpp,xcu200-fsgd2104-2-e,5,0.030745,70,1,6,2,3,block_4_1,block_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_32,unroll_32,pipeline_1,unroll_4,unroll_2,1,3,0.933888287235,False
workload_4250.cpp,xcu200-fsgd2104-2-e,5,0.030745,74.5,1,6,2,3,block_4_1,block_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_32,unroll_64,pipeline_1,unroll_4,pipeline_1,2,3,0.933888287235,False
workload_4251.cpp,xcu200-fsgd2104-2-e,5,0.030745,100,1,1,1,35,block_4_1,block_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_8,pipeline_1,1,9.5,0.736440720197,False
workload_4038.cpp,xcu200-fsgd2104-2-e,5,0.030745,77,1,2,1,27,block_4_1,block_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,pipeline_1,unroll_4,pipeline_1,1,7.75,0.78697947532,False
