Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,InnerLoop_2_2,InnerLoop_2_3,InnerLoop_3_1,Replicate_Count,Area,Weight,is_pareto
workload_4360.cpp,xcu200-fsgd2104-2-e,5,42.01573,234,1,1,2,3,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_4,pipeline_1,2,1.75,0.980327995913,False
workload_4222.cpp,xcu200-fsgd2104-2-e,5,42.12597,358,1,1,4,5,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_2,unroll_4,unroll_16,pipeline_1,unroll_2,unroll_4,pipeline_1,1,2.75,0.939918807149,False
workload_4710.cpp,xcu200-fsgd2104-2-e,5,728.20493,219,1,1,1,1,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_32,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_2,unroll_2,1,1,0.422318463133,False
workload_4518.cpp,xcu200-fsgd2104-2-e,5,236.10491,252.5,1,1,1,2,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_32,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_2,unroll_4,2,1.25,0.649946215981,False
workload_4593.cpp,xcu200-fsgd2104-2-e,5,42.00889,274,1,1,2,3,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_32,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_4,pipeline_1,1,1.75,1,True
workload_4578.cpp,xcu200-fsgd2104-2-e,5,40.56809,404,1,1,4,5,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_32,unroll_2,unroll_16,unroll_2,unroll_2,unroll_8,pipeline_1,1,2.75,0.941424660327,False
workload_4491.cpp,xcu200-fsgd2104-2-e,5,42.01221,456,1,1,2,3,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_32,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_4,pipeline_1,1,1.75,0.980331511696,False
workload_4273.cpp,xcu200-fsgd2104-2-e,5,42.88129,379,1,1,2,4,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_32,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_4,pipeline_1,1,2,0.960837253216,False
workload_4514.cpp,xcu200-fsgd2104-2-e,5,40.56985,345,1,1,4,5,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_16,unroll_2,unroll_2,unroll_8,pipeline_1,1,2.75,0.941422981215,False
workload_4293.cpp,xcu200-fsgd2104-2-e,5,728.63873,407,1,1,1,2,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_4,unroll_2,1,1.25,0.420837293608,False
workload_4572.cpp,xcu200-fsgd2104-2-e,5,234.70537,558.5,1,1,1,2,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_8,2,1.25,0.652163904269,False
workload_4328.cpp,xcu200-fsgd2104-2-e,5,53.65761,226,1,1,2,3,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_4,pipeline_1,1,1.75,0.965546209062,False
workload_4368.cpp,xcu200-fsgd2104-2-e,5,42.01021,301,1,1,2,3,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_4,pipeline_1,1,1.75,0.98033350902,False
workload_4561.cpp,xcu200-fsgd2104-2-e,5,40.35185,440,1,1,4,5,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_8,pipeline_1,1,2.75,0.941630581337,False
workload_4415.cpp,xcu200-fsgd2104-2-e,5,42.11885,306,1,1,2,3,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,unroll_16,unroll_2,unroll_64,unroll_4,pipeline_1,1,1.75,0.980224720634,False
workload_4333.cpp,xcu200-fsgd2104-2-e,5,728.66525,273,1,1,1,2,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_2,1,1.25,0.420806117638,False
workload_4146.cpp,xcu200-fsgd2104-2-e,5,42.12293,373,1,1,4,5,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_8,unroll_4,unroll_16,pipeline_1,unroll_2,unroll_4,pipeline_1,1,2.75,0.939921783764,False
workload_4440.cpp,xcu200-fsgd2104-2-e,5,42.859565,1663,1,1,9,13,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,unroll_8,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_4,pipeline_1,1,6,0.711403026305,False
workload_4384.cpp,xcu200-fsgd2104-2-e,5,42.01629,486,1,1,2,4,block_2_2,cyclic_2_2,block_32_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_64,unroll_64,unroll_4,pipeline_1,1,2,0.960886993768,False
workload_4279.cpp,xcu200-fsgd2104-2-e,5,43.02129,291,1,1,1,3,block_2_2,cyclic_2_2,block_32_1,cyclic_2_1,unroll_2,unroll_8,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,1,1.5,0.989074581581,False
workload_4678.cpp,xcu200-fsgd2104-2-e,5,234.65013,331,1,1,1,2,block_2_2,cyclic_2_2,block_32_1,cyclic_4_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_2,unroll_8,1,1.25,0.652251528217,False
workload_4700.cpp,xcu200-fsgd2104-2-e,5,42.06613,176,1,1,1,2,block_2_2,cyclic_2_2,block_32_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_2,pipeline_1,1,1.25,0.999997245912,False
workload_4647.cpp,xcu200-fsgd2104-2-e,5,234.65013,333,1,1,1,2,block_2_2,cyclic_2_2,block_32_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_2,unroll_8,1,1.25,0.652251528217,False
workload_4177.cpp,xcu200-fsgd2104-2-e,5,236.08301,1383,1,1,1,3,block_2_2,cyclic_2_2,block_32_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_32,unroll_64,unroll_64,unroll_4,unroll_4,1,1.5,0.649742697255,False
workload_4301.cpp,xcu200-fsgd2104-2-e,5,42.07033,295,1,1,2,3,block_2_2,cyclic_2_2,block_32_1,cyclic_8_1,unroll_2,unroll_16,unroll_4,pipeline_1,pipeline_1,unroll_64,unroll_2,pipeline_1,1,1.75,0.980273380862,False
workload_4350.cpp,xcu200-fsgd2104-2-e,5,42.07229,442,1,1,1,3,block_2_2,cyclic_2_2,block_32_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_64,unroll_64,unroll_2,pipeline_1,1,1.5,0.990076940438,False
workload_4484.cpp,xcu200-fsgd2104-2-e,5,42.28521,163,1,1,1,2,block_2_2,cyclic_2_2,block_32_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_16,unroll_2,unroll_2,unroll_2,pipeline_1,1,1.25,0.999553649824,False
workload_4589.cpp,xcu200-fsgd2104-2-e,5,236.10637,434,1,1,1,2,block_2_2,cyclic_2_2,block_32_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_4,1,1.25,0.649943904818,False
workload_4523.cpp,xcu200-fsgd2104-2-e,5,234.65037,568,1,1,1,2,block_2_2,cyclic_2_2,block_32_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_8,1,1.25,0.652251147504,False
workload_4648.cpp,xcu200-fsgd2104-2-e,5,236.10757,331,1,1,1,2,block_2_2,cyclic_2_2,block_32_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,unroll_4,pipeline_1,unroll_64,unroll_2,unroll_4,1,1.25,0.649942005237,False
workload_4337.cpp,xcu200-fsgd2104-2-e,5,236.07885,461,1,1,1,2,block_2_2,cyclic_2_2,block_32_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_4,unroll_4,1,1.25,0.649987469459,False
workload_4380.cpp,xcu200-fsgd2104-2-e,5,733.27197,160,1,1,1,1,block_2_2,cyclic_2_2,cyclic_16_1,block_8_1,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_2,1,1,0.416207359056,False
workload_4117.cpp,xcu200-fsgd2104-2-e,5,733.97765,779,1,1,1,3,block_2_2,cyclic_2_2,cyclic_16_1,complete_2,unroll_2,unroll_16,unroll_4,unroll_16,unroll_32,unroll_2,unroll_2,unroll_2,1,1.5,0.412199891002,False
workload_3940.cpp,xcu200-fsgd2104-2-e,5,734.29965,1110,1,1,1,3,block_2_2,cyclic_2_2,cyclic_16_1,complete_2,unroll_2,unroll_16,unroll_4,unroll_16,unroll_32,unroll_2,unroll_4,unroll_2,1,1.5,0.411841986977,False
workload_4580.cpp,xcu200-fsgd2104-2-e,5,700.55589,295,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,complete_2,unroll_2,unroll_32,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_2,unroll_4,1,1.25,0.45054397969,False
workload_4388.cpp,xcu200-fsgd2104-2-e,5,733.11261,538,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,complete_2,unroll_2,unroll_32,unroll_2,pipeline_1,unroll_64,unroll_64,unroll_2,unroll_2,1,1.25,0.415580466102,False
workload_4348.cpp,xcu200-fsgd2104-2-e,5,733.81069,584,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,complete_2,unroll_2,unroll_32,unroll_4,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_2,1,1.25,0.414761191542,False
workload_4457.cpp,xcu200-fsgd2104-2-e,5,42.01165,245,1,1,2,3,block_2_2,cyclic_2_2,cyclic_16_1,complete_2,unroll_2,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_4,pipeline_1,1,1.75,0.980332070967,False
workload_4456.cpp,xcu200-fsgd2104-2-e,5,700.70525,498,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,complete_2,unroll_2,unroll_4,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_4,unroll_4,1,1.25,0.450448874051,False
workload_4462.cpp,xcu200-fsgd2104-2-e,5,42.06789,294,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,complete_2,unroll_2,unroll_4,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_2,pipeline_1,1,1.25,0.999993681805,False
workload_4203.cpp,xcu200-fsgd2104-2-e,5,42.93941,798,1,1,4,7,block_2_2,cyclic_2_2,cyclic_16_1,complete_2,unroll_2,unroll_8,unroll_4,unroll_16,pipeline_1,unroll_64,unroll_4,pipeline_1,1,3.25,0.903678586996,False
workload_4378.cpp,xcu200-fsgd2104-2-e,5,42.06397,878,1,1,4,6,block_2_2,cyclic_2_2,cyclic_16_1,complete_2,unroll_4,unroll_4,unroll_2,unroll_16,unroll_4,unroll_64,unroll_4,pipeline_1,1,3,0.922498539707,False
workload_4182.cpp,xcu200-fsgd2104-2-e,5,734.171,595,1,1,1,3,block_2_2,cyclic_2_2,cyclic_16_1,complete_2,unroll_4,unroll_4,unroll_4,unroll_4,pipeline_1,unroll_16,unroll_2,unroll_2,1,1.5,0.411985005436,False
workload_4236.cpp,xcu200-fsgd2104-2-e,5,734.02501,336,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_16,unroll_4,unroll_2,unroll_2,unroll_2,1,1.25,0.414509740968,False
workload_4649.cpp,xcu200-fsgd2104-2-e,5,728.79229,1168,1,1,1,3,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_8,unroll_4,1,1.5,0.417928352654,False
workload_4338.cpp,xcu200-fsgd2104-2-e,5,43.02333,297,1,1,1,3,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,1,1.5,0.989072328228,False
workload_4390.cpp,xcu200-fsgd2104-2-e,5,733.10789,303,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_2,unroll_2,1,1.25,0.415586006804,False
workload_4291.cpp,xcu200-fsgd2104-2-e,5,733.11941,168,1,1,1,1,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_4,pipeline_1,unroll_16,unroll_2,unroll_2,2,1,0.416390500139,False
workload_4255.cpp,xcu200-fsgd2104-2-e,5,733.81936,292,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_2_1,unroll_4,unroll_4,unroll_2,unroll_4,pipeline_1,unroll_16,unroll_2,unroll_2,1,1.25,0.414751018744,False
workload_4356.cpp,xcu200-fsgd2104-2-e,5,42.06673,253,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_4_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,3,1.25,0.999996030875,False
workload_4545.cpp,xcu200-fsgd2104-2-e,5,475.98277,464,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_4_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_8,1,1.25,0.456606693997,False
workload_4389.cpp,xcu200-fsgd2104-2-e,5,700.70337,639,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_4_1,unroll_2,unroll_16,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_4,unroll_4,1,1.25,0.450450080038,False
workload_4325.cpp,xcu200-fsgd2104-2-e,5,42.12089,241,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_4_1,unroll_2,unroll_4,unroll_2,unroll_16,unroll_4,unroll_64,unroll_2,pipeline_1,1,1.25,0.999886356888,False
workload_4527.cpp,xcu200-fsgd2104-2-e,5,700.55789,384,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_4_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_2,unroll_4,1,1.25,0.450542715632,False
workload_4424.cpp,xcu200-fsgd2104-2-e,5,42.06821,186,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_2,pipeline_1,1,1.25,0.999993033787,False
workload_4564.cpp,xcu200-fsgd2104-2-e,5,700.55615,276,1,1,1,1.5,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_2,unroll_4,2,1.125,0.453624278028,False
workload_4713.cpp,xcu200-fsgd2104-2-e,5,475.98217,403,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_2,unroll_8,1,1.25,0.456606694358,False
workload_4477.cpp,xcu200-fsgd2104-2-e,5,42.01013,252,1,1,2,3,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_4,pipeline_1,1,1.75,0.980333588909,False
workload_4318.cpp,xcu200-fsgd2104-2-e,5,42.06677,254,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,3,1.25,0.999995949873,False
workload_4549.cpp,xcu200-fsgd2104-2-e,5,700.55673,336,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_4,2,1.25,0.450543448817,False
workload_4335.cpp,xcu200-fsgd2104-2-e,5,733.77873,360,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_4,unroll_2,1,1.25,0.414798691797,False
workload_4223.cpp,xcu200-fsgd2104-2-e,5,733.83137,399,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_16,unroll_4,unroll_64,unroll_4,unroll_2,1,1.25,0.414736927115,False
workload_4466.cpp,xcu200-fsgd2104-2-e,5,42.06637,325,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_2,pipeline_1,1,1.25,0.999996759897,False
workload_4184.cpp,xcu200-fsgd2104-2-e,5,700.70337,650,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_4,unroll_4,3,1.25,0.450450080038,False
workload_4422.cpp,xcu200-fsgd2104-2-e,5,733.10797,239,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_4,pipeline_1,unroll_64,unroll_2,unroll_2,1,1.25,0.415585912893,False
workload_4522.cpp,xcu200-fsgd2104-2-e,5,700.55849,304.5,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_2,unroll_4,2,1.25,0.450542336364,False
workload_4207.cpp,xcu200-fsgd2104-2-e,5,53.65957,473,1,1,2,4,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_4,unroll_16,unroll_4,unroll_64,unroll_2,pipeline_1,1,2,0.953329789183,False
workload_4299.cpp,xcu200-fsgd2104-2-e,5,42.06757,680,1,1,4,6,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_4,unroll_16,unroll_4,unroll_64,unroll_4,pipeline_1,1,3,0.922497936771,False
workload_4358.cpp,xcu200-fsgd2104-2-e,5,42.12289,231,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_2,unroll_2,unroll_16,unroll_4,unroll_64,unroll_2,pipeline_1,1,1.25,0.999882307017,False
workload_4266.cpp,xcu200-fsgd2104-2-e,5,733.83489,345,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_2,unroll_2,unroll_16,unroll_4,unroll_64,unroll_4,unroll_2,1,1.25,0.414732797035,False
workload_4494.cpp,xcu200-fsgd2104-2-e,5,42.06797,208,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_32,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_2,pipeline_1,1,1.25,0.999993519801,False
workload_4567.cpp,xcu200-fsgd2104-2-e,5,475.98253,520,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_32,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_8,1,1.25,0.456606694141,False
workload_4607.cpp,xcu200-fsgd2104-2-e,5,700.55617,487,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_32,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_2,unroll_4,1,1.25,0.450543802737,False
workload_4275.cpp,xcu200-fsgd2104-2-e,5,475.98421,668,1,1,1,3,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_32,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_2,unroll_8,1,1.5,0.456131893355,False
workload_4238.cpp,xcu200-fsgd2104-2-e,5,42.01221,486,1,1,2,4,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_32,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_4,pipeline_1,1,2,0.960886989018,False
workload_4529.cpp,xcu200-fsgd2104-2-e,5,42.06725,243,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_32,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_2,pipeline_1,1,1.25,0.999994977844,False
workload_4506.cpp,xcu200-fsgd2104-2-e,5,476.14861,381,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_2,unroll_8,1,1.25,0.456606594151,False
workload_4483.cpp,xcu200-fsgd2104-2-e,5,700.55825,327,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_4,1,1.25,0.450542488074,False
workload_4209.cpp,xcu200-fsgd2104-2-e,5,42.12089,229.5,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_16,unroll_4,unroll_64,unroll_2,pipeline_1,2,1.25,0.999886356888,False
workload_4361.cpp,xcu200-fsgd2104-2-e,5,476.03689,458,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_16,unroll_4,unroll_64,unroll_2,unroll_8,1,1.25,0.456606661429,False
workload_4239.cpp,xcu200-fsgd2104-2-e,5,42.06489,315.5,1,1,2,3,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_16,unroll_4,unroll_64,unroll_4,pipeline_1,2,1.75,0.980278829142,False
workload_4515.cpp,xcu200-fsgd2104-2-e,5,42.06789,287,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_2,pipeline_1,1,1.25,0.999993681805,False
workload_4345.cpp,xcu200-fsgd2104-2-e,5,700.55789,392,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_2,unroll_4,3,1.25,0.450542715632,False
workload_4446.cpp,xcu200-fsgd2104-2-e,5,42.01397,362,1,1,2,3,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_4,pipeline_1,1,1.75,0.980329753883,False
workload_4412.cpp,xcu200-fsgd2104-2-e,5,733.77989,415,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_4,unroll_2,1,1.25,0.414797330697,False
workload_4290.cpp,xcu200-fsgd2104-2-e,5,700.70489,592,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_4,unroll_4,2,1.25,0.450449105002,False
workload_4500.cpp,xcu200-fsgd2104-2-e,5,42.23381,167,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,1,1.25,0.999657715407,False
workload_4365.cpp,xcu200-fsgd2104-2-e,5,42.01349,250,1,1,2,3,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_4,pipeline_1,unroll_64,unroll_4,pipeline_1,1,1.75,0.980330233302,False
workload_4498.cpp,xcu200-fsgd2104-2-e,5,700.55897,291,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_2,unroll_4,1,1.25,0.450542032934,False
workload_4330.cpp,xcu200-fsgd2104-2-e,5,733.86509,511,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_4,unroll_16,unroll_4,unroll_64,unroll_2,unroll_2,1,1.25,0.41469736324,False
workload_4449.cpp,xcu200-fsgd2104-2-e,5,42.06953,347,1,1,1,3,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,unroll_16,pipeline_1,unroll_32,unroll_2,pipeline_1,1,1.5,0.99007972133,False
workload_4159.cpp,xcu200-fsgd2104-2-e,5,733.83097,601,1,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,unroll_16,unroll_4,unroll_64,unroll_4,unroll_2,1,1.25,0.414737396443,False
workload_4253.cpp,xcu200-fsgd2104-2-e,5,734.56321,492,1,1,1,3,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_4,unroll_2,1,1.5,0.411548895733,False
workload_4554.cpp,xcu200-fsgd2104-2-e,5,40.35285,468,1,1,4,6,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_8,pipeline_1,1,3,0.922622209995,False
workload_4397.cpp,xcu200-fsgd2104-2-e,5,42.013445,1608,1,1,8,11,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_8,unroll_4,unroll_2,unroll_4,pipeline_1,unroll_64,unroll_4,pipeline_1,1,5.25,0.76128480296,False
workload_4382.cpp,xcu200-fsgd2104-2-e,5,235.44465,388,1,1,1,2,block_2_2,cyclic_2_2,cyclic_2_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_16,unroll_2,unroll_8,1,1.25,0.650991897191,False
workload_4682.cpp,xcu200-fsgd2104-2-e,5,707.20637,447,1,1,1,2,block_2_2,cyclic_2_2,cyclic_32_1,cyclic_2_1,unroll_2,unroll_16,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_2,unroll_4,1,1.25,0.445067510132,False
workload_4136.cpp,xcu200-fsgd2104-2-e,5,237.46399,819,1,1,1,5,block_2_2,cyclic_2_2,cyclic_8_1,complete_1,unroll_2,unroll_4,unroll_4,unroll_32,unroll_2,unroll_16,unroll_4,unroll_4,1,2,0.645837067484,False
