Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,InnerLoop_2_2,InnerLoop_2_3,InnerLoop_3_1,Replicate_Count,Area,Weight,is_pareto
workload_5572.cpp,xcu200-fsgd2104-2-e,3.33,37.37957634,263,1,1,2,3,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_16_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_4,pipeline_1,1,1.75,0.947812471273,False
workload_5619.cpp,xcu200-fsgd2104-2-e,3.33,37.3824801,493,1,1,4,6,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_16_1,cyclic_8_1,unroll_2,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll_64,unroll_4,pipeline_1,1,3,0.862605039615,False
workload_5263.cpp,xcu200-fsgd2104-2-e,3.33,37.4905053,204,1,1,1,2,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_16_1,cyclic_8_1,unroll_2,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_2,pipeline_1,1,1.25,0.98233643072,False
workload_5315.cpp,xcu200-fsgd2104-2-e,3.33,37.43157762,560,1,1,2,4,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_16_1,cyclic_8_1,unroll_2,unroll_2,unroll_4,unroll_8,unroll_32,unroll_16,unroll_2,pipeline_1,1,2,0.91388972773,False
workload_5627.cpp,xcu200-fsgd2104-2-e,3.33,35.9523117,661,1,1,4,6,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_16_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_8,pipeline_1,1,3,0.86428935629,False
workload_5487.cpp,xcu200-fsgd2104-2-e,3.33,37.43187066,284,1,1,1,2,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,block_8_1,unroll_2,unroll_64,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_2,pipeline_1,1,1.25,0.982411327028,False
workload_5730.cpp,xcu200-fsgd2104-2-e,3.33,37.37952306,355,1,1,2,3,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,block_8_1,unroll_2,unroll_64,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_4,pipeline_1,1,1.75,0.947812537772,False
workload_5414.cpp,xcu200-fsgd2104-2-e,3.33,366.1365969,1557,1,1,1,4,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_4,unroll_8,unroll_64,unroll_8,unroll_2,unroll_2,1,1.75,0.350731268468,False
workload_5685.cpp,xcu200-fsgd2104-2-e,3.33,37.37827098,445,1,1,2,3,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,unroll_64,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_4,pipeline_1,1,1.75,0.947814100471,False
workload_5737.cpp,xcu200-fsgd2104-2-e,3.33,209.4624945,381,1,1,1,2,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,unroll_64,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_2,unroll_4,1,1.25,0.610929565428,False
workload_5549.cpp,xcu200-fsgd2104-2-e,3.33,37.3787505,359.5,1,1,2,3,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,unroll_64,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_4,pipeline_1,2,1.75,0.947813501996,False
workload_5509.cpp,xcu200-fsgd2104-2-e,3.33,37.38160098,654,1,1,3,6,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,unroll_64,unroll_4,unroll_8,pipeline_1,unroll_64,unroll_4,pipeline_1,1,2.75,0.878992353129,False
workload_5470.cpp,xcu200-fsgd2104-2-e,3.33,37.39545378,455,1,1,3,5,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,unroll_64,unroll_4,unroll_8,pipeline_1,unroll_8,unroll_4,pipeline_1,1,2.5,0.880572027275,False
workload_5428.cpp,xcu200-fsgd2104-2-e,3.33,645.38125938,317,1,1,1,2,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_32_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_8,unroll_32,unroll_8,unroll_2,unroll_2,1,1.25,0.115214762474,False
workload_5696.cpp,xcu200-fsgd2104-2-e,3.33,37.41740514,336,1,1,1,3,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_32_1,complete_1,unroll_2,unroll_64,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_2,pipeline_1,1,1.5,0.965031326833,False
workload_5560.cpp,xcu200-fsgd2104-2-e,3.33,37.38160098,741,1,1,4,7,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_32_1,complete_1,unroll_2,unroll_64,unroll_4,unroll_8,pipeline_1,unroll_64,unroll_4,pipeline_1,1,3.25,0.832022481395,False
workload_5679.cpp,xcu200-fsgd2104-2-e,3.33,37.41940314,222,1,1,1,2,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_32_1,cyclic_8_1,unroll_2,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_2,pipeline_1,1,1.25,0.982427211464,False
workload_5704.cpp,xcu200-fsgd2104-2-e,3.33,37.37864394,349,1,1,2,4,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_32_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_4,pipeline_1,1,2,0.913889818337,False
workload_5604.cpp,xcu200-fsgd2104-2-e,3.33,37.37986938,384,1,1,2,4,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_32_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,unroll_4,pipeline_1,unroll_64,unroll_4,pipeline_1,1,2,0.913889819777,False
workload_5706.cpp,xcu200-fsgd2104-2-e,3.33,642.10557834,291,1,1,1,1,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,block_8_1,unroll_2,unroll_4,unroll_2,unroll_16,unroll_16,unroll_64,unroll_2,unroll_2,1,1,0.116361857562,False
workload_5506.cpp,xcu200-fsgd2104-2-e,3.33,37.43080506,221,1,1,1,2,cyclic_16_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,block_8_1,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,1,1.25,0.982412685232,False
workload_5713.cpp,xcu200-fsgd2104-2-e,3.33,37.37883042,362,1,1,2,3,cyclic_16_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,block_8_1,unroll_2,unroll_64,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_4,pipeline_1,1,1.75,0.94781340225,False
workload_5715.cpp,xcu200-fsgd2104-2-e,3.33,37.3771854,755,1,1,4,6,cyclic_16_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,block_8_1,unroll_4,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_4,pipeline_1,1,3,0.862611312549,False
workload_5648.cpp,xcu200-fsgd2104-2-e,3.33,37.3780845,364,1,1,2,3,cyclic_16_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_2,unroll_64,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_4,pipeline_1,2,1.75,0.94781433321,False
workload_5656.cpp,xcu200-fsgd2104-2-e,3.33,37.4161797,211,1,1,1,2,cyclic_16_1,cyclic_4_1,cyclic_8_1,cyclic_32_1,block_8_1,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_2,pipeline_1,1,1.25,0.982431316009,False
workload_5368.cpp,xcu200-fsgd2104-2-e,3.33,37.45270314,209,1,1,1,2,cyclic_16_1,cyclic_4_1,cyclic_8_1,cyclic_32_1,block_8_1,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_64,unroll_2,pipeline_1,1,1.25,0.982384753147,False
workload_5327.cpp,xcu200-fsgd2104-2-e,3.33,37.45133118,473,1,1,2,4,cyclic_16_1,cyclic_4_1,cyclic_8_1,cyclic_32_1,block_8_1,unroll_4,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_64,unroll_2,pipeline_1,1,2,0.913889613764,False
workload_5376.cpp,xcu200-fsgd2104-2-e,3.33,37.45109142,512,1,1,2,5,cyclic_16_1,cyclic_4_1,cyclic_8_1,cyclic_32_1,complete_1,unroll_4,unroll_4,unroll_2,unroll_8,unroll_4,unroll_64,unroll_2,pipeline_1,1,2.25,0.880657834654,False
workload_5279.cpp,xcu200-fsgd2104-2-e,3.33,37.46688894,334,1,1,2,4,cyclic_16_1,cyclic_4_1,cyclic_8_1,cyclic_32_1,cyclic_4_1,unroll_4,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_8,unroll_2,pipeline_1,1,2,0.913889493338,False
workload_5283.cpp,xcu200-fsgd2104-2-e,3.33,60.43204746,628,1,1,2,7,cyclic_16_1,cyclic_8_1,cyclic_128_1,cyclic_16_1,complete_1,unroll_2,unroll_4,unroll_4,pipeline_1,unroll_32,unroll_8,unroll_2,pipeline_1,1,2.75,0.848428442612,False
workload_5278.cpp,xcu200-fsgd2104-2-e,3.33,60.35738886,345,1,1,1,4,cyclic_16_1,cyclic_8_1,cyclic_128_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,1,1.75,0.912036337739,False
workload_5322.cpp,xcu200-fsgd2104-2-e,3.33,37.48019562,190,1,1,1,2,cyclic_16_1,cyclic_8_1,cyclic_16_1,cyclic_2_1,block_8_1,unroll_2,unroll_2,unroll_2,unroll_8,unroll_16,unroll_8,unroll_2,pipeline_1,1,1.25,0.982349622612,False
workload_5299.cpp,xcu200-fsgd2104-2-e,3.33,645.66923778,326,1,1,1,2,cyclic_16_1,cyclic_8_1,cyclic_2_1,cyclic_16_1,block_8_1,unroll_2,unroll_4,unroll_4,unroll_4,pipeline_1,unroll_8,unroll_2,unroll_2,1,1.25,0.115118494363,False
workload_5335.cpp,xcu200-fsgd2104-2-e,3.33,645.66795906,456,1,1,1,3,cyclic_16_1,cyclic_8_1,cyclic_2_1,cyclic_16_1,block_8_1,unroll_2,unroll_64,unroll_4,unroll_4,pipeline_1,unroll_8,unroll_2,unroll_2,1,1.5,0.115041269513,False
workload_5313.cpp,xcu200-fsgd2104-2-e,3.33,645.67230138,881,1,1,1,3,cyclic_16_1,cyclic_8_1,cyclic_2_1,cyclic_16_1,block_8_1,unroll_2,unroll_64,unroll_4,unroll_4,unroll_32,unroll_8,unroll_2,unroll_2,1,1.5,0.115039824516,False
workload_5411.cpp,xcu200-fsgd2104-2-e,3.33,366.10851834,854,1,1,1,4,cyclic_16_1,cyclic_8_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_32,unroll_8,unroll_4,unroll_2,1,1.75,0.350769291398,False
workload_5586.cpp,xcu200-fsgd2104-2-e,3.33,37.41719202,238,1,1,2,3,cyclic_16_1,cyclic_8_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_4,pipeline_1,1,1.75,0.947765502184,False
workload_5722.cpp,xcu200-fsgd2104-2-e,3.33,35.99256474,389,1,1,4,5,cyclic_16_1,cyclic_8_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_8,pipeline_1,1,2.75,0.880644348354,False
workload_5639.cpp,xcu200-fsgd2104-2-e,3.33,209.47592106,305,1,1,1,2,cyclic_16_1,cyclic_8_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_8,unroll_32,unroll_16,unroll_2,unroll_4,1,1.25,0.610903552657,False
workload_5702.cpp,xcu200-fsgd2104-2-e,3.33,624.82927194,723,1,1,1,3,cyclic_16_1,cyclic_8_1,cyclic_2_1,cyclic_32_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_4,unroll_4,1,1.5,0.122775084129,False
workload_5607.cpp,xcu200-fsgd2104-2-e,3.33,37.47108474,396,1,1,2,4,cyclic_16_1,cyclic_8_1,cyclic_2_1,cyclic_32_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,unroll_8,pipeline_1,unroll_16,unroll_4,pipeline_1,1,2,0.913889456233,False
workload_5147.cpp,xcu200-fsgd2104-2-e,3.33,371.06869986,860,1,14,4,8,cyclic_16_1,cyclic_8_1,cyclic_32_1,block_4_1,block_8_1,unroll_2,unroll_2,unroll_4,unroll_8,unroll_16,unroll_8,unroll_2,unroll_2,1,6.75,0.237094053391,False
workload_5337.cpp,xcu200-fsgd2104-2-e,3.33,645.73189506,566,1,1,1,4,cyclic_16_1,cyclic_8_1,cyclic_32_1,cyclic_16_1,block_4_1,unroll_2,unroll_2,unroll_4,unroll_8,unroll_16,unroll_8,unroll_2,unroll_2,1,1.75,0.114886126773,False
workload_5085.cpp,xcu200-fsgd2104-2-e,3.33,645.67656378,500,1,1,1,3,cyclic_16_1,cyclic_8_1,cyclic_32_1,cyclic_16_1,block_8_1,unroll_2,unroll_2,unroll_4,unroll_8,unroll_16,unroll_8,unroll_2,unroll_2,1,1.5,0.115038406181,False
workload_5255.cpp,xcu200-fsgd2104-2-e,3.33,645.70363002,384,1,1,1,3,cyclic_16_1,cyclic_8_1,cyclic_32_1,cyclic_16_1,block_8_1,unroll_2,unroll_2,unroll_4,unroll_8,unroll_4,unroll_8,unroll_2,unroll_2,1,1.5,0.115029401317,False
workload_5242.cpp,xcu200-fsgd2104-2-e,3.33,37.52830746,196,1,1,1,3,cyclic_16_1,cyclic_8_1,cyclic_32_1,cyclic_16_1,cyclic_8_1,unroll_2,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_8,unroll_2,pipeline_1,1,1.5,0.964891137325,False
workload_5268.cpp,xcu200-fsgd2104-2-e,3.33,37.5296661,310,1,1,2,5,cyclic_16_1,cyclic_8_1,cyclic_32_1,cyclic_16_1,cyclic_8_1,unroll_2,unroll_2,unroll_4,unroll_8,pipeline_1,unroll_8,unroll_2,pipeline_1,1,2.25,0.880657374803,False
workload_5262.cpp,xcu200-fsgd2104-2-e,3.33,59.8486581,297,1,1,2,5,cyclic_16_1,cyclic_8_1,cyclic_32_1,cyclic_2_1,block_4_1,unroll_2,unroll_2,unroll_4,unroll_4,unroll_4,unroll_2,unroll_2,pipeline_1,1,2.25,0.86680571341,False
workload_5244.cpp,xcu200-fsgd2104-2-e,3.33,37.48008906,339,1,1,2,5,cyclic_16_1,cyclic_8_1,cyclic_32_1,cyclic_2_1,block_8_1,unroll_2,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_8,unroll_2,pipeline_1,1,2.25,0.880657708963,False
workload_5331.cpp,xcu200-fsgd2104-2-e,3.33,37.45899018,567,1,1,4,7,cyclic_16_1,cyclic_8_1,cyclic_32_1,cyclic_2_1,block_8_1,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_16,unroll_8,unroll_4,pipeline_1,1,3.25,0.832012922156,False
workload_5212.cpp,xcu200-fsgd2104-2-e,3.33,37.48083498,1115,1,1,4,8,cyclic_16_1,cyclic_8_1,cyclic_32_1,cyclic_2_1,block_8_1,unroll_4,unroll_2,unroll_4,unroll_8,unroll_16,unroll_8,unroll_2,pipeline_1,1,3.5,0.80056018378,False
workload_5118.cpp,xcu200-fsgd2104-2-e,3.33,37.48230018,442,1,1,3,5,cyclic_16_1,cyclic_8_1,cyclic_32_1,cyclic_32_1,block_8_1,unroll_2,unroll_2,unroll_4,unroll_8,unroll_16,unroll_8,unroll_2,pipeline_1,1,2.5,0.880561094521,False
workload_5160.cpp,xcu200-fsgd2104-2-e,3.33,37.47827754,1339,1,1,5,10,cyclic_16_1,cyclic_8_1,cyclic_32_1,cyclic_32_1,block_8_1,unroll_4,pipeline_1,unroll_4,unroll_8,unroll_16,unroll_8,unroll_2,pipeline_1,1,4.25,0.710245761052,False
workload_5058.cpp,xcu200-fsgd2104-2-e,3.33,37.48083498,1347,1,1,5,10,cyclic_16_1,cyclic_8_1,cyclic_32_1,cyclic_32_1,block_8_1,unroll_4,unroll_2,unroll_4,unroll_8,unroll_16,unroll_8,unroll_2,pipeline_1,1,4.25,0.710245699981,False
workload_5207.cpp,xcu200-fsgd2104-2-e,3.33,37.47950298,1381,1,1,5,10,cyclic_16_1,cyclic_8_1,cyclic_32_1,cyclic_32_1,block_8_1,unroll_4,unroll_4,unroll_4,unroll_8,unroll_16,unroll_8,unroll_2,pipeline_1,1,4.25,0.710245731806,False
workload_5196.cpp,xcu200-fsgd2104-2-e,3.33,37.54000242,1066,1,1,4,6,cyclic_16_1,cyclic_8_1,cyclic_4_1,complete_1,complete_2,unroll_2,unroll_4,unroll_4,pipeline_1,unroll_32,unroll_8,unroll_2,pipeline_1,1,3,0.862418287134,False
workload_5253.cpp,xcu200-fsgd2104-2-e,3.33,645.6777093,454,1,1,1,2,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_16_1,block_8_1,unroll_2,unroll_2,unroll_4,unroll_8,unroll_16,unroll_8,unroll_2,unroll_2,1,1.25,0.11511566705,False
workload_5261.cpp,xcu200-fsgd2104-2-e,3.33,59.72081274,599,1,1,2,5,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_16_1,complete_1,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_32,unroll_8,unroll_2,pipeline_1,1,2.25,0.866948975798,False
workload_5461.cpp,xcu200-fsgd2104-2-e,3.33,645.3597609,478,1,1,1,2,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_16_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_2,1,1.25,0.115221961442,False
workload_5567.cpp,xcu200-fsgd2104-2-e,3.33,37.39854402,295,1,1,2,3,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,block_8_1,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_32,unroll_8,unroll_4,pipeline_1,1,1.75,0.947788792354,False
workload_5598.cpp,xcu200-fsgd2104-2-e,3.33,366.11464554,246,1,1,1,2,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,block_8_1,unroll_2,unroll_16,unroll_2,unroll_8,unroll_16,unroll_64,unroll_2,unroll_2,1,1.25,0.352337413956,False
workload_5690.cpp,xcu200-fsgd2104-2-e,3.33,209.47951746,224,1,1,1,1,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,block_8_1,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_16,unroll_2,unroll_4,1,1,0.611446015179,False
workload_5347.cpp,xcu200-fsgd2104-2-e,3.33,366.13032318,174.5,1,1,1,1,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,block_8_1,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_16,unroll_8,unroll_2,unroll_2,2,1,0.352525090297,False
workload_5558.cpp,xcu200-fsgd2104-2-e,3.33,366.11565786,227,1,1,1,1,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,block_8_1,unroll_2,unroll_4,unroll_2,unroll_8,unroll_16,unroll_64,unroll_2,unroll_2,1,1,0.352545097489,False
workload_5686.cpp,xcu200-fsgd2104-2-e,3.33,37.38133458,293,1,1,2,4,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll_64,unroll_4,pipeline_1,1,2,0.913889821278,False
workload_5535.cpp,xcu200-fsgd2104-2-e,3.33,366.09618402,411,1,1,1,2,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,unroll_64,unroll_2,pipeline_1,unroll_32,unroll_16,unroll_4,unroll_2,1,1.25,0.352362579952,False
workload_5346.cpp,xcu200-fsgd2104-2-e,3.33,366.10513506,401,1,1,1,2,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,unroll_64,unroll_2,pipeline_1,unroll_32,unroll_8,unroll_4,unroll_2,1,1.25,0.352350378101,False
workload_5579.cpp,xcu200-fsgd2104-2-e,3.33,366.10572114,633,1,1,1,2,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,unroll_64,unroll_2,unroll_16,unroll_32,unroll_8,unroll_4,unroll_2,1,1.25,0.35234957918,False
workload_5629.cpp,xcu200-fsgd2104-2-e,3.33,37.38218706,551,1,1,2,4,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,unroll_64,unroll_2,unroll_8,unroll_32,unroll_64,unroll_4,pipeline_1,1,2,0.913889822042,False
workload_5605.cpp,xcu200-fsgd2104-2-e,3.33,366.10558794,275,1,1,1,2,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_2,unroll_2,1,1.25,0.352349760753,False
workload_5514.cpp,xcu200-fsgd2104-2-e,3.33,366.08781906,410,1,1,1,2,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_4,unroll_2,1,1.25,0.352373983139,False
workload_5574.cpp,xcu200-fsgd2104-2-e,3.33,37.38295962,560,1,1,2,4,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,unroll_8,unroll_32,unroll_64,unroll_4,pipeline_1,1,2,0.913889822663,False
workload_5480.cpp,xcu200-fsgd2104-2-e,3.33,645.60063978,950,1,1,1,3,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_32_1,block_8_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_32,unroll_64,unroll_2,unroll_2,1,1.5,0.11506368028,False
workload_5563.cpp,xcu200-fsgd2104-2-e,3.33,37.39457466,444,1,1,2,4,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_32_1,block_8_1,unroll_2,unroll_64,unroll_2,unroll_16,pipeline_1,unroll_8,unroll_4,pipeline_1,1,2,0.913889823976,False
workload_5711.cpp,xcu200-fsgd2104-2-e,3.33,37.37869722,277,1,1,2,4,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_32_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_4,pipeline_1,1,2,0.913889818403,False
workload_5721.cpp,xcu200-fsgd2104-2-e,3.33,37.41593994,286,1,1,1,3,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_32_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_2,pipeline_1,1,1.5,0.96503317525,False
workload_5472.cpp,xcu200-fsgd2104-2-e,3.33,37.37864394,356,1,1,2,4,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_32_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_4,pipeline_1,1,2,0.913889818337,False
workload_5671.cpp,xcu200-fsgd2104-2-e,3.33,35.95193874,531,1,1,4,7,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_32_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_8,pipeline_1,1,3.25,0.832098462009,False
workload_5568.cpp,xcu200-fsgd2104-2-e,3.33,37.3942017,330,1,1,2,4,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_32_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,pipeline_1,1,2,0.913889824168,False
workload_5485.cpp,xcu200-fsgd2104-2-e,3.33,37.39577346,724,1,1,4,7,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_32_1,cyclic_8_1,unroll_2,unroll_64,unroll_4,unroll_16,pipeline_1,unroll_8,unroll_4,pipeline_1,1,3.25,0.832020772309,False
workload_5538.cpp,xcu200-fsgd2104-2-e,3.33,37.39627962,520,1,1,3,6,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_8_1,block_8_1,unroll_2,unroll_64,unroll_4,unroll_8,pipeline_1,unroll_8,unroll_4,pipeline_1,1,2.75,0.878974776415,False
workload_5318.cpp,xcu200-fsgd2104-2-e,3.33,37.44191394,476,1,1,2,5,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_8_1,complete_1,unroll_2,unroll_64,unroll_4,unroll_4,unroll_16,unroll_8,unroll_2,pipeline_1,1,2.25,0.880657863708,False
workload_5311.cpp,xcu200-fsgd2104-2-e,3.33,37.4661963,295,1,1,2,4,cyclic_16_1,cyclic_8_1,cyclic_8_1,cyclic_2_1,cyclic_4_1,unroll_4,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_8,unroll_2,pipeline_1,1,2,0.913889499274,False
workload_5396.cpp,xcu200-fsgd2104-2-e,3.33,37.4350941,264,1,1,1,3,cyclic_16_1,cyclic_8_1,cyclic_8_1,cyclic_32_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_32,unroll_8,unroll_2,pipeline_1,1,1.5,0.965009003752,False
workload_5245.cpp,xcu200-fsgd2104-2-e,3.33,37.4513445,507,1,1,2,5,cyclic_16_1,cyclic_8_1,cyclic_8_1,cyclic_32_1,cyclic_4_1,unroll_2,unroll_64,unroll_4,unroll_8,unroll_8,unroll_8,unroll_2,pipeline_1,1,2.25,0.88065783378,False
workload_5195.cpp,xcu200-fsgd2104-2-e,3.33,37.46804778,665,1,1,5,8,cyclic_16_1,cyclic_8_1,cyclic_8_1,cyclic_32_1,cyclic_4_1,unroll_4,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_8,unroll_2,pipeline_1,1,3.75,0.769769954409,False
workload_5341.cpp,xcu200-fsgd2104-2-e,3.33,37.44993258,847,1,1,5,8,cyclic_16_1,cyclic_8_1,cyclic_8_1,cyclic_32_1,cyclic_4_1,unroll_4,pipeline_1,unroll_4,unroll_8,unroll_8,unroll_8,unroll_2,pipeline_1,1,3.75,0.769770694259,False
workload_5640.cpp,xcu200-fsgd2104-2-e,3.33,37.40954634,383,1,1,2,4,cyclic_2_1,block_128_1,cyclic_2_1,cyclic_32_1,block_8_1,unroll_2,unroll_2,unroll_2,unroll_16,unroll_16,unroll_64,unroll_4,pipeline_1,1,2,0.913889803447,False
workload_5710.cpp,xcu200-fsgd2104-2-e,3.33,209.46305394,288,1,1,1,2,cyclic_2_1,block_128_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_4,1,1.25,0.61092848155,False
workload_5523.cpp,xcu200-fsgd2104-2-e,3.33,38.3188761,471,1,1,1,4,cyclic_2_1,block_16_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,1,1.75,0.946627139333,False
