Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,Replicate_Count,Area,Weight,is_pareto
workload_2238.cpp,xcu200-fsgd2104-2-e,5,0.143925,190.5,1,1,1,2,cyclic_128_1,cyclic_32_1,cyclic_128_1,complete_1,complete_1,complete_1,pipeline_1,2,1.25,0.908565366776,False
workload_2229.cpp,xcu200-fsgd2104-2-e,5,0.65804,174,1,1,1,2,cyclic_128_1,cyclic_64_1,cyclic_16_1,complete_1,complete_1,complete_1,unroll_2,1,1.25,0.112103217372,False
workload_2286.cpp,xcu200-fsgd2104-2-e,5,0.63628,142,1,1,1,1,cyclic_16_1,block_16_1,block_128_1,complete_1,complete_1,complete_1,unroll_4,1,1,0.120629900021,False
workload_2223.cpp,xcu200-fsgd2104-2-e,5,0.63628,98,1,1,1,1,cyclic_16_1,block_16_1,block_32_1,complete_1,complete_1,complete_1,unroll_4,1,1,0.120629900021,False
workload_2193.cpp,xcu200-fsgd2104-2-e,5,0.63628,111,1,1,1,1,cyclic_16_1,block_16_1,block_64_1,complete_1,complete_1,complete_1,unroll_4,2,1,0.120629900021,False
workload_2417.cpp,xcu200-fsgd2104-2-e,5,0.138805,96,1,1,1,1,cyclic_16_1,block_64_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.926782178643,False
workload_2236.cpp,xcu200-fsgd2104-2-e,5,0.18412,147,1,3,1,2,cyclic_16_1,cyclic_128_1,block_16_1,complete_1,complete_1,complete_1,unroll_16,1,1.75,0.790742289064,False
workload_2181.cpp,xcu200-fsgd2104-2-e,5,0.64044,177,1,1,1,2,cyclic_16_1,cyclic_128_1,cyclic_128_1,complete_1,complete_1,complete_1,unroll_16,1,1.25,0.118795828407,False
workload_2261.cpp,xcu200-fsgd2104-2-e,5,0.143925,113,1,1,1,1,cyclic_16_1,cyclic_128_1,cyclic_16_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.912514100332,False
workload_2487.cpp,xcu200-fsgd2104-2-e,5,0.138805,76,1,1,1,1,cyclic_16_1,cyclic_16_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.926782178643,False
workload_2266.cpp,xcu200-fsgd2104-2-e,5,0.17324,102,1,4,1,2,cyclic_16_1,cyclic_2_1,block_4_1,complete_1,complete_1,complete_1,unroll_16,1,2,0.804659085937,False
workload_2208.cpp,xcu200-fsgd2104-2-e,5,0.17836,103,1,4,1,2,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_16,1,2,0.793386216411,False
workload_2217.cpp,xcu200-fsgd2104-2-e,5,0.1526,251,1,17,5,8,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_64,1,7.75,0.403283685888,False
workload_2552.cpp,xcu200-fsgd2104-2-e,5,0.1388,81,1,1,1,1,cyclic_16_1,cyclic_8_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.926796173011,False
workload_2383.cpp,xcu200-fsgd2104-2-e,5,0.118325,115,1,1,1,1,cyclic_2_1,block_128_1,block_32_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.985096377917,False
workload_2182.cpp,xcu200-fsgd2104-2-e,5,0.118325,126.5,1,1,1,1,cyclic_2_1,block_128_1,block_64_1,complete_1,complete_1,complete_1,pipeline_1,2,1,0.985096377917,False
workload_2432.cpp,xcu200-fsgd2104-2-e,5,0.113205,106,1,1,1,1,cyclic_2_1,block_128_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.999985399242,False
workload_2532.cpp,xcu200-fsgd2104-2-e,5,0.113205,74,1,1,1,1,cyclic_2_1,block_16_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.999985399242,False
workload_2571.cpp,xcu200-fsgd2104-2-e,5,0.113205,75,1,1,1,1,cyclic_2_1,block_16_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.999985399242,False
workload_2311.cpp,xcu200-fsgd2104-2-e,5,0.118325,108.5,1,1,1,1,cyclic_2_1,block_2_1,block_128_1,complete_1,complete_1,complete_1,pipeline_1,2,1,0.985096377917,False
workload_2433.cpp,xcu200-fsgd2104-2-e,5,0.113205,70,1,1,1,1,cyclic_2_1,block_2_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,5,1,0.999985399242,False
workload_2363.cpp,xcu200-fsgd2104-2-e,5,0.118325,74,1,1,1,1,cyclic_2_1,block_2_1,cyclic_16_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.985096377917,False
workload_2477.cpp,xcu200-fsgd2104-2-e,5,0.113205,69,1,1,1,1,cyclic_2_1,block_2_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.999985399242,False
workload_2254.cpp,xcu200-fsgd2104-2-e,5,0.113205,69,1,1,1,1,cyclic_2_1,block_2_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,3,1,0.999985399242,False
workload_2376.cpp,xcu200-fsgd2104-2-e,5,0.118325,87,1,1,1,1,cyclic_2_1,block_2_1,cyclic_64_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.985096377917,False
workload_2462.cpp,xcu200-fsgd2104-2-e,5,0.113205,78.5,1,1,1,1,cyclic_2_1,block_32_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,2,1,0.999985399242,False
workload_2459.cpp,xcu200-fsgd2104-2-e,5,0.118325,80,1,1,1,1,cyclic_2_1,block_32_1,cyclic_8_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.985096377917,False
workload_2581.cpp,xcu200-fsgd2104-2-e,5,0.113205,70,1,1,1,1,cyclic_2_1,block_4_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,2,1,0.999985399242,False
workload_2400.cpp,xcu200-fsgd2104-2-e,5,0.113205,70,1,1,1,1,cyclic_2_1,block_4_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,3,1,0.999985399242,False
workload_2527.cpp,xcu200-fsgd2104-2-e,5,0.113205,68,1,1,1,1,cyclic_2_1,block_4_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.999985399242,False
workload_2421.cpp,xcu200-fsgd2104-2-e,5,0.118325,71,1,1,1,1,cyclic_2_1,block_4_1,cyclic_8_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.985096377917,False
workload_2416.cpp,xcu200-fsgd2104-2-e,5,0.113205,87,1,1,1,1,cyclic_2_1,block_64_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,3,1,0.999985399242,False
workload_2407.cpp,xcu200-fsgd2104-2-e,5,0.113205,85,1,1,1,1,cyclic_2_1,block_64_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,3,1,0.999985399242,False
workload_2384.cpp,xcu200-fsgd2104-2-e,5,0.1132,72,1,1,1,1,cyclic_2_1,block_8_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,9,1,1,True
workload_2332.cpp,xcu200-fsgd2104-2-e,5,0.1132,72.5,1,1,1,1,cyclic_2_1,block_8_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,10,1,1,True
workload_2563.cpp,xcu200-fsgd2104-2-e,5,0.11832,72,1,1,1,1,cyclic_2_1,block_8_1,block_8_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.985110857397,False
workload_2255.cpp,xcu200-fsgd2104-2-e,5,0.11832,107,1,1,1,1,cyclic_2_1,block_8_1,cyclic_128_1,complete_1,complete_1,complete_1,pipeline_1,2,1,0.985110857397,False
workload_2447.cpp,xcu200-fsgd2104-2-e,5,0.1132,71,1,1,1,1,cyclic_2_1,block_8_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline_1,6,1,1,True
workload_2561.cpp,xcu200-fsgd2104-2-e,5,0.40972,70,1,1,1,1,cyclic_2_1,block_8_1,cyclic_2_1,complete_1,complete_1,complete_1,unroll_2,1,1,0.34237981732,False
workload_2402.cpp,xcu200-fsgd2104-2-e,5,0.1132,73.5,1,1,1,1,cyclic_2_1,block_8_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,8,1,1,True
workload_2362.cpp,xcu200-fsgd2104-2-e,5,0.11832,87.5,1,1,1,1,cyclic_2_1,block_8_1,cyclic_64_1,complete_1,complete_1,complete_1,pipeline_1,2,1,0.985110857397,False
workload_2420.cpp,xcu200-fsgd2104-2-e,5,0.113205,72,1,1,1,1,cyclic_2_1,cyclic_16_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.999985399242,False
workload_2257.cpp,xcu200-fsgd2104-2-e,5,0.14956,139,1,7,2,4,cyclic_2_1,cyclic_16_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_32,1,3.5,0.728260641707,False
workload_2308.cpp,xcu200-fsgd2104-2-e,5,0.118325,86.5,1,1,1,1,cyclic_2_1,cyclic_2_1,cyclic_64_1,complete_1,complete_1,complete_1,pipeline_1,2,1,0.985096377917,False
workload_2465.cpp,xcu200-fsgd2104-2-e,5,0.113205,77,1,1,1,1,cyclic_2_1,cyclic_32_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.999985399242,False
workload_2198.cpp,xcu200-fsgd2104-2-e,5,0.113205,76.5,1,1,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,2,1,0.999985399242,False
workload_2285.cpp,xcu200-fsgd2104-2-e,5,0.16336,162,1,3,2,3,cyclic_2_1,cyclic_4_1,block_64_1,complete_1,complete_1,complete_1,unroll_16,1,2.25,0.809884075606,False
workload_2373.cpp,xcu200-fsgd2104-2-e,5,0.113205,66.5,1,1,1,1,cyclic_2_1,cyclic_4_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,2,1,0.999985399242,False
workload_2260.cpp,xcu200-fsgd2104-2-e,5,0.58908,158,1,1,1,1,cyclic_2_1,cyclic_64_1,block_2_1,complete_1,complete_1,complete_1,unroll_32,1,1,0.146774796533,False
workload_2244.cpp,xcu200-fsgd2104-2-e,5,0.13052,270,1,17,5,8,cyclic_2_1,cyclic_64_1,block_2_1,complete_1,complete_1,complete_1,unroll_64,1,7.75,0.407422176181,False
workload_2466.cpp,xcu200-fsgd2104-2-e,5,0.113205,85,1,1,1,1,cyclic_2_1,cyclic_64_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.999985399242,False
workload_2328.cpp,xcu200-fsgd2104-2-e,5,0.13476,313,1,17,6,9,cyclic_2_1,cyclic_64_1,cyclic_128_1,complete_1,complete_1,complete_1,unroll_64,1,8.25,0.375543754468,False
workload_2385.cpp,xcu200-fsgd2104-2-e,5,0.118325,87,1,1,1,1,cyclic_2_1,cyclic_64_1,cyclic_16_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.985096377917,False
workload_2322.cpp,xcu200-fsgd2104-2-e,5,0.11832,72,1,1,1,1,cyclic_2_1,cyclic_8_1,block_16_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.985110857397,False
workload_2557.cpp,xcu200-fsgd2104-2-e,5,0.1132,71,1,1,1,1,cyclic_2_1,cyclic_8_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,1,1,1,True
workload_2288.cpp,xcu200-fsgd2104-2-e,5,0.147,137,1,6,2,3,cyclic_2_1,cyclic_8_1,block_2_1,complete_1,complete_1,complete_1,unroll_32,1,3,0.774138849128,False
workload_2200.cpp,xcu200-fsgd2104-2-e,5,0.147,141,1,6,2,3,cyclic_2_1,cyclic_8_1,block_4_1,complete_1,complete_1,complete_1,unroll_32,2,3,0.774138849128,False
workload_2274.cpp,xcu200-fsgd2104-2-e,5,0.13164,251,1,15,5,7,cyclic_2_1,cyclic_8_1,block_4_1,complete_1,complete_1,complete_1,unroll_64,1,7,0.457498317954,False
workload_2346.cpp,xcu200-fsgd2104-2-e,5,0.11832,88,1,1,1,1,cyclic_2_1,cyclic_8_1,block_64_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.985110857397,False
workload_2545.cpp,xcu200-fsgd2104-2-e,5,0.11832,74,1,1,1,1,cyclic_2_1,cyclic_8_1,block_8_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.985110857397,False
workload_2503.cpp,xcu200-fsgd2104-2-e,5,0.1132,70.5,1,1,1,1,cyclic_2_1,cyclic_8_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline_1,2,1,1,True
workload_2290.cpp,xcu200-fsgd2104-2-e,5,0.63628,108,1,1,1,1,cyclic_32_1,block_16_1,block_32_1,complete_1,complete_1,complete_1,unroll_4,1,1,0.120629900021,False
workload_2203.cpp,xcu200-fsgd2104-2-e,5,0.63756,130,1,1,1,1,cyclic_32_1,cyclic_128_1,block_32_1,complete_1,complete_1,complete_1,unroll_2,1,1,0.120067874733,False
workload_2227.cpp,xcu200-fsgd2104-2-e,5,0.65804,119,1,1,1,1,cyclic_32_1,cyclic_128_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_2,1,1,0.112131073238,False
workload_2202.cpp,xcu200-fsgd2104-2-e,5,0.1598,147,1,8,3,4,cyclic_32_1,cyclic_2_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_32,1,4,0.677192581207,False
workload_2329.cpp,xcu200-fsgd2104-2-e,5,0.15292,155,1,9,3,4,cyclic_32_1,cyclic_32_1,block_2_1,complete_1,complete_1,complete_1,unroll_32,1,4.25,0.662024124497,False
workload_2256.cpp,xcu200-fsgd2104-2-e,5,0.143925,110,1,1,1,1,cyclic_32_1,cyclic_32_1,cyclic_64_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.912514100332,False
workload_2189.cpp,xcu200-fsgd2104-2-e,5,0.62732,86,1,1,1,1,cyclic_32_1,cyclic_8_1,cyclic_2_1,complete_1,complete_1,complete_1,unroll_2,1,1,0.124781407097,False
workload_2382.cpp,xcu200-fsgd2104-2-e,5,0.113205,105,1,1,1,1,cyclic_4_1,block_128_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,2,1,0.999985399242,False
workload_2585.cpp,xcu200-fsgd2104-2-e,5,0.113205,75,1,1,1,1,cyclic_4_1,block_16_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.999985399242,False
workload_2514.cpp,xcu200-fsgd2104-2-e,5,0.113205,73,1,1,1,1,cyclic_4_1,block_16_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,2,1,0.999985399242,False
workload_2533.cpp,xcu200-fsgd2104-2-e,5,0.113205,76,1,1,1,1,cyclic_4_1,block_16_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.999985399242,False
workload_2381.cpp,xcu200-fsgd2104-2-e,5,0.118325,91,1,1,1,1,cyclic_4_1,block_16_1,cyclic_64_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.985096377917,False
workload_2341.cpp,xcu200-fsgd2104-2-e,5,0.113205,70.5,1,1,1,1,cyclic_4_1,block_2_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,8,1,0.999985399242,False
workload_2396.cpp,xcu200-fsgd2104-2-e,5,0.118325,89,1,1,1,1,cyclic_4_1,block_2_1,block_64_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.985096377917,False
workload_2495.cpp,xcu200-fsgd2104-2-e,5,0.118325,73,1,1,1,1,cyclic_4_1,block_2_1,block_8_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.985096377917,False
workload_2209.cpp,xcu200-fsgd2104-2-e,5,0.59484,182.5,1,1,1,1,cyclic_4_1,block_2_1,cyclic_128_1,complete_1,complete_1,complete_1,unroll_32,2,1,0.14301883517,False
workload_2473.cpp,xcu200-fsgd2104-2-e,5,0.113205,70,1,1,1,1,cyclic_4_1,block_2_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline_1,3,1,0.999985399242,False
workload_2380.cpp,xcu200-fsgd2104-2-e,5,0.113205,70,1,1,1,1,cyclic_4_1,block_2_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,6,1,0.999985399242,False
workload_2372.cpp,xcu200-fsgd2104-2-e,5,0.118325,86,1,1,1,1,cyclic_4_1,block_2_1,cyclic_64_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.985096377917,False
workload_2267.cpp,xcu200-fsgd2104-2-e,5,0.36708,398,1,7,2,5,cyclic_4_1,block_32_1,block_2_1,complete_1,complete_1,complete_1,unroll_64,1,3.75,0.377059529295,False
workload_2375.cpp,xcu200-fsgd2104-2-e,5,0.113205,78,1,1,1,1,cyclic_4_1,block_32_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.999985399242,False
workload_2235.cpp,xcu200-fsgd2104-2-e,5,0.13068,255,1,14,5,7,cyclic_4_1,block_4_1,block_2_1,complete_1,complete_1,complete_1,unroll_64,1,6.75,0.475218549894,False
workload_2334.cpp,xcu200-fsgd2104-2-e,5,0.113205,71,1,1,1,1,cyclic_4_1,block_4_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,4,1,0.999985399242,False
workload_2309.cpp,xcu200-fsgd2104-2-e,5,0.41228,69,1,1,1,1,cyclic_4_1,block_4_1,cyclic_2_1,complete_1,complete_1,complete_1,unroll_2,1,1,0.338515855694,False
workload_2413.cpp,xcu200-fsgd2104-2-e,5,0.113205,72.5,1,1,1,1,cyclic_4_1,block_4_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,2,1,0.999985399242,False
workload_2237.cpp,xcu200-fsgd2104-2-e,5,0.118325,128,1,1,1,1,cyclic_4_1,block_64_1,block_128_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.985096377917,False
workload_2273.cpp,xcu200-fsgd2104-2-e,5,0.113205,88,1,1,1,1,cyclic_4_1,block_64_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,6,1,0.999985399242,False
workload_2351.cpp,xcu200-fsgd2104-2-e,5,0.113205,88,1,1,1,1,cyclic_4_1,block_64_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline_1,4,1,0.999985399242,False
workload_2299.cpp,xcu200-fsgd2104-2-e,5,0.113205,88,1,1,1,1,cyclic_4_1,block_64_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,4,1,0.999985399242,False
workload_2295.cpp,xcu200-fsgd2104-2-e,5,0.61516,138,1,1,1,1,cyclic_4_1,block_64_1,cyclic_64_1,complete_1,complete_1,complete_1,unroll_8,1,1,0.131023925379,False
workload_2576.cpp,xcu200-fsgd2104-2-e,5,0.11832,114,1,1,1,1,cyclic_4_1,block_8_1,block_128_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.985110857397,False
workload_2303.cpp,xcu200-fsgd2104-2-e,5,0.1132,73,1,1,1,1,cyclic_4_1,block_8_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,6,1,1,True
workload_2368.cpp,xcu200-fsgd2104-2-e,5,0.11832,81,1,1,1,1,cyclic_4_1,block_8_1,block_32_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.985110857397,False
workload_2409.cpp,xcu200-fsgd2104-2-e,5,0.1132,71,1,1,1,1,cyclic_4_1,block_8_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,11,1,1,True
workload_2294.cpp,xcu200-fsgd2104-2-e,5,0.11832,90,1,1,1,1,cyclic_4_1,block_8_1,block_64_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.985110857397,False
workload_2515.cpp,xcu200-fsgd2104-2-e,5,0.11832,74.5,1,1,1,1,cyclic_4_1,block_8_1,block_8_1,complete_1,complete_1,complete_1,pipeline_1,2,1,0.985110857397,False
workload_2509.cpp,xcu200-fsgd2104-2-e,5,0.1132,72.5,1,1,1,1,cyclic_4_1,block_8_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline_1,4,1,1,True
workload_2478.cpp,xcu200-fsgd2104-2-e,5,0.1132,73,1,1,1,1,cyclic_4_1,block_8_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,11,1,1,True
workload_2548.cpp,xcu200-fsgd2104-2-e,5,0.40972,76,1,1,1,1,cyclic_4_1,block_8_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_2,1,1,0.34237981732,False
workload_2219.cpp,xcu200-fsgd2104-2-e,5,0.11832,88,1,1,1,1,cyclic_4_1,block_8_1,cyclic_64_1,complete_1,complete_1,complete_1,pipeline_1,3,1,0.985110857397,False
workload_2510.cpp,xcu200-fsgd2104-2-e,5,0.11832,73,1,1,1,1,cyclic_4_1,block_8_1,cyclic_8_1,complete_1,complete_1,complete_1,pipeline_1,3,1,0.985110857397,False
workload_2449.cpp,xcu200-fsgd2104-2-e,5,0.113205,102,1,1,1,1,cyclic_4_1,cyclic_128_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.999985399242,False
workload_2410.cpp,xcu200-fsgd2104-2-e,5,0.113205,73,1,1,1,1,cyclic_4_1,cyclic_16_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.999985399242,False
workload_2486.cpp,xcu200-fsgd2104-2-e,5,0.41228,74,1,1,1,1,cyclic_4_1,cyclic_16_1,block_4_1,complete_1,complete_1,complete_1,unroll_2,1,1,0.338515855694,False
workload_2460.cpp,xcu200-fsgd2104-2-e,5,0.113205,75,1,1,1,1,cyclic_4_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.999985399242,False
workload_2565.cpp,xcu200-fsgd2104-2-e,5,0.113205,73,1,1,1,1,cyclic_4_1,cyclic_16_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.999985399242,False
workload_2177.cpp,xcu200-fsgd2104-2-e,5,0.59724,104,1,1,1,1,cyclic_4_1,cyclic_16_1,cyclic_64_1,complete_1,complete_1,complete_1,unroll_8,1,1,0.141500240078,False
workload_2366.cpp,xcu200-fsgd2104-2-e,5,0.118325,107,1,1,1,1,cyclic_4_1,cyclic_2_1,block_128_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.985096377917,False
workload_2278.cpp,xcu200-fsgd2104-2-e,5,0.16108,108,1,2,1,1,cyclic_4_1,cyclic_2_1,block_16_1,complete_1,complete_1,complete_1,unroll_16,1,1.25,0.863119194174,False
workload_2204.cpp,xcu200-fsgd2104-2-e,5,0.118325,72,1,1,1,1,cyclic_4_1,cyclic_2_1,cyclic_16_1,complete_1,complete_1,complete_1,pipeline_1,3,1,0.985096377917,False
workload_2302.cpp,xcu200-fsgd2104-2-e,5,0.1646,95,1,2,1,1,cyclic_4_1,cyclic_2_1,cyclic_16_1,complete_1,complete_1,complete_1,unroll_16,1,1.25,0.853850131643,False
workload_2395.cpp,xcu200-fsgd2104-2-e,5,0.118325,78,1,1,1,1,cyclic_4_1,cyclic_2_1,cyclic_32_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.985096377917,False
workload_2427.cpp,xcu200-fsgd2104-2-e,5,0.113205,78,1,1,1,1,cyclic_4_1,cyclic_32_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,3,1,0.999985399242,False
workload_2312.cpp,xcu200-fsgd2104-2-e,5,0.12604,251,1,15,5,7,cyclic_4_1,cyclic_32_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_64,1,7,0.458206525605,False
workload_2183.cpp,xcu200-fsgd2104-2-e,5,0.118325,95,1,1,1,1,cyclic_4_1,cyclic_32_1,cyclic_64_1,complete_1,complete_1,complete_1,pipeline_1,2,1,0.985096377917,False
workload_2326.cpp,xcu200-fsgd2104-2-e,5,0.118325,105.5,1,1,1,1,cyclic_4_1,cyclic_4_1,cyclic_128_1,complete_1,complete_1,complete_1,pipeline_1,2,1,0.985096377917,False
workload_2262.cpp,xcu200-fsgd2104-2-e,5,0.12788,216,1,9,3,5,cyclic_4_1,cyclic_4_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_64,1,4.5,0.652776884676,False
workload_2304.cpp,xcu200-fsgd2104-2-e,5,0.118325,87,1,1,1,1,cyclic_4_1,cyclic_4_1,cyclic_64_1,complete_1,complete_1,complete_1,pipeline_1,2,1,0.985096377917,False
workload_2197.cpp,xcu200-fsgd2104-2-e,5,0.12692,264,1,15,5,8,cyclic_4_1,cyclic_64_1,block_2_1,complete_1,complete_1,complete_1,unroll_64,1,7.25,0.440918657558,False
workload_2307.cpp,xcu200-fsgd2104-2-e,5,0.113205,86,1,1,1,1,cyclic_4_1,cyclic_64_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,4,1,0.999985399242,False
workload_2397.cpp,xcu200-fsgd2104-2-e,5,0.41228,85,1,1,1,1,cyclic_4_1,cyclic_64_1,block_4_1,complete_1,complete_1,complete_1,unroll_2,1,1,0.338515855694,False
workload_2283.cpp,xcu200-fsgd2104-2-e,5,0.12604,274,1,15,5,8,cyclic_4_1,cyclic_64_1,block_4_1,complete_1,complete_1,complete_1,unroll_64,1,7.25,0.441007284436,False
workload_2270.cpp,xcu200-fsgd2104-2-e,5,0.13972,393,1,8,8,7,cyclic_4_1,cyclic_8_1,block_128_1,complete_1,complete_1,complete_1,unroll_32,1,6,0.528352973994,False
workload_2498.cpp,xcu200-fsgd2104-2-e,5,0.11832,77,1,1,1,1,cyclic_4_1,cyclic_8_1,block_16_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.985110857397,False
workload_2587.cpp,xcu200-fsgd2104-2-e,5,0.1132,71,1,1,1,1,cyclic_4_1,cyclic_8_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,1,1,1,True
workload_2305.cpp,xcu200-fsgd2104-2-e,5,0.12588,236,1,14,4,7,cyclic_4_1,cyclic_8_1,block_2_1,complete_1,complete_1,complete_1,unroll_64,1,6.5,0.493885694418,False
workload_2313.cpp,xcu200-fsgd2104-2-e,5,0.1132,73,1,1,1,1,cyclic_4_1,cyclic_8_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,9,1,1,True
workload_2423.cpp,xcu200-fsgd2104-2-e,5,0.40972,72,1,1,1,1,cyclic_4_1,cyclic_8_1,block_4_1,complete_1,complete_1,complete_1,unroll_2,3,1,0.34237981732,False
workload_2240.cpp,xcu200-fsgd2104-2-e,5,0.13452,144,1,7,2,4,cyclic_4_1,cyclic_8_1,block_4_1,complete_1,complete_1,complete_1,unroll_32,1,3.5,0.738972974693,False
workload_2406.cpp,xcu200-fsgd2104-2-e,5,0.11832,91,1,1,1,1,cyclic_4_1,cyclic_8_1,block_64_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.985110857397,False
workload_2319.cpp,xcu200-fsgd2104-2-e,5,0.41484,92,1,1,1,1,cyclic_4_1,cyclic_8_1,block_64_1,complete_1,complete_1,complete_1,unroll_2,1,1,0.334682941219,False
workload_2511.cpp,xcu200-fsgd2104-2-e,5,0.11832,74,1,1,1,1,cyclic_4_1,cyclic_8_1,block_8_1,complete_1,complete_1,complete_1,pipeline_1,1,1,0.985110857397,False
workload_2569.cpp,xcu200-fsgd2104-2-e,5,0.1132,74,1,1,1,1,cyclic_4_1,cyclic_8_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline_1,1,1,1,True
workload_2268.cpp,xcu200-fsgd2104-2-e,5,0.40972,69,1,1,1,1,cyclic_4_1,cyclic_8_1,cyclic_2_1,complete_1,complete_1,complete_1,unroll_2,1,1,0.34237981732,False
workload_2471.cpp,xcu200-fsgd2104-2-e,5,0.1132,72.5,1,1,1,1,cyclic_4_1,cyclic_8_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,6,1,1,True
