Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,OuterLoop_6,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,Replicate_Count,Area,Weight,is_pareto
ss_sort_4385.c,xcu200-fsgd2104-2-e,5,1.067455,50,1,1,1,1,unroll_8,unroll_16,unroll_4,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_16,unroll_4,unroll_4,1,1,0.99738843092,False
ss_sort_4250.c,xcu200-fsgd2104-2-e,5,1.070155,53,1,1,1,1,unroll_8,unroll_16,unroll_4,pipeline_1,unroll_16,unroll_16,unroll_16,unroll_16,pipeline_1,unroll_4,1,1,0.990425639201,False
ss_sort_4288.c,xcu200-fsgd2104-2-e,5,1.067455,207,1,1,1,3,unroll_8,unroll_16,unroll_64,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_16,pipeline_1,unroll_4,1,1.5,0.725523846718,False
ss_sort_3833.c,xcu200-fsgd2104-2-e,5,1.324965,60,1,1,1,1,unroll_8,unroll_2,unroll_8,unroll_32,pipeline_1,unroll_8,unroll_16,pipeline_1,unroll_2,unroll_4,1,1,0.455357760146,False
ss_sort_3920.c,xcu200-fsgd2104-2-e,5,1.123435,35,1,1,1,1,unroll_8,unroll_32,pipeline_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_16,unroll_4,unroll_4,1,1,0.858573900857,False
ss_sort_4303.c,xcu200-fsgd2104-2-e,5,1.067115,43,1,1,1,1,unroll_8,unroll_32,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_16,unroll_16,pipeline_1,unroll_4,4,1,0.998267149302,False
ss_sort_4343.c,xcu200-fsgd2104-2-e,5,1.067115,46,1,1,1,1,unroll_8,unroll_32,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_16,unroll_16,unroll_2,unroll_4,2,1,0.998267149302,False
ss_sort_4199.c,xcu200-fsgd2104-2-e,5,1.067115,44.5,1,1,1,1,unroll_8,unroll_32,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_16,unroll_16,unroll_4,unroll_4,8,1,0.998267149302,False
ss_sort_4382.c,xcu200-fsgd2104-2-e,5,1.067115,44,1,1,1,1,unroll_8,unroll_32,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_16,unroll_4,pipeline_1,unroll_4,1,1,0.998267149302,False
ss_sort_4412.c,xcu200-fsgd2104-2-e,5,1.067115,45,1,1,1,1,unroll_8,unroll_32,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_16,unroll_4,unroll_2,unroll_4,1,1,0.998267149302,False
ss_sort_4239.c,xcu200-fsgd2104-2-e,5,1.067115,46.5,1,1,1,1,unroll_8,unroll_32,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_16,unroll_4,unroll_4,unroll_4,4,1,0.998267149302,False
ss_sort_4362.c,xcu200-fsgd2104-2-e,5,1.236075,30,1,1,1,1,unroll_8,unroll_32,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_2,unroll_4,unroll_4,unroll_4,1,1,0.614584295321,False
ss_sort_4609.c,xcu200-fsgd2104-2-e,5,1.066765,45,1,1,1,1,unroll_8,unroll_32,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_16,unroll_4,unroll_4,unroll_4,1,1,0.999172161508,False
ss_sort_4200.c,xcu200-fsgd2104-2-e,5,1.067115,39,1,1,1,1,unroll_8,unroll_32,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_16,unroll_16,pipeline_1,unroll_4,1,1,0.998267149302,False
ss_sort_4513.c,xcu200-fsgd2104-2-e,5,1.067115,47,1,1,1,1,unroll_8,unroll_32,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_16,unroll_16,unroll_4,unroll_4,1,1,0.998267149302,False
ss_sort_4565.c,xcu200-fsgd2104-2-e,5,1.066745,49,1,1,1,1,unroll_8,unroll_32,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_16,pipeline_1,unroll_4,1,1,0.999223890254,False
ss_sort_4549.c,xcu200-fsgd2104-2-e,5,1.066745,51,1,1,1,1,unroll_8,unroll_32,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_16,unroll_2,unroll_4,1,1,0.999223890254,False
ss_sort_4450.c,xcu200-fsgd2104-2-e,5,1.066745,55.5,1,1,1,1,unroll_8,unroll_32,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_16,unroll_4,unroll_4,4,1,0.999223890254,False
ss_sort_4408.c,xcu200-fsgd2104-2-e,5,1.066745,54,1,1,1,1,unroll_8,unroll_32,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_4,unroll_4,unroll_4,2,1,0.999223890254,False
ss_sort_4588.c,xcu200-fsgd2104-2-e,5,1.123215,34,1,1,1,1,unroll_8,unroll_32,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_16,unroll_4,unroll_4,1,1,0.859096622777,False
ss_sort_4316.c,xcu200-fsgd2104-2-e,5,1.066895,43,1,1,1,1,unroll_8,unroll_32,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_16,pipeline_1,unroll_4,2,1,0.998835960924,False
ss_sort_4345.c,xcu200-fsgd2104-2-e,5,1.066895,41,1,1,1,1,unroll_8,unroll_32,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_16,unroll_4,unroll_4,5,1,0.998835960924,False
ss_sort_4342.c,xcu200-fsgd2104-2-e,5,1.06701,44.5,1,1,1,1,unroll_8,unroll_32,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_4,pipeline_1,unroll_4,2,1,0.998538605118,False
ss_sort_4542.c,xcu200-fsgd2104-2-e,5,1.066895,40,1,1,1,1,unroll_8,unroll_32,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_8,unroll_4,unroll_4,1,1,0.998835960924,False
ss_sort_4110.c,xcu200-fsgd2104-2-e,5,1.236085,36,1,1,1,1,unroll_8,unroll_32,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_16,pipeline_1,unroll_4,1,1,0.614564729485,False
ss_sort_4184.c,xcu200-fsgd2104-2-e,5,1.113205,40,1,1,1,1,unroll_8,unroll_32,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_8,pipeline_1,pipeline_1,unroll_4,1,1,0.883070927709,False
ss_sort_4091.c,xcu200-fsgd2104-2-e,5,1.067675,91,1,1,1,2,unroll_8,unroll_32,pipeline_1,pipeline_1,unroll_64,unroll_32,unroll_16,unroll_16,pipeline_1,unroll_4,2,1.25,0.901440958108,False
ss_sort_4352.c,xcu200-fsgd2104-2-e,5,1.251675,54,1,1,1,1,unroll_8,unroll_32,unroll_32,pipeline_1,pipeline_1,unroll_16,unroll_16,unroll_4,unroll_4,unroll_4,1,1,0.584513924355,False
ss_sort_4350.c,xcu200-fsgd2104-2-e,5,1.06693,102.5,1,1,1,2,unroll_8,unroll_32,unroll_32,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_16,pipeline_1,unroll_4,2,1.25,0.902360904302,False
ss_sort_4318.c,xcu200-fsgd2104-2-e,5,1.066815,104,1,1,1,2,unroll_8,unroll_32,unroll_32,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_16,unroll_4,unroll_4,1,1.25,0.902502173234,False
ss_sort_4096.c,xcu200-fsgd2104-2-e,5,1.165205,101,1,1,1,2,unroll_8,unroll_32,unroll_32,pipeline_1,unroll_64,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_4,1,1.25,0.733425030544,False
ss_sort_4237.c,xcu200-fsgd2104-2-e,5,1.067035,51,1,1,1,1,unroll_8,unroll_32,unroll_4,pipeline_1,pipeline_1,unroll_16,unroll_16,unroll_16,unroll_4,unroll_4,4,1,0.998473969061,False
ss_sort_4271.c,xcu200-fsgd2104-2-e,5,1.067595,90,1,1,1,2,unroll_8,unroll_32,unroll_4,pipeline_1,unroll_64,unroll_16,unroll_16,unroll_16,unroll_4,unroll_4,1,1.25,0.901540139986,False
ss_sort_3877.c,xcu200-fsgd2104-2-e,5,1.127915,36,1,1,1,1,unroll_8,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_16,unroll_4,unroll_4,1,1,0.847968543731,False
ss_sort_3810.c,xcu200-fsgd2104-2-e,5,1.127915,29,1,1,1,1,unroll_8,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_4,unroll_4,unroll_2,1,1,0.847968543731,False
ss_sort_3715.c,xcu200-fsgd2104-2-e,5,1.240555,31,1,1,1,1,unroll_8,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_2,unroll_4,unroll_4,unroll_2,2,1,0.60585604607,False
ss_sort_3918.c,xcu200-fsgd2104-2-e,5,1.117675,31,1,1,1,1,unroll_8,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_8,pipeline_1,unroll_4,unroll_2,1,1,0.872319061129,False
ss_sort_3967.c,xcu200-fsgd2104-2-e,5,1.117455,36,1,1,1,1,unroll_8,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_8,pipeline_1,unroll_4,unroll_4,1,1,0.872846496768,False
ss_sort_3872.c,xcu200-fsgd2104-2-e,5,1.148325,34,1,1,1,1,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_4,pipeline_1,unroll_4,1,1,0.800597455967,False
ss_sort_3838.c,xcu200-fsgd2104-2-e,5,1.148325,32,1,1,1,1,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_4,unroll_4,unroll_4,1,1,0.800597455967,False
ss_sort_3857.c,xcu200-fsgd2104-2-e,5,1.128475,71,1,1,1,1,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_64,unroll_16,pipeline_1,unroll_4,unroll_4,unroll_4,1,1,0.84664812346,False
ss_sort_3758.c,xcu200-fsgd2104-2-e,5,1.425115,43,1,1,1,1,unroll_8,unroll_4,unroll_32,pipeline_1,pipeline_1,unroll_16,unroll_2,unroll_4,unroll_4,unroll_2,1,1,0.31117366244,False
ss_sort_3952.c,xcu200-fsgd2104-2-e,5,1.07141,95,1,1,1,2,unroll_8,unroll_4,unroll_32,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_16,pipeline_1,unroll_4,2,1.25,0.896704977769,False
ss_sort_4044.c,xcu200-fsgd2104-2-e,5,1.071855,134,1,1,1,3,unroll_8,unroll_4,unroll_32,pipeline_1,unroll_64,unroll_8,unroll_16,unroll_16,unroll_4,unroll_4,1,1.5,0.72522665162,False
ss_sort_3818.c,xcu200-fsgd2104-2-e,5,1.508315,67,1,1,1,1,unroll_8,unroll_4,unroll_32,unroll_32,pipeline_1,unroll_16,unroll_2,unroll_4,unroll_4,unroll_4,1,1,0.219764352863,False
ss_sort_3734.c,xcu200-fsgd2104-2-e,5,1.383925,101,1,1,1,1,unroll_8,unroll_4,unroll_64,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_8,pipeline_1,pipeline_1,1,1,0.365957268907,False
ss_sort_4058.c,xcu200-fsgd2104-2-e,5,1.281135,200,1,1,1,3,unroll_8,unroll_4,unroll_64,unroll_32,pipeline_1,unroll_8,unroll_2,unroll_16,pipeline_1,unroll_4,1,1.5,0.475586771212,False
ss_sort_3814.c,xcu200-fsgd2104-2-e,5,1.383845,165,1,1,1,3,unroll_8,unroll_4,unroll_64,unroll_64,unroll_2,unroll_8,unroll_8,unroll_8,pipeline_1,pipeline_1,1,1.5,0.33551857747,False
ss_sort_4488.c,xcu200-fsgd2104-2-e,5,1.066795,45,1,1,1,1,unroll_8,unroll_64,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_16,unroll_16,pipeline_1,unroll_4,3,1,0.999094571178,False
ss_sort_3805.c,xcu200-fsgd2104-2-e,5,1.148795,50,1,1,1,1,unroll_8,unroll_64,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_16,unroll_16,unroll_2,unroll_4,1,1,0.799524850265,False
ss_sort_4492.c,xcu200-fsgd2104-2-e,5,1.066795,43,1,1,1,1,unroll_8,unroll_64,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_16,pipeline_1,pipeline_1,unroll_4,1,1,0.999094571178,False
ss_sort_4566.c,xcu200-fsgd2104-2-e,5,1.066425,61,1,1,1,2,unroll_8,unroll_64,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_16,unroll_4,unroll_4,1,1.25,1,True
ss_sort_4449.c,xcu200-fsgd2104-2-e,5,1.066575,43,1,1,1,1,unroll_8,unroll_64,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_16,pipeline_1,unroll_4,4,1,0.999663644673,False
ss_sort_4553.c,xcu200-fsgd2104-2-e,5,1.066575,47,1,1,1,1,unroll_8,unroll_64,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_16,unroll_2,unroll_4,2,1,0.999663644673,False
ss_sort_4592.c,xcu200-fsgd2104-2-e,5,1.066575,46.5,1,1,1,1,unroll_8,unroll_64,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_16,unroll_4,unroll_4,2,1,0.999663644673,False
ss_sort_4538.c,xcu200-fsgd2104-2-e,5,1.066575,49,1,1,1,1,unroll_8,unroll_64,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_4,1,1,0.999663644673,False
ss_sort_4594.c,xcu200-fsgd2104-2-e,5,1.066575,47,1,1,1,1,unroll_8,unroll_64,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_4,pipeline_1,unroll_4,2,1,0.999663644673,False
ss_sort_4629.c,xcu200-fsgd2104-2-e,5,1.235535,35,1,1,1,1,unroll_8,unroll_64,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_16,unroll_4,unroll_4,1,1,0.615641402884,False
ss_sort_4485.c,xcu200-fsgd2104-2-e,5,1.086975,53,1,1,1,1,unroll_8,unroll_64,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_16,unroll_16,pipeline_1,unroll_4,1,1,0.947660678452,False
ss_sort_3873.c,xcu200-fsgd2104-2-e,5,1.148715,53,1,1,1,1,unroll_8,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_32,unroll_16,unroll_16,unroll_2,unroll_4,1,1,0.79970736342,False
ss_sort_4226.c,xcu200-fsgd2104-2-e,5,1.069035,40,1,1,1,1,unroll_8,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_16,unroll_4,pipeline_1,unroll_4,1,1,0.993310617087,False
ss_sort_4264.c,xcu200-fsgd2104-2-e,5,1.068815,43,1,1,1,1,unroll_8,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_4,pipeline_1,unroll_4,1,1,0.993877857469,False
ss_sort_4146.c,xcu200-fsgd2104-2-e,5,1.253375,54,1,1,1,1,unroll_8,unroll_8,unroll_32,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_4,unroll_4,unroll_4,1,1,0.581291724486,False
ss_sort_3261.c,xcu200-fsgd2104-2-e,10,2.15393,29,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_16,unroll_2,unroll_2,unroll_4,1,1,0.985203686917,False
ss_sort_3139.c,xcu200-fsgd2104-2-e,10,2.15353,28,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_2,unroll_4,unroll_4,1,1,0.985718971458,False
ss_sort_3102.c,xcu200-fsgd2104-2-e,10,2.15423,32.5,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_16,pipeline_1,unroll_4,unroll_4,4,1,0.984817321904,False
ss_sort_3079.c,xcu200-fsgd2104-2-e,10,2.15423,34,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_16,unroll_2,unroll_4,unroll_4,1,1,0.984817321904,False
ss_sort_3193.c,xcu200-fsgd2104-2-e,10,2.15423,33,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_2,pipeline_1,1,1,0.984817321904,False
ss_sort_3242.c,xcu200-fsgd2104-2-e,10,2.15423,29,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_2,unroll_2,pipeline_1,unroll_4,1,1,0.984817321904,False
ss_sort_2980.c,xcu200-fsgd2104-2-e,10,2.15423,30,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_2,unroll_2,unroll_4,unroll_4,1,1,0.984817321904,False
ss_sort_3035.c,xcu200-fsgd2104-2-e,10,2.15423,32,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_4,unroll_2,unroll_2,unroll_4,2,1,0.984817321904,False
ss_sort_3169.c,xcu200-fsgd2104-2-e,10,2.15423,29,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_4,unroll_2,unroll_4,unroll_4,1,1,0.984817321904,False
ss_sort_3060.c,xcu200-fsgd2104-2-e,10,2.15423,30.5,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_8,pipeline_1,unroll_2,pipeline_1,2,1,0.984817321904,False
ss_sort_3207.c,xcu200-fsgd2104-2-e,10,2.15379,30,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_16,pipeline_1,pipeline_1,unroll_4,1,1,0.985384019451,False
ss_sort_3235.c,xcu200-fsgd2104-2-e,10,2.15425,33,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_2,unroll_4,unroll_4,1,1,0.984791567235,False
ss_sort_3314.c,xcu200-fsgd2104-2-e,10,2.15425,29,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_4,unroll_2,unroll_4,1,1,0.984791567235,False
ss_sort_3188.c,xcu200-fsgd2104-2-e,10,2.15425,30,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_8,pipeline_1,pipeline_1,unroll_4,1,1,0.984791567235,False
ss_sort_3108.c,xcu200-fsgd2104-2-e,10,2.15425,33,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_8,pipeline_1,unroll_2,unroll_4,1,1,0.984791567235,False
ss_sort_3189.c,xcu200-fsgd2104-2-e,10,2.15849,33,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_4,1,1,0.979340040348,False
ss_sort_3068.c,xcu200-fsgd2104-2-e,10,2.15919,41,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_32,unroll_2,pipeline_1,unroll_4,unroll_4,3,1,0.97844164432,False
ss_sort_3143.c,xcu200-fsgd2104-2-e,10,2.15875,40,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_16,pipeline_1,pipeline_1,unroll_4,1,1,0.979006296794,False
ss_sort_3175.c,xcu200-fsgd2104-2-e,10,2.15921,39,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_16,pipeline_1,unroll_4,unroll_4,1,1,0.978415982609,False
ss_sort_3212.c,xcu200-fsgd2104-2-e,10,2.15921,37,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_8,pipeline_1,unroll_2,unroll_4,1,1,0.978415982609,False
ss_sort_3159.c,xcu200-fsgd2104-2-e,10,2.15875,39,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_8,unroll_4,unroll_4,unroll_4,1,1,0.979006296794,False
ss_sort_3176.c,xcu200-fsgd2104-2-e,10,2.15921,39,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_8,unroll_8,unroll_4,unroll_4,1,1,0.978415982609,False
ss_sort_3124.c,xcu200-fsgd2104-2-e,10,2.19503,32,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_32,pipeline_1,unroll_4,unroll_4,unroll_4,1,1,0.933057361857,False
ss_sort_3019.c,xcu200-fsgd2104-2-e,10,2.19503,31,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_16,unroll_2,unroll_4,unroll_4,1,1,0.933057361857,False
ss_sort_3100.c,xcu200-fsgd2104-2-e,10,2.19503,30,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_16,unroll_8,unroll_4,unroll_4,1,1,0.933057361857,False
ss_sort_3121.c,xcu200-fsgd2104-2-e,10,2.19503,34,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_2,unroll_2,unroll_4,unroll_4,2,1,0.933057361857,False
ss_sort_3114.c,xcu200-fsgd2104-2-e,10,2.19503,34,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_4,unroll_2,unroll_2,unroll_4,1,1,0.933057361857,False
ss_sort_3109.c,xcu200-fsgd2104-2-e,10,2.19503,34,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_4,unroll_8,unroll_4,unroll_4,1,1,0.933057361857,False
ss_sort_3049.c,xcu200-fsgd2104-2-e,10,2.23599,35,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_8,pipeline_1,unroll_2,pipeline_1,2,1,0.882663503046,False
ss_sort_3065.c,xcu200-fsgd2104-2-e,10,2.19505,34,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll_4,1,1,0.933032371841,False
ss_sort_3042.c,xcu200-fsgd2104-2-e,10,2.19505,33.5,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_4,2,1,0.933032371841,False
ss_sort_3099.c,xcu200-fsgd2104-2-e,10,2.19459,29,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_2,unroll_4,1,1,0.933607237022,False
ss_sort_2900.c,xcu200-fsgd2104-2-e,10,2.27682,31,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_8,unroll_2,unroll_4,2,1,0.833994261071,False
ss_sort_3034.c,xcu200-fsgd2104-2-e,10,2.19459,34,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_8,unroll_4,unroll_4,1,1,0.933607237022,False
ss_sort_3153.c,xcu200-fsgd2104-2-e,10,2.17425,33,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_4,1,1,0.959224500892,False
ss_sort_3043.c,xcu200-fsgd2104-2-e,10,2.17455,36,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_32,pipeline_1,unroll_2,unroll_4,unroll_4,1,1,0.958843848292,False
ss_sort_3122.c,xcu200-fsgd2104-2-e,10,2.17455,35,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_32,unroll_16,pipeline_1,pipeline_1,unroll_4,1,1,0.958843848292,False
ss_sort_3117.c,xcu200-fsgd2104-2-e,10,2.17455,37,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_32,unroll_16,pipeline_1,unroll_4,unroll_4,1,1,0.958843848292,False
ss_sort_3141.c,xcu200-fsgd2104-2-e,10,2.17455,31,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_32,unroll_16,unroll_2,unroll_4,unroll_4,1,1,0.958843848292,False
ss_sort_3038.c,xcu200-fsgd2104-2-e,10,2.17457,34,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_16,pipeline_1,unroll_4,unroll_4,2,1,0.958818474451,False
ss_sort_3076.c,xcu200-fsgd2104-2-e,10,2.17457,35,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_4,pipeline_1,unroll_4,unroll_4,1,1,0.958818474451,False
ss_sort_3129.c,xcu200-fsgd2104-2-e,10,2.17457,36,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_8,unroll_4,unroll_4,1,1,0.958818474451,False
ss_sort_3214.c,xcu200-fsgd2104-2-e,10,2.15505,70,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_4,1,1,0.98376168784,False
ss_sort_3328.c,xcu200-fsgd2104-2-e,10,2.15505,67,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_2,unroll_2,unroll_4,unroll_4,unroll_4,1,1,0.98376168784,False
ss_sort_3177.c,xcu200-fsgd2104-2-e,10,2.15535,70.5,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_32,unroll_16,unroll_2,unroll_4,unroll_4,2,1,0.983375637684,False
ss_sort_3156.c,xcu200-fsgd2104-2-e,10,2.15537,83,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_8,unroll_16,pipeline_1,unroll_4,unroll_4,1,1,0.983349904006,False
ss_sort_3253.c,xcu200-fsgd2104-2-e,10,2.15537,72,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_8,unroll_16,unroll_2,unroll_2,unroll_4,1,1,0.983349904006,False
ss_sort_2992.c,xcu200-fsgd2104-2-e,10,2.40113,50,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_8,unroll_2,unroll_2,unroll_4,unroll_2,1,1,0.695435504309,False
ss_sort_3160.c,xcu200-fsgd2104-2-e,10,2.16431,35,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_32,pipeline_1,unroll_2,unroll_4,unroll_4,1,1,0.971884480768,False
ss_sort_3171.c,xcu200-fsgd2104-2-e,10,2.16433,37,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_8,unroll_4,pipeline_1,unroll_2,unroll_4,1,1,0.971858915014,False
