Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,InnerLoop_4_1,Replicate_Count,Area,Weight,is_pareto
bbgemm_397.c,xczu7ev-ffvc1156-2-e,10,3.19552,325,1,1,40,48,unroll_64,unroll_16,unroll_2,pipeline_1,pipeline_1,1,22.5,0.4368596382,False
bbgemm_257.c,xczu7ev-ffvc1156-2-e,10,0.37896,126,1,6,60,40,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,4,26.75,1,True
bbgemm_312.c,xczu7ev-ffvc1156-2-e,10,0.37896,150,1,6,60,40,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_8,2,26.75,1,True
bbgemm_349.c,xczu7ev-ffvc1156-2-e,10,0.37896,128,1,6,60,40,unroll_64,unroll_2,pipeline_1,unroll_2,unroll_8,1,26.75,1,True
bbgemm_209.c,xczu7ev-ffvc1156-2-e,10,3.19592,77,1,1,10,12.5,unroll_64,unroll_2,unroll_2,pipeline_1,pipeline_1,4,6.125,0.855675713788,False
bbgemm_331.c,xczu7ev-ffvc1156-2-e,10,2.13096,79,1,1,13,14,unroll_64,unroll_2,unroll_2,pipeline_1,unroll_8,1,7.25,0.821839820647,False
bbgemm_427.c,xczu7ev-ffvc1156-2-e,10,9.5652,86,1,1,6,10,unroll_64,unroll_2,unroll_2,unroll_2,pipeline_1,1,4.5,0.566246161829,False
bbgemm_282.c,xczu7ev-ffvc1156-2-e,10,2.0896,433,1,1,54,48,unroll_64,unroll_32,unroll_2,pipeline_1,unroll_8,1,26,0.416342754105,False
bbgemm_133.c,xczu7ev-ffvc1156-2-e,10,3.19576,127,1,1,20,24,unroll_64,unroll_4,unroll_2,pipeline_1,pipeline_1,3,11.5,0.668570379018,False
bbgemm_166.c,xczu7ev-ffvc1156-2-e,10,3.19576,145,1,1,20,24,unroll_64,unroll_4,unroll_2,pipeline_1,unroll_2,1,11.5,0.668570379018,False
bbgemm_220.c,xczu7ev-ffvc1156-2-e,10,2.11032,158,1,1,27,27,unroll_64,unroll_4,unroll_2,pipeline_1,unroll_8,2,14,0.63048309588,False
bbgemm_250.c,xczu7ev-ffvc1156-2-e,10,10.87576,178,1,1,12,18,unroll_64,unroll_4,unroll_2,unroll_2,pipeline_1,1,8,0.492428545192,False
bbgemm_144.c,xczu7ev-ffvc1156-2-e,10,10.79384,444,1,1,23,34,unroll_64,unroll_4,unroll_2,unroll_4,pipeline_1,1,14.75,0.337913603717,False
bbgemm_255.c,xczu7ev-ffvc1156-2-e,10,2.80664,356,1,1,15,31,unroll_64,unroll_4,unroll_2,unroll_4,unroll_8,1,12,0.671555836044,False
bbgemm_140.c,xczu7ev-ffvc1156-2-e,10,3.19576,1256,1,1,81,99,unroll_64,unroll_4,unroll_8,pipeline_1,unroll_2,1,45.5,0.104305302888,False
bbgemm_375.c,xczu7ev-ffvc1156-2-e,10,3.19552,368,1,1,40,48,unroll_64,unroll_64,unroll_2,pipeline_1,pipeline_1,1,22.5,0.4368596382,False
bbgemm_315.c,xczu7ev-ffvc1156-2-e,10,3.19552,383,1,1,42,49,unroll_64,unroll_8,unroll_2,pipeline_1,pipeline_1,3,23.25,0.416488286317,False
bbgemm_341.c,xczu7ev-ffvc1156-2-e,10,2.13056,382,1,1,54,52,unroll_64,unroll_8,unroll_2,pipeline_1,unroll_8,1,27,0.401019364907,False
bbgemm_422.c,xczu7ev-ffvc1156-2-e,10,3.19552,360,1,1,40,48,unroll_8,unroll_16,unroll_2,pipeline_1,pipeline_1,1,22.5,0.4368596382,False
bbgemm_432.c,xczu7ev-ffvc1156-2-e,10,0.37896,143,1,6,60,40,unroll_8,unroll_2,pipeline_1,pipeline_1,pipeline_1,5,26.75,1,True
bbgemm_445.c,xczu7ev-ffvc1156-2-e,10,0.37896,146,1,6,60,40,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll_8,1,26.75,1,True
bbgemm_430.c,xczu7ev-ffvc1156-2-e,10,0.37896,145,1,6,60,40,unroll_8,unroll_2,pipeline_1,unroll_2,pipeline_1,2,26.75,1,True
bbgemm_473.c,xczu7ev-ffvc1156-2-e,10,0.37896,152,1,6,60,40,unroll_8,unroll_2,pipeline_1,unroll_2,unroll_2,1,26.75,1,True
bbgemm_452.c,xczu7ev-ffvc1156-2-e,10,0.37896,127,1,6,60,40,unroll_8,unroll_2,pipeline_1,unroll_2,unroll_8,1,26.75,1,True
bbgemm_272.c,xczu7ev-ffvc1156-2-e,10,3.19592,68,1,1,10,12,unroll_8,unroll_2,unroll_2,pipeline_1,pipeline_1,3,6,0.861308415781,False
bbgemm_307.c,xczu7ev-ffvc1156-2-e,10,2.11048,81,1,1,13,13.5,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_8,2,7.125,0.826541429366,False
bbgemm_381.c,xczu7ev-ffvc1156-2-e,10,10.22056,77,1,1,6,9.5,unroll_8,unroll_2,unroll_2,unroll_2,pipeline_1,2,4.375,0.565720536023,False
bbgemm_435.c,xczu7ev-ffvc1156-2-e,10,9.55496,171,1,1,13,20,unroll_8,unroll_2,unroll_4,unroll_2,pipeline_1,1,8.75,0.488490725438,False
bbgemm_217.c,xczu7ev-ffvc1156-2-e,10,3.19576,124,1,1,20,24,unroll_8,unroll_4,unroll_2,pipeline_1,pipeline_1,3,11.5,0.668570379018,False
bbgemm_211.c,xczu7ev-ffvc1156-2-e,10,3.19576,131,1,1,21,25,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,1,12,0.657472372532,False
bbgemm_319.c,xczu7ev-ffvc1156-2-e,10,2.11032,170.5,1,1,27,27,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_8,2,14,0.63048309588,False
bbgemm_246.c,xczu7ev-ffvc1156-2-e,10,9.56504,176,1,1,13,20,unroll_8,unroll_4,unroll_2,unroll_2,pipeline_1,1,8.75,0.488425966342,False
bbgemm_458.c,xczu7ev-ffvc1156-2-e,10,3.62584,219,1,1,13,24,unroll_8,unroll_4,unroll_2,unroll_2,unroll_8,1,9.75,0.691196439009,False
bbgemm_171.c,xczu7ev-ffvc1156-2-e,10,10.13848,460,1,1,24,36,unroll_8,unroll_4,unroll_2,unroll_4,pipeline_1,2,15.5,0.327414591576,False
bbgemm_479.c,xczu7ev-ffvc1156-2-e,10,2.80664,410,1,1,15,31,unroll_8,unroll_4,unroll_2,unroll_4,unroll_8,1,12,0.671555836044,False
bbgemm_453.c,xczu7ev-ffvc1156-2-e,10,2.0896,391,1,1,54,48,unroll_8,unroll_64,unroll_2,pipeline_1,unroll_8,1,26,0.416342754105,False
bbgemm_424.c,xczu7ev-ffvc1156-2-e,10,9.5648,477,1,1,25,39,unroll_8,unroll_64,unroll_2,unroll_2,pipeline_1,1,16.5,0.31165702331,False
bbgemm_213.c,xczu7ev-ffvc1156-2-e,10,3.19552,372,1,1,41,48.5,unroll_8,unroll_8,unroll_2,pipeline_1,pipeline_1,4,22.875,0.42669154915,False
bbgemm_356.c,xczu7ev-ffvc1156-2-e,10,3.19552,1232,1,1,81,96,unroll_8,unroll_8,unroll_4,pipeline_1,pipeline_1,1,44.75,0.107423679704,False
