Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_2_1,Replicate_Count,Area,Weight,is_pareto
viterbi_557.c,xczu7ev-ffvc1156-2-e,10,6.90909,153,5,0,4,17,cyclic_2_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_63,1,6.5,0.856264399106,False
viterbi_320.c,xczu7ev-ffvc1156-2-e,10,6.92303,105,5,0,3,11,cyclic_2_1,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,3,4.75,1,True
viterbi_548.c,xczu7ev-ffvc1156-2-e,10,6.92303,105,5,0,3,11,cyclic_2_1,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_2,1,4.75,1,True
viterbi_326.c,xczu7ev-ffvc1156-2-e,10,6.92303,105,5,0,3,11,cyclic_2_1,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_63,1,4.75,1,True
viterbi_257.c,xczu7ev-ffvc1156-2-e,10,6.97623,120,5,0,3,14,cyclic_2_1,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_63,1,5.5,0.902497847978,False
viterbi_511.c,xczu7ev-ffvc1156-2-e,10,7.84002,51,5,0,1,3,cyclic_2_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,pipeline_1,1,2.25,0.999991198923,False
viterbi_709.c,xczu7ev-ffvc1156-2-e,10,7.82882,57,5,0,1,4,cyclic_2_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,1,2.5,0.993782803874,False
viterbi_163.c,xczu7ev-ffvc1156-2-e,10,74.54128,172,5,0,7,20,cyclic_2_1,pipeline_1,unroll_2,pipeline_1,unroll_64,unroll_4,pipeline_1,unroll_8,1,8,0.275780381304,False
viterbi_370.c,xczu7ev-ffvc1156-2-e,10,6.9236,108,5,0,3,12,cyclic_2_1,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline_1,pipeline_1,unroll_63,1,5,0.925957209638,False
viterbi_411.c,xczu7ev-ffvc1156-2-e,10,6.90953,150,5,0,4,18,cyclic_2_1,pipeline_1,unroll_2,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,6.75,0.845889192374,False
viterbi_432.c,xczu7ev-ffvc1156-2-e,10,6.90953,151,5,0,4,18,cyclic_2_1,pipeline_1,unroll_2,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_4,1,6.75,0.845889192374,False
viterbi_364.c,xczu7ev-ffvc1156-2-e,10,6.92347,105,5,0,3,12,cyclic_2_1,pipeline_1,unroll_2,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_4,1,5,0.925956951388,False
viterbi_542.c,xczu7ev-ffvc1156-2-e,10,6.92362,135,8,0,4,15,cyclic_2_1,pipeline_1,unroll_2,unroll_63,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,6.75,0.845744547423,False
viterbi_178.c,xczu7ev-ffvc1156-2-e,10,6.91157,270,5,0,6,27,cyclic_2_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_4,1,9.5,0.783602482837,False
viterbi_276.c,xczu7ev-ffvc1156-2-e,10,7.50406,204,5,0,6,26,cyclic_2_1,pipeline_1,unroll_4,pipeline_1,unroll_16,pipeline_1,unroll_2,pipeline_1,1,9.25,0.783877910837,False
viterbi_141.c,xczu7ev-ffvc1156-2-e,10,7.50406,211,5,0,6,26,cyclic_2_1,pipeline_1,unroll_4,pipeline_1,unroll_16,pipeline_1,unroll_2,unroll_4,1,9.25,0.783877910837,False
viterbi_219.c,xczu7ev-ffvc1156-2-e,10,6.91216,342,8,0,7,30,cyclic_2_1,pipeline_1,unroll_4,unroll_63,pipeline_1,pipeline_1,unroll_8,unroll_4,1,11.25,0.74462632531,False
viterbi_217.c,xczu7ev-ffvc1156-2-e,10,7.17045,453,5,0,10,45,cyclic_2_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1,15,0.61302638433,False
viterbi_275.c,xczu7ev-ffvc1156-2-e,10,7.17045,497,5,0,10,45,cyclic_2_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_4,1,15,0.61302638433,False
viterbi_68.c,xczu7ev-ffvc1156-2-e,10,8.06042,75,5,0,2,7,cyclic_2_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_4,pipeline_1,pipeline_1,1,3.5,0.956519411366,False
viterbi_158.c,xczu7ev-ffvc1156-2-e,10,76.62746,82,5,0,3,11,cyclic_2_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_2,1,4.75,0.296012255955,False
viterbi_14.c,xczu7ev-ffvc1156-2-e,10,8.09928,184,5,0,7,18,cyclic_2_1,pipeline_1,unroll_8,pipeline_1,unroll_64,unroll_4,pipeline_1,pipeline_1,1,7.5,0.816000913419,False
viterbi_238.c,xczu7ev-ffvc1156-2-e,10,8.17224,1742,5,0,20,96,cyclic_2_1,pipeline_1,unroll_8,pipeline_1,unroll_64,unroll_4,unroll_16,pipeline_1,1,30.25,0.202433694026,False
viterbi_86.c,xczu7ev-ffvc1156-2-e,10,8.1929,154,5,0,5,19,cyclic_2_1,pipeline_1,unroll_8,unroll_4,unroll_16,unroll_4,unroll_8,pipeline_1,1,7.25,0.821129724056,False
viterbi_191.c,xczu7ev-ffvc1156-2-e,10,76.6279,87,5,0,3,11,cyclic_2_1,pipeline_1,unroll_8,unroll_4,unroll_2,unroll_4,pipeline_1,unroll_2,1,4.75,0.296007935946,False
viterbi_155.c,xczu7ev-ffvc1156-2-e,10,7.11784,409,8,0,10,45,cyclic_2_1,pipeline_1,unroll_8,unroll_63,unroll_2,pipeline_1,pipeline_1,unroll_63,1,15.75,0.586515205678,False
viterbi_200.c,xczu7ev-ffvc1156-2-e,10,8.19288,209,6,0,5,23,cyclic_2_1,unroll_16,unroll_8,unroll_63,unroll_16,unroll_4,unroll_8,pipeline_1,1,8.5,0.791882665309,False
viterbi_460.c,xczu7ev-ffvc1156-2-e,10,6.90914,155,5,0,4,18,cyclic_2_1,unroll_32,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,6.75,0.845893192661,False
viterbi_306.c,xczu7ev-ffvc1156-2-e,10,6.91191,192,5,0,4,17,cyclic_2_1,unroll_32,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,1,6.5,0.856268084414,False
viterbi_681.c,xczu7ev-ffvc1156-2-e,10,7.8394,57,5,0,1,4,cyclic_2_1,unroll_32,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,pipeline_1,1,2.5,0.993651735701,False
viterbi_271.c,xczu7ev-ffvc1156-2-e,10,7.84032,59,5,0,1,4,cyclic_2_1,unroll_32,unroll_2,unroll_2,unroll_4,unroll_4,pipeline_1,pipeline_1,1,2.5,0.993640205022,False
viterbi_286.c,xczu7ev-ffvc1156-2-e,10,74.50239,117,6,0,3,13,cyclic_2_1,unroll_32,unroll_2,unroll_63,unroll_4,unroll_4,pipeline_1,unroll_8,1,5.5,0.307204894739,False
viterbi_182.c,xczu7ev-ffvc1156-2-e,10,8.19349,167,5,0,6,19,cyclic_2_1,unroll_4,unroll_16,unroll_4,unroll_8,unroll_4,unroll_8,pipeline_1,1,7.5,0.814913656648,False
viterbi_322.c,xczu7ev-ffvc1156-2-e,10,74.50294,63,5,0,1,7,cyclic_2_1,unroll_4,unroll_2,unroll_4,unroll_4,unroll_4,pipeline_1,unroll_4,1,3.25,0.331978225729,False
viterbi_198.c,xczu7ev-ffvc1156-2-e,10,6.96502,322,6,0,9,45,cyclic_2_1,unroll_4,unroll_2,unroll_4,unroll_8,unroll_4,unroll_8,unroll_63,1,15,0.613772906943,False
viterbi_264.c,xczu7ev-ffvc1156-2-e,10,6.95869,996,6,0,16,78,cyclic_2_1,unroll_4,unroll_2,unroll_63,unroll_4,unroll_8,unroll_8,unroll_63,1,25,0.309947025115,False
viterbi_243.c,xczu7ev-ffvc1156-2-e,10,76.63042,140,5,0,6,19,cyclic_2_1,unroll_4,unroll_8,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_4,1,7.5,0.266696235359,False
viterbi_465.c,xczu7ev-ffvc1156-2-e,10,6.90907,167,5,0,4,18,cyclic_2_1,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,1,6.75,0.845893910642,False
viterbi_387.c,xczu7ev-ffvc1156-2-e,10,6.90907,167,5,0,4,19,cyclic_2_1,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_63,unroll_2,1,7,0.84026501081,False
viterbi_210.c,xczu7ev-ffvc1156-2-e,10,74.50208,96,5,0,2,10,cyclic_2_1,unroll_64,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_8,1,4.25,0.32189942114,False
viterbi_617.c,xczu7ev-ffvc1156-2-e,10,7.81523,100,5,0,3,10,cyclic_2_1,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,4.5,0.944866098578,False
viterbi_72.c,xczu7ev-ffvc1156-2-e,10,74.47305,1656,6,0,20,68,cyclic_2_1,unroll_8,unroll_2,pipeline_1,unroll_2,unroll_32,unroll_63,unroll_8,1,23.5,0.120689266443,False
viterbi_501.c,xczu7ev-ffvc1156-2-e,10,6.92303,112,5,0,3,12,cyclic_2_1,unroll_8,unroll_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,1,5,0.925956073992,False
viterbi_597.c,xczu7ev-ffvc1156-2-e,10,3.03387,129,5,0,5,17,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,4,6.75,1,True
viterbi_486.c,xczu7ev-ffvc1156-2-e,10,3.03387,133,5,0,5,17,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,5,6.75,1,True
viterbi_527.c,xczu7ev-ffvc1156-2-e,10,3.03526,156.5,5,0,5,16.5,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_63,2,6.625,1,True
viterbi_661.c,xczu7ev-ffvc1156-2-e,10,3.03387,127,5,0,5,17,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_63,unroll_63,1,6.75,1,True
viterbi_666.c,xczu7ev-ffvc1156-2-e,10,7.81764,138.5,5,0,2,9,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,2,4,1,True
viterbi_713.c,xczu7ev-ffvc1156-2-e,10,7.81764,89,5,0,2,9,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_63,pipeline_1,1,4,1,True
viterbi_590.c,xczu7ev-ffvc1156-2-e,10,3.04783,92,5,0,4,11,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,5,1,True
viterbi_497.c,xczu7ev-ffvc1156-2-e,10,3.04783,92,5,0,4,11,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_2,3,5,1,True
viterbi_478.c,xczu7ev-ffvc1156-2-e,10,3.04783,92,5,0,4,11,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,1,5,1,True
viterbi_722.c,xczu7ev-ffvc1156-2-e,10,3.03803,150,5,0,6,21,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_63,unroll_2,1,8,0.845696712726,False
viterbi_609.c,xczu7ev-ffvc1156-2-e,10,7.82882,57,5,0,1,4,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,1,2.5,0.993782803874,False
viterbi_521.c,xczu7ev-ffvc1156-2-e,10,3.04748,92.5,5,0,4,12,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,6,5.25,1,True
viterbi_487.c,xczu7ev-ffvc1156-2-e,10,3.04748,94,5,0,4,12,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_2,3,5.25,1,True
viterbi_689.c,xczu7ev-ffvc1156-2-e,10,3.04748,96,5,0,4,12,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_8,1,5.25,1,True
viterbi_515.c,xczu7ev-ffvc1156-2-e,10,3.61028,92,5,0,4,12,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_2,pipeline_1,1,5.25,0.903963331886,False
viterbi_541.c,xczu7ev-ffvc1156-2-e,10,7.83967,53,5,0,1,3,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,pipeline_1,2,2.25,1,True
viterbi_732.c,xczu7ev-ffvc1156-2-e,10,7.82847,58,5,0,1,5,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_8,pipeline_1,pipeline_1,1,2.75,1,True
viterbi_673.c,xczu7ev-ffvc1156-2-e,10,71.62367,66,5,0,1,5,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll_2,1,2.75,0.366385610788,False
viterbi_226.c,xczu7ev-ffvc1156-2-e,10,3.12363,621,5,0,13,59,cyclic_2_2,pipeline_1,unroll_2,unroll_4,unroll_32,pipeline_1,unroll_16,pipeline_1,1,19.25,0.470530083992,False
viterbi_711.c,xczu7ev-ffvc1156-2-e,10,3.03384,171,5,0,6,21,cyclic_2_2,pipeline_1,unroll_2,unroll_63,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,8,0.845679114998,False
viterbi_532.c,xczu7ev-ffvc1156-2-e,10,3.0478,113,5,0,5,16,cyclic_2_2,pipeline_1,unroll_2,unroll_63,unroll_2,pipeline_1,pipeline_1,unroll_2,1,6.5,0.879478913762,False
viterbi_444.c,xczu7ev-ffvc1156-2-e,10,3.03358,212.5,5,0,7,27,cyclic_2_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,2,9.75,0.797947850736,False
viterbi_330.c,xczu7ev-ffvc1156-2-e,10,3.04998,171,5,0,7,24,cyclic_2_2,pipeline_1,unroll_4,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_63,1,9,0.830093143746,False
viterbi_559.c,xczu7ev-ffvc1156-2-e,10,3.0479,96,5,0,4,12,cyclic_2_2,unroll_16,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,5.25,0.906608201254,False
viterbi_234.c,xczu7ev-ffvc1156-2-e,10,3.06243,173,5,0,7,22,cyclic_2_2,unroll_16,unroll_2,unroll_63,unroll_32,pipeline_1,pipeline_1,pipeline_1,1,8.5,0.829712840503,False
viterbi_168.c,xczu7ev-ffvc1156-2-e,10,3.12323,743.5,5,0,13,63,cyclic_2_2,unroll_16,unroll_2,unroll_63,unroll_32,pipeline_1,unroll_16,pipeline_1,2,20.25,0.439417517193,False
viterbi_204.c,xczu7ev-ffvc1156-2-e,10,7.8545,109,5,0,4,14,cyclic_2_2,unroll_16,unroll_2,unroll_63,unroll_32,unroll_4,pipeline_1,pipeline_1,1,5.75,0.88902754125,False
viterbi_242.c,xczu7ev-ffvc1156-2-e,10,3.06214,262,5,0,9,32,cyclic_2_2,unroll_16,unroll_4,unroll_63,unroll_32,pipeline_1,pipeline_1,pipeline_1,1,11.5,0.756357162011,False
viterbi_237.c,xczu7ev-ffvc1156-2-e,10,7.91499,670,5,0,11,55,cyclic_2_2,unroll_16,unroll_4,unroll_63,unroll_32,unroll_4,unroll_16,pipeline_1,1,17.75,0.515866816387,False
viterbi_392.c,xczu7ev-ffvc1156-2-e,10,3.03388,139,5,0,5,18,cyclic_2_2,unroll_32,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,4,7,0.872120412156,False
viterbi_473.c,xczu7ev-ffvc1156-2-e,10,3.23407,311,5,1,10,46,cyclic_2_2,unroll_32,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_63,1,15.5,0.59929013663,False
viterbi_295.c,xczu7ev-ffvc1156-2-e,10,3.32964,138,5,0,5,19,cyclic_2_2,unroll_32,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_4,unroll_63,1,7.25,0.864938970497,False
viterbi_608.c,xczu7ev-ffvc1156-2-e,10,3.04784,97,5,0,4,12,cyclic_2_2,unroll_32,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,2,5.25,0.906608466966,False
viterbi_589.c,xczu7ev-ffvc1156-2-e,10,3.04784,100,5,0,4,12,cyclic_2_2,unroll_32,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,1,5.25,0.906608466966,False
viterbi_683.c,xczu7ev-ffvc1156-2-e,10,7.82869,61,5,0,1,5,cyclic_2_2,unroll_32,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,1,2.75,0.987594609841,False
viterbi_207.c,xczu7ev-ffvc1156-2-e,10,3.1232,567,5,0,13,59,cyclic_2_2,unroll_32,unroll_2,pipeline_1,unroll_32,pipeline_1,unroll_16,pipeline_1,1,19.25,0.470529622295,False
viterbi_517.c,xczu7ev-ffvc1156-2-e,10,3.04749,100,5,0,4,13,cyclic_2_2,unroll_32,unroll_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,3,5.5,0.901956611017,False
viterbi_369.c,xczu7ev-ffvc1156-2-e,10,3.04749,101,5,0,4,13,cyclic_2_2,unroll_32,unroll_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_2,1,5.5,0.901956611017,False
viterbi_414.c,xczu7ev-ffvc1156-2-e,10,3.04749,99,5,0,4,13,cyclic_2_2,unroll_32,unroll_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_8,2,5.5,0.901956611017,False
viterbi_428.c,xczu7ev-ffvc1156-2-e,10,3.32973,113,5,0,4,15,cyclic_2_2,unroll_32,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_4,pipeline_1,1,6,0.890670230169,False
viterbi_354.c,xczu7ev-ffvc1156-2-e,10,3.12364,597,5,0,13,59,cyclic_2_2,unroll_32,unroll_2,unroll_4,unroll_32,pipeline_1,unroll_16,unroll_4,1,19.25,0.470530094727,False
viterbi_418.c,xczu7ev-ffvc1156-2-e,10,3.04781,118,5,0,5,16,cyclic_2_2,unroll_32,unroll_2,unroll_63,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,6.5,0.879478965747,False
viterbi_388.c,xczu7ev-ffvc1156-2-e,10,3.04781,122,5,0,5,16,cyclic_2_2,unroll_32,unroll_2,unroll_63,unroll_2,pipeline_1,pipeline_1,unroll_8,1,6.5,0.879478965747,False
viterbi_383.c,xczu7ev-ffvc1156-2-e,10,3.06237,191,5,0,7,23,cyclic_2_2,unroll_32,unroll_2,unroll_63,unroll_32,pipeline_1,pipeline_1,pipeline_1,1,8.75,0.830067730552,False
viterbi_17.c,xczu7ev-ffvc1156-2-e,10,3.12317,804,5,0,13,63,cyclic_2_2,unroll_32,unroll_2,unroll_63,unroll_32,pipeline_1,unroll_16,pipeline_1,1,20.25,0.439417458765,False
viterbi_65.c,xczu7ev-ffvc1156-2-e,10,22.25122,740,5,0,11,58,cyclic_2_2,unroll_32,unroll_2,unroll_63,unroll_32,unroll_4,unroll_16,unroll_8,1,18.5,0.402542736159,False
viterbi_328.c,xczu7ev-ffvc1156-2-e,10,3.04746,122,5,0,5,17,cyclic_2_2,unroll_32,unroll_2,unroll_63,unroll_4,pipeline_1,pipeline_1,unroll_8,1,6.75,0.877152260537,False
viterbi_509.c,xczu7ev-ffvc1156-2-e,10,3.04755,156,5,0,6,22,cyclic_2_2,unroll_32,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,8.25,0.834876896832,False
viterbi_167.c,xczu7ev-ffvc1156-2-e,10,3.12291,760,5,0,15,68,cyclic_2_2,unroll_32,unroll_4,pipeline_1,unroll_32,pipeline_1,unroll_16,pipeline_1,1,22,0.388222234385,False
viterbi_245.c,xczu7ev-ffvc1156-2-e,10,3.10468,438,5,0,11,50,cyclic_2_2,unroll_32,unroll_4,unroll_63,unroll_16,pipeline_1,unroll_16,pipeline_1,1,16.5,0.562978716867,False
viterbi_194.c,xczu7ev-ffvc1156-2-e,10,3.26382,463,5,0,12,53,cyclic_2_2,unroll_32,unroll_8,unroll_4,unroll_16,pipeline_1,unroll_8,pipeline_1,1,17.5,0.528379949486,False
viterbi_502.c,xczu7ev-ffvc1156-2-e,10,3.0343,139,5,0,5,17,cyclic_2_2,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,6.75,0.877233098265,False
viterbi_230.c,xczu7ev-ffvc1156-2-e,10,3.12362,612,5,0,13,58,cyclic_2_2,unroll_4,unroll_2,pipeline_1,unroll_32,pipeline_1,unroll_16,unroll_63,1,19,0.478518533217,False
viterbi_296.c,xczu7ev-ffvc1156-2-e,10,3.33015,106,5,0,4,15,cyclic_2_2,unroll_4,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_4,unroll_4,1,6,0.890667850397,False
viterbi_273.c,xczu7ev-ffvc1156-2-e,10,3.10586,268,5,0,8,36,cyclic_2_2,unroll_4,unroll_2,unroll_4,unroll_16,pipeline_1,unroll_16,unroll_4,1,12.25,0.725429720135,False
viterbi_332.c,xczu7ev-ffvc1156-2-e,10,38.72045,206,5,0,5,28,cyclic_2_2,unroll_4,unroll_2,unroll_4,unroll_16,unroll_4,unroll_16,unroll_4,1,9.5,0.358049517016,False
viterbi_724.c,xczu7ev-ffvc1156-2-e,10,71.62379,82,5,0,2,9,cyclic_2_2,unroll_4,unroll_4,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll_2,1,4,0.349156002608,False
viterbi_313.c,xczu7ev-ffvc1156-2-e,10,3.0625,260,5,0,9,32,cyclic_2_2,unroll_4,unroll_4,unroll_63,unroll_32,pipeline_1,pipeline_1,unroll_63,1,11.5,0.756358064626,False
viterbi_258.c,xczu7ev-ffvc1156-2-e,10,3.20712,1247,5,0,19,86,cyclic_2_2,unroll_4,unroll_8,pipeline_1,unroll_32,pipeline_1,unroll_16,pipeline_1,1,27.5,0.254466027961,False
viterbi_247.c,xczu7ev-ffvc1156-2-e,10,3.25741,326,5,0,11,43,cyclic_2_2,unroll_4,unroll_8,pipeline_1,unroll_4,pipeline_1,unroll_8,unroll_4,1,14.75,0.62728865101,False
viterbi_439.c,xczu7ev-ffvc1156-2-e,10,3.03353,141,5,0,5,18,cyclic_2_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,2,7,1,True
viterbi_645.c,xczu7ev-ffvc1156-2-e,10,3.03492,170,5,0,5,17.5,cyclic_2_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_63,2,6.875,0.871807276425,False
viterbi_607.c,xczu7ev-ffvc1156-2-e,10,3.03353,133,5,0,5,18,cyclic_2_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_63,pipeline_1,1,7,1,True
viterbi_703.c,xczu7ev-ffvc1156-2-e,10,3.03353,134,5,0,5,18,cyclic_2_2,unroll_64,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_63,unroll_2,1,7,1,True
viterbi_638.c,xczu7ev-ffvc1156-2-e,10,7.81452,98,5,0,3,11,cyclic_2_2,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,4.75,0.932853638012,False
viterbi_440.c,xczu7ev-ffvc1156-2-e,10,22.15052,153,5,0,4,19,cyclic_2_2,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_8,1,7,0.639807411239,False
viterbi_556.c,xczu7ev-ffvc1156-2-e,10,3.04749,103,5,0,4,12,cyclic_2_2,unroll_64,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,5.25,0.906610016885,False
viterbi_664.c,xczu7ev-ffvc1156-2-e,10,3.04749,100,5,0,4,12,cyclic_2_2,unroll_64,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_2,1,5.25,0.906610016885,False
viterbi_650.c,xczu7ev-ffvc1156-2-e,10,3.04749,102,5,0,4,12,cyclic_2_2,unroll_64,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,1,5.25,0.906610016885,False
viterbi_561.c,xczu7ev-ffvc1156-2-e,10,7.82848,63,5,0,1,5,cyclic_2_2,unroll_64,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,1,2.75,0.987597202549,False
viterbi_705.c,xczu7ev-ffvc1156-2-e,10,71.62368,68,5,0,1,6,cyclic_2_2,unroll_64,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_2,1,3,0.362945853539,False
viterbi_566.c,xczu7ev-ffvc1156-2-e,10,3.04714,101,5,0,4,13,cyclic_2_2,unroll_64,unroll_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,3,5.5,1,True
viterbi_451.c,xczu7ev-ffvc1156-2-e,10,3.04714,101.5,5,0,4,13,cyclic_2_2,unroll_64,unroll_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_2,2,5.5,1,True
viterbi_498.c,xczu7ev-ffvc1156-2-e,10,7.82813,69,5,0,1,6,cyclic_2_2,unroll_64,unroll_2,pipeline_1,unroll_4,unroll_8,pipeline_1,pipeline_1,1,3,1,True
viterbi_423.c,xczu7ev-ffvc1156-2-e,10,3.04746,121,5,0,5,17,cyclic_2_2,unroll_64,unroll_2,unroll_63,unroll_2,pipeline_1,pipeline_1,unroll_8,1,6.75,0.877152260537,False
viterbi_613.c,xczu7ev-ffvc1156-2-e,10,3.04685,161,5,0,6,22,cyclic_2_2,unroll_64,unroll_4,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,1,8.25,0.834874098369,False
viterbi_260.c,xczu7ev-ffvc1156-2-e,10,3.04973,168,5,0,6,23,cyclic_2_2,unroll_64,unroll_4,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_63,1,8.5,0.829665490422,False
viterbi_325.c,xczu7ev-ffvc1156-2-e,10,3.0497,204,5,0,7,28,cyclic_2_2,unroll_64,unroll_4,unroll_63,unroll_8,pipeline_1,pipeline_1,unroll_4,1,10,0.79825630369,False
viterbi_239.c,xczu7ev-ffvc1156-2-e,10,3.03406,131,5,0,5,17,cyclic_2_2,unroll_8,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,3,6.75,0.877234571109,False
viterbi_540.c,xczu7ev-ffvc1156-2-e,10,3.03406,135,5,0,5,17,cyclic_2_2,unroll_8,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,1,6.75,0.877234571109,False
