Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,InnerLoop_2_2,InnerLoop_2_3,InnerLoop_3_1,Replicate_Count,Area,Weight,is_pareto
workload_727.cpp,xczu7ev-ffvc1156-2-e,10,83.3527,257,1,2,8,22,block_32_1,cyclic_64_1,block_64_1,block_8_1,block_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_2,pipeline_1,1,8.25,0.935659790099,False
workload_564.cpp,xczu7ev-ffvc1156-2-e,10,82.52038,416,2,2,23,44.5,block_32_1,cyclic_64_1,block_64_1,block_8_1,complete_2,block_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_32,unroll_2,unroll_8,pipeline_1,2,17.875,0.677672136448,False
workload_537.cpp,xczu7ev-ffvc1156-2-e,10,94.96366,875,1,57,36,63,block_32_1,cyclic_64_1,block_64_1,block_8_1,complete_2,block_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_64,unroll_16,unroll_8,pipeline_1,1,39.25,0.27633004461,False
workload_509.cpp,xczu7ev-ffvc1156-2-e,10,82.36014,529,1,2,23,46,block_32_1,cyclic_64_1,block_64_1,block_8_1,complete_2,block_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_64,unroll_2,unroll_8,pipeline_1,1,18,0.677672508163,False
workload_610.cpp,xczu7ev-ffvc1156-2-e,10,82.3615,466,1,2,23,44,block_32_1,cyclic_64_1,block_64_1,block_8_1,complete_2,block_2_1,unroll_2,unroll_2,unroll_2,unroll_8,unroll_32,unroll_2,unroll_8,pipeline_1,1,17.5,0.689851409966,False
workload_733.cpp,xczu7ev-ffvc1156-2-e,10,80.10566,1109,1,2,24,49,block_32_1,cyclic_64_1,block_64_1,block_8_1,complete_2,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_8,pipeline_1,1,19,0.677676439257,False
workload_635.cpp,xczu7ev-ffvc1156-2-e,10,80.1103,1093,1,2,41,91,block_32_1,cyclic_64_1,block_64_1,complete_1,block_8_1,block_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_16,pipeline_1,1,33.75,0.388245304583,False
workload_655.cpp,xczu7ev-ffvc1156-2-e,10,80.1103,1103,1,2,41,91,block_32_1,cyclic_64_1,block_64_1,complete_1,block_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_16,pipeline_1,1,33.75,0.388245304583,False
workload_558.cpp,xczu7ev-ffvc1156-2-e,10,80.11398,1098,1,2,41,91,block_32_1,cyclic_64_1,block_64_1,complete_1,block_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_16,pipeline_1,1,33.75,0.388245306678,False
workload_412.cpp,xczu7ev-ffvc1156-2-e,10,1648.48838,1202,1,1,8,28,block_32_1,cyclic_64_1,cyclic_2_1,block_16_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_4,unroll_64,unroll_4,pipeline_1,unroll_4,unroll_2,1,9.5,0.152429163528,False
workload_429.cpp,xczu7ev-ffvc1156-2-e,10,897.63574,522,1,3,8,43,block_32_1,cyclic_64_1,cyclic_2_1,block_2_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_2,1,13.75,0.453062259815,False
workload_577.cpp,xczu7ev-ffvc1156-2-e,10,1648.6027,670,1,1,8,24,block_32_1,cyclic_64_1,cyclic_2_1,block_32_1,complete_2,cyclic_2_1,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_8,pipeline_1,unroll_4,unroll_2,1,8.5,0.153580622315,False
workload_368.cpp,xczu7ev-ffvc1156-2-e,10,83.05686,1969,1,2,20,49,block_32_1,cyclic_64_1,cyclic_2_1,block_32_1,complete_2,cyclic_2_1,unroll_2,unroll_8,unroll_4,unroll_8,unroll_64,unroll_32,unroll_4,pipeline_1,1,18,0.677668111957,False
workload_300.cpp,xczu7ev-ffvc1156-2-e,10,83.05686,2044,1,2,20,50,block_32_1,cyclic_64_1,cyclic_2_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_8,unroll_4,unroll_8,unroll_64,unroll_32,unroll_4,pipeline_1,1,18.25,0.677667435688,False
workload_623.cpp,xczu7ev-ffvc1156-2-e,10,83.0139,2043,1,2,11,30,block_32_1,cyclic_64_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_64,pipeline_1,unroll_4,pipeline_1,1,11,0.873655615606,False
workload_816.cpp,xczu7ev-ffvc1156-2-e,10,80.35366,507,1,2,23,47,block_32_1,cyclic_64_1,cyclic_2_1,block_8_1,block_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_8,pipeline_1,1,18.25,0.677676570259,False
workload_900.cpp,xczu7ev-ffvc1156-2-e,10,98.06718,532,1,57,25,46,block_32_1,cyclic_64_1,cyclic_2_1,block_8_1,block_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_8,unroll_4,unroll_16,unroll_4,pipeline_1,1,32.25,0.423293826245,False
workload_512.cpp,xczu7ev-ffvc1156-2-e,10,1740.15582,700,1,1,9,28,block_32_1,cyclic_64_1,cyclic_2_1,block_8_1,complete_2,block_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_2,1,9.75,0.131019208061,False
workload_663.cpp,xczu7ev-ffvc1156-2-e,10,82.60438,395,1,2,23,44,block_32_1,cyclic_64_1,cyclic_2_1,block_8_1,complete_2,block_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_32,unroll_2,unroll_8,pipeline_1,1,17.5,0.689849992961,False
workload_915.cpp,xczu7ev-ffvc1156-2-e,10,1673.23534,320,1,1,6,17,block_32_1,cyclic_64_1,cyclic_2_1,block_8_1,complete_2,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_8,unroll_4,unroll_2,unroll_4,unroll_2,1,6.25,0.148693762145,False
workload_459.cpp,xczu7ev-ffvc1156-2-e,10,1650.2727,1364,1,1,11,30,block_32_1,cyclic_64_1,cyclic_64_1,block_16_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_4,unroll_64,unroll_4,pipeline_1,unroll_4,unroll_2,1,10.75,0.150103574753,False
workload_442.cpp,xczu7ev-ffvc1156-2-e,10,84.9703,505,1,2,26,52,block_32_1,cyclic_64_1,cyclic_64_1,block_2_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,1,20.25,0.677623802294,False
workload_738.cpp,xczu7ev-ffvc1156-2-e,10,1651.07726,432,1,1,8,21,block_32_1,cyclic_64_1,cyclic_64_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_4,pipeline_1,unroll_2,unroll_2,1,7.75,0.153614118489,False
workload_552.cpp,xczu7ev-ffvc1156-2-e,10,1650.18638,812,1,1,7,20,block_32_1,cyclic_64_1,cyclic_64_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_2,unroll_8,unroll_64,unroll_2,unroll_4,unroll_2,1,7.25,0.154214015806,False
workload_927.cpp,xczu7ev-ffvc1156-2-e,10,84.97502,293,1,2,15,32,block_32_1,cyclic_64_1,cyclic_64_1,block_8_1,complete_2,cyclic_2_1,unroll_2,unroll_16,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_4,pipeline_1,1,12.5,0.861704637085,False
workload_717.cpp,xczu7ev-ffvc1156-2-e,10,1846.25614,1962,1,1,14,40,block_32_1,cyclic_64_1,cyclic_64_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_8,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_16,unroll_2,1,14,0.109943143234,False
workload_645.cpp,xczu7ev-ffvc1156-2-e,10,730.0027,525,2,1,3,16,block_64_1,block_32_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_64,unroll_16,unroll_4,unroll_2,1,5.5,0.67405581168,False
workload_518.cpp,xczu7ev-ffvc1156-2-e,10,1740.25798,1577,1,1,11,38,block_64_1,cyclic_128_1,block_64_1,block_8_1,block_8_1,block_2_1,unroll_2,unroll_64,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_8,unroll_2,1,12.75,0.127193442909,False
workload_769.cpp,xczu7ev-ffvc1156-2-e,10,83.1387,185,2,2,10,17,block_64_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_16,unroll_4,pipeline_1,1,7.75,0.955109772876,False
workload_701.cpp,xczu7ev-ffvc1156-2-e,10,731.4507,218,1,1,5,15,cyclic_128_1,block_128_1,cyclic_2_1,cyclic_2_1,complete_2,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_16,unroll_4,unroll_2,1,5.5,0.673392960704,False
workload_589.cpp,xczu7ev-ffvc1156-2-e,10,86.52662,704,1,2,14,24,cyclic_128_1,block_128_1,cyclic_64_1,block_32_1,block_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_4,pipeline_1,1,10.25,0.873540617846,False
workload_632.cpp,xczu7ev-ffvc1156-2-e,10,86.42342,657,1,2,14,26,cyclic_128_1,block_128_1,cyclic_64_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_64,pipeline_1,pipeline_1,unroll_4,pipeline_1,1,10.75,0.873487968177,False
workload_613.cpp,xczu7ev-ffvc1156-2-e,10,86.54462,504,1,2,14,26,cyclic_128_1,cyclic_2_1,cyclic_64_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_4,unroll_16,unroll_4,pipeline_1,1,10.75,0.873478777159,False
workload_396.cpp,xczu7ev-ffvc1156-2-e,10,86.69846,2293,1,2,26,59,cyclic_128_1,cyclic_64_1,cyclic_64_1,block_32_1,complete_2,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_64,unroll_2,unroll_4,pipeline_1,1,22,0.677440466435,False
workload_348.cpp,xczu7ev-ffvc1156-2-e,10,86.69858,2297.5,1,2,26,58,cyclic_128_1,cyclic_64_1,cyclic_64_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_64,unroll_2,unroll_4,pipeline_1,2,21.75,0.677479636114,False
workload_725.cpp,xczu7ev-ffvc1156-2-e,10,80.35806,297,3,2,19,29,cyclic_16_1,block_128_1,block_64_1,block_32_1,block_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_8,pipeline_1,1,13.25,0.836757982049,False
workload_744.cpp,xczu7ev-ffvc1156-2-e,10,83.29574,219,1,2,10,19,cyclic_16_1,block_128_1,block_64_1,block_32_1,block_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_8,unroll_8,pipeline_1,unroll_4,pipeline_1,1,8,0.945401596238,False
workload_804.cpp,xczu7ev-ffvc1156-2-e,10,80.33414,281,3,2,19,28,cyclic_16_1,block_128_1,block_64_1,block_32_1,block_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_8,pipeline_1,1,13,0.845905536463,False
workload_729.cpp,xczu7ev-ffvc1156-2-e,10,730.02358,395,1,1,3,12,cyclic_16_1,block_128_1,cyclic_2_1,block_32_1,block_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_64,unroll_8,unroll_2,unroll_4,unroll_2,1,4.25,0.677357818944,False
workload_934.cpp,xczu7ev-ffvc1156-2-e,10,729.81142,182,1,1,3,9,cyclic_16_1,block_128_1,cyclic_2_1,block_32_1,block_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_8,unroll_8,pipeline_1,unroll_4,unroll_2,1,3.5,1,True
workload_898.cpp,xczu7ev-ffvc1156-2-e,10,730.02638,179,1,1,3,9,cyclic_16_1,block_128_1,cyclic_2_1,block_32_1,block_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_8,unroll_8,unroll_2,unroll_4,unroll_2,1,3.5,0.680183621958,False
workload_855.cpp,xczu7ev-ffvc1156-2-e,10,731.59318,484,1,1,5,13,cyclic_16_1,block_128_1,cyclic_64_1,block_32_1,block_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_64,unroll_8,pipeline_1,unroll_4,unroll_2,1,5,0.680522051923,False
workload_835.cpp,xczu7ev-ffvc1156-2-e,10,731.59798,971,1,1,7,20,cyclic_16_1,block_128_1,cyclic_64_1,block_32_1,block_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_4,unroll_64,unroll_8,pipeline_1,unroll_4,unroll_2,1,7.25,0.644167722335,False
workload_805.cpp,xczu7ev-ffvc1156-2-e,10,731.8079,494,1,1,5,14,cyclic_16_1,block_128_1,cyclic_64_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_64,unroll_8,unroll_2,unroll_4,unroll_2,1,5.25,0.677174824055,False
workload_950.cpp,xczu7ev-ffvc1156-2-e,10,731.75838,644,1,1,6,17,cyclic_16_1,block_128_1,cyclic_64_1,block_4_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_64,unroll_2,pipeline_1,unroll_4,unroll_2,1,6.25,0.661012603101,False
workload_922.cpp,xczu7ev-ffvc1156-2-e,10,730.4327,249,1,1,3,12,cyclic_16_1,block_32_1,block_64_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_8,unroll_2,pipeline_1,unroll_4,unroll_2,1,4.25,0.677171446,False
workload_914.cpp,xczu7ev-ffvc1156-2-e,10,80.00502,336,1,2,22,34,cyclic_16_1,block_32_1,block_64_1,block_8_1,block_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_8,pipeline_1,1,14.75,0.783048291018,False
workload_780.cpp,xczu7ev-ffvc1156-2-e,10,1314.30686,280,1,2,4,13,cyclic_16_1,block_32_1,block_64_1,block_8_1,complete_2,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_8,unroll_8,unroll_2,unroll_4,unroll_2,1,5,0.282509332825,False
workload_951.cpp,xczu7ev-ffvc1156-2-e,10,732.05254,301,1,1,6,19,cyclic_16_1,block_64_1,cyclic_128_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_4,unroll_2,1,6.75,0.652506749645,False
workload_859.cpp,xczu7ev-ffvc1156-2-e,10,731.5547,267,1,1,6,16,cyclic_16_1,block_64_1,cyclic_64_1,block_4_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_8,unroll_2,pipeline_1,unroll_4,unroll_2,1,6,0.665229677152,False
workload_795.cpp,xczu7ev-ffvc1156-2-e,10,731.4427,270,1,1,6,16,cyclic_16_1,block_64_1,cyclic_64_1,block_4_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_4,unroll_2,1,6,0.665280298423,False
workload_906.cpp,xczu7ev-ffvc1156-2-e,10,817.26662,785,1,1,12,28,cyclic_16_1,block_64_1,cyclic_64_1,block_4_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_64,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_16,unroll_2,1,10.5,0.54581778018,False
workload_936.cpp,xczu7ev-ffvc1156-2-e,10,84.89342,355,1,2,12,26,cyclic_16_1,block_64_1,cyclic_64_1,block_4_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_64,unroll_2,unroll_8,unroll_8,pipeline_1,unroll_4,pipeline_1,1,10.25,0.87362107539,False
workload_815.cpp,xczu7ev-ffvc1156-2-e,10,80.07822,583,1,2,25,58,cyclic_16_1,cyclic_128_1,block_64_1,block_8_1,block_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_8,unroll_8,pipeline_1,unroll_8,pipeline_1,1,21.5,0.677676694639,False
workload_851.cpp,xczu7ev-ffvc1156-2-e,10,80.2735,291,4,2,19,30,cyclic_16_1,cyclic_2_1,block_64_1,cyclic_2_1,block_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_8,pipeline_1,1,13.75,0.818630160398,False
workload_418.cpp,xczu7ev-ffvc1156-2-e,10,83.1827,294,2,2,19,29,cyclic_16_1,cyclic_2_1,cyclic_2_1,block_16_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_4,unroll_8,pipeline_1,unroll_2,unroll_4,pipeline_1,1,13,0.845752961055,False
workload_827.cpp,xczu7ev-ffvc1156-2-e,10,731.65766,251,1,2,5,14,cyclic_16_1,cyclic_2_1,cyclic_64_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_8,unroll_4,unroll_2,unroll_4,unroll_2,1,5.5,0.673294256138,False
workload_786.cpp,xczu7ev-ffvc1156-2-e,10,85.2239,251,1,2,13,29,cyclic_16_1,cyclic_32_1,cyclic_128_1,block_32_1,complete_2,cyclic_2_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_4,pipeline_1,1,11.25,0.873478455374,False
workload_809.cpp,xczu7ev-ffvc1156-2-e,10,80.3211,352,1,2,20,40,cyclic_16_1,cyclic_64_1,block_64_1,block_32_1,block_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_8,pipeline_1,1,15.75,0.748370032933,False
workload_854.cpp,xczu7ev-ffvc1156-2-e,10,80.00502,485,1,2,23,48,cyclic_16_1,cyclic_64_1,block_64_1,block_8_1,block_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_8,pipeline_1,1,18.5,0.67767609601,False
workload_677.cpp,xczu7ev-ffvc1156-2-e,10,82.4491,360,1,2,24,43,cyclic_16_1,cyclic_64_1,block_64_1,block_8_1,block_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_8,pipeline_1,1,17.5,0.689850921865,False
workload_640.cpp,xczu7ev-ffvc1156-2-e,10,82.6055,585,3,2,24,47,cyclic_16_1,cyclic_64_1,block_64_1,block_8_1,block_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_2,pipeline_1,unroll_64,unroll_2,unroll_8,pipeline_1,1,19,0.677668747842,False
workload_637.cpp,xczu7ev-ffvc1156-2-e,10,82.56038,373,1,2,24,43,cyclic_16_1,cyclic_64_1,block_64_1,block_8_1,block_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_8,pipeline_1,1,17.5,0.689850264444,False
workload_757.cpp,xczu7ev-ffvc1156-2-e,10,82.35262,3328,1,2,24,51,cyclic_16_1,cyclic_64_1,block_64_1,block_8_1,block_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_64,unroll_64,unroll_2,unroll_8,pipeline_1,1,19.5,0.677669163027,False
workload_793.cpp,xczu7ev-ffvc1156-2-e,10,1671.23214,412,1,1,6,18,cyclic_16_1,cyclic_64_1,block_64_1,block_8_1,block_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_8,unroll_8,pipeline_1,unroll_4,unroll_2,1,6.5,0.149115025902,False
workload_682.cpp,xczu7ev-ffvc1156-2-e,10,80.21958,452,1,2,24,44,cyclic_16_1,cyclic_64_1,block_64_1,block_8_1,block_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_8,unroll_8,pipeline_1,unroll_8,pipeline_1,1,17.75,0.681721873633,False
workload_785.cpp,xczu7ev-ffvc1156-2-e,10,85.74894,247,1,2,13,26,cyclic_16_1,cyclic_64_1,block_64_1,block_8_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_4,pipeline_1,1,10.5,0.873562961923,False
workload_362.cpp,xczu7ev-ffvc1156-2-e,10,83.17966,442,1,2,20,46,cyclic_16_1,cyclic_64_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,pipeline_1,unroll_2,unroll_4,pipeline_1,1,17.25,0.698034975771,False
workload_860.cpp,xczu7ev-ffvc1156-2-e,10,79.83798,1154,1,2,24,46,cyclic_16_1,cyclic_64_1,cyclic_32_1,block_8_1,block_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_64,unroll_8,pipeline_1,unroll_8,pipeline_1,1,18.25,0.677675586065,False
workload_831.cpp,xczu7ev-ffvc1156-2-e,10,87.08566,264,1,2,15,31,cyclic_16_1,cyclic_64_1,cyclic_64_1,block_8_1,block_8_1,block_2_1,unroll_2,unroll_16,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_4,pipeline_1,1,12.25,0.863232883594,False
workload_206.cpp,xczu7ev-ffvc1156-2-e,10,110.14518,967,5,24,58,99,cyclic_2_1,block_8_1,cyclic_8_1,block_4_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,46.5,0.170582834543,False
workload_302.cpp,xczu7ev-ffvc1156-2-e,10,83.31822,1134.5,1,2,31,59,cyclic_2_1,cyclic_64_1,cyclic_2_1,cyclic_16_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_64,unroll_2,unroll_4,pipeline_1,2,23.25,0.676052207019,False
workload_857.cpp,xczu7ev-ffvc1156-2-e,10,83.28286,1754,1,2,20,41,cyclic_32_1,block_128_1,block_64_1,block_32_1,complete_2,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_64,pipeline_1,unroll_4,pipeline_1,1,16,0.739824424351,False
workload_746.cpp,xczu7ev-ffvc1156-2-e,10,730.31806,624,1,1,4,18,cyclic_32_1,block_128_1,block_64_1,block_32_1,complete_2,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_4,unroll_2,1,6,0.66578062895,False
workload_869.cpp,xczu7ev-ffvc1156-2-e,10,730.26358,215,1,1,3,13,cyclic_32_1,block_128_1,block_64_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_8,pipeline_1,unroll_4,unroll_2,1,4.5,0.673480359155,False
workload_931.cpp,xczu7ev-ffvc1156-2-e,10,79.62734,277,1,2,19,28,cyclic_32_1,block_128_1,cyclic_16_1,block_16_1,complete_2,cyclic_2_1,unroll_2,unroll_16,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_8,pipeline_1,1,12.5,1,True
workload_919.cpp,xczu7ev-ffvc1156-2-e,10,83.91438,144,1,2,6,13,cyclic_32_1,block_128_1,cyclic_16_1,block_32_1,complete_2,cyclic_2_1,unroll_2,unroll_16,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,5.5,0.999509760012,False
workload_817.cpp,xczu7ev-ffvc1156-2-e,10,79.62734,294,1,2,19,28,cyclic_32_1,block_128_1,cyclic_16_1,block_32_1,complete_2,cyclic_2_1,unroll_2,unroll_16,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_8,pipeline_1,1,12.5,1,True
workload_825.cpp,xczu7ev-ffvc1156-2-e,10,729.86438,627,1,1,5,20,cyclic_32_1,block_128_1,cyclic_2_1,block_32_1,block_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_4,unroll_64,unroll_4,pipeline_1,unroll_4,unroll_2,1,6.75,0.653456390298,False
workload_849.cpp,xczu7ev-ffvc1156-2-e,10,730.07918,623,1,1,5,20,cyclic_32_1,block_128_1,cyclic_2_1,block_32_1,block_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_4,unroll_64,unroll_4,unroll_2,unroll_4,unroll_2,1,6.75,0.653364532018,False
workload_724.cpp,xczu7ev-ffvc1156-2-e,10,84.69558,340,1,2,6,16,cyclic_32_1,block_128_1,cyclic_2_1,block_32_1,block_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_2,unroll_64,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,6.25,0.969979836605,False
workload_531.cpp,xczu7ev-ffvc1156-2-e,10,83.25738,1799,1,2,11,27,cyclic_32_1,block_128_1,cyclic_2_1,block_32_1,block_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_2,unroll_64,unroll_64,unroll_4,unroll_4,pipeline_1,1,10.25,0.873673284716,False
workload_666.cpp,xczu7ev-ffvc1156-2-e,10,730.02358,435,1,1,4,14,cyclic_32_1,block_128_1,cyclic_2_1,block_32_1,block_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_64,unroll_8,unroll_2,unroll_4,unroll_2,1,5,0.68189658482,False
workload_792.cpp,xczu7ev-ffvc1156-2-e,10,84.58622,149,1,2,6,13,cyclic_32_1,block_128_1,cyclic_2_1,block_32_1,complete_2,cyclic_2_1,unroll_2,unroll_16,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,5.5,0.99877783096,False
workload_871.cpp,xczu7ev-ffvc1156-2-e,10,80.1647,1160,1,2,37,57,cyclic_32_1,block_128_1,cyclic_2_1,block_32_1,complete_2,cyclic_2_1,unroll_2,unroll_64,unroll_2,unroll_8,unroll_64,unroll_2,unroll_16,pipeline_1,1,24.25,0.645819802137,False
workload_834.cpp,xczu7ev-ffvc1156-2-e,10,730.07686,349,1,1,3,14,cyclic_32_1,block_128_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_4,unroll_2,unroll_4,unroll_2,1,4.75,0.677794776868,False
workload_751.cpp,xczu7ev-ffvc1156-2-e,10,83.1815,438,1,2,11,24,cyclic_32_1,block_128_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_2,pipeline_1,unroll_64,unroll_2,unroll_4,pipeline_1,1,9.5,0.887794308979,False
workload_885.cpp,xczu7ev-ffvc1156-2-e,10,84.57622,165,1,2,6,14,cyclic_32_1,block_128_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_2,unroll_8,unroll_8,pipeline_1,unroll_2,pipeline_1,1,5.75,0.98987441624,False
workload_584.cpp,xczu7ev-ffvc1156-2-e,10,730.07934,907,1,1,5,20,cyclic_32_1,block_128_1,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_32,unroll_4,unroll_64,unroll_4,unroll_2,unroll_4,unroll_2,1,6.75,0.653364463484,False
