Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_1_5,InnerLoop_2_1,InnerLoop_3_1,Replicate_Count,Area,Weight,is_pareto
workload_471.cpp,xczu7ev-ffvc1156-2-e,10,48.20186,2804,13,1,19,48,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,block_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,1,20.25,0.747044808694,False
workload_948.cpp,xczu7ev-ffvc1156-2-e,10,48.20186,2793,13,1,19,48,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,block_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_4,unroll_2,unroll_5,pipeline_1,1,20.25,0.747044808694,False
workload_637.cpp,xczu7ev-ffvc1156-2-e,10,50.67922,2763,13,1,19,46,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,block_4_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_5,pipeline_1,1,19.75,0.76208532639,False
workload_660.cpp,xczu7ev-ffvc1156-2-e,10,65.2449,2761,25,1,20,46,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,block_4_1,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_4,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_5,pipeline_1,1,23,0.667401218982,False
workload_538.cpp,xczu7ev-ffvc1156-2-e,10,288.96296,870,13,1,2,29,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,block_8_1,pipeline_1,unroll_8,pipeline_1,unroll_4,unroll_17,pipeline_1,unroll_4,unroll_2,unroll_4,unroll_2,unroll_5,pipeline_1,1,11.25,0.924084899255,False
workload_482.cpp,xczu7ev-ffvc1156-2-e,10,80.05905,405,27,1,2,17,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_4,unroll_16,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_5,pipeline_1,1,11.75,0.913433333268,False
workload_628.cpp,xczu7ev-ffvc1156-2-e,10,63.3987,233,27,1,1,12,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_4,unroll_16,unroll_2,unroll_2,unroll_5,pipeline_1,unroll_2,unroll_16,unroll_32,unroll_5,pipeline_1,1,10.25,0.947056013629,False
workload_339.cpp,xczu7ev-ffvc1156-2-e,10,63.39614,241,27,1,1,12,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_4,unroll_16,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_16,unroll_32,unroll_5,pipeline_1,1,10.25,1,True
workload_682.cpp,xczu7ev-ffvc1156-2-e,10,76.99989,401,27,1,2,14,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_4,unroll_4,unroll_2,unroll_4,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,11,0.930178916221,False
workload_353.cpp,xczu7ev-ffvc1156-2-e,10,50.89946,2413,13,1,16,30,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,15,0.866978304404,False
workload_600.cpp,xczu7ev-ffvc1156-2-e,10,66.99482,255,27,1,1,14,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_2,pipeline_1,pipeline_1,1,10.75,0.934383057467,False
workload_776.cpp,xczu7ev-ffvc1156-2-e,10,63.62014,281,27,1,1,15,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_4,unroll_16,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_16,unroll_8,pipeline_1,pipeline_1,1,11,0.930166643427,False
workload_450.cpp,xczu7ev-ffvc1156-2-e,10,60.3249,488,27,1,2,14,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_4,unroll_5,pipeline_1,pipeline_1,unroll_16,unroll_32,pipeline_1,pipeline_1,1,11,0.930158068414,False
workload_862.cpp,xczu7ev-ffvc1156-2-e,10,51.57602,2407,13,1,17,33,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,unroll_5,pipeline_1,pipeline_1,unroll_16,unroll_4,pipeline_1,unroll_4,unroll_4,unroll_4,unroll_8,pipeline_1,pipeline_1,1,16,0.850709824055,False
workload_812.cpp,xczu7ev-ffvc1156-2-e,10,557.67898,379,13,1,1,22,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,unroll_5,unroll_4,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_4,unroll_4,unroll_8,pipeline_1,pipeline_1,1,9.25,0.952403140847,False
workload_519.cpp,xczu7ev-ffvc1156-2-e,10,60.23306,269,27,1,1,13,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,unroll_5,unroll_4,unroll_4,pipeline_1,unroll_4,unroll_5,pipeline_1,pipeline_1,unroll_16,unroll_32,pipeline_1,pipeline_1,1,10.5,1,True
workload_940.cpp,xczu7ev-ffvc1156-2-e,10,6.69275,853,32,1,10,23,cyclic_2_1,cyclic_16_1,cyclic_64_1,block_2_1,block_2_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_17,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,16.5,0.835820796438,False
workload_742.cpp,xczu7ev-ffvc1156-2-e,10,6.69258,1061,32,1,9,22,cyclic_2_1,cyclic_16_1,cyclic_64_1,block_2_1,complete_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_17,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,16,1,True
workload_399.cpp,xczu7ev-ffvc1156-2-e,10,143.51674,266,23,1,5,17,cyclic_2_1,cyclic_16_1,cyclic_64_1,block_2_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_4,unroll_4,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_32,pipeline_1,pipeline_1,1,11.5,0.921341426469,False
workload_593.cpp,xczu7ev-ffvc1156-2-e,10,6.63223,1072,32,1,8,27,cyclic_2_1,cyclic_16_1,cyclic_64_1,block_8_1,block_2_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_17,pipeline_1,unroll_4,unroll_16,unroll_32,pipeline_1,pipeline_1,pipeline_1,1,17,1,True
workload_488.cpp,xczu7ev-ffvc1156-2-e,10,6.63223,1069,32,1,8,27,cyclic_2_1,cyclic_16_1,cyclic_64_1,block_8_1,block_2_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_17,pipeline_1,unroll_4,unroll_4,unroll_32,unroll_2,pipeline_1,pipeline_1,1,17,1,True
workload_549.cpp,xczu7ev-ffvc1156-2-e,10,6.5491,1011,46.5,1,8,22,cyclic_2_1,cyclic_16_1,cyclic_64_1,block_8_1,block_2_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_17,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,6,19.375,0.773448210754,False
workload_834.cpp,xczu7ev-ffvc1156-2-e,10,8.82509,983,61,1,9,22,cyclic_2_1,cyclic_16_1,cyclic_64_1,block_8_1,block_2_1,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_17,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,23.25,0.660384299597,False
workload_800.cpp,xczu7ev-ffvc1156-2-e,10,201.96393,247,22,1,3,14,cyclic_2_1,cyclic_16_1,cyclic_64_1,block_8_1,block_2_1,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_17,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,2,10,0.948254105638,False
workload_839.cpp,xczu7ev-ffvc1156-2-e,10,201.50612,317,22,1,6,22,cyclic_2_1,cyclic_16_1,cyclic_64_1,block_8_1,block_2_1,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_17,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,12.75,0.901304484254,False
workload_644.cpp,xczu7ev-ffvc1156-2-e,10,187.64906,381,23,1,9,28,cyclic_2_1,cyclic_16_1,cyclic_64_1,block_8_1,block_2_1,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_16,unroll_16,unroll_2,pipeline_1,pipeline_1,1,15.25,0.859374111189,False
workload_699.cpp,xczu7ev-ffvc1156-2-e,10,6.4046,1057,61,1,9,23,cyclic_2_1,cyclic_16_1,cyclic_64_1,block_8_1,complete_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_17,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,23.5,0.653443240643,False
workload_815.cpp,xczu7ev-ffvc1156-2-e,10,8.23635,1055,32,1,9,22,cyclic_2_1,cyclic_16_1,cyclic_64_1,block_8_1,complete_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_17,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_2,pipeline_1,pipeline_1,1,16,0.851807241526,False
workload_702.cpp,xczu7ev-ffvc1156-2-e,10,6.69258,1052,32,1,9,22,cyclic_2_1,cyclic_16_1,cyclic_64_1,block_8_1,complete_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_17,unroll_5,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,16,1,True
workload_559.cpp,xczu7ev-ffvc1156-2-e,10,125.08366,284,22,1,3,19,cyclic_2_1,cyclic_16_1,cyclic_64_1,block_8_1,complete_1,pipeline_1,unroll_4,unroll_16,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_16,unroll_8,pipeline_1,pipeline_1,1,11.25,0.928417242071,False
workload_762.cpp,xczu7ev-ffvc1156-2-e,10,302.21021,357,22,1,3,24,cyclic_2_1,cyclic_16_1,cyclic_64_1,block_8_1,complete_1,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_17,pipeline_1,unroll_2,unroll_4,unroll_32,unroll_2,pipeline_1,pipeline_1,1,12.5,0.901600574789,False
workload_670.cpp,xczu7ev-ffvc1156-2-e,10,304.48243,309,22,1,3,20,cyclic_2_1,cyclic_16_1,cyclic_64_1,block_8_1,complete_1,pipeline_1,unroll_4,unroll_4,unroll_2,unroll_17,pipeline_1,unroll_2,unroll_4,unroll_32,unroll_2,pipeline_1,pipeline_1,1,11.5,0.918286522441,False
workload_640.cpp,xczu7ev-ffvc1156-2-e,10,199.37581,337,49,1,2,23,cyclic_2_1,cyclic_16_1,cyclic_64_1,block_8_1,complete_1,pipeline_1,unroll_4,unroll_4,unroll_4,unroll_17,pipeline_1,pipeline_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,1,18.75,0.792057308478,False
workload_912.cpp,xczu7ev-ffvc1156-2-e,10,6.4046,1061,61,1,9,23,cyclic_2_1,cyclic_16_1,cyclic_64_1,block_8_1,complete_1,unroll_5,pipeline_1,unroll_4,pipeline_1,unroll_17,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,23.5,0.653443240643,False
workload_957.cpp,xczu7ev-ffvc1156-2-e,10,6.45271,3598,32,1,12,45,cyclic_2_1,cyclic_16_1,cyclic_64_1,block_8_1,cyclic_8_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,22.5,0.68145772601,False
workload_913.cpp,xczu7ev-ffvc1156-2-e,10,310.39452,406,23,1,1,26,cyclic_2_1,cyclic_16_1,cyclic_64_1,cyclic_2_1,block_2_1,unroll_5,unroll_2,pipeline_1,pipeline_1,unroll_17,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_5,pipeline_1,1,12.75,0.898368672475,False
workload_950.cpp,xczu7ev-ffvc1156-2-e,10,9.8735,1012,32,1,9,23,cyclic_2_1,cyclic_16_1,cyclic_64_1,cyclic_4_1,block_2_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,16.25,0.843817109867,False
workload_827.cpp,xczu7ev-ffvc1156-2-e,10,37.50074,1892,16,55,25,48,cyclic_2_1,cyclic_2_1,block_16_1,block_2_1,block_2_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,36,0.361585180005,False
workload_935.cpp,xczu7ev-ffvc1156-2-e,10,37.3369,1611,16,55,25,48,cyclic_2_1,cyclic_2_1,block_16_1,block_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,36,0.361585135799,False
workload_348.cpp,xczu7ev-ffvc1156-2-e,10,145.18494,462,14,1,10,34,cyclic_2_1,cyclic_2_1,cyclic_16_1,block_4_1,complete_1,pipeline_1,unroll_8,unroll_4,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_4,unroll_2,pipeline_1,pipeline_1,1,14.75,0.866819301698,False
workload_794.cpp,xczu7ev-ffvc1156-2-e,10,49.98002,2187,13,1,17,32,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_17,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_5,pipeline_1,1,15.75,0.851748650825,False
workload_543.cpp,xczu7ev-ffvc1156-2-e,10,258.37745,776,13,1,4,57,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_4,unroll_16,unroll_4,unroll_17,pipeline_1,unroll_4,unroll_2,unroll_16,unroll_32,unroll_5,pipeline_1,1,18.75,0.791552450265,False
workload_266.cpp,xczu7ev-ffvc1156-2-e,10,48.56698,2879,24,1,18,47,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,complete_1,unroll_5,pipeline_1,unroll_36,pipeline_1,unroll_4,unroll_5,unroll_16,unroll_32,unroll_64,unroll_16,pipeline_1,pipeline_1,1,22.5,0.681488630473,False
workload_649.cpp,xczu7ev-ffvc1156-2-e,10,6.41055,1072,32,1,8,28,cyclic_2_1,cyclic_2_1,cyclic_64_1,block_2_1,block_2_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_17,unroll_5,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_5,pipeline_1,1,17.25,1,True
workload_698.cpp,xczu7ev-ffvc1156-2-e,10,394.29972,352,22,1,7,26,cyclic_2_1,cyclic_2_1,cyclic_64_1,block_2_1,block_2_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_17,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_32,pipeline_1,pipeline_1,1,14,0.871442365022,False
workload_744.cpp,xczu7ev-ffvc1156-2-e,10,380.75578,578,22,1,3,42,cyclic_2_1,cyclic_2_1,cyclic_64_1,block_8_1,complete_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_5,pipeline_1,1,17,0.826143454453,False
workload_427.cpp,xczu7ev-ffvc1156-2-e,10,453.42657,372,22,1,4,26,cyclic_2_1,cyclic_2_1,cyclic_64_1,block_8_1,complete_1,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_17,pipeline_1,unroll_4,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,1,13.25,0.88527872671,False
workload_653.cpp,xczu7ev-ffvc1156-2-e,10,161.35786,647,13,1,5,58,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_4,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,19.25,0.777085718439,False
workload_853.cpp,xczu7ev-ffvc1156-2-e,10,125.24378,354,14,1,2,27,cyclic_2_1,cyclic_4_1,cyclic_16_1,block_8_1,complete_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_16,unroll_16,unroll_2,pipeline_1,pipeline_1,1,11,0.929942453348,False
workload_345.cpp,xczu7ev-ffvc1156-2-e,10,111.92292,269,27,1,1,12,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_2_1,block_4_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_17,pipeline_1,pipeline_1,unroll_4,unroll_4,unroll_8,pipeline_1,pipeline_1,1,10.25,0.945881320927,False
workload_724.cpp,xczu7ev-ffvc1156-2-e,10,394.36092,294,22,1,7,21,cyclic_2_1,cyclic_4_1,cyclic_64_1,block_2_1,block_2_1,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_17,unroll_5,unroll_4,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,12.75,0.896039449533,False
workload_663.cpp,xczu7ev-ffvc1156-2-e,10,319.69148,557,30,1,3,29,cyclic_2_1,cyclic_8_1,block_128_1,block_8_1,complete_1,pipeline_1,unroll_4,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_16,unroll_2,pipeline_1,pipeline_1,1,15.75,0.846832616257,False
workload_513.cpp,xczu7ev-ffvc1156-2-e,10,17.98914,893,17,1,13,27,cyclic_2_1,cyclic_8_1,block_16_1,cyclic_2_1,block_8_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_4,pipeline_1,unroll_4,unroll_16,unroll_16,unroll_2,pipeline_1,pipeline_1,1,14.5,0.868012634835,False
workload_391.cpp,xczu7ev-ffvc1156-2-e,10,17.8253,606,17,1,13,27,cyclic_2_1,cyclic_8_1,block_16_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_4,pipeline_1,unroll_4,unroll_16,unroll_16,unroll_2,pipeline_1,pipeline_1,2,14.5,0.868012388665,False
workload_405.cpp,xczu7ev-ffvc1156-2-e,10,17.8253,602,17,1,13,27,cyclic_2_1,cyclic_8_1,block_16_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_4,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_2,pipeline_1,pipeline_1,1,14.5,0.868012388665,False
workload_629.cpp,xczu7ev-ffvc1156-2-e,10,24.1383,1018,17,1,17,43,cyclic_2_1,cyclic_8_1,block_16_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_4,pipeline_1,pipeline_1,unroll_16,unroll_16,unroll_2,pipeline_1,pipeline_1,1,19.5,0.769657713462,False
workload_596.cpp,xczu7ev-ffvc1156-2-e,10,40.01594,1526,17,55,26,42,cyclic_2_1,cyclic_8_1,block_16_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_4,pipeline_1,unroll_4,unroll_16,unroll_16,unroll_2,pipeline_1,pipeline_1,1,35,0.380959369105,False
workload_873.cpp,xczu7ev-ffvc1156-2-e,10,47.1589,570,22,6,12,23,cyclic_2_1,cyclic_8_1,block_32_1,cyclic_2_1,cyclic_8_1,pipeline_1,pipeline_1,unroll_16,unroll_2,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,1,15.75,0.851764468156,False
workload_342.cpp,xczu7ev-ffvc1156-2-e,10,17.23674,2248,17,1,20,42,cyclic_2_1,cyclic_8_1,cyclic_16_1,block_2_1,block_2_1,pipeline_1,pipeline_1,unroll_16,unroll_16,unroll_4,unroll_5,pipeline_1,pipeline_1,unroll_16,unroll_32,pipeline_1,pipeline_1,1,20,0.754523649818,False
workload_938.cpp,xczu7ev-ffvc1156-2-e,10,214.7569,382,16,1,14,32,cyclic_2_1,cyclic_8_1,cyclic_16_1,block_2_1,block_2_1,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_2,pipeline_1,pipeline_1,1,15.75,0.849228682799,False
workload_708.cpp,xczu7ev-ffvc1156-2-e,10,14.79801,2032,46,1,19,39,cyclic_2_1,cyclic_8_1,cyclic_16_1,block_2_1,complete_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_17,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,26.25,0.579970037393,False
workload_564.cpp,xczu7ev-ffvc1156-2-e,10,142.5433,447,16,1,8,32,cyclic_2_1,cyclic_8_1,cyclic_16_1,block_2_1,complete_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_16,unroll_16,unroll_2,pipeline_1,pipeline_1,1,14.25,0.867727456994,False
workload_881.cpp,xczu7ev-ffvc1156-2-e,10,144.63338,386,16,1,8,27,cyclic_2_1,cyclic_8_1,cyclic_16_1,block_2_1,complete_1,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_2,pipeline_1,pipeline_1,1,13,0.896306415187,False
workload_676.cpp,xczu7ev-ffvc1156-2-e,10,18.85385,1598,17,1,16,23,cyclic_2_1,cyclic_8_1,cyclic_16_1,block_8_1,block_2_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,14.25,0.868001911866,False
workload_540.cpp,xczu7ev-ffvc1156-2-e,10,20.84685,2201,17,1,20,44,cyclic_2_1,cyclic_8_1,cyclic_16_1,block_8_1,block_2_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,20.5,0.739571164087,False
workload_309.cpp,xczu7ev-ffvc1156-2-e,10,197.7451,304,16,1,5,20,cyclic_2_1,cyclic_8_1,cyclic_16_1,block_8_1,block_2_1,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_32,unroll_32,pipeline_1,pipeline_1,1,10.5,0.939377582239,False
workload_613.cpp,xczu7ev-ffvc1156-2-e,10,196.59598,306,16,1,5,21,cyclic_2_1,cyclic_8_1,cyclic_16_1,block_8_1,block_2_1,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_5,unroll_4,unroll_4,unroll_32,unroll_32,pipeline_1,pipeline_1,1,10.75,0.933300664667,False
workload_684.cpp,xczu7ev-ffvc1156-2-e,10,253.2255,638,14,1,5,22,cyclic_2_1,cyclic_8_1,cyclic_16_1,block_8_1,block_2_1,pipeline_1,unroll_4,unroll_16,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_16,unroll_16,unroll_2,pipeline_1,pipeline_1,1,10.5,0.937910586799,False
workload_552.cpp,xczu7ev-ffvc1156-2-e,10,15.41919,1596,17,1,16,25,cyclic_2_1,cyclic_8_1,cyclic_16_1,block_8_1,complete_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_17,pipeline_1,unroll_4,unroll_16,unroll_16,unroll_2,pipeline_1,pipeline_1,1,14.75,0.868020565865,False
workload_822.cpp,xczu7ev-ffvc1156-2-e,10,15.67322,1586,17,1,16,25,cyclic_2_1,cyclic_8_1,cyclic_16_1,block_8_1,complete_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,1,14.75,0.868020849986,False
workload_951.cpp,xczu7ev-ffvc1156-2-e,10,25.0509,1512,17,1,16,19,cyclic_2_1,cyclic_8_1,cyclic_16_1,block_8_1,complete_1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_4,pipeline_1,unroll_4,unroll_16,unroll_16,unroll_2,pipeline_1,pipeline_1,1,13.25,1,True
workload_761.cpp,xczu7ev-ffvc1156-2-e,10,128.18986,349,14,1,2,26,cyclic_2_1,cyclic_8_1,cyclic_16_1,block_8_1,complete_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,1,10.75,0.934195513239,False
workload_402.cpp,xczu7ev-ffvc1156-2-e,10,123.85102,431,17,1,3,36,cyclic_2_1,cyclic_8_1,cyclic_16_1,block_8_1,complete_1,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_4,unroll_32,unroll_32,pipeline_1,pipeline_1,1,14.25,0.867832370267,False
workload_403.cpp,xczu7ev-ffvc1156-2-e,10,125.05722,484.5,14,1,3,42,cyclic_2_1,cyclic_8_1,cyclic_16_1,block_8_1,complete_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_16,unroll_16,unroll_2,pipeline_1,pipeline_1,2,15,0.865073995443,False
workload_829.cpp,xczu7ev-ffvc1156-2-e,10,226.63802,577,17,1,5,32,cyclic_2_1,cyclic_8_1,cyclic_16_1,block_8_1,complete_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_16,pipeline_1,unroll_2,unroll_5,pipeline_1,1,13.75,0.881616933022,False
workload_512.cpp,xczu7ev-ffvc1156-2-e,10,119.15898,663,17,1,4,62,cyclic_2_1,cyclic_8_1,cyclic_16_1,block_8_1,complete_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_16,unroll_16,unroll_2,pipeline_1,pipeline_1,2,21,0.724797956484,False
workload_949.cpp,xczu7ev-ffvc1156-2-e,10,119.15898,663,17,1,4,62,cyclic_2_1,cyclic_8_1,cyclic_16_1,block_8_1,complete_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_16,unroll_16,unroll_4,pipeline_1,pipeline_1,1,21,0.724797956484,False
workload_491.cpp,xczu7ev-ffvc1156-2-e,10,125.08222,453,26,1,4,41,cyclic_2_1,cyclic_8_1,cyclic_16_1,block_8_1,complete_1,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_32,unroll_2,pipeline_1,pipeline_1,1,18,0.815103869084,False
