Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,InnerLoop_3_2,InnerLoop_3_3,Replicate_Count,Area,Weight,is_pareto
workload_109.cpp,xczu7ev-ffvc1156-2-e,10,101.52229,327,0,0,8,17,complete_1,block_2_2,complete_1,complete_1,block_8_1,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,1,6.25,0.74426910516,False
workload_141.cpp,xczu7ev-ffvc1156-2-e,10,101.52229,322,0,0,8,17,complete_1,block_2_2,complete_1,complete_1,cyclic_8_1,unroll_8,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,6.25,0.74426910516,False
workload_68.cpp,xczu7ev-ffvc1156-2-e,10,188.80291,341,0,0,14,33,complete_1,block_2_2,complete_1,cyclic_8_1,cyclic_8_1,unroll_8,unroll_2,pipeline_1,unroll_16,pipeline_1,pipeline_1,1,11.75,0.487177753494,False
workload_142.cpp,xczu7ev-ffvc1156-2-e,10,595.52291,370,0,0,11,46,complete_1,block_2_2,complete_1,cyclic_8_1,cyclic_8_1,unroll_8,unroll_2,unroll_2,unroll_4,pipeline_1,unroll_4,1,14.25,0.137358561917,False
workload_641.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,91,0,0,3,5,complete_1,block_4_2,block_2_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,2,1,True
workload_700.cpp,xczu7ev-ffvc1156-2-e,10,124.24126,86,0,0,2,5,complete_1,block_4_2,block_2_1,block_4_1,block_8_1,unroll_2,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,1.75,1,True
workload_617.cpp,xczu7ev-ffvc1156-2-e,10,124.24126,86,0,0,2,5,complete_1,block_4_2,block_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,1.75,1,True
workload_713.cpp,xczu7ev-ffvc1156-2-e,10,124.24126,89,0,0,2,5,complete_1,block_4_2,block_4_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,1.75,1,True
workload_603.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,89,0,0,3,5,complete_1,block_4_2,block_8_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,1,2,1,True
workload_622.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,88,0,0,3,5,complete_1,block_4_2,block_8_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,2,1,True
workload_518.cpp,xczu7ev-ffvc1156-2-e,10,124.24126,85,0,0,2,5,complete_1,block_4_2,complete_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,1.75,1,True
workload_544.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,87,0,0,3,5,complete_1,block_4_2,complete_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,1,2,1,True
workload_675.cpp,xczu7ev-ffvc1156-2-e,10,124.24126,85,0,0,2,5,complete_1,block_4_2,complete_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,1.75,1,True
workload_494.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,87,0,0,3,5,complete_1,block_4_2,complete_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,2,1,True
workload_670.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,84,0,0,3,5,complete_1,block_8_2,block_2_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,2,1,True
workload_70.cpp,xczu7ev-ffvc1156-2-e,10,22.92005,237,0,0,10,19,complete_1,block_8_2,block_4_1,block_2_1,complete_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,1,7.25,0.735158881421,False
workload_83.cpp,xczu7ev-ffvc1156-2-e,10,188.16291,339,0,0,14,32,complete_1,block_8_2,block_4_1,block_2_1,complete_1,unroll_8,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,1,11.5,0.495569455384,False
workload_10.cpp,xczu7ev-ffvc1156-2-e,10,247.36291,787,0,2,16,40,complete_1,block_8_2,block_4_1,block_2_1,complete_1,unroll_8,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_16,1,14.5,0.368363753098,False
workload_267.cpp,xczu7ev-ffvc1156-2-e,10,22.56224,126,0,0,6,10,complete_1,block_8_2,block_4_1,block_4_1,block_4_1,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline_1,1,4,0.893680261157,False
workload_80.cpp,xczu7ev-ffvc1156-2-e,10,22.56224,135,0,0,6,10,complete_1,block_8_2,block_4_1,block_4_1,cyclic_8_1,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline_1,1,4,0.893680261157,False
workload_182.cpp,xczu7ev-ffvc1156-2-e,10,22.56224,128,0,0,6,10,complete_1,block_8_2,block_4_1,complete_1,cyclic_8_1,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_2,1,4,0.893680261157,False
workload_203.cpp,xczu7ev-ffvc1156-2-e,10,22.92005,235,0,0,10,19,complete_1,block_8_2,block_4_1,cyclic_2_1,cyclic_8_1,unroll_8,pipeline_1,unroll_2,unroll_2,unroll_8,pipeline_1,1,7.25,0.735158881421,False
workload_133.cpp,xczu7ev-ffvc1156-2-e,10,22.56224,138,0,0,6,10,complete_1,block_8_2,block_4_1,cyclic_4_1,cyclic_8_1,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,4,0.893680261157,False
workload_121.cpp,xczu7ev-ffvc1156-2-e,10,23.32965,206,0,1,8,14,complete_1,block_8_2,block_8_1,block_2_1,block_8_1,unroll_8,pipeline_1,unroll_2,unroll_16,unroll_4,unroll_2,1,5.75,0.806120959879,False
workload_350.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,86,0,0,3,5,complete_1,block_8_2,block_8_1,block_8_1,cyclic_4_1,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_16,unroll_2,1,2,1,True
workload_290.cpp,xczu7ev-ffvc1156-2-e,10,125.2346,118,0,0,4,9,complete_1,block_8_2,block_8_1,block_8_1,cyclic_8_1,unroll_4,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,1,3.25,0.83807752564,False
workload_419.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,90,0,0,3,5,complete_1,block_8_2,block_8_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_2,1,2,1,True
workload_243.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,89,0,0,3,5,complete_1,block_8_2,block_8_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_2,1,2,1,True
workload_377.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,88,0,0,3,5,complete_1,block_8_2,block_8_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_2,1,2,1,True
workload_256.cpp,xczu7ev-ffvc1156-2-e,10,22.56224,125,0,0,6,10,complete_1,block_8_2,block_8_1,cyclic_4_1,block_8_1,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,1,4,0.893680261157,False
workload_196.cpp,xczu7ev-ffvc1156-2-e,10,22.56224,127,0,0,6,10,complete_1,block_8_2,block_8_1,cyclic_4_1,cyclic_8_1,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,1,4,0.893680261157,False
workload_526.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,83,0,0,3,5,complete_1,block_8_2,complete_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_8,1,2,1,True
workload_227.cpp,xczu7ev-ffvc1156-2-e,10,125.2346,127,0,0,4,9,complete_1,block_8_2,complete_1,block_8_1,cyclic_8_1,unroll_4,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,1,3.25,0.83807752564,False
workload_433.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,95,0,0,3,5,complete_1,block_8_2,complete_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_2,pipeline_1,1,2,1,True
workload_297.cpp,xczu7ev-ffvc1156-2-e,10,22.56224,125,0,0,6,10,complete_1,block_8_2,complete_1,cyclic_4_1,cyclic_8_1,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,1,4,0.893680261157,False
workload_180.cpp,xczu7ev-ffvc1156-2-e,10,22.92005,235,0,0,10,19,complete_1,block_8_2,cyclic_4_1,block_4_1,complete_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,7.25,0.735158881421,False
workload_224.cpp,xczu7ev-ffvc1156-2-e,10,22.92005,233,0,0,10,19,complete_1,block_8_2,cyclic_4_1,block_4_1,cyclic_8_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline_1,1,7.25,0.735158881421,False
workload_206.cpp,xczu7ev-ffvc1156-2-e,10,183.75376,97,0,0,4,7,complete_1,block_8_2,cyclic_8_1,block_4_1,block_4_1,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,1,2.75,0.747882560864,False
workload_252.cpp,xczu7ev-ffvc1156-2-e,10,183.75376,103,0,0,4,7,complete_1,block_8_2,cyclic_8_1,block_4_1,cyclic_8_1,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,1,2.75,0.747882560864,False
workload_107.cpp,xczu7ev-ffvc1156-2-e,10,182.40291,265,0,3,12,45,complete_1,block_8_2,cyclic_8_1,cyclic_8_1,cyclic_8_1,unroll_8,unroll_2,pipeline_1,unroll_16,unroll_16,pipeline_1,1,15,0.391640730006,False
workload_683.cpp,xczu7ev-ffvc1156-2-e,10,124.24126,87,0,0,2,5,complete_1,complete_1,block_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,1,1.75,1,True
workload_667.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,89,0,0,3,5,complete_1,complete_1,block_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_8,1,2,1,True
workload_557.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,85,0,0,3,5,complete_1,complete_1,block_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,1,2,1,True
workload_520.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,86,0,0,3,5,complete_1,complete_1,block_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,1,2,1,True
workload_195.cpp,xczu7ev-ffvc1156-2-e,10,22.92005,232,0,0,10,19,complete_1,complete_1,block_2_1,block_4_1,cyclic_8_1,unroll_8,pipeline_1,pipeline_1,unroll_2,unroll_4,pipeline_1,1,7.25,0.735158881421,False
workload_446.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,94,0,0,3,5,complete_1,complete_1,block_2_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,1,2,1,True
workload_692.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,90,0,0,3,5,complete_1,complete_1,block_2_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,2,1,True
workload_638.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,93,0,0,3,5,complete_1,complete_1,block_2_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,1,2,1,True
workload_637.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,91,0,0,3,5,complete_1,complete_1,block_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,2,1,True
workload_602.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,87,0,0,3,5,complete_1,complete_1,block_2_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,1,2,1,True
workload_469.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,89,0,0,3,5,complete_1,complete_1,block_4_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,1,2,1,True
workload_58.cpp,xczu7ev-ffvc1156-2-e,10,22.92029,2036,0,0,38,68,complete_1,complete_1,block_4_1,cyclic_4_1,block_2_1,unroll_32,pipeline_1,unroll_2,unroll_4,unroll_4,unroll_4,1,26.5,0.157930717364,False
workload_512.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,87,0,0,3,5,complete_1,complete_1,block_4_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,unroll_8,1,2,1,True
workload_629.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,88,0,0,3,5,complete_1,complete_1,block_4_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_2,1,2,1,True
workload_599.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,90,0,0,3,5,complete_1,complete_1,block_4_1,cyclic_8_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,2,1,True
workload_578.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,87,0,0,3,5,complete_1,complete_1,block_4_1,cyclic_8_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_8,1,2,1,True
workload_413.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,87,0,0,3,5,complete_1,complete_1,block_8_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,2,1,True
workload_331.cpp,xczu7ev-ffvc1156-2-e,10,124.24126,85,0,0,2,5,complete_1,complete_1,complete_1,block_2_1,cyclic_2_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,1,1.75,1,True
workload_704.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,84,0,0,3,5,complete_1,complete_1,complete_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_8,1,2,1,True
workload_660.cpp,xczu7ev-ffvc1156-2-e,10,124.24126,85,0,0,2,5,complete_1,complete_1,complete_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,1,1.75,1,True
workload_592.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,90,0,0,3,5,complete_1,complete_1,complete_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,1,2,1,True
workload_608.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,88,0,0,3,5,complete_1,complete_1,complete_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_8,1,2,1,True
workload_668.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,89,0,0,3,5,complete_1,complete_1,complete_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,unroll_8,1,2,1,True
workload_701.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,87,0,0,3,5,complete_1,complete_1,complete_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,pipeline_1,1,2,1,True
workload_199.cpp,xczu7ev-ffvc1156-2-e,10,22.92005,214,0,0,10,19,complete_1,complete_1,complete_1,block_4_1,block_2_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_2,1,7.25,0.735158881421,False
workload_120.cpp,xczu7ev-ffvc1156-2-e,10,22.56224,127,0,0,6,10,complete_1,complete_1,complete_1,block_4_1,block_4_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_2,1,4,0.893680261157,False
workload_265.cpp,xczu7ev-ffvc1156-2-e,10,22.56224,123,0,0,6,10,complete_1,complete_1,complete_1,block_4_1,block_4_1,unroll_4,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,1,4,0.893680261157,False
workload_51.cpp,xczu7ev-ffvc1156-2-e,10,22.92005,265,0,0,10,19,complete_1,complete_1,complete_1,block_4_1,block_4_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_2,1,7.25,0.735158881421,False
workload_187.cpp,xczu7ev-ffvc1156-2-e,10,22.92005,231.5,0,0,10,19,complete_1,complete_1,complete_1,block_4_1,block_4_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_16,2,7.25,0.735158881421,False
workload_126.cpp,xczu7ev-ffvc1156-2-e,10,22.92005,243,0,0,10,19,complete_1,complete_1,complete_1,block_4_1,block_4_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_4,1,7.25,0.735158881421,False
workload_188.cpp,xczu7ev-ffvc1156-2-e,10,293.44291,208,0,0,9,35,complete_1,complete_1,complete_1,block_4_1,block_4_1,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_4,1,11,0.41479931512,False
workload_694.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,83,0,0,3,5,complete_1,complete_1,complete_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,1,2,1,True
workload_533.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,85,0,0,3,5,complete_1,complete_1,complete_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_4,pipeline_1,1,2,1,True
workload_298.cpp,xczu7ev-ffvc1156-2-e,10,22.56224,133,0,0,6,10,complete_1,complete_1,complete_1,block_8_1,block_8_1,unroll_4,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,1,4,0.893680261157,False
workload_305.cpp,xczu7ev-ffvc1156-2-e,10,22.96544,117,0,1,5,8,complete_1,complete_1,complete_1,complete_1,block_4_1,unroll_4,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,1,3.5,0.919623039691,False
workload_186.cpp,xczu7ev-ffvc1156-2-e,10,22.56224,125,0,0,6,10,complete_1,complete_1,complete_1,complete_1,block_4_1,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_4,unroll_2,1,4,0.893680261157,False
workload_232.cpp,xczu7ev-ffvc1156-2-e,10,22.92005,235,0,0,10,19,complete_1,complete_1,complete_1,complete_1,block_4_1,unroll_8,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_2,1,7.25,0.735158881421,False
workload_174.cpp,xczu7ev-ffvc1156-2-e,10,101.52229,334,0,0,8,17,complete_1,complete_1,complete_1,complete_1,block_4_1,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,1,6.25,0.74426910516,False
workload_663.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,92,0,0,3,5,complete_1,complete_1,complete_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,2,1,True
workload_679.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,85,0,0,3,5,complete_1,complete_1,complete_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,1,2,1,True
workload_709.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,88,0,0,3,5,complete_1,complete_1,complete_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,unroll_8,1,2,1,True
workload_263.cpp,xczu7ev-ffvc1156-2-e,10,22.56224,133,0,0,6,10,complete_1,complete_1,complete_1,cyclic_4_1,block_8_1,unroll_4,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,1,4,0.893680261157,False
workload_371.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,88,0,0,3,5,complete_1,complete_1,complete_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,1,2,1,True
workload_705.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,80,0,0,3,5,complete_1,complete_1,complete_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,2,1,True
workload_435.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,95,0,0,3,5,complete_1,complete_1,complete_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,1,2,1,True
workload_450.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,102,0,0,3,5,complete_1,complete_1,complete_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_8,1,2,1,True
workload_183.cpp,xczu7ev-ffvc1156-2-e,10,22.92005,564,0,0,19,36,complete_1,complete_1,cyclic_4_1,block_4_1,cyclic_2_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_2,1,13.75,0.471044240615,False
workload_213.cpp,xczu7ev-ffvc1156-2-e,10,22.56224,121,0,0,6,10,complete_1,complete_1,cyclic_4_1,block_4_1,cyclic_2_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_2,1,4,0.893680261157,False
workload_137.cpp,xczu7ev-ffvc1156-2-e,10,22.92005,247,0,0,10,19,complete_1,complete_1,cyclic_4_1,block_4_1,cyclic_2_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_2,1,7.25,0.735158881421,False
workload_249.cpp,xczu7ev-ffvc1156-2-e,10,22.56224,127,0,0,6,10,complete_1,complete_1,cyclic_4_1,block_4_1,cyclic_8_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_2,1,4,0.893680261157,False
workload_228.cpp,xczu7ev-ffvc1156-2-e,10,316.25376,95,0,2,3,9,complete_1,complete_1,cyclic_8_1,cyclic_4_1,block_4_1,unroll_2,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_2,1,3.5,0.504108407515,False
workload_278.cpp,xczu7ev-ffvc1156-2-e,10,22.78376,79,0,1,3,5,complete_1,complete_1,cyclic_8_1,cyclic_4_1,block_8_1,unroll_2,pipeline_1,unroll_2,unroll_16,unroll_4,pipeline_1,1,2.25,0.986311063312,False
workload_200.cpp,xczu7ev-ffvc1156-2-e,10,178.12876,97,0,2,3,12,complete_1,complete_1,cyclic_8_1,cyclic_4_1,block_8_1,unroll_2,unroll_2,unroll_2,unroll_16,unroll_4,pipeline_1,1,4.25,0.731372247324,False
workload_685.cpp,xczu7ev-ffvc1156-2-e,10,124.24126,83,0,0,2,5,complete_1,complete_2,block_2_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,1.75,1,True
workload_697.cpp,xczu7ev-ffvc1156-2-e,10,124.24126,89,0,0,2,5,complete_1,complete_2,block_2_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_8,1,1.75,1,True
workload_645.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,89,0,0,3,5,complete_1,complete_2,block_2_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_8,1,2,1,True
workload_680.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,87,0,0,3,5,complete_1,complete_2,block_2_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,2,1,True
workload_239.cpp,xczu7ev-ffvc1156-2-e,10,22.92005,213,0,0,10,19,complete_1,complete_2,block_2_1,block_4_1,block_4_1,unroll_8,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_2,1,7.25,0.735158881421,False
workload_707.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,87,0,0,3,5,complete_1,complete_2,block_2_1,block_4_1,block_8_1,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline_1,1,2,1,True
workload_404.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,89,0,0,3,5,complete_1,complete_2,block_2_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,2,2,1,True
workload_408.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,86,0,0,3,5,complete_1,complete_2,block_4_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,1,2,1,True
workload_502.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,96,0,0,3,5,complete_1,complete_2,block_4_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,1,2,1,True
workload_451.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,103,0,0,3,5,complete_1,complete_2,block_4_1,block_4_1,cyclic_4_1,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_2,pipeline_1,1,2,1,True
workload_642.cpp,xczu7ev-ffvc1156-2-e,10,124.24126,89,0,0,2,5,complete_1,complete_2,block_4_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,1,1.75,1,True
workload_322.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,86,0,0,3,5,complete_1,complete_2,block_4_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,3,2,1,True
workload_315.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,84,0,0,3,5,complete_1,complete_2,block_4_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline_1,1,2,1,True
workload_501.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,88,0,0,4,5,complete_1,complete_2,block_4_1,block_8_1,cyclic_4_1,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_2,unroll_16,1,2.25,0.986344784466,False
workload_514.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,90,0,0,3,5,complete_1,complete_2,block_4_1,complete_1,cyclic_4_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,1,2,1,True
workload_564.cpp,xczu7ev-ffvc1156-2-e,10,22.38376,86,0,0,3,5,complete_1,complete_2,block_4_1,cyclic_4_1,cyclic_4_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,2,1,True
workload_184.cpp,xczu7ev-ffvc1156-2-e,10,22.92005,578,0,0,19,36,complete_1,complete_2,block_8_1,block_2_1,complete_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,1,13.75,0.471044240615,False
