Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,OuterLoop_6,OuterLoop_7,OuterLoop_8,OuterLoop_9,OuterLoop_10,OuterLoop_11,OuterLoop_12,OuterLoop_13,OuterLoop_14,OuterLoop_15,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_1_5,InnerLoop_1_6,InnerLoop_1_7,InnerLoop_1_8,InnerLoop_1_9,InnerLoop_1_10,InnerLoop_1_11,InnerLoop_1_12,InnerLoop_1_13,InnerLoop_1_14,InnerLoop_1_15,InnerLoop_1_16,InnerLoop_2_1,InnerLoop_2_2,InnerLoop_2_3,InnerLoop_2_4,InnerLoop_2_5,InnerLoop_3_1,InnerLoop_3_2,InnerLoop_3_3,Replicate_Count,Area,Weight,is_pareto
workload_388.cpp,xczu7ev-ffvc1156-2-e,10,58.64528,2729,6,57,40,93,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_16_1,unroll_4,unroll_8,unroll_16,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_16,pipeline_1,unroll_16,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,1,49,0.236591925072,False
workload_407.cpp,xczu7ev-ffvc1156-2-e,10,58.64528,2757,6,57,40,93,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_16_1,unroll_4,unroll_8,unroll_16,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_16,pipeline_1,unroll_16,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,1,49,0.236591925072,False
workload_552.cpp,xczu7ev-ffvc1156-2-e,10,58.9209,2742,6,38,36,84,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_16_1,unroll_4,unroll_8,unroll_16,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_16,pipeline_1,unroll_16,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_16,unroll_2,unroll_8,unroll_2,pipeline_1,pipeline_1,1,41,0.337236997435,False
workload_371.cpp,xczu7ev-ffvc1156-2-e,10,61.30042,3061,6,39,36,85,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_16_1,unroll_4,unroll_8,unroll_16,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_16,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll_2,unroll_8,unroll_2,pipeline_1,pipeline_1,1,41.5,0.326572169687,False
workload_833.cpp,xczu7ev-ffvc1156-2-e,10,472.40514,721,4,3,18,43,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_32_1,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_64,pipeline_1,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_2,unroll_4,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_8,unroll_4,1,17,0.59646548488,False
workload_649.cpp,xczu7ev-ffvc1156-2-e,10,451.71208,1195,5,2,17,38,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_32_1,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_64,pipeline_1,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_4,1,15.5,0.655343105438,False
workload_577.cpp,xczu7ev-ffvc1156-2-e,10,451.65208,1139,5,2,17,39,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_32_1,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_64,pipeline_1,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_4,1,15.75,0.65290459148,False
workload_636.cpp,xczu7ev-ffvc1156-2-e,10,451.65208,1145,5,2,17,39,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_32_1,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_64,unroll_4,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_8,pipeline_1,1,15.75,0.65290459148,False
workload_782.cpp,xczu7ev-ffvc1156-2-e,10,847.11148,2545,8,1,26,98,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_32_1,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_4,unroll_2,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_4,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_8,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_16,unroll_16,unroll_8,unroll_4,1,33.25,0.1,False
workload_767.cpp,xczu7ev-ffvc1156-2-e,10,358.16771,1387,4,39,29,77,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_32_1,unroll_4,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_64,pipeline_1,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_16,unroll_8,unroll_4,1,37.25,0.2800935531,False
workload_864.cpp,xczu7ev-ffvc1156-2-e,10,762.6122,2098,5,2,29,95,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_32_1,unroll_4,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_4,unroll_4,unroll_8,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_32,unroll_4,unroll_2,unroll_16,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_8,unroll_4,unroll_8,pipeline_1,pipeline_1,unroll_16,unroll_16,pipeline_1,unroll_4,1,32.75,0.113121217146,False
workload_443.cpp,xczu7ev-ffvc1156-2-e,10,55.97636,2500,8,57,39,91,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_16,unroll_16,pipeline_1,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_16,unroll_8,unroll_2,pipeline_1,unroll_16,unroll_4,pipeline_1,unroll_16,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,48.75,0.236518935382,False
workload_794.cpp,xczu7ev-ffvc1156-2-e,10,52.47024,2580,9,37,34,76,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_16,unroll_16,pipeline_1,unroll_16,unroll_16,unroll_4,pipeline_1,unroll_4,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_16,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_16,pipeline_1,pipeline_1,1,39,0.348097550075,False
workload_861.cpp,xczu7ev-ffvc1156-2-e,10,51.91284,2546,6,37,32,75,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_8,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_4,1,37.5,1,True
workload_917.cpp,xczu7ev-ffvc1156-2-e,10,54.71364,2597,9,38,33,76,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_32,unroll_4,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_8,unroll_4,1,39,0.348764143946,False
workload_722.cpp,xczu7ev-ffvc1156-2-e,10,52.15496,2647,6,57,38,92,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_32,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_8,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_4,1,48.25,0.235861670104,False
workload_657.cpp,xczu7ev-ffvc1156-2-e,10,85.59306,2918,9,28,29,76,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,pipeline_1,unroll_8,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_8,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_4,unroll_2,unroll_16,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_8,unroll_8,unroll_16,unroll_8,unroll_2,unroll_8,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,35.5,0.405603258898,False
workload_857.cpp,xczu7ev-ffvc1156-2-e,10,447.64604,935,6,3,16,37,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,pipeline_1,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_16,unroll_16,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_64,pipeline_1,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_4,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_8,pipeline_1,1,15.5,0.663617578363,False
workload_696.cpp,xczu7ev-ffvc1156-2-e,10,449.98604,2947,6,3,14,29,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,pipeline_1,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_16,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_2,unroll_64,pipeline_1,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_2,unroll_4,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_4,1,13,0.683407940512,False
workload_926.cpp,xczu7ev-ffvc1156-2-e,10,450.07604,835,6,3,16,36,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,pipeline_1,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_16,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_2,unroll_64,unroll_16,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_2,unroll_4,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_4,1,15.25,0.662754125992,False
workload_632.cpp,xczu7ev-ffvc1156-2-e,10,52.69292,2401,6,32,31,73,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,pipeline_1,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_32,unroll_2,unroll_2,unroll_16,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,1,35.5,1,True
workload_684.cpp,xczu7ev-ffvc1156-2-e,10,55.66524,2578,6,32,30,72,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,pipeline_1,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_64,pipeline_1,unroll_2,unroll_16,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_4,1,35,1,True
workload_595.cpp,xczu7ev-ffvc1156-2-e,10,85.46728,2880,6,29,27,72,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,pipeline_1,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_4,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_2,unroll_4,unroll_8,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,1,33.5,0.458457235249,False
workload_945.cpp,xczu7ev-ffvc1156-2-e,10,52.41224,2612,9,36,32,76,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,pipeline_1,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_32,pipeline_1,unroll_2,unroll_16,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_4,1,38.25,0.368845056864,False
workload_643.cpp,xczu7ev-ffvc1156-2-e,10,52.41224,2598,9,36,32,76,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,pipeline_1,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_32,unroll_16,unroll_2,unroll_16,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_4,1,38.25,0.368845056864,False
workload_882.cpp,xczu7ev-ffvc1156-2-e,10,52.41224,2595,9,37,32,77,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,pipeline_1,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_32,unroll_16,unroll_2,unroll_16,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_4,1,38.75,0.35491530088,False
workload_856.cpp,xczu7ev-ffvc1156-2-e,10,54.79724,2690,9,36,32,75,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,pipeline_1,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_32,unroll_4,unroll_2,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_4,1,38,0.376504628116,False
workload_941.cpp,xczu7ev-ffvc1156-2-e,10,54.37484,2414,9,38,33,77,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,pipeline_1,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_16,unroll_4,pipeline_1,unroll_2,unroll_32,unroll_4,unroll_2,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_4,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_8,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_4,1,39.25,0.349046808251,False
workload_737.cpp,xczu7ev-ffvc1156-2-e,10,52.67056,2858,5,48,36,88,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_2,pipeline_1,unroll_16,unroll_16,pipeline_1,unroll_8,unroll_16,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_32,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_8,pipeline_1,1,44.25,0.299446427793,False
workload_835.cpp,xczu7ev-ffvc1156-2-e,10,52.49108,3126,6,40,35,89,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_2,unroll_4,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_4,1,42.5,0.320750643411,False
workload_876.cpp,xczu7ev-ffvc1156-2-e,10,85.21314,2676,6,39,30,76,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_2,unroll_8,unroll_16,unroll_16,pipeline_1,pipeline_1,unroll_16,unroll_8,pipeline_1,unroll_4,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_64,unroll_16,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_2,unroll_4,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_16,pipeline_1,pipeline_1,1,37.75,0.372562508192,False
workload_808.cpp,xczu7ev-ffvc1156-2-e,10,52.08636,2546,8,45,34,82,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_2,unroll_8,unroll_16,unroll_16,pipeline_1,unroll_8,unroll_16,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_64,pipeline_1,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_8,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_16,pipeline_1,pipeline_1,1,42.25,0.325711926337,False
workload_770.cpp,xczu7ev-ffvc1156-2-e,10,52.5182,3275,6,34,32,84,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_2,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_32,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_4,1,39,0.348113138725,False
workload_488.cpp,xczu7ev-ffvc1156-2-e,10,58.5966,2317,8,39,34,79,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_4,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,1,40,0.350124163464,False
workload_911.cpp,xczu7ev-ffvc1156-2-e,10,646.45524,2477,6,4,25,94,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_64_1,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_4,unroll_2,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_32,unroll_4,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_4,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_2,unroll_4,unroll_8,unroll_16,pipeline_1,unroll_16,unroll_16,unroll_8,pipeline_1,1,32.25,0.169747088048,False
workload_695.cpp,xczu7ev-ffvc1156-2-e,10,268.89116,1816,6,20,35,84,block_4_1,block_16_1,block_16_1,cyclic_128_1,cyclic_4_1,pipeline_1,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_4,unroll_2,unroll_4,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_32,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_4,1,36.25,0.329438682925,False
workload_682.cpp,xczu7ev-ffvc1156-2-e,10,87.85164,2811,2,28,25,71,block_4_1,block_16_1,block_16_1,cyclic_16_1,cyclic_32_1,pipeline_1,unroll_8,unroll_16,unroll_16,pipeline_1,unroll_16,unroll_16,unroll_4,pipeline_1,unroll_8,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_2,unroll_4,unroll_16,unroll_8,pipeline_1,unroll_8,unroll_8,pipeline_1,unroll_8,unroll_8,unroll_4,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_8,pipeline_1,1,31.5,0.483528107176,False
workload_545.cpp,xczu7ev-ffvc1156-2-e,10,87.82214,2991,6,28,27,73,block_4_1,block_16_1,block_16_1,cyclic_16_1,cyclic_4_1,pipeline_1,unroll_8,unroll_16,unroll_16,pipeline_1,unroll_8,unroll_16,unroll_8,pipeline_1,unroll_4,unroll_16,unroll_4,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_16,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_8,unroll_8,pipeline_1,unroll_8,unroll_4,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_4,1,33.5,0.457427433484,False
workload_579.cpp,xczu7ev-ffvc1156-2-e,10,87.81794,3258,6,28,27,74,block_4_1,block_16_1,block_16_1,cyclic_16_1,cyclic_4_1,pipeline_1,unroll_8,unroll_16,unroll_16,pipeline_1,unroll_8,unroll_16,unroll_8,pipeline_1,unroll_4,unroll_16,unroll_4,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_16,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_8,unroll_8,pipeline_1,unroll_8,unroll_4,unroll_8,unroll_16,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_4,1,33.75,0.452086425352,False
