Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,Replicate_Count,Area,Weight,is_pareto
workload_3.cpp,xczu7ev-ffvc1156-2-e,10,0.47512,148,37,8,5,21,block_64_1,block_32_1,block_16_1,complete_1,complete_1,complete_1,unroll_8,1,17.75,0.530208757536,False
workload_1.cpp,xczu7ev-ffvc1156-2-e,10,0.27763,80,85,2,2,5,block_64_1,block_4_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,1,23.5,0.560702808861,False
workload_58.cpp,xczu7ev-ffvc1156-2-e,10,0.46488,138,25,8,5,19,block_64_1,block_4_1,block_4_1,complete_1,complete_1,complete_1,unroll_8,1,14.25,0.578215287061,False
workload_547.cpp,xczu7ev-ffvc1156-2-e,10,0.27763,77.5,84,2,1,5,block_64_1,cyclic_2_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline_1,2,23,0.56974799989,False
workload_73.cpp,xczu7ev-ffvc1156-2-e,10,0.28787,83,86,2,2,6,block_64_1,cyclic_64_1,block_16_1,complete_1,complete_1,complete_1,pipeline_1,1,24,0.549470805973,False
workload_22.cpp,xczu7ev-ffvc1156-2-e,10,0.28787,94,85,2,3,7,block_64_1,cyclic_8_1,cyclic_128_1,complete_1,complete_1,complete_1,pipeline_1,1,24.25,0.545057352768,False
workload_7.cpp,xczu7ev-ffvc1156-2-e,10,0.4252,130,17,16,9,18,block_8_1,block_8_1,block_32_1,complete_1,complete_1,complete_1,unroll_16,1,15,0.609978937853,False
workload_64.cpp,xczu7ev-ffvc1156-2-e,10,0.28787,73,13,2,2,4,block_8_1,block_8_1,block_64_1,complete_1,complete_1,complete_1,pipeline_1,1,5.25,0.891508155857,False
workload_158.cpp,xczu7ev-ffvc1156-2-e,10,0.28787,67,15,2,1,3,block_8_1,cyclic_2_1,cyclic_16_1,complete_1,complete_1,complete_1,pipeline_1,1,5.25,0.891508155857,False
workload_109.cpp,xczu7ev-ffvc1156-2-e,10,0.35352,186,6,36,19,33,block_8_1,cyclic_2_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_32,2,23.5,0.534437855381,False
workload_218.cpp,xczu7ev-ffvc1156-2-e,10,0.3284,524,9,92,72,88,block_8_1,cyclic_32_1,block_64_1,complete_1,complete_1,complete_1,unroll_64,1,65.25,0.11333284169,False
workload_40.cpp,xczu7ev-ffvc1156-2-e,10,0.27763,69,17,2,1,3,block_8_1,cyclic_32_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,1,5.75,0.901343165607,False
workload_114.cpp,xczu7ev-ffvc1156-2-e,10,0.28787,68,18,2,1,3,block_8_1,cyclic_32_1,cyclic_8_1,complete_1,complete_1,complete_1,pipeline_1,1,6,0.884100395392,False
workload_180.cpp,xczu7ev-ffvc1156-2-e,10,0.3284,471,14,92,58,84,block_8_1,cyclic_64_1,block_32_1,complete_1,complete_1,complete_1,unroll_64,1,62,0.125264718303,False
workload_118.cpp,xczu7ev-ffvc1156-2-e,10,0.3284,528,4,92,73,88,block_8_1,cyclic_64_1,block_64_1,complete_1,complete_1,complete_1,unroll_64,1,64.25,0.116602283624,False
workload_164.cpp,xczu7ev-ffvc1156-2-e,10,0.27763,68,13,2,1,3,block_8_1,cyclic_8_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline_1,1,4.75,0.910951522846,False
workload_12.cpp,xczu7ev-ffvc1156-2-e,10,1.15864,166,22,1,3,11,cyclic_128_1,block_2_1,cyclic_128_1,complete_1,complete_1,complete_1,unroll_8,1,9.25,0.208527881145,False
workload_9.cpp,xczu7ev-ffvc1156-2-e,10,1.16248,104,25,1,1,6,cyclic_128_1,block_4_1,cyclic_16_1,complete_1,complete_1,complete_1,unroll_2,1,8.25,0.207658323562,False
workload_70.cpp,xczu7ev-ffvc1156-2-e,10,1.16248,111,23,1,1,7,cyclic_128_1,block_4_1,cyclic_64_1,complete_1,complete_1,complete_1,unroll_2,1,8,0.207965703566,False
workload_43.cpp,xczu7ev-ffvc1156-2-e,10,1.16248,104,24,1,1,6,cyclic_128_1,block_4_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_2,1,8,0.207965703566,False
workload_16.cpp,xczu7ev-ffvc1156-2-e,10,1.11896,81,7,1,2,5,cyclic_16_1,block_16_1,block_64_1,complete_1,complete_1,complete_1,unroll_4,1,3.75,0.238756059988,False
workload_75.cpp,xczu7ev-ffvc1156-2-e,10,1.15992,73,9,1,1,3,cyclic_16_1,block_16_1,cyclic_16_1,complete_1,complete_1,complete_1,unroll_4,1,3.5,0.212733551329,False
workload_142.cpp,xczu7ev-ffvc1156-2-e,10,0.34584,95,12,18,8,14,cyclic_16_1,block_8_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_16,1,13,0.714755771975,False
workload_6.cpp,xczu7ev-ffvc1156-2-e,10,1.12728,114,4,1,4,8,cyclic_16_1,cyclic_128_1,cyclic_128_1,complete_1,complete_1,complete_1,unroll_16,1,4.25,0.233042746887,False
workload_112.cpp,xczu7ev-ffvc1156-2-e,10,0.34584,101,17,16,7,15,cyclic_16_1,cyclic_2_1,block_32_1,complete_1,complete_1,complete_1,unroll_16,1,13.75,0.702635231511,False
workload_363.cpp,xczu7ev-ffvc1156-2-e,10,0.31464,175,7,37,31,36,cyclic_16_1,cyclic_2_1,block_64_1,complete_1,complete_1,complete_1,unroll_32,1,27.75,0.479289363233,False
workload_63.cpp,xczu7ev-ffvc1156-2-e,10,1.13688,89,6,1,3,6,cyclic_16_1,cyclic_2_1,cyclic_128_1,complete_1,complete_1,complete_1,unroll_8,1,4,0.226925489938,False
workload_168.cpp,xczu7ev-ffvc1156-2-e,10,0.34584,92,10,18,7,14,cyclic_16_1,cyclic_2_1,cyclic_16_1,complete_1,complete_1,complete_1,unroll_16,1,12.25,0.726576856887,False
workload_562.cpp,xczu7ev-ffvc1156-2-e,10,0.27747,67,23,1,1,2,cyclic_16_1,cyclic_2_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline_1,1,6.75,0.887471473597,False
workload_98.cpp,xczu7ev-ffvc1156-2-e,10,0.28771,70,24,1,1,2,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,complete_1,complete_1,pipeline_1,1,7,0.871157501821,False
workload_34.cpp,xczu7ev-ffvc1156-2-e,10,0.34584,93,10,18,7,14,cyclic_16_1,cyclic_2_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_16,1,12.25,0.726576856887,False
workload_667.cpp,xczu7ev-ffvc1156-2-e,10,0.30744,125,8,30,13,23,cyclic_16_1,cyclic_4_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_32,1,18.5,0.64324731486,False
workload_557.cpp,xczu7ev-ffvc1156-2-e,10,0.27747,67,24,1,1,2,cyclic_16_1,cyclic_8_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,1,7,0.883449047606,False
workload_790.cpp,xczu7ev-ffvc1156-2-e,10,0.28728,196,9,36,18,31,cyclic_16_1,cyclic_8_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_64,1,23.5,0.558502517884,False
workload_196.cpp,xczu7ev-ffvc1156-2-e,10,0.342,92,9,17,7,13,cyclic_16_1,cyclic_8_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_16,1,11.5,0.741962308909,False
workload_317.cpp,xczu7ev-ffvc1156-2-e,10,1.0254,3235,4,1,12,35,cyclic_2_1,block_128_1,block_128_1,complete_1,complete_1,complete_1,unroll_64,1,13,0.286966202683,False
workload_256.cpp,xczu7ev-ffvc1156-2-e,10,0.22627,73,11,1,3,4,cyclic_2_1,block_128_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,2,4.75,0.97463234583,False
workload_455.cpp,xczu7ev-ffvc1156-2-e,10,0.70232,207,4,5,5,13,cyclic_2_1,block_128_1,block_2_1,complete_1,complete_1,complete_1,unroll_16,2,6.75,0.588233344615,False
workload_135.cpp,xczu7ev-ffvc1156-2-e,10,0.23651,76,16,1,3,5,cyclic_2_1,block_128_1,block_32_1,complete_1,complete_1,complete_1,pipeline_1,2,6.25,0.93499448443,False
workload_181.cpp,xczu7ev-ffvc1156-2-e,10,0.23651,80,10,1,4,5,cyclic_2_1,block_128_1,block_64_1,complete_1,complete_1,complete_1,pipeline_1,6,5,0.963956513243,False
workload_334.cpp,xczu7ev-ffvc1156-2-e,10,0.99808,316,4,1,11,15,cyclic_2_1,block_128_1,block_64_1,complete_1,complete_1,complete_1,unroll_16,1,7.75,0.325207814576,False
workload_313.cpp,xczu7ev-ffvc1156-2-e,10,1.01632,968,4,1,11,17,cyclic_2_1,block_128_1,block_64_1,complete_1,complete_1,complete_1,unroll_32,1,8.25,0.309082792147,False
workload_315.cpp,xczu7ev-ffvc1156-2-e,10,1.02544,3121,4,1,11,23,cyclic_2_1,block_128_1,block_64_1,complete_1,complete_1,complete_1,unroll_64,1,9.75,0.297915371254,False
workload_258.cpp,xczu7ev-ffvc1156-2-e,10,0.23651,83,10,1,4,6,cyclic_2_1,block_128_1,cyclic_128_1,complete_1,complete_1,complete_1,pipeline_1,1,5.25,0.958367144652,False
workload_566.cpp,xczu7ev-ffvc1156-2-e,10,0.22627,74,11,1,3,4,cyclic_2_1,block_128_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline_1,2,4.75,0.97463234583,False
workload_709.cpp,xczu7ev-ffvc1156-2-e,10,0.7324,72,4,1,2,5,cyclic_2_1,block_128_1,cyclic_2_1,complete_1,complete_1,complete_1,unroll_2,1,3,0.609921102414,False
workload_777.cpp,xczu7ev-ffvc1156-2-e,10,0.3804,95,4,5,4,14,cyclic_2_1,block_128_1,cyclic_2_1,complete_1,complete_1,complete_1,unroll_8,1,6.75,0.746698387967,False
workload_279.cpp,xczu7ev-ffvc1156-2-e,10,0.22627,73.5,11,1,3,4,cyclic_2_1,block_128_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,2,4.75,0.97463234583,False
workload_257.cpp,xczu7ev-ffvc1156-2-e,10,1.08056,79,4,1,3,6,cyclic_2_1,block_128_1,cyclic_64_1,complete_1,complete_1,complete_1,unroll_2,1,3.5,0.265760385771,False
workload_133.cpp,xczu7ev-ffvc1156-2-e,10,1.08056,75,5,1,2,5,cyclic_2_1,block_128_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_2,1,3.25,0.26583222029,False
workload_325.cpp,xczu7ev-ffvc1156-2-e,10,0.23651,71,11,1,2,3,cyclic_2_1,block_2_1,block_64_1,complete_1,complete_1,complete_1,pipeline_1,1,4.25,0.978471988339,False
workload_291.cpp,xczu7ev-ffvc1156-2-e,10,0.22627,64,11,1,1,2,cyclic_2_1,block_2_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,1,3.75,1,True
workload_357.cpp,xczu7ev-ffvc1156-2-e,10,1.02456,127,5,1,1,5,cyclic_2_1,block_2_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_32,1,3,0.309460542328,False
workload_372.cpp,xczu7ev-ffvc1156-2-e,10,0.23651,64.5,12,1,1,2,cyclic_2_1,block_2_1,cyclic_8_1,complete_1,complete_1,complete_1,pipeline_1,2,4,0.98147664006,False
workload_175.cpp,xczu7ev-ffvc1156-2-e,10,0.23651,66,14,1,1,2,cyclic_2_1,block_4_1,cyclic_16_1,complete_1,complete_1,complete_1,pipeline_1,1,4.5,0.974243430386,False
workload_183.cpp,xczu7ev-ffvc1156-2-e,10,0.31704,92,6,14,7,12,cyclic_2_1,block_4_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_16,1,9.75,0.795179502333,False
workload_781.cpp,xczu7ev-ffvc1156-2-e,10,0.23651,81,10,1,4,5,cyclic_2_1,block_64_1,block_128_1,complete_1,complete_1,complete_1,pipeline_1,1,5,0.963956513243,False
workload_482.cpp,xczu7ev-ffvc1156-2-e,10,0.74264,82,4,1,3,6,cyclic_2_1,block_64_1,block_128_1,complete_1,complete_1,complete_1,unroll_2,1,3.5,0.59725077606,False
workload_756.cpp,xczu7ev-ffvc1156-2-e,10,1.0254,1526,4,1,11,33,cyclic_2_1,block_64_1,block_128_1,complete_1,complete_1,complete_1,unroll_64,1,12.25,0.289774182314,False
workload_610.cpp,xczu7ev-ffvc1156-2-e,10,0.3068,111.5,4,13,7,18,cyclic_2_1,block_64_1,block_2_1,complete_1,complete_1,complete_1,unroll_16,2,10.5,0.792927595546,False
workload_652.cpp,xczu7ev-ffvc1156-2-e,10,0.84616,931,4,13,7,19,cyclic_2_1,block_64_1,block_2_1,complete_1,complete_1,complete_1,unroll_64,1,10.75,0.445353377605,False
workload_706.cpp,xczu7ev-ffvc1156-2-e,10,0.3804,83,4,5,4,10,cyclic_2_1,block_64_1,block_2_1,complete_1,complete_1,complete_1,unroll_8,1,5.75,0.751809579805,False
workload_350.cpp,xczu7ev-ffvc1156-2-e,10,0.23651,74,10,1,3,4,cyclic_2_1,block_64_1,block_64_1,complete_1,complete_1,complete_1,pipeline_1,2,4.5,0.974243430386,False
workload_796.cpp,xczu7ev-ffvc1156-2-e,10,0.74264,74,4,1,2,5,cyclic_2_1,block_64_1,block_64_1,complete_1,complete_1,complete_1,unroll_2,1,3,0.601339438387,False
workload_396.cpp,xczu7ev-ffvc1156-2-e,10,1.01632,368,4,1,10,16,cyclic_2_1,block_64_1,block_64_1,complete_1,complete_1,complete_1,unroll_32,1,7.75,0.310259224488,False
workload_596.cpp,xczu7ev-ffvc1156-2-e,10,1.02544,1504.5,4,1,10,21,cyclic_2_1,block_64_1,block_64_1,complete_1,complete_1,complete_1,unroll_64,2,9,0.29997383938,False
workload_422.cpp,xczu7ev-ffvc1156-2-e,10,0.22627,69,11,1,2,3,cyclic_2_1,block_64_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline_1,2,4.25,0.98727084305,False
workload_653.cpp,xczu7ev-ffvc1156-2-e,10,1.01512,1319,4,1,2,10,cyclic_2_1,block_64_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_64,1,4.25,0.316652686236,False
workload_275.cpp,xczu7ev-ffvc1156-2-e,10,0.22627,65,12,1,1,2,cyclic_2_1,block_8_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,1,4,0.993624089059,False
workload_288.cpp,xczu7ev-ffvc1156-2-e,10,0.25928,238,7,67,29,50,cyclic_2_1,block_8_1,block_2_1,complete_1,complete_1,complete_1,unroll_64,1,38.25,0.333457549759,False
workload_101.cpp,xczu7ev-ffvc1156-2-e,10,0.32344,100.5,16,13,6,14,cyclic_2_1,block_8_1,block_32_1,complete_1,complete_1,complete_1,unroll_16,2,12.25,0.747427970092,False
workload_141.cpp,xczu7ev-ffvc1156-2-e,10,0.23651,69,12,1,2,3,cyclic_2_1,block_8_1,block_64_1,complete_1,complete_1,complete_1,pipeline_1,2,4.5,0.974243430386,False
workload_232.cpp,xczu7ev-ffvc1156-2-e,10,0.22627,65,12,1,1,2,cyclic_2_1,block_8_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,2,4,0.993624089059,False
workload_226.cpp,xczu7ev-ffvc1156-2-e,10,0.3068,90,7,13,6,12,cyclic_2_1,block_8_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_16,1,9.5,0.810003665444,False
workload_245.cpp,xczu7ev-ffvc1156-2-e,10,0.25928,230,8,62,28,48,cyclic_2_1,block_8_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_64,1,36.5,0.356733176835,False
workload_767.cpp,xczu7ev-ffvc1156-2-e,10,0.22627,69,11,1,3,4,cyclic_2_1,cyclic_128_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,1,4.75,0.97463234583,False
workload_651.cpp,xczu7ev-ffvc1156-2-e,10,1.0244,237,4,1,3,9,cyclic_2_1,cyclic_128_1,block_2_1,complete_1,complete_1,complete_1,unroll_64,1,4.25,0.308971880299,False
workload_301.cpp,xczu7ev-ffvc1156-2-e,10,0.26504,494,6,69,87,75,cyclic_2_1,cyclic_16_1,block_128_1,complete_1,complete_1,complete_1,unroll_64,1,59.25,0.140213903298,False
workload_267.cpp,xczu7ev-ffvc1156-2-e,10,0.26504,330,6,69,58,62,cyclic_2_1,cyclic_16_1,block_64_1,complete_1,complete_1,complete_1,unroll_64,1,48.75,0.216780722184,False
workload_775.cpp,xczu7ev-ffvc1156-2-e,10,0.26104,467,4,58,83,69,cyclic_2_1,cyclic_2_1,block_128_1,complete_1,complete_1,complete_1,unroll_64,1,53.5,0.177308633828,False
workload_740.cpp,xczu7ev-ffvc1156-2-e,10,0.38812,100,4,6,12,13,cyclic_2_1,cyclic_2_1,block_128_1,complete_1,complete_1,complete_1,unroll_8,1,8.75,0.721232591395,False
workload_447.cpp,xczu7ev-ffvc1156-2-e,10,0.23651,66,13,1,1,2,cyclic_2_1,cyclic_2_1,block_16_1,complete_1,complete_1,complete_1,pipeline_1,1,4.25,0.978471988339,False
workload_545.cpp,xczu7ev-ffvc1156-2-e,10,0.26104,236,9,58,32,46,cyclic_2_1,cyclic_2_1,block_16_1,complete_1,complete_1,complete_1,unroll_64,1,36.25,0.360035704767,False
workload_147.cpp,xczu7ev-ffvc1156-2-e,10,0.22627,65,11,1,1,2,cyclic_2_1,cyclic_2_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,7,3.75,1,True
workload_298.cpp,xczu7ev-ffvc1156-2-e,10,0.3036,89,5,11,5,10,cyclic_2_1,cyclic_2_1,block_2_1,complete_1,complete_1,complete_1,unroll_16,5,7.75,0.840747216626,False
workload_397.cpp,xczu7ev-ffvc1156-2-e,10,0.7324,67,5,1,1,2,cyclic_2_1,cyclic_2_1,block_2_1,complete_1,complete_1,complete_1,unroll_2,1,2.25,0.616916956728,False
workload_762.cpp,xczu7ev-ffvc1156-2-e,10,0.26776,123,5,23,11,19,cyclic_2_1,cyclic_2_1,block_2_1,complete_1,complete_1,complete_1,unroll_32,1,14.5,0.73870236824,False
workload_374.cpp,xczu7ev-ffvc1156-2-e,10,0.25048,212,5,52,23,40,cyclic_2_1,cyclic_2_1,block_2_1,complete_1,complete_1,complete_1,unroll_64,3,30,0.453481291658,False
workload_369.cpp,xczu7ev-ffvc1156-2-e,10,0.22627,65.5,11,1,1,2,cyclic_2_1,cyclic_2_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,2,3.75,1,True
workload_337.cpp,xczu7ev-ffvc1156-2-e,10,0.3036,88,5,11,5,10,cyclic_2_1,cyclic_2_1,block_4_1,complete_1,complete_1,complete_1,unroll_16,1,7.75,0.840747216626,False
workload_438.cpp,xczu7ev-ffvc1156-2-e,10,0.26776,122,5,23,11,19,cyclic_2_1,cyclic_2_1,block_4_1,complete_1,complete_1,complete_1,unroll_32,1,14.5,0.73870236824,False
workload_415.cpp,xczu7ev-ffvc1156-2-e,10,0.25048,215.5,5,52,23,40,cyclic_2_1,cyclic_2_1,block_4_1,complete_1,complete_1,complete_1,unroll_64,2,30,0.453481291658,False
workload_230.cpp,xczu7ev-ffvc1156-2-e,10,0.23651,69.5,11,1,2,3,cyclic_2_1,cyclic_2_1,block_64_1,complete_1,complete_1,complete_1,pipeline_1,6,4.25,0.978471988339,False
workload_139.cpp,xczu7ev-ffvc1156-2-e,10,0.31392,111,4,13,14,16,cyclic_2_1,cyclic_2_1,block_64_1,complete_1,complete_1,complete_1,unroll_16,1,11.75,0.764476865619,False
workload_778.cpp,xczu7ev-ffvc1156-2-e,10,0.74264,69.5,4,1,1,3,cyclic_2_1,cyclic_2_1,block_64_1,complete_1,complete_1,complete_1,unroll_2,2,2.25,0.605721944663,False
workload_331.cpp,xczu7ev-ffvc1156-2-e,10,0.27816,165,4,27,27,30,cyclic_2_1,cyclic_2_1,block_64_1,complete_1,complete_1,complete_1,unroll_32,3,22,0.587955464461,False
workload_511.cpp,xczu7ev-ffvc1156-2-e,10,0.26104,310,4,58,54,56,cyclic_2_1,cyclic_2_1,block_64_1,complete_1,complete_1,complete_1,unroll_64,3,43,0.275759467458,False
workload_554.cpp,xczu7ev-ffvc1156-2-e,10,0.38808,84,4,5,3,8,cyclic_2_1,cyclic_2_1,block_64_1,complete_1,complete_1,complete_1,unroll_8,2,5,0.743290628629,False
workload_746.cpp,xczu7ev-ffvc1156-2-e,10,0.23651,66,12,1,1,2,cyclic_2_1,cyclic_2_1,block_8_1,complete_1,complete_1,complete_1,pipeline_1,1,4,0.98147664006,False
workload_457.cpp,xczu7ev-ffvc1156-2-e,10,0.23651,73,11,1,3,4,cyclic_2_1,cyclic_2_1,cyclic_128_1,complete_1,complete_1,complete_1,pipeline_1,1,4.75,0.969304296906,False
workload_280.cpp,xczu7ev-ffvc1156-2-e,10,0.98648,135,4,1,3,6,cyclic_2_1,cyclic_2_1,cyclic_128_1,complete_1,complete_1,complete_1,unroll_32,1,3.5,0.341775201079,False
workload_336.cpp,xczu7ev-ffvc1156-2-e,10,0.23651,64,13,1,1,2,cyclic_2_1,cyclic_2_1,cyclic_16_1,complete_1,complete_1,complete_1,pipeline_1,1,4.25,0.978471988339,False
workload_310.cpp,xczu7ev-ffvc1156-2-e,10,0.22627,65,11,1,1,2,cyclic_2_1,cyclic_2_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline_1,7,3.75,1,True
workload_467.cpp,xczu7ev-ffvc1156-2-e,10,0.3036,87.5,5,11,5,10,cyclic_2_1,cyclic_2_1,cyclic_2_1,complete_1,complete_1,complete_1,unroll_16,4,7.75,0.840747216626,False
workload_427.cpp,xczu7ev-ffvc1156-2-e,10,0.7324,64,4,1,1,2,cyclic_2_1,cyclic_2_1,cyclic_2_1,complete_1,complete_1,complete_1,unroll_2,2,2,1,True
workload_444.cpp,xczu7ev-ffvc1156-2-e,10,0.26776,120,5,23,11,19,cyclic_2_1,cyclic_2_1,cyclic_2_1,complete_1,complete_1,complete_1,unroll_32,2,14.5,0.73870236824,False
workload_426.cpp,xczu7ev-ffvc1156-2-e,10,0.25048,210,5,49,22,39,cyclic_2_1,cyclic_2_1,cyclic_2_1,complete_1,complete_1,complete_1,unroll_64,4,28.75,0.473738183041,False
workload_523.cpp,xczu7ev-ffvc1156-2-e,10,0.37784,73,4,5,3,5,cyclic_2_1,cyclic_2_1,cyclic_2_1,complete_1,complete_1,complete_1,unroll_8,4,4.25,0.759466196042,False
workload_184.cpp,xczu7ev-ffvc1156-2-e,10,0.22627,64,11,1,1,2,cyclic_2_1,cyclic_2_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,6,3.75,1,True
workload_173.cpp,xczu7ev-ffvc1156-2-e,10,0.3036,88,5,12,5,10,cyclic_2_1,cyclic_2_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_16,2,8,0.837137857316,False
workload_314.cpp,xczu7ev-ffvc1156-2-e,10,0.7324,64,5,1,1,2,cyclic_2_1,cyclic_2_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_2,3,2.25,0.616916956728,False
workload_246.cpp,xczu7ev-ffvc1156-2-e,10,0.26776,121,5,23,11,19,cyclic_2_1,cyclic_2_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_32,3,14.5,0.73870236824,False
workload_462.cpp,xczu7ev-ffvc1156-2-e,10,0.25048,209.5,5,49,22,39,cyclic_2_1,cyclic_2_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_64,4,28.75,0.473738183041,False
workload_319.cpp,xczu7ev-ffvc1156-2-e,10,0.23651,69,11,1,2,3,cyclic_2_1,cyclic_2_1,cyclic_64_1,complete_1,complete_1,complete_1,pipeline_1,1,4.25,0.978471988339,False
workload_209.cpp,xczu7ev-ffvc1156-2-e,10,1.03448,68,4,1,1,3,cyclic_2_1,cyclic_2_1,cyclic_64_1,complete_1,complete_1,complete_1,unroll_2,1,2.25,0.301417705967,False
workload_248.cpp,xczu7ev-ffvc1156-2-e,10,0.31384,89,6,13,6,11,cyclic_2_1,cyclic_2_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_16,1,9,0.810308026492,False
workload_635.cpp,xczu7ev-ffvc1156-2-e,10,0.26184,285,19,71,44,59,cyclic_2_1,cyclic_32_1,block_32_1,complete_1,complete_1,complete_1,unroll_64,1,48.25,0.221531741069,False
workload_303.cpp,xczu7ev-ffvc1156-2-e,10,0.23651,70.5,16,1,2,3,cyclic_2_1,cyclic_32_1,block_64_1,complete_1,complete_1,complete_1,pipeline_1,2,5.5,0.952630449972,False
workload_208.cpp,xczu7ev-ffvc1156-2-e,10,0.74264,72,9,1,1,4,cyclic_2_1,cyclic_32_1,block_64_1,complete_1,complete_1,complete_1,unroll_2,1,3.75,0.595074950522,False
workload_198.cpp,xczu7ev-ffvc1156-2-e,10,0.26184,334,9,71,59,64,cyclic_2_1,cyclic_32_1,block_64_1,complete_1,complete_1,complete_1,unroll_64,1,50.75,0.199222299815,False
workload_675.cpp,xczu7ev-ffvc1156-2-e,10,0.25288,231,9,69,29,50,cyclic_2_1,cyclic_32_1,cyclic_2_1,complete_1,complete_1,complete_1,unroll_64,2,39.25,0.320955042385,False
workload_146.cpp,xczu7ev-ffvc1156-2-e,10,0.22627,66.5,16,1,1,2,cyclic_2_1,cyclic_32_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,2,5,0.968347094619,False
workload_316.cpp,xczu7ev-ffvc1156-2-e,10,0.27832,127,10,30,13,23,cyclic_2_1,cyclic_32_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_32,1,19,0.644727932283,False
workload_343.cpp,xczu7ev-ffvc1156-2-e,10,0.22627,64,11,1,1,2,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,4,3.75,1,True
workload_594.cpp,xczu7ev-ffvc1156-2-e,10,0.30296,90,5,13,6,11,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,complete_1,complete_1,unroll_16,1,8.75,0.826334191551,False
workload_234.cpp,xczu7ev-ffvc1156-2-e,10,0.27384,124,5,27,12,21,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,complete_1,complete_1,unroll_32,1,16.25,0.700629412743,False
workload_282.cpp,xczu7ev-ffvc1156-2-e,10,0.25208,219.5,5,60,26,45,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,complete_1,complete_1,unroll_64,2,34,0.392345778521,False
workload_577.cpp,xczu7ev-ffvc1156-2-e,10,0.22627,64,12,1,1,2,cyclic_2_1,cyclic_4_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,2,4,0.993624089059,False
workload_213.cpp,xczu7ev-ffvc1156-2-e,10,0.27384,125,6,27,12,21,cyclic_2_1,cyclic_4_1,block_4_1,complete_1,complete_1,complete_1,unroll_32,3,16.5,0.69558023984,False
workload_719.cpp,xczu7ev-ffvc1156-2-e,10,0.23651,72,11,1,2,3,cyclic_2_1,cyclic_4_1,block_64_1,complete_1,complete_1,complete_1,pipeline_1,1,4.25,0.978471988339,False
workload_576.cpp,xczu7ev-ffvc1156-2-e,10,0.31328,114,4,15,15,18,cyclic_2_1,cyclic_4_1,block_64_1,complete_1,complete_1,complete_1,unroll_16,1,13,0.742477772241,False
workload_210.cpp,xczu7ev-ffvc1156-2-e,10,0.28424,167,4,30,28,32,cyclic_2_1,cyclic_4_1,block_64_1,complete_1,complete_1,complete_1,unroll_32,3,23.5,0.559234390814,False
workload_439.cpp,xczu7ev-ffvc1156-2-e,10,0.26264,322,4,65,57,60,cyclic_2_1,cyclic_4_1,block_64_1,complete_1,complete_1,complete_1,unroll_64,1,46.5,0.238460829866,False
