Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,Replicate_Count,Area,Weight,is_pareto
workload_3106.cpp,xcu200-fsgd2104-2-e,5,0.32012,63,0,0,0,0,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll_2,1,0,0.46996845251,False
workload_3087.cpp,xcu200-fsgd2104-2-e,5,0.113165,64,0,0,0,0,cyclic_2_1,cyclic_2_1,cyclic_4_1,pipeline_1,2,0,0.999984394971,False
workload_2974.cpp,xcu200-fsgd2104-2-e,5,0.118285,73,0,0,0,0,cyclic_2_1,cyclic_32_1,block_8_1,pipeline_1,1,0,0.984075844621,False
workload_2825.cpp,xcu200-fsgd2104-2-e,5,0.52268,133,0,0,0,0,cyclic_2_1,cyclic_32_1,cyclic_2_1,unroll_16,1,0,0.175655252066,False
workload_2906.cpp,xcu200-fsgd2104-2-e,5,0.118285,102,0,0,0,1,cyclic_2_1,cyclic_4_1,block_128_1,pipeline_1,3,0.25,0.966460801921,False
workload_2829.cpp,xcu200-fsgd2104-2-e,5,0.113165,64,0,0,0,0,cyclic_2_1,cyclic_4_1,block_2_1,pipeline_1,3,0,0.999984394971,False
workload_2847.cpp,xcu200-fsgd2104-2-e,5,0.52492,65,0,0,0,0,cyclic_2_1,cyclic_4_1,block_2_1,unroll_2,1,0,0.173641879797,False
workload_3001.cpp,xcu200-fsgd2104-2-e,5,0.113165,66,0,0,0,0,cyclic_2_1,cyclic_4_1,block_4_1,pipeline_1,2,0,0.999984394971,False
workload_2876.cpp,xcu200-fsgd2104-2-e,5,0.113165,64,0,0,0,0,cyclic_2_1,cyclic_4_1,cyclic_2_1,pipeline_1,5,0,0.999984394971,False
workload_3025.cpp,xcu200-fsgd2104-2-e,5,0.113165,66,0,0,0,0,cyclic_2_1,cyclic_4_1,cyclic_4_1,pipeline_1,3,0,0.999984394971,False
workload_2987.cpp,xcu200-fsgd2104-2-e,5,0.118285,81,0,0,0,0,cyclic_2_1,cyclic_4_1,cyclic_64_1,pipeline_1,1,0,0.984075844621,False
workload_3165.cpp,xcu200-fsgd2104-2-e,5,0.113165,80,0,0,0,0,cyclic_2_1,cyclic_64_1,cyclic_2_1,pipeline_1,1,0,0.999984394971,False
workload_3067.cpp,xcu200-fsgd2104-2-e,5,0.113165,82,0,0,0,0,cyclic_2_1,cyclic_64_1,cyclic_4_1,pipeline_1,1,0,0.999984394971,False
workload_3112.cpp,xcu200-fsgd2104-2-e,5,0.11828,105,0,0,0,1,cyclic_2_1,cyclic_8_1,block_128_1,pipeline_1,1,0.25,0.966468032778,False
workload_2860.cpp,xcu200-fsgd2104-2-e,5,0.11828,69,0,0,0,0,cyclic_2_1,cyclic_8_1,block_16_1,pipeline_1,1,0,0.984091311115,False
workload_3127.cpp,xcu200-fsgd2104-2-e,5,0.11316,66,0,0,0,0,cyclic_2_1,cyclic_8_1,block_2_1,pipeline_1,5,0,1,True
workload_3143.cpp,xcu200-fsgd2104-2-e,5,0.51852,73,0,0,0,0,cyclic_2_1,cyclic_8_1,block_2_1,unroll_4,1,0,0.179466410337,False
workload_3037.cpp,xcu200-fsgd2104-2-e,5,0.11316,66,0,0,0,0,cyclic_2_1,cyclic_8_1,block_4_1,pipeline_1,4,0,1,True
workload_3192.cpp,xcu200-fsgd2104-2-e,5,0.11828,68,0,0,0,0,cyclic_2_1,cyclic_8_1,block_8_1,pipeline_1,1,0,0.984091311115,False
workload_2893.cpp,xcu200-fsgd2104-2-e,5,0.11316,65,0,0,0,0,cyclic_2_1,cyclic_8_1,cyclic_2_1,pipeline_1,6,0,1,True
workload_3064.cpp,xcu200-fsgd2104-2-e,5,0.31756,64.5,0,0,0,0,cyclic_2_1,cyclic_8_1,cyclic_2_1,unroll_2,2,0,0.475108868416,False
workload_2928.cpp,xcu200-fsgd2104-2-e,5,0.13628,149,0,7,2,4,cyclic_2_1,cyclic_8_1,cyclic_2_1,unroll_32,1,3.25,0.648661750382,False
workload_2897.cpp,xcu200-fsgd2104-2-e,5,0.11316,66.5,0,0,0,0,cyclic_2_1,cyclic_8_1,cyclic_4_1,pipeline_1,6,0,1,True
workload_3117.cpp,xcu200-fsgd2104-2-e,5,0.11828,68,0,0,0,0,cyclic_2_1,cyclic_8_1,cyclic_8_1,pipeline_1,2,0,0.984091311115,False
workload_2798.cpp,xcu200-fsgd2104-2-e,5,0.56972,111,0,0,0,1,cyclic_32_1,block_16_1,block_32_1,unroll_4,1,0.25,0.139011471463,False
workload_2839.cpp,xcu200-fsgd2104-2-e,5,0.58908,175,0,0,0,1,cyclic_32_1,block_2_1,cyclic_16_1,unroll_32,1,0.25,0.127447951517,False
workload_2902.cpp,xcu200-fsgd2104-2-e,5,0.138765,79.5,1,0,0,0,cyclic_32_1,block_2_1,cyclic_4_1,pipeline_1,2,0.25,0.916717780074,False
workload_2853.cpp,xcu200-fsgd2104-2-e,5,0.143885,126,0,0,0,1,cyclic_32_1,block_32_1,block_128_1,pipeline_1,1,0.25,0.902372492253,False
workload_2936.cpp,xcu200-fsgd2104-2-e,5,0.143885,92,0,0,0,0,cyclic_32_1,block_32_1,block_16_1,pipeline_1,1,0,0.906660994717,False
workload_2900.cpp,xcu200-fsgd2104-2-e,5,0.138765,88,0,0,0,0,cyclic_32_1,block_32_1,cyclic_4_1,pipeline_1,1,0,0.921860244452,False
workload_2801.cpp,xcu200-fsgd2104-2-e,5,0.56332,107,1,0,0,0,cyclic_32_1,block_4_1,block_4_1,unroll_8,1,0.25,0.143279965977,False
workload_2791.cpp,xcu200-fsgd2104-2-e,5,0.143885,114,0,0,0,1,cyclic_32_1,cyclic_128_1,block_8_1,pipeline_1,1,0.25,0.902372492253,False
workload_2852.cpp,xcu200-fsgd2104-2-e,5,0.15004,317,0,12,4,7,cyclic_32_1,cyclic_16_1,cyclic_64_1,unroll_64,1,5.75,0.438602827224,False
workload_2947.cpp,xcu200-fsgd2104-2-e,5,0.138765,80,1,0,0,0,cyclic_32_1,cyclic_4_1,cyclic_4_1,pipeline_1,1,0.25,0.916717780074,False
workload_2985.cpp,xcu200-fsgd2104-2-e,5,0.143885,81,0,0,0,0,cyclic_32_1,cyclic_4_1,cyclic_8_1,pipeline_1,1,0,0.906660994717,False
workload_2843.cpp,xcu200-fsgd2104-2-e,5,0.1656,209,0,0,2,2,cyclic_32_1,cyclic_64_1,block_64_1,unroll_16,1,1,0.808828712883,False
workload_3027.cpp,xcu200-fsgd2104-2-e,5,0.118285,119,0,0,0,1,cyclic_4_1,block_128_1,block_64_1,pipeline_1,1,0.25,0.966460801921,False
workload_3150.cpp,xcu200-fsgd2104-2-e,5,0.113165,102,0,0,0,1,cyclic_4_1,block_128_1,cyclic_4_1,pipeline_1,1,0.25,0.970406248657,False
workload_3052.cpp,xcu200-fsgd2104-2-e,5,0.113165,70,0,0,0,0,cyclic_4_1,block_16_1,cyclic_4_1,pipeline_1,2,0,0.999984394971,False
workload_3043.cpp,xcu200-fsgd2104-2-e,5,0.113165,72,0,0,0,0,cyclic_4_1,block_32_1,block_2_1,pipeline_1,1,0,0.999984394971,False
workload_2952.cpp,xcu200-fsgd2104-2-e,5,0.113165,75.5,0,0,0,0,cyclic_4_1,block_32_1,cyclic_2_1,pipeline_1,2,0,0.999984394971,False
workload_3012.cpp,xcu200-fsgd2104-2-e,5,0.113165,73.5,0,0,0,0,cyclic_4_1,block_32_1,cyclic_4_1,pipeline_1,2,0,0.999984394971,False
workload_3074.cpp,xcu200-fsgd2104-2-e,5,0.118285,106,0,0,0,1,cyclic_4_1,block_4_1,block_128_1,pipeline_1,1,0.25,0.966460801921,False
workload_3183.cpp,xcu200-fsgd2104-2-e,5,0.113165,66,0,0,0,0,cyclic_4_1,block_4_1,block_4_1,pipeline_1,1,0,0.999984394971,False
workload_3077.cpp,xcu200-fsgd2104-2-e,5,0.113165,66.5,0,0,0,0,cyclic_4_1,block_4_1,cyclic_2_1,pipeline_1,2,0,0.999984394971,False
workload_3120.cpp,xcu200-fsgd2104-2-e,5,0.113165,65,0,0,0,0,cyclic_4_1,block_4_1,cyclic_4_1,pipeline_1,1,0,0.999984394971,False
workload_3084.cpp,xcu200-fsgd2104-2-e,5,0.113165,83,0,0,0,0,cyclic_4_1,block_64_1,block_2_1,pipeline_1,1,0,0.999984394971,False
workload_3057.cpp,xcu200-fsgd2104-2-e,5,0.113165,82.5,0,0,0,0,cyclic_4_1,block_64_1,cyclic_2_1,pipeline_1,2,0,0.999984394971,False
workload_3096.cpp,xcu200-fsgd2104-2-e,5,0.113165,82,0,0,0,0,cyclic_4_1,block_64_1,cyclic_4_1,pipeline_1,1,0,0.999984394971,False
workload_3115.cpp,xcu200-fsgd2104-2-e,5,0.11316,68,0,0,0,0,cyclic_4_1,block_8_1,block_2_1,pipeline_1,4,0,1,True
workload_3153.cpp,xcu200-fsgd2104-2-e,5,0.11316,68,0,0,0,0,cyclic_4_1,block_8_1,block_4_1,pipeline_1,1,0,1,True
workload_3141.cpp,xcu200-fsgd2104-2-e,5,0.11316,66,0,0,0,0,cyclic_4_1,block_8_1,cyclic_2_1,pipeline_1,3,0,1,True
workload_3114.cpp,xcu200-fsgd2104-2-e,5,0.11316,67,0,0,0,0,cyclic_4_1,block_8_1,cyclic_4_1,pipeline_1,5,0,1,True
workload_3122.cpp,xcu200-fsgd2104-2-e,5,0.11828,67,0,0,0,0,cyclic_4_1,block_8_1,cyclic_8_1,pipeline_1,1,0,0.984091311115,False
workload_2903.cpp,xcu200-fsgd2104-2-e,5,0.32012,70,0,0,0,0,cyclic_4_1,cyclic_16_1,cyclic_2_1,unroll_2,1,0,0.46996845251,False
workload_2832.cpp,xcu200-fsgd2104-2-e,5,0.57612,79,0,0,0,0,cyclic_4_1,cyclic_16_1,cyclic_32_1,unroll_2,1,0,0.13502526741,False
workload_3180.cpp,xcu200-fsgd2104-2-e,5,0.113165,72.5,0,0,0,0,cyclic_4_1,cyclic_16_1,cyclic_4_1,pipeline_1,2,0,0.999984394971,False
workload_2813.cpp,xcu200-fsgd2104-2-e,5,0.57612,89,0,0,0,0,cyclic_4_1,cyclic_16_1,cyclic_64_1,unroll_2,1,0,0.13502526741,False
workload_3147.cpp,xcu200-fsgd2104-2-e,5,0.113165,65,0,0,0,0,cyclic_4_1,cyclic_2_1,block_2_1,pipeline_1,1,0,0.999984394971,False
workload_2885.cpp,xcu200-fsgd2104-2-e,5,0.32012,63,0,0,0,0,cyclic_4_1,cyclic_2_1,cyclic_2_1,unroll_2,1,0,0.46996845251,False
workload_3002.cpp,xcu200-fsgd2104-2-e,5,0.113165,65,0,0,0,0,cyclic_4_1,cyclic_4_1,cyclic_2_1,pipeline_1,2,0,0.999984394971,False
workload_2815.cpp,xcu200-fsgd2104-2-e,5,0.52492,65,0,0,0,0,cyclic_4_1,cyclic_4_1,cyclic_2_1,unroll_2,2,0,0.173641879797,False
workload_3098.cpp,xcu200-fsgd2104-2-e,5,0.113165,67,0,0,0,0,cyclic_4_1,cyclic_4_1,cyclic_4_1,pipeline_1,1,0,0.999984394971,False
workload_3059.cpp,xcu200-fsgd2104-2-e,5,0.118285,85,0,0,0,0,cyclic_4_1,cyclic_64_1,cyclic_16_1,pipeline_1,1,0,0.984075844621,False
workload_2880.cpp,xcu200-fsgd2104-2-e,5,0.113165,81,0,0,0,0,cyclic_4_1,cyclic_64_1,cyclic_2_1,pipeline_1,3,0,0.999984394971,False
workload_2981.cpp,xcu200-fsgd2104-2-e,5,0.113165,82,0,0,0,0,cyclic_4_1,cyclic_64_1,cyclic_4_1,pipeline_1,3,0,0.999984394971,False
workload_2995.cpp,xcu200-fsgd2104-2-e,5,0.11828,72,0,0,0,0,cyclic_4_1,cyclic_8_1,block_16_1,pipeline_1,1,0,0.984091311115,False
workload_3186.cpp,xcu200-fsgd2104-2-e,5,0.11316,67,0,0,0,0,cyclic_4_1,cyclic_8_1,block_2_1,pipeline_1,1,0,1,True
workload_3187.cpp,xcu200-fsgd2104-2-e,5,0.11316,69,0,0,0,0,cyclic_4_1,cyclic_8_1,block_4_1,pipeline_1,2,0,1,True
workload_3116.cpp,xcu200-fsgd2104-2-e,5,0.11316,68,0,0,0,0,cyclic_4_1,cyclic_8_1,cyclic_2_1,pipeline_1,2,0,1,True
workload_3076.cpp,xcu200-fsgd2104-2-e,5,0.11316,68,0,0,0,0,cyclic_4_1,cyclic_8_1,cyclic_4_1,pipeline_1,5,0,1,True
workload_2795.cpp,xcu200-fsgd2104-2-e,5,0.138765,96.5,0,0,0,1,cyclic_64_1,block_2_1,cyclic_4_1,pipeline_1,2,0.25,0.916717780074,False
workload_2884.cpp,xcu200-fsgd2104-2-e,5,0.143885,148,0,0,0,2,cyclic_64_1,block_32_1,block_128_1,pipeline_1,1,0.5,0.890594666987,False
workload_2837.cpp,xcu200-fsgd2104-2-e,5,0.56332,138,0,0,0,1,cyclic_64_1,block_4_1,block_4_1,unroll_8,1,0.25,0.143279965977,False
workload_2821.cpp,xcu200-fsgd2104-2-e,5,0.61708,122,0,0,0,1,cyclic_64_1,block_4_1,cyclic_64_1,unroll_2,1,0.25,0.114310189375,False
workload_2898.cpp,xcu200-fsgd2104-2-e,5,0.61196,138,0,0,0,1,cyclic_64_1,cyclic_128_1,cyclic_4_1,unroll_2,1,0.25,0.116395693936,False
workload_2848.cpp,xcu200-fsgd2104-2-e,5,0.571,112,0,0,0,1,cyclic_64_1,cyclic_16_1,block_32_1,unroll_2,1,0.25,0.138184356439,False
workload_2933.cpp,xcu200-fsgd2104-2-e,5,0.138765,101,0,0,0,1,cyclic_64_1,cyclic_16_1,cyclic_4_1,pipeline_1,1,0.25,0.916717780074,False
workload_2824.cpp,xcu200-fsgd2104-2-e,5,0.61708,119,0,0,0,1,cyclic_64_1,cyclic_16_1,cyclic_64_1,unroll_2,1,0.25,0.114310189375,False
workload_2819.cpp,xcu200-fsgd2104-2-e,5,0.61068,117,0,0,0,1,cyclic_64_1,cyclic_32_1,block_2_1,unroll_4,2,0.25,0.11693922638,False
workload_2873.cpp,xcu200-fsgd2104-2-e,5,0.61196,99,0,0,0,1,cyclic_64_1,cyclic_4_1,cyclic_4_1,unroll_2,1,0.25,0.116395693936,False
workload_2930.cpp,xcu200-fsgd2104-2-e,5,0.143885,116,0,0,0,1,cyclic_64_1,cyclic_64_1,block_8_1,pipeline_1,1,0.25,0.902372492253,False
workload_2822.cpp,xcu200-fsgd2104-2-e,5,0.138765,113,0,0,0,1,cyclic_64_1,cyclic_64_1,cyclic_4_1,pipeline_1,1,0.25,0.916717780074,False
workload_2994.cpp,xcu200-fsgd2104-2-e,5,0.138765,105,0,0,0,1,cyclic_8_1,block_128_1,cyclic_4_1,pipeline_1,1,0.25,0.916717780074,False
workload_2894.cpp,xcu200-fsgd2104-2-e,5,0.143885,75,0,0,0,0,cyclic_8_1,block_16_1,block_16_1,pipeline_1,1,0,0.906660994717,False
workload_2896.cpp,xcu200-fsgd2104-2-e,5,0.16716,127,0,0,0,1,cyclic_8_1,block_32_1,cyclic_8_1,unroll_16,1,0.25,0.836980860988,False
workload_2934.cpp,xcu200-fsgd2104-2-e,5,0.14388,72,0,0,0,0,cyclic_8_1,block_8_1,block_16_1,pipeline_1,1,0,0.906675768535,False
workload_3172.cpp,xcu200-fsgd2104-2-e,5,0.13876,70,0,0,0,0,cyclic_8_1,block_8_1,block_2_1,pipeline_1,1,0,0.921875156804,False
workload_3139.cpp,xcu200-fsgd2104-2-e,5,0.13876,71,0,0,0,0,cyclic_8_1,block_8_1,cyclic_4_1,pipeline_1,2,0,0.921875156804,False
workload_3103.cpp,xcu200-fsgd2104-2-e,5,0.138765,73,0,0,0,0,cyclic_8_1,cyclic_16_1,cyclic_4_1,pipeline_1,1,0,0.921860244452,False
workload_2830.cpp,xcu200-fsgd2104-2-e,5,0.143885,72,0,0,0,0,cyclic_8_1,cyclic_2_1,block_16_1,pipeline_1,1,0,0.906660994717,False
workload_3175.cpp,xcu200-fsgd2104-2-e,5,0.138765,68,0,0,0,0,cyclic_8_1,cyclic_2_1,block_2_1,pipeline_1,1,0,0.921860244452,False
workload_2812.cpp,xcu200-fsgd2104-2-e,5,0.571,89,0,0,0,0,cyclic_8_1,cyclic_2_1,block_64_1,unroll_2,1,0,0.138248558094,False
workload_2945.cpp,xcu200-fsgd2104-2-e,5,0.143885,85,0,0,0,0,cyclic_8_1,cyclic_2_1,cyclic_64_1,pipeline_1,1,0,0.906660994717,False
workload_3058.cpp,xcu200-fsgd2104-2-e,5,0.138765,69,0,0,0,0,cyclic_8_1,cyclic_4_1,cyclic_4_1,pipeline_1,1,0,0.921860244452,False
workload_3136.cpp,xcu200-fsgd2104-2-e,5,0.138765,84,0,0,0,0,cyclic_8_1,cyclic_64_1,cyclic_4_1,pipeline_1,1,0,0.921860244452,False
workload_2737.cpp,xcu200-fsgd2104-2-e,10,0.27736,183,0,0,0,2,block_128_1,block_128_1,block_4_1,pipeline_1,1,0.5,0.866397411453,False
workload_2724.cpp,xcu200-fsgd2104-2-e,10,0.27736,146,0,0,0,1,block_128_1,block_16_1,block_2_1,pipeline_1,1,0.25,0.875302151256,False
workload_2739.cpp,xcu200-fsgd2104-2-e,10,0.27736,144,0,0,0,1,block_128_1,block_16_1,block_4_1,pipeline_1,1,0.25,0.875302151256,False
workload_2689.cpp,xcu200-fsgd2104-2-e,10,0.27736,141,0,0,0,1,block_128_1,block_16_1,cyclic_2_1,pipeline_1,1,0.25,0.875302151256,False
workload_2653.cpp,xcu200-fsgd2104-2-e,10,0.27736,142,0,0,0,1,block_128_1,block_2_1,block_2_1,pipeline_1,1,0.25,0.875302151256,False
workload_2614.cpp,xcu200-fsgd2104-2-e,10,0.2876,148,0,0,0,2,block_128_1,block_2_1,block_32_1,pipeline_1,1,0.5,0.845214961938,False
workload_2468.cpp,xcu200-fsgd2104-2-e,10,0.2876,176,0,0,0,2,block_128_1,block_2_1,cyclic_128_1,pipeline_1,1,0.5,0.845214961938,False
workload_2686.cpp,xcu200-fsgd2104-2-e,10,0.27736,140,0,0,0,1,block_128_1,block_2_1,cyclic_4_1,pipeline_1,1,0.25,0.875302151256,False
workload_2589.cpp,xcu200-fsgd2104-2-e,10,0.879,1075,0,2,12,14,block_128_1,block_2_1,cyclic_4_1,unroll_32,1,7,0.1,False
workload_2487.cpp,xcu200-fsgd2104-2-e,10,0.2876,139,0,0,0,1,block_128_1,block_2_1,cyclic_8_1,pipeline_1,1,0.25,0.85266778518,False
workload_2474.cpp,xcu200-fsgd2104-2-e,10,0.2876,190,0,0,0,2,block_128_1,block_32_1,cyclic_128_1,pipeline_1,1,0.5,0.845214961938,False
workload_2757.cpp,xcu200-fsgd2104-2-e,10,0.27736,140,0,0,0,1,block_128_1,block_4_1,block_2_1,pipeline_1,1,0.25,0.875302151256,False
workload_2494.cpp,xcu200-fsgd2104-2-e,10,0.2876,179,0,0,0,2,block_128_1,cyclic_2_1,cyclic_128_1,pipeline_1,1,0.5,0.845214961938,False
workload_2533.cpp,xcu200-fsgd2104-2-e,10,0.27736,138.5,0,0,0,1,block_128_1,cyclic_4_1,block_2_1,pipeline_1,2,0.25,0.875302151256,False
workload_2788.cpp,xcu200-fsgd2104-2-e,10,0.27736,139,0,0,0,1,block_128_1,cyclic_4_1,block_4_1,pipeline_1,1,0.25,0.875302151256,False
workload_2628.cpp,xcu200-fsgd2104-2-e,10,0.2876,159,0,0,0,2,block_128_1,cyclic_4_1,block_64_1,pipeline_1,1,0.5,0.845214961938,False
workload_2746.cpp,xcu200-fsgd2104-2-e,10,0.27736,137,0,0,0,1,block_128_1,cyclic_4_1,cyclic_4_1,pipeline_1,1,0.25,0.875302151256,False
workload_2597.cpp,xcu200-fsgd2104-2-e,10,0.27736,142,0,0,0,1,block_128_1,cyclic_8_1,block_2_1,pipeline_1,1,0.25,0.875302151256,False
workload_2704.cpp,xcu200-fsgd2104-2-e,10,0.27736,138.5,0,0,0,1,block_128_1,cyclic_8_1,cyclic_2_1,pipeline_1,2,0.25,0.875302151256,False
workload_2564.cpp,xcu200-fsgd2104-2-e,10,0.27736,72,0,0,0,0,block_16_1,block_2_1,cyclic_2_1,pipeline_1,1,0,0.878433606084,False
workload_2546.cpp,xcu200-fsgd2104-2-e,10,0.27736,72,0,0,0,0,block_16_1,block_4_1,cyclic_2_1,pipeline_1,1,0,0.878433606084,False
workload_2555.cpp,xcu200-fsgd2104-2-e,10,0.27736,72,0,0,0,0,block_16_1,cyclic_8_1,block_2_1,pipeline_1,1,0,0.878433606084,False
workload_2392.cpp,xcu200-fsgd2104-2-e,10,0.2364,120.5,0,0,0,1,block_2_1,block_128_1,cyclic_64_1,pipeline_1,2,0.25,0.961544898367,False
workload_2515.cpp,xcu200-fsgd2104-2-e,10,0.2364,73,0,0,0,0,block_2_1,block_16_1,block_16_1,pipeline_1,2,0,0.974671871912,False
workload_2457.cpp,xcu200-fsgd2104-2-e,10,0.2364,76,0,0,0,0,block_2_1,block_16_1,block_32_1,pipeline_1,1,0,0.974671871912,False
workload_2558.cpp,xcu200-fsgd2104-2-e,10,0.22616,67,0,0,0,0,block_2_1,block_16_1,cyclic_2_1,pipeline_1,1,0,0.999607598491,False
workload_2577.cpp,xcu200-fsgd2104-2-e,10,0.22616,68,0,0,0,0,block_2_1,block_16_1,cyclic_4_1,pipeline_1,1,0,0.999607598491,False
workload_2510.cpp,xcu200-fsgd2104-2-e,10,0.2364,69,0,0,0,0,block_2_1,block_2_1,block_16_1,pipeline_1,3,0,0.974671871912,False
workload_2500.cpp,xcu200-fsgd2104-2-e,10,0.2364,74,0,0,0,0,block_2_1,block_2_1,block_32_1,pipeline_1,4,0,0.974671871912,False
workload_2540.cpp,xcu200-fsgd2104-2-e,10,0.22616,66,0,0,0,0,block_2_1,block_2_1,cyclic_2_1,pipeline_1,1,0,0.999607598491,False
workload_2598.cpp,xcu200-fsgd2104-2-e,10,0.2364,111,0,0,0,1,block_2_1,block_32_1,block_128_1,pipeline_1,1,0.25,0.961544898367,False
workload_2601.cpp,xcu200-fsgd2104-2-e,10,0.22616,74,0,0,0,0,block_2_1,block_32_1,block_2_1,pipeline_1,1,0,0.999607598491,False
workload_2554.cpp,xcu200-fsgd2104-2-e,10,0.2364,109,0,0,0,1,block_2_1,block_32_1,cyclic_128_1,pipeline_1,1,0.25,0.961544898367,False
workload_2637.cpp,xcu200-fsgd2104-2-e,10,0.22616,73,0,0,0,0,block_2_1,block_32_1,cyclic_4_1,pipeline_1,1,0,0.999607598491,False
workload_2551.cpp,xcu200-fsgd2104-2-e,10,0.2364,86,0,0,0,1,block_2_1,block_64_1,block_16_1,pipeline_1,1,0.25,0.961544898367,False
workload_2393.cpp,xcu200-fsgd2104-2-e,10,0.9436,136,0,0,0,1,block_2_1,block_8_1,cyclic_128_1,unroll_8,1,0.25,0.100436544602,False
workload_2581.cpp,xcu200-fsgd2104-2-e,10,0.22616,65,0,0,0,0,block_2_1,block_8_1,cyclic_2_1,pipeline_1,1,0,0.999607598491,False
workload_2402.cpp,xcu200-fsgd2104-2-e,10,0.278,205,0,7,3,5,block_2_1,block_8_1,cyclic_32_1,unroll_32,1,3.75,0.600163327858,False
workload_2476.cpp,xcu200-fsgd2104-2-e,10,0.26776,199,0,7,3,5,block_2_1,block_8_1,cyclic_4_1,unroll_32,1,3.75,0.604906678072,False
workload_2436.cpp,xcu200-fsgd2104-2-e,10,0.9436,166,0,0,0,2,block_2_1,cyclic_128_1,cyclic_128_1,unroll_8,1,0.5,0.100420547655,False
workload_2495.cpp,xcu200-fsgd2104-2-e,10,0.26968,120,0,0,0,1,block_2_1,cyclic_16_1,block_2_1,unroll_16,1,0.25,0.892346643688,False
workload_2466.cpp,xcu200-fsgd2104-2-e,10,0.26328,192.5,0,8,3,5,block_2_1,cyclic_16_1,block_2_1,unroll_32,2,4,0.585330174993,False
workload_2576.cpp,xcu200-fsgd2104-2-e,10,0.2364,100,0,0,0,1,block_2_1,cyclic_4_1,cyclic_128_1,pipeline_1,1,0.25,0.961544898367,False
workload_2603.cpp,xcu200-fsgd2104-2-e,10,0.2364,66,0,0,0,0,block_2_1,cyclic_4_1,cyclic_8_1,pipeline_1,1,0,0.974671871912,False
workload_2538.cpp,xcu200-fsgd2104-2-e,10,0.26968,132,0,0,0,1,block_2_1,cyclic_64_1,cyclic_4_1,unroll_16,1,0.25,0.892346643688,False
workload_2619.cpp,xcu200-fsgd2104-2-e,10,0.2364,69,0,0,0,0,block_2_1,cyclic_8_1,block_16_1,pipeline_1,1,0,0.974671871912,False
workload_2480.cpp,xcu200-fsgd2104-2-e,10,0.2364,103,0,0,0,1,block_2_1,cyclic_8_1,cyclic_128_1,pipeline_1,1,0.25,0.961544898367,False
workload_2435.cpp,xcu200-fsgd2104-2-e,10,0.2876,85,0,0,0,0,block_32_1,block_4_1,block_16_1,pipeline_1,1,0,0.855250199748,False
workload_2394.cpp,xcu200-fsgd2104-2-e,10,0.37784,188,0,0,0,2,block_32_1,block_4_1,block_64_1,unroll_8,1,0.5,0.662462402848,False
workload_2475.cpp,xcu200-fsgd2104-2-e,10,0.2876,86,0,0,0,0,block_32_1,block_8_1,block_16_1,pipeline_1,1,0,0.855250199748,False
workload_2525.cpp,xcu200-fsgd2104-2-e,10,0.33624,257,0,1,0,3,block_32_1,cyclic_4_1,block_16_1,unroll_16,1,1,0.729376572027,False
workload_2464.cpp,xcu200-fsgd2104-2-e,10,0.9372,85,1,0,0,0,block_32_1,cyclic_4_1,block_2_1,unroll_2,1,0.25,0.100850652214,False
workload_2412.cpp,xcu200-fsgd2104-2-e,10,0.29794,471,1,9,8,8,block_32_1,cyclic_4_1,block_2_1,unroll_32,2,6.5,0.387381352743,False
workload_2441.cpp,xcu200-fsgd2104-2-e,10,0.33624,277,0,1,1,3,block_32_1,cyclic_4_1,block_32_1,unroll_16,1,1.25,0.718670470449,False
workload_2404.cpp,xcu200-fsgd2104-2-e,10,0.27736,80,1,0,0,0,block_32_1,cyclic_4_1,cyclic_2_1,pipeline_1,3,0.25,0.875302151256,False
workload_2499.cpp,xcu200-fsgd2104-2-e,10,0.29794,473,1,9,8,8,block_32_1,cyclic_4_1,cyclic_2_1,unroll_32,1,6.5,0.387381352743,False
workload_2506.cpp,xcu200-fsgd2104-2-e,10,0.30818,478,0,9,9,8,block_32_1,cyclic_4_1,cyclic_32_1,unroll_32,1,6.5,0.383978016619,False
workload_2416.cpp,xcu200-fsgd2104-2-e,10,0.87938,614,0,2,7,5,block_32_1,cyclic_64_1,block_4_1,unroll_32,1,3.5,0.105890151409,False
workload_2463.cpp,xcu200-fsgd2104-2-e,10,0.88962,624,0,2,7,6,block_32_1,cyclic_64_1,cyclic_64_1,unroll_32,1,3.75,0.103601096996,False
workload_2529.cpp,xcu200-fsgd2104-2-e,10,0.2876,85,0,0,0,0,block_32_1,cyclic_8_1,block_16_1,pipeline_1,2,0,0.855250199748,False
workload_2664.cpp,xcu200-fsgd2104-2-e,10,0.2364,111,0,0,0,1,block_4_1,block_16_1,block_128_1,pipeline_1,1,0.25,0.961544898367,False
workload_2408.cpp,xcu200-fsgd2104-2-e,10,0.40472,91,0,0,0,1,block_4_1,block_16_1,block_32_1,unroll_4,1,0.25,0.614276008271,False
workload_2592.cpp,xcu200-fsgd2104-2-e,10,0.22616,70.5,0,0,0,0,block_4_1,block_16_1,cyclic_2_1,pipeline_1,2,0,0.999607598491,False
workload_2400.cpp,xcu200-fsgd2104-2-e,10,0.28312,252,0,10,3,6,block_4_1,block_32_1,cyclic_8_1,unroll_32,1,4.75,0.51703922327,False
