Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,Replicate_Count,Area,Weight,is_pareto
workload_679.cpp,xczu7ev-ffvc1156-2-e,10,1705.36961,307,62,1,4,14,cyclic_2_1,block_16_1,block_4_1,unroll_2,unroll_4,pipeline_1,unroll_8,unroll_8,1,20.25,0.828869095725,False
workload_703.cpp,xczu7ev-ffvc1156-2-e,10,1705.37297,76,61,1,2,5,cyclic_2_1,block_2_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,1,17.25,1,True
workload_771.cpp,xczu7ev-ffvc1156-2-e,10,1705.37233,84,61,1,2,6,cyclic_2_1,block_2_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_4,1,17.5,1,True
workload_637.cpp,xczu7ev-ffvc1156-2-e,10,1705.37233,85,61,1,2,6,cyclic_2_1,block_2_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_2,1,17.5,1,True
workload_844.cpp,xczu7ev-ffvc1156-2-e,10,1705.37073,108,61,1,3,8,cyclic_2_1,block_2_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_8,1,18.25,0.886110939444,False
workload_798.cpp,xczu7ev-ffvc1156-2-e,10,1705.37121,99,61,1,2,7,cyclic_2_1,block_2_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_8,unroll_2,1,17.75,1,True
workload_812.cpp,xczu7ev-ffvc1156-2-e,10,6905.48849,158,29,0,2,9,cyclic_2_1,block_2_1,block_2_1,unroll_2,unroll_2,unroll_16,unroll_4,unroll_8,1,10,0.544195023103,False
workload_677.cpp,xczu7ev-ffvc1156-2-e,10,6900.24785,206,29,0,2,7,cyclic_2_1,block_2_1,block_2_1,unroll_2,unroll_2,unroll_32,unroll_2,unroll_2,1,9.5,0.544805947802,False
workload_796.cpp,xczu7ev-ffvc1156-2-e,10,6900.24625,230,29,0,3,9,cyclic_2_1,block_2_1,block_2_1,unroll_2,unroll_2,unroll_32,unroll_2,unroll_8,1,10.25,0.54442733033,False
workload_745.cpp,xczu7ev-ffvc1156-2-e,10,6936.94801,81,29,0,1,4,cyclic_2_1,block_2_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,1,8.5,0.541105647895,False
workload_713.cpp,xczu7ev-ffvc1156-2-e,10,6936.94641,100,29,0,2,6,cyclic_2_1,block_2_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll_8,1,9.25,0.541694829524,False
workload_581.cpp,xczu7ev-ffvc1156-2-e,10,6936.94737,88,29,0,1,5,cyclic_2_1,block_2_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_4,unroll_2,1,8.75,0.541382176185,False
workload_883.cpp,xczu7ev-ffvc1156-2-e,10,6915.97649,93,29,0,1,5,cyclic_2_1,block_2_1,block_2_1,unroll_2,unroll_2,unroll_8,unroll_2,unroll_2,1,8.75,0.543136431477,False
workload_781.cpp,xczu7ev-ffvc1156-2-e,10,1705.37216,1019,61,1,20,47,cyclic_2_1,block_2_1,block_2_1,unroll_2,unroll_32,pipeline_1,unroll_4,unroll_2,1,32.25,0.530556970187,False
workload_608.cpp,xczu7ev-ffvc1156-2-e,10,6978.89097,89,29,0,2,6,cyclic_2_1,block_2_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_2,1,9.25,0.538193039646,False
workload_782.cpp,xczu7ev-ffvc1156-2-e,10,1705.37061,428,61,1,7,18,cyclic_2_1,block_2_1,block_2_1,unroll_2,unroll_8,pipeline_1,unroll_4,unroll_8,1,21.75,0.787334722907,False
workload_804.cpp,xczu7ev-ffvc1156-2-e,10,1705.53681,87,61,1,2,6,cyclic_2_1,block_2_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_2,1,17.5,0.89704139838,False
workload_805.cpp,xczu7ev-ffvc1156-2-e,10,1705.53617,95,61,1,3,7,cyclic_2_1,block_2_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_4,1,18,0.886095110016,False
workload_763.cpp,xczu7ev-ffvc1156-2-e,10,1705.53521,109,61,1,3,8,cyclic_2_1,block_2_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_8,1,18.25,0.886102607966,False
workload_757.cpp,xczu7ev-ffvc1156-2-e,10,1705.53457,116,61,1,3,9,cyclic_2_1,block_2_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_4,unroll_8,1,18.5,0.878841127635,False
workload_685.cpp,xczu7ev-ffvc1156-2-e,10,6936.86609,96,29,0,1,5,cyclic_2_1,block_2_1,block_2_1,unroll_4,unroll_2,unroll_4,unroll_2,unroll_2,1,8.75,0.541388968777,False
workload_709.cpp,xczu7ev-ffvc1156-2-e,10,6936.86385,123,29,0,2,8,cyclic_2_1,block_2_1,block_2_1,unroll_4,unroll_2,unroll_4,unroll_4,unroll_8,1,9.75,0.541693329106,False
workload_875.cpp,xczu7ev-ffvc1156-2-e,10,1705.67841,452,61,1,16,34,cyclic_2_1,block_2_1,block_2_1,unroll_64,unroll_2,pipeline_1,unroll_8,unroll_2,1,28,0.627309471107,False
workload_766.cpp,xczu7ev-ffvc1156-2-e,10,1705.37233,87,61,1,2,6,cyclic_2_1,block_2_1,block_4_1,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_2,1,17.5,1,True
workload_643.cpp,xczu7ev-ffvc1156-2-e,10,6900.24625,243,30,0,2,10,cyclic_2_1,block_2_1,block_4_1,unroll_2,unroll_2,unroll_32,unroll_2,unroll_8,1,10.5,0.544139447078,False
workload_648.cpp,xczu7ev-ffvc1156-2-e,10,6936.94801,81,30,0,1,4,cyclic_2_1,block_2_1,block_4_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,1,8.75,0.5413821227,False
workload_597.cpp,xczu7ev-ffvc1156-2-e,10,1705.37073,116,62,1,3,12,cyclic_2_1,block_32_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_8,1,19.5,0.850086609379,False
workload_686.cpp,xczu7ev-ffvc1156-2-e,10,1705.36961,140,62,1,3,13,cyclic_2_1,block_32_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_8,unroll_8,1,19.75,0.842980869984,False
workload_661.cpp,xczu7ev-ffvc1156-2-e,10,5678.65441,113,30,0,2,11,cyclic_2_1,block_32_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_8,unroll_4,1,10.75,0.651431677175,False
workload_627.cpp,xczu7ev-ffvc1156-2-e,10,2058.44593,239,30,2,7,24,cyclic_2_1,block_32_1,block_2_1,unroll_2,unroll_2,unroll_32,unroll_4,unroll_8,1,15.75,0.893038928404,False
workload_417.cpp,xczu7ev-ffvc1156-2-e,10,3686.36241,85,30,0,1,7,cyclic_2_1,block_32_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,1,9.5,0.85308588478,False
workload_456.cpp,xczu7ev-ffvc1156-2-e,10,3686.36081,109,30,0,2,11,cyclic_2_1,block_32_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll_8,1,10.75,0.847861845092,False
workload_585.cpp,xczu7ev-ffvc1156-2-e,10,3686.36017,119,30,0,2,12,cyclic_2_1,block_32_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_4,unroll_8,1,11,0.845822699196,False
workload_434.cpp,xczu7ev-ffvc1156-2-e,10,3686.36065,108,30,0,2,11,cyclic_2_1,block_32_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_8,unroll_2,1,10.75,0.847861861226,False
workload_542.cpp,xczu7ev-ffvc1156-2-e,10,2700.69873,132,30,1,3,14,cyclic_2_1,block_32_1,block_2_1,unroll_2,unroll_2,unroll_8,unroll_4,unroll_8,1,12,0.910400315032,False
workload_698.cpp,xczu7ev-ffvc1156-2-e,10,3686.36224,770,30,0,13,49,cyclic_2_1,block_32_1,block_2_1,unroll_2,unroll_32,unroll_4,unroll_2,unroll_2,1,23,0.676487045385,False
workload_657.cpp,xczu7ev-ffvc1156-2-e,10,5678.65673,95,30,0,2,9,cyclic_2_1,block_32_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_2,1,10.25,0.652494780136,False
workload_636.cpp,xczu7ev-ffvc1156-2-e,10,5678.65609,113,30,0,3,12,cyclic_2_1,block_32_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_4,unroll_2,1,11.25,0.64988165059,False
workload_537.cpp,xczu7ev-ffvc1156-2-e,10,3686.36233,101,30,0,2,10,cyclic_2_1,block_32_1,block_2_1,unroll_2,unroll_4,unroll_4,unroll_2,unroll_2,1,10.5,0.849579870254,False
workload_130.cpp,xczu7ev-ffvc1156-2-e,10,1705.67777,327,62,1,9,31,cyclic_2_1,block_32_1,block_2_1,unroll_32,unroll_2,pipeline_1,unroll_8,unroll_4,2,25.75,0.682489465747,False
workload_252.cpp,xczu7ev-ffvc1156-2-e,10,5759.76609,319,30,0,3,17,cyclic_2_1,block_32_1,block_2_1,unroll_32,unroll_2,unroll_2,unroll_8,unroll_2,1,12.5,0.636885064736,False
workload_202.cpp,xczu7ev-ffvc1156-2-e,10,5759.76545,320,30,0,4,18,cyclic_2_1,block_32_1,block_2_1,unroll_32,unroll_2,unroll_2,unroll_8,unroll_4,1,13,0.634093305123,False
workload_389.cpp,xczu7ev-ffvc1156-2-e,10,3889.36865,434,30,0,5,21,cyclic_2_1,block_32_1,block_2_1,unroll_32,unroll_2,unroll_4,unroll_8,unroll_2,1,14,0.788100875967,False
workload_393.cpp,xczu7ev-ffvc1156-2-e,10,3889.36801,439,30,0,5,22,cyclic_2_1,block_32_1,block_2_1,unroll_32,unroll_2,unroll_4,unroll_8,unroll_4,1,14.25,0.783929886536,False
workload_474.cpp,xczu7ev-ffvc1156-2-e,10,1705.67777,428,62,1,11,36,cyclic_2_1,block_32_1,block_2_1,unroll_32,unroll_4,pipeline_1,unroll_8,unroll_4,1,27.5,0.639335055038,False
workload_446.cpp,xczu7ev-ffvc1156-2-e,10,3889.36865,498,30,0,6,25,cyclic_2_1,block_32_1,block_2_1,unroll_32,unroll_4,unroll_4,unroll_8,unroll_2,1,15.25,0.766192369121,False
workload_416.cpp,xczu7ev-ffvc1156-2-e,10,3889.36705,658,30,0,6,30,cyclic_2_1,block_32_1,block_2_1,unroll_32,unroll_4,unroll_4,unroll_8,unroll_8,1,16.5,0.742182827029,False
workload_534.cpp,xczu7ev-ffvc1156-2-e,10,1705.53521,121,62,1,3,12,cyclic_2_1,block_32_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_8,1,19.5,0.850087332733,False
workload_573.cpp,xczu7ev-ffvc1156-2-e,10,5720.51633,111,30,0,2,10,cyclic_2_1,block_32_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll_2,unroll_8,1,10.5,0.648144409347,False
workload_481.cpp,xczu7ev-ffvc1156-2-e,10,3707.25041,121,30,0,2,11,cyclic_2_1,block_32_1,block_2_1,unroll_4,unroll_2,unroll_4,unroll_2,unroll_8,1,10.75,0.84575314963,False
workload_452.cpp,xczu7ev-ffvc1156-2-e,10,1705.53673,109,62,1,3,11,cyclic_2_1,block_32_1,block_2_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,1,19.25,0.857226248853,False
workload_483.cpp,xczu7ev-ffvc1156-2-e,10,3707.25193,115,30,0,2,11,cyclic_2_1,block_32_1,block_2_1,unroll_4,unroll_4,unroll_4,unroll_2,unroll_2,1,10.75,0.845752996034,False
workload_543.cpp,xczu7ev-ffvc1156-2-e,10,4253.73361,582,30,0,5,23,cyclic_2_1,block_32_1,block_2_1,unroll_64,unroll_2,unroll_4,unroll_2,unroll_8,1,14.5,0.751073477489,False
workload_574.cpp,xczu7ev-ffvc1156-2-e,10,2058.44593,244,31,2,7,24,cyclic_2_1,block_32_1,block_4_1,unroll_2,unroll_2,unroll_32,unroll_4,unroll_8,1,16,0.892012930623,False
workload_480.cpp,xczu7ev-ffvc1156-2-e,10,3686.36241,84,31,0,1,7,cyclic_2_1,block_32_1,block_4_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,1,9.75,0.852565241658,False
workload_635.cpp,xczu7ev-ffvc1156-2-e,10,3686.36177,94,31,0,2,9,cyclic_2_1,block_32_1,block_4_1,unroll_2,unroll_2,unroll_4,unroll_4,unroll_2,1,10.5,0.849579927785,False
workload_593.cpp,xczu7ev-ffvc1156-2-e,10,3686.36017,124,31,0,2,12,cyclic_2_1,block_32_1,block_4_1,unroll_2,unroll_2,unroll_4,unroll_4,unroll_8,1,11.25,0.843486381053,False
workload_567.cpp,xczu7ev-ffvc1156-2-e,10,2700.69873,136,31,1,3,14,cyclic_2_1,block_32_1,block_4_1,unroll_2,unroll_2,unroll_8,unroll_4,unroll_8,1,12.25,0.905920612592,False
workload_312.cpp,xczu7ev-ffvc1156-2-e,10,5759.76545,323,31,0,4,18,cyclic_2_1,block_32_1,block_4_1,unroll_32,unroll_2,unroll_2,unroll_8,unroll_4,1,13.25,0.632539440474,False
workload_376.cpp,xczu7ev-ffvc1156-2-e,10,1705.67777,484,62,1,15,38,cyclic_2_1,block_32_1,block_4_1,unroll_64,unroll_2,pipeline_1,unroll_8,unroll_4,1,29,0.603664217863,False
workload_530.cpp,xczu7ev-ffvc1156-2-e,10,4253.73521,555,31,0,4,20,cyclic_2_1,block_32_1,block_4_1,unroll_64,unroll_2,unroll_4,unroll_2,unroll_2,1,13.75,0.761743058754,False
workload_587.cpp,xczu7ev-ffvc1156-2-e,10,4253.73297,602,31,0,5,25,cyclic_2_1,block_32_1,block_4_1,unroll_64,unroll_2,unroll_4,unroll_4,unroll_8,1,15.25,0.739392542172,False
workload_306.cpp,xczu7ev-ffvc1156-2-e,10,1873.30889,402,73,1,3,25,cyclic_2_1,block_32_1,cyclic_128_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,1,25.5,0.68864280685,False
workload_401.cpp,xczu7ev-ffvc1156-2-e,10,3875.02345,156,31,0,3,16,cyclic_2_1,block_32_1,cyclic_16_1,unroll_4,unroll_4,unroll_4,unroll_2,unroll_4,1,12.5,0.811509636634,False
workload_373.cpp,xczu7ev-ffvc1156-2-e,10,3875.02345,142,31,0,3,15,cyclic_2_1,block_32_1,cyclic_8_1,unroll_4,unroll_4,unroll_4,unroll_2,unroll_4,1,12.25,0.814639200994,False
workload_431.cpp,xczu7ev-ffvc1156-2-e,10,3885.46889,152,31,0,3,14,cyclic_2_1,block_32_1,cyclic_8_1,unroll_8,unroll_4,unroll_4,unroll_2,unroll_2,1,12,0.8165920627,False
workload_563.cpp,xczu7ev-ffvc1156-2-e,10,3667.86721,188,30,0,3,12,cyclic_2_1,block_4_1,block_2_1,unroll_16,unroll_2,unroll_4,unroll_8,unroll_2,1,11.25,0.84527150992,False
workload_579.cpp,xczu7ev-ffvc1156-2-e,10,1705.37297,76,61,1,2,5,cyclic_2_1,block_4_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,1,17.25,1,True
workload_690.cpp,xczu7ev-ffvc1156-2-e,10,1705.37233,85,61,1,2,6,cyclic_2_1,block_4_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_4,1,17.5,1,True
workload_584.cpp,xczu7ev-ffvc1156-2-e,10,1705.37137,96,61,1,2,7,cyclic_2_1,block_4_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_8,1,17.75,0.893396335321,False
workload_517.cpp,xczu7ev-ffvc1156-2-e,10,1705.37073,107,61,1,3,8,cyclic_2_1,block_4_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_8,1,18.25,0.886110939444,False
workload_863.cpp,xczu7ev-ffvc1156-2-e,10,1705.37121,97,61,1,2,7,cyclic_2_1,block_4_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_8,unroll_2,1,17.75,1,True
workload_746.cpp,xczu7ev-ffvc1156-2-e,10,1705.36961,121,61,1,3,8,cyclic_2_1,block_4_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_8,unroll_8,1,18.25,1,True
workload_671.cpp,xczu7ev-ffvc1156-2-e,10,5678.65681,73,30,0,1,4,cyclic_2_1,block_4_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_2,unroll_2,1,8.75,0.652693781346,False
workload_841.cpp,xczu7ev-ffvc1156-2-e,10,2137.09137,149,30,2,4,10,cyclic_2_1,block_4_1,block_2_1,unroll_2,unroll_2,unroll_32,unroll_2,unroll_2,1,11.5,0.964734206688,False
workload_616.cpp,xczu7ev-ffvc1156-2-e,10,3728.30545,79,30,0,1,4,cyclic_2_1,block_4_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,1,8.75,0.848577279749,False
workload_621.cpp,xczu7ev-ffvc1156-2-e,10,3728.30385,102,30,0,2,6,cyclic_2_1,block_4_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll_8,1,9.5,0.848677883825,False
workload_788.cpp,xczu7ev-ffvc1156-2-e,10,2033.54385,253,30,3,6,17,cyclic_2_1,block_4_1,block_2_1,unroll_2,unroll_2,unroll_64,unroll_4,unroll_2,1,14,0.929270181199,False
workload_752.cpp,xczu7ev-ffvc1156-2-e,10,2763.61553,86,30,1,2,5,cyclic_2_1,block_4_1,block_2_1,unroll_2,unroll_2,unroll_8,unroll_2,unroll_2,1,9.5,0.931850425633,False
workload_662.cpp,xczu7ev-ffvc1156-2-e,10,2763.61489,97,30,1,2,6,cyclic_2_1,block_4_1,block_2_1,unroll_2,unroll_2,unroll_8,unroll_2,unroll_4,1,9.75,0.930602680988,False
workload_704.cpp,xczu7ev-ffvc1156-2-e,10,2763.61425,102,30,1,3,8,cyclic_2_1,block_4_1,block_2_1,unroll_2,unroll_2,unroll_8,unroll_4,unroll_4,1,10.5,0.923313864056,False
workload_764.cpp,xczu7ev-ffvc1156-2-e,10,1705.37225,106,61,1,3,9,cyclic_2_1,block_4_1,block_2_1,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_4,1,18.5,0.878840316096,False
workload_858.cpp,xczu7ev-ffvc1156-2-e,10,1705.53681,87,61,1,2,6,cyclic_2_1,block_4_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_2,1,17.5,0.89704139838,False
workload_846.cpp,xczu7ev-ffvc1156-2-e,10,2139.63089,248,30,2,5,15,cyclic_2_1,block_4_1,block_2_1,unroll_4,unroll_2,unroll_32,unroll_2,unroll_2,1,13,0.941620460601,False
workload_649.cpp,xczu7ev-ffvc1156-2-e,10,3728.22353,90,30,0,1,5,cyclic_2_1,block_4_1,block_2_1,unroll_4,unroll_2,unroll_4,unroll_2,unroll_2,1,9,0.849032755887,False
workload_693.cpp,xczu7ev-ffvc1156-2-e,10,3728.22289,97,30,0,2,6,cyclic_2_1,block_4_1,block_2_1,unroll_4,unroll_2,unroll_4,unroll_2,unroll_4,1,9.5,0.848686395778,False
workload_730.cpp,xczu7ev-ffvc1156-2-e,10,3728.22177,109,30,0,2,7,cyclic_2_1,block_4_1,block_2_1,unroll_4,unroll_2,unroll_4,unroll_8,unroll_2,1,9.75,0.848088408509,False
workload_747.cpp,xczu7ev-ffvc1156-2-e,10,2768.77425,139,30,1,3,10,cyclic_2_1,block_4_1,block_2_1,unroll_4,unroll_2,unroll_8,unroll_4,unroll_8,1,11,0.916796343631,False
workload_737.cpp,xczu7ev-ffvc1156-2-e,10,1705.67953,430,61,1,15,33,cyclic_2_1,block_4_1,block_2_1,unroll_64,unroll_2,pipeline_1,unroll_2,unroll_4,1,27.5,0.639335058471,False
workload_907.cpp,xczu7ev-ffvc1156-2-e,10,2771.35537,176,30,1,4,11,cyclic_2_1,block_4_1,block_2_1,unroll_8,unroll_2,unroll_8,unroll_2,unroll_8,1,11.5,0.91126914608,False
workload_868.cpp,xczu7ev-ffvc1156-2-e,10,1705.36961,126,62,1,3,8,cyclic_2_1,block_4_1,block_4_1,unroll_2,unroll_2,pipeline_1,unroll_8,unroll_8,1,18.5,0.878840302705,False
workload_778.cpp,xczu7ev-ffvc1156-2-e,10,3728.30545,77,30,0,1,4,cyclic_2_1,block_4_1,block_4_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,1,8.75,0.848577279749,False
workload_720.cpp,xczu7ev-ffvc1156-2-e,10,3728.22353,90,30,0,1,5,cyclic_2_1,block_4_1,block_4_1,unroll_4,unroll_2,unroll_4,unroll_2,unroll_2,1,9,0.849032755887,False
workload_794.cpp,xczu7ev-ffvc1156-2-e,10,3896.07761,80,31,0,1,5,cyclic_2_1,block_4_1,block_8_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,1,9.25,0.831283994223,False
workload_735.cpp,xczu7ev-ffvc1156-2-e,10,1705.53681,97,62,1,2,11,cyclic_2_1,block_64_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_2,1,19,0.864398240312,False
workload_620.cpp,xczu7ev-ffvc1156-2-e,10,1705.65905,170,62,1,5,14,cyclic_2_1,block_8_1,block_2_1,unroll_16,unroll_2,pipeline_1,unroll_4,unroll_2,1,20.5,0.821864282791,False
workload_602.cpp,xczu7ev-ffvc1156-2-e,10,1705.65793,178,62,1,5,15,cyclic_2_1,block_8_1,block_2_1,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_2,1,20.75,0.814891676335,False
workload_520.cpp,xczu7ev-ffvc1156-2-e,10,1705.65729,189,62,1,6,16,cyclic_2_1,block_8_1,block_2_1,unroll_16,unroll_2,pipeline_1,unroll_8,unroll_4,1,21.25,0.801046726676,False
workload_448.cpp,xczu7ev-ffvc1156-2-e,10,5673.26993,134,30,0,2,9,cyclic_2_1,block_8_1,block_2_1,unroll_16,unroll_2,unroll_2,unroll_4,unroll_2,1,10.25,0.652996190238,False
workload_503.cpp,xczu7ev-ffvc1156-2-e,10,5673.26929,145,30,0,3,10,cyclic_2_1,block_8_1,block_2_1,unroll_16,unroll_2,unroll_2,unroll_4,unroll_4,1,10.75,0.651930336365,False
workload_364.cpp,xczu7ev-ffvc1156-2-e,10,5673.26881,153,30,0,2,10,cyclic_2_1,block_8_1,block_2_1,unroll_16,unroll_2,unroll_2,unroll_8,unroll_2,1,10.5,0.652524899021,False
workload_582.cpp,xczu7ev-ffvc1156-2-e,10,3686.21905,173,30,0,3,10,cyclic_2_1,block_8_1,block_2_1,unroll_16,unroll_2,unroll_4,unroll_2,unroll_2,1,10.75,0.847876139445,False
workload_595.cpp,xczu7ev-ffvc1156-2-e,10,3686.21745,195,30,0,3,13,cyclic_2_1,block_8_1,block_2_1,unroll_16,unroll_2,unroll_4,unroll_2,unroll_8,1,11.5,0.840889135417,False
workload_488.cpp,xczu7ev-ffvc1156-2-e,10,3686.21729,193,30,0,3,13,cyclic_2_1,block_8_1,block_2_1,unroll_16,unroll_2,unroll_4,unroll_8,unroll_2,1,11.5,0.84088915054,False
workload_554.cpp,xczu7ev-ffvc1156-2-e,10,1705.37137,99,62,1,2,7,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_8,1,18,0.886094224705,False
workload_700.cpp,xczu7ev-ffvc1156-2-e,10,1705.37233,85,62,1,2,6,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_2,1,17.75,0.893396286831,False
workload_561.cpp,xczu7ev-ffvc1156-2-e,10,1705.37073,107,62,1,3,8,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_8,1,18.5,0.878840308387,False
workload_398.cpp,xczu7ev-ffvc1156-2-e,10,1705.37121,99,62,1,2,7,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_8,unroll_2,1,18,0.886094223834,False
workload_749.cpp,xczu7ev-ffvc1156-2-e,10,1705.36961,124,62,1,3,9,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_8,unroll_8,1,18.75,0.871602422124,False
workload_646.cpp,xczu7ev-ffvc1156-2-e,10,2139.71281,156,30,2,4,11,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_32,unroll_2,unroll_2,1,11.75,0.959663629291,False
workload_617.cpp,xczu7ev-ffvc1156-2-e,10,2139.71217,164,30,2,5,12,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_32,unroll_4,unroll_2,1,12.25,0.951966588457,False
workload_694.cpp,xczu7ev-ffvc1156-2-e,10,2139.71057,185,30,2,5,15,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_32,unroll_4,unroll_8,1,13,0.941614052259,False
workload_570.cpp,xczu7ev-ffvc1156-2-e,10,3749.27697,77,30,0,1,5,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,1,9,0.846787078301,False
workload_553.cpp,xczu7ev-ffvc1156-2-e,10,3749.27633,88,30,0,2,6,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll_4,1,9.5,0.846472626041,False
workload_692.cpp,xczu7ev-ffvc1156-2-e,10,2774.10001,104,30,1,3,8,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_8,unroll_4,unroll_4,1,10.5,0.922969888256,False
workload_638.cpp,xczu7ev-ffvc1156-2-e,10,1705.36961,267,62,1,4,12,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_4,pipeline_1,unroll_8,unroll_8,1,19.75,0.842980869984,False
workload_682.cpp,xczu7ev-ffvc1156-2-e,10,5720.59977,88,30,0,2,6,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_2,1,9.5,0.649247745128,False
workload_663.cpp,xczu7ev-ffvc1156-2-e,10,5720.59817,140,30,0,3,9,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_8,1,10.5,0.648136835607,False
workload_732.cpp,xczu7ev-ffvc1156-2-e,10,1705.36961,1035,62,1,7,20,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_8,pipeline_1,unroll_8,unroll_8,1,22.5,0.76701980235,False
workload_288.cpp,xczu7ev-ffvc1156-2-e,10,6014.04577,233,30,0,3,14,cyclic_2_1,block_8_1,block_2_1,unroll_32,unroll_2,unroll_2,unroll_8,unroll_2,1,11.75,0.61765937813,False
workload_333.cpp,xczu7ev-ffvc1156-2-e,10,6014.04417,261,30,0,4,15,cyclic_2_1,block_8_1,block_2_1,unroll_32,unroll_2,unroll_2,unroll_8,unroll_8,1,12.25,0.615477017062,False
workload_641.cpp,xczu7ev-ffvc1156-2-e,10,3764.19665,628,30,1,6,22,cyclic_2_1,block_8_1,block_2_1,unroll_32,unroll_2,unroll_8,unroll_2,unroll_2,1,14.75,0.784256364581,False
workload_803.cpp,xczu7ev-ffvc1156-2-e,10,1705.53345,136,62,1,3,10,cyclic_2_1,block_8_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_8,unroll_8,1,19,0.86439822461,False
workload_519.cpp,xczu7ev-ffvc1156-2-e,10,5762.46097,80,30,0,1,5,cyclic_2_1,block_8_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll_2,unroll_2,1,9,0.645174258352,False
