Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_2_1,Replicate_Count,Area,Weight,is_pareto
workload_751.cpp,xczu7ev-ffvc1156-2-e,10,126.28322,86,3,1,2,7,block_4_1,cyclic_16_1,complete_1,unroll_16,unroll_32,unroll_64,unroll_64,pipeline_1,pipeline_1,1,3.25,0.417183651169,False
workload_385.cpp,xczu7ev-ffvc1156-2-e,10,32.59781,53,3,1,1,2,block_4_1,cyclic_16_1,complete_1,unroll_4,pipeline_1,unroll_64,unroll_16,pipeline_1,pipeline_1,1,1.75,0.897761073699,False
workload_807.cpp,xczu7ev-ffvc1156-2-e,10,32.6093,48,1,1,1,1,block_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,pipeline_1,1,1,0.902150443566,False
workload_859.cpp,xczu7ev-ffvc1156-2-e,10,32.60933,54,1,1,1,1,block_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_2,1,1,0.902150254677,False
workload_252.cpp,xczu7ev-ffvc1156-2-e,10,32.66949,52,1,1,1,1,block_4_1,cyclic_2_1,complete_1,unroll_16,pipeline_1,unroll_8,unroll_16,pipeline_1,pipeline_1,1,1,0.901771514406,False
workload_360.cpp,xczu7ev-ffvc1156-2-e,10,32.66946,50,1,1,1,1,block_4_1,cyclic_2_1,complete_1,unroll_16,pipeline_1,unroll_8,unroll_16,unroll_2,pipeline_1,1,1,0.90177170325,False
workload_327.cpp,xczu7ev-ffvc1156-2-e,10,32.66949,53,1,1,1,1,block_4_1,cyclic_2_1,complete_1,unroll_16,pipeline_1,unroll_8,unroll_16,unroll_2,unroll_2,1,1,0.901771514406,False
workload_211.cpp,xczu7ev-ffvc1156-2-e,10,33.41061,57,1,1,1,1,block_4_1,cyclic_2_1,complete_1,unroll_16,pipeline_1,unroll_8,unroll_8,pipeline_1,pipeline_1,2,1,0.897113093742,False
workload_185.cpp,xczu7ev-ffvc1156-2-e,10,33.41061,53,1,1,1,1,block_4_1,cyclic_2_1,complete_1,unroll_16,pipeline_1,unroll_8,unroll_8,unroll_2,pipeline_1,1,1,0.897113093742,False
workload_240.cpp,xczu7ev-ffvc1156-2-e,10,33.41061,50,1,1,1,1,block_4_1,cyclic_2_1,complete_1,unroll_4,pipeline_1,unroll_8,unroll_8,pipeline_1,pipeline_1,1,1,0.897113093742,False
workload_226.cpp,xczu7ev-ffvc1156-2-e,10,128.58373,50,1,1,1,1,block_4_1,cyclic_2_1,complete_1,unroll_4,unroll_4,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,1,0.411673257218,False
workload_95.cpp,xczu7ev-ffvc1156-2-e,10,22.50757,534,1,3,8,36,block_4_1,cyclic_2_1,complete_1,unroll_8,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,1,12,0.761730479561,False
workload_438.cpp,xczu7ev-ffvc1156-2-e,10,32.588835,49,1,1,1,1,block_4_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,pipeline_1,2,1,0.902279302392,False
workload_539.cpp,xczu7ev-ffvc1156-2-e,10,32.09349,57.5,1,1,1,2,block_4_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,pipeline_1,pipeline_1,4,1.25,0.904876273443,False
workload_452.cpp,xczu7ev-ffvc1156-2-e,10,32.07301,60,1,1,1,3,block_4_1,cyclic_32_1,complete_1,unroll_16,pipeline_1,pipeline_1,unroll_64,pipeline_1,pipeline_1,3,1.5,0.903445613618,False
workload_521.cpp,xczu7ev-ffvc1156-2-e,10,32.072995,58,1,1,1,3,block_4_1,cyclic_32_1,complete_1,unroll_16,pipeline_1,pipeline_1,unroll_64,pipeline_1,unroll_2,2,1.5,0.90344570604,False
workload_817.cpp,xczu7ev-ffvc1156-2-e,10,21.2173,620,1,3,9,37,block_4_1,cyclic_32_1,complete_1,unroll_16,pipeline_1,unroll_32,pipeline_1,pipeline_1,unroll_2,1,12.5,0.756670915321,False
workload_361.cpp,xczu7ev-ffvc1156-2-e,10,32.58757,52,1,1,1,2,block_4_1,cyclic_32_1,complete_1,unroll_16,pipeline_1,unroll_32,unroll_16,pipeline_1,unroll_2,1,1.25,0.901780221775,False
workload_347.cpp,xczu7ev-ffvc1156-2-e,10,32.07781,63,1,1,1,3,block_4_1,cyclic_32_1,complete_1,unroll_16,pipeline_1,unroll_32,unroll_64,pipeline_1,unroll_2,1,1.5,0.903416038862,False
workload_401.cpp,xczu7ev-ffvc1156-2-e,10,32.07522,63,1,1,1,4,block_4_1,cyclic_32_1,complete_1,unroll_16,pipeline_1,unroll_64,unroll_64,pipeline_1,unroll_2,1,1.75,0.900893139075,False
workload_455.cpp,xczu7ev-ffvc1156-2-e,10,21.19685,615,1,3,9,37,block_4_1,cyclic_32_1,complete_1,unroll_16,unroll_16,unroll_16,pipeline_1,pipeline_1,unroll_2,1,12.5,0.756730620617,False
workload_879.cpp,xczu7ev-ffvc1156-2-e,10,123.49573,64,1,1,1,3,block_4_1,cyclic_32_1,complete_1,unroll_16,unroll_2,pipeline_1,unroll_64,pipeline_1,unroll_2,1,1.5,0.431776002306,False
workload_651.cpp,xczu7ev-ffvc1156-2-e,10,32.07301,59,1,1,1,3,block_4_1,cyclic_32_1,complete_1,unroll_32,pipeline_1,pipeline_1,unroll_64,pipeline_1,pipeline_1,1,1.5,0.903445613618,False
workload_684.cpp,xczu7ev-ffvc1156-2-e,10,32.07522,65,1,1,1,4,block_4_1,cyclic_32_1,complete_1,unroll_32,pipeline_1,unroll_64,unroll_64,unroll_2,pipeline_1,1,1.75,0.900893139075,False
workload_640.cpp,xczu7ev-ffvc1156-2-e,10,157.91301,91,1,1,5,31,block_4_1,cyclic_32_1,complete_1,unroll_32,unroll_32,unroll_32,unroll_32,unroll_2,pipeline_1,1,9.5,0.288098789925,False
workload_430.cpp,xczu7ev-ffvc1156-2-e,10,32.56837,50,1,1,1,2,block_4_1,cyclic_32_1,complete_1,unroll_4,pipeline_1,pipeline_1,unroll_16,pipeline_1,pipeline_1,1,1.25,0.901900444025,False
workload_881.cpp,xczu7ev-ffvc1156-2-e,10,32.07298,60,1,1,1,2,block_4_1,cyclic_32_1,complete_1,unroll_4,pipeline_1,pipeline_1,unroll_64,pipeline_1,pipeline_1,1,1.25,0.905004899241,False
workload_1.cpp,xczu7ev-ffvc1156-2-e,10,162.89893,58,1,1,1,4,block_4_1,cyclic_32_1,complete_1,unroll_4,unroll_2,unroll_2,unroll_64,unroll_2,pipeline_1,1,1.75,0.291313390974,False
workload_103.cpp,xczu7ev-ffvc1156-2-e,10,21.19685,631,1,3,9,37,block_4_1,cyclic_32_1,complete_1,unroll_4,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_2,1,12.5,0.756730620617,False
workload_71.cpp,xczu7ev-ffvc1156-2-e,10,21.19685,636,1,3,9,37,block_4_1,cyclic_32_1,complete_1,unroll_4,unroll_4,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,12.5,0.756730620617,False
workload_202.cpp,xczu7ev-ffvc1156-2-e,10,122.68037,57,1,1,1,2,block_4_1,cyclic_32_1,complete_1,unroll_4,unroll_4,pipeline_1,unroll_16,pipeline_1,unroll_2,1,1.25,0.435225667473,False
workload_234.cpp,xczu7ev-ffvc1156-2-e,10,21.19685,740,1,3,9,37,block_4_1,cyclic_32_1,complete_1,unroll_4,unroll_8,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,12.5,0.756730620617,False
workload_537.cpp,xczu7ev-ffvc1156-2-e,10,32.56834,57,1,1,2,3,block_4_1,cyclic_32_1,complete_1,unroll_64,pipeline_1,pipeline_1,unroll_16,pipeline_1,pipeline_1,3,1.75,0.897937797069,False
workload_497.cpp,xczu7ev-ffvc1156-2-e,10,32.89477,62,1,1,2,3,block_4_1,cyclic_32_1,complete_1,unroll_64,pipeline_1,unroll_2,unroll_16,pipeline_1,pipeline_1,1,1.75,0.895979715494,False
workload_665.cpp,xczu7ev-ffvc1156-2-e,10,32.07525,69,1,1,2,5,block_4_1,cyclic_32_1,complete_1,unroll_64,pipeline_1,unroll_64,unroll_64,pipeline_1,pipeline_1,1,2.25,0.894521763618,False
workload_256.cpp,xczu7ev-ffvc1156-2-e,10,33.30821,54,1,1,1,1,block_4_1,cyclic_4_1,complete_1,pipeline_1,pipeline_1,unroll_32,unroll_8,pipeline_1,pipeline_1,1,1,0.897755936167,False
workload_121.cpp,xczu7ev-ffvc1156-2-e,10,41.4413,57,1,1,1,2,block_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_8,pipeline_1,unroll_8,unroll_2,unroll_2,1,1.25,0.847196516195,False
workload_285.cpp,xczu7ev-ffvc1156-2-e,10,33.28773,58,1,1,1,3,block_4_1,cyclic_4_1,complete_1,unroll_64,pipeline_1,unroll_32,unroll_8,pipeline_1,pipeline_1,1,1.5,0.895966000691,False
workload_54.cpp,xczu7ev-ffvc1156-2-e,10,35.03106,84,1,7,4,8,block_4_1,cyclic_4_1,complete_1,unroll_8,unroll_32,pipeline_1,unroll_8,unroll_2,unroll_2,1,5,0.838545656498,False
workload_106.cpp,xczu7ev-ffvc1156-2-e,10,35.04898,78,1,7,4,9,block_4_1,cyclic_4_1,complete_1,unroll_8,unroll_32,unroll_64,unroll_8,unroll_2,unroll_2,1,5.25,0.835849789707,False
workload_64.cpp,xczu7ev-ffvc1156-2-e,10,123.43301,161,1,1,5,10,block_4_1,cyclic_64_1,complete_1,unroll_32,unroll_64,pipeline_1,unroll_4,pipeline_1,pipeline_1,1,4.25,0.424463848255,False
workload_746.cpp,xczu7ev-ffvc1156-2-e,10,21.2173,694,1,3,10,39,block_4_1,cyclic_64_1,complete_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,1,13.25,0.738595799603,False
workload_113.cpp,xczu7ev-ffvc1156-2-e,10,21.21733,543,3,3,8,35,block_4_1,cyclic_8_1,complete_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_2,1,12.25,0.761631430903,False
workload_15.cpp,xczu7ev-ffvc1156-2-e,10,21.227555,530,3,3,8,35,block_4_1,cyclic_8_1,complete_1,unroll_16,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_2,2,12.25,0.761600655174,False
workload_442.cpp,xczu7ev-ffvc1156-2-e,10,32.29893,51,2,1,1,2,block_4_1,cyclic_8_1,complete_1,unroll_16,pipeline_1,unroll_8,unroll_32,unroll_2,unroll_2,1,1.5,0.902053761485,False
workload_693.cpp,xczu7ev-ffvc1156-2-e,10,34.08066,72,2,6,4,8,block_4_1,cyclic_8_1,complete_1,unroll_16,unroll_32,unroll_8,unroll_32,unroll_2,unroll_2,1,5,0.842895958224,False
workload_675.cpp,xczu7ev-ffvc1156-2-e,10,32.09346,54,2,1,1,3,block_4_1,cyclic_8_1,complete_1,unroll_32,pipeline_1,pipeline_1,unroll_64,pipeline_1,unroll_2,1,1.75,0.900783888438,False
workload_897.cpp,xczu7ev-ffvc1156-2-e,10,32.25858,55,2,1,1,1,block_4_1,cyclic_8_1,complete_1,unroll_4,pipeline_1,pipeline_1,unroll_32,pipeline_1,pipeline_1,1,1.25,0.903841233394,False
workload_797.cpp,xczu7ev-ffvc1156-2-e,10,32.258595,52.5,2,1,1,1,block_4_1,cyclic_8_1,complete_1,unroll_4,pipeline_1,pipeline_1,unroll_32,pipeline_1,unroll_2,2,1.25,0.903841139375,False
workload_840.cpp,xczu7ev-ffvc1156-2-e,10,32.25858,69,2,1,1,3,block_4_1,cyclic_8_1,complete_1,unroll_64,pipeline_1,pipeline_1,unroll_32,pipeline_1,unroll_2,1,1.75,0.899794646082,False
workload_477.cpp,xczu7ev-ffvc1156-2-e,10,16.24069,958,1,51,33,81,block_64_1,block_128_1,complete_1,pipeline_1,unroll_16,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,41.5,0.160831908378,False
workload_620.cpp,xczu7ev-ffvc1156-2-e,10,31.41829,316,1,1,7,32,block_64_1,block_128_1,complete_1,unroll_64,pipeline_1,unroll_32,unroll_64,pipeline_1,pipeline_1,1,10.25,0.760941648596,False
workload_286.cpp,xczu7ev-ffvc1156-2-e,10,32.113955,77.5,1,1,1,4,block_64_1,block_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,pipeline_1,pipeline_1,2,1.75,0.900661124865,False
workload_636.cpp,xczu7ev-ffvc1156-2-e,10,32.11397,72,1,1,1,4,block_64_1,block_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,pipeline_1,unroll_2,1,1.75,0.900661035013,False
workload_677.cpp,xczu7ev-ffvc1156-2-e,10,32.11397,71,1,1,1,4,block_64_1,block_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_2,unroll_2,1,1.75,0.900661035013,False
workload_369.cpp,xczu7ev-ffvc1156-2-e,10,32.6285,59,1,1,1,4,block_64_1,block_2_1,complete_1,pipeline_1,pipeline_1,unroll_32,unroll_16,pipeline_1,pipeline_1,1,1.75,0.897577022895,False
workload_246.cpp,xczu7ev-ffvc1156-2-e,10,37.38626,56,1,1,1,3,block_64_1,block_2_1,complete_1,pipeline_1,pipeline_1,unroll_32,unroll_2,pipeline_1,pipeline_1,1,1.5,0.870851502939,False
workload_163.cpp,xczu7ev-ffvc1156-2-e,10,37.304355,58,1,1,1,4,block_64_1,block_2_1,complete_1,pipeline_1,pipeline_1,unroll_64,unroll_2,pipeline_1,pipeline_1,2,1.75,0.869490573601,False
workload_560.cpp,xczu7ev-ffvc1156-2-e,10,131.90149,78,1,1,2,11,block_64_1,block_2_1,complete_1,pipeline_1,unroll_16,unroll_16,unroll_2,pipeline_1,pipeline_1,1,3.75,0.393888433705,False
workload_427.cpp,xczu7ev-ffvc1156-2-e,10,126.30146,147,1,1,3,20,block_64_1,block_2_1,complete_1,pipeline_1,unroll_32,pipeline_1,unroll_64,pipeline_1,pipeline_1,1,6.25,0.407587456959,False
workload_511.cpp,xczu7ev-ffvc1156-2-e,10,32.09346,91,1,1,1,10,block_64_1,block_2_1,complete_1,unroll_16,pipeline_1,pipeline_1,unroll_64,pipeline_1,pipeline_1,1,3.25,0.874221490586,False
workload_546.cpp,xczu7ev-ffvc1156-2-e,10,32.09349,100,1,1,1,10,block_64_1,block_2_1,complete_1,unroll_16,pipeline_1,pipeline_1,unroll_64,pipeline_1,unroll_2,1,3.25,0.874221348038,False
workload_531.cpp,xczu7ev-ffvc1156-2-e,10,32.10341,99,1,1,1,11,block_64_1,block_2_1,complete_1,unroll_16,pipeline_1,unroll_16,unroll_64,unroll_2,unroll_2,1,3.5,0.86783537252,False
workload_806.cpp,xczu7ev-ffvc1156-2-e,10,32.09349,102,1,1,1,12,block_64_1,block_2_1,complete_1,unroll_32,pipeline_1,pipeline_1,unroll_64,pipeline_1,unroll_2,1,3.75,0.861173660849,False
workload_738.cpp,xczu7ev-ffvc1156-2-e,10,32.09346,101,1,1,1,12,block_64_1,block_2_1,complete_1,unroll_32,pipeline_1,pipeline_1,unroll_64,unroll_2,unroll_2,1,3.75,0.861173788435,False
workload_623.cpp,xczu7ev-ffvc1156-2-e,10,32.09829,107,1,1,1,13,block_64_1,block_2_1,complete_1,unroll_32,pipeline_1,unroll_32,unroll_64,unroll_2,pipeline_1,1,4,0.858216297653,False
workload_374.cpp,xczu7ev-ffvc1156-2-e,10,32.09349,93,1,1,1,6,block_64_1,block_2_1,complete_1,unroll_4,pipeline_1,pipeline_1,unroll_64,pipeline_1,pipeline_1,1,2.25,0.894416703902,False
workload_678.cpp,xczu7ev-ffvc1156-2-e,10,32.09346,86,1,1,1,6,block_64_1,block_2_1,complete_1,unroll_4,pipeline_1,pipeline_1,unroll_64,pipeline_1,unroll_2,1,2.25,0.894416876708,False
workload_491.cpp,xczu7ev-ffvc1156-2-e,10,32.09346,91,1,1,1,6,block_64_1,block_2_1,complete_1,unroll_4,pipeline_1,pipeline_1,unroll_64,unroll_2,unroll_2,1,2.25,0.894416876708,False
workload_461.cpp,xczu7ev-ffvc1156-2-e,10,32.10341,96,1,1,1,7,block_64_1,block_2_1,complete_1,unroll_4,pipeline_1,unroll_16,unroll_64,pipeline_1,pipeline_1,1,2.5,0.890259715286,False
workload_522.cpp,xczu7ev-ffvc1156-2-e,10,31.4381,137,1,1,2,17,block_64_1,block_2_1,complete_1,unroll_64,pipeline_1,pipeline_1,unroll_64,pipeline_1,pipeline_1,2,5.25,0.851999939123,False
workload_688.cpp,xczu7ev-ffvc1156-2-e,10,31.4381,134,1,1,2,17,block_64_1,block_2_1,complete_1,unroll_64,pipeline_1,pipeline_1,unroll_64,unroll_2,pipeline_1,1,5.25,0.851999939123,False
workload_581.cpp,xczu7ev-ffvc1156-2-e,10,31.4381,134,1,1,2,17,block_64_1,block_2_1,complete_1,unroll_64,pipeline_1,pipeline_1,unroll_64,unroll_2,unroll_2,1,5.25,0.851999939123,False
workload_500.cpp,xczu7ev-ffvc1156-2-e,10,31.44805,136,1,1,2,17,block_64_1,block_2_1,complete_1,unroll_64,pipeline_1,unroll_16,unroll_64,pipeline_1,pipeline_1,1,5.25,0.851956768069,False
workload_540.cpp,xczu7ev-ffvc1156-2-e,10,31.44037,147,1,1,2,18,block_64_1,block_2_1,complete_1,unroll_64,pipeline_1,unroll_64,unroll_64,pipeline_1,pipeline_1,1,5.5,0.848899661413,False
workload_604.cpp,xczu7ev-ffvc1156-2-e,10,31.44034,140,1,1,2,18,block_64_1,block_2_1,complete_1,unroll_64,pipeline_1,unroll_64,unroll_64,unroll_2,unroll_2,1,5.5,0.848899791465,False
workload_536.cpp,xczu7ev-ffvc1156-2-e,10,131.891235,110,1,1,1,17,block_64_1,block_2_1,complete_1,unroll_64,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,2,5,0.389910837523,False
workload_141.cpp,xczu7ev-ffvc1156-2-e,10,32.09573,95,1,1,1,9,block_64_1,block_2_1,complete_1,unroll_8,pipeline_1,unroll_64,unroll_64,pipeline_1,unroll_2,1,3,0.880116762571,False
workload_176.cpp,xczu7ev-ffvc1156-2-e,10,127.46853,93,1,1,1,9,block_64_1,block_2_1,complete_1,unroll_8,unroll_4,unroll_4,unroll_64,pipeline_1,unroll_2,1,3,0.413280672204,False
workload_627.cpp,xczu7ev-ffvc1156-2-e,10,37.2941,57,1,1,5,8,block_64_1,block_32_1,complete_1,pipeline_1,pipeline_1,unroll_32,unroll_2,pipeline_1,pipeline_1,1,3.75,0.83755959293,False
workload_227.cpp,xczu7ev-ffvc1156-2-e,10,33.26981,59,1,1,1,3,block_64_1,block_4_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,1.5,0.896076258879,False
workload_524.cpp,xczu7ev-ffvc1156-2-e,10,32.11621,83,1,1,1,5,block_64_1,block_4_1,complete_1,pipeline_1,pipeline_1,unroll_64,unroll_64,pipeline_1,pipeline_1,1,2,0.89760080005,False
workload_330.cpp,xczu7ev-ffvc1156-2-e,10,32.25861,94,1,1,2,5,block_64_1,block_64_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_2,unroll_2,1,2.25,0.893465073933,False
workload_382.cpp,xczu7ev-ffvc1156-2-e,10,32.09349,119,1,1,2,6,block_64_1,block_64_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,pipeline_1,pipeline_1,1,2.5,0.890314536496,False
workload_310.cpp,xczu7ev-ffvc1156-2-e,10,16.24069,779,1,51,32,78,block_64_1,block_64_1,complete_1,pipeline_1,pipeline_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,40.5,0.172132104677,False
workload_381.cpp,xczu7ev-ffvc1156-2-e,10,32.59397,82,1,1,6,9,block_64_1,block_64_1,complete_1,pipeline_1,pipeline_1,unroll_16,unroll_16,pipeline_1,pipeline_1,1,4.25,0.855004473087,False
workload_603.cpp,xczu7ev-ffvc1156-2-e,10,32.09477,138,1,1,6,10,block_64_1,block_64_1,complete_1,pipeline_1,pipeline_1,unroll_16,unroll_64,pipeline_1,pipeline_1,1,4.5,0.855766958092,False
workload_445.cpp,xczu7ev-ffvc1156-2-e,10,32.09477,137,1,1,6,10,block_64_1,block_64_1,complete_1,pipeline_1,pipeline_1,unroll_16,unroll_64,unroll_2,pipeline_1,1,4.5,0.855766958092,False
workload_591.cpp,xczu7ev-ffvc1156-2-e,10,16.26114,738,1,51,32,78,block_64_1,block_64_1,complete_1,pipeline_1,pipeline_1,unroll_32,pipeline_1,pipeline_1,pipeline_1,1,40.5,0.172131721798,False
workload_417.cpp,xczu7ev-ffvc1156-2-e,10,37.25317,60,1,1,6,11,block_64_1,block_64_1,complete_1,pipeline_1,pipeline_1,unroll_32,unroll_2,pipeline_1,pipeline_1,1,4.75,0.830328620615,False
workload_424.cpp,xczu7ev-ffvc1156-2-e,10,32.09477,165,1,1,6,16,block_64_1,block_64_1,complete_1,pipeline_1,pipeline_1,unroll_64,unroll_64,pipeline_1,unroll_2,1,6,0.838461129965,False
workload_460.cpp,xczu7ev-ffvc1156-2-e,10,16.24069,756,1,51,32,78,block_64_1,block_64_1,complete_1,pipeline_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,pipeline_1,2,40.5,0.172132104677,False
workload_631.cpp,xczu7ev-ffvc1156-2-e,10,16.24069,728,1,51,32,78,block_64_1,block_64_1,complete_1,pipeline_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_2,1,40.5,0.172132104677,False
workload_924.cpp,xczu7ev-ffvc1156-2-e,10,121.22245,221,1,1,3,14,block_64_1,block_64_1,complete_1,pipeline_1,unroll_16,pipeline_1,unroll_64,pipeline_1,pipeline_1,1,4.75,0.431628187186,False
workload_150.cpp,xczu7ev-ffvc1156-2-e,10,16.24069,826.5,1,51,32,78,block_64_1,block_64_1,complete_1,pipeline_1,unroll_16,unroll_16,pipeline_1,pipeline_1,pipeline_1,2,40.5,0.172132104677,False
workload_512.cpp,xczu7ev-ffvc1156-2-e,10,16.250915,762,1,51,32,78,block_64_1,block_64_1,complete_1,pipeline_1,unroll_16,unroll_16,pipeline_1,pipeline_1,unroll_2,2,40.5,0.172131913789,False
workload_416.cpp,xczu7ev-ffvc1156-2-e,10,121.22373,197,1,1,7,18,block_64_1,block_64_1,complete_1,pipeline_1,unroll_16,unroll_16,unroll_64,pipeline_1,pipeline_1,1,6.75,0.425095557845,False
workload_311.cpp,xczu7ev-ffvc1156-2-e,10,122.38853,151,1,1,6,17,block_64_1,block_64_1,complete_1,pipeline_1,unroll_16,unroll_16,unroll_8,pipeline_1,pipeline_1,1,6.25,0.422688322635,False
workload_820.cpp,xczu7ev-ffvc1156-2-e,10,16.24069,742,1,51,32,78,block_64_1,block_64_1,complete_1,pipeline_1,unroll_16,unroll_64,pipeline_1,pipeline_1,pipeline_1,1,40.5,0.172132104677,False
workload_312.cpp,xczu7ev-ffvc1156-2-e,10,16.24069,814,1,51,32,78,block_64_1,block_64_1,complete_1,pipeline_1,unroll_32,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,40.5,0.172132104677,False
workload_396.cpp,xczu7ev-ffvc1156-2-e,10,16.24069,773,1,51,32,78,block_64_1,block_64_1,complete_1,pipeline_1,unroll_32,unroll_16,pipeline_1,unroll_2,pipeline_1,1,40.5,0.172132104677,False
workload_583.cpp,xczu7ev-ffvc1156-2-e,10,46.45378,263,1,3,17,33,block_64_1,block_64_1,complete_1,pipeline_1,unroll_32,unroll_16,unroll_32,unroll_2,unroll_2,1,13.5,0.654628560915,False
workload_353.cpp,xczu7ev-ffvc1156-2-e,10,32.07301,147,1,1,2,12,block_64_1,block_64_1,complete_1,unroll_16,pipeline_1,pipeline_1,unroll_64,pipeline_1,pipeline_1,1,4,0.858325373961,False
workload_732.cpp,xczu7ev-ffvc1156-2-e,10,32.07429,179,1,1,6,22,block_64_1,block_64_1,complete_1,unroll_16,pipeline_1,unroll_64,unroll_64,unroll_2,pipeline_1,1,7.5,0.812090586407,False
workload_553.cpp,xczu7ev-ffvc1156-2-e,10,16.24069,749,1,51,32,78,block_64_1,block_64_1,complete_1,unroll_16,unroll_16,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,40.5,0.172132104677,False
workload_565.cpp,xczu7ev-ffvc1156-2-e,10,121.20325,245,1,1,7,31,block_64_1,block_64_1,complete_1,unroll_16,unroll_16,unroll_64,unroll_64,pipeline_1,unroll_2,1,10,0.40701829434,False
workload_433.cpp,xczu7ev-ffvc1156-2-e,10,16.24069,736,1,51,32,78,block_64_1,block_64_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,40.5,0.172132104677,False
workload_687.cpp,xczu7ev-ffvc1156-2-e,10,32.24069,154,1,1,6,24,block_64_1,block_64_1,complete_1,unroll_32,pipeline_1,unroll_64,unroll_32,unroll_2,unroll_2,1,8,0.801873258333,False
workload_468.cpp,xczu7ev-ffvc1156-2-e,10,16.26114,838,1,51,32,78,block_64_1,block_64_1,complete_1,unroll_32,unroll_16,unroll_32,pipeline_1,pipeline_1,unroll_2,1,40.5,0.172131721798,False
workload_551.cpp,xczu7ev-ffvc1156-2-e,10,16.26114,757,1,51,32,78,block_64_1,block_64_1,complete_1,unroll_32,unroll_16,unroll_64,pipeline_1,unroll_2,pipeline_1,1,40.5,0.172131721798,False
workload_299.cpp,xczu7ev-ffvc1156-2-e,10,32.56837,80,1,1,2,7,block_64_1,block_64_1,complete_1,unroll_4,pipeline_1,pipeline_1,unroll_16,pipeline_1,pipeline_1,1,2.75,0.883008247399,False
workload_270.cpp,xczu7ev-ffvc1156-2-e,10,32.07301,141,1,1,2,8,block_64_1,block_64_1,complete_1,unroll_4,pipeline_1,pipeline_1,unroll_64,pipeline_1,pipeline_1,2,3,0.880230620767,False
workload_343.cpp,xczu7ev-ffvc1156-2-e,10,32.07301,141,1,1,2,8,block_64_1,block_64_1,complete_1,unroll_4,pipeline_1,pipeline_1,unroll_64,unroll_2,pipeline_1,1,3,0.880230620767,False
workload_467.cpp,xczu7ev-ffvc1156-2-e,10,16.24069,823,1,51,32,78,block_64_1,block_64_1,complete_1,unroll_4,pipeline_1,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,40.5,0.172132104677,False
workload_212.cpp,xczu7ev-ffvc1156-2-e,10,32.07429,178.5,1,1,6,14,block_64_1,block_64_1,complete_1,unroll_4,pipeline_1,unroll_32,unroll_64,pipeline_1,pipeline_1,2,5.5,0.846137228053,False
workload_307.cpp,xczu7ev-ffvc1156-2-e,10,32.07429,170,1,1,6,14,block_64_1,block_64_1,complete_1,unroll_4,pipeline_1,unroll_32,unroll_64,pipeline_1,unroll_2,1,5.5,0.846137228053,False
workload_532.cpp,xczu7ev-ffvc1156-2-e,10,32.07429,168,1,1,6,14,block_64_1,block_64_1,complete_1,unroll_4,pipeline_1,unroll_32,unroll_64,unroll_2,unroll_2,1,5.5,0.846137228053,False
workload_267.cpp,xczu7ev-ffvc1156-2-e,10,32.07429,184,1,1,6,18,block_64_1,block_64_1,complete_1,unroll_4,pipeline_1,unroll_64,unroll_64,pipeline_1,pipeline_1,1,6.5,0.829077150545,False
workload_254.cpp,xczu7ev-ffvc1156-2-e,10,121.70245,194,1,1,7,26,block_64_1,block_64_1,complete_1,unroll_4,unroll_16,unroll_64,unroll_16,pipeline_1,pipeline_1,1,8.75,0.413261415643,False
