Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,Replicate_Count,Area,Weight,is_pareto
workload_610.cpp,xczu7ev-ffvc1156-2-e,10,2607.04195,108,47,0,1,7,cyclic_16_1,block_4_1,block_32_1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_4,unroll_5,pipeline_1,1,13.75,0.914320576432,False
workload_827.cpp,xczu7ev-ffvc1156-2-e,10,663.9785,83,48,0,5,14,cyclic_16_1,block_4_1,block_32_1,pipeline_1,pipeline_1,unroll_4,unroll_64,unroll_64,pipeline_1,unroll_4,pipeline_1,unroll_2,1,16.75,0.921887875144,False
workload_404.cpp,xczu7ev-ffvc1156-2-e,10,2506.77731,69,47,0,1,6,cyclic_16_1,block_4_1,block_32_1,unroll_5,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_5,pipeline_1,1,13.5,0.921684444119,False
workload_639.cpp,xczu7ev-ffvc1156-2-e,10,2500.75981,70,47,0,1,7,cyclic_16_1,block_4_1,block_32_1,unroll_5,pipeline_1,unroll_2,unroll_32,unroll_2,pipeline_1,pipeline_1,unroll_5,pipeline_1,1,13.75,0.917106940878,False
workload_747.cpp,xczu7ev-ffvc1156-2-e,10,2500.76001,71,47,0,1,7,cyclic_16_1,block_4_1,block_32_1,unroll_5,pipeline_1,unroll_2,unroll_32,unroll_2,unroll_8,pipeline_1,unroll_5,pipeline_1,1,13.75,0.917106935928,False
workload_505.cpp,xczu7ev-ffvc1156-2-e,10,809.04781,84,53,6,6,17,cyclic_16_1,block_4_1,block_32_1,unroll_5,pipeline_1,unroll_2,unroll_64,unroll_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,1,20.5,0.864216061557,False
workload_531.cpp,xczu7ev-ffvc1156-2-e,10,801.81731,98,53,6,10,21,cyclic_16_1,block_4_1,block_32_1,unroll_5,pipeline_1,unroll_4,unroll_4,unroll_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,1,22.5,0.838996193606,False
workload_470.cpp,xczu7ev-ffvc1156-2-e,10,142.87029,91,48,34,18,33,cyclic_16_1,block_4_1,cyclic_2_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_4,unroll_4,pipeline_1,pipeline_1,1,33.25,0.713916533942,False
workload_776.cpp,xczu7ev-ffvc1156-2-e,10,94.59482,96.5,48,34,19,35,cyclic_16_1,block_4_1,cyclic_2_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,pipeline_1,unroll_4,pipeline_1,unroll_2,2,34,0.707980677944,False
workload_820.cpp,xczu7ev-ffvc1156-2-e,10,2500.69534,64,47,0,1,8,cyclic_16_1,block_4_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_4,unroll_34,unroll_5,pipeline_1,1,14,0.912200281835,False
workload_881.cpp,xczu7ev-ffvc1156-2-e,10,6103.12734,63,47,0,1,8,cyclic_16_1,block_4_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_4,unroll_34,unroll_5,unroll_2,1,14,0.814902667756,False
workload_344.cpp,xczu7ev-ffvc1156-2-e,10,905.75134,253,48,1,36,62,cyclic_16_1,block_4_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_32,unroll_16,unroll_2,unroll_4,unroll_4,pipeline_1,unroll_2,1,36.75,0.644795158617,False
workload_289.cpp,xczu7ev-ffvc1156-2-e,10,868.41333,261,48,1,36,62,cyclic_16_1,block_4_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_32,unroll_16,unroll_8,unroll_4,unroll_4,pipeline_1,unroll_8,1,36.75,0.645238052794,False
workload_468.cpp,xczu7ev-ffvc1156-2-e,10,868.32117,274,48,1,36,63,cyclic_16_1,block_4_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_32,unroll_64,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_8,1,37,0.639963183597,False
workload_251.cpp,xczu7ev-ffvc1156-2-e,10,1043.62965,73,48,1,4,13,cyclic_16_1,block_4_1,cyclic_2_1,pipeline_1,unroll_8,unroll_2,unroll_16,unroll_8,unroll_4,unroll_4,pipeline_1,unroll_8,1,16.5,0.921648945991,False
workload_339.cpp,xczu7ev-ffvc1156-2-e,10,1029.26652,265,48,1,36,64,cyclic_16_1,block_4_1,cyclic_2_1,pipeline_1,unroll_8,unroll_32,unroll_32,unroll_32,unroll_4,unroll_4,pipeline_1,unroll_8,1,37.25,0.632898696453,False
workload_410.cpp,xczu7ev-ffvc1156-2-e,10,162.07371,100,48,34,18,34,cyclic_16_1,block_4_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,33.5,0.713659412959,False
workload_335.cpp,xczu7ev-ffvc1156-2-e,10,868.37684,75,48,4,5,17,cyclic_16_1,block_4_1,cyclic_8_1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,1,18.5,0.891088377839,False
workload_425.cpp,xczu7ev-ffvc1156-2-e,10,868.41333,274,50,1,36,63,cyclic_16_1,block_8_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_32,unroll_16,unroll_8,unroll_4,unroll_16,pipeline_1,unroll_8,1,37.5,0.629342909359,False
workload_645.cpp,xczu7ev-ffvc1156-2-e,10,94.6217,144,47,34,18,36,cyclic_16_1,cyclic_128_1,block_32_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,pipeline_1,unroll_4,pipeline_1,unroll_2,2,33.75,0.713970589904,False
workload_503.cpp,xczu7ev-ffvc1156-2-e,10,94.62237,142,47,34,18,36,cyclic_16_1,cyclic_128_1,block_32_1,unroll_5,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_8,1,33.75,0.71397057511,False
workload_914.cpp,xczu7ev-ffvc1156-2-e,10,3904.73417,97,46,0,1,12,cyclic_16_1,cyclic_128_1,block_32_1,unroll_5,pipeline_1,unroll_4,unroll_64,unroll_64,pipeline_1,unroll_4,unroll_5,unroll_2,1,14.75,0.849904979391,False
workload_148.cpp,xczu7ev-ffvc1156-2-e,10,156.47431,390,93,68,30,81,cyclic_16_1,cyclic_128_1,block_32_1,unroll_5,unroll_64,pipeline_1,unroll_2,unroll_2,unroll_16,unroll_34,unroll_5,unroll_34,1,68,0.269546047423,False
workload_737.cpp,xczu7ev-ffvc1156-2-e,10,94.59482,145,47,34,18,36,cyclic_16_1,cyclic_128_1,cyclic_2_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,pipeline_1,unroll_4,pipeline_1,unroll_2,1,33.75,1,True
workload_871.cpp,xczu7ev-ffvc1156-2-e,10,2502.68484,59,47,0,1,6,cyclic_16_1,cyclic_2_1,block_128_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_34,unroll_5,pipeline_1,1,13.5,0.921788997002,False
workload_718.cpp,xczu7ev-ffvc1156-2-e,10,94.62234,108,47,34,18,37,cyclic_16_1,cyclic_2_1,block_32_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,pipeline_1,unroll_4,pipeline_1,unroll_2,1,34,0.707980711257,False
workload_583.cpp,xczu7ev-ffvc1156-2-e,10,94.62301,109,47,34,18,37,cyclic_16_1,cyclic_2_1,block_32_1,unroll_5,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_8,1,34,0.707980712066,False
workload_694.cpp,xczu7ev-ffvc1156-2-e,10,809.11201,81,53,6,6,16,cyclic_16_1,cyclic_2_1,block_32_1,unroll_5,pipeline_1,unroll_2,unroll_32,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_2,1,20.25,0.866179570664,False
workload_840.cpp,xczu7ev-ffvc1156-2-e,10,94.59546,97,47,34,18,37,cyclic_16_1,cyclic_2_1,cyclic_2_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,pipeline_1,unroll_2,pipeline_1,unroll_2,1,34,0.70798067872,False
workload_622.cpp,xczu7ev-ffvc1156-2-e,10,94.59546,106,47,34,18,37,cyclic_16_1,cyclic_2_1,cyclic_2_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,pipeline_1,unroll_4,pipeline_1,unroll_2,1,34,0.70798067872,False
workload_834.cpp,xczu7ev-ffvc1156-2-e,10,587.2988,104,48,1,4,19,cyclic_16_1,cyclic_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_64,unroll_4,unroll_4,pipeline_1,pipeline_1,1,18,0.903768201636,False
workload_902.cpp,xczu7ev-ffvc1156-2-e,10,577.06138,251,48,1,36,63,cyclic_16_1,cyclic_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_32,unroll_64,unroll_64,unroll_8,unroll_4,pipeline_1,pipeline_1,1,37,0.642556683296,False
workload_803.cpp,xczu7ev-ffvc1156-2-e,10,577.06138,271,48,1,36,63,cyclic_16_1,cyclic_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_32,unroll_64,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_2,1,37,0.642556683296,False
workload_936.cpp,xczu7ev-ffvc1156-2-e,10,94.59849,91,47,34,18,37,cyclic_16_1,cyclic_2_1,cyclic_2_1,unroll_5,pipeline_1,pipeline_1,unroll_32,unroll_64,pipeline_1,unroll_4,pipeline_1,unroll_2,1,34,0.707980682394,False
workload_665.cpp,xczu7ev-ffvc1156-2-e,10,493.17597,397,58,13,54,74,cyclic_16_1,cyclic_2_1,cyclic_2_1,unroll_5,pipeline_1,unroll_32,unroll_64,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_2,1,49.75,0.522214083505,False
workload_938.cpp,xczu7ev-ffvc1156-2-e,10,2895.48186,79,47,0,1,14,cyclic_16_1,cyclic_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_64,unroll_8,unroll_4,unroll_5,unroll_8,1,15.5,0.870933202554,False
workload_947.cpp,xczu7ev-ffvc1156-2-e,10,3903.5049,310,47,0,8,52,cyclic_16_1,cyclic_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_32,unroll_64,unroll_64,unroll_8,unroll_4,unroll_5,unroll_2,1,26.75,0.694389541832,False
workload_275.cpp,xczu7ev-ffvc1156-2-e,10,1409.65706,1069,49,2,15,67,cyclic_16_1,cyclic_2_1,cyclic_4_1,pipeline_1,unroll_2,unroll_2,unroll_32,unroll_64,pipeline_1,unroll_4,pipeline_1,pipeline_1,1,33.25,0.688794605532,False
workload_867.cpp,xczu7ev-ffvc1156-2-e,10,94.58525,92,48,34,18,37,cyclic_16_1,cyclic_2_1,cyclic_4_1,unroll_5,pipeline_1,pipeline_1,unroll_32,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_2,2,34.25,1,True
workload_84.cpp,xczu7ev-ffvc1156-2-e,10,950.41431,146,68,13,14,35,cyclic_16_1,cyclic_2_1,cyclic_4_1,unroll_5,unroll_32,unroll_4,unroll_2,unroll_2,unroll_16,unroll_4,pipeline_1,pipeline_1,1,32.5,0.704338642337,False
workload_171.cpp,xczu7ev-ffvc1156-2-e,10,776.36256,196,68,13,13,41,cyclic_16_1,cyclic_2_1,cyclic_4_1,unroll_5,unroll_32,unroll_4,unroll_64,unroll_4,unroll_16,unroll_34,pipeline_1,pipeline_1,1,33.75,0.698528132862,False
workload_790.cpp,xczu7ev-ffvc1156-2-e,10,550.59864,141,48,4,6,24,cyclic_16_1,cyclic_2_1,cyclic_8_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_64,unroll_16,unroll_4,pipeline_1,unroll_8,1,20.5,0.870341638619,False
workload_381.cpp,xczu7ev-ffvc1156-2-e,10,826.78773,75,48,4,5,17,cyclic_16_1,cyclic_2_1,cyclic_8_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_8,pipeline_1,unroll_4,pipeline_1,unroll_2,1,18.5,0.892245970266,False
workload_177.cpp,xczu7ev-ffvc1156-2-e,10,856.08884,92,48,4,9,22,cyclic_16_1,cyclic_2_1,cyclic_8_1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,1,20.75,0.860504337648,False
workload_18.cpp,xczu7ev-ffvc1156-2-e,10,1024.14184,158,48,4,11,31,cyclic_16_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_32,unroll_4,unroll_2,unroll_2,unroll_16,unroll_4,pipeline_1,pipeline_1,1,23.5,0.819131332436,False
workload_199.cpp,xczu7ev-ffvc1156-2-e,10,1024.14184,125,48,4,11,31,cyclic_16_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_32,unroll_4,unroll_2,unroll_2,unroll_16,unroll_4,pipeline_1,unroll_2,1,23.5,0.819131332436,False
workload_150.cpp,xczu7ev-ffvc1156-2-e,10,1024.14184,146,48,4,11,31,cyclic_16_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_32,unroll_4,unroll_2,unroll_2,unroll_8,unroll_4,pipeline_1,pipeline_1,1,23.5,0.819131332436,False
workload_212.cpp,xczu7ev-ffvc1156-2-e,10,1021.58184,174,48,4,16,41,cyclic_16_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_32,unroll_8,unroll_2,unroll_2,unroll_8,unroll_4,pipeline_1,pipeline_1,1,27.25,0.77118365711,False
workload_302.cpp,xczu7ev-ffvc1156-2-e,10,1342.0373,185,52,0,6,19,cyclic_16_1,cyclic_32_1,block_128_1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_32,unroll_8,unroll_4,pipeline_1,unroll_2,1,19.25,0.865517886703,False
workload_325.cpp,xczu7ev-ffvc1156-2-e,10,1338.7605,187,52,0,9,23,cyclic_16_1,cyclic_32_1,block_128_1,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_32,unroll_16,unroll_4,pipeline_1,pipeline_1,1,21,0.843867329698,False
workload_751.cpp,xczu7ev-ffvc1156-2-e,10,493.17853,393,62,13,54,74,cyclic_16_1,cyclic_32_1,cyclic_2_1,unroll_5,pipeline_1,unroll_32,unroll_32,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_8,1,50.75,0.518783848947,False
workload_311.cpp,xczu7ev-ffvc1156-2-e,10,1116.59346,132,51,4,6,23,cyclic_16_1,cyclic_32_1,cyclic_8_1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_32,unroll_16,pipeline_1,pipeline_1,unroll_2,1,21,0.85026694721,False
workload_851.cpp,xczu7ev-ffvc1156-2-e,10,675.11962,74,48,0,3,12,cyclic_16_1,cyclic_4_1,block_32_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_16,unroll_2,pipeline_1,unroll_2,1,15.75,0.946665649079,False
workload_368.cpp,xczu7ev-ffvc1156-2-e,10,162.09621,100,48,34,18,33,cyclic_16_1,cyclic_4_1,cyclic_2_1,unroll_5,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_8,unroll_16,unroll_5,pipeline_1,1,33.25,0.713840271266,False
workload_334.cpp,xczu7ev-ffvc1156-2-e,10,2673.16631,78,47,0,2,10,cyclic_16_1,cyclic_4_1,cyclic_2_1,unroll_5,unroll_8,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_5,pipeline_1,1,14.75,0.892534187965,False
workload_246.cpp,xczu7ev-ffvc1156-2-e,10,1089.04184,154,57,4,16,39,cyclic_16_1,cyclic_64_1,cyclic_8_1,pipeline_1,unroll_32,unroll_8,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline_1,pipeline_1,1,29,0.746808107406,False
workload_630.cpp,xczu7ev-ffvc1156-2-e,10,112.96922,93,40,7,9,18,cyclic_2_1,block_16_1,block_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_8,unroll_16,pipeline_1,unroll_2,1,18.5,0.910015715698,False
workload_462.cpp,xczu7ev-ffvc1156-2-e,10,1023.42645,73,45,0,2,7,cyclic_2_1,block_16_1,block_64_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_8,unroll_4,unroll_4,pipeline_1,unroll_8,1,13.5,0.967401787687,False
workload_560.cpp,xczu7ev-ffvc1156-2-e,10,112.91547,112,40,7,10,22,cyclic_2_1,block_16_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_8,unroll_16,pipeline_1,unroll_2,1,19.75,0.876087550232,False
workload_613.cpp,xczu7ev-ffvc1156-2-e,10,112.91547,114,40,7,10,22,cyclic_2_1,block_16_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_2,1,19.75,0.876087550232,False
workload_536.cpp,xczu7ev-ffvc1156-2-e,10,112.91629,151,40,7,12,21,cyclic_2_1,block_16_1,cyclic_128_1,unroll_5,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_8,pipeline_1,pipeline_1,unroll_2,1,20,0.876119600101,False
workload_480.cpp,xczu7ev-ffvc1156-2-e,10,112.91629,128,40,7,12,21,cyclic_2_1,block_16_1,cyclic_128_1,unroll_5,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_8,unroll_16,pipeline_1,unroll_2,1,20,0.876119600101,False
workload_768.cpp,xczu7ev-ffvc1156-2-e,10,112.94234,94,41,7,9,17,cyclic_2_1,block_16_1,cyclic_2_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_2,1,18.5,0.910016310371,False
workload_703.cpp,xczu7ev-ffvc1156-2-e,10,236.19858,126,41,7,10,24,cyclic_2_1,block_16_1,cyclic_2_1,unroll_5,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_8,unroll_16,pipeline_1,unroll_2,1,20.5,0.875713165833,False
workload_231.cpp,xczu7ev-ffvc1156-2-e,10,191.95395,76,41,7,8,13,cyclic_2_1,block_2_1,block_64_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_8,1,17.25,0.925328064302,False
workload_252.cpp,xczu7ev-ffvc1156-2-e,10,840.26941,178,41,13,10,34,cyclic_2_1,block_2_1,cyclic_128_1,pipeline_1,unroll_8,unroll_2,unroll_64,unroll_32,unroll_4,unroll_8,pipeline_1,unroll_2,1,24.5,0.810781265176,False
workload_860.cpp,xczu7ev-ffvc1156-2-e,10,527.01189,80,55,6,5,15,cyclic_2_1,block_32_1,block_128_1,unroll_5,pipeline_1,unroll_2,unroll_32,unroll_64,unroll_4,pipeline_1,pipeline_1,unroll_8,1,20.25,0.872190414923,False
workload_919.cpp,xczu7ev-ffvc1156-2-e,10,4346.10272,70,40,0,1,11,cyclic_2_1,block_32_1,block_128_1,unroll_5,pipeline_1,unroll_2,unroll_32,unroll_8,unroll_4,pipeline_1,unroll_5,unroll_8,1,13,0.852860516725,False
workload_464.cpp,xczu7ev-ffvc1156-2-e,10,112.96922,99,40,7,9,22,cyclic_2_1,block_32_1,block_32_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_4,unroll_16,pipeline_1,unroll_2,1,19.5,0.882821416063,False
workload_490.cpp,xczu7ev-ffvc1156-2-e,10,681.67322,96,50,0,2,12,cyclic_2_1,block_32_1,block_32_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_16,unroll_16,pipeline_1,unroll_2,1,16,0.941435513076,False
workload_513.cpp,xczu7ev-ffvc1156-2-e,10,681.67322,96,50,0,2,12,cyclic_2_1,block_32_1,block_32_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_4,unroll_34,pipeline_1,unroll_8,1,16,0.941435513076,False
workload_745.cpp,xczu7ev-ffvc1156-2-e,10,112.97245,98,40,7,9,18,cyclic_2_1,block_32_1,block_32_1,unroll_5,pipeline_1,pipeline_1,unroll_32,unroll_64,unroll_8,unroll_16,unroll_5,unroll_2,1,18.5,0.910015644239,False
workload_474.cpp,xczu7ev-ffvc1156-2-e,10,112.96922,105,40,7,9,22,cyclic_2_1,block_32_1,block_64_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_8,unroll_16,pipeline_1,unroll_2,1,19.5,0.882821416063,False
workload_140.cpp,xczu7ev-ffvc1156-2-e,10,191.8666,94,40,7,10,20,cyclic_2_1,block_32_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_16,pipeline_1,unroll_2,1,19.25,0.889673265333,False
workload_169.cpp,xczu7ev-ffvc1156-2-e,10,191.8666,98,40,7,10,20,cyclic_2_1,block_32_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_16,unroll_16,pipeline_1,unroll_34,1,19.25,0.889673265333,False
workload_216.cpp,xczu7ev-ffvc1156-2-e,10,191.8666,92,40,7,10,20,cyclic_2_1,block_32_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_16,unroll_4,pipeline_1,unroll_8,1,19.25,0.889673265333,False
workload_209.cpp,xczu7ev-ffvc1156-2-e,10,177.3531,103,40,7,10,25,cyclic_2_1,block_32_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_4,pipeline_1,unroll_16,pipeline_1,unroll_2,1,20.5,0.876117792613,False
workload_342.cpp,xczu7ev-ffvc1156-2-e,10,112.91547,116,40,7,10,26,cyclic_2_1,block_32_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_8,unroll_16,pipeline_1,unroll_2,1,20.75,0.876203633116,False
workload_57.cpp,xczu7ev-ffvc1156-2-e,10,170.2591,101,40,7,10,25,cyclic_2_1,block_32_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_8,unroll_8,unroll_16,pipeline_1,unroll_2,1,20.5,0.876145341292,False
workload_719.cpp,xczu7ev-ffvc1156-2-e,10,7826.06326,140,40,0,3,20,cyclic_2_1,block_32_1,cyclic_128_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_8,unroll_8,pipeline_1,unroll_5,unroll_8,1,15.75,0.730127958834,False
workload_378.cpp,xczu7ev-ffvc1156-2-e,10,1035.49393,301,50,13,12,64,cyclic_2_1,block_32_1,cyclic_128_1,pipeline_1,pipeline_1,unroll_2,unroll_4,unroll_64,unroll_8,unroll_16,pipeline_1,unroll_2,1,34.75,0.679930471283,False
workload_553.cpp,xczu7ev-ffvc1156-2-e,10,513.90107,224,50,13,10,38,cyclic_2_1,block_32_1,cyclic_128_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_2,1,27.75,0.777814468772,False
workload_575.cpp,xczu7ev-ffvc1156-2-e,10,4217.99981,146,40,0,5,19,cyclic_2_1,block_32_1,cyclic_128_1,unroll_5,pipeline_1,unroll_2,unroll_32,unroll_64,unroll_8,unroll_16,unroll_5,unroll_2,1,16,0.817942435438,False
workload_634.cpp,xczu7ev-ffvc1156-2-e,10,597.78456,146,51,1,4,25,cyclic_2_1,block_32_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_64,unroll_4,unroll_4,pipeline_1,unroll_8,1,20.25,0.870829155987,False
workload_805.cpp,xczu7ev-ffvc1156-2-e,10,5908.99098,420,40,0,7,37,cyclic_2_1,block_32_1,cyclic_8_1,pipeline_1,pipeline_1,unroll_32,unroll_32,unroll_64,unroll_8,unroll_16,unroll_5,unroll_2,1,21,0.694732555827,False
workload_689.cpp,xczu7ev-ffvc1156-2-e,10,5911.44925,83,40,0,1,11,cyclic_2_1,block_32_1,cyclic_8_1,unroll_5,pipeline_1,unroll_2,unroll_32,unroll_64,unroll_8,unroll_16,unroll_5,unroll_2,1,13,0.834836456433,False
workload_402.cpp,xczu7ev-ffvc1156-2-e,10,112.96922,86.5,41,7,9,15,cyclic_2_1,block_4_1,block_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_16,unroll_16,pipeline_1,unroll_2,2,18,0.909903185887,False
workload_946.cpp,xczu7ev-ffvc1156-2-e,10,1022.63388,66,41,0,2,7,cyclic_2_1,block_4_1,block_128_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_32,unroll_16,unroll_16,pipeline_1,unroll_2,1,12.5,0.980197698841,False
workload_441.cpp,xczu7ev-ffvc1156-2-e,10,681.67322,71,41,0,2,7,cyclic_2_1,block_4_1,block_128_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_16,unroll_16,pipeline_1,unroll_2,1,12.5,1,True
workload_643.cpp,xczu7ev-ffvc1156-2-e,10,681.67322,76,41,0,2,7,cyclic_2_1,block_4_1,block_128_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_8,unroll_16,pipeline_1,unroll_2,1,12.5,1,True
workload_585.cpp,xczu7ev-ffvc1156-2-e,10,680.35992,149,41,0,5,16,cyclic_2_1,block_4_1,block_128_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_64,unroll_16,pipeline_1,pipeline_1,unroll_2,1,15.5,0.948965642373,False
workload_348.cpp,xczu7ev-ffvc1156-2-e,10,1071.12884,74,41,0,4,9,cyclic_2_1,block_4_1,block_128_1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_2,1,13.5,0.965429059987,False
workload_291.cpp,xczu7ev-ffvc1156-2-e,10,1066.01284,101,41,0,7,15,cyclic_2_1,block_4_1,block_128_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_4,unroll_4,pipeline_1,unroll_2,1,15.75,0.934897537405,False
workload_880.cpp,xczu7ev-ffvc1156-2-e,10,527.01189,69,46,6,5,13,cyclic_2_1,block_4_1,block_128_1,unroll_5,pipeline_1,unroll_2,unroll_32,unroll_64,unroll_4,pipeline_1,pipeline_1,unroll_8,1,17.5,0.913953807678,False
workload_874.cpp,xczu7ev-ffvc1156-2-e,10,1065.89541,484,41,0,7,20,cyclic_2_1,block_4_1,block_16_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_32,unroll_16,unroll_4,pipeline_1,unroll_2,1,17,0.909335716587,False
workload_724.cpp,xczu7ev-ffvc1156-2-e,10,555.95409,366,41,50,31,56,cyclic_2_1,block_4_1,block_16_1,unroll_5,pipeline_1,unroll_2,pipeline_1,unroll_64,unroll_16,unroll_4,pipeline_1,unroll_2,1,44.5,0.523823108838,False
workload_799.cpp,xczu7ev-ffvc1156-2-e,10,169.57002,91,41,7,9,16,cyclic_2_1,block_4_1,block_32_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_16,unroll_4,pipeline_1,unroll_8,1,18.25,0.90990459918,False
workload_889.cpp,xczu7ev-ffvc1156-2-e,10,112.96922,74,41,7,9,15,cyclic_2_1,block_4_1,block_32_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,pipeline_1,unroll_4,pipeline_1,pipeline_1,1,18,0.909903185887,False
