Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_2_1,Replicate_Count,Area,Weight,is_pareto
stencil3d_332.c,xczu7ev-ffvc1156-2-e,10,0.27987,57,0,12,1,11,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_2,1,6,0.784378214066,False
stencil3d_656.c,xczu7ev-ffvc1156-2-e,10,0.27987,57,0,11,1,10,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_31,pipeline_1,unroll_15,1,5.5,1,True
stencil3d_454.c,xczu7ev-ffvc1156-2-e,10,0.27987,57,0,12,1,11,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_2,1,6,0.784378214066,False
stencil3d_281.c,xczu7ev-ffvc1156-2-e,10,0.27987,53.5,0,11,1,10,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_15,2,5.5,1,True
stencil3d_363.c,xczu7ev-ffvc1156-2-e,10,0.27987,57,0,12,1,11,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_2,2,6,0.784378214066,False
stencil3d_630.c,xczu7ev-ffvc1156-2-e,10,0.53338,40,0,1,0,5,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_16,unroll_2,unroll_2,unroll_4,1,1.5,0.278498387843,False
stencil3d_492.c,xczu7ev-ffvc1156-2-e,10,0.27987,60,0,11,1,10,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_16,unroll_31,pipeline_1,unroll_15,1,5.5,1,True
stencil3d_678.c,xczu7ev-ffvc1156-2-e,10,0.30778,76,0,14,1,15,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_16,unroll_31,unroll_2,unroll_15,1,7.5,0.681560880772,False
stencil3d_358.c,xczu7ev-ffvc1156-2-e,10,0.27987,58,0,11,1,10,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_15,1,5.5,1,True
stencil3d_450.c,xczu7ev-ffvc1156-2-e,10,0.53338,43,0,1,0,5,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_2,unroll_2,unroll_4,1,1.5,0.278498387843,False
stencil3d_261.c,xczu7ev-ffvc1156-2-e,10,0.27987,53,0,13,1,11,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,1,6.25,0.788206093649,False
stencil3d_411.c,xczu7ev-ffvc1156-2-e,10,0.27987,50,0,11,1,10,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_8,unroll_31,pipeline_1,unroll_15,1,5.5,1,True
stencil3d_665.c,xczu7ev-ffvc1156-2-e,10,0.27987,56,0,11,1,10,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_15,1,5.5,1,True
stencil3d_430.c,xczu7ev-ffvc1156-2-e,10,0.22335,296,0,21.5,1,20,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_15,2,10.625,0.989950988955,False
stencil3d_428.c,xczu7ev-ffvc1156-2-e,10,0.2271,245,0,20,1,21,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_15,1,10.5,0.97108475633,False
stencil3d_378.c,xczu7ev-ffvc1156-2-e,10,0.2271,252,0,22,1,20,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_15,1,10.75,0.967679984571,False
stencil3d_193.c,xczu7ev-ffvc1156-2-e,10,0.2235,259,0,44,2,30,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_2,1,19,0.603604310899,False
stencil3d_182.c,xczu7ev-ffvc1156-2-e,10,0.2235,273,0,53,3,31,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_4,unroll_4,2,21.75,0.49044462733,False
stencil3d_215.c,xczu7ev-ffvc1156-2-e,10,0.2235,279,0,35,2,26,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_16,unroll_8,pipeline_1,unroll_2,1,15.75,0.755852121014,False
stencil3d_183.c,xczu7ev-ffvc1156-2-e,10,0.2235,276,0,35,2,26,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_16,unroll_8,unroll_4,unroll_2,1,15.75,0.755852121014,False
stencil3d_138.c,xczu7ev-ffvc1156-2-e,10,0.2235,278,0,53,3,31,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_8,unroll_4,unroll_4,1,21.75,0.49044462733,False
stencil3d_98.c,xczu7ev-ffvc1156-2-e,10,0.2235,281,0,61,3,36,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_8,unroll_31,unroll_4,1,25,0.387505638405,False
stencil3d_480.c,xczu7ev-ffvc1156-2-e,10,0.29099,38,0,10,0,6,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_15,2,4,0.739859425249,False
stencil3d_441.c,xczu7ev-ffvc1156-2-e,10,0.53849,28,0,0,0,1,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_2,1,0.25,1,True
stencil3d_447.c,xczu7ev-ffvc1156-2-e,10,0.53369,77,0,0,1,7,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_31,unroll_2,1,2,0.27383984292,False
stencil3d_338.c,xczu7ev-ffvc1156-2-e,10,0.29474,45,0,10,0,6,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_15,1,4,0.727638282514,False
stencil3d_354.c,xczu7ev-ffvc1156-2-e,10,0.54224,30,0,0,0,1,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_2,1,0.25,0.275304191471,False
stencil3d_413.c,xczu7ev-ffvc1156-2-e,10,0.50624,32,0,1,0,2,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_4,2,0.75,0.32580047347,False
stencil3d_385.c,xczu7ev-ffvc1156-2-e,10,0.32489,49,0,15,1,11,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_4,unroll_15,1,6.75,0.616540907356,False
stencil3d_342.c,xczu7ev-ffvc1156-2-e,10,0.57494,29,0,0,0,2,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_4,unroll_2,1,0.5,0.202188206502,False
stencil3d_387.c,xczu7ev-ffvc1156-2-e,10,0.51704,104,0,1,1,10,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_31,unroll_4,1,3,0.287645500136,False
stencil3d_82.c,xczu7ev-ffvc1156-2-e,10,0.32249,56,0,15,1,11,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_4,unroll_15,1,6.75,0.626585161858,False
stencil3d_64.c,xczu7ev-ffvc1156-2-e,10,0.31829,84,0,25,2,20,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_15,1,11.75,0.589540545542,False
stencil3d_512.c,xczu7ev-ffvc1156-2-e,10,0.53849,31,0,0,0,1,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_2,unroll_2,1,0.25,1,True
stencil3d_528.c,xczu7ev-ffvc1156-2-e,10,0.53369,77,0,0,1,7,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_31,unroll_2,1,2,0.27383984292,False
stencil3d_646.c,xczu7ev-ffvc1156-2-e,10,0.54224,32,0,0,0,1,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_2,unroll_2,1,0.25,0.275304191471,False
stencil3d_388.c,xczu7ev-ffvc1156-2-e,10,0.53744,73,0,0,1,7,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_31,unroll_2,1,2,0.269955791164,False
stencil3d_251.c,xczu7ev-ffvc1156-2-e,10,0.34979,34,0,3,0,3,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1,1.5,0.58617457147,False
stencil3d_225.c,xczu7ev-ffvc1156-2-e,10,0.29474,42.5,0,10,0,6,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,unroll_15,2,4,0.727638282514,False
stencil3d_265.c,xczu7ev-ffvc1156-2-e,10,0.50624,30,0,1,0,2,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,unroll_4,1,0.75,0.32580047347,False
stencil3d_519.c,xczu7ev-ffvc1156-2-e,10,0.28994,50,0,10,0,7,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_31,unroll_2,unroll_15,1,4.25,0.742743148535,False
stencil3d_541.c,xczu7ev-ffvc1156-2-e,10,0.53504,73,0,0,1,7,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_31,unroll_2,1,2,0.272552613533,False
stencil3d_329.c,xczu7ev-ffvc1156-2-e,10,0.50264,33,0,1,0,2,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_4,1,0.75,0.333880632585,False
stencil3d_359.c,xczu7ev-ffvc1156-2-e,10,0.53714,32,0,1,0,3,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_4,1,1,0.279607133995,False
stencil3d_26.c,xczu7ev-ffvc1156-2-e,10,0.54074,34,0,1,0,3,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_4,1,1,0.2747908127,False
stencil3d_131.c,xczu7ev-ffvc1156-2-e,10,0.53834,32,0,1,0,3,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_4,unroll_4,1,1,0.278246932243,False
stencil3d_121.c,xczu7ev-ffvc1156-2-e,10,0.54674,41,0,1,0,4,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_4,2,1.25,0.261715192744,False
stencil3d_277.c,xczu7ev-ffvc1156-2-e,10,0.34979,31,0,3,0,3,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_4,1,1.5,0.58617457147,False
stencil3d_119.c,xczu7ev-ffvc1156-2-e,10,0.50624,30,0,1,0,2,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_8,unroll_2,unroll_2,unroll_2,unroll_4,1,0.75,0.32580047347,False
stencil3d_117.c,xczu7ev-ffvc1156-2-e,10,0.58543,1428,0,0,9,37,pipeline_1,pipeline_1,unroll_2,unroll_31,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_4,1,11.5,0.137243598602,False
stencil3d_595.c,xczu7ev-ffvc1156-2-e,10,0.57191,36,0,0,0,3,pipeline_1,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_16,unroll_31,unroll_2,unroll_2,1,0.75,0.208605606826,False
stencil3d_370.c,xczu7ev-ffvc1156-2-e,10,0.60788,33,0,0,0,3,pipeline_1,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,1,0.75,0.148116732698,False
stencil3d_704.c,xczu7ev-ffvc1156-2-e,10,0.28105,55,0,11,1,10,pipeline_1,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_15,1,5.5,0.783715338758,False
stencil3d_244.c,xczu7ev-ffvc1156-2-e,10,0.57671,33,0,0,0,3,pipeline_1,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_2,1,0.75,0.199162134644,False
stencil3d_302.c,xczu7ev-ffvc1156-2-e,10,0.57333,307,0,0,3,17,pipeline_1,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_2,unroll_31,unroll_2,1,5,0.191596063942,False
stencil3d_162.c,xczu7ev-ffvc1156-2-e,10,0.2812,54,0,13,1,11,pipeline_1,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,1,6.25,0.784936733547,False
stencil3d_207.c,xczu7ev-ffvc1156-2-e,10,0.55985,49,0,11,1,9,pipeline_1,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline_1,1,5.25,0.209739987819,False
stencil3d_25.c,xczu7ev-ffvc1156-2-e,10,0.5832,113,0,1,2,12,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_8,unroll_4,1,3.75,0.182498148004,False
stencil3d_263.c,xczu7ev-ffvc1156-2-e,10,0.2812,50,0,12,1,11,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_16,unroll_8,pipeline_1,unroll_2,2,6,0.781193785121,False
stencil3d_600.c,xczu7ev-ffvc1156-2-e,10,0.51058,44,0,1,0,3,pipeline_1,pipeline_1,unroll_31,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,unroll_4,1,1,0.317867155009,False
stencil3d_714.c,xczu7ev-ffvc1156-2-e,10,0.2227,263,0,21,1,20,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_2,unroll_15,1,10.5,0.996921605303,False
stencil3d_195.c,xczu7ev-ffvc1156-2-e,10,0.22797,312,0,40,2,28,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_31,unroll_15,1,17.5,0.670147942282,False
stencil3d_170.c,xczu7ev-ffvc1156-2-e,10,0.22222,290,0,22,2,24,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_8,unroll_31,pipeline_1,unroll_15,1,12,0.956449008175,False
stencil3d_271.c,xczu7ev-ffvc1156-2-e,10,0.22222,303,0,44,3,32,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_8,unroll_31,pipeline_1,unroll_2,1,19.75,0.571363185352,False
stencil3d_38.c,xczu7ev-ffvc1156-2-e,10,0.22222,339,0,40,2,30,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_8,unroll_31,unroll_31,unroll_15,1,18,0.648378301875,False
stencil3d_331.c,xczu7ev-ffvc1156-2-e,10,0.2227,258,0,21,1,20,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_15,2,10.5,0.996921605303,False
stencil3d_679.c,xczu7ev-ffvc1156-2-e,10,0.2227,273,0,43,2,29,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_2,1,18.5,0.625770513768,False
stencil3d_173.c,xczu7ev-ffvc1156-2-e,10,0.22222,353,0,40,2,30,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_8,unroll_31,unroll_31,unroll_15,1,18,0.648378301875,False
stencil3d_151.c,xczu7ev-ffvc1156-2-e,10,0.22222,354,0,40,2,30,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_8,unroll_31,unroll_31,unroll_15,1,18,0.648378301875,False
stencil3d_586.c,xczu7ev-ffvc1156-2-e,10,0.34539,35,0,2,0,3,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_15,1,1.25,0.601792406118,False
stencil3d_324.c,xczu7ev-ffvc1156-2-e,10,0.53304,70,0,0,1,7,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_31,unroll_2,2,2,0.274416840783,False
stencil3d_444.c,xczu7ev-ffvc1156-2-e,10,0.53831,70,0,0,1,7,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_31,unroll_2,1,2,0.268914791087,False
stencil3d_533.c,xczu7ev-ffvc1156-2-e,10,0.53736,37,0,0,0,4,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_31,unroll_2,unroll_2,1,1,0.279376231511,False
stencil3d_634.c,xczu7ev-ffvc1156-2-e,10,0.34539,38,0,2,0,3,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_15,1,1.25,0.601792406118,False
stencil3d_460.c,xczu7ev-ffvc1156-2-e,10,0.53304,69,0,0,1,7,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_31,unroll_2,1,2,0.274416840783,False
stencil3d_635.c,xczu7ev-ffvc1156-2-e,10,0.29561,46,0,10,0,6,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_2,unroll_15,1,4,0.72727471045,False
stencil3d_336.c,xczu7ev-ffvc1156-2-e,10,0.29034,42,0,11,0,6,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_15,1,4.25,0.74186985304,False
stencil3d_355.c,xczu7ev-ffvc1156-2-e,10,0.35066,33,0,2,0,3,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll_15,1,1.25,0.580922401859,False
stencil3d_639.c,xczu7ev-ffvc1156-2-e,10,0.34539,36,0,2,0,3,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_15,1,1.25,0.601792406118,False
stencil3d_360.c,xczu7ev-ffvc1156-2-e,10,0.29561,47,0,10,0,6,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,unroll_16,unroll_2,unroll_2,unroll_15,1,4,0.72727471045,False
stencil3d_393.c,xczu7ev-ffvc1156-2-e,10,0.54311,31,0,0,0,1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,unroll_16,unroll_2,unroll_2,unroll_2,1,0.25,0.273089016981,False
stencil3d_699.c,xczu7ev-ffvc1156-2-e,10,0.29034,40,0,11,0,6,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_15,1,4.25,0.74186985304,False
stencil3d_562.c,xczu7ev-ffvc1156-2-e,10,0.34539,36,0,2,0,3,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_8,unroll_16,pipeline_1,pipeline_1,unroll_15,1,1.25,0.601792406118,False
stencil3d_156.c,xczu7ev-ffvc1156-2-e,10,0.35605,2119,0,2,5,49,pipeline_1,pipeline_1,unroll_4,unroll_31,pipeline_1,unroll_2,unroll_2,unroll_4,unroll_15,1,14,0.424374290263,False
stencil3d_230.c,xczu7ev-ffvc1156-2-e,10,0.56777,123,0,0,2,11,pipeline_1,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline_1,unroll_31,unroll_2,1,3.25,0.210614365623,False
stencil3d_158.c,xczu7ev-ffvc1156-2-e,10,0.53391,33,0,1,0,3,pipeline_1,pipeline_1,unroll_4,unroll_4,unroll_8,unroll_2,pipeline_1,unroll_2,unroll_4,1,1,0.282149939683,False
stencil3d_6.c,xczu7ev-ffvc1156-2-e,10,0.54757,46,0,1,1,5,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_4,1,1.75,0.256725498908,False
stencil3d_344.c,xczu7ev-ffvc1156-2-e,10,0.22229,249,0,22,1,22,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,unroll_15,1,11.25,0.956646751962,False
stencil3d_103.c,xczu7ev-ffvc1156-2-e,10,0.22229,283,0,22,1,22,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_31,pipeline_1,unroll_15,2,11.25,0.956646751962,False
stencil3d_510.c,xczu7ev-ffvc1156-2-e,10,0.22229,248,0,21,1,21,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_31,unroll_2,unroll_15,1,10.75,0.985417222634,False
stencil3d_175.c,xczu7ev-ffvc1156-2-e,10,0.22229,321,0,40,2,28,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_31,unroll_31,unroll_15,2,17.5,0.671451983966,False
stencil3d_231.c,xczu7ev-ffvc1156-2-e,10,0.22979,282,0,22,1,21,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_2,unroll_15,1,11,0.947053310881,False
stencil3d_306.c,xczu7ev-ffvc1156-2-e,10,0.22859,285,0,22,1,21,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,unroll_15,1,11,0.952697367224,False
stencil3d_368.c,xczu7ev-ffvc1156-2-e,10,0.35082,39,0,2,0,3,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_15,1,1.25,0.580293654119,False
stencil3d_403.c,xczu7ev-ffvc1156-2-e,10,0.29577,45.5,0,10,0,6,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_15,2,4,0.72715759933,False
stencil3d_383.c,xczu7ev-ffvc1156-2-e,10,0.35082,37,0,2,0,3,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_15,1,1.25,0.580293654119,False
stencil3d_345.c,xczu7ev-ffvc1156-2-e,10,0.29577,45,0,10,0,6,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_15,3,4,0.72715759933,False
stencil3d_446.c,xczu7ev-ffvc1156-2-e,10,0.50727,31,0,1,0,2,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_4,1,0.75,0.325213001137,False
stencil3d_530.c,xczu7ev-ffvc1156-2-e,10,0.52047,110,0,1,1,10,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_31,unroll_4,1,3,0.281413842311,False
stencil3d_601.c,xczu7ev-ffvc1156-2-e,10,0.34497,42,0,2,0,4,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_15,1,1.5,0.601475133757,False
stencil3d_374.c,xczu7ev-ffvc1156-2-e,10,0.28992,47,0,10,0,7,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_2,unroll_15,1,4.25,0.742782594772,False
stencil3d_321.c,xczu7ev-ffvc1156-2-e,10,0.53742,34,0,0,0,2,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_2,unroll_2,1,0.5,0.283769499451,False
stencil3d_221.c,xczu7ev-ffvc1156-2-e,10,0.53262,75,0,0,1,8,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_31,unroll_2,1,2.25,0.272540448654,False
stencil3d_255.c,xczu7ev-ffvc1156-2-e,10,0.57012,35,0,0,0,3,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_4,unroll_2,1,0.75,0.212232370984,False
stencil3d_539.c,xczu7ev-ffvc1156-2-e,10,0.50142,38,0,1,0,3,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_31,unroll_2,unroll_4,1,1,0.335102310802,False
stencil3d_292.c,xczu7ev-ffvc1156-2-e,10,0.32007,61,0,15,1,12,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_31,unroll_4,unroll_15,1,7,0.636029710088,False
stencil3d_316.c,xczu7ev-ffvc1156-2-e,10,0.35082,37,0,2,0,3,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_15,1,1.25,0.580293654119,False
stencil3d_394.c,xczu7ev-ffvc1156-2-e,10,0.50892,34,0,1,0,2,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll_2,unroll_4,1,0.75,0.32323985085,False
stencil3d_48.c,xczu7ev-ffvc1156-2-e,10,0.35066,155,0,52,5,35,pipeline_1,unroll_2,pipeline_1,unroll_31,pipeline_1,unroll_8,unroll_31,pipeline_1,unroll_4,1,23,0.266264262327,False
stencil3d_349.c,xczu7ev-ffvc1156-2-e,10,0.56851,299,0,0,4,18,pipeline_1,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_16,unroll_2,unroll_31,unroll_2,1,5.5,0.195429948929,False
stencil3d_323.c,xczu7ev-ffvc1156-2-e,10,0.27998,59,0,11,1,11,pipeline_1,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_16,unroll_31,pipeline_1,unroll_15,1,5.75,0.786572438835,False
stencil3d_9.c,xczu7ev-ffvc1156-2-e,10,0.28748,57,0,13,1,11,pipeline_1,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1,6.25,0.761420859178,False
stencil3d_123.c,xczu7ev-ffvc1156-2-e,10,0.28748,53.5,0,11,1,10,pipeline_1,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_15,2,5.5,0.765186481155,False
stencil3d_218.c,xczu7ev-ffvc1156-2-e,10,0.31833,174,0,34,3,29,pipeline_1,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_2,unroll_4,unroll_15,1,16.5,0.472631979869,False
stencil3d_222.c,xczu7ev-ffvc1156-2-e,10,0.22827,353,0,40,2,29,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_31,unroll_31,unroll_15,1,17.75,0.658484422731,False
stencil3d_16.c,xczu7ev-ffvc1156-2-e,10,0.22947,300,0,34,2,27,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_31,unroll_2,1,15.75,0.752858335269,False
stencil3d_172.c,xczu7ev-ffvc1156-2-e,10,0.23472,281,0,22,1,20,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_2,unroll_15,1,10.75,0.925866422815,False
